energy_ev,total_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up
-6.00000000,7.33306281,4.30701632,3.62936867,0.07018486,1.59020688,2.24019469,0.00000000
-5.99399700,7.23843085,4.19798441,3.59052707,0.07077979,1.58464815,2.21431836,0.00000000
-5.98799400,7.13692164,4.08122483,3.54908126,0.07136242,1.57821574,2.18557910,0.00000000
-5.98199100,7.03103285,3.95914849,3.50625828,0.07192545,1.57108664,2.15500471,0.00000000
-5.97598799,6.92315559,3.83410405,3.46321597,0.07246141,1.56342914,2.12358318,0.00000000
-5.96998499,6.81550319,3.70830533,3.42101027,0.07296268,1.55539618,2.09223270,0.00000000
-5.96398199,6.71004904,3.58376647,3.38056797,0.07342151,1.54711910,2.06177593,0.00000000
-5.95797899,6.60847612,3.46224740,3.34266580,0.07382999,1.53870179,2.03291967,0.00000000
-5.95197599,6.51213993,3.34521152,3.30791682,0.07418002,1.53021597,2.00624047,0.00000000
-5.94597299,6.42204638,3.23379700,3.27676447,0.07446333,1.52169763,1.98217682,0.00000000
-5.93996998,6.33884529,3.12880242,3.24948428,0.07467142,1.51314519,1.96102774,0.00000000
-5.93396698,6.26283943,3.03068665,3.22619304,0.07479567,1.50451955,1.94295786,0.00000000
-5.92796398,6.19400850,2.93958256,3.20686481,0.07482738,1.49574621,1.92800809,0.00000000
-5.92196098,6.13204668,2.85532322,3.19135272,0.07475796,1.48671956,1.91611141,0.00000000
-5.91595798,6.07641168,2.77747885,3.17941557,0.07457914,1.47730932,1.90711250,0.00000000
-5.90995498,6.02638277,2.70540253,3.17074752,0.07428329,1.46736887,1.90079014,0.00000000
-5.90395198,5.98112495,2.63828203,3.16500952,0.07386375,1.45674527,1.89688100,0.00000000
-5.89794897,5.93975582,2.57519537,3.16186070,0.07331532,1.44529034,1.89510355,0.00000000
-5.89194597,5.90141194,2.51516729,3.16098799,0.07263469,1.43287253,1.89518069,0.00000000
-5.88594297,5.86531111,2.45722416,3.16213247,0.07182094,1.41938865,1.89685991,0.00000000
-5.87993997,5.83080757,2.40044491,3.16511087,0.07087601,1.40477502,1.89992992,0.00000000
-5.87393697,5.79743716,2.34400602,3.16983106,0.06980513,1.38901727,1.90423282,0.00000000
-5.86793397,5.76495002,2.28721883,3.17630057,0.06861718,1.37215813,1.90967134,0.00000000
-5.86193097,5.73332934,2.22955794,3.18462748,0.06732495,1.35430277,1.91621062,0.00000000
-5.85592796,5.70279499,2.17068006,3.19501361,0.06594522,1.33562112,1.92387474,0.00000000
-5.84992496,5.67379187,2.11043299,3.20774008,0.06449879,1.31634706,1.93273809,0.00000000
-5.84392196,5.64696372,2.04885503,3.22314610,0.06301020,1.29677415,1.94291225,0.00000000
-5.83791896,5.62311378,1.98616549,3.24160188,0.06150741,1.27724828,1.95452928,0.00000000
-5.83191596,5.60315442,1.92274729,3.26347718,0.06002125,1.25815718,1.96772235,0.00000000
-5.82591296,5.58804880,1.85912318,3.28910723,0.05858474,1.23991759,1.98260512,0.00000000
-5.81990995,5.57874758,1.79592696,3.31875805,0.05723224,1.22296033,1.99925101,0.00000000
-5.81390695,5.57612461,1.73387156,3.35259315,0.05599855,1.20771434,2.01767393,0.00000000
-5.80790395,5.58091515,1.67371565,3.39064377,0.05491797,1.19459020,2.03781164,0.00000000
-5.80190095,5.59366037,1.61623037,3.43278466,0.05402325,1.18396420,2.05951297,0.00000000
-5.79589795,5.61466143,1.56216786,3.47871706,0.05334462,1.17616365,2.08252991,0.00000000
-5.78989495,5.64394605,1.51223282,3.52796041,0.05290896,1.17145426,2.10651521,0.00000000
-5.78389195,5.68124960,1.46705811,3.57985358,0.05273889,1.17003016,2.13102599,0.00000000
-5.77788894,5.72601216,1.42718522,3.63356622,0.05285222,1.17200732,2.15553336,0.00000000
-5.77188594,5.77739205,1.39305013,3.68812004,0.05326140,1.17742033,2.17943781,0.00000000
-5.76588294,5.83429519,1.36497447,3.74241932,0.05397324,1.18622311,2.20208960,0.00000000
-5.75987994,5.89541910,1.34316217,3.79528948,0.05498887,1.19829318,2.22281347,0.00000000
-5.75387694,5.95930917,1.32770092,3.84552199,0.05630381,1.21343942,2.24093618,0.00000000
-5.74787394,6.02442448,1.31856806,3.89192349,0.05790832,1.23141284,2.25581567,0.00000000
-5.74187094,6.08920953,1.31564001,3.93336671,0.05978791,1.25191980,2.26687022,0.00000000
-5.73586793,6.15216822,1.31870446,3.96884067,0.06192402,1.27463692,2.27360620,0.00000000
-5.72986493,6.21193625,1.32747446,3.99749773,0.06429482,1.29922700,2.27564280,0.00000000
-5.72386193,6.26734797,1.34160347,4.01869477,0.06687607,1.32535504,2.27273251,0.00000000
-5.71785893,6.31749442,1.36070058,4.03202680,0.06964215,1.35270357,2.26477624,0.00000000
-5.71185593,6.36176957,1.38434518,4.03735085,0.07256697,1.38098664,2.25183230,0.00000000
-5.70585293,6.39990235,1.41210056,4.03479919,0.07562493,1.40996163,2.23411862,0.00000000
-5.69984992,6.43197315,1.44352580,4.02478104,0.07879180,1.43943849,2.21200835,0.00000000
-5.69384692,6.45841397,1.47818587,4.00797273,0.08204551,1.46928601,2.18601873,0.00000000
