energy_ev,total_up,In_p_up,In_d_up,Nb_p_up,Nb_d_up,S_s_up,S_p_up
-5.56178089,3.36963069,0.09128383,0.00214808,3.11046251,1.32931281,0.01617356,2.35059813
-5.55577789,3.39408675,0.09373147,0.00211779,3.18767616,1.32636494,0.01658435,2.37271100
-5.54977489,3.41187244,0.09588897,0.00208325,3.25904443,1.32020803,0.01700796,2.39004672
-5.54377189,3.42276573,0.09772073,0.00204474,3.32368828,1.31091692,0.01744193,2.40240961
-5.53776888,3.42655364,0.09919496,0.00200248,3.38074634,1.29858690,0.01788243,2.40962060
-5.53176588,3.42304425,0.10028469,0.00195669,3.42939745,1.28333454,0.01832435,2.41152480
-5.52576288,3.41207849,0.10096884,0.00190755,3.46888233,1.26529778,0.01876140,2.40799853
-5.51975988,3.39354106,0.10123298,0.00185525,3.49852355,1.24463528,0.01918625,2.39895525
-5.51375688,3.36736977,0.10106986,0.00179997,3.51774299,1.22152478,0.01959080,2.38435008
-5.50775388,3.33356274,0.10047970,0.00174194,3.52607633,1.19616061,0.01996638,2.36418291
-5.50175088,3.29218329,0.09947022,0.00168137,3.52318420,1.16875038,0.02030404,2.33849990
-5.49574787,3.24336239,0.09805629,0.00161854,3.50885991,1.13951114,0.02059483,2.30739348
-5.48974487,3.18729872,0.09625948,0.00155374,3.48303368,1.10866501,0.02083010,2.27100116
-5.48374187,3.12425669,0.09410722,0.00148732,3.44577371,1.07643479,0.02100177,2.22950324
-5.47773887,3.05456275,0.09163188,0.00141964,3.39728435,1.04303965,0.02110260,2.18311989
-5.47173587,2.97860046,0.08886970,0.00135111,3.33790175,1.00869136,0.02112642,2.13210785
-5.46573287,2.89680481,0.08585964,0.00128213,3.26808748,0.97359099,0.02106833,2.07675702
-5.45972986,2.80965631,0.08264216,0.00121315,3.18842058,0.93792669,0.02092489,2.01738732
-5.45372686,2.71767516,0.07925819,0.00114458,3.09958844,0.90187226,0.02069417,1.95434588
-5.44772386,2.62141590,0.07574800,0.00107685,3.00237686,0.86558691,0.02037588,1.88800479
-5.44172086,2.52146284,0.07215038,0.00101036,2.89765961,0.82921596,0.01997132,1.81875934
-5.43571786,2.41842618,0.06850184,0.00094549,2.78638775,0.79289253,0.01948342,1.74702677
-5.42971486,2.31293898,0.06483612,0.00088257,2.66957881,0.75673998,0.01891661,1.67324543
-5.42371186,2.20565481,0.06118381,0.00082190,2.54830601,0.72087502,0.01827669,1.59787409
-5.41770885,2.09724593,0.05757215,0.00076376,2.42368739,0.68541111,0.01757073,1.52139128
-5.41170585,1.98840169,0.05402507,0.00070836,2.29687515,0.65046203,0.01680685,1.44429446
-5.40570285,1.87982695,0.05056332,0.00065589,2.16904490,0.61614531,0.01599399,1.36709870
-5.39969985,1.77224022,0.04720476,0.00060652,2.04138500,0.58258525,0.01514172,1.29033483
-5.39369685,1.66637123,0.04396471,0.00056036,1.91508590,0.54991536,0.01426002,1.21454679
-5.38769385,1.56295773,0.04085637,0.00051753,1.79132950,0.51828008,0.01335899,1.14028809
-5.38169085,1.46274134,0.03789125,0.00047814,1.67127857,0.48783550,0.01244871,1.06811747
-5.37568784,1.36646234,0.03507966,0.00044228,1.55606618,0.45874918,0.01153894,0.99859345
-5.36968484,1.27485333,0.03243102,0.00041006,1.44678520,0.43119885,0.01063901,0.93226822
-5.36368184,1.18863175,0.02995427,0.00038158,1.34447790,0.40537017,0.00975759,0.86968052
-5.35767884,1.10849136,0.02765814,0.00035699,1.25012559,0.38145348,0.00890258,0.81134800
-5.35167584,1.03509268,0.02555130,0.00033642,1.16463841,0.35963971,0.00808102,0.75775901
-5.34567284,0.96905270,0.02364247,0.00032005,1.08884507,0.34011556,0.00729895,0.70936397
-5.33966983,0.91093392,0.02194046,0.00030807,1.02348280,0.32305809,0.00656144,0.66656674
-5.33366683,0.86123291,0.02045402,0.00030068,0.96918717,0.30862896,0.00587251,0.62971582
-5.32766383,0.82036878,0.01919173,0.00029810,0.92648201,0.29696853,0.00523515,0.59909602
-5.32166083,0.78867166,0.01816169,0.00030055,0.89576945,0.28818989,0.00465139,0.57492037
-5.31565783,0.76637161,0.01737128,0.00030822,0.87731998,0.28237329,0.00412230,0.55732294
-5.30965483,0.75358818,0.01682672,0.00032133,0.87126296,0.27956091,0.00364810,0.54635236
-5.30365183,0.75032103,0.01653274,0.00034002,0.87757754,0.27975238,0.00322820,0.54196661
-5.29764882,0.75644196,0.01649207,0.00036440,0.89608446,0.28290115,0.00286134,0.54402911
-5.29164582,0.77168870,0.01670507,0.00039452,0.92643915,0.28891191,0.00254563,0.55230646
-5.28564282,0.79566092,0.01716929,0.00043035,0.96812644,0.29763919,0.00227866,0.56646786
-5.27963982,0.82781877,0.01787907,0.00047177,1.02045765,0.30888735,0.00205761,0.58608665
-5.27363682,0.86748438,0.01882522,0.00051854,1.08257048,0.32241190,0.00187929,0.61064397
-5.26763382,0.91384668,0.01999475,0.00057032,1.15343231,0.33792235,0.00174025,0.63953464
-5.26163082,0.96596965,0.02137075,0.00062666,1.23184755,0.35508652,0.00163685,0.67207548
-5.25562781,1.02280444,0.02293231,0.00068694,1.31646936,0.37353628,0.00156532,0.70751597
-5.24962481,1.08320518,0.02465463,0.00075047,1.40581620,0.39287466,0.00152178,0.74505111
-5.24362181,1.14594851,0.02650929,0.00081640,1.49829324,0.41268410,0.00150237,0.78383650
-5.23761881,1.20975662,0.02846465,0.00088379,1.59221871,0.43253576,0.00150322,0.82300517
-5.23161581,1.27332338,0.03048639,0.00095160,1.68585471,0.45199960,0.00152054,0.86168594
-5.22561281,1.33534293,0.03253833,0.00101872,1.77744216,0.47065484,0.00155063,0.89902281
-5.21960980,1.39454006,0.03458321,0.00108401,1.86523874,0.48810069,0.00158995,0.93419483
-5.21360680,1.44970151,0.03658374,0.00114631,1.94755917,0.50396682,0.00163512,0.96643590
-5.20760380,1.49970708,0.03850371,0.00120446,2.02281615,0.51792332,0.00168301,0.99505382
-5.20160080,1.54355955,0.04030908,0.00125738,2.08956086,0.52968973,0.00173070,1.01944789
-5.19559780,1.58041228,0.04196918,0.00130406,2.14652130,0.53904286,0.00177560,1.03912456
-5.18959480,1.60959330,0.04345777,0.00134361,2.19263702,0.54582310,0.00181540,1.05371032
-5.18359180,1.63062496,0.04475411,0.00137530,2.22708875,0.54993889,0.00184814,1.06296146
-5.17758879,1.64323807,0.04584375,0.00139859,2.24932153,0.55136923,0.00187223,1.06677013
-5.17158579,1.64737996,0.04671926,0.00141310,2.25906033,0.55016405,0.00188645,1.06516647
-5.16558279,1.64321579,0.04738061,0.00141871,2.25631714,0.54644241,0.00188996,1.05831662
-5.15957979,1.63112296,0.04783532,0.00141547,2.24138919,0.54038854,0.00188230,1.04651650
-5.15357679,1.61167846,0.04809833,0.00140369,2.21484805,0.53224582,0.00186338,1.03018165
-5.14757379,1.58563967,0.04819153,0.00138387,2.17751991,0.52230881,0.00183347,1.00983322
-5.14157079,1.55391896,0.04814300,0.00135669,2.13045759,0.51091376,0.00179315,0.98608080
-5.13556778,1.51755307,0.04798595,0.00132301,2.07490544,0.49842768,0.00174326,0.95960238
-5.12956478,1.47766833,0.04775748,0.00128383,2.01225819,0.48523655,0.00168492,0.93112240
-5.12356178,1.43544283,0.04749702,0.00124023,1.94401556,0.47173281,0.00161940,0.90138843
-5.11755878,1.39206717,0.04724474,0.00119336,1.87173417,0.45830292,0.00154813,0.87114750
-5.11155578,1.34870502,0.04703982,0.00114440,1.79697878,0.44531507,0.00147259,0.84112274
-5.10555278,1.30645520,0.04691873,0.00109451,1.72127458,0.43310772,0.00139430,0.81199139
-5.09954977,1.26631657,0.04691360,0.00104477,1.64606241,0.42197925,0.00131475,0.78436473
-5.09354677,1.22915722,0.04705069,0.00099619,1.57265865,0.41217923,0.00123534,0.75877090
-5.08754377,1.19568898,0.04734916,0.00094965,1.50222103,0.40390153,0.00115737,0.73564108
-5.08154077,1.16644846,0.04782001,0.00090589,1.43572182,0.39727958,0.00108198,0.71529958
-5.07553777,1.14178515,0.04846542,0.00086549,1.37392894,0.39238403,0.00101011,0.69795823
-5.06953477,1.12185706,0.04927844,0.00082885,1.31739583,0.38922285,0.00094252,0.68371525
-5.06353177,1.10663414,0.05024305,0.00079618,1.26645993,0.38774393,0.00087977,0.67255849
-5.05752876,1.09590911,0.05133461,0.00076755,1.22124972,0.38784008,0.00082219,0.66437313
-5.05152576,1.08931535,0.05252070,0.00074284,1.18169964,0.38935625,0.00076993,0.65895328
-5.04552276,1.08635092,0.05376222,0.00072181,1.14757203,0.39209867,0.00072295,0.65601699
-5.03951976,1.08640765,0.05501491,0.00070408,1.11848486,0.39584559,0.00068106,0.65522417
-5.03351676,1.08880402,0.05623099,0.00068919,1.09394383,0.40035907,0.00064392,0.65619633
-5.02751376,1.09282031,0.05736100,0.00067660,1.07337724,0.40539732,0.00061108,0.65853758
-5.02151076,1.09773431,0.05835568,0.00066573,1.05617201,0.41072713,0.00058201,0.66185556
-5.01550775,1.10285615,0.05916793,0.00065600,1.04170900,0.41613559,0.00055616,0.66578164
-5.00950475,1.10756043,0.05975453,0.00064684,1.02939622,0.42144068,0.00053292,0.66998915
-5.00350175,1.11131425,0.06007785,0.00063772,1.01869815,0.42650018,0.00051171,0.67420896
-4.99749875,1.11369986,0.06010718,0.00062818,1.00916013,0.43121826,0.00049198,0.67824148
-4.99149575,1.11443082,0.05981987,0.00061786,1.00042657,0.43554963,0.00047323,0.68196453
-4.98549275,1.11336095,0.05920204,0.00060646,0.99225245,0.43950070,0.00045502,0.68533661
-4.97948974,1.11048578,0.05824898,0.00059381,0.98450759,0.44312785,0.00043699,0.68839550
-4.97348674,1.10593638,0.05696516,0.00057986,0.97717376,0.44653276,0.00041887,0.69125202
-4.96748374,1.09996611,0.05536389,0.00056464,0.97033509,0.44985496,0.00040048,0.69407948
-4.96148074,1.09293097,0.05346662,0.00054832,0.96416224,0.45326199,0.00038172,0.69709916
-4.95547774,1.08526468,0.05130197,0.00053115,0.95889174,0.45693760,0.00036256,0.70056276
-4.94947474,1.07744986,0.04890454,0.00051347,0.95480136,0.46106868,0.00034307,0.70473252
-4.94347174,1.06998693,0.04631350,0.00049570,0.95218338,0.46583152,0.00032336,0.70986040
-4.93746873,1.06336234,0.04357117,0.00047831,0.95131699,0.47137820,0.00030361,0.71616708
-4.93146573,1.05801792,0.04072145,0.00046185,0.95244168,0.47782382,0.00028403,0.72382238
-4.92546273,1.05432297,0.03780842,0.00044685,0.95573293,0.48523534,0.00026487,0.73292783
-4.91945973,1.05255049,0.03487491,0.00043388,0.96128178,0.49362266,0.00024640,0.74350269
-4.91345673,1.05285886,0.03196133,0.00042353,0.96907920,0.50293252,0.00022889,0.75547407
-4.90745373,1.05527994,0.02910464,0.00041633,0.97900632,0.51304553,0.00021259,0.76867195
-4.90145073,1.05971387,0.02633750,0.00041281,0.99083083,0.52377669,0.00019777,0.78282923
-4.89544772,1.06593110,0.02368774,0.00041345,1.00420987,0.53487930,0.00018466,0.79758714
-4.88944472,1.07358110,0.02117800,0.00041868,1.01869917,0.54605232,0.00017346,0.81250565
-4.88344172,1.08220736,0.01882559,0.00042887,1.03376771,0.55695056,0.00016435,0.82707842
-4.87743872,1.09126759,0.01664263,0.00044429,1.04881727,0.56719749,0.00015747,0.84075158
-4.87143572,1.10015805,0.01463625,0.00046517,1.06320561,0.57639992,0.00015291,0.85294536
-4.86543272,1.10824055,0.01280906,0.00049161,1.07627197,0.58416371,0.00015073,0.86307754
-4.85942971,1.11487062,0.01115962,0.00052361,1.08736353,0.59010994,0.00015095,0.87058743
-4.85342671,1.11942534,0.00968308,0.00056110,1.09586141,0.59389051,0.00015352,0.87495918
-4.84742371,1.12132952,0.00837177,0.00060385,1.10120483,0.59520256,0.00015837,0.87574334
-4.84142071,1.12007867,0.00721587,0.00065152,1.10291226,0.59380087,0.00016540,0.87257551
-4.83541771,1.11525810,0.00620400,0.00070367,1.10059857,0.58950780,0.00017442,0.86519124
-4.82941471,1.10655701,0.00532382,0.00075972,1.09398744,0.58222018,0.00018525,0.85343652
-4.82341171,1.09377739,0.00456253,0.00081896,1.08291864,0.57191303,0.00019764,0.83727347
-4.81740870,1.07683742,0.00390731,0.00088057,1.06735006,0.55863988,0.00021132,0.81678098
-4.81140570,1.05576967,0.00334570,0.00094364,1.04735468,0.54252993,0.00022599,0.79215061
-4.80540270,1.03071442,0.00286584,0.00100715,1.02311290,0.52378214,0.00024132,0.76367794
-4.79939970,1.00190898,0.00245673,0.00107001,0.99490096,0.50265681,0.00025696,0.73175008
-4.79339670,0.96967367,0.00210835,0.00113109,0.96307634,0.47946505,0.00027255,0.69682999
-4.78739370,0.93439562,0.00181172,0.00118923,0.92806097,0.45455681,0.00028774,0.65943870
-4.78139070,0.89651124,0.00155891,0.00124327,0.89032342,0.42830801,0.00030218,0.62013606
-4.77538769,0.85648854,0.00134308,0.00129209,0.85036082,0.40110756,0.00031552,0.57950134
-4.76938469,0.81480997,0.00115833,0.00133463,0.80868168,0.37334466,0.00032745,0.53811419
-4.76338169,0.77195676,0.00099973,0.00136995,0.76579003,0.34539718,0.00033771,0.49653716
-4.75737869,0.72839520,0.00086313,0.00139722,0.72217179,0.31762128,0.00034604,0.45530014
-4.75137569,0.68456539,0.00074513,0.00141578,0.67828344,0.29034279,0.00035229,0.41488733
-4.74537269,0.64087257,0.00064295,0.00142513,0.63454351,0.26385055,0.00035633,0.37572721
-4.73936968,0.59768112,0.00055436,0.00142497,0.59132667,0.23839174,0.00035813,0.33818540
-4.73336668,0.55531114,0.00047756,0.00141523,0.54896044,0.21416919,0.00035772,0.30256066
-4.72736368,0.51403725,0.00041115,0.00139602,0.50772416,0.19134068,0.00035524,0.26908367
-4.72136068,0.47408941,0.00035405,0.00136765,0.46785000,0.17001980,0.00035090,0.23791853
-4.71535768,0.43565520,0.00030543,0.00133066,0.42952540,0.15027845,0.00034503,0.20916630
-4.70935468,0.39888329,0.00026475,0.00128572,0.39289670,0.13215033,0.00033808,0.18287051
-4.70335168,0.36388757,0.00023167,0.00123369,0.35807351,0.11563538,0.00033062,0.15902388
-4.69734867,0.33075172,0.00020608,0.00117553,0.32513337,0.10070476,0.00032336,0.13757593
-4.69134567,0.29953380,0.00018811,0.00111229,0.29412646,0.08730612,0.00031718,0.11844114
-4.68534267,0.27027064,0.00017818,0.00104511,0.26508010,0.07536881,0.00031313,0.10150700
-4.67933967,0.24298201,0.00017695,0.00097513,0.23800294,0.06480902,0.00031247,0.08664202
-4.67333667,0.21767433,0.00018547,0.00090347,0.21288866,0.05553448,0.00031671,0.07370299
-4.66733367,0.19434399,0.00020515,0.00083126,0.18971917,0.04744875,0.00032764,0.06254180
-4.66133067,0.17298028,0.00023788,0.00075951,0.16846744,0.04045494,0.00034737,0.05301124
-4.65532766,0.15356804,0.00028607,0.00068919,0.14909989,0.03445889,0.00037839,0.04497007
-4.64932466,0.13608998,0.00035272,0.00062114,0.13157847,0.02937180,0.00042360,0.03828717
-4.64332166,0.12052897,0.00044152,0.00055609,0.11586256,0.02511227,0.00048638,0.03284487
-4.63731866,0.10687010,0.00055691,0.00049466,0.10191072,0.02160796,0.00057065,0.02854150
-4.63131566,0.09510284,0.00070418,0.00043731,0.08968237,0.01879676,0.00068087,0.02529326
-4.62531266,0.08522310,0.00088947,0.00038443,0.07913944,0.01662760,0.00082212,0.02303547
-4.61930965,0.07723530,0.00111992,0.00033626,0.07024801,0.01506104,0.00100012,0.02172332
-4.61330665,0.07115439,0.00140362,0.00029294,0.06297998,0.01406956,0.00122119,0.02133217
-4.60730365,0.06700778,0.00174969,0.00025452,0.05731468,0.01363771,0.00149227,0.02185751
-4.60130065,0.06483714,0.00216821,0.00022100,0.05324035,0.01376213,0.00182082,0.02331452
-4.59529765,0.06469986,0.00267025,0.00019229,0.05075556,0.01445147,0.00221479,0.02573748
-4.58929465,0.06667021,0.00326771,0.00016827,0.04987036,0.01572618,0.00268242,0.02917880
-4.58329165,0.07084017,0.00397326,0.00014879,0.05060723,0.01761836,0.00323212,0.03370792
-4.57728864,0.07731964,0.00480015,0.00013367,0.05300168,0.02017139,0.00387221,0.03940996
-4.57128564,0.08623624,0.00576206,0.00012275,0.05710246,0.02343964,0.00461068,0.04638411
-4.56528264,0.09773448,0.00687278,0.00011588,0.06297149,0.02748801,0.00545489,0.05474187
-4.55927964,0.11197449,0.00814603,0.00011291,0.07068328,0.03239145,0.00641123,0.06460509
-4.55327664,0.12913011,0.00959512,0.00011374,0.08032406,0.03823438,0.00748473,0.07610378
-4.54727364,0.14938665,0.01123267,0.00011829,0.09199044,0.04510989,0.00867877,0.08937382
-4.54127064,0.17293813,0.01307025,0.00012652,0.10578786,0.05311898,0.00999461,0.10455441
-4.53526763,0.19998428,0.01511814,0.00013844,0.12182862,0.06236942,0.01143115,0.12178550
-4.52926463,0.23072733,0.01738501,0.00015409,0.14022973,0.07297458,0.01298455,0.14120509
-4.52326163,0.26536853,0.01987767,0.00017357,0.16111051,0.08505192,0.01464805,0.16294641
-4.51725863,0.30410470,0.02260088,0.00019700,0.18459005,0.09872125,0.01641175,0.18713510
-4.51125563,0.34712468,0.02555717,0.00022455,0.21078446,0.11410271,0.01826262,0.21388636
-4.50525263,0.39460569,0.02874682,0.00025646,0.23980397,0.13131435,0.02018449,0.24330203
-4.49924962,0.44670975,0.03216771,0.00029295,0.27175002,0.15046947,0.02215827,0.27546772
-4.49324662,0.50357993,0.03581548,0.00033431,0.30671200,0.17167351,0.02416223,0.31044994
-4.48724362,0.56533653,0.03968350,0.00038085,0.34476403,0.19502063,0.02617243,0.34829317
-4.48124062,0.63207295,0.04376308,0.00043288,0.38596144,0.22058995,0.02816328,0.38901702
-4.47523762,0.70385140,0.04804354,0.00049075,0.43033718,0.24844155,0.03010816,0.43261341
-4.46923462,0.78069812,0.05251245,0.00055477,0.47789802,0.27861222,0.03198020,0.47904381
-4.46323162,0.86259835,0.05715572,0.00062528,0.52862069,0.31111120,0.03375302,0.52823663
-4.45722861,0.94949083,0.06195780,0.00070257,0.58244794,0.34591593,0.03540154,0.58008478
-4.45122561,1.04126206,0.06690174,0.00078689,0.63928471,0.38296809,0.03690279,0.63444361
-4.44522261,1.13774040,0.07196925,0.00087844,0.69899448,0.42217005,0.03823664,0.69112926
-4.43921961,1.23869013,0.07714073,0.00097733,0.76139606,0.46338194,0.03938648,0.74991758
-4.43321661,1.34380591,0.08239522,0.00108360,0.82626085,0.50641971,0.04033969,0.81054382
-4.42721361,1.45270787,0.08771033,0.00119714,0.89331107,0.55105412,0.04108814,0.87270327
-4.42121061,1.56493766,0.09306211,0.00131774,0.96221887,0.59701106,0.04162833,0.93605290
-4.41520760,1.67995601,0.09842494,0.00144502,1.03260675,0.64397335,0.04196150,1.00021420
-4.40920460,1.79714202,0.10377145,0.00157844,1.10404933,0.69158390,0.04209349,1.06477730
-4.40320160,1.91579470,0.10907246,0.00171726,1.17607672,0.73945052,0.04203444,1.12930623
-4.39719860,2.03513692,0.11429693,0.00186059,1.24817936,0.78715213,0.04179832,1.19334556
-4.39119560,2.15432202,0.11941211,0.00200732,1.31981454,0.83424635,0.04140237,1.25642791
-4.38519260,2.27244323,0.12438372,0.00215618,1.39041422,0.88027826,0.04086635,1.31808248
-4.37918959,2.38854578,0.12917624,0.00230569,1.45939429,0.92478994,0.04021180,1.37784406
-4.37318659,2.50164150,0.13375338,0.00245425,1.52616475,0.96733065,0.03946119,1.43526229
-4.36718359,2.61072575,0.13807861,0.00260011,1.59014054,1.00746705,0.03863715,1.48991088
-4.36118059,2.71479607,0.14211587,0.00274144,1.65075288,1.04479328,0.03776165,1.54139623
-4.35517759,2.81287215,0.14583027,0.00287631,1.70746039,1.07894035,0.03685532,1.58936530
-4.34917459,2.90401654,0.14918899,0.00300284,1.75975998,1.10958459,0.03593684,1.63351223
-4.34317159,2.98735530,0.15216208,0.00311912,1.80719692,1.13645481,0.03502246,1.67358366
-4.33716858,3.06209826,0.15472342,0.00322339,1.84937399,1.15933793,0.03412569,1.70938242
-4.33116558,3.12755794,0.15685147,0.00331398,1.88595939,1.17808300,0.03325707,1.74076965
-4.32516258,3.18316690,0.15853019,0.00338947,1.91669341,1.19260348,0.03242416,1.76766547
-4.31915958,3.22849279,0.15974969,0.00344863,1.94139366,1.20287785,0.03163165,1.79004814
-4.31315658,3.26325088,0.16050686,0.00349057,1.95995906,1.20894870,0.03088156,1.80795220
-4.30715358,3.28731371,0.16080595,0.00351470,1.97237253,1.21092037,0.03017361,1.82146571
