energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.84392196,2.71834319,0.01017929,0.04938947,0.76189666,0.71916314,0.01942019,1.65244421,0.68689081,0.18351505
-5.83791896,2.77492848,0.01017746,0.04822270,0.78165725,0.73212801,0.02019485,1.69219493,0.70168709,0.18696133
-5.83191596,2.83045373,0.01023881,0.04696203,0.80117141,0.74510974,0.02094362,1.73133173,0.71647818,0.19023063
-5.82591296,2.88403633,0.01035051,0.04561913,0.82021664,0.75787110,0.02165489,1.76926700,0.73105754,0.19326791
-5.81990995,2.93468449,0.01049962,0.04420540,0.83853615,0.77014129,0.02231679,1.80534411,0.74518136,0.19601270
-5.81390695,2.98131523,0.01067325,0.04273182,0.85584176,0.78162050,0.02291745,1.83884951,0.75857277,0.19840044
-5.80790395,3.02278090,0.01085880,0.04120892,0.87181956,0.79198703,0.02344533,1.86903011,0.77092857,0.20036431
-5.80190095,3.05790333,0.01104417,0.03964680,0.88613809,0.80090681,0.02388951,1.89511539,0.78192817,0.20183744
-5.79589795,3.08551441,0.01121794,0.03805520,0.89845896,0.80804487,0.02424006,1.91634331,0.79124455,0.20275544
-5.78989495,3.10450111,0.01136965,0.03644361,0.90844920,0.81307836,0.02448835,1.93198908,0.79855658,0.20305907
-5.78389195,3.11385295,0.01148991,0.03482141,0.91579500,0.81571036,0.02462745,1.94139522,0.80356226,0.20269702
-5.77788894,3.11270948,0.01157063,0.03319803,0.92021592,0.81568390,0.02465232,1.94400152,0.80599207,0.20162849
-5.77188594,3.10040506,0.01160518,0.03158310,0.92147895,0.81279543,0.02456015,1.93937331,0.80562174,0.19982564
-5.76588294,3.07650881,0.01158842,0.02998658,0.91941158,0.80690698,0.02435051,1.92722647,0.80228390,0.19727563
-5.75987994,3.04085715,0.01151688,0.02841889,0.91391302,0.79795630,0.02402550,1.90744779,0.79587771,0.19398211
-5.75387694,2.99357720,0.01138870,0.02689093,0.90496319,0.78596445,0.02358979,1.88010953,0.78637614,0.18996624
-5.74787394,2.93509947,0.01120367,0.02541413,0.89262849,0.77104040,0.02305060,1.84547713,0.77383032,0.18526690
-5.74187094,2.86615899,0.01096314,0.02400041,0.87706442,0.75338223,0.02241760,1.80400967,0.75837078,0.17994040
-5.73586793,2.78778439,0.01066996,0.02266204,0.85851438,0.73327486,0.02170268,1.75635275,0.74020542,0.17405932
-5.72986493,2.70127539,0.01032828,0.02141157,0.83730500,0.71108433,0.02091978,1.70332405,0.71961428,0.16771085
-5.72386193,2.60816938,0.00994344,0.02026155,0.81383789,0.68724881,0.02008447,1.64589205,0.69694136,0.16099444
-5.71785893,2.51019852,0.00952172,0.01922430,0.78857830,0.66226674,0.01921364,1.58514882,0.67258383,0.15401906
-5.71185593,2.40923927,0.00907014,0.01831168,0.76204113,0.63668254,0.01832508,1.52227807,0.64697921,0.14690002
-5.70585293,2.30725626,0.00859623,0.01753469,0.73477496,0.61107044,0.01743699,1.45851975,0.62059108,0.13975562
-5.69984992,2.20624311,0.00810780,0.01690323,0.70734474,0.58601719,0.01656758,1.39513276,0.59389399,0.13270369
-5.69384692,2.10816246,0.00761268,0.01642569,0.68031405,0.56210421,0.01573458,1.33335719,0.56735825,0.12585818
-5.68784392,2.01488761,0.00711852,0.01610865,0.65422754,0.53988992,0.01495483,1.27437773,0.54143529,0.11932596
-5.68184092,1.92814799,0.00663259,0.01595657,0.62959436,0.51989288,0.01424383,1.21928959,0.51654423,0.11320390
-5.67583792,1.84948054,0.00616161,0.01597148,0.60687330,0.50257629,0.01361539,1.16906810,0.49306013,0.10757640
-5.66983492,1.78018837,0.00571158,0.01615278,0.58646008,0.48833446,0.01308129,1.12454312,0.47130433,0.10251336
-5.66383192,1.72130831,0.00528766,0.01649697,0.56867733,0.47748150,0.01265100,1.08637894,0.45153737,0.09806875
-5.65782891,1.67358781,0.00489413,0.01699758,0.55376751,0.47024276,0.01233146,1.05506028,0.43395434,0.09427968
-5.65182591,1.63747202,0.00453430,0.01764504,0.54188896,0.46674900,0.01212689,1.03088453,0.41868308,0.09116612
-5.64582291,1.61310077,0.00421050,0.01842674,0.53311501,0.46703363,0.01203875,1.01396035,0.40578479,0.08873111
-5.63981991,1.60031544,0.00392414,0.01932711,0.52743624,0.47103293,0.01206562,1.00421229,0.39525713,0.08696152
-5.63381691,1.59867481,0.00367572,0.02032776,0.52476529,0.47858920,0.01220334,1.00139112,0.38703936,0.08582925
-5.62781391,1.60747922,0.00346491,0.02140778,0.52494431,0.48945675,0.01244502,1.00508911,0.38101928,0.08529282
-5.62181091,1.62580175,0.00329066,0.02254411,0.52775429,0.50331041,0.01278126,1.01475969,0.37704143,0.08529933
-5.61580790,1.65252528,0.00315134,0.02371196,0.53292598,0.51975644,0.01320035,1.02974043,0.37491625,0.08578653
-5.60980490,1.68638385,0.00304481,0.02488531,0.54015178,0.53834527,0.01368858,1.04927867,0.37442968,0.08668518
-5.60380190,1.72600685,0.00296861,0.02603754,0.54909826,0.55858595,0.01423055,1.07255863,0.37535277,0.08792135
-5.59779890,1.76996467,0.00292010,0.02714203,0.55941856,0.57996152,0.01480961,1.09872913,0.37745094,0.08941883
-5.59179590,1.81681397,0.00289658,0.02817281,0.57076434,0.60194514,0.01540827,1.12693098,0.38049257,0.09110134
-5.58579290,1.86514136,0.00289542,0.02910526,0.58279690,0.62401618,0.01600864,1.15632303,0.38425654,0.09289465
-5.57978989,1.91360396,0.00291420,0.02991676,0.59519690,0.64567589,0.01659296,1.18610625,0.38853850,0.09472849
-5.57378689,1.96096549,0.00295082,0.03058728,0.60767258,0.66646205,0.01714403,1.21554481,0.39315585,0.09653822
-5.56778389,2.00612701,0.00300355,0.03109994,0.61996608,0.68596208,0.01764572,1.24398379,0.39795113,0.09826616
-5.56178089,2.04815110,0.00307115,0.03144148,0.63185789,0.70382411,0.01808342,1.27086287,0.40279397,0.09986264
-5.55577789,2.08627915,0.00315286,0.03160262,0.64316926,0.71976565,0.01844442,1.29572576,0.40758150,0.10128678
-5.54977489,2.11994115,0.00324840,0.03157826,0.65376266,0.73357951,0.01871825,1.31822514,0.41223750,0.10250682
-5.54377189,2.14875796,0.00335802,0.03136758,0.66354043,0.74513663,0.01889701,1.33812321,0.41671024,0.10350025
-5.53776888,2.17253639,0.00348238,0.03097403,0.67244181,0.75438600,0.01897547,1.35528799,0.42096938,0.10425360
-5.53176588,2.19125747,0.00362251,0.03040509,0.68043861,0.76135141,0.01895127,1.36968582,0.42500212,0.10476197
-5.52576288,2.20505890,0.00377971,0.02967200,0.68752995,0.76612540,0.01882482,1.38137057,0.42880880,0.10502838
-5.51975988,2.21421267,0.00395544,0.02878930,0.69373632,0.76886071,0.01859930,1.39047031,0.43239837,0.10506290
-5.51375688,2.21909909,0.00415116,0.02777432,0.69909340,0.76975952,0.01828041,1.39717214,0.43578380,0.10488168
-5.50775388,2.22017879,0.00436822,0.02664657,0.70364610,0.76906127,0.01787614,1.40170616,0.43897792,0.10450595
-5.50175088,2.21796409,0.00460766,0.02542708,0.70744303,0.76702938,0.01739638,1.40432938,0.44198971,0.10396095
-5.49574787,2.21299110,0.00487013,0.02413777,0.71053190,0.76393783,0.01685257,1.40531045,0.44482146,0.10327493
-5.48974487,2.20579410,0.00515569,0.02280077,0.71295591,0.76005794,0.01625724,1.40491592,0.44746670,0.10247822
-5.48374187,2.19688318,0.00546373,0.02143776,0.71475149,0.75564626,0.01562354,1.40339873,0.44990918,0.10160240
-5.47773887,2.18672621,0.00579285,0.02006950,0.71594729,0.75093390,0.01496482,1.40098935,0.45212288,0.10067957
-5.47173587,2.17573558,0.00614079,0.01871525,0.71656459,0.74611795,0.01429412,1.39788990,0.45407299,0.09974179
-5.46573287,2.16426015,0.00650442,0.01739244,0.71661880,0.74135513,0.01362382,1.39427119,0.45571773,0.09882064
-5.45972986,2.15258228,0.00687973,0.01611632,0.71612211,0.73675807,0.01296530,1.39027272,0.45701103,0.09794685
-5.45372686,2.14091962,0.00726186,0.01489982,0.71508671,0.73239410,0.01232857,1.38600521,0.45790562,0.09715007
-5.44772386,2.12943081,0.00764518,0.01375342,0.71352859,0.72828653,0.01172215,1.38155519,0.45835655,0.09645869
-5.44172086,2.11822453,0.00802345,0.01268514,0.71147130,0.72441824,0.01115285,1.37699101,0.45832469,0.09589966
-5.43571786,2.10737051,0.00838994,0.01170065,0.70894938,0.72073709,0.01062574,1.37236967,0.45778016,0.09549832
-5.42971486,2.09691159,0.00873761,0.01080340,0.70601122,0.71716291,0.01014418,1.36774370,0.45670520,0.09527817
-5.42371186,2.08687566,0.00905936,0.00999481,0.70272093,0.71359543,0.00970982,1.36316742,0.45509653,0.09526061
-5.41770885,2.07728640,0.00934820,0.00927452,0.69915906,0.70992266,0.00932284,1.35870199,0.45296686,0.09546460
-5.41170585,2.06817199,0.00959751,0.00864064,0.69542197,0.70602931,0.00898202,1.35441878,0.45034544,0.09590617
-5.40570285,2.05957125,0.00980123,0.00809002,0.69161991,0.70180462,0.00868504,1.35040079,0.44727772,0.09659795
-5.39969985,2.05153654,0.00995412,0.00761850,0.68787372,0.69714931,0.00842869,1.34674182,0.44382397,0.09754860
-5.39369685,2.04413364,0.01005188,0.00722120,0.68431046,0.69198133,0.00820908,1.34354372,0.44005701,0.09876223
-5.38769385,2.03743847,0.01009134,0.00689268,0.68105803,0.68624003,0.00802196,1.34091154,0.43605919,0.10023781
-5.38169085,2.03153125,0.01007056,0.00662722,0.67823921,0.67988884,0.00786287,1.33894735,0.43191869,0.10196871
-5.37568784,2.02648856,0.00998889,0.00641892,0.67596545,0.67291630,0.00772742,1.33774290,0.42772551,0.10394226
-5.36968484,2.02237410,0.00984701,0.00626192,0.67433067,0.66533558,0.00761144,1.33737185,0.42356722,0.10613958
-5.36368184,2.01922911,0.00964687,0.00615048,0.67340564,0.65718260,0.00751112,1.33788214,0.41952477,0.10853549
-5.35767884,2.01706310,0.00939166,0.00607912,0.67323308,0.64851316,0.00742316,1.33928912,0.41566862,0.11109876
-5.35167584,2.01584588,0.00908569,0.00604268,0.67382395,0.63939915,0.00734484,1.34156993,0.41205540,0.11379249
-5.34567284,2.01550162,0.00873419,0.00603640,0.67515504,0.62992431,0.00727406,1.34465969,0.40872519,0.11657486
-5.33966983,2.01590543,0.00834323,0.00605596,0.67716812,0.62017985,0.00720938,1.34844978,0.40569965,0.11940004
-5.33366683,2.01688300,0.00791941,0.00609758,0.67977068,0.61026018,0.00715002,1.35278857,0.40298109,0.12221935
-5.32766383,2.01821343,0.00746977,0.00615800,0.68283826,0.60025914,0.00709583,1.35748445,0.40055241,0.12498261
-5.32166083,2.01963531,0.00700147,0.00623453,0.68621830,0.59026687,0.00704724,1.36231142,0.39837809,0.12763960
-5.31565783,2.02085585,0.00652168,0.00632508,0.68973535,0.58036752,0.00700522,1.36701678,0.39640596,0.13014161
-5.30965483,2.02156269,0.00603734,0.00642817,0.69319740,0.57063798,0.00697122,1.37133070,0.39456981,0.13244303
-5.30365183,2.02143786,0.00555499,0.00654290,0.69640311,0.56114752,0.00694710,1.37497736,0.39279269,0.13450282
-5.29764882,2.02017332,0.00508068,0.00666895,0.69914959,0.55195857,0.00693505,1.37768707,0.39099062,0.13628597
-5.29164582,2.01748722,0.00461979,0.00680655,0.70124047,0.54312818,0.00693754,1.37920877,0.38907671,0.13776466
-5.28564282,2.01314025,0.00417702,0.00695642,0.70249379,0.53471040,0.00695723,1.37932255,0.38696537,0.13891937
-5.27963982,2.00695116,0.00375629,0.00711969,0.70274969,0.52675907,0.00699692,1.37785149,0.38457646,0.13973955
-5.27363682,1.99881083,0.00336075,0.00729781,0.70187719,0.51933099,0.00705944,1.37467227,0.38183928,0.14022416
-5.26763382,1.98869399,0.00299277,0.00749245,0.69978021,0.51248914,0.00714762,1.36972418,0.37869607,0.14038176
-5.26163082,1.97666815,0.00265399,0.00770536,0.69640230,0.50630562,0.00726419,1.36301591,0.37510503,0.14023044
-5.25562781,1.96289910,0.00234539,0.00793826,0.69172995,0.50086423,0.00741169,1.35462997,0.37104263,0.13979729
-5.24962481,1.94765256,0.00206730,0.00819266,0.68579447,0.49626228,0.00759241,1.34472430,0.36650516,0.13911770
-5.24362181,1.93129183,0.00181954,0.00846973,0.67867221,0.49261157,0.00780829,1.33353097,0.36150941,0.13823430
-5.23761881,1.91427124,0.00160147,0.00877020,0.67048306,0.49003824,0.00806084,1.32135192,0.35609253,0.13719572
-5.23161581,1.89712547,0.00141208,0.00909416,0.66138739,0.48868157,0.00835104,1.30855169,0.35031094,0.13605516
-5.22561281,1.88045508,0.00125008,0.00944101,0.65158138,0.48869153,0.00867926,1.29554742,0.34423842,0.13486873
-5.21960980,1.86490850,0.00111394,0.00980936,0.64129097,0.49022526,0.00904516,1.28279635,0.33796343,0.13369383
-5.21360680,1.85116115,0.00100201,0.01019699,0.63076449,0.49344248,0.00944765,1.27078119,0.33158574,0.13258733
-5.20760380,1.83989240,0.00091253,0.01060083,0.62026441,0.49849997,0.00988478,1.25999387,0.32521254,0.13160387
-5.20160080,1.83176120,0.00084371,0.01101699,0.61005834,0.50554555,0.01035374,1.25091826,0.31895410,0.13079418
-5.19559780,1.82738135,0.00079374,0.01144086,0.60040966,0.51471157,0.01085078,1.24401259,0.31291933,0.13020352
-5.18959480,1.82729742,0.00076083,0.01186716,0.59156823,0.52610847,0.01137124,1.23969212,0.30721119,0.12987028
-5.18359180,1.83196241,0.00074323,0.01229016,0.58376139,0.53981861,0.01190957,1.23831297,0.30192241,0.12982488
-5.17758879,1.84171808,0.00073922,0.01270379,0.57718571,0.55589075,0.01245935,1.24015768,0.29713151,0.13008877
-5.17158579,1.85677904,0.00074715,0.01310191,0.57199987,0.57433559,0.01301338,1.24542322,0.29289939,0.13067391
-5.16558279,1.87722123,0.00076539,0.01347853,0.56831888,0.59512255,0.01356378,1.25421213,0.28926664,0.13158245
-5.15957979,1.90297568,0.00079237,0.01382797,0.56620992,0.61817815,0.01410217,1.26652702,0.28625170,0.13280677
-5.15357679,1.93382777,0.00082655,0.01414521,0.56569012,0.64338611,0.01461973,1.28226903,0.28384991,0.13432987
-5.14757379,1.96942227,0.00086642,0.01442600,0.56672612,0.67058927,0.01510750,1.30124019,0.28203361,0.13612613
-5.14157079,2.00927412,0.00091053,0.01466711,0.56923567,0.69959327,0.01555647,1.32314971,0.28075312,0.13816224
-5.13556778,2.05278446,0.00095743,0.01486648,0.57309108,0.73017207,0.01595787,1.34762406,0.27993878,0.14039856
-5.12956478,2.09926137,0.00100572,0.01502334,0.57812439,0.76207476,0.01630337,1.37422030,0.27950371,0.14279055
-5.12356178,2.14794440,0.00105404,0.01513829,0.58413401,0.79503375,0.01658525,1.40244213,0.27934734,0.14529045
-5.11755878,2.19803177,0.00110112,0.01521330,0.59089253,0.82877362,0.01679667,1.43175801,0.27935953,0.14784899
-5.11155578,2.24870908,0.00114571,0.01525170,0.59815532,0.86302037,0.01693184,1.46162037,0.27942493,0.15041715
-5.10555278,2.29917806,0.00118671,0.01525809,0.60566961,0.89751056,0.01698616,1.49148521,0.27942764,0.15294785
-5.09954977,2.34868411,0.00122309,0.01523820,0.61318347,0.93199976,0.01695641,1.52083102,0.27925568,0.15539747
-5.09354677,2.39654131,0.00125399,0.01519871,0.62045449,0.96626996,0.01684082,1.54917617,0.27880530,0.15772724
-5.08754377,2.44215376,0.00127868,0.01514704,0.62725769,1.00013548,0.01663916,1.57609415,0.27798477,0.15990432
-5.08154077,2.48503220,0.00129663,0.01509108,0.63339237,1.03344701,0.01635273,1.60122577,0.27671766,0.16190260
-5.07553777,2.52480541,0.00130752,0.01503897,0.63868762,1.06609357,0.01598437,1.62428802,0.27494526,0.16370317
-5.06953477,2.56122582,0.00131120,0.01499875,0.64300646,1.09800243,0.01553841,1.64507920,0.27262837,0.16529450
-5.06353177,2.59416929,0.00130780,0.01497812,0.64624829,1.12913673,0.01502052,1.66348030,0.26974808,0.16667218
-5.05752876,2.62362944,0.00129764,0.01498419,0.64834994,1.15949124,0.01443758,1.67945268,0.26630580,0.16783848
-5.05152576,2.64970689,0.00128128,0.01502315,0.64928513,1.18908639,0.01379752,1.69303247,0.26232251,0.16880153
-5.04552276,2.67259433,0.00125951,0.01510015,0.64906270,1.21796097,0.01310909,1.70432209,0.25783721,0.16957440
-5.03951976,2.69255843,0.00123331,0.01521902,0.64772368,1.24616403,0.01238166,1.71347954,0.25290488,0.17017392
-5.03351676,2.70991958,0.00120387,0.01538218,0.64533750,1.27374633,0.01162493,1.72070619,0.24759388,0.17061948
-5.02751376,2.72503079,0.00117253,0.01559053,0.64199761,1.30075205,0.01084875,1.72623371,0.24198305,0.17093182
-5.02151076,2.73825682,0.00114077,0.01584339,0.63781668,1.32721111,0.01006285,1.73031094,0.23615869,0.17113180
-5.01550775,2.74995445,0.00111016,0.01613854,0.63292170,1.35313245,0.00927659,1.73319129,0.23021136,0.17123941
-5.00950475,2.76045500,0.00108232,0.01647225,0.62744921,1.37849886,0.00849881,1.73512122,0.22423292,0.17127279
-5.00350175,2.77004943,0.00105891,0.01683939,0.62154060,1.40326333,0.00773764,1.73633026,0.21831361,0.17124752
-4.99749875,2.77897669,0.00104153,0.01723361,0.61533791,1.42734714,0.00700031,1.73702269,0.21253953,0.17117615
-4.99149575,2.78741531,0.00103173,0.01764752,0.60897993,1.45063972,0.00629310,1.73737112,0.20699028,0.17106783
-4.98549275,2.79547816,0.00103093,0.01807291,0.60259873,1.47300000,0.00562124,1.73751196,0.20173712,0.17092823
-4.97948974,2.80321027,0.00104038,0.01850100,0.59631662,1.49425930,0.00498888,1.73754244,0.19684135,0.17075960
-4.97348674,2.81058906,0.00106115,0.01892274,0.59024338,1.51422520,0.00439907,1.73751920,0.19235315,0.17056096
-4.96748374,2.81752672,0.00109403,0.01932901,0.58447394,1.53268632,0.00385383,1.73745803,0.18831064,0.17032841
-4.96148074,2.82387408,0.00113954,0.01971092,0.57908621,1.54941748,0.00335418,1.73733455,0.18473940,0.17005549
-4.95547774,2.82942562,0.00119791,0.02006008,0.57413925,1.56418515,0.00290024,1.73708551,0.18165214,0.16973356
-4.94947474,2.83392509,0.00126902,0.02036873,0.56967166,1.57675282,0.00249131,1.73661065,0.17904867,0.16935217
-4.94347174,2.83707164,0.00135240,0.02063001,0.56570027,1.58688606,0.00212602,1.73577488,0.17691618,0.16889942
-4.93746873,2.83852618,0.00144721,0.02083804,0.56221920,1.59435730,0.00180241,1.73441083,0.17522966,0.16836227
-4.93146573,2.83791810,0.00155230,0.02098807,0.55919935,1.59895024,0.00151807,1.73232181,0.17395259,0.16772676
-4.92546273,2.83485234,0.00166613,0.02107650,0.55658849,1.60046377,0.00127028,1.72928529,0.17303789,0.16697827
-4.91945973,2.82891708,0.00178686,0.02110090,0.55431187,1.59871578,0.00105608,1.72505706,0.17242909,0.16610170
-4.91345673,2.81969226,0.00191239,0.02106000,0.55227378,1.59354659,0.00087240,1.71937625,0.17206169,0.16508166
-4.90745373,2.80675911,0.00204034,0.02095361,0.55035973,1.58482248,0.00071616,1.71197130,0.17186487,0.16390273
-4.90145073,2.78971081,0.00216818,0.02078258,0.54843962,1.57243911,0.00058429,1.70256705,0.17176326,0.16254968
-4.89544772,2.76816432,0.00229326,0.02054864,0.54637167,1.55632504,0.00047388,1.69089291,0.17167908,0.16100785
-4.88944472,2.74177333,0.00241285,0.02025429,0.54400712,1.53644535,0.00038215,1.67669196,0.17153429,0.15926355
-4.88344172,2.71024184,0.00252429,0.01990274,0.54119555,1.51280518,0.00030653,1.65973081,0.17125290,0.15730455
-4.87743872,2.67333825,0.00262501,0.01949771,0.53779062,1.48545321,0.00024467,1.63980995,0.17076329,0.15512068
-4.87143572,2.63090910,0.00271260,0.01904340,0.53365608,1.45448476,0.00019443,1.61677406,0.17000043,0.15270442
-4.86543272,2.58289192,0.00278493,0.01854433,0.52867161,1.42004437,0.00015394,1.59052186,0.16890802,0.15005161
-4.85942971,2.52932655,0.00284019,0.01800532,0.52273845,1.38232757,0.00012153,1.56101500,0.16744031,0.14716207
-4.85342671,2.47036396,0.00287694,0.01743139,0.51578431,1.34158159,0.00009576,1.52828538,0.16556363,0.14404025
-4.84742371,2.40627217,0.00289415,0.01682777,0.50776749,1.29810478,0.00007540,1.49244050,0.16325752,0.14069574
-4.84142071,2.33743855,0.00289127,0.01619981,0.49867986,1.25224461,0.00005942,1.45366640,0.16051540,0.13714368
-4.83541771,2.26436808,0.00286818,0.01555302,0.48854860,1.20439402,0.00004693,1.41222792,0.15734474,0.13340501
-4.82941471,2.18767753,0.00282525,0.01489303,0.47743659,1.15498620,0.00003721,1.36846603,0.15376673,0.12950651
-4.82341171,2.10808528,0.00276328,0.01422558,0.46544135,1.10448785,0.00002967,1.32279228,0.14981544,0.12548063
-4.81740870,2.02639732,0.00268349,0.01355655,0.45269268,1.05339095,0.00002382,1.27568047,0.14553657,0.12136511
-4.81140570,1.94348951,0.00258746,0.01289185,0.43934891,1.00220336,0.00001929,1.22765578,0.14098577,0.11720230
-4.80540270,1.86028696,0.00247707,0.01223747,0.42559216,0.95143849,0.00001577,1.17928177,0.13622660,0.11303836
-4.79939970,1.77774106,0.00235445,0.01159939,0.41162250,0.90160445,0.00001302,1.13114562,0.13132838,0.10892219
-4.79339670,1.69680507,0.00222189,0.01098349,0.39765158,0.85319292,0.00001085,1.08384230,0.12636375,0.10490419
-4.78739370,1.61840917,0.00208179,0.01039552,0.38389573,0.80666821,0.00000912,1.03795813,0.12140629,0.10103491
-4.78139070,1.54343569,0.00193654,0.00984093,0.37056886,0.76245681,0.00000773,0.99405434,0.11652819,0.09736365
-4.77538769,1.47269559,0.00178852,0.00932479,0.35787553,0.72093789,0.00000659,0.95265124,0.11179797,0.09393692
-4.76938469,1.40690671,0.00163996,0.00885170,0.34600429,0.68243481,0.00000565,0.91421341,0.10727856,0.09079701
-4.76338169,1.34667467,0.00149296,0.00842561,0.33512155,0.64720817,0.00000485,0.87913659,0.10302547,0.08798062
-4.75737869,1.29247688,0.00134938,0.00804971,0.32536626,0.61545036,0.00000417,0.84773638,0.09908538,0.08551751
-4.75137569,1.24465015,0.00121086,0.00772638,0.31684544,0.58728186,0.00000359,0.82023932,0.09549506,0.08342947
-4.74537269,1.20338225,0.00107876,0.00745701,0.30963074,0.56274934,0.00000308,0.79677655,0.09228060,0.08172937
-4.73936968,1.16870758,0.00095417,0.00724204,0.30375619,0.54182560,0.00000264,0.77738009,0.08945699,0.08042057
-4.73336668,1.14050718,0.00083791,0.00708082,0.29921706,0.52441137,0.00000225,0.76198201,0.08702805,0.07949654
-4.72736368,1.11851298,0.00073053,0.00697172,0.29597000,0.51033888,0.00000192,0.75041655,0.08498670,0.07894083
-4.72136068,1.10231631,0.00063234,0.00691208,0.29393439,0.49937712,0.00000162,0.74242494,0.08331548,0.07872740
-4.71535768,1.09138039,0.00054342,0.00689836,0.29299485,0.49123870,0.00000136,0.73766310,0.08198739,0.07882121
-4.70935468,1.08505664,0.00046365,0.00692621,0.29300496,0.48558823,0.00000114,0.73571192,0.08096693,0.07917923
-4.70335168,1.08260428,0.00039275,0.00699069,0.29379189,0.48205181,0.00000095,0.73608983,0.08021139,0.07975170
-4.69734867,1.08321291,0.00033030,0.00708641,0.29516204,0.48022777,0.00000078,0.73826755,0.07967226,0.08048370
-4.69134567,1.08602730,0.00027578,0.00720778,0.29690740,0.47969803,0.00000064,0.74168435,0.07929685,0.08131692
-4.68534267,1.09017387,0.00022861,0.00734926,0.29881241,0.48004008,0.00000052,0.74576567,0.07902995,0.08219167
-4.67933967,1.09478792,0.00018815,0.00750559,0.30066121,0.48083910,0.00000042,0.74994126,0.07881554,0.08304896
-4.67333667,1.09904084,0.00015374,0.00767209,0.30224495,0.48169992,0.00000034,0.75366354,0.07859857,0.08383259
-4.66733367,1.10216634,0.00012472,0.00784484,0.30336892,0.48225840,0.00000027,0.75642529,0.07832664,0.08449122
-4.66133067,1.10348476,0.00010045,0.00802095,0.30385927,0.48219191,0.00000022,0.75777617,0.07795159,0.08498032
-4.65532766,1.10242452,0.00008032,0.00819869,0.30356894,0.48122848,0.00000017,0.75733744,0.07743099,0.08526383
-4.64932466,1.09853988,0.00006376,0.00837768,0.30238278,0.47915428,0.00000013,0.75481416,0.07672938,0.08531558
-4.64332166,1.09152421,0.00005026,0.00855896,0.30022131,0.47581910,0.00000010,0.75000441,0.07581927,0.08512030
