energy_ev,total_up,Al_p_up,Al_d_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-5.84392196,1.59056139,0.17159577,0.00000000,1.27066129,0.92983774,0.00692124,0.37901382
-5.83791896,1.65202463,0.17928774,0.00000000,1.29550878,0.97118727,0.00712556,0.39281685
-5.83191596,1.71306540,0.18679847,0.00000000,1.31892594,1.01287258,0.00735073,0.40619045
-5.82591296,1.77365317,0.19408906,0.00000000,1.34083352,1.05490063,0.00759116,0.41914915
-5.81990995,1.83390541,0.20112513,0.00000000,1.36136640,1.09734486,0.00784116,0.43175548
-5.81390695,1.89408118,0.20787743,0.00000000,1.38086955,1.14034078,0.00809505,0.44411807
-5.80790395,1.95456893,0.21432231,0.00000000,1.39988554,1.18407891,0.00834722,0.45638793
-5.80190095,2.01586885,0.22044216,0.00000000,1.41913430,1.22879526,0.00859225,0.46875295
-5.79589795,2.07857085,0.22622582,0.00000000,1.43948579,1.27475995,0.00882500,0.48143098
-5.78989495,2.14332898,0.23166892,0.00000000,1.46192681,1.32226445,0.00904074,0.49466171
-5.78389195,2.21083367,0.23677425,0.00000000,1.48752316,1.37160824,0.00923525,0.50869769
-5.77788894,2.28178284,0.24155208,0.00000000,1.51737848,1.42308532,0.00940492,0.52379483
-5.77188594,2.35685319,0.24602050,0.00000000,1.55259150,1.47697139,0.00954682,0.54020286
-5.76588294,2.43667266,0.25020570,0.00000000,1.59421286,1.53351205,0.00965883,0.55815587
-5.75987994,2.52179517,0.25414219,0.00000000,1.64320327,1.59291260,0.00973964,0.57786352
-5.75387694,2.61267824,0.25787292,0.00000000,1.70039396,1.65532963,0.00978880,0.59950293
-5.74787394,2.70966409,0.26144924,0.00000000,1.76645087,1.72086459,0.00980675,0.62321162
-5.74187094,2.81296451,0.26493070,0.00000000,1.84184328,1.78955939,0.00979477,0.64908159
-5.73586793,2.92264965,0.26838456,0.00000000,1.92681788,1.86139384,0.00975492,0.67715461
-5.72986493,3.03864049,0.27188504,0.00000000,2.02137868,1.93628470,0.00968996,0.70741879
-5.72386193,3.16070490,0.27551223,0.00000000,2.12527325,2.01408618,0.00960322,0.73980642
-5.71785893,3.28845680,0.27935066,0.00000000,2.23798554,2.09459129,0.00949851,0.77419301
-5.71185593,3.42135825,0.28348756,0.00000000,2.35873540,2.17753397,0.00937990,0.81039750
-5.70585293,3.55872391,0.28801081,0.00000000,2.48648481,2.26259145,0.00925157,0.84818360
-5.69984992,3.69972779,0.29300654,0.00000000,2.61995081,2.34938689,0.00911767,0.88726219
-5.69384692,3.84341189,0.29855666,0.00000000,2.75762486,2.43749182,0.00898212,0.92729470
-5.68784392,3.98869690,0.30473620,0.00000000,2.89779850,2.52642873,0.00884844,0.96789751
-5.68184092,4.13439472,0.31161059,0.00000000,3.03859494,2.61567362,0.00871966,1.00864736
-5.67583792,4.27922321,0.31923320,0.00000000,3.17800606,2.70465888,0.00859817,1.04908761
-5.66983492,4.42182309,0.32764290,0.00000000,3.31393435,2.79277675,0.00848566,1.08873560
-5.66383192,4.56077737,0.33686217,0.00000000,3.44423884,2.87938372,0.00838306,1.12709083
-5.65782891,4.69463337,0.34689548,0.00000000,3.56678425,2.96380616,0.00829053,1.16364406
-5.65182591,4.82192744,0.35772840,0.00000000,3.67949207,3.04534778,0.00820752,1.19788721
-5.64582291,4.94121234,0.36932717,0.00000000,3.78039237,3.12329886,0.00813278,1.22932388
-5.63981991,5.05108699,0.38163917,0.00000000,3.86767471,3.19694784,0.00806450,1.25748035
-5.63381691,5.15022818,0.39459395,0.00000000,3.93973666,3.26559509,0.00800039,1.28191684
-5.62781391,5.23742375,0.40810509,0.00000000,3.99522824,3.32856881,0.00793784,1.30223864
-5.62181091,5.31160621,0.42207278,0.00000000,4.03309066,3.38524307,0.00787405,1.31810693
-5.61580790,5.37188601,0.43638699,0.00000000,4.05258778,3.43505721,0.00780618,1.32924877
-5.60980490,5.41758327,0.45093132,0.00000000,4.05332912,3.47753645,0.00773153,1.33546612
-5.60380190,5.44825693,0.46558717,0.00000000,4.03528325,3.51231273,0.00764766,1.33664324
-5.59779890,5.46372991,0.48023835,0.00000000,3.99878102,3.53914512,0.00755250,1.33275236
-5.59179590,5.46410940,0.49477581,0.00000000,3.94450829,3.55793887,0.00744451,1.32385731
-5.58579290,5.44980107,0.50910235,0.00000000,3.87348851,3.56876226,0.00732271,1.31011473
-5.57978989,5.42151640,0.52313720,0.00000000,3.78705568,3.57186027,0.00718677,1.29177292
-5.57378689,5.38027242,0.53682015,0.00000000,3.68681887,3.56766419,0.00703702,1.26916806
-5.56778389,5.32738344,0.55011524,0.00000000,3.57461983,3.55679649,0.00687447,1.24271797
-5.56178089,5.26444449,0.56301369,0.00000000,3.45248526,3.54007030,0.00670078,1.21291348
-5.55577789,5.19330666,0.57553593,0.00000000,3.32257587,3.51848290,0.00651820,1.18030757
-5.54977489,5.11604470,0.58773279,0.00000000,3.18713419,3.49320314,0.00632952,1.14550261
-5.54377189,5.03491736,0.59968547,0.00000000,3.04843312,3.46555267,0.00613794,1.10913609
-5.53776888,4.95232153,0.61150451,0.00000000,2.90872702,3.43698116,0.00594700,1.07186519
-5.53176588,4.87074120,0.62332754,0.00000000,2.77020702,3.40903604,0.00576046,1.03435074
-5.52576288,4.79269262,0.63531599,0.00000000,2.63496173,3.38332749,0.00558213,0.99724104
-5.51975988,4.72066713,0.64765069,0.00000000,2.50494430,3.36148952,0.00541583,0.96115605
-5.51375688,4.65707329,0.66052669,0.00000000,2.38194633,3.34513851,0.00526518,0.92667249
-5.50775388,4.60418007,0.67414717,0.00000000,2.26757867,3.33583040,0.00513355,0.89431037
-5.50175088,4.56406277,0.68871692,0.00000000,2.16325882,3.33501807,0.00502392,0.86452134
-5.49574787,4.53855346,0.70443543,0.00000000,2.07020454,3.34401044,0.00493881,0.83767932
-5.48974487,4.52919737,0.72148987,0.00000000,1.98943248,3.36393474,0.00488022,0.81407373
-5.48374187,4.53721685,0.74004831,0.00000000,1.92176116,3.39570353,0.00484956,0.79390548
-5.47773887,4.56348391,0.76025328,0.00000000,1.86781700,3.43998761,0.00484762,0.77728592
-5.47173587,4.60850224,0.78221601,0.00000000,1.82804243,3.49719591,0.00487460,0.76423871
-5.46573287,4.67239931,0.80601147,0.00000000,1.80270496,3.56746316,0.00493009,0.75470453
-5.45972986,4.75492858,0.83167451,0.00000000,1.79190648,3.65064561,0.00501314,0.74854834
-5.45372686,4.85548153,0.85919707,0.00000000,1.79559197,3.74632509,0.00512230,0.74556891
-5.44772386,4.97310892,0.88852661,0.00000000,1.81355730,3.85382081,0.00525570,0.74551013
-5.44172086,5.10655019,0.91956579,0.00000000,1.84545573,3.97220849,0.00541112,0.74807358
-5.43571786,5.25426961,0.95217333,0.00000000,1.89080331,4.10034560,0.00558612,0.75293183
-5.42971486,5.41449764,0.98616599,0.00000000,1.94898324,4.23690171,0.00577811,0.75974182
-5.42371186,5.58527582,1.02132149,0.00000000,2.01924966,4.38039243,0.00598443,0.76815772
-5.41770885,5.76450333,1.05738242,0.00000000,2.10073133,4.52921548,0.00620249,0.77784283
-5.41170585,5.94998360,1.09406060,0.00000000,2.19243594,4.68168754,0.00642978,0.78847987
-5.40570285,6.13946947,1.13104218,0.00000000,2.29325549,4.83608041,0.00666397,0.79977943
-5.39969985,6.33070555,1.16799293,0.00000000,2.40197356,4.99065551,0.00690296,0.81148632
-5.39369685,6.52146692,1.20456377,0.00000000,2.51727480,5.14369559,0.00714488,0.82338353
-5.38769385,6.70959352,1.24039643,0.00000000,2.63775730,5.29353328,0.00738808,0.83529407
-5.38169085,6.89301985,1.27512904,0.00000000,2.76194786,5.43857591,0.00763117,0.84708051
-5.37568784,7.06980029,1.30840167,0.00000000,2.88832047,5.57732668,0.00787296,0.85864282
-5.36968484,7.23813003,1.33986179,0.00000000,3.01531764,5.70840231,0.00811239,0.86991449
-5.36368184,7.39636230,1.36916960,0.00000000,3.14137454,5.83054749,0.00834853,0.88085759
-5.35767884,7.54302245,1.39600323,0.00000000,3.26494510,5.94264655,0.00858049,0.89145705
-5.35167584,7.67681933,1.42006381,0.00000000,3.38452965,6.04373288,0.00880740,0.90171462
-5.34567284,7.79665461,1.44108044,0.00000000,3.49870305,6.13299638,0.00902831,0.91164288
-5.33966983,7.90163026,1.45881493,0.00000000,3.60614240,6.20978938,0.00924223,0.92125963
-5.33366683,7.99105435,1.47306638,0.00000000,3.70565331,6.27363106,0.00944805,0.93058291
-5.32766383,8.06444508,1.48367539,0.00000000,3.79619370,6.32421048,0.00964453,0.93962681
-5.32166083,8.12153276,1.49052791,0.00000000,3.87689410,6.36138782,0.00983036,0.94839810
-5.31565783,8.16225932,1.49355846,0.00000000,3.94707371,6.38519386,0.01000415,0.95689377
-5.30965483,8.18677483,1.49275277,0.00000000,4.00625138,6.39582697,0.01016446,0.96509939
-5.30365183,8.19543058,1.48814948,0.00000000,4.05415125,6.39364756,0.01030988,0.97298806
-5.29764882,8.18876831,1.47984103,0.00000000,4.09070267,6.37916940,0.01043908,0.98052009
-5.29164582,8.16750545,1.46797338,0.00000000,4.11603466,6.35304789,0.01055086,0.98764293
-5.28564282,8.13251643,1.45274475,0.00000000,4.13046520,6.31606509,0.01064420,0.99429167
-5.27963982,8.08481050,1.43440327,0.00000000,4.13448611,6.26911196,0.01071837,1.00038960
-5.27363682,8.02550679,1.41324359,0.00000000,4.12874425,6.21316817,0.01077288,1.00584918
-5.26763382,7.95580766,1.38960261,0.00000000,4.11402034,6.14928043,0.01080760,1.01057322
-5.26163082,7.87697159,1.36385449,0.00000000,4.09120653,6.07854005,0.01082274,1.01445640
-5.25562781,7.79028709,1.33640513,0.00000000,4.06128387,6.00206108,0.01081883,1.01738721
-5.24962481,7.69704908,1.30768636,0.00000000,4.02530104,5.92095997,0.01079676,1.01925045
-5.24362181,7.59853905,1.27815004,0.00000000,3.98435531,5.83633790,0.01075772,1.01993021
-5.23761881,7.49601023,1.24826233,0.00000000,3.93957652,5.74926670,0.01070318,1.01931364
-5.23161581,7.39067846,1.21849826,0.00000000,3.89211479,5.66077904,0.01063483,1.01729520
-5.22561281,7.28371908,1.18933671,0.00000000,3.84313196,5.57186324,0.01055458,1.01378160
-5.21960980,7.17626976,1.16125592,0.00000000,3.79379674,5.48346262,0.01046451,1.00869708
-5.21360680,7.06943835,1.13472937,0.00000000,3.74528305,5.39647902,0.01036678,1.00198898
-5.20760380,6.96431471,1.11022211,0.00000000,3.69877052,5.31177964,0.01026368,0.99363315
-5.20160080,6.86198474,1.08818720,0.00000000,3.65544617,5.23020607,0.01015755,0.98363901
-5.19559780,6.76354452,1.06906213,0.00000000,3.61650585,5.15258401,0.01005079,0.97205391
-5.18959480,6.67011259,1.05326498,0.00000000,3.58315388,5.07973227,0.00994585,0.95896628
-5.18359180,6.58283794,1.04119005,0.00000000,3.55659960,5.01246922,0.00984521,0.94450738
-5.17758879,6.50290181,1.03320273,0.00000000,3.53804934,4.95161535,0.00975139,0.92885129
-5.17158579,6.43151149,1.02963341,0.00000000,3.52869289,4.89799057,0.00966694,0.91221299
-5.16558279,6.36988512,1.03077044,0.00000000,3.52968364,4.85240533,0.00959443,0.89484436
-5.15957979,6.31922659,1.03685202,0.00000000,3.54211223,4.81564505,0.00953641,0.87702808
-5.15357679,6.28069112,1.04805734,0.00000000,3.56697394,4.78844788,0.00949539,0.85906973
-5.14757379,6.25534202,1.06449697,0.00000000,3.60513066,4.77147640,0.00947378,0.84128807
-5.14157079,6.24410053,1.08620312,0.00000000,3.65726874,4.76528420,0.00947383,0.82400412
-5.13556778,6.24769112,1.11312018,0.00000000,3.72385461,4.77027922,0.00949755,0.80752933
-5.12956478,6.26658489,1.14509601,0.00000000,3.80509053,4.78668557,0.00954660,0.79215340
-5.12356178,6.30094472,1.18187480,0.00000000,3.90087282,4.81450637,0.00962220,0.77813240
-5.11755878,6.35057545,1.22309197,0.00000000,4.01075552,4.85349004,0.00972502,0.76567766
-5.11155578,6.41488272,1.26827178,0.00000000,4.13392200,4.90310252,0.00985508,0.75494614
-5.10555278,6.49284383,1.31682831,0.00000000,4.26916722,4.96250783,0.01001167,0.74603257
-5.09954977,6.58299332,1.36806994,0.00000000,4.41489263,5.03055902,0.01019328,0.73896410
-5.09354677,6.68342569,1.42120796,0.00000000,4.56911550,5.10580113,0.01039752,0.73369747
-5.08754377,6.79181654,1.47536910,0.00000000,4.72949368,5.18648719,0.01062115,0.73011915
-5.08154077,6.90546274,1.52961199,0.00000000,4.89336599,5.27060767,0.01086009,0.72804829
-5.07553777,7.02134103,1.58294726,0.00000000,5.05780781,5.35593310,0.01110948,0.72724264
-5.06953477,7.13618371,1.63436063,0.00000000,5.21970048,5.44006875,0.01136376,0.72740698
-5.06353177,7.24656897,1.68283830,0.00000000,5.37581240,5.52051974,0.01161685,0.72820385
-5.05752876,7.34902250,1.72739387,0.00000000,5.52288914,5.59476434,0.01186228,0.72926612
-5.05152576,7.44012666,1.76709559,0.00000000,5.65774904,5.66033243,0.01209344,0.73021081
-5.04552276,7.51663264,1.80109308,0.00000000,5.77738075,5.71488629,0.01230375,0.73065352
-5.03951976,7.57557098,1.82864232,0.00000000,5.87903863,5.75630007,0.01248694,0.73022298
-5.03351676,7.61435593,1.84912796,0.00000000,5.96033214,5.78273486,0.01263723,0.72857498
-5.02751376,7.63087896,1.86208197,0.00000000,6.01930537,5.79270596,0.01274962,0.72540507
-5.02151076,7.62358767,1.86719789,0.00000000,6.05450357,5.78513954,0.01282003,0.72045966
-5.01550775,7.59154661,1.86434019,0.00000000,6.06502357,5.75941633,0.01284552,0.71354493
-5.00950475,7.53447750,1.85354815,0.00000000,6.05054625,5.71540044,0.01282441,0.70453327
-5.00350175,7.45277735,1.83503444,0.00000000,6.01134965,5.65345201,0.01275635,0.69336711
-4.99749875,7.34751355,1.80917816,0.00000000,5.94830219,5.57442344,0.01264241,0.68005995
-4.99149575,7.22039662,1.77651307,0.00000000,5.86283651,5.47963916,0.01248506,0.66469472
-4.98549275,7.07373149,1.73771113,0.00000000,5.75690495,5.37085989,0.01228810,0.64741956
-4.97948974,6.91034967,1.69356238,0.00000000,5.63291881,5.25023294,0.01205658,0.62844135
-4.97348674,6.73352492,1.64495181,0.00000000,5.49367359,5.12023029,0.01179665,0.60801727
-4.96748374,6.54687580,1.59283416,0.00000000,5.34226356,4.98357707,0.01151538,0.58644487
-4.96148074,6.35425874,1.53820765,0.00000000,5.18198864,4.84317290,0.01122057,0.56405109
-4.95547774,6.15965555,1.48208739,0.00000000,5.01625732,4.70200887,0.01092050,0.54118059
-4.94947474,5.96705925,1.42547963,0.00000000,4.84848891,4.56308307,0.01062368,0.51818414
-4.94347174,5.78036195,1.36935731,0.00000000,4.68201849,4.42931732,0.01033866,0.49540714
-4.93746873,5.60324839,1.31463783,0.00000000,4.52000772,4.30347770,0.01007372,0.47317902
-4.93146573,5.43909811,1.26216351,0.00000000,4.36536397,4.18810105,0.00983670,0.45180370
-4.92546273,5.29089911,1.21268509,0.00000000,4.22067027,4.08542970,0.00963477,0.43155131
-4.91945973,5.16117507,1.16684863,0.00000000,4.08812763,3.99735583,0.00947421,0.41265164
-4.91345673,5.05192787,1.12518592,0.00000000,3.96951111,3.92537690,0.00936033,0.39528917
-4.90745373,4.96459645,1.08810845,0.00000000,3.86614037,3.87056315,0.00929726,0.37959998
-4.90145073,4.90003288,1.05590482,0.00000000,3.77886482,3.83353756,0.00928792,0.36567033
-4.89544772,4.85849544,1.02874152,0.00000000,3.70806347,3.81446874,0.00933391,0.35353703
-4.88944472,4.83965877,1.00666676,0.00000000,3.65365855,3.81307651,0.00943551,0.34318934
-4.88344172,4.84264010,0.98961713,0.00000000,3.61514225,3.82864982,0.00959170,0.33457238
-4.87743872,4.86604061,0.97742677,0.00000000,3.59161504,3.86007631,0.00980014,0.32759164
-4.87143572,4.90800032,0.96983869,0.00000000,3.58183435,3.90588261,0.01005726,0.32211865
-4.86543272,4.96626499,0.96651785,0.00000000,3.58427155,3.96428403,0.01035839,0.31799733
-4.85942971,5.03826262,0.96706561,0.00000000,3.59717555,4.03324228,0.01069779,0.31505089
-4.85342671,5.12118766,0.97103524,0.00000000,3.61864086,4.11052956,0.01106884,0.31308908
-4.84742371,5.21209014,0.97794789,0.00000000,3.64667802,4.19379708,0.01146418,0.31191536
-4.84142071,5.30796730,0.98730882,0.00000000,3.67928411,4.28064612,0.01187588,0.31133400
-4.83541771,5.40585485,0.99862325,0.00000000,3.71451139,4.36869954,0.01229561,0.31115667
-4.82941471,5.50291539,1.01141162,0.00000000,3.75053165,4.45567148,0.01271484,0.31120847
-4.82341171,5.59652103,1.02522370,0.00000000,3.78569459,4.53943340,0.01312502,0.31133317
-4.81740870,5.68432800,1.03965125,0.00000000,3.81857820,4.61807413,0.01351783,0.31139748
-4.81140570,5.76434082,1.05433885,0.00000000,3.84802968,4.68995244,0.01388530,0.31129431
-4.80540270,5.83496413,1.06899271,0.00000000,3.87319576,4.75374015,0.01422007,0.31094488
-4.79939970,5.89504073,1.08338705,0.00000000,3.89354135,4.80845476,0.01451554,0.31029970
-4.79339670,5.94387457,1.09736811,0.00000000,3.90885628,4.85348041,0.01476604,0.30933835
-4.78739370,5.98123835,1.11085549,0.00000000,3.91925010,4.88857679,0.01496697,0.30806819
-4.78139070,6.00736560,1.12384108,0.00000000,3.92513530,4.91387571,0.01511490,0.30652205
-4.77538769,6.02292781,1.13638547,0.00000000,3.92719996,4.92986573,0.01520769,0.30475501
-4.76938469,6.02899767,1.14861218,0.00000000,3.92637107,4.93736551,0.01524451,0.30284046
-4.76338169,6.02699999,1.16069982,0.00000000,3.92377022,4.93748701,0.01522583,0.30086560
-4.75737869,6.01865228,1.17287273,0.00000000,3.92066345,4.93159007,0.01515345,0.29892661
-4.75137569,6.00589727,1.18539020,0.00000000,3.91840743,4.92122999,0.01503034,0.29712369
-4.74537269,5.99082982,1.19853495,0.00000000,3.91839409,4.90810017,0.01486060,0.29555611
-4.73936968,5.97562103,1.21260103,0.00000000,3.92199565,4.89397179,0.01464928,0.29431764
-4.73336668,5.96244190,1.22788176,0.00000000,3.93051221,4.88063269,0.01440221,0.29349229
-4.72736368,5.95338932,1.24465790,0.00000000,3.94512337,4.86982741,0.01412576,0.29315073
-4.72136068,5.95041655,1.26318658,0.00000000,3.96684556,4.86320039,0.01382667,0.29334741
-4.71535768,5.95527027,1.28369099,0.00000000,3.99649593,4.86224393,0.01351178,0.29411838
-4.70935468,5.96943588,1.30635142,0.00000000,4.03466370,4.86825240,0.01318782,0.29547998
-4.70335168,5.99409230,1.33129740,0.00000000,4.08168933,4.88228381,0.01286118,0.29742829
-4.69734867,6.03007732,1.35860144,0.00000000,4.13765141,4.90512971,0.01253768,0.29993941
-4.69134567,6.07786385,1.38827409,0.00000000,4.20236124,4.93729374,0.01222245,0.30297030
-4.68534267,6.13754735,1.42026055,0.00000000,4.27536458,4.97897921,0.01191975,0.30646036
-4.67933967,6.20884416,1.45443872,0.00000000,4.35594992,5.03008559,0.01163286,0.31033336
-4.67333667,6.29110041,1.49061869,0.00000000,4.44316253,5.09021366,0.01136405,0.31449985
-4.66733367,6.38331060,1.52854360,0.00000000,4.53582376,5.15867867,0.01111454,0.31885975
-4.66133067,6.48414516,1.56789185,0.00000000,4.63255456,5.23453106,0.01088454,0.32330512
-4.65532766,6.59198593,1.60828067,0.00000000,4.73180278,5.31658368,0.01067331,0.32772293
-4.64932466,6.70496830,1.64927095,0.00000000,4.83187350,5.40344473,0.01047928,0.33199785
-4.64332166,6.82102892,1.69037326,0.00000000,4.93096178,5.49355544,0.01030016,0.33601484
-4.63731866,6.93795778,1.73105527,0.00000000,5.02718750,5.58523127,0.01013315,0.33966172
-4.63131566,7.05345311,1.77075012,0.00000000,5.11863153,5.67670578,0.00997505,0.34283141
-4.62531266,7.16517800,1.80886614,0.00000000,5.20337299,5.76617576,0.00982249,0.34542401
-4.61930965,7.27081724,1.84479732,0.00000000,5.27952687,5.85184667,0.00967209,0.34734870
-4.61330665,7.36813297,1.87793486,0.00000000,5.34528155,5.93197717,0.00952065,0.34852536
-4.60730365,7.45501778,1.90767913,0.00000000,5.39893560,6.00492147,0.00936527,0.34888594
-4.60130065,7.52954384,1.93345221,0.00000000,5.43893293,6.06916851,0.00920348,0.34837564
-4.59529765,7.59000671,1.95471037,0.00000000,5.46389581,6.12337672,0.00903340,0.34695380
-4.58929465,7.63496268,1.97095633,0.00000000,5.47265466,6.16640349,0.00885370,0.34459458
-4.58329165,7.66325838,1.98175092,0.00000000,5.46427392,6.19732838,0.00866372,0.34128734
-4.57728864,7.67405186,1.98672366,0.00000000,5.43807322,6.21546935,0.00846344,0.33703672
-4.57128564,7.66682459,1.98558199,0.00000000,5.39364301,6.22039163,0.00825343,0.33186247
-4.56528264,7.64138382,1.97811873,0.00000000,5.33085417,6.21190886,0.00803480,0.32579891
-4.55927964,7.59785553,1.96421757,0.00000000,5.24986119,6.19007660,0.00780912,0.31889413
-4.55327664,7.53666825,1.94385630,0.00000000,5.15109865,6.15517865,0.00757827,0.31120884
-4.54727364,7.45852857,1.91710761,0.00000000,5.03527114,6.10770678,0.00734438,0.30281490
-4.54127064,7.36438942,1.88413755,0.00000000,4.90333676,6.04833482,0.00710968,0.29379365
-4.53526763,7.25541264,1.84520154,0.00000000,4.75648491,5.97788849,0.00687633,0.28423396
-4.52926463,7.13292743,1.80063822,0.00000000,4.59610893,5.89731223,0.00664639,0.27423012
-4.52326163,6.99838673,1.75086128,0.00000000,4.42377457,5.80763478,0.00642165,0.26387961
-4.51725863,6.85332333,1.69634963,0.00000000,4.24118547,5.70993505,0.00620354,0.25328088
-4.51125563,6.69930766,1.63763632,0.00000000,4.05014654,5.60530985,0.00599314,0.24253115
-4.50525263,6.53790910,1.57529650,0.00000000,3.85252673,5.49484505,0.00579104,0.23172434
-4.49924962,6.37066234,1.50993504,0.00000000,3.65022207,5.37959134,0.00559741,0.22094922
-4.49324662,6.19903991,1.44217400,0.00000000,3.44512023,5.26054549,0.00541199,0.21028785
-4.48724362,6.02443177,1.37264062,0.00000000,3.23906755,5.13863788,0.00523411,0.19981428
-4.48124062,5.84813241,1.30195596,0.00000000,3.03383917,5.01472631,0.00506277,0.18959368
-4.47523762,5.67133525,1.23072461,0.00000000,2.83111315,4.88959603,0.00489669,0.17968184
-4.46923462,5.49513386,1.15952571,0.00000000,2.63244877,4.76396553,0.00473443,0.17012505
-4.46323162,5.32052924,1.08890541,0.00000000,2.43926934,4.63849683,0.00457446,0.16096031
-4.45722861,5.14844172,1.01937080,0.00000000,2.25284950,4.51380962,0.00441530,0.15221588
-4.45122561,4.97972619,0.95138549,0.00000000,2.07430696,4.39049730,0.00425552,0.14391218
-4.44522261,4.81518890,0.88536661,0.00000000,1.90459829,4.26914395,0.00409394,0.13606275
-4.43921961,4.65560431,0.82168320,0.00000000,1.74451838,4.15034030,0.00392962,0.12867550
-4.43321661,4.50173033,0.76065591,0.00000000,1.59470316,4.03469762,0.00376191,0.12175389
-4.42721361,4.35432053,0.70255766,0.00000000,1.45563496,3.92285799,0.00359058,0.11529826
-4.42121061,4.21413218,0.64761517,0.00000000,1.32764998,3.81550016,0.00341571,0.10930692
-4.41520760,4.08192934,0.59601123,0.00000000,1.21094739,3.71334021,0.00323778,0.10377723
-4.40920460,3.95848038,0.54788724,0.00000000,1.10559953,3.61712658,0.00305763,0.09870649
-4.40320160,3.84454996,0.50334617,0.00000000,1.01156278,3.52762960,0.00287640,0.09409260
-4.39719860,3.74088563,0.46245553,0.00000000,0.92868879,3.44562575,0.00269550,0.08993449
-4.39119560,3.64819977,0.42525032,0.00000000,0.85673580,3.37187737,0.00251655,0.08623243
-4.38519260,3.56714776,0.39173588,0.00000000,0.79537979,3.30710870,0.00234130,0.08298801
-4.37918959,3.49830351,0.36189049,0.00000000,0.74422546,3.25197950,0.00217159,0.08020397
-4.37318659,3.44213376,0.33566777,0.00000000,0.70281694,3.20705750,0.00200925,0.07788396
-4.36718359,3.39897251,0.31299881,0.00000000,0.67064819,3.17279102,0.00185604,0.07603202
-4.36118059,3.36899702,0.29379406,0.00000000,0.64717318,3.14948329,0.00171361,0.07465213
-4.35517759,3.35220681,0.27794499,0.00000000,0.63181579,3.13726964,0.00158341,0.07374756
-4.34917459,3.34840672,0.26532556,0.00000000,0.62397951,3.13609885,0.00146667,0.07332036
-4.34317159,3.35719524,0.25579354,0.00000000,0.62305689,3.14571955,0.00136438,0.07337068
-4.33716858,3.37795873,0.24919172,0.00000000,0.62843861,3.16567261,0.00127719,0.07389629
-4.33116558,3.40987220,0.24534902,0.00000000,0.63952214,3.19528993,0.00120550,0.07489203
-4.32516258,3.45190665,0.24408160,0.00000000,0.65571972,3.23369989,0.00114935,0.07634938
-4.31915958,3.50284324,0.24519387,0.00000000,0.67646550,3.27983958,0.00110851,0.07825608
-4.31315658,3.56129369,0.24847963,0.00000000,0.70122157,3.33247344,0.00108242,0.08059579
-4.30715358,3.62572653,0.25372309,0.00000000,0.72948263,3.39021797,0.00107026,0.08334787
