energy_ev,total_up,total_down,Ag_p_up,Ag_p_down,Ag_d_up,Ag_d_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-3.08254127,4.39970956,-4.39970879,0.16972407,-0.16972407,0.65921975,-0.65921956,0.99536316,-0.99536335,1.76672725,-1.76672644,0.04718263,-0.04718265,0.47643576,-0.47643569,0.07200314,-0.07200317,1.43889869,-1.43889874
-3.07653827,4.37103505,-4.37103371,0.16340732,-0.16340727,0.65115591,-0.65115560,0.98021270,-0.98021283,1.77318573,-1.77318466,0.04564985,-0.04564988,0.47514565,-0.47514553,0.07019026,-0.07019029,1.42737080,-1.42737070
-3.07053527,4.36403084,-4.36402892,0.15932067,-0.15932058,0.64831842,-0.64831798,0.96598070,-0.96598078,1.78949557,-1.78949424,0.04417772,-0.04417774,0.47588231,-0.47588213,0.06857493,-0.06857496,1.42047948,-1.42047924
-3.06453227,4.37990370,-4.37990120,0.15741096,-0.15741082,0.65089480,-0.65089424,0.95313071,-0.95313074,1.81597317,-1.81597157,0.04277487,-0.04277490,0.47884140,-0.47884116,0.06720001,-0.06720002,1.41872269,-1.41872229
-3.05852926,4.41955397,-4.41955087,0.15760274,-0.15760256,0.65900354,-0.65900285,0.94218221,-0.94218217,1.85276207,-1.85276021,0.04144559,-0.04144561,0.48419507,-0.48419477,0.06610048,-0.06610049,1.42256957,-1.42256901
-3.05252626,4.48352613,-4.48352245,0.15979952,-0.15979930,0.67268892,-0.67268811,0.93369462,-0.93369451,1.89981180,-1.89980970,0.04018986,-0.04018988,0.49208492,-0.49208456,0.06530299,-0.06530299,1.43243916,-1.43243844
-3.04652326,4.57196745,-4.57196322,0.16388472,-0.16388447,0.69191700,-0.69191607,0.92824919,-0.92824901,1.95686236,-1.95686003,0.03900365,-0.03900367,0.50261519,-0.50261478,0.06482563,-0.06482563,1.44867993,-1.44867906
-3.04052026,4.68459585,-4.68459111,0.16972264,-0.16972236,0.71657276,-0.71657171,0.92642901,-0.92642875,2.02343492,-2.02343238,0.03787946,-0.03787948,0.51584647,-0.51584600,0.06467802,-0.06467801,1.47155082,-1.47154980
-3.03451726,4.82067819,-4.82067297,0.17715929,-0.17715898,0.74645860,-0.74645744,0.92879794,-0.92879760,2.09882926,-2.09882654,0.03680689,-0.03680691,0.53179012,-0.53178960,0.06486166,-0.06486164,1.50120435,-1.50120318
-3.02851426,4.97901991,-4.97901429,0.18602343,-0.18602309,0.78129424,-0.78129299,0.93587905,-0.93587864,2.18212810,-2.18212524,0.03577346,-0.03577348,0.55040371,-0.55040314,0.06537047,-0.06537045,1.53767236,-1.53767107
-3.02251126,5.15796659,-5.15796063,0.19612776,-0.19612741,0.82071810,-0.82071677,0.94813329,-0.94813279,2.27220835,-2.27220538,0.03476536,-0.03476538,0.57158769,-0.57158709,0.06619150,-0.06619147,1.58085485,-1.58085344
-3.01650825,5.35541738,-5.35541117,0.20727045,-0.20727009,0.86429012,-0.86428872,0.96593903,-0.96593846,2.36775894,-2.36775591,0.03376833,-0.03376835,0.59518347,-0.59518283,0.06730572,-0.06730567,1.63051223,-1.63051073
-3.01050525,5.56885046,-5.56884409,0.21923702,-0.21923664,0.91149619,-0.91149474,0.98957324,-0.98957260,2.46730485,-2.46730180,0.03276845,-0.03276846,0.62097303,-0.62097238,0.06868889,-0.06868884,1.68626124,-1.68625967
-3.00450225,5.79535973,-5.79535331,0.23180269,-0.23180232,0.96175406,-0.96175259,1.01919485,-1.01919413,2.56923659,-2.56923357,0.03175287,-0.03175289,0.64868029,-0.64867963,0.07031245,-0.07031240,1.74757482,-1.74757319
-2.99849925,6.03170209,-6.03169571,0.24473525,-0.24473488,1.01442072,-1.01441923,1.05483097,-1.05483019,2.67184423,-2.67184130,0.03071048,-0.03071050,0.67797408,-0.67797342,0.07214437,-0.07214432,1.81378574,-1.81378409
-2.99249625,6.27435391,-6.27434768,0.25779823,-0.25779788,1.06880108,-1.06879960,1.09636646,-1.09636563,2.77335500,-2.77335221,0.02963239,-0.02963241,0.70847290,-0.70847226,0.07414991,-0.07414986,1.88409422,-1.88409258
-2.98649325,6.51957545,-6.51956948,0.27075461,-0.27075428,1.12415807,-1.12415662,1.14353729,-1.14353641,2.87197320,-2.87197060,0.02851230,-0.02851232,0.73975121,-0.73975059,0.07629234,-0.07629229,1.95757920,-1.95757759
-2.98049025,6.76348147,-6.76347586,0.28337071,-0.28337040,1.17972368,-1.17972228,1.19592799,-1.19592708,2.96592121,-2.96591885,0.02734670,-0.02734672,0.77134724,-0.77134667,0.07853356,-0.07853350,2.03321304,-2.03321149
-2.97448724,7.00211610,-7.00211096,0.29542033,-0.29542006,1.23471102,-1.23470969,1.25297351,-1.25297258,3.05348027,-3.05347819,0.02613495,-0.02613498,0.80277201,-0.80277149,0.08083462,-0.08083456,2.10987938,-2.10987793
-2.96848424,7.23153024,-7.23152566,0.30668891,-0.30668867,1.28832708,-1.28832584,1.31396549,-1.31396455,3.13302983,-3.13302807,0.02487917,-0.02487920,0.83351941,-0.83351895,0.08315616,-0.08315610,2.18639373,-2.18639240
-2.96248124,7.44785930,-7.44785537,0.31697756,-0.31697737,1.33978592,-1.33978480,1.37806295,-1.37806201,3.20308411,-3.20308271,0.02358403,-0.02358405,0.86307693,-0.86307655,0.08545880,-0.08545875,2.26152626,-2.26152508
-2.95647824,7.64739947,-7.64739626,0.32610693,-0.32610678,1.38832217,-1.38832117,1.44430721,-1.44430630,3.26232489,-3.26232388,0.02225642,-0.02225645,0.89093687,-0.89093657,0.08770351,-0.08770346,2.33402628,-2.33402526
-2.95047524,7.82668060,-7.82667817,0.33392057,-0.33392047,1.43320443,-1.43320356,1.51164084,-1.51163996,3.30962950,-3.30962890,0.02090509,-0.02090512,0.91660761,-0.91660740,0.08985188,-0.08985184,2.40264783,-2.40264700
-2.94447224,7.98253402,-7.98253241,0.34028792,-0.34028787,1.47374844,-1.47374773,1.57892988,-1.57892906,3.34409336,-3.34409317,0.01954016,-0.01954019,0.93962458,-0.93962447,0.09186653,-0.09186649,2.46617582,-2.46617519
-2.93846923,8.11215379,-8.11215303,0.34510663,-0.34510663,1.50932970,-1.50932914,1.64498922,-1.64498846,3.36504639,-3.36504662,0.01817265,-0.01817268,0.95956073,-0.95956072,0.09371143,-0.09371139,2.52345191,-2.52345151
-2.93246623,8.21315006,-8.21315018,0.34830425,-0.34830430,1.53939526,-1.53939488,1.70860989,-1.70860921,3.37206320,-3.37206385,0.01681406,-0.01681409,0.97603605,-0.97603615,0.09535239,-0.09535237,2.57339975,-2.57339958
-2.92646323,8.28359362,-8.28359461,0.34983923,-0.34983933,1.56347454,-1.56347432,1.76858796,-1.76858737,3.36496685,-3.36496791,0.01547586,-0.01547589,0.98872604,-0.98872624,0.09675757,-0.09675755,2.61504873,-2.61504880
-2.92046023,8.32205076,-8.32205260,0.34970122,-0.34970137,1.58118878,-1.58118873,1.82375382,-1.82375334,3.34382650,-3.34382795,0.01416915,-0.01416918,0.99736875,-0.99736905,0.09789803,-0.09789801,2.64755576,-2.64755606
-2.91445723,8.32760802,-8.32761068,0.34791075,-0.34791095,1.59225914,-1.59225926,1.87300114,-1.87300076,3.30894925,-3.30895106,0.01290429,-0.01290432,1.00177026,-1.00177067,0.09874839,-0.09874838,2.67022453,-2.67022507
-2.90845423,8.29988668,-8.29989012,0.34451823,-0.34451847,1.59651301,-1.59651329,1.91531440,-1.91531415,3.26086693,-3.26086908,0.01169067,-0.01169070,1.00180863,-1.00180913,0.09928757,-0.09928757,2.68252174,-2.68252250
-2.90245123,8.23904680,-8.23905096,0.33960247,-0.33960275,1.59388858,-1.59388901,1.94979440,-1.94979427,3.20031842,-3.20032085,0.01053650,-0.01053652,0.99743591,-0.99743650,0.09949950,-0.09949950,2.68408985,-2.68409083
-2.89644822,8.14578122,-8.14578602,0.33326870,-0.33326902,1.58443732,-1.58443789,1.97568053,-1.97568053,3.12822838,-3.12823107,0.00944870,-0.00944872,0.98867860,-0.98867927,0.09937383,-0.09937384,2.67475609,-2.67475727
-2.89044522,8.02129977,-8.02130514,0.32564623,-0.32564658,1.56832445,-1.56832515,1.99236950,-1.99236963,3.04568343,-3.04568633,0.00843291,-0.00843293,0.97563625,-0.97563699,0.09890665,-0.09890667,2.65453742,-2.65453879
-2.88444222,7.86730436,-7.86731022,0.31688579,-0.31688616,1.54582711,-1.54582793,1.99942966,-1.99942992,2.95390638,-2.95390945,0.00749348,-0.00749350,0.95847850,-0.95847930,0.09810103,-0.09810105,2.62364136,-2.62364289
-2.87843922,7.68595552,-7.68596178,0.30715669,-0.30715708,1.51733037,-1.51733129,1.99661061,-1.99661099,2.85422967,-2.85423285,0.00663360,-0.00663362,0.93744059,-0.93744144,0.09696749,-0.09696752,2.58246254,-2.58246422
-2.87243622,7.47983120,-7.47983776,0.29664384,-0.29664423,1.48332090,-1.48332190,1.98384787,-1.98384837,2.74806849,-2.74807175,0.00585548,-0.00585550,0.91281753,-0.91281842,0.09552428,-0.09552432,2.53157527,-2.53157706
-2.86643322,7.25187868,-7.25188545,0.28554462,-0.28554502,1.44437845,-1.44437951,1.96126251,-1.96126313,2.63689454,-2.63689782,0.00516047,-0.00516049,0.88495715,-0.88495807,0.09379740,-0.09379743,2.47172198,-2.47172386
-2.86043022,7.00536059,-7.00536747,0.27406583,-0.27406622,1.40116519,-1.40116629,1.92915597,-1.92915669,2.52221068,-2.52221395,0.00454937,-0.00454938,0.85425216,-0.85425310,0.09182036,-0.09182040,2.40379814,-2.40380009
-2.85442721,6.74379583,-6.74380274,0.26242053,-0.26242092,1.35441302,-1.35441415,1.88800015,-1.88800096,2.40552707,-2.40553028,0.00402259,-0.00402261,0.82113158,-0.82113253,0.08963373,-0.08963377,2.32883380,-2.32883579
-2.84842421,6.47089670,-6.47090354,0.25082498,-0.25082535,1.30490915,-1.30491029,1.83842353,-1.83842442,2.28833900,-2.28834211,0.00358048,-0.00358049,0.78605166,-0.78605260,0.08728435,-0.08728439,2.24797229,-2.24797430
-2.84242121,6.19050308,-6.19050976,0.23949560,-0.23949595,1.25348012,-1.25348124,1.78119366,-1.78119463,2.17210654,-2.17210952,0.00322350,-0.00322351,0.74948656,-0.74948749,0.08482426,-0.08482430,2.16244661,-2.16244860
-2.83641821,5.90651505,-5.90652150,0.22864603,-0.22864636,1.20097459,-1.20097567,1.71719684,-1.71719786,2.05823617,-2.05823899,0.00295249,-0.00295249,0.71191911,-0.71192002,0.08230938,-0.08230942,2.07355406,-2.07355601
-2.83041521,5.62282497,-5.62283112,0.21848426,-0.21848457,1.14824543,-1.14824647,1.64741562,-1.64741668,1.94806434,-1.94806697,0.00276883,-0.00276883,0.67383169,-0.67383257,0.07979798,-0.07979802,1.98262980,-1.98263169
-2.82441221,5.34325046,-5.34325624,0.20920990,-0.20921018,1.09613135,-1.09613232,1.57290509,-1.57290618,1.84284285,-1.84284526,0.00267466,-0.00267466,0.63569761,-0.63569845,0.07734896,-0.07734899,1.89101991,-1.89102172
-2.81840920,5.07146943,-5.07147478,0.20101158,-0.20101182,1.04543865,-1.04543956,1.49476855,-1.49476965,1.74372615,-1.74372833,0.00267295,-0.00267295,0.59797307,-0.59797386,0.07502001,-0.07502003,1.80005468,-1.80005639
-2.81240620,4.81095860,-4.81096348,0.19406453,-0.19406473,0.99692365,-0.99692446,1.41413335,-1.41413445,1.65176036,-1.65176230,0.00276763,-0.00276763,0.56108990,-0.56109064,0.07286574,-0.07286576,1.71102277,-1.71102436
-2.80640320,4.56493679,-4.56494115,0.18852839,-0.18852855,0.95127607,-0.95127680,1.33212771,-1.33212880,1.56787414,-1.56787582,0.00296355,-0.00296354,0.52544917,-0.52544985,0.07093583,-0.07093584,1.62514685,-1.62514830
-2.80040020,4.33631418,-4.33631799,0.18454527,-0.18454538,0.90910424,-0.90910486,1.24985895,-1.24986001,1.49287122,-1.49287263,0.00326646,-0.00326646,0.49141583,-0.49141646,0.06927329,-0.06927330,1.54356134,-1.54356264
-2.79439720,4.12764890,-4.12765215,0.18223809,-0.18223816,0.87092217,-0.87092268,1.16839373,-1.16839475,1.42742490,-1.42742604,0.00368293,-0.00368292,0.45931444,-0.45931500,0.06791292,-0.06791291,1.46729277,-1.46729391
-2.78839420,3.94111183,-3.94111449,0.18170933,-0.18170935,0.83713928,-0.83713968,1.08874072,-1.08874168,1.37207436,-1.37207522,0.00422011,-0.00422009,0.42942599,-0.42942649,0.06687997,-0.06687996,1.39724318,-1.39724417
-2.78239120,3.77846053,-3.77846260,0.18304006,-0.18304004,0.80805288,-0.80805317,1.01183584,-1.01183675,1.32722301,-1.32722360,0.00488552,-0.00488551,0.40198589,-0.40198634,0.06618922,-0.06618920,1.33417703,-1.33417784
-2.77638819,3.64102304,-3.64102452,0.18628945,-0.18628939,0.78384381,-0.78384399,0.93853050,-0.93853133,1.29313903,-1.29313935,0.00568676,-0.00568674,0.37718309,-0.37718347,0.06584430,-0.06584428,1.27871166,-1.27871230
-2.77038519,3.52969181,-3.52969272,0.19149465,-0.19149454,0.76457530,-0.76457538,0.86958253,-0.86958329,1.26995797,-1.26995803,0.00663105,-0.00663103,0.35516024,-0.35516056,0.06583751,-0.06583748,1.23131176,-1.23131223
-2.76438219,3.44492784,-3.44492818,0.19867109,-0.19867094,0.75019519,-0.75019518,0.80565016,-0.80565083,1.25768767,-1.25768748,0.00772487,-0.00772485,0.33601493,-0.33601518,0.06614999,-0.06614995,1.19228757,-1.19228788
-2.75837919,3.38677471,-3.38677451,0.20781318,-0.20781299,0.74054135,-0.74054124,0.74728851,-0.74728908,1.25621531,-1.25621488,0.00897348,-0.00897345,0.31980178,-0.31980198,0.06675236,-0.06675232,1.16179695,-1.16179709
-2.75237619,3.35488196,-3.35488125,0.21889538,-0.21889515,0.73535016,-0.73534998,0.69494871,-0.69494919,1.26531651,-1.26531585,0.01038038,-0.01038035,0.30653535,-0.30653549,0.06760571,-0.06760567,1.13985090,-1.13985089
-2.74637319,3.34853672,-3.34853553,0.23187349,-0.23187322,0.73426776,-0.73426751,0.64897918,-0.64897956,1.28466625,-1.28466536,0.01194687,-0.01194684,0.29619371,-0.29619379,0.06866296,-0.06866291,1.12632239,-1.12632224
-2.74037019,3.36670236,-3.36670072,0.24668627,-0.24668597,0.73686360,-0.73686329,0.60962872,-0.60962900,1.31385124,-1.31385015,0.01367151,-0.01367147,0.28872241,-0.28872245,0.06987052,-0.06987047,1.12095795,-1.12095767
-2.73436718,3.40806252,-3.40806048,0.26325713,-0.26325680,0.74264578,-0.74264542,0.57705121,-0.57705138,1.35238338,-1.35238209,0.01554970,-0.01554966,0.28403890,-0.28403889,0.07117021,-0.07117016,1.12339145,-1.12339104
-2.72836418,3.47106881,-3.47106639,0.28149589,-0.28149553,0.75107774,-0.75107735,0.55131135,-0.55131142,1.39971370,-1.39971223,0.01757332,-0.01757328,0.28203694,-0.28203689,0.07250128,-0.07250123,1.13315964,-1.13315911
-2.72236118,3.55399014,-3.55398739,0.30130046,-0.30130008,0.76159549,-0.76159509,0.53239126,-0.53239122,1.45524628,-1.45524464,0.01973042,-0.01973038,0.28259110,-0.28259100,0.07380257,-0.07380252,1.14971864,-1.14971802
-2.71635818,3.65496185,-3.65495881,0.32255848,-0.32255807,0.77362489,-0.77362449,0.52019736,-0.52019721,1.51835144,-1.51834964,0.02200509,-0.02200504,0.28556092,-0.28556079,0.07501458,-0.07501453,1.17246091,-1.17246020
-2.71035518,3.77203261,-3.77202931,0.34514860,-0.34514817,0.78659831,-0.78659791,0.51456746,-0.51456721,1.58837775,-1.58837581,0.02437739,-0.02437735,0.29079485,-0.29079468,0.07608149,-0.07608145,1.20073184,-1.20073107
-2.70435218,3.90320732,-3.90320381,0.36894160,-0.36894116,0.79997002,-0.79996963,0.51527758,-0.51527724,1.66466216,-1.66466010,0.02682356,-0.02682351,0.29813356,-0.29813335,0.07695296,-0.07695293,1.23384565,-1.23384482
-2.69834917,4.04648466,-4.04648098,0.39380111,-0.39380066,0.81322992,-0.81322956,0.52204837,-0.52204793,1.74653790,-1.74653572,0.02931621,-0.02931616,0.30741276,-0.30741253,0.07758569,-0.07758567,1.27109981,-1.27109893
-2.69234617,4.19988790,-4.19988408,0.41958404,-0.41958358,0.82591508,-0.82591476,0.53455094,-0.53455040,1.83333972,-1.83333743,0.03182490,-0.03182485,0.31846534,-0.31846508,0.07794464,-0.07794462,1.31178776,-1.31178685
-2.68634317,4.36148838,-4.36148445,0.44614062,-0.44614015,0.83761879,-0.83761851,0.55241207,-0.55241145,1.92440642,-1.92440403,0.03431665,-0.03431660,0.33112274,-0.33112246,0.07800391,-0.07800390,1.35520959,-1.35520866
-2.68034017,4.52942120,-4.52941718,0.47331428,-0.47331381,0.84799691,-0.84799668,0.57521869,-0.57521800,2.01908063,-2.01907815,0.03675680,-0.03675675,0.34521577,-0.34521546,0.07774725,-0.07774725,1.40068039,-1.40067945
-2.67433717,4.70189342,-4.70188936,0.50094126,-0.50094079,0.85677148,-0.85677130,0.60252178,-0.60252101,2.11670602,-2.11670347,0.03910983,-0.03910979,0.36057468,-0.36057436,0.07716815,-0.07716815,1.44753641,-1.44753547
-2.66833417,4.87718534,-4.87718126,0.52885016,-0.52884969,0.86373162,-0.86373149,0.63383962,-0.63383879,2.21662247,-2.21661986,0.04134038,-0.04134034,0.37702877,-0.37702844,0.07626954,-0.07626955,1.49513906,-1.49513813
-2.66233117,5.05364587,-5.05364179,0.55686163,-0.55686116,0.86873193,-0.86873186,0.66866086,-0.66865997,2.31815964,-2.31815698,0.04341423,-0.04341419,0.39440558,-0.39440523,0.07506324,-0.07506326,1.54287693,-1.54287602
-2.65632816,5.22968350,-5.22967945,0.58478820,-0.58478775,0.87168861,-0.87168859,0.70644727,-0.70644634,2.42062983,-2.42062712,0.04529934,-0.04529930,0.41252971,-0.41252935,0.07356900,-0.07356903,1.59016628,-1.59016540
-2.65032516,5.40375455,-5.40375056,0.61243456,-0.61243412,0.87257376,-0.87257380,0.74663667,-0.74663569,2.52332084,-2.52331812,0.04696684,-0.04696680,0.43122173,-0.43122137,0.07181336,-0.07181339,1.63645038,-1.63644954
-2.64432216,5.57435059,-5.57434668,0.63959837,-0.63959794,0.87140826,-0.87140835,0.78864609,-0.78864509,2.62548990,-2.62548717,0.04839189,-0.04839187,0.45029699,-0.45029662,0.06982832,-0.06982836,1.68119815,-1.68119736
-2.63831916,5.73998687,-5.73998307,0.66607167,-0.66607127,0.86825368,-0.86825381,0.83187554,-0.83187453,2.72635927,-2.72635655,0.04955450,-0.04955448,0.46956480,-0.46956443,0.06764995,-0.06764999,1.72390271,-1.72390197
-2.63231616,5.89919368,-5.89919001,0.69164322,-0.69164284,0.86320381,-0.86320399,0.87571252,-0.87571150,2.82511470,-2.82511201,0.05044005,-0.05044003,0.48882802,-0.48882765,0.06531691,-0.06531696,1.76408017,-1.76407950
-2.62631316,6.05051219,-6.05050870,0.71610151,-0.71610114,0.85637620,-0.85637642,0.91953734,-0.91953633,2.92090704,-2.92090441,0.05103973,-0.05103972,0.50788320,-0.50788284,0.06286907,-0.06286912,1.80126936,-1.80126875
-2.62031016,6.19249608,-6.19249278,0.73923867,-0.73923833,0.84790422,-0.84790447,0.96272957,-0.96272858,3.01285782,-3.01285526,0.05135073,-0.05135072,0.52652141,-0.52652107,0.06034621,-0.06034626,1.83503254,-1.83503200
-2.61430715,6.32371970,-6.32371662,0.76085519,-0.76085488,0.83792987,-0.83793015,1.00467543,-1.00467447,3.10006877,-3.10006632,0.05137617,-0.05137617,0.54452984,-0.54452951,0.05778687,-0.05778693,1.86495765,-1.86495720
-2.60830415,6.44279324,-6.44279042,0.78076516,-0.78076488,0.82659789,-0.82659820,1.04477615,-1.04477525,3.18163545,-3.18163312,0.05112485,-0.05112485,0.56169412,-0.56169381,0.05522746,-0.05522751,1.89066206,-1.89066170
-2.60230115,6.54838462,-6.54838210,0.79880207,-0.79880181,0.81405112,-0.81405144,1.08245723,-1.08245638,3.25666456,-3.25666238,0.05061080,-0.05061081,0.57780144,-0.57780116,0.05270146,-0.05270152,1.91179778,-1.91179751
-2.59629815,6.63924735,-6.63924514,0.81482468,-0.81482445,0.80042727,-0.80042761,1.11717816,-1.11717738,3.32429444,-3.32429244,0.04985262,-0.04985263,0.59264427,-0.59264402,0.05023906,-0.05023911,1.92805810,-1.92805793
-2.59029515,6.71425310,-6.71425124,0.82872285,-0.82872266,0.78585728,-0.78585763,1.14844262,-1.14844192,3.38371780,-3.38371600,0.04887273,-0.04887274,0.60602468,-0.60602446,0.04786680,-0.04786685,1.93918526,-1.93918520
-2.58429215,6.77242735,-6.77242586,0.84042288,-0.84042272,0.77046486,-0.77046522,1.17580853,-1.17580792,3.43420580,-3.43420421,0.04769645,-0.04769647,0.61775894,-0.61775876,0.04560762,-0.04560766,1.94497877,-1.94497881
-2.57828914,6.81298603,-6.81298493,0.84989201,-0.84989187,0.75436735,-0.75436772,1.19889768,-1.19889717,3.47513203,-3.47513068,0.04635110,-0.04635113,0.62768235,-0.62768221,0.04348098,-0.04348102,1.94530383,-1.94530398
-2.57228614,6.83537083,-6.83537014,0.85714180,-0.85714168,0.73767740,-0.73767777,1.21740452,-1.21740411,3.50599539,-3.50599430,0.04486506,-0.04486509,0.63565401,-0.63565391,0.04150317,-0.04150321,1.94009935,-1.94009961
-2.56628314,6.83928107,-6.83928079,0.86223003,-0.86222994,0.72050536,-0.72050573,1.23110363,-1.23110332,3.52644038,-3.52643955,0.04326682,-0.04326685,0.64156118,-0.64156113,0.03968775,-0.03968778,1.92938492,-1.92938529
-2.56028014,6.82469960,-6.82469973,0.86526091,-0.86526084,0.70296195,-0.70296232,1.23985554,-1.23985534,3.53627358,-3.53627303,0.04158420,-0.04158423,0.64532326,-0.64532326,0.03804596,-0.03804599,1.91326605,-1.91326653
-2.55427714,6.79191091,-6.79191145,0.86638337,-0.86638332,0.68516093,-0.68516130,1.24361051,-1.24361043,3.53547543,-3.53547515,0.03984361,-0.03984364,0.64689488,-0.64689493,0.03658727,-0.03658729,1.89193741,-1.89193799
-2.54827414,6.74150969,-6.74151064,0.86578741,-0.86578737,0.66722145,-0.66722181,1.24241002,-1.24241005,3.52420628,-3.52420628,0.03806949,-0.03806952,0.64626814,-0.64626824,0.03531978,-0.03531980,1.86568324,-1.86568391
-2.54227114,6.67439862,-6.67439996,0.86369847,-0.86369843,0.64926973,-0.64927009,1.23638571,-1.23638584,3.50280632,-3.50280658,0.03628382,-0.03628385,0.64347367,-0.64347382,0.03425063,-0.03425064,1.83487497,-1.83487574
-2.53626813,6.59177477,-6.59177646,0.86036999,-0.86036996,0.63144004,-0.63144039,1.22575580,-1.22575603,3.47178893,-3.47178945,0.03450592,-0.03450595,0.63858055,-0.63858074,0.03338623,-0.03338625,1.79996565,-1.79996649
-2.53026513,6.49510443,-6.49510645,0.85607449,-0.85607446,0.61387451,-0.61387485,1.21081889,-1.21081922,3.43182783,-3.43182858,0.03275230,-0.03275233,0.63169491,-0.63169515,0.03273246,-0.03273246,1.76148116,-1.76148207
-2.52426213,6.38608715,-6.38608946,0.85109332,-0.85109328,0.59672197,-0.59672229,1.19194537,-1.19194578,3.38373814,-3.38373912,0.03103665,-0.03103668,0.62295731,-0.62295758,0.03229458,-0.03229458,1.72000849,-1.72000947
-2.51825913,6.26660989,-6.26661245,0.84570570,-0.84570565,0.58013555,-0.58013586,1.16956658,-1.16956707,3.32845238,-3.32845356,0.02937005,-0.02937008,0.61253889,-0.61253920,0.03207716,-0.03207716,1.67618132,-1.67618233
-2.51225613,6.13869313,-6.13869590,0.84017749,-0.84017743,0.56426938,-0.56426967,1.14416215,-1.14416271,3.26699215,-3.26699350,0.02776118,-0.02776120,0.60063650,-0.60063684,0.03208378,-0.03208377,1.63066323,-1.63066428
-2.50625313,6.00443109,-6.00443402,0.83475018,-0.83475010,0.54927420,-0.54927447,1.11624594,-1.11624656,3.20043692,-3.20043842,0.02621663,-0.02621665,0.58746683,-0.58746719,0.03231658,-0.03231657,1.58412944,-1.58413051
-2.50025013,5.86592840,-5.86593145,0.82963067,-0.82963057,0.53529235,-0.53529260,1.08635096,-1.08635162,3.12989118,-3.12989280,0.02474128,-0.02474130,0.57325991,-0.57326029,0.03277581,-0.03277580,1.53724747,-1.53724855
-2.49424712,5.72523611,-5.72523924,0.82498237,-0.82498226,0.52245230,-0.52245252,1.05501398,-1.05501467,3.05645139,-3.05645310,0.02333869,-0.02333871,0.55825216,-0.55825256,0.03345926,-0.03345924,1.49065767,-1.49065874
-2.48824412,5.58428967,-5.58429283,0.82091809,-0.82091797,0.51086293,-0.51086312,1.02276029,-1.02276100,2.98117422,-2.98117600,0.02201145,-0.02201147,0.54267926,-0.54267967,0.03436169,-0.03436167,1.44495437,-1.44495542
-2.48224112,5.44485155,-5.44485471,0.81749507,-0.81749493,0.50060807,-0.50060824,0.99008919,-0.99008991,2.90504731,-2.90504914,0.02076149,-0.02076150,0.52676910,-0.52676952,0.03547427,-0.03547425,1.40066843,-1.40066946
-2.47623812,5.30846110,-5.30846422,0.81471235,-0.81471220,0.49174147,-0.49174162,0.95746073,-0.95746146,2.82896385,-2.82896570,0.01959039,-0.01959041,0.51073519,-0.51073561,0.03678414,-0.03678411,1.35825200,-1.35825299
-2.47023512,5.17639357,-5.17639663,0.81251082,-0.81251067,0.48428261,-0.48428273,0.92528425,-0.92528497,2.75370178,-2.75370363,0.01849959,-0.01849961,0.49477067,-0.49477109,0.03827403,-0.03827399,1.31806599,-1.31806693
-2.46423212,5.04963010,-5.04963307,0.81077578,-0.81077564,0.47821352,-0.47821361,0.89390897,-0.89390968,2.67990850,-2.67991033,0.01749053,-0.01749055,0.47904330,-0.47904371,0.03992202,-0.03992199,1.28037102,-1.28037192
-2.45822911,4.92883973,-4.92884260,0.80934203,-0.80934190,0.47347705,-0.47347712,0.86361719,-0.86361788,2.60809130,-2.60809310,0.01656470,-0.01656471,0.46369148,-0.46369188,0.04170161,-0.04170157,1.24532205,-1.24532290
-2.45222611,4.81437396,-4.81437673,0.80800109,-0.80800097,0.46997652,-0.46997657,0.83462004,-0.83462070,2.53861381,-2.53861557,0.01572364,-0.01572365,0.44882159,-0.44882198,0.04358178,-0.04358174,1.21296702,-1.21296782
-2.44622311,4.70627389,-4.70627654,0.80651040,-0.80651030,0.46757704,-0.46757707,0.80705602,-0.80705665,2.47169807,-2.47169979,0.01496890,-0.01496891,0.43450665,-0.43450702,0.04552750,-0.04552746,1.18324949,-1.18325024
-2.44022011,4.60428909,-4.60429164,0.80460389,-0.80460382,0.46610839,-0.46610840,0.78099233,-0.78099293,2.40743200,-2.40743366,0.01430189,-0.01430190,0.42078638,-0.42078674,0.04750026,-0.04750022,1.15601517,-1.15601588
-2.43421711,4.50790726,-4.50790970,0.80200350,-0.80200346,0.46536949,-0.46536950,0.75642874,-0.75642932,2.34578128,-2.34578290,0.01372372,-0.01372373,0.40766863,-0.40766897,0.04945896,-0.04945892,1.13102207,-1.13102274
-2.42821411,4.41639274,-4.41639509,0.79843100,-0.79843100,0.46513422,-0.46513422,0.73330379,-0.73330434,2.28660518,-2.28660674,0.01323502,-0.01323503,0.39513202,-0.39513234,0.05136086,-0.05136082,1.10795365,-1.10795429
-2.42221111,4.32883208,-4.32883436,0.79361973,-0.79361978,0.46515840,-0.46515840,0.71150299,-0.71150350,2.22967487,-2.22967638,0.01283574,-0.01283574,0.38312973,-0.38313004,0.05316275,-0.05316272,1.08643456,-1.08643517
