energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-6.00000000,1.19256406,0.01053107,0.03582802,0.22846106,0.20424262,0.07208755,0.41609361,0.35016978,0.07241017
-5.99399700,1.23509376,0.01095494,0.03884794,0.24348483,0.21084623,0.07568960,0.43155490,0.36490908,0.07398337
-5.98799400,1.27893441,0.01146885,0.04221811,0.26014469,0.21762349,0.07917250,0.44762382,0.38160126,0.07544043
-5.98199100,1.32350658,0.01205566,0.04594155,0.27833463,0.22447118,0.08246825,0.46407182,0.39999763,0.07675667
-5.97598799,1.36822545,0.01269860,0.05001620,0.29793246,0.23128670,0.08550930,0.48066842,0.41984359,0.07790875
-5.96998499,1.41250113,0.01338143,0.05443371,0.31879654,0.23796816,0.08823018,0.49718182,0.44087705,0.07887484
-5.96398199,1.45573987,0.01408847,0.05917823,0.34076285,0.24441465,0.09056929,0.51337987,0.46282686,0.07963476
-5.95797899,1.49734651,0.01480477,0.06422542,0.36364247,0.25052672,0.09247060,0.52903127,0.48541142,0.08017030
-5.95197599,1.53672825,0.01551613,0.06954162,0.38721992,0.25620709,0.09388545,0.54390722,0.50833783,0.08046546
-5.94597299,1.57329974,0.01620917,0.07508338,0.41125238,0.26136161,0.09477401,0.55778348,0.53130170,0.08050686
-5.93996998,1.60648953,0.01687148,0.08079724,0.43547006,0.26590037,0.09510669,0.57044276,0.55398779,0.08028402
-5.93396698,1.63574754,0.01749157,0.08662004,0.45957795,0.26973900,0.09486512,0.58167744,0.57607177,0.07978972
-5.92796398,1.66055359,0.01805905,0.09247950,0.48325894,0.27280004,0.09404292,0.59129259,0.59722293,0.07902033
-5.92196098,1.68042651,0.01856462,0.09829539,0.50617837,0.27501442,0.09264590,0.59910918,0.61710814,0.07797598
-5.91595798,1.69493366,0.01900018,0.10398107,0.52799004,0.27632286,0.09069207,0.60496732,0.63539677,0.07666073
-5.90995498,1.70370059,0.01935888,0.10944542,0.54834349,0.27667727,0.08821100,0.60872958,0.65176669,0.07508265
-5.90395198,1.70642036,0.01963519,0.11459523,0.56689250,0.27604200,0.08524297,0.61028416,0.66591109,0.07325370
-5.89794897,1.70286253,0.01982498,0.11933775,0.58330436,0.27439500,0.08183767,0.60954790,0.67754587,0.07118961
-5.89194597,1.69288112,0.01992554,0.12358354,0.59726974,0.27172869,0.07805262,0.60646898,0.68641747,0.06890957
-5.88594297,1.67642159,0.01993569,0.12724935,0.60851275,0.26805068,0.07395138,0.60102925,0.69231068,0.06643586
-5.87993997,1.65352634,0.01985579,0.13026098,0.61680064,0.26338420,0.06960163,0.59324601,0.69505609,0.06379345
-5.87393697,1.62433856,0.01968778,0.13255598,0.62195286,0.25776828,0.06507317,0.58317328,0.69453694,0.06100941
-5.86793397,1.58910405,0.01943517,0.13408601,0.62384893,0.25125759,0.06043600,0.57090234,0.69069489,0.05811245
-5.86193097,1.54817099,0.01910306,0.13481888,0.62243471,0.24392201,0.05575845,0.55656145,0.68353432,0.05513230
-5.85592796,1.50198730,0.01869810,0.13473999,0.61772670,0.23584585,0.05110563,0.54031485,0.67312503,0.05209919
-5.84992496,1.45109548,0.01822836,0.13385321,0.60981411,0.22712680,0.04653799,0.52236076,0.65960294,0.04904327
-5.84392196,1.39612500,0.01770331,0.13218112,0.59885844,0.21787453,0.04211028,0.50292850,0.64316864,0.04599418
-5.83791896,1.33778222,0.01713360,0.12976457,0.58509059,0.20820899,0.03787083,0.48227469,0.62408387,0.04298051
-5.83191596,1.27683786,0.01653091,0.12666158,0.56880533,0.19825846,0.03386109,0.46067855,0.60266576,0.04002947
-5.82591296,1.21411252,0.01590774,0.12294560,0.55035352,0.18815738,0.03011560,0.43843652,0.57927910,0.03716650
-5.81990995,1.15046030,0.01527713,0.11870322,0.53013220,0.17804396,0.02666222,0.41585603,0.55432689,0.03441500
-5.81390695,1.08675122,0.01465241,0.11403148,0.50857289,0.16805767,0.02352260,0.39324894,0.52823937,0.03179612
-5.80790395,1.02385279,0.01404691,0.10903472,0.48612870,0.15833666,0.02071295,0.37092454,0.50146211,0.02932854
-5.80190095,0.96261139,0.01347362,0.10382137,0.46326061,0.14901524,0.01824492,0.34918256,0.47444345,0.02702840
-5.79589795,0.90383412,0.01294489,0.09850054,0.44042360,0.14022133,0.01612665,0.32830624,0.44762190,0.02490917
-5.78989495,0.84827163,0.01247218,0.09317876,0.41805303,0.13207420,0.01436383,0.30855589,0.42141399,0.02298167
-5.78389195,0.79660264,0.01206569,0.08795690,0.39655198,0.12468233,0.01296081,0.29016295,0.39620291,0.02125402
-5.77788894,0.74942063,0.01173421,0.08292739,0.37627993,0.11814158,0.01192160,0.27332505,0.37232860,0.01973174
-5.77188594,0.70722311,0.01148484,0.07817184,0.35754321,0.11253376,0.01125085,0.25820198,0.35007941,0.01841780
-5.76588294,0.67040392,0.01132285,0.07375924,0.34058757,0.10792546,0.01095462,0.24491289,0.32968582,0.01731274
-5.75987994,0.63924862,0.01125154,0.06974456,0.32559310,0.10436734,0.01104095,0.23353483,0.31131629,0.01641483
-5.75387694,0.61393312,0.01127224,0.06616801,0.31267162,0.10189380,0.01152030,0.22410248,0.29507543,0.01572023
-5.74787394,0.59452541,0.01138423,0.06305487,0.30186657,0.10052295,0.01240569,0.21660934,0.28100435,0.01522320
-5.74187094,0.58099025,0.01158484,0.06041573,0.29315525,0.10025702,0.01371259,0.21101005,0.26908327,0.01491632
