energy_ev,total_up,As_p_up,As_d_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-6.00000000,0.73311383,0.47529353,0.00000000,0.00670632,0.07564926,0.18908543,0.38512157
-5.99399700,0.78431328,0.50619551,0.00000000,0.00778872,0.08073576,0.20140506,0.40834714
-5.98799400,0.83798499,0.53775303,0.00000000,0.00898911,0.08638571,0.21385027,0.43167749
-5.98199100,0.89382769,0.56980085,0.00000000,0.01030954,0.09254705,0.22636265,0.45497492
-5.97598799,0.95149850,0.60216681,0.00000000,0.01174998,0.09915667,0.23888475,0.47810398
-5.96998499,1.01061533,0.63467236,0.00000000,0.01330803,0.10614167,0.25136020,0.50093235
-5.96398199,1.07075937,0.66713263,0.00000000,0.01497873,0.11342075,0.26373366,0.52333110
-5.95797899,1.13147806,0.69935622,0.00000000,0.01675429,0.12090584,0.27595053,0.54517462
-5.95197599,1.19228847,0.73114493,0.00000000,0.01862400,0.12850384,0.28795660,0.56634024
-5.94597299,1.25268147,0.76229339,0.00000000,0.02057421,0.13611851,0.29969755,0.58670762
-5.93996998,1.31212655,0.79258905,0.00000000,0.02258832,0.14365241,0.31111852,0.60615816
-5.93396698,1.37007766,0.82181251,0.00000000,0.02464698,0.15100887,0.32216375,0.62457454
-5.92796398,1.42597986,0.84973838,0.00000000,0.02672830,0.15809393,0.33277632,0.64184048
-5.92196098,1.47927699,0.87613687,0.00000000,0.02880823,0.16481820,0.34289808,0.65784092
-5.91595798,1.52942005,0.90077610,0.00000000,0.03086097,0.17109855,0.35246983,0.67246253
-5.90995498,1.57587622,0.92342504,0.00000000,0.03285951,0.17685968,0.36143164,0.68559480
-5.90395198,1.61813831,0.94385726,0.00000000,0.03477624,0.18203534,0.36972346,0.69713143
-5.89794897,1.65573422,0.96185514,0.00000000,0.03658359,0.18656940,0.37728584,0.70697217
-5.89194597,1.68823624,0.97721451,0.00000000,0.03825474,0.19041650,0.38406080,0.71502496
-5.88594297,1.71526967,0.98974946,0.00000000,0.03976426,0.19354247,0.38999284,0.72120814
-5.87993997,1.73652061,0.99929717,0.00000000,0.04108887,0.19592432,0.39502995,0.72545281
-5.87393697,1.75174251,1.00572253,0.00000000,0.04220801,0.19755008,0.39912459,0.72770502
-5.86793397,1.76076131,1.00892226,0.00000000,0.04310445,0.19841817,0.40223467,0.72792775
-5.86193097,1.76347902,1.00882845,0.00000000,0.04376477,0.19853669,0.40432445,0.72610267
-5.85592796,1.75987556,1.00541145,0.00000000,0.04417978,0.19792241,0.40536533,0.72223142
-5.84992496,1.75000909,0.99868177,0.00000000,0.04434476,0.19659969,0.40533657,0.71633656
-5.84392196,1.73401466,0.98869122,0.00000000,0.04425964,0.19459931,0.40422592,0.70846205
