energy_ev,total_up,C_s_up,C_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-6.00000000,2.09308166,0.01649960,0.31383765,0.41192433,0.24928340,0.96045303,0.00000000,1.42741066,0.60555948
-5.99399700,2.16429088,0.01706296,0.31960100,0.42498262,0.25664529,0.99191989,0.00000000,1.44291119,0.63233687
-5.98799400,2.23213911,0.01764560,0.32435780,0.43757248,0.26366089,1.02201918,0.00000000,1.45396929,0.65847352
-5.98199100,2.29607196,0.01823453,0.32808074,0.44961209,0.27027884,1.05054666,0.00000000,1.46063500,0.68374141
-5.97598799,2.35551346,0.01881553,0.33075039,0.46102289,0.27644500,1.07729265,0.00000000,1.46298061,0.70789531
-5.96998499,2.40987901,0.01937364,0.33235591,0.47173263,0.28210360,1.10204724,0.00000000,1.46109786,0.73067757
-5.96398199,2.45859161,0.01989359,0.33289595,0.48167851,0.28719884,1.12460667,0.00000000,1.45509687,0.75182442
-5.95797899,2.50110084,0.02036033,0.33237958,0.49081012,0.29167671,1.14478070,0.00000000,1.44510667,0.77107343
-5.95197599,2.53690348,0.02075957,0.33082736,0.49909209,0.29548710,1.16240024,0.00000000,1.43127727,0.78817171
-5.94597299,2.56556451,0.02107828,0.32827223,0.50650619,0.29858591,1.17732501,0.00000000,1.41378268,0.80288470
-5.93996998,2.58673728,0.02130515,0.32476023,0.51305256,0.30093723,1.18945041,0.00000000,1.39282457,0.81500466
-5.93396698,2.60018133,0.02143107,0.32035089,0.51875004,0.30251521,1.19871316,0.00000000,1.36863595,0.82435877
-5.92796398,2.60577680,0.02144943,0.31511717,0.52363539,0.30330570,1.20509528,0.00000000,1.34148430,0.83081609
-5.92196098,2.60353430,0.02135645,0.30914493,0.52776154,0.30330748,1.20862590,0.00000000,1.31167363,0.83429305
-5.91595798,2.59359939,0.02115136,0.30253182,0.53119459,0.30253291,1.20938086,0.00000000,1.27954505,0.83475713
-5.90995498,2.57625140,0.02083646,0.29538561,0.53401011,0.30100811,1.20747987,0.00000000,1.24547540,0.83222856
-5.90395198,2.55189649,0.02041713,0.28782207,0.53628856,0.29877255,1.20308148,0.00000000,1.20987401,0.82677970
-5.89794897,2.52105518,0.01990174,0.27996234,0.53811044,0.29587806,1.19637616,0.00000000,1.17317733,0.81853248
-5.89194597,2.48434528,0.01930136,0.27192998,0.53955122,0.29238747,1.18757780,0.00000000,1.13584173,0.80765378
-5.88594297,2.44246101,0.01862957,0.26384787,0.54067660,0.28837274,1.17691444,0.00000000,1.09833476,0.79434915
-5.87993997,2.39614971,0.01790202,0.25583501,0.54153831,0.28391298,1.16461855,0.00000000,1.06112519,0.77885523
-5.87393697,2.34618735,0.01713603,0.24800346,0.54217085,0.27909221,1.15091787,0.00000000,1.02467248,0.76143133
-5.86793397,2.29335435,0.01635018,0.24045552,0.54258934,0.27399716,1.13602707,0.00000000,0.98941603,0.74235058
-5.86193097,2.23841287,0.01556376,0.23328131,0.54278875,0.26871521,1.12014103,0.00000000,0.95576482,0.72189127
-5.85592796,2.18208680,0.01479633,0.22655679,0.54274450,0.26333244,1.10342993,0.00000000,0.92408794,0.70032863
-5.84992496,2.12504523,0.01406721,0.22034236,0.54241439,0.25793206,1.08603662,0.00000000,0.89470637,0.67792760
-5.84392196,2.06788991,0.01339506,0.21468206,0.54174188,0.25259303,1.06807597,0.00000000,0.86788624,0.65493675
-5.83791896,2.01114711,0.01279740,0.20960325,0.54066025,0.24738905,1.04963651,0.00000000,0.84383390,0.63158370
-5.83191596,1.95526357,0.01229024,0.20511698,0.53909759,0.24238783,1.03078371,0.00000000,0.82269280,0.60807188
-5.82591296,1.90060635,0.01188771,0.20121870,0.53698206,0.23765053,1.01156468,0.00000000,0.80454215,0.58457891
-5.81990995,1.84746589,0.01160172,0.19788948,0.53424724,0.23323145,0.99201380,0.00000000,0.78939739,0.56125624
-5.81390695,1.79606162,0.01144175,0.19509746,0.53083700,0.22917767,0.97215863,0.00000000,0.77721216,0.53823003
-5.80790395,1.74654928,0.01141453,0.19279961,0.52670971,0.22552886,0.95202564,0.00000000,0.76788177,0.51560291
-5.80190095,1.69902915,0.01152394,0.19094357,0.52184154,0.22231696,0.93164530,0.00000000,0.76124789,0.49345652
-5.79589795,1.65355457,0.01177082,0.18946965,0.51622854,0.21956580,0.91105610,0.00000000,0.75710441,0.47185440
-5.78989495,1.61014014,0.01215290,0.18831274,0.50988752,0.21729068,0.89030735,0.00000000,0.75520415,0.45084506
-5.78389195,1.56876933,0.01266480,0.18740436,0.50285577,0.21549792,0.86946054,0.00000000,0.75526661,0.43046512
-5.77788894,1.52940118,0.01329803,0.18667459,0.49518969,0.21418437,0.84858941,0.00000000,0.75698640,0.41074215
-5.77188594,1.49197640,0.01404107,0.18605402,0.48696257,0.21333711,0.82777891,0.00000000,0.76004250,0.39169729
-5.76588294,1.45642277,0.01487960,0.18547565,0.47826174,0.21293328,0.80712329,0.00000000,0.76410817,0.37334755
-5.75987994,1.42266040,0.01579666,0.18487685,0.46918552,0.21294028,0.78672376,0.00000000,0.76886155,0.35570775
-5.75387694,1.39060713,0.01677302,0.18420125,0.45984016,0.21331634,0.76668618,0.00000000,0.77399666,0.33879213
-5.74787394,1.36018440,0.01778758,0.18340066,0.45033713,0.21401167,0.74711903,0.00000000,0.77923481,0.32261582
-5.74187094,1.33132396,0.01881780,0.18243698,0.44079103,0.21497009,0.72813216,0.00000000,0.78433602,0.30719604
-5.73586793,1.30397560,0.01984023,0.18128402,0.43131830,0.21613130,0.70983655,0.00000000,0.78911015,0.29255329
-5.72986493,1.27811575,0.02083116,0.17992924,0.42203675,0.21743371,0.69234515,0.00000000,0.79342741,0.27871246
-5.72386193,1.25375708,0.02176719,0.17837533,0.41306600,0.21881767,0.67577489,0.00000000,0.79722762,0.26570394
-5.71785893,1.23095833,0.02262591,0.17664153,0.40452875,0.22022920,0.66024968,0.00000000,0.80052791,0.25356475
-5.71185593,1.20983413,0.02338650,0.17476458,0.39655260,0.22162373,0.64590408,0.00000000,0.80342811,0.24233959
-5.70585293,1.19056403,0.02403045,0.17279934,0.38927217,0.22296999,0.63288743,0.00000000,0.80611353,0.23208182
-5.69984992,1.17339989,0.02454202,0.17081884,0.38283135,0.22425350,0.62136771,0.00000000,0.80885451,0.22285426
-5.69384692,1.15867092,0.02490880,0.16891376,0.37738516,0.22547976,0.61153489,0.00000000,0.81200259,0.21472971
-5.68784392,1.14678560,0.02512209,0.16719136,0.37310097,0.22667655,0.60360309,0.00000000,0.81598290,0.20779107
-5.68184092,1.13822978,0.02517720,0.16577372,0.37015882,0.22789550,0.59781115,0.00000000,0.82128288,0.20213101
-5.67583792,1.13356065,0.02507357,0.16479536,0.36875041,0.22921249,0.59442120,0.00000000,0.82843739,0.19785108
-5.66983492,1.13339605,0.02481482,0.16440028,0.36907685,0.23072694,0.59371511,0.00000000,0.83801055,0.19506017
-5.66383192,1.13839944,0.02440860,0.16473849,0.37134484,0.23255988,0.59598848,0.00000000,0.85057493,0.19387245
-5.65782891,1.14926063,0.02386639,0.16596203,0.37576144,0.23485079,0.60154242,0.00000000,0.86668859,0.19440458
-5.65182591,1.16667280,0.02320308,0.16822074,0.38252751,0.23775341,0.61067328,0.00000000,0.88687111,0.19677243
-5.64582291,1.19130682,0.02243652,0.17165785,0.39183010,0.24143054,0.62366067,0.00000000,0.91157931,0.20108739
-5.63981991,1.22378364,0.02158697,0.17640540,0.40383404,0.24604811,0.64075433,0.00000000,0.94118390,0.20745227
-5.63381691,1.26464607,0.02067652,0.18257993,0.41867321,0.25176880,0.66216045,0.00000000,0.97594800,0.21595709
-5.62781391,1.31433126,0.01972843,0.19027833,0.43644185,0.25874544,0.68802817,0.00000000,1.01600867,0.22667486
-5.62181091,1.37314504,0.01876649,0.19957404,0.45718646,0.26711447,0.71843696,0.00000000,1.06136225,0.23965753
-5.61580790,1.44123945,0.01781447,0.21051379,0.48089866,0.27698984,0.75338557,0.00000000,1.11185445,0.25493231
-5.60980490,1.51859454,0.01689550,0.22311501,0.50750957,0.28845758,0.79278329,0.00000000,1.16717565,0.27249849
-5.60380190,1.60500537,0.01603163,0.23736375,0.53688593,0.30157122,0.83644394,0.00000000,1.22686193,0.29232491
-5.59779890,1.70007493,0.01524337,0.25321353,0.56882836,0.31634836,0.88408316,0.00000000,1.29030184,0.31434824
-5.59179590,1.80321330,0.01454939,0.27058475,0.60307188,0.33276844,0.93531913,0.00000000,1.35674882,0.33847208
-5.58579290,1.91364322,0.01396624,0.28936500,0.63928882,0.35077185,0.98967681,0.00000000,1.42533889,0.36456689
-5.57978989,2.03041183,0.01350822,0.30941007,0.67709398,0.37026026,1.04659570,0.00000000,1.49511288,0.39247085
-5.57378689,2.15240817,0.01318724,0.33054559,0.71605202,0.39109829,1.10544074,0.00000000,1.56504242,0.42199157
-5.56778389,2.27838551,0.01301281,0.35256942,0.75568665,0.41311627,1.16551587,0.00000000,1.63405857,0.45290850
-5.56178089,2.40698783,0.01299204,0.37525458,0.79549139,0.43611399,1.22607980,0.00000000,1.70108197,0.48497604
-5.55577789,2.53677909,0.01312968,0.39835265,0.83494136,0.45986521,1.28636324,0.00000000,1.76505325,0.51792722
-5.54977489,2.66627433,0.01342815,0.42159773,0.87350570,0.48412278,1.34558687,0.00000000,1.82496250,0.55147778
-5.54377189,2.79397123,0.01388764,0.44471066,0.91066011,0.50862404,1.40297925,0.00000000,1.87987654,0.58533052
-5.53776888,2.91838108,0.01450608,0.46740364,0.94589894,0.53309644,1.45779415,0.00000000,1.92896311,0.61917983
-5.53176588,3.03805813,0.01527926,0.48938502,0.97874648,0.55726302,1.50932637,0.00000000,1.97151094,0.65271626
-5.52576288,3.15162639,0.01620075,0.51036433,1.00876704,0.58084765,1.55692581,0.00000000,2.00694519,0.68563102
-5.51975988,3.25780325,0.01726198,0.53005733,1.03557341,0.60357995,1.60000917,0.00000000,2.03483772,0.71762028
-5.51375688,3.35541938,0.01845219,0.54819115,1.05883358,0.62519963,1.63806910,0.00000000,2.05491211,0.74838929
-5.50775388,3.44343480,0.01975841,0.56450940,1.07827560,0.64546045,1.67068071,0.00000000,2.06704355,0.77765622
-5.50175088,3.52095087,0.02116553,0.57877706,1.09369044,0.66413341,1.69750545,0.00000000,2.07125382,0.80515562
-5.49574787,3.58721852,0.02265633,0.59078519,1.10493303,0.68100959,1.71829251,0.00000000,2.06770201,0.83064158
-5.48974487,3.64164290,0.02421154,0.60035532,1.11192163,0.69590230,1.73287805,0.00000000,2.05667154,0.85389052
-5.48374187,3.68378494,0.02581009,0.60734333,1.11463563,0.70864890,1.74118263,0.00000000,2.03855446,0.87470357
-5.47773887,3.71336013,0.02742927,0.61164278,1.11311216,0.71911207,1.74320715,0.00000000,2.01383368,0.89290862
-5.47173587,3.73023524,0.02904513,0.61318757,1.10744173,0.72718087,1.73902786,0.00000000,1.98306419,0.90836196
-5.46573287,3.73442318,0.03063286,0.61195372,1.09776313,0.73277142,1.72879065,0.00000000,1.94685405,0.92094956
-5.45972986,3.72607669,0.03216732,0.60796033,1.08425805,0.73582733,1.71270515,0.00000000,1.90584583,0.93058798
-5.45372686,3.70548107,0.03362362,0.60126950,1.06714539,0.73632001,1.69103881,0.00000000,1.86069933,0.93722487
-5.44772386,3.67304622,0.03497775,0.59198521,1.04667569,0.73424866,1.66411119,0.00000000,1.81207589,0.94083918
-5.44172086,3.62929836,0.03620728,0.58025121,1.02312573,0.72964017,1.63228861,0.00000000,1.76062491,0.94144101
-5.43571786,3.57487127,0.03729206,0.56624785,0.99679333,0.72254875,1.59597915,0.00000000,1.70697254,0.93907111
-5.42971486,3.51049741,0.03821486,0.55018796,0.96799264,0.71305536,1.55562801,0.00000000,1.65171292,0.93380013
-5.42371186,3.43699859,0.03896201,0.53231189,0.93704961,0.70126682,1.51171311,0.00000000,1.59540164,0.92572764
-5.41770885,3.35527643,0.03952392,0.51288192,0.90429796,0.68731473,1.46474077,0.00000000,1.53855157,0.91498088
-5.41170585,3.26630230,0.03989547,0.49217607,0.87007527,0.67135393,1.41524134,0.00000000,1.48163056,0.90171333
-5.40570285,3.17110679,0.04007630,0.47048168,0.83471946,0.65356069,1.36376465,0.00000000,1.42506096,0.88610322
