energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,Ta_p_up,Ta_d_up
-6.00000000,0.67050122,0.00003817,0.37560832,0.00192926,0.04881213,0.58583641,0.11624767
-5.99399700,0.71671208,0.00004500,0.40263143,0.00220373,0.05229044,0.63157511,0.12388823
-5.98799400,0.76806582,0.00005285,0.43272085,0.00251137,0.05611296,0.68257104,0.13236586
-5.98199100,0.82494707,0.00006182,0.46611359,0.00285170,0.06029492,0.73919872,0.14174420
-5.97598799,0.88770565,0.00007199,0.50302791,0.00322386,0.06484694,0.80179699,0.15208145
-5.96998499,0.95663704,0.00008345,0.54365189,0.00362653,0.06977384,0.87065112,0.16342704
-5.96398199,1.03196279,0.00009626,0.58813189,0.00405789,0.07507359,0.94597474,0.17581825
-5.95797899,1.11381145,0.00011047,0.63656121,0.00451553,0.08073632,1.02789231,0.18927693
-5.95197599,1.20220100,0.00012613,0.68896953,0.00499647,0.08674358,1.11642268,0.20380659
-5.94597299,1.29702331,0.00014325,0.74531341,0.00549714,0.09306779,1.21146452,0.21938972
-5.93996998,1.39803144,0.00016182,0.80546824,0.00601334,0.09967197,1.31278405,0.23598565
-5.93396698,1.50483020,0.00018180,0.86922211,0.00654033,0.10650973,1.42000576,0.25352901
-5.92796398,1.61687053,0.00020312,0.93627175,0.00707284,0.11352561,1.53260645,0.27192883
-5.92196098,1.73344803,0.00022565,1.00622077,0.00760513,0.12065567,1.64991301,0.29106831
-5.91595798,1.85370578,0.00024925,1.07858052,0.00813109,0.12782841,1.77110413,0.31080533
-5.90995498,1.97664164,0.00027373,1.15277344,0.00864435,0.13496592,1.89521616,0.33097380
-5.90395198,2.10111984,0.00029887,1.22813906,0.00913834,0.14198530,2.02115300,0.35138558
-5.89794897,2.22588689,0.00032439,1.30394256,0.00960649,0.14880023,2.14770013,0.37183324
-5.89194597,2.34959124,0.00034999,1.37938569,0.01004230,0.15532276,2.27354237,0.39209337
-5.88594297,2.47080647,0.00037535,1.45361991,0.01043949,0.16146509,2.39728514,0.41193045
-5.87993997,2.58805749,0.00040011,1.52576154,0.01079216,0.16714150,2.51747880,0.43110128
-5.87393697,2.69984893,0.00042391,1.59490833,0.01109488,0.17227021,2.63264549,0.44935967
-5.86793397,2.80469522,0.00044637,1.66015731,0.01134289,0.17677520,2.74130781,0.46646140
-5.86193097,2.90115151,0.00046712,1.72062338,0.01153211,0.18058787,2.84201874,0.48216934
-5.85592796,2.98784457,0.00048581,1.77545804,0.01165937,0.18364867,2.93339189,0.49625850
-5.84992496,3.06350287,0.00050209,1.82386792,0.01172237,0.18590835,3.01413129,0.50852091
-5.84392196,3.12698492,0.00051567,1.86513241,0.01171984,0.18732917,3.08305996,0.51877028
-5.83791896,3.17730521,0.00052631,1.89862002,0.01165156,0.18788567,3.13914635,0.52684613
-5.83191596,3.21365673,0.00053379,1.92380290,0.01151832,0.18756531,3.18152789,0.53261743
-5.82591296,3.23542967,0.00053799,1.94026904,0.01132201,0.18636872,3.20953099,0.53598555
-5.81990995,3.24222551,0.00053883,1.94773190,0.01106551,0.18430966,3.22268681,0.53688652
-5.81390695,3.23386628,0.00053631,1.94603709,0.01075265,0.18141475,3.22074244,0.53529238
-5.80790395,3.21039861,0.00053053,1.93516592,0.01038815,0.17772280,3.20366712,0.53121178
-5.80190095,3.17209254,0.00052163,1.91523579,0.00997745,0.17328402,3.17165330,0.52468969
-5.79589795,3.11943519,0.00050984,1.88649737,0.00952665,0.16815886,3.12511278,0.51580620
-5.78989495,3.05311961,0.00049548,1.84932879,0.00904234,0.16241677,3.06466785,0.50467465
-5.78389195,2.97402912,0.00047892,1.80422696,0.00853141,0.15613474,2.99113803,0.49143894
-5.77788894,2.88321783,0.00046062,1.75179651,0.00800095,0.14939573,2.90552276,0.47627021
-5.77188594,2.78188796,0.00044108,1.69273651,0.00745805,0.14228716,2.80898071,0.45936309
-5.76588294,2.67136471,0.00042088,1.62782563,0.00690965,0.13489922,2.70280637,0.44093140
-5.75987994,2.55306940,0.00040066,1.55790609,0.00636240,0.12732338,2.58840462,0.42120372
-5.75387694,2.42849184,0.00038113,1.48386685,0.00582254,0.11965091,2.46726413,0.40041874
-5.74787394,2.29916249,0.00036305,1.40662659,0.00529575,0.11197154,2.34093011,0.37882058
-5.74187094,2.16662525,0.00034725,1.32711690,0.00478713,0.10437228,2.21097732,0.35665430
-5.73586793,2.03241143,0.00033464,1.24626603,0.00430106,0.09693644,2.07898380,0.33416150
-5.72986493,1.89801549,0.00032620,1.16498355,0.00384123,0.08974277,1.94650586,0.31157636
-5.72386193,1.76487295,0.00032301,1.08414628,0.00341056,0.08286484,1.81505480,0.28912195
-5.71785893,1.63434074,0.00032623,1.00458563,0.00301127,0.07637060,1.68607574,0.26700701
-5.71185593,1.50768029,0.00033713,0.92707656,0.00264487,0.07032203,1.56092861,0.24542330
-5.70585293,1.38604339,0.00035710,0.85232824,0.00231222,0.06477501,1.44087172,0.22454333
-5.69984992,1.27046086,0.00038763,0.78097647,0.00201359,0.05977922,1.32704770,0.20451875
-5.69384692,1.16183396,0.00043033,0.71357782,0.00174874,0.05537817,1.22047198,0.18547914
-5.68784392,1.06092846,0.00048689,0.65060553,0.00151700,0.05160920,1.12202366,0.16753144
