energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,S_s_up,S_p_up
-5.84392196,3.58759981,0.39676242,2.06024406,0.00924263,0.12698486,0.38674969,0.40571628,0.03533962,0.69457482
-5.83791896,3.55710332,0.39582055,2.03607654,0.00920090,0.12554543,0.39583423,0.40326037,0.03599389,0.69323278
-5.83191596,3.54635367,0.39814409,2.02389657,0.00918762,0.12436280,0.40879698,0.40241596,0.03682170,0.69610581
-5.82591296,3.55645991,0.40389466,2.02425241,0.00920550,0.12349421,0.42569679,0.40337795,0.03782910,0.70342061
-5.81990995,3.58818107,0.41322553,2.03744065,0.00925730,0.12298846,0.44652913,0.40630593,0.03901953,0.71537786
-5.81390695,3.64188578,0.42627830,2.06348394,0.00934567,0.12288430,0.47122155,0.41131877,0.04039328,0.73214476
-5.80790395,3.71752115,0.44317978,2.10211465,0.00947301,0.12320927,0.49963073,0.41849038,0.04194701,0.75384801
-5.80190095,3.81459288,0.46403929,2.15276618,0.00964138,0.12397901,0.53154149,0.42784690,0.04367331,0.78056763
-5.79589795,3.93215856,0.48894634,2.21457284,0.00985238,0.12519704,0.56666799,0.43936539,0.04556046,0.81233187
-5.78989495,4.06883543,0.51796892,2.28637933,0.01010701,0.12685506,0.60465729,0.45297419,0.04759221,0.84911371
-5.78389195,4.22282335,0.55115226,2.36676023,0.01040559,0.12893375,0.64509528,0.46855488,0.04974788,0.89082897
-5.77788894,4.39194286,0.58851803,2.45404961,0.01074770,0.13140396,0.68751503,0.48594580,0.05200250,0.93733629
-5.77188594,4.57368770,0.63006407,2.54638029,0.01113216,0.13422822,0.73140731,0.50494699,0.05432721,0.98843892
-5.76588294,4.76529018,0.67576433,2.64173177,0.01155701,0.13736257,0.77623308,0.52532632,0.05668984,1.04388824
-5.75987994,4.96379725,0.72556899,2.73798559,0.01201955,0.14075851,0.82143747,0.54682665,0.05905560,1.10338887
-5.75387694,5.16615433,0.77940467,2.83298597,0.01251637,0.14436498,0.86646494,0.56917355,0.06138797,1.16660497
-5.74787394,5.36929380,0.83717452,2.92460379,0.01304347,0.14813031,0.91077479,0.59208335,0.06364964,1.23316759
-5.74187094,5.57022429,0.89875813,3.01080125,0.01359634,0.15200397,0.95385679,0.61527127,0.06580353,1.30268250
-5.73586793,5.76611735,0.96401120,3.08969459,0.01417007,0.15593816,0.99524602,0.63845908,0.06781387,1.37473825
-5.72986493,5.95438756,1.03276484,3.15961239,0.01475951,0.15988897,1.03453638,0.66138225,0.06964719,1.44891407
-5.72386193,6.13276299,1.10482473,3.21914678,0.01535935,0.16381730,1.07139242,0.68379611,0.07127329,1.52478724
-5.71785893,6.29934304,1.17996994,3.26719549,0.01596426,0.16768936,1.10555865,0.70548103,0.07266610,1.60193973
-5.71185593,6.45264136,1.25795166,3.30299287,0.01656901,0.17147689,1.13686627,0.72624631,0.07380437,1.67996382
-5.70585293,6.59161242,1.33849203,3.32612857,0.01716859,0.17515697,1.16523687,0.74593292,0.07467227,1.75846665
-5.69984992,6.71566085,1.42128296,3.33655314,0.01775823,0.17871166,1.19068288,0.76441486,0.07525969,1.83707355
-5.69384692,6.82463378,1.50598549,3.33457036,0.01833357,0.18212740,1.21330501,0.78159940,0.07556247,1.91543028
-5.68784392,6.91879688,1.59222941,3.32081683,0.01889064,0.18539434,1.23328645,0.79742625,0.07558236,1.99320406
-5.68184092,6.99879565,1.67961364,3.29622965,0.01942596,0.18850562,1.25088433,0.81186578,0.07532678,2.07008374
-5.67583792,7.06560416,1.76770722,3.26200398,0.01993656,0.19145665,1.26641858,0.82491652,0.07480849,2.14577898
-5.66983492,7.12046377,1.85605108,3.21954212,0.02042001,0.19424458,1.28025872,0.83660209,0.07404505,2.22001885
-5.66383192,7.16481472,1.94416058,3.17039660,0.02087445,0.19686784,1.29280909,0.84696781,0.07305815,2.29254982
-5.65782891,7.20022361,2.03152885,3.11620954,0.02129861,0.19932589,1.30449292,0.85607706,0.07187287,2.36313344
-5.65182591,7.22830988,2.11763083,3.05865089,0.02169185,0.20161914,1.31573599,0.86400767,0.07051690,2.43154379
-5.64582291,7.25067417,2.20192789,2.99935798,0.02205413,0.20374897,1.32695036,0.87084832,0.06901965,2.49756493
-5.63981991,7.26883123,2.28387314,2.93987857,0.02238608,0.20571801,1.33851884,0.87669513,0.06741145,2.56098836
-5.63381691,7.28414974,2.36291712,2.88161972,0.02268896,0.20753032,1.35078060,0.88164851,0.06572271,2.62161086
-5.62781391,7.29780103,2.43851388,2.82580398,0.02296465,0.20919171,1.36401858,0.88581020,0.06398314,2.67923260
-5.62181091,7.31071817,2.51012745,2.77343429,0.02321567,0.21070993,1.37844912,0.88928063,0.06222109,2.73365574
-5.61580790,7.32356656,2.57723846,2.72526879,0.02344512,0.21209480,1.39421405,0.89215651,0.06046285,2.78468374
-5.60980490,7.33672654,2.63935110,2.68180586,0.02365659,0.21335815,1.41137573,0.89452862,0.05873224,2.83212129
-5.60380190,7.35028828,2.69600010,2.64327960,0.02385415,0.21451353,1.42991512,0.89647995,0.05705009,2.87577510
-5.59779890,7.36405867,2.74675790,2.60966567,0.02404217,0.21557582,1.44973290,0.89808385,0.05543400,2.91545550
-5.59179590,7.37757954,2.79124185,2.58069671,0.02422520,0.21656042,1.47065377,0.89940261,0.05389812,2.95097895
-5.58579290,7.39015627,2.82912135,2.55588659,0.02440785,0.21748247,1.49243368,0.90048605,0.05245303,2.98217135
-5.57978989,7.40089545,2.86012483,2.53456224,0.02459457,0.21835574,1.51476979,0.90137045,0.05110579,3.00887224
-5.57378689,7.40875016,2.88404643,2.51590170,0.02478944,0.21919150,1.53731266,0.90207775,0.04986004,3.03093948
-5.56778389,7.41257086,2.90075216,2.49897687,0.02499605,0.21999742,1.55968042,0.90261497,0.04871612,3.04825462
-5.56178089,7.41116033,2.91018529,2.48279934,0.02521720,0.22077638,1.58147415,0.90297407,0.04767139,3.06072833
-5.55577789,7.40333035,2.91237084,2.46636744,0.02545478,0.22152565,1.60229399,0.90313211,0.04672051,3.06830601
-5.54977489,7.38795826,2.90741881,2.44871304,0.02570963,0.22223606,1.62175527,0.90305196,0.04585584,3.07097299
-5.54377189,7.36404144,2.89552587,2.42894628,0.02598137,0.22289170,1.63950397,0.90268337,0.04506777,3.06875930
-5.53776888,7.33074770,2.87697547,2.40629683,0.02626836,0.22346981,1.65523093,0.90196468,0.04434521,3.06174356
-5.53176588,7.28746002,2.85213600,2.38015028,0.02656771,0.22394117,1.66868412,0.90082486,0.04367601,3.05005577
-5.52576288,7.23381407,2.82145697,2.35007849,0.02687530,0.22427089,1.67967855,0.89918622,0.04304737,3.03387892
-5.51975988,7.16972741,2.78546321,2.31586309,0.02718592,0.22441961,1.68810328,0.89696743,0.04244630,3.01344907
-5.51375688,7.09541933,2.74474701,2.27751138,0.02749344,0.22434505,1.69392537,0.89408696,0.04186001,2.98905405
-5.50775388,7.01142096,2.69995843,2.23526434,0.02779110,0.22400390,1.69719052,0.89046680,0.04127635,2.96103053
-5.50175088,6.91857526,2.65179391,2.18959677,0.02807175,0.22335395,1.69802039,0.88603631,0.04068406,2.92975964
-5.49574787,6.81802715,2.60098346,2.14120956,0.02832823,0.22235634,1.69660677,0.88073604,0.04007318,2.89566114
-5.48974487,6.71120411,2.54827669,2.09101478,0.02855372,0.22097783,1.69320285,0.87452144,0.03943526,2.85918644
-5.48374187,6.59978787,2.49442816,2.04011413,0.02874208,0.21919296,1.68811196,0.86736619,0.03876358,2.82081036
-5.47773887,6.48567837,2.44018232,1.98977164,0.02888821,0.21698605,1.68167426,0.85926500,0.03805330,2.78102219
-5.47173587,6.37095071,2.38625849,1.94138157,0.02898836,0.21435277,1.67425198,0.85023575,0.03730155,2.74031595
-5.46573287,6.25780667,2.33333619,1.89643264,0.02904036,0.21130138,1.66621380,0.84032083,0.03650743,2.69918035
-5.45972986,6.14852187,2.28204138,1.85646953,0.02904379,0.20785339,1.65791903,0.82958744,0.03567202,2.65808851
-5.45372686,6.04539013,2.23293373,1.82305284,0.02900006,0.20404375,1.64970227,0.81812703,0.03479823,2.61748783
-5.44772386,5.95066624,2.18649549,1.79771845,0.02891240,0.19992035,1.64185904,0.80605358,0.03389068,2.57779022
-5.44172086,5.86650880,2.14312209,1.78193712,0.02878575,0.19554304,1.63463319,0.79350096,0.03295544,2.53936292
-5.43571786,5.79492417,2.10311485,1.77707536,0.02862649,0.19098208,1.62820643,0.78061934,0.03199978,2.50252033
-5.42971486,5.73771327,2.06667604,1.78435808,0.02844222,0.18631610,1.62269048,0.76757088,0.03103189,2.46751700
-5.42371186,5.69642218,2.03390645,1.80483391,0.02824132,0.18162975,1.61812213,0.75452477,0.03006052,2.43454213
-5.41770885,5.67229816,2.00480568,1.83934354,0.02803251,0.17701099,1.61446163,0.74165203,0.02909466,2.40371585
-5.41170585,5.66625192,1.97927527,1.88849185,0.02782446,0.17254832,1.61159422,0.72912010,0.02814320,2.37508754
-5.40570285,5.67882769,1.95712466,1.95262413,0.02762523,0.16832797,1.60933510,0.71708770,0.02721457,2.34863637
-5.39969985,5.71018169,1.93808005,2.03180717,0.02744189,0.16443117,1.60743754,0.70570009,0.02631649,2.32427428
-5.39369685,5.76007016,1.92179582,2.12581540,0.02728005,0.16093174,1.60560386,0.69508499,0.02545570,2.30185134
-5.38769385,5.82784751,1.90786860,2.23412289,0.02714360,0.15789391,1.60349903,0.68534936,0.02463772,2.28116353
-5.38169085,5.91247491,1.89585321,2.35590152,0.02703439,0.15537069,1.60076624,0.67657724,0.02386676,2.26196288
-5.37568784,6.01253973,1.88528044,2.49002576,0.02695213,0.15340263,1.59704388,0.66882862,0.02314563,2.24396942
-5.36968484,6.12628539,1.87567570,2.63508458,0.02689432,0.15201711,1.59198331,0.66213948,0.02247570,2.22688485
-5.36368184,6.25165113,1.86657810,2.78940054,0.02685633,0.15122823,1.58526652,0.65652282,0.02185701,2.21040707
-5.35767884,6.38632093,1.85755904,2.95105624,0.02683160,0.15103711,1.57662297,0.65197069,0.02128832,2.19424520
-5.35167584,6.52777999,1.84823960,3.11792795,0.02681189,0.15143264,1.56584481,0.64845692,0.02076734,2.17813421
-5.34567284,6.67337726,1.83830585,3.28772595,0.02678768,0.15239271,1.55279968,0.64594041,0.02029092,2.16184846
-5.33966983,6.82039208,1.82752131,3.45804098,0.02674856,0.15388563,1.53744041,0.64436870,0.01985526,2.14521331
-5.33366683,6.96610247,1.81573592,3.62639567,0.02668371,0.15587177,1.51981104,0.64368155,0.01945620,2.12811427
-5.32766383,7.10785293,1.80289085,3.79029972,0.02658243,0.15830541,1.50004880,0.64381426,0.01908942,2.11050286
-5.32166083,7.24311915,1.78901900,3.94730731,0.02643459,0.16113644,1.47838174,0.64470057,0.01875072,2.09239890
-5.31565783,7.36956741,1.77424072,4.09507489,0.02623113,0.16431213,1.45512192,0.64627486,0.01843620,2.07388882
-5.30965483,7.48510646,1.75875513,4.23141757,0.02596449,0.16777864,1.43065456,0.64847360,0.01814242,2.05512008
-5.30365183,7.58793015,1.74282725,4.35436209,0.02562891,0.17148238,1.40542333,0.65123588,0.01786657,2.03629167
-5.29764882,7.67654939,1.72677141,4.46219465,0.02522084,0.17537111,1.37991252,0.65450317,0.01760649,2.01764131
-5.29164582,7.74981263,1.71093195,4.55350169,0.02473902,0.17939470,1.35462683,0.65821823,0.01736075,1.99942977
-5.28564282,7.80691453,1.69566197,4.62720235,0.02418470,0.18350577,1.33006981,0.66232340,0.01712862,1.98192337
-5.27963982,7.84739315,1.68130141,4.68257132,0.02356161,0.18765985,1.30672189,0.66675843,0.01691001,1.96537536
-5.27363682,7.87111648,1.66815551,4.71925149,0.02287593,0.19181556,1.28501914,0.67145808,0.01670539,1.95000747
-5.26763382,7.87825959,1.65647485,4.73725587,0.02213611,0.19593439,1.26533381,0.67634972,0.01651570,1.93599256
-5.26163082,7.86927410,1.64643816,4.73695912,0.02135270,0.19998049,1.24795765,0.68135123,0.01634217,1.92343952
-5.25562781,7.84485205,1.63813867,4.71907899,0.02053804,0.20392037,1.23308878,0.68636940,0.01618624,1.91238136
-5.24962481,7.80588607,1.63157499,4.68464878,0.01970590,0.20772251,1.22082288,0.69129906,0.01604942,1.90276709
-5.24362181,7.75342813,1.62664681,4.63498188,0.01887116,0.21135710,1.21114894,0.69602304,0.01593315,1.89445826
-5.23761881,7.68864864,1.62315578,4.57162997,0.01804934,0.21479575,1.20394992,0.70041310,0.01583869,1.88723004
-5.23161581,7.61279772,1.62081148,4.49633642,0.01725620,0.21801136,1.19900809,0.70433189,0.01576707,1.88077723
-5.22561281,7.52716979,1.61924207,4.41098674,0.01650733,0.22097808,1.19601472,0.70763572,0.01571900,1.87472463
-5.21960980,7.43307263,1.61800905,4.31755763,0.01581767,0.22367138,1.19458357,0.71017820,0.01569482,1.86864132
-5.21360680,7.33180117,1.61662528,4.21806642,0.01520116,0.22606821,1.19426740,0.71181451,0.01569451,1.86205813
-5.20760380,7.22461642,1.61457519,4.11452231,0.01467035,0.22814722,1.19457654,0.71240591,0.01571763,1.85448720
-5.20160080,7.11272905,1.61133615,4.00888084,0.01423601,0.22988906,1.19499863,0.71182455,0.01576339,1.84544270
-5.19559780,6.99728741,1.60639986,3.90300272,0.01390689,0.23127669,1.19501841,0.70995798,0.01583060,1.83446146
-5.18959480,6.87936920,1.59929265,3.79861794,0.01368943,0.23229569,1.19413680,0.70671331,0.01591774,1.82112254
-5.18359180,6.75997631,1.58959369,3.69729590,0.01358760,0.23293448,1.19188829,0.70202070,0.01602298,1.80506471
-5.17758879,6.64003192,1.57695040,3.60042204,0.01360271,0.23318460,1.18785594,0.69583602,0.01614415,1.78600093
-5.17158579,6.52037959,1.56109042,3.50918127,0.01373342,0.23304088,1.18168371,0.68814260,0.01627884,1.76372939
-5.16558279,6.40178376,1.54182978,3.42454812,0.01397569,0.23250160,1.17308560,0.67895187,0.01642436,1.73814052
-5.15957979,6.28493135,1.51907712,3.34728375,0.01432283,0.23156863,1.16185163,0.66830311,0.01657781,1.70921998
-5.15357679,6.17043453,1.49283417,3.27793905,0.01476571,0.23024760,1.14785082,0.65626220,0.01673605,1.67704762
-5.14757379,6.05883441,1.46319271,3.21686364,0.01529287,0.22854814,1.13103134,0.64291955,0.01689582,1.64179279
-5.14157079,5.95060578,1.43032846,3.16421982,0.01589088,0.22648415,1.11141831,0.62838748,0.01705368,1.60370633
-5.13556778,5.84616287,1.39449254,3.12000052,0.01654456,0.22407431,1.08910978,0.61279704,0.01720618,1.56311008
-5.12956478,5.74586599,1.35600111,3.08405038,0.01723743,0.22134257,1.06427129,0.59629469,0.01734986,1.52038435
-5.12356178,5.65002885,1.31522382,3.05608854,0.01795208,0.21831889,1.03712966,0.57903887,0.01748136,1.47595417
-5.11755878,5.55892632,1.27257164,3.03573213,0.01867063,0.21504014,1.00796641,0.56119669,0.01759756,1.43027497
-5.11155578,5.47280181,1.22848469,3.02251911,0.01937514,0.21155098,0.97711118,0.54294089,0.01769571,1.38381833
-5.10555278,5.39187405,1.18342046,3.01592933,0.02004812,0.20790493,0.94493547,0.52444710,0.01777352,1.33705824
-5.09954977,5.31634220,1.13784269,3.01540281,0.02067296,0.20416535,0.91184687,0.50589153,0.01782939,1.29045840
-5.09354677,5.24638896,1.09221124,3.02035453,0.02123435,0.20040631,0.87828371,0.48744898,0.01786248,1.24446073
-5.08754377,5.18218084,1.04697299,3.03018500,0.02171868,0.19671338,0.84471032,0.46929126,0.01787294,1.19947546
-5.08154077,5.12386545,1.00255385,3.04428672,0.02211438,0.19318398,0.81161240,0.45158582,0.01786193,1.15587268
-5.07553777,5.07156554,0.95935178,3.06204638,0.02241219,0.18992750,0.77949270,0.43449462,0.01783183,1.11397562
-5.06953477,5.02537004,0.91773090,3.08284353,0.02260538,0.18706489,0.74886641,0.41817309,0.01778620,1.07405546
-5.06353177,4.98532272,0.87801646,3.10604644,0.02268992,0.18472773,0.72025631,0.40276912,0.01772989,1.03632778
-5.05752876,4.95140915,0.84049072,3.13100620,0.02266447,0.18305675,0.69418730,0.38842195,0.01766891,1.00095038
-5.05152576,4.92354318,0.80538964,3.15705036,0.02253043,0.18219973,0.67118021,0.37526101,0.01761046,0.96802271
-5.04552276,4.90155416,0.77290038,3.18347749,0.02229178,0.18230889,0.65174484,0.36340457,0.01756268,0.93758652
-5.03951976,4.88517628,0.74315967,3.20955374,0.02195493,0.18353764,0.63637211,0.35295835,0.01753453,0.90962797
-5.03351676,4.87404119,0.71625298,3.23451280,0.02152845,0.18603696,0.62552550,0.34401390,0.01753550,0.88408094
-5.02751376,4.86767518,0.69221465,3.25755986,0.02102280,0.18995130,0.61963186,0.33664708,0.01757534,0.86083156
-5.02151076,4.86550153,0.67102899,3.27788025,0.02044990,0.19541436,0.61907182,0.33091648,0.01766375,0.83972390
-5.01550775,4.86684853,0.65263233,3.29465283,0.01982281,0.20254462,0.62417012,0.32686189,0.01781001,0.82056661
-5.00950475,4.87096313,0.63691621,3.30706773,0.01915524,0.21144103,0.63518621,0.32450312,0.01802262,0.80314040
-5.00350175,4.87702977,0.62373139,3.31434778,0.01846116,0.22217884,0.65230532,0.32383890,0.01830898,0.78720619
-4.99749875,4.88419337,0.61289295,3.31577242,0.01775437,0.23480584,0.67563066,0.32484625,0.01867506,0.77251362
-4.99149575,4.89158542,0.60418606,3.31070277,0.01704808,0.24933914,0.70517682,0.32748022,0.01912508,0.75880964
-4.98549275,4.89835144,0.59737247,3.29860610,0.01635455,0.26576263,0.74086495,0.33167405,0.01966129,0.74584700
-4.97948974,4.90367828,0.59219741,3.27907832,0.01568477,0.28402525,0.78251984,0.33733980,0.02028382,0.73339207
-4.97348674,4.90681959,0.58839675,3.25186253,0.01504814,0.30404018,0.82986930,0.34436952,0.02099051,0.72123207
-4.96748374,4.90711795,0.58570410,3.21686266,0.01445232,0.32568509,0.88254580,0.35263685,0.02177694,0.70918101
-4.96148074,4.90402231,0.58385768,3.17415084,0.01390302,0.34880327,0.94009070,0.36199904,0.02263644,0.69708448
-4.95547774,4.89709992,0.58260669,3.12396793,0.01340397,0.37320601,1.00196082,0.37229941,0.02356026,0.68482296
-4.94947474,4.88604219,0.58171701,3.06671702,0.01295690,0.39867570,1.06753737,0.38337013,0.02453778,0.67231349
-4.94347174,4.87066429,0.58097595,3.00295012,0.01256160,0.42497006,1.13613699,0.39503527,0.02555674,0.65950986
-4.93746873,4.85089893,0.58019610,2.93334862,0.01221603,0.45182697,1.20702454,0.40711399,0.02660363,0.64640125
-4.93146573,4.82678493,0.57921803,2.85869870,0.01191653,0.47896998,1.27942728,0.41942382,0.02766408,0.63300947
-4.92546273,4.79845149,0.57791177,2.77986300,0.01165804,0.50611418,1.35254991,0.43178395,0.02872321,0.61938498
-4.91945973,4.76609942,0.57617730,2.69775000,0.01143437,0.53297227,1.42558997,0.44401833,0.02976611,0.60560200
-4.91345673,4.72998053,0.57394375,2.61328283,0.01123849,0.55926056,1.49775301,0.45595859,0.03077822,0.59175279
-4.90745373,4.69037642,0.57116772,2.52736910,0.01106290,0.58470468,1.56826697,0.46744656,0.03174575,0.57794162
-4.90145073,4.64757794,0.56783059,2.44087307,0.01089988,0.60904485,1.63639523,0.47833650,0.03265599,0.56427849
-4.89544772,4.60186622,0.56393514,2.35459158,0.01074185,0.63204040,1.70144788,0.48849669,0.03349770,0.55087301
-4.88944472,4.55349629,0.55950151,2.26923443,0.01058171,0.65347345,1.76279087,0.49781067,0.03426128,0.53782864
-4.88344172,4.50268373,0.55456284,2.18541008,0.01041305,0.67315174,1.81985275,0.50617782,0.03493901,0.52523751
-4.87743872,4.44959497,0.54916066,2.10361680,0.01023047,0.69091042,1.87212902,0.51351351,0.03552516,0.51317602
-4.87143572,4.39434137,0.54334030,2.02423920,0.01002975,0.70661291,1.91918403,0.51974880,0.03601609,0.50170128
-4.86543272,4.33697716,0.53714660,1.94755003,0.00980808,0.72015090,1.96065083,0.52482973,0.03641025,0.49084872
-4.85942971,4.27750135,0.53062000,1.87371652,0.00956413,0.73144365,1.99622926,0.52871638,0.03670818,0.48063062
-4.85342671,4.21586329,0.52379328,1.80281060,0.00929819,0.74043677,2.02568271,0.53138180,0.03691250,0.47103591
-4.84742371,4.15197189,0.51668909,1.73482236,0.00901220,0.74710062,2.04883436,0.53281100,0.03702782,0.46203098
-4.84142071,4.08570813,0.50931846,1.66967564,0.00870978,0.75142874,2.06556330,0.53300008,0.03706076,0.45356164
-4.83541771,4.01694064,0.50168023,1.60724516,0.00839620,0.75343635,2.07580121,0.53195562,0.03701990,0.44555604
-4.82941471,3.94554395,0.49376158,1.54737427,0.00807831,0.75315925,2.07953015,0.52969457,0.03691579,0.43792855
-4.82341171,3.87141901,0.48553967,1.48989262,0.00776452,0.75065321,2.07678189,0.52624458,0.03676100,0.43058433
-4.81740870,3.79451527,0.47698410,1.43463318,0.00746464,0.74599396,2.06763883,0.52164477,0.03657021,0.42342454
-4.81140570,3.71485382,0.46806032,1.38144797,0.00718980,0.73927781,2.05223684,0.51594708,0.03636026,0.41635190
-4.80540270,3.63255045,0.45873363,1.33022221,0.00695232,0.73062281,2.03076958,0.50921790,0.03615035,0.40927643
-4.79939970,3.54783774,0.44897366,1.28088632,0.00676555,0.72017028,2.00349404,0.50154005,0.03596205,0.40212107
-4.79339670,3.46108492,0.43875894,1.23342557,0.00664373,0.70808662,1.97073663,0.49301465,0.03581944,0.39482693
-4.78739370,3.37281425,0.42808137,1.18788714,0.00660175,0.69456487,1.93289926,0.48376300,0.03574911,0.38735801
-4.78139070,3.28371246,0.41695028,1.14438428,0.00665501,0.67982601,1.89046429,0.47392785,0.03578009,0.37970495
-4.77538769,3.19463619,0.40539586,1.10309747,0.00681915,0.66411939,1.84399779,0.46367412,0.03594363,0.37188776
-4.76938469,3.10661003,0.39347150,1.06427253,0.00710975,0.64772220,1.79415003,0.45318865,0.03627289,0.36395725
-4.76338169,3.02081648,0.38125522,1.02821553,0.00754205,0.63093751,1.74165269,0.44267881,0.03680242,0.35599506
-4.75737869,2.93857716,0.36884965,0.99528478,0.00813060,0.61409085,1.68731221,0.43236994,0.03756745,0.34811223
-4.75137569,2.86132534,0.35638085,0.96587982,0.00888880,0.59752515,1.63199889,0.42250140,0.03860303,0.34044629
-4.74537269,2.79057007,0.34399576,0.94042801,0.00982848,0.58159400,1.57663197,0.41332141,0.03994291,0.33315699
-4.73936968,2.72785294,0.33185846,0.91936898,0.01095942,0.56665351,1.52216082,0.40508069,0.04161839,0.32642079
-4.73336668,2.67469907,0.32014551,0.90313758,0.01228881,0.55305287,1.46954294,0.39802514,0.04365688,0.32042437
-4.72736368,2.63256434,0.30904036,0.89214620,0.01382070,0.54112406,1.41971964,0.39238789,0.04608055,0.31535752
-4.72136068,2.60278136,0.29872748,0.88676711,0.01555549,0.53117118,1.37359054,0.38838113,0.04890484,0.31140562
-4.71535768,2.58650692,0.28938620,0.88731586,0.01748945,0.52345996,1.33198816,0.38618805,0.05213713,0.30874229
-4.70935468,2.58467407,0.28118480,0.89403675,0.01961421,0.51820801,1.29565402,0.38595540,0.05577547,0.30752248
-4.70335168,2.59795161,0.27427518,0.90709111,0.02191649,0.51557640,1.26521750,0.38778727,0.05980757,0.30787643
-4.69734867,2.62671380,0.26878831,0.92654952,0.02437781,0.51566315,1.24117891,0.39174027,0.06421014,0.30990485
-4.69134567,2.67102273,0.26483079,0.95238841,0.02697441,0.51849919,1.22389768,0.39782073,0.06894851,0.31367571
-4.68534267,2.73062498,0.26248268,0.98449167,0.02967737,0.52404705,1.21358657,0.40598414,0.07397674,0.31922264
-4.67933967,2.80496368,0.26179679,1.02265747,0.03245287,0.53220255,1.21031231,0.41613694,0.07923822,0.32654537
-4.67333667,2.89320604,0.26279925,1.06661011,0.03526267,0.54279967,1.21400284,0.42814081,0.08466674,0.33561196
-4.66733367,2.99428560,0.26549154,1.11601661,0.03806483,0.55561840,1.22446075,0.44181937,0.09018803,0.34636277
-4.66133067,3.10695748,0.26985356,1.17050708,0.04081458,0.57039523,1.24138222,0.45696692,0.09572176,0.35871614
-4.65532766,3.22986373,0.27584772,1.22969795,0.04346544,0.58683600,1.26438040,0.47335897,0.10118398,0.37257510
-4.64932466,3.36160566,0.28342360,1.29321654,0.04597037,0.60463025,1.29301186,0.49076406,0.10648975,0.38783511
-4.64332166,3.50081862,0.29252291,1.36072546,0.04828315,0.62346650,1.32680436,0.50895606,0.11155606,0.40439190
