energy_ev,total_up,Ag_p_up,Ag_d_up,In_p_up,In_d_up,S_s_up,S_p_up
-6.00000000,6.86224203,0.37266698,6.57988423,0.17469460,0.01852311,0.00196766,0.06138723
-5.99399700,7.01603878,0.38007074,6.73005043,0.17527300,0.01890218,0.00197311,0.06158926
-5.98799400,7.15351042,0.38639814,6.86475330,0.17551137,0.01923746,0.00198277,0.06165659
-5.98199100,7.27307000,0.39152169,6.98248147,0.17539678,0.01952527,0.00199634,0.06157157
-5.97598799,7.37351681,0.39534462,7.08208829,0.17492272,0.01976285,0.00201371,0.06132097
-5.96998499,7.45407613,0.39780398,7.16282996,0.17408954,0.01994841,0.00203507,0.06089645
-5.96398199,7.51442814,0.39887301,7.22439339,0.17290492,0.02008114,0.00206096,0.06029497
-5.95797899,7.55472441,0.39856248,7.26691222,0.17138420,0.02016125,0.00209229,0.05951902
-5.95197599,7.57559092,0.39692114,7.29097004,0.16955056,0.02018995,0.00213041,0.05857678
-5.94597299,7.57811709,0.39403523,7.29759019,0.16743508,0.02016941,0.00217714,0.05748213
-5.93996998,7.56383077,0.39002695,7.28821221,0.16507655,0.02010272,0.00223476,0.05625449
-5.93396698,7.53465976,0.38505210,7.26465528,0.16252099,0.01999378,0.00230603,0.05491860
-5.92796398,7.49288087,0.37929695,7.22906980,0.15982099,0.01984723,0.00239419,0.05350415
-5.92196098,7.44105823,0.37297448,7.18387856,0.15703477,0.01966831,0.00250293,0.05204530
-5.91595798,7.38197294,0.36632017,7.13170945,0.15422501,0.01946270,0.00263637,0.05058013
-5.90995498,7.31854632,0.35958752,7.07532201,0.15145748,0.01923640,0.00279907,0.04915005
-5.90395198,7.25375959,0.35304349,7.01753044,0.14879962,0.01899557,0.00299593,0.04779918
-5.89794897,7.19057292,0.34696413,6.96112567,0.14631898,0.01874634,0.00323225,0.04657367
-5.89194597,7.13184639,0.34163042,6.90879935,0.14408172,0.01849470,0.00351363,0.04552109
-5.88594297,7.08026610,0.33732465,6.86307237,0.14215118,0.01824631,0.00384602,0.04468984
-5.87993997,7.03827750,0.33432732,6.82623034,0.14058669,0.01800642,0.00423563,0.04412856
-5.87393697,7.00802855,0.33291472,6.80026833,0.13944251,0.01777973,0.00468901,0.04388569
-5.86793397,6.99132427,0.33335722,6.78684634,0.13876716,0.01757036,0.00521297,0.04400901
-5.86193097,6.98959398,0.33591821,6.78725715,0.13860307,0.01738172,0.00581465,0.04454528
-5.85592796,7.00387208,0.34085365,6.80240699,0.13898655,0.01721656,0.00650147,0.04553995
-5.84992496,7.03479234,0.34841208,6.83280937,0.13994813,0.01707694,0.00728114,0.04703693
-5.84392196,7.08259537,0.35883502,6.87859180,0.14151322,0.01696427,0.00816167,0.04907832
-5.83791896,7.14714826,0.37235738,6.93951438,0.14370308,0.01687935,0.00915133,0.05170430
-5.83191596,7.22797484,0.38920787,7.01499903,0.14653588,0.01682249,0.01025857,0.05495290
-5.82591296,7.32429481,0.40960887,7.10416763,0.15002795,0.01679353,0.01149198,0.05885976
