energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-5.77788894,2.20463268,0.63419084,0.52890214,0.00108006,0.54551656,0.74753626,0.58556879,0.01368634,0.47003996
-5.77188594,2.16745952,0.62094814,0.51035649,0.00098034,0.54120723,0.72744519,0.58080589,0.01367866,0.46178383
-5.76588294,2.13004311,0.60675357,0.49295795,0.00089306,0.53557541,0.70703662,0.57516474,0.01376012,0.45491470
-5.75987994,2.09305480,0.59173204,0.47692923,0.00081838,0.52875904,0.68646488,0.56881909,0.01392648,0.44957493
-5.75387694,2.05732179,0.57606600,0.46251964,0.00075637,0.52094850,0.66595328,0.56199192,0.01417192,0.44592762
-5.74787394,2.02380559,0.55998829,0.45000141,0.00070707,0.51238019,0.64578819,0.55494871,0.01448911,0.44415309
-5.74187094,1.99357591,0.54377319,0.43966537,0.00067046,0.50332852,0.62631086,0.54798948,0.01486931,0.44444473
-5.73586793,1.96778119,0.52772621,0.43181604,0.00064652,0.49409662,0.60790727,0.54143977,0.01530247,0.44700427
-5.72986493,1.94761668,0.51217287,0.42676620,0.00063518,0.48500620,0.59099640,0.53564100,0.01577740,0.45203681
-5.72386193,1.93429135,0.49744718,0.42483119,0.00063638,0.47638691,0.57601738,0.53094059,0.01628192,0.45974557
-5.71785893,1.92899457,0.48388018,0.42632287,0.00065003,0.46856564,0.56341594,0.52768204,0.01680308,0.47032659
-5.71185593,1.93286338,0.47178883,0.43154338,0.00067600,0.46185604,0.55363042,0.52619542,0.01732742,0.48396341
-5.70585293,1.94695114,0.46146577,0.44077872,0.00071413,0.45654872,0.54707791,0.52678839,0.01784123,0.50082179
-5.69984992,1.97219803,0.45317018,0.45429210,0.00076419,0.45290227,0.54414078,0.52973799,0.01833086,0.52104447
-5.69384692,2.00940391,0.44711981,0.47231719,0.00082585,0.45113544,0.54515374,0.53528321,0.01878304,0.54474595
-5.68784392,2.05920355,0.44348457,0.49505123,0.00089871,0.45142049,0.55039206,0.54361860,0.01918517,0.57200730
-5.68184092,2.12204472,0.44238150,0.52264797,0.00098220,0.45387800,0.56006077,0.55488879,0.01952567,0.60287098
-5.67583792,2.19816894,0.44387132,0.55521065,0.00107561,0.45857300,0.57428539,0.56918388,0.01979425,0.63733571
-5.66983492,2.28759520,0.44795645,0.59278506,0.00117806,0.46551261,0.59310421,0.58653584,0.01998217,0.67535145
-5.66383192,2.39010664,0.45458047,0.63535278,0.00128849,0.47464498,0.61646228,0.60691582,0.02008245,0.71681454
-5.65782891,2.50524069,0.46362893,0.68282498,0.00140561,0.48585962,0.64420741,0.63023224,0.02009005,0.76156332
-5.65182591,2.63228265,0.47493146,0.73503691,0.00152795,0.49898904,0.67608826,0.65632989,0.02000198,0.80937424
-5.64582291,2.77026345,0.48826501,0.79174340,0.00165386,0.51381157,0.71175456,0.68498994,0.01981727,0.85995894
-5.63981991,2.91796196,0.50335829,0.85261581,0.00178149,0.53005534,0.75075977,0.71593099,0.01953703,0.91296243
-5.63381691,3.07391239,0.51989713,0.91724067,0.00190885,0.54740339,0.79256615,0.74881120,0.01916429,0.96796276
-5.62781391,3.23641745,0.53753080,0.98512031,0.00203383,0.56549976,0.83655232,0.78323171,0.01870387,1.02447250
-5.62181091,3.40356759,0.55587919,1.05567583,0.00215424,0.58395660,0.88202323,0.81874136,0.01816218,1.08194217
-5.61580790,3.57326674,0.57454069,1.12825263,0.00226789,0.60236209,0.92822257,0.85484281,0.01754697,1.13976597
-5.60980490,3.74326455,0.59310064,1.20212844,0.00237260,0.62028916,0.97434737,0.89100025,0.01686708,1.19728974
-5.60380190,3.91119511,0.61114022,1.27652402,0.00246629,0.63730486,1.01956457,0.92664848,0.01613213,1.25382131
-5.59779890,4.07462137,0.62824569,1.35061630,0.00254705,0.65298019,1.06302914,0.96120340,0.01535225,1.30864291
-5.59179590,4.23108470,0.64401751,1.42355368,0.00261315,0.66690017,1.10390343,0.99407386,0.01453781,1.36102552
-5.58579290,4.37815812,0.65807945,1.49447316,0.00266316,0.67867400,1.14137707,1.02467438,0.01369915,1.41024473
-5.57978989,4.51350183,0.67008714,1.56251862,0.00269594,0.68794486,1.17468698,1.05243863,0.01284633,1.45559753
-5.57378689,4.63491918,0.67973601,1.62685991,0.00271071,0.69439931,1.20313665,1.07683321,0.01198898,1.49641954
-5.56778389,4.74041119,0.68676823,1.68671173,0.00270708,0.69777562,1.22611427,1.09737120,0.01113611,1.53210195
-5.56178089,4.82822752,0.69097848,1.74135198,0.00268502,0.69787113,1.24310886,1.11362515,0.01029600,1.56210758
-5.55577789,4.89691191,0.69221839,1.79013858,0.00264491,0.69454796,1.25372381,1.12523886,0.00947611,1.58598529
-5.54977489,4.94534035,0.69039933,1.83252429,0.00258753,0.68773707,1.25768751,1.13193749,0.00868305,1.60338226
-5.54377189,4.97275027,0.68549365,1.86806900,0.00251396,0.67744039,1.25486030,1.13353577,0.00792257,1.61405351
-5.53776888,4.97875961,0.67753420,1.89644890,0.00242566,0.66373088,1.24523779,1.12994360,0.00719960,1.61786833
-5.53176588,4.96337501,0.66661221,1.91746247,0.00232429,0.64675046,1.22895017,1.12116914,0.00651826,1.61481343
-5.52576288,4.92698875,0.65287357,1.93103289,0.00221178,0.62670592,1.20625761,1.10731901,0.00588198,1.60499251
-5.51975988,4.87036468,0.63651378,1.93720704,0.00209018,0.60386287,1.17754198,1.08859566,0.00529355,1.58862249
-5.51375688,4.79461379,0.61777168,1.93615125,0.00196164,0.57853803,1.14329509,1.06529199,0.00475522,1.56602657
-5.50775388,4.70116048,0.59692226,1.92814387,0.00182834,0.55109003,1.10410401,1.03778349,0.00426882,1.53762432
-5.50175088,4.59170097,0.57426882,1.91356534,0.00169241,0.52190925,1.06063407,1.00651816,0.00383586,1.50391944
-5.49574787,4.46815566,0.55013482,1.89288600,0.00155592,0.49140692,1.01361008,0.97200455,0.00345759,1.46548557
-5.48974487,4.33261715,0.52485561,1.86665212,0.00142078,0.46000402,0.96379662,0.93479860,0.00313515,1.42295076
-5.48374187,4.18729599,0.49877046,1.83547094,0.00128873,0.42812036,0.91197794,0.89548952,0.00286958,1.37698123
-5.47773887,4.03446603,0.47221497,1.79999484,0.00116134,0.39616419,0.85893841,0.85468538,0.00266195,1.32826491
-5.47173587,3.87641101,0.44551420,1.76090545,0.00103990,0.36452282,0.80544392,0.81299878,0.00251336,1.27749541
-5.46573287,3.71537416,0.41897657,1.71889799,0.00092550,0.33355431,0.75222495,0.77103312,0.00242495,1.22535678
-5.45972986,3.55351188,0.39288874,1.67466615,0.00081899,0.30358075,0.69996170,0.72936986,0.00239793,1.17250951
-5.45372686,3.39285272,0.36751141,1.62888794,0.00072099,0.27488301,0.64927164,0.68855693,0.00243354,1.11957811
-5.44772386,3.23526216,0.34307612,1.58221276,0.00063188,0.24769716,0.60069971,0.64909867,0.00253299,1.06714039
-5.44172086,3.08241379,0.31978299,1.53524971,0.00055187,0.22221259,0.55471126,0.61144742,0.00269736,1.01571874
-5.43571786,2.93576708,0.29779941,1.48855757,0.00048096,0.19857152,0.51168766,0.57599673,0.00292754,0.96577332
-5.42971486,2.79655148,0.27725949,1.44263632,0.00041902,0.17687015,0.47192460,0.54307634,0.00322404,0.91769726
-5.42371186,2.66575687,0.25826422,1.39792043,0.00036579,0.15716083,0.43563269,0.51294880,0.00358689,0.87181377
-5.41770885,2.54412989,0.24088227,1.35477394,0.00032088,0.13945537,0.40294028,0.48580762,0.00401545,0.82837511
-5.41170585,2.43217574,0.22515131,1.31348738,0.00028384,0.12372913,0.37389802,0.46177693,0.00450826,0.78756319
-5.40570285,2.33016493,0.21107974,1.27427653,0.00025417,0.10992556,0.34848492,0.44091244,0.00506289,0.74949186
-5.39969985,2.23814458,0.19864880,1.23728307,0.00023130,0.09796120,0.32661565,0.42320362,0.00567576,0.71421044
-5.39369685,2.15595355,0.18781492,1.20257706,0.00021464,0.08773073,0.30814847,0.40857696,0.00634205,0.68170861
-5.38769385,2.08324113,0.17851234,1.17016110,0.00020362,0.07911189,0.29289386,0.39690020,0.00705559,0.65192230
-5.38169085,2.01948861,0.17065591,1.13997626,0.00019762,0.07197036,0.28062327,0.38798743,0.00780882,0.62474037
-5.37568784,1.96403323,0.16414404,1.11190934,0.00019605,0.06616415,0.27107792,0.38160498,0.00859281,0.60001212
-5.36968484,1.91609412,0.15886180,1.08580156,0.00019832,0.06154763,0.26397734,0.37747803,0.00939728,0.57755511
-5.36368184,1.87479957,0.15468405,1.06145807,0.00020386,0.05797515,0.25902766,0.37529780,0.01021078,0.55716334
-5.35767884,1.83921511,0.15147869,1.03865837,0.00021209,0.05530408,0.25592930,0.37472933,0.01102083,0.53861547
-5.35167584,1.80837193,0.14910991,1.01716692,0.00022249,0.05339740,0.25438412,0.37541963,0.01181419,0.52168288
-5.34567284,1.78129484,0.14744143,0.99674397,0.00023450,0.05212581,0.25410192,0.37700623,0.01257716,0.50613735
-5.33966983,1.75702936,0.14633956,0.97715590,0.00024762,0.05136934,0.25480613,0.37912578,0.01329593,0.49175825
-5.33366683,1.73466725,0.14567624,0.95818506,0.00026136,0.05101852,0.25623880,0.38142282,0.01395694,0.47833890
-5.32766383,1.71336985,0.14533182,0.93963852,0.00027525,0.05097527,0.25816475,0.38355817,0.01454730,0.46569207
-5.32166083,1.69238871,0.14519753,0.92135568,0.00028884,0.05115325,0.26037488,0.38521716,0.01505517,0.45365446
-5.31565783,1.67108308,0.14517765,0.90321438,0.00030173,0.05147807,0.26268856,0.38611702,0.01547014,0.44208998
-5.30965483,1.64893362,0.14519131,0.88513544,0.00031353,0.05188711,0.26495528,0.38601364,0.01578362,0.43089189
-5.30365183,1.62555228,0.14517383,0.86708543,0.00032393,0.05232916,0.26705533,0.38470716,0.01598907,0.41998366
-5.29764882,1.60068794,0.14507760,0.84907780,0.00033263,0.05276378,0.26889966,0.38204641,0.01608228,0.40931874
-5.29164582,1.57422772,0.14487254,0.83117217,0.00033940,0.05316060,0.27042895,0.37793192,0.01606150,0.39887909
-5.28564282,1.54619416,0.14454601,0.81347207,0.00034407,0.05349835,0.27161191,0.37231745,0.01592754,0.38867281
-5.27963982,1.51673825,0.14410237,0.79612113,0.00034653,0.05376389,0.27244292,0.36520997,0.01568372,0.37873078
-5.27363682,1.48612864,0.14356209,0.77929791,0.00034671,0.05395109,0.27293908,0.35666797,0.01533576,0.36910276
-5.26763382,1.45473762,0.14296047,0.76320953,0.00034462,0.05405973,0.27313671,0.34679842,0.01489162,0.35985282
-5.26163082,1.42302404,0.14234610,0.74808437,0.00034034,0.05409432,0.27308765,0.33575215,0.01436122,0.35105458
-5.25562781,1.39151415,0.14177907,0.73416409,0.00033399,0.05406297,0.27285517,0.32371808,0.01375612,0.34278626
-5.24962481,1.36078065,0.14132891,0.72169503,0.00032575,0.05397635,0.27250988,0.31091642,0.01308913,0.33512591
-5.24362181,1.33142092,0.14107245,0.71091957,0.00031584,0.05384664,0.27212576,0.29759104,0.01237393,0.32814680
-5.23761881,1.30403501,0.14109154,0.70206731,0.00030452,0.05368668,0.27177622,0.28400138,0.01162466,0.32191335
-5.23161581,1.27920409,0.14147074,0.69534677,0.00029209,0.05350908,0.27153064,0.27041414,0.01085545,0.31647753
-5.22561281,1.25747010,0.14229487,0.69093745,0.00027886,0.05332565,0.27145117,0.25709507,0.01008013,0.31187603
-5.21960980,1.23931719,0.14364659,0.68898285,0.00026515,0.05314679,0.27159017,0.24430103,0.00931176,0.30812808
-5.21360680,1.22515557,0.14560402,0.68958452,0.00025130,0.05298112,0.27198815,0.23227278,0.00856242,0.30523414
-5.20760380,1.21530813,0.14823824,0.69279741,0.00023760,0.05283519,0.27267226,0.22122849,0.00784287,0.30317535
-5.20160080,1.21000041,0.15161093,0.69862676,0.00022436,0.05271335,0.27365555,0.21135833,0.00716239,0.30191380
-5.19559780,1.20935405,0.15577205,0.70702668,0.00021186,0.05261772,0.27493668,0.20282014,0.00652865,0.30139350
-5.18959480,1.21338400,0.16075757,0.71790054,0.00020032,0.05254824,0.27650034,0.19573635,0.00594761,0.30154208
-5.18359180,1.22199946,0.16658750,0.73110327,0.00018996,0.05250281,0.27831818,0.19019226,0.00542351,0.30227301
-5.17758879,1.23500853,0.17326406,0.74644550,0.00018093,0.05247756,0.28035019,0.18623542,0.00495889,0.30348832
-5.17158579,1.25212644,0.18077034,0.76369954,0.00017335,0.05246709,0.28254651,0.18387644,0.00455468,0.30508167
-5.16558279,1.27298697,0.18906928,0.78260705,0.00016729,0.05246475,0.28484953,0.18309084,0.00421034,0.30694164
-5.15957979,1.29715667,0.19810338,0.80288806,0.00016278,0.05246302,0.28719625,0.18382197,0.00392396,0.30895507
-5.15357679,1.32415144,0.20779501,0.82425121,0.00015982,0.05245380,0.28952071,0.18598493,0.00369247,0.31101033
-5.14757379,1.35345487,0.21804756,0.84640475,0.00015835,0.05242876,0.29175645,0.18947119,0.00351180,0.31300046
-5.14157079,1.38453765,0.22874740,0.86906795,0.00015829,0.05237960,0.29383891,0.19415378,0.00337710,0.31482594
-5.13556778,1.41687750,0.23976679,0.89198247,0.00015955,0.05229839,0.29570760,0.19989298,0.00328295,0.31639702
-5.12956478,1.44997878,0.25096766,0.91492333,0.00016199,0.05217775,0.29730809,0.20654217,0.00322349,0.31763564
-5.12356178,1.48339137,0.26220632,0.93770905,0.00016547,0.05201108,0.29859362,0.21395361,0.00319270,0.31847671
-5.11755878,1.51672795,0.27333878,0.96021060,0.00016986,0.05179273,0.29952634,0.22198418,0.00318452,0.31886883
-5.11155578,1.54967929,0.28422687,0.98235899,0.00017501,0.05151809,0.30007818,0.23050053,0.00319303,0.31877448
-5.10555278,1.58202716,0.29474465,1.00415102,0.00018077,0.05118369,0.30023124,0.23938382,0.00321263,0.31816962
-5.09954977,1.61365434,0.30478508,1.02565349,0.00018702,0.05078723,0.29997783,0.24853352,0.00323813,0.31704281
-5.09354677,1.64455170,0.31426666,1.04700534,0.00019366,0.05032756,0.29932008,0.25787041,0.00326489,0.31539405
-5.08754377,1.67482217,0.32313969,1.06841820,0.00020060,0.04980471,0.29826928,0.26733852,0.00328891,0.31323322
-5.08154077,1.70468154,0.33139202,1.09017518,0.00020778,0.04921981,0.29684487,0.27690593,0.00330693,0.31057848
-5.07553777,1.73445640,0.33905394,1.11262811,0.00021515,0.04857508,0.29507335,0.28656447,0.00331642,0.30745458
-5.06953477,1.76457918,0.34620198,1.13619354,0.00022272,0.04787372,0.29298695,0.29632826,0.00331566,0.30389137
-5.06353177,1.79558083,0.35296157,1.16134744,0.00023050,0.04711993,0.29062245,0.30623122,0.00330375,0.29992240
-5.05752876,1.82808108,0.35950818,1.18861900,0.00023853,0.04631886,0.28801988,0.31632367,0.00328054,0.29558389
-5.05152576,1.86277690,0.36606712,1.21858344,0.00024687,0.04547654,0.28522147,0.32666808,0.00324669,0.29091403
-5.04552276,1.90042925,0.37291181,1.25185398,0.00025559,0.04459995,0.28227074,0.33733434,0.00320351,0.28595263
-5.03951976,1.94184836,0.38036047,1.28907296,0.00026478,0.04369695,0.27921176,0.34839466,0.00315297,0.28074109
-5.03351676,1.98787783,0.38877154,1.33090198,0.00027453,0.04277634,0.27608870,0.35991845,0.00309760,0.27532275
-5.02751376,2.03937754,0.39853765,1.37801090,0.00028493,0.04184781,0.27294552,0.37196727,0.00304036,0.26974335
-5.02151076,2.09720557,0.41007844,1.43106569,0.00029604,0.04092199,0.26982591,0.38459032,0.00298458,0.26405174
-5.01550775,2.16219915,0.42383235,1.49071475,0.00030794,0.04001035,0.26677330,0.39782055,0.00293383,0.25830049
-5.00950475,2.23515464,0.44024748,1.55757386,0.00032067,0.03912520,0.26383095,0.41167152,0.00289180,0.25254646
-5.00350175,2.31680677,0.45977174,1.63220944,0.00033425,0.03827949,0.26104213,0.42613535,0.00286223,0.24685118
-4.99749875,2.40780704,0.48284251,1.71512043,0.00034867,0.03748671,0.25845007,0.44118156,0.00284875,0.24128089
-4.99149575,2.50870179,0.50987585,1.80671894,0.00036389,0.03676061,0.25609796,0.45675711,0.00285481,0.23590624
-4.98549275,2.61991007,0.54125560,1.90731006,0.00037986,0.03611490,0.25402866,0.47278728,0.00288358,0.23080160
-4.97948974,2.74170196,0.57732248,2.01707151,0.00039648,0.03556295,0.25228417,0.48917763,0.00293786,0.22604393
-4.97348674,2.87417789,0.61836332,2.13603377,0.00041363,0.03511730,0.25090497,0.50581655,0.00302000,0.22171135
-4.96748374,3.01724981,0.66460086,2.26406185,0.00043120,0.03478929,0.24992898,0.52257856,0.00313187,0.21788134
-4.96148074,3.17062509,0.71618408,2.40083949,0.00044902,0.03458853,0.24939042,0.53932787,0.00327475,0.21462871
-4.95547774,3.33379409,0.77317959,2.54585706,0.00046696,0.03452246,0.24931843,0.55592217,0.00344933,0.21202356
-4.94947474,3.50602250,0.83556408,2.69840429,0.00048486,0.03459590,0.24973561,0.57221640,0.00365571,0.21012914
-4.94347174,3.68634920,0.90321843,2.85756857,0.00050261,0.03481063,0.25065652,0.58806635,0.00389331,0.20899993
-4.93746873,3.87359062,0.97592343,3.02223992,0.00052007,0.03516507,0.25208629,0.60333189,0.00416095,0.20867992
-4.93146573,4.06635206,1.05335769,3.19112297,0.00053719,0.03565400,0.25401928,0.61787974,0.00445684,0.20920133
-4.92546273,4.26304639,1.13509772,3.36275622,0.00055390,0.03626850,0.25643815,0.63158585,0.00477860,0.21058365
-4.91945973,4.46191993,1.22062057,3.53553841,0.00057022,0.03699586,0.25931311,0.64433708,0.00512329,0.21283330
-4.91345673,4.66108524,1.30930900,3.70776139,0.00058619,0.03781981,0.26260169,0.65603254,0.00548750,0.21594363
-4.90745373,4.85855994,1.40045927,3.87764846,0.00060190,0.03872072,0.26624892,0.66658440,0.00586740,0.21989559
-4.90145073,5.05231030,1.49329149,4.04339687,0.00061750,0.03967607,0.27018802,0.67591831,0.00625882,0.22465863
-4.89544772,5.24029817,1.58696231,4.20322273,0.00063318,0.04066096,0.27434154,0.68397361,0.00665730,0.23019210
-4.88944472,5.42052931,1.68057968,4.35540643,0.00064916,0.04164880,0.27862309,0.69070326,0.00705823,0.23644679
-4.88344172,5.59110128,1.77321927,4.49833652,0.00066571,0.04261208,0.28293936,0.69607378,0.00745692,0.24336664
-4.87743872,5.75024880,1.86394212,4.63055016,0.00068308,0.04352313,0.28719256,0.70006503,0.00784868,0.25089044
-4.87143572,5.89638464,1.95181292,4.75076818,0.00070156,0.04435502,0.29128321,0.70267018,0.00822894,0.25895345
-4.86543272,6.02813443,2.03591835,4.85792321,0.00072140,0.04508236,0.29511291,0.70389560,0.00859331,0.26748867
-4.85942971,6.14436393,2.11538497,4.95117982,0.00074283,0.04568218,0.29858736,0.70376098,0.00893767,0.27642799
-4.85342671,6.24419785,2.18939596,5.02994590,0.00076604,0.04613458,0.30161916,0.70229937,0.00925828,0.28570285
-4.84742371,6.32702987,2.25720638,5.09387515,0.00079115,0.04642348,0.30413056,0.69955745,0.00955176,0.29524457
-4.84142071,6.39252383,2.31815639,5.14286112,0.00081822,0.04653704,0.30605585,0.69559564,0.00981522,0.30498439
-4.83541771,6.44060688,2.37168219,5.17702376,0.00084722,0.04646812,0.30734341,0.69048831,0.01004627,0.31485313
-4.82941471,6.47145556,2.41732457,5.19668966,0.00087803,0.04621447,0.30795737,0.68432388,0.01024304,0.32478073
-4.82341171,6.48547638,2.45473481,5.20236795,0.00091044,0.04577881,0.30787875,0.67720473,0.01040420,0.33469569
-4.81740870,6.48328253,2.48367815,5.19472344,0.00094416,0.04516873,0.30710614,0.66924711,0.01052896,0.34452450
-4.81140570,6.46566868,2.50403492,5.17454917,0.00097882,0.04439645,0.30565584,0.66058067,0.01061708,0.35419137
-4.80540270,6.43358544,2.51579952,5.14274008,0.00101398,0.04347842,0.30356158,0.65134794,0.01066885,0.36361811
-4.79939970,6.38811529,2.51907754,5.10026933,0.00104916,0.04243485,0.30087371,0.64170346,0.01068508,0.37272456
-4.79339670,6.33045098,2.51408130,5.04816849,0.00108385,0.04128908,0.29765810,0.63181273,0.01066705,0.38142936
-4.78739370,6.26187730,2.50112408,4.98751231,0.00111755,0.04006693,0.29399455,0.62185085,0.01061651,0.38965133
-4.78139070,6.18375649,2.48061323,4.91940816,0.00114977,0.03879596,0.28997503,0.61200089,0.01053563,0.39731127
-4.77538769,6.09751702,2.45304236,4.84498983,0.00118009,0.03750475,0.28570163,0.60245193,0.01042698,0.40433418
-4.76938469,6.00464507,2.41898271,4.76541488,0.00120816,0.03622214,0.28128427,0.59339681,0.01029347,0.41065183
-4.76338169,5.90667749,2.37907376,4.68186425,0.00123375,0.03497653,0.27683835,0.58502955,0.01013832,0.41620540
-4.75737869,5.80519502,2.33401298,4.59554267,0.00125673,0.03379520,0.27248224,0.57754240,0.00996502,0.42094818
-4.75137569,5.70181408,2.28454480,4.50767822,0.00127710,0.03270371,0.26833471,0.57112262,0.00977723,0.42484798
-4.74537269,5.59817587,2.23144867,4.41951956,0.00129504,0.03172531,0.26451234,0.56594885,0.00957877,0.42788917
-4.73936968,5.49593129,2.17552617,4.33232933,0.00131082,0.03088053,0.26112689,0.56218740,0.00937354,0.43007409
-4.73336668,5.39672105,2.11758730,4.24737282,0.00132488,0.03018674,0.25828276,0.55998816,0.00916543,0.43142373
-4.72736368,5.30215042,2.05843596,4.16590137,0.00133775,0.02965792,0.25607446,0.55948069,0.00895823,0.43197761
-4.72136068,5.21375887,1.99885488,4.08913031,0.00135008,0.02930440,0.25458424,0.56077015,0.00875560,0.43179272
-4.71535768,5.13298537,1.93959037,4.01821229,0.00136254,0.02913279,0.25387991,0.56393370,0.00856095,0.43094164
-4.70935468,5.06113072,1.88133719,3.95420681,0.00137586,0.02914598,0.25401292,0.56901716,0.00837736,0.42950987
-4.70335168,4.99931873,1.82472424,3.89804765,0.00139075,0.02934315,0.25501670,0.57603238,0.00820752,0.42759254
-4.69734867,4.94845846,1.77030150,3.85051019,0.00140787,0.02972004,0.25690547,0.58495539,0.00805367,0.42529063
-4.69134567,4.90920995,1.71852893,3.81218061,0.00142777,0.03026910,0.25967353,0.59572553,0.00791753,0.42270700
-4.68534267,4.88195592,1.66976787,3.78342925,0.00145090,0.03097992,0.26329496,0.60824564,0.00780030,0.41994240
-4.67933967,4.86678151,1.62427546,3.76439022,0.00147752,0.03183954,0.26772408,0.62238342,0.00770260,0.41709176
-4.67333667,4.86346413,1.58220257,3.75494900,0.00150774,0.03283300,0.27289637,0.63797403,0.00762450,0.41424095
-4.66733367,4.87147464,1.54359539,3.75473933,0.00154145,0.03394379,0.27873011,0.65482375,0.00756556,0.41146416
-4.66133067,4.88999064,1.50840078,3.76315032,0.00157831,0.03515446,0.28512854,0.67271470,0.00752483,0.40882213
-4.65532766,4.91792169,1.47647534,3.77934384,0.00161779,0.03644713,0.29198260,0.69141047,0.00750098,0.40636127
-4.64932466,4.95394586,1.44759771,3.80228169,0.00165917,0.03780408,0.29917411,0.71066230,0.00749230,0.40411357
-4.64332166,4.99655602,1.42148366,3.83076162,0.00170154,0.03920829,0.30657931,0.73021567,0.00749687,0.40209750
