energy_ev,total_up,Cr_p_up,Cr_d_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.60980490,2.44543273,0.54359613,0.22881940,0.96701614,1.09756371,0.01219191,0.37362485,0.71201549,0.00000000
-5.60380190,2.41902793,0.54455438,0.22932329,0.96306356,1.07245191,0.01274312,0.36381514,0.71263941,0.00000000
-5.59779890,2.39324501,0.54515114,0.22962321,0.95899436,1.04878991,0.01324626,0.35504417,0.71221454,0.00000000
-5.59179590,2.36716866,0.54511307,0.22968042,0.95427078,1.02617796,0.01369474,0.34711313,0.71054292,0.00000000
-5.58579290,2.33992671,0.54420952,0.22946899,0.94838394,1.00420104,0.01408293,0.33980507,0.70747665,0.00000000
-5.57978989,2.31072297,0.54225852,0.22897589,0.94086954,0.98244902,0.01440625,0.33289453,0.70292048,0.00000000
-5.57378689,2.27886598,0.53913083,0.22820044,0.93132230,0.96053575,0.01466139,0.32615735,0.69683201,0.00000000
-5.56778389,2.24379252,0.53475183,0.22715312,0.91940864,0.93811625,0.01484635,0.31938013,0.68921965,0.00000000
-5.56178089,2.20508534,0.52910155,0.22585410,0.90487694,0.91490136,0.01496054,0.31236900,0.68013883,0.00000000
-5.55577789,2.16248482,0.52221280,0.22433149,0.88756500,0.89066932,0.01500478,0.30495721,0.66968662,0.00000000
-5.54977489,2.11589433,0.51416792,0.22261951,0.86740439,0.86527387,0.01498133,0.29701129,0.65799548,0.00000000
-5.54377189,2.06537962,0.50509405,0.22075677,0.84442146,0.83864879,0.01489379,0.28843554,0.64522629,0.00000000
-5.53776888,2.01116268,0.49515756,0.21878471,0.81873515,0.81080887,0.01474709,0.27917466,0.63156139,0.00000000
-5.53176588,1.95361062,0.48455764,0.21674642,0.79055163,0.78184735,0.01454732,0.26921457,0.61719776,0.00000000
-5.52576288,1.89322035,0.47351942,0.21468568,0.76015611,0.75193034,0.01430160,0.25858139,0.60234079,0.00000000
-5.51975988,1.83059993,0.46228691,0.21264647,0.72790223,0.72128841,0.01401797,0.24733877,0.58719875,0.00000000
-5.51375688,1.76644734,0.45111576,0.21067270,0.69419956,0.69020606,0.01370514,0.23558375,0.57197819,0.00000000
-5.50775388,1.70152760,0.44026616,0.20880821,0.65949958,0.65900944,0.01337231,0.22344144,0.55688008,0.00000000
-5.50175088,1.63664893,0.42999599,0.20709687,0.62428107,0.62805307,0.01302898,0.21105886,0.54209690,0.00000000
-5.49574787,1.57263878,0.42055414,0.20558273,0.58903507,0.59770606,0.01268471,0.19859817,0.52781029,0.00000000
-5.48974487,1.51032029,0.41217431,0.20431000,0.55425029,0.56833839,0.01234891,0.18622974,0.51418926,0.00000000
-5.48374187,1.45048982,0.40506909,0.20332288,0.52039934,0.54030785,0.01203059,0.17412533,0.50138875,0.00000000
-5.47773887,1.39389599,0.39942460,0.20266494,0.48792620,0.51394798,0.01173814,0.16245161,0.48954831,0.00000000
-5.47173587,1.34122073,0.39539563,0.20237833,0.45723524,0.48955755,0.01147915,0.15136435,0.47879087,0.00000000
-5.46573287,1.29306280,0.39310142,0.20250240,0.42868228,0.46739173,0.01126015,0.14100346,0.46922139,0.00000000
-5.45972986,1.24992392,0.39262209,0.20307214,0.40256753,0.44765537,0.01108647,0.13148893,0.46092557,0.00000000
-5.45372686,1.21219814,0.39399608,0.20411627,0.37913083,0.43049838,0.01096202,0.12291788,0.45396843,0.00000000
-5.44772386,1.18016452,0.39721844,0.20565521,0.35854899,0.41601344,0.01088923,0.11536270,0.44839307,0.00000000
-5.44172086,1.15398348,0.40224037,0.20769909,0.34093531,0.40423592,0.01086886,0.10887022,0.44421969,0.00000000
-5.43571786,1.13369696,0.40896998,0.21024588,0.32634112,0.39514601,0.01089999,0.10346192,0.44144509,0.00000000
-5.42971486,1.11923257,0.41727456,0.21327994,0.31475919,0.38867295,0.01097999,0.09913509,0.44004278,0.00000000
-5.42371186,1.11041165,0.42698417,0.21677110,0.30612890,0.38470112,0.01110456,0.09586476,0.43996402,0.00000000
-5.41770885,1.10696123,0.43789690,0.22067437,0.30034272,0.38307769,0.01126780,0.09360631,0.44113985,0.00000000
-5.41170585,1.10852944,0.44978547,0.22493051,0.29725405,0.38362172,0.01146235,0.09229862,0.44348419,0.00000000
-5.40570285,1.11470416,0.46240511,0.22946738,0.29668583,0.38613406,0.01167961,0.09186755,0.44689806,0.00000000
-5.39969985,1.12503410,0.47550263,0.23420218,0.29843983,0.39040793,0.01190993,0.09222972,0.45127482,0.00000000
-5.39369685,1.13905159,0.48882616,0.23904442,0.30230611,0.39623954,0.01214297,0.09329624,0.45650619,0.00000000
-5.38769385,1.15629617,0.50213529,0.24389963,0.30807247,0.40343847,0.01236795,0.09497645,0.46248888,0.00000000
-5.38169085,1.17633781,0.51521122,0.24867349,0.31553335,0.41183726,0.01257402,0.09718139,0.46913138,0.00000000
-5.37568784,1.19879873,0.52786626,0.25327619,0.32449802,0.42129973,0.01275064,0.09982695,0.47636055,0.00000000
-5.36968484,1.22337259,0.53995232,0.25762692,0.33479753,0.43172778,0.01288787,0.10283659,0.48412752,0.00000000
-5.36368184,1.24983995,0.55136789,0.26165798,0.34629020,0.44306608,0.01297676,0.10614344,0.49241254,0.00000000
-5.35767884,1.27807895,0.56206291,0.26531843,0.35886544,0.45530457,0.01300961,0.10969190,0.50122824,0.00000000
-5.35167584,1.30807042,0.57204146,0.26857692,0.37244542,0.46847841,0.01298026,0.11343848,0.51062110,0.00000000
-5.34567284,1.33989694,0.58136166,0.27142359,0.38698484,0.48266529,0.01288424,0.11735198,0.52067071,0.00000000
-5.33966983,1.37373532,0.59013291,0.27387083,0.40246834,0.49798023,0.01271895,0.12141297,0.53148683,0.00000000
-5.33366683,1.40984283,0.59851032,0.27595278,0.41890596,0.51456784,0.01248367,0.12561257,0.54320413,0.00000000
-5.32766383,1.44853747,0.60668661,0.27772365,0.43632650,0.53259240,0.01217961,0.12995069,0.55597486,0.00000000
-5.32166083,1.49017307,0.61488169,0.27925485,0.45476933,0.55222617,0.01180979,0.13443368,0.56995959,0.00000000
-5.31565783,1.53511039,0.62333034,0.28063103,0.47427487,0.57363637,0.01137888,0.13907156,0.58531664,0.00000000
-5.30965483,1.58368555,0.63226875,0.28194538,0.49487416,0.59697141,0.01089303,0.14387504,0.60219047,0.00000000
-5.30365183,1.63617751,0.64192034,0.28329421,0.51657834,0.62234716,0.01035963,0.14885234,0.62069986,0.00000000
-5.29764882,1.69277628,0.65248174,0.28477135,0.53936829,0.64983377,0.00978695,0.15400614,0.64092647,0.00000000
-5.29164582,1.75355368,0.66410959,0.28646247,0.56318538,0.67944392,0.00918395,0.15933070,0.66290436,0.00000000
-5.28564282,1.81843838,0.67690898,0.28843981,0.58792363,0.71112302,0.00855986,0.16480939,0.68661123,0.00000000
-5.27963982,1.88719678,0.69092398,0.29075745,0.61342405,0.74474205,0.00792397,0.17041279,0.71196185,0.00000000
-5.27363682,1.95942094,0.70613109,0.29344756,0.63947155,0.78009339,0.00728528,0.17609743,0.73880416,0.00000000
-5.26763382,2.03452459,0.72243570,0.29651764,0.66579463,0.81689013,0.00665230,0.18180537,0.76691838,0.00000000
-5.26163082,2.11174761,0.73967214,0.29994914,0.69206829,0.85476885,0.00603279,0.18746457,0.79601921,0.00000000
-5.25562781,2.19016907,0.75760711,0.30369724,0.71791989,0.89329603,0.00543365,0.19299017,0.82576117,0.00000000
-5.24962481,2.26872847,0.77594658,0.30769208,0.74293807,0.93197773,0.00486077,0.19828651,0.85574683,0.00000000
-5.24362181,2.34625417,0.79434570,0.31184118,0.76668419,0.97027229,0.00431893,0.20325006,0.88553762,0.00000000
-5.23761881,2.42149794,0.81242146,0.31603299,0.78870607,1.00760545,0.00381184,0.20777276,0.91466671,0.00000000
-5.23161581,2.49317388,0.82976734,0.32014126,0.80855315,1.04338730,0.00334211,0.21174607,0.94265338,0.00000000
-5.22561281,2.56000006,0.84596934,0.32403027,0.82579257,1.07703027,0.00291133,0.21506506,0.96901819,0.00000000
-5.21960980,2.62074085,0.86062264,0.32756023,0.84002537,1.10796738,0.00252011,0.21763279,0.99329833,0.00000000
-5.21360680,2.67424808,0.87334811,0.33059300,0.85090201,1.13566997,0.00216826,0.21936436,1.01506240,0.00000000
-5.20760380,2.71949926,0.88380789,0.33299757,0.85813642,1.15966419,0.00185485,0.22019075,1.03392406,0.00000000
-5.20160080,2.75563122,0.89171946,0.33465515,0.86151812,1.17954549,0.00157836,0.22006201,1.04955393,0.00000000
-5.19559780,2.78196784,0.89686744,0.33546366,0.86092157,1.19499076,0.00133683,0.21894981,1.06168946,0.00000000
-5.18959480,2.79804103,0.89911287,0.33534152,0.85631259,1.20576740,0.00112798,0.21684911,1.07014238,0.00000000
-5.18359180,2.80360429,0.89839953,0.33423037,0.84775140,1.21173949,0.00094931,0.21377895,1.07480362,0.00000000
-5.17758879,2.79863875,0.89475708,0.33209704,0.83539234,1.21287055,0.00079827,0.20978229,1.07564561,0.00000000
-5.17158579,2.78335186,0.88830127,0.32893436,0.81948027,1.20922328,0.00067230,0.20492491,1.07272217,0.00000000
-5.16558279,2.75816920,0.87923100,0.32476118,0.80034387,1.20095638,0.00056893,0.19929344,1.06616614,0.00000000
-5.15957979,2.72372029,0.86782275,0.31962140,0.77838635,1.18831863,0.00048585,0.19299271,1.05618495,0.00000000
-5.15357679,2.68081923,0.85442264,0.31358228,0.75407380,1.17164093,0.00042099,0.18614237,1.04305455,0.00000000
-5.14757379,2.63044132,0.83943645,0.30673217,0.72792203,1.15132643,0.00037251,0.17887321,1.02711197,0.00000000
-5.14157079,2.57369671,0.82331819,0.29917762,0.70048223,1.12783943,0.00033883,0.17132309,1.00874680,0.00000000
-5.13556778,2.51180211,0.80655760,0.29104022,0.67232617,1.10169342,0.00031867,0.16363288,0.98839199,0.00000000
-5.12956478,2.44605156,0.78966703,0.28245314,0.64403149,1.07343868,0.00031104,0.15594247,0.96651404,0.00000000
-5.12356178,2.37778704,0.77316817,0.27355758,0.61616756,1.04364986,0.00031519,0.14838702,0.94360302,0.00000000
-5.11755878,2.30836971,0.75757897,0.26449925,0.58928234,1.01291384,0.00033065,0.14109371,0.92016234,0.00000000
-5.11155578,2.23915221,0.74340114,0.25542482,0.56389056,0.98181803,0.00035716,0.13417884,0.89669864,0.00000000
-5.10555278,2.17145251,0.73110838,0.24647870,0.54046358,0.95093952,0.00039463,0.12774570,0.87371168,0.00000000
-5.09954977,2.10652965,0.72113581,0.23779983,0.51942089,0.92083504,0.00044314,0.12188291,0.85168453,0.00000000
-5.09354677,2.04556171,0.71387048,0.22951899,0.50112357,0.89203192,0.00050288,0.11666351,0.83107407,0.00000000
-5.08754377,1.98962604,0.70964347,0.22175620,0.48586947,0.86502023,0.00057408,0.11214460,0.81230192,0.00000000
-5.08154077,1.93968229,0.70872346,0.21461863,0.47389030,0.84024607,0.00065700,0.10836761,0.79574615,0.00000000
-5.07553777,1.89655822,0.71131197,0.20819891,0.46535037,0.81810611,0.00075184,0.10535898,0.78173370,0.00000000
-5.06953477,1.86093874,0.71754046,0.20257376,0.46034691,0.79894361,0.00085873,0.10313140,0.77053404,0.00000000
-5.06353177,1.83335838,0.72746927,0.19780325,0.45891196,0.78304572,0.00097766,0.10168521,0.76235406,0.00000000
-5.05752876,1.81419748,0.74108843,0.19393043,0.46101553,0.77064241,0.00110842,0.10101019,0.75733470,0.00000000
-5.05152576,1.80368229,0.75832049,0.19098153,0.46656998,0.76190683,0.00125063,0.10108736,0.75554937,0.00000000
-5.04552276,1.80188919,0.77902527,0.18896667,0.47543553,0.75695715,0.00140363,0.10189093,0.75700434,0.00000000
-5.03951976,1.80875293,0.80300628,0.18788105,0.48742664,0.75585994,0.00156649,0.10339009,0.76164138,0.00000000
-5.03351676,1.82407869,0.83001898,0.18770662,0.50231920,0.75863475,0.00173803,0.10555086,0.76934241,0.00000000
-5.02751376,1.84755780,0.85978020,0.18841412,0.51985828,0.76525976,0.00191677,0.10833758,0.77993627,0.00000000
-5.02151076,1.87878619,0.89197872,0.18996547,0.53976627,0.77567829,0.00210097,0.11171432,0.79320720,0.00000000
-5.01550775,1.91728505,0.92628634,0.19231631,0.56175119,0.78980567,0.00228865,0.11564597,0.80890474,0.00000000
-5.00950475,1.96252249,0.96236903,0.19541867,0.58551485,0.80753609,0.00247763,0.12009900,0.82675454,0.00000000
-5.00350175,2.01393525,0.99989752,0.19922354,0.61076054,0.82874903,0.00266558,0.12504198,0.84646955,0.00000000
-4.99749875,2.07094893,1.03855684,0.20368318,0.63720013,0.85331474,0.00285007,0.13044568,0.86776094,0.00000000
-4.99149575,2.13299592,1.07805417,0.20875319,0.66455996,0.88109832,0.00302862,0.13628296,0.89034800,0.00000000
-4.98549275,2.19952948,1.11812445,0.21439395,0.69258557,0.91196211,0.00319882,0.14252822,0.91396659,0.00000000
-4.97948974,2.27003335,1.15853342,0.22057158,0.72104478,0.94576608,0.00335835,0.14915665,0.93837548,0.00000000
-4.97348674,2.34402608,1.19907782,0.22725817,0.74972903,0.98236606,0.00350506,0.15614318,0.96336013,0.00000000
-4.96748374,2.42105977,1.23958252,0.23443140,0.77845296,1.02160992,0.00363704,0.16346124,0.98873376,0.00000000
-4.96148074,2.50071341,1.27989491,0.24207343,0.80705217,1.06333190,0.00375268,0.17108140,1.01433565,0.00000000
-4.95547774,2.58258124,1.31987674,0.25016930,0.83537927,1.10734544,0.00385070,0.17896989,1.04002666,0.00000000
-4.94947474,2.66625725,1.35939390,0.25870474,0.86329866,1.15343512,0.00393019,0.18708721,1.06568258,0.00000000
-4.94347174,2.75131701,1.39830507,0.26766382,0.89068016,1.20134842,0.00399062,0.19538684,1.09118558,0.00000000
-4.93746873,2.83729847,1.43644989,0.27702634,0.91739218,1.25078807,0.00403182,0.20381416,1.11641469,0.00000000
-4.93146573,2.92368372,1.47363774,0.28676541,0.94329486,1.30140575,0.00405403,0.21230573,1.14123607,0.00000000
-4.92546273,3.00988334,1.50963808,0.29684528,0.96823378,1.35279811,0.00405778,0.22078897,1.16549379,0.00000000
-4.91945973,3.09522526,1.54417337,0.30721960,0.99203482,1.40450565,0.00404393,0.22918234,1.18900218,0.00000000
-4.91345673,3.17894962,1.57691522,0.31783043,1.01450067,1.45601511,0.00401358,0.23739610,1.21154046,0.00000000
-4.90745373,3.26021073,1.60748463,0.32860787,1.03540946,1.50676561,0.00396803,0.24533359,1.23285012,0.00000000
-4.90145073,3.33808685,1.63545648,0.33947061,1.05451572,1.55615878,0.00390871,0.25289319,1.25263576,0.00000000
-4.89544772,3.41159779,1.66036849,0.35032723,1.07155391,1.60357247,0.00383716,0.25997072,1.27056935,0.00000000
-4.88944472,3.47972981,1.68173436,0.36107827,1.08624438,1.64837772,0.00375491,0.26646232,1.28629797,0.00000000
-4.88344172,3.54146675,1.69906056,0.37161891,1.09830160,1.68995811,0.00366350,0.27226766,1.29945467,0.00000000
-4.87743872,3.59582563,1.71186590,0.38184213,1.10744428,1.72773052,0.00356442,0.27729340,1.30967184,0.00000000
-4.87143572,3.64189472,1.71970281,0.39164207,1.11340663,1.76116628,0.00345906,0.28145652,1.31659639,0.00000000
-4.86543272,3.67887165,1.72217911,0.40091745,1.11595042,1.78981121,0.00334872,0.28468767,1.31990576,0.00000000
-4.85942971,3.70609909,1.71897890,0.40957473,1.11487684,1.81330354,0.00323458,0.28693395,1.31932376,0.00000000
-4.85342671,3.72309567,1.70988121,0.41753082,1.11003748,1.83138840,0.00311770,0.28816137,1.31463526,0.00000000
-4.84742371,3.72957983,1.69477533,0.42471525,1.10134377,1.84392800,0.00299904,0.28835643,1.30569866,0.00000000
-4.84142071,3.72548507,1.67367161,0.43107146,1.08877422,1.85090666,0.00287945,0.28752703,1.29245544,0.00000000
-4.83541771,3.71096529,1.64670705,0.43655740,1.07237897,1.85243042,0.00275971,0.28570242,1.27493615,0.00000000
-4.82941471,3.68638969,1.61414525,0.44114521,1.05228134,1.84872093,0.00264051,0.28293228,1.25326230,0.00000000
-4.82341171,3.65232758,1.57637060,0.44482013,1.02867620,1.84010415,0.00252251,0.27928488,1.22764421,0.00000000
-4.81740870,3.60952370,1.53387692,0.44757885,1.00182539,1.82699433,0.00240629,0.27484447,1.19837479,0.00000000
-4.81140570,3.55886566,1.48725126,0.44942727,0.97205019,1.80987424,0.00229243,0.26970800,1.16581979,0.00000000
-4.80540270,3.50134553,1.43715363,0.45037807,0.93972156,1.78927278,0.00218145,0.26398125,1.13040496,0.00000000
-4.79939970,3.43801781,1.38429389,0.45044818,0.90524849,1.76574139,0.00207388,0.25777477,1.09260099,0.00000000
-4.79339670,3.36995635,1.32940694,0.44965650,0.86906517,1.73983053,0.00197017,0.25119965,1.05290714,0.00000000
-4.78739370,3.29821283,1.27322768,0.44802193,0.83161777,1.71206765,0.00187077,0.24436340,1.01183440,0.00000000
-4.78139070,3.22377920,1.21646699,0.44556202,0.79335138,1.68293793,0.00177606,0.23736621,0.96988913,0.00000000
-4.77538769,3.14755604,1.15978986,0.44229221,0.75469787,1.65286873,0.00168638,0.23029771,0.92755812,0.00000000
-4.76938469,3.07032864,1.10379684,0.43822591,0.71606515,1.62221863,0.00160198,0.22323441,0.88529556,0.00000000
-4.76338169,2.99275163,1.04900950,0.43337521,0.67782831,1.59127145,0.00152305,0.21623787,0.84351269,0.00000000
-4.75737869,2.91534286,0.99586035,0.42775229,0.64032288,1.56023538,0.00144973,0.20935380,0.80257025,0.00000000
-4.75137569,2.83848608,0.94468771,0.42137136,0.60384044,1.52924710,0.00138204,0.20261197,0.76277412,0.00000000
-4.74537269,2.76244202,0.89573507,0.41425099,0.56862645,1.49838017,0.00131995,0.19602694,0.72437381,0.00000000
-4.73936968,2.68736620,0.84915500,0.40641653,0.53488031,1.46765715,0.00126337,0.18959957,0.68756378,0.00000000
-4.73336668,2.61333222,0.80501683,0.39790257,0.50275727,1.43706427,0.00121212,0.18331909,0.65248705,0.00000000
-4.72736368,2.54035824,0.76331739,0.38875504,0.47237189,1.40656756,0.00116602,0.17716574,0.61924080,0.00000000
-4.72136068,2.46843489,0.72399404,0.37903286,0.44380269,1.37612927,0.00112482,0.17111361,0.58788304,0.00000000
-4.71535768,2.39755230,0.68693908,0.36880893,0.41709748,1.34572346,0.00108828,0.16513371,0.55844020,0.00000000
-4.70935468,2.32772450,0.65201448,0.35817032,0.39227900,1.31534960,0.00105618,0.15919691,0.53091464,0.00000000
-4.70335168,2.25900953,0.61906629,0.34721764,0.36935049,1.28504328,0.00102827,0.15327672,0.50529189,0.00000000
-4.69734867,2.19152387,0.58793784,0.33606342,0.34830077,1.25488344,0.00100438,0.14735171,0.48154692,0.00000000
-4.69134567,2.12545045,0.55848113,0.32482979,0.32910862,1.22499558,0.00098434,0.14140747,0.45964933,0.00000000
-4.68534267,2.06103984,0.53056596,0.31364528,0.31174628,1.19555083,0.00096804,0.13543797,0.43956706,0.00000000
-4.67933967,1.99860467,0.50408661,0.30264102,0.29618185,1.16676094,0.00095539,0.12944639,0.42126861,0.00000000
-4.67333667,1.93850775,0.47896575,0.29194660,0.28238074,1.13886967,0.00094635,0.12344531,0.40472383,0.00000000
-4.66733367,1.88114494,0.45515581,0.28168561,0.27030604,1.11214105,0.00094089,0.11745630,0.38990331,0.00000000
-4.66133067,1.82692391,0.43263799,0.27197121,0.25991801,1.08684530,0.00093899,0.11150898,0.37677666,0.00000000
-4.65532766,1.77624028,0.41141901,0.26290196,0.25117290,1.06324346,0.00094061,0.10563965,0.36530995,0.00000000
-4.64932466,1.72945273,0.39152637,0.25455807,0.24402117,1.04157150,0.00094570,0.09988956,0.35546257,0.00000000
-4.64332166,1.68685872,0.37300215,0.24699828,0.23840550,1.02202508,0.00095415,0.09430290,0.34718393,0.00000000
