energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Ca_p_up,Ca_p_down,Ca_d_up,Ca_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,3.83359918,-3.83359897,0.05319768,-0.05319768,0.56110708,-0.56110703,0.03245971,-0.03245970,0.00000000,-0.00000000,1.23775716,-1.23775710,0.73337154,-0.73337148,1.60812500,-1.60812493,0.00000000,-0.00000000
-5.99399700,3.99394727,-3.99394704,0.05364853,-0.05364852,0.58775848,-0.58775843,0.03316606,-0.03316606,0.00000000,-0.00000000,1.30183307,-1.30183300,0.76922658,-0.76922652,1.67177873,-1.67177865,0.00000000,-0.00000000
-5.98799400,4.16703904,-4.16703879,0.05455548,-0.05455548,0.61550986,-0.61550981,0.03395092,-0.03395091,0.00000000,-0.00000000,1.36718310,-1.36718303,0.80958856,-0.80958849,1.74152842,-1.74152833,0.00000000,-0.00000000
-5.98199100,4.35213870,-4.35213842,0.05594061,-0.05594061,0.64421437,-0.64421432,0.03481238,-0.03481238,0.00000000,-0.00000000,1.43335760,-1.43335753,0.85442476,-0.85442468,1.81709112,-1.81709102,0.00000000,-0.00000000
-5.97598799,4.54831956,-4.54831927,0.05781567,-0.05781567,0.67371539,-0.67371533,0.03574782,-0.03574781,0.00000000,-0.00000000,1.49991146,-1.49991138,0.90362197,-0.90362189,1.89808628,-1.89808617,0.00000000,-0.00000000
-5.96998499,4.75446988,-4.75446957,0.06018145,-0.06018144,0.70384865,-0.70384860,0.03675388,-0.03675388,0.00000000,-0.00000000,1.56641050,-1.56641042,0.95698295,-0.95698286,1.98403687,-1.98403675,0.00000000,-0.00000000
-5.96398199,4.96929946,-4.96929913,0.06302739,-0.06302739,0.73444397,-0.73444392,0.03782661,-0.03782661,0.00000000,-0.00000000,1.63243611,-1.63243603,1.01422427,-1.01422417,2.07437150,-2.07437138,0.00000000,-0.00000000
-5.95797899,5.19134646,-5.19134612,0.06633143,-0.06633143,0.76532618,-0.76532611,0.03896138,-0.03896138,0.00000000,-0.00000000,1.69758770,-1.69758762,1.07497556,-1.07497546,2.16842731,-2.16842718,0.00000000,-0.00000000
-5.95197599,5.41898375,-5.41898339,0.07006007,-0.07006006,0.79631538,-0.79631532,0.04015291,-0.04015291,0.00000000,-0.00000000,1.76148291,-1.76148283,1.13878038,-1.13878027,2.26545341,-2.26545328,0.00000000,-0.00000000
-5.94597299,5.65042500,-5.65042463,0.07416869,-0.07416868,0.82722656,-0.82722650,0.04139516,-0.04139516,0.00000000,-0.00000000,1.82375576,-1.82375568,1.20509858,-1.20509847,2.36461501,-2.36461486,0.00000000,-0.00000000
-5.93996998,5.88373120,-5.88373083,0.07860217,-0.07860216,0.85786850,-0.85786843,0.04268123,-0.04268123,0.00000000,-0.00000000,1.88405298,-1.88405290,1.27331054,-1.27331042,2.46499826,-2.46499811,0.00000000,-0.00000000
-5.93396698,6.11681864,-6.11681826,0.08329572,-0.08329571,0.88804241,-0.88804234,0.04400325,-0.04400325,0.00000000,-0.00000000,1.94202924,-1.94202917,1.34272337,-1.34272326,2.56561648,-2.56561633,0.00000000,-0.00000000
-5.92796398,6.34746977,-6.34746940,0.08817598,-0.08817597,0.91754050,-0.91754043,0.04535220,-0.04535220,0.00000000,-0.00000000,1.99734191,-1.99734184,1.41257933,-1.41257922,2.66541811,-2.66541796,0.00000000,-0.00000000
-5.92196098,6.57334894,-6.57334857,0.09316243,-0.09316242,0.94614485,-0.94614478,0.04671785,-0.04671785,0.00000000,-0.00000000,2.04964625,-2.04964618,1.48206653,-1.48206641,2.76329704,-2.76329689,0.00000000,-0.00000000
-5.91595798,6.79202431,-6.79202395,0.09816904,-0.09816903,0.97362691,-0.97362684,0.04808867,-0.04808866,0.00000000,-0.00000000,2.09859198,-2.09859191,1.55033214,-1.55033203,2.85810599,-2.85810584,0.00000000,-0.00000000
-5.90995498,7.00099775,-7.00099740,0.10310606,-0.10310606,0.99974804,-0.99974797,0.04945181,-0.04945181,0.00000000,-0.00000000,2.14382189,-2.14382184,1.61649809,-1.61649798,2.94867327,-2.94867313,0.00000000,-0.00000000
-5.90395198,7.19774366,-7.19774333,0.10788221,-0.10788220,1.02426131,-1.02426124,0.05079325,-0.05079325,0.00000000,-0.00000000,2.18497342,-2.18497337,1.67967901,-1.67967891,3.03382343,-3.03382330,0.00000000,-0.00000000
-5.89794897,7.37975705,-7.37975674,0.11240681,-0.11240680,1.04691483,-1.04691476,0.05209790,-0.05209790,0.00000000,-0.00000000,2.22168337,-2.22168333,1.73900233,-1.73900224,3.11240154,-3.11240141,0.00000000,-0.00000000
-5.89194597,7.54461066,-7.54461038,0.11659220,-0.11659220,1.06745657,-1.06745650,0.05334994,-0.05334994,0.00000000,-0.00000000,2.25359629,-2.25359626,1.79362994,-1.79362985,3.18330102,-3.18330090,0.00000000,-0.00000000
-5.88594297,7.69001985,-7.69001959,0.12035614,-0.12035613,1.08564075,-1.08564068,0.05453319,-0.05453319,0.00000000,-0.00000000,2.28037613,-2.28037611,1.84278086,-1.84278078,3.24549430,-3.24549420,0.00000000,-0.00000000
-5.87993997,7.81391307,-7.81391284,0.12362413,-0.12362413,1.10123555,-1.10123548,0.05563159,-0.05563158,0.00000000,-0.00000000,2.30172090,-2.30172089,1.88575419,-1.88575412,3.29806524,-3.29806515,0.00000000,-0.00000000
-5.87393697,7.91450526,-7.91450507,0.12633176,-0.12633176,1.11403175,-1.11403169,0.05662971,-0.05662970,0.00000000,-0.00000000,2.31737947,-2.31737947,1.92195135,-1.92195129,3.34024196,-3.34024188,0.00000000,-0.00000000
-5.86793397,7.99037035,-7.99037019,0.12842675,-0.12842674,1.12385199,-1.12385193,0.05751336,-0.05751336,0.00000000,-0.00000000,2.32716959,-2.32716960,1.95089680,-1.95089675,3.37142861,-3.37142855,0.00000000,-0.00000000
-5.86193097,8.04050908,-8.04050896,0.12987076,-0.12987076,1.13055994,-1.13055989,0.05827017,-0.05827017,0.00000000,-0.00000000,2.33099581,-2.33099584,1.97225612,-1.97225608,3.39123424,-3.39123419,0.00000000,-0.00000000
-5.85592796,8.06440801,-8.06440793,0.13064093,-0.13064093,1.13406904,-1.13406899,0.05889010,-0.05889010,0.00000000,-0.00000000,2.32886605,-2.32886609,1.98585054,-1.98585051,3.39949697,-3.39949694,0.00000000,-0.00000000
-5.84992496,8.06208561,-8.06208557,0.13073092,-0.13073092,1.13434995,-1.13434990,0.05936595,-0.05936595,0.00000000,-0.00000000,2.32090542,-2.32090547,1.99166719,-1.99166717,3.39630187,-3.39630186,0.00000000,-0.00000000
-5.84392196,8.03412201,-8.03412201,0.13015150,-0.13015150,1.13143643,-1.13143639,0.05969370,-0.05969370,0.00000000,-0.00000000,2.30736612,-2.30736618,1.98986420,-1.98986420,3.38199095,-3.38199095,0.00000000,-0.00000000
-5.83791896,7.98166955,-7.98166959,0.12893068,-0.12893069,1.12542900,-1.12542897,0.05987277,-0.05987277,0.00000000,-0.00000000,2.28863228,-2.28863235,1.98077032,-1.98077033,3.35716427,-3.35716429,0.00000000,-0.00000000
-5.83191596,7.90644234,-7.90644241,0.12711329,-0.12711329,1.11649618,-1.11649615,0.05990606,-0.05990606,0.00000000,-0.00000000,2.26521913,-2.26521921,1.96487882,-1.96487884,3.32267139,-3.32267142,0.00000000,-0.00000000
-5.82591296,7.81068413,-7.81068424,0.12475999,-0.12476000,1.10487299,-1.10487296,0.05979987,-0.05979987,0.00000000,-0.00000000,2.23776596,-2.23776605,1.94283572,-1.94283574,3.27959306,-3.27959310,0.00000000,-0.00000000
-5.81990995,7.69711510,-7.69711523,0.12194589,-0.12194590,1.09085681,-1.09085678,0.05956364,-0.05956364,0.00000000,-0.00000000,2.20702300,-2.20702309,1.91542271,-1.91542274,3.22921346,-3.22921352,0.00000000,-0.00000000
-5.81390695,7.56885933,-7.56885949,0.11875858,-0.11875858,1.07480069,-1.07480066,0.05920953,-0.05920953,0.00000000,-0.00000000,2.17383255,-2.17383265,1.88353541,-1.88353544,3.17298406,-3.17298412,0.00000000,-0.00000000
-5.80790395,7.42935597,-7.42935615,0.11529578,-0.11529579,1.05710441,-1.05710439,0.05875186,-0.05875187,0.00000000,-0.00000000,2.13910520,-2.13910530,1.84815779,-1.84815783,3.11248031,-3.11248038,0.00000000,-0.00000000
-5.80190095,7.28225793,-7.28225812,0.11166275,-0.11166276,1.03820378,-1.03820377,0.05820647,-0.05820647,0.00000000,-0.00000000,2.10379225,-2.10379236,1.81033381,-1.81033386,3.04935326,-3.04935334,0.00000000,-0.00000000
-5.79589795,7.13132274,-7.13132294,0.10796930,-0.10796931,1.01855862,-1.01855860,0.05758999,-0.05758999,0.00000000,-0.00000000,2.06885576,-2.06885587,1.77113746,-1.77113751,2.98527807,-2.98527815,0.00000000,-0.00000000
-5.78989495,6.98030060,-6.98030081,0.10432677,-0.10432678,0.99864012,-0.99864011,0.05691910,-0.05691910,0.00000000,-0.00000000,2.03523762,-2.03523774,1.73164238,-1.73164243,2.92190174,-2.92190182,0.00000000,-0.00000000
-5.78389195,6.83282467,-6.83282487,0.10084488,-0.10084489,0.97891823,-0.97891822,0.05620985,-0.05620985,0.00000000,-0.00000000,2.00382946,-2.00382958,1.69289229,-1.69289234,2.86079253,-2.86079261,0.00000000,-0.00000000
-5.77788894,6.69230831,-6.69230851,0.09762867,-0.09762867,0.95984946,-0.95984945,0.05547698,-0.05547698,0.00000000,-0.00000000,1.97544465,-1.97544476,1.65587337,-1.65587342,2.80339312,-2.80339320,0.00000000,-0.00000000
-5.77188594,6.56185368,-6.56185386,0.09477556,-0.09477556,0.94186586,-0.94186585,0.05473341,-0.05473341,0.00000000,-0.00000000,1.95079388,-1.95079399,1.62148947,-1.62148951,2.75097955,-2.75097962,0.00000000,-0.00000000
-5.76588294,6.44417491,-6.44417509,0.09237266,-0.09237266,0.92536541,-0.92536540,0.05398980,-0.05398980,0.00000000,-0.00000000,1.93046542,-1.93046552,1.59054098,-1.59054102,2.70462750,-2.70462756,0.00000000,-0.00000000
-5.75987994,6.34153845,-6.34153860,0.09049443,-0.09049444,0.91070418,-0.91070416,0.05325431,-0.05325431,0.00000000,-0.00000000,1.91491062,-1.91491072,1.56370788,-1.56370792,2.66518702,-2.66518708,0.00000000,-0.00000000
-5.75387694,6.25572167,-6.25572180,0.08920067,-0.08920067,0.89819031,-0.89819029,0.05253250,-0.05253250,0.00000000,-0.00000000,1.90443526,-1.90443535,1.54153729,-1.54153732,2.63326639,-2.63326643,0.00000000,-0.00000000
-5.74787394,6.18799022,-6.18799033,0.08853500,-0.08853500,0.88807995,-0.88807992,0.05182737,-0.05182738,0.00000000,-0.00000000,1.89919656,-1.89919664,1.52443550,-1.52443552,2.60922517,-2.60922520,0.00000000,-0.00000000
-5.74187094,6.13909306,-6.13909314,0.08852383,-0.08852383,0.88057480,-0.88057477,0.05113958,-0.05113958,0.00000000,-0.00000000,1.89920564,-1.89920571,1.51266442,-1.51266444,2.59317613,-2.59317615,0.00000000,-0.00000000
-5.73586793,6.10927357,-6.10927363,0.08917584,-0.08917583,0.87582127,-0.87582124,0.05046773,-0.05046773,0.00000000,-0.00000000,1.90433470,-1.90433477,1.50634210,-1.50634211,2.58499522,-2.58499523,0.00000000,-0.00000000
-5.72986493,6.09829438,-6.09829441,0.09048193,-0.09048193,0.87391074,-0.87391071,0.04980881,-0.04980881,0.00000000,-0.00000000,1.91432816,-1.91432821,1.50544671,-1.50544670,2.58433852,-2.58433852,0.00000000,-0.00000000
-5.72386193,6.10547290,-6.10547289,0.09241580,-0.09241579,0.87488065,-0.87488061,0.04915861,-0.04915861,0.00000000,-0.00000000,1.92881654,-1.92881658,1.50982359,-1.50982358,2.59066476,-2.59066475,0.00000000,-0.00000000
-5.71785893,6.12972468,-6.12972465,0.09493484,-0.09493483,0.87871611,-0.87871608,0.04851225,-0.04851225,0.00000000,-0.00000000,1.94733228,-1.94733232,1.51919467,-1.51919465,2.60326189,-2.60326187,0.00000000,-0.00000000
-5.71185593,6.16961156,-6.16961151,0.09798161,-0.09798160,0.88535171,-0.88535167,0.04786460,-0.04786460,0.00000000,-0.00000000,1.96932634,-1.96932636,1.53316959,-1.53316957,2.62127624,-2.62127621,0.00000000,-0.00000000
