energy_ev,total_up,total_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.93996998,1.13601002,-1.08704495,0.54710107,-0.31913995,0.21529570,-0.10211801,0.00007388,-0.00032053,0.11392574,-0.02635104,0.26990918,-0.33851145,0.20252100,-0.22171526,0.00158617,-0.01090418,0.54362567,-0.67761460
-5.93396698,1.09696623,-1.14580727,0.51762019,-0.33897120,0.21718300,-0.10782049,0.00006771,-0.00030781,0.11620857,-0.02810442,0.25477928,-0.35454873,0.19186111,-0.23588217,0.00162675,-0.01132500,0.51599616,-0.71392461
-5.92796398,1.06157161,-1.20850546,0.48769857,-0.36038475,0.22056367,-0.11384399,0.00006213,-0.00029941,0.11893170,-0.03014507,0.24015310,-0.37124050,0.18184418,-0.25100116,0.00169934,-0.01180244,0.48982654,-0.75240902
-5.92196098,1.03073591,-1.27406631,0.45778644,-0.38310176,0.22558713,-0.12008240,0.00005710,-0.00029446,0.12218329,-0.03244392,0.22624529,-0.38833904,0.17265285,-0.26682846,0.00180453,-0.01231910,0.46556145,-0.79241671
-5.91595798,1.00528096,-1.34134628,0.42831674,-0.40681464,0.23238002,-0.12642264,0.00005260,-0.00029220,0.12604533,-0.03496825,0.21325276,-0.40558436,0.16444813,-0.28310148,0.00194285,-0.01285731,0.44360266,-0.83325499
-5.90995498,0.98592034,-1.40914898,0.39969609,-0.43119075,0.24104262,-0.13274671,0.00004863,-0.00029195,0.13059170,-0.03768193,0.20135015,-0.42270715,0.15736596,-0.29954303,0.00211466,-0.01339941,0.42429909,-0.87420046
-5.90395198,0.97324251,-1.47624541,0.37229716,-0.45587683,0.25164622,-0.13893395,0.00004520,-0.00029312,0.13588655,-0.04054577,0.19068581,-0.43943237,0.15151453,-0.31586615,0.00232004,-0.01392807,0.40793821,-0.91451147
-5.89794897,0.96769800,-1.54139632,0.34645246,-0.48050418,0.26423165,-0.14486359,0.00004235,-0.00029517,0.14198333,-0.04351788,0.18137875,-0.45548335,0.14697214,-0.33177967,0.00255870,-0.01442666,0.39473925,-0.95344197
-5.89194597,0.96959119,-1.60337645,0.32244995,-0.50469465,0.27880898,-0.15041745,0.00004012,-0.00029765,0.14892442,-0.04655416,0.17351631,-0.47058639,0.14378595,-0.34699421,0.00282986,-0.01487954,0.38484816,-0.99025647
-5.88594297,0.97907686,-1.66099996,0.30053030,-0.52806720,0.29535846,-0.15548261,0.00003858,-0.00030018,0.15674138,-0.04960881,0.16715286,-0.48447574,0.14197143,-0.36122844,0.00313218,-0.01527244,0.37833474,-1.02424554
-5.87993997,0.99616173,-1.71314604,0.28088606,-0.55024484,0.31383276,-0.15995421,0.00003779,-0.00030242,0.16545598,-0.05263504,0.16230944,-0.49689884,0.14151253,-0.37421550,0.00346368,-0.01559273,0.37519174,-1.05474164
-5.87393697,1.02071097,-1.75878417,0.26366249,-0.57086196,0.33416037,-0.16373801,0.00003786,-0.00030409,0.17508172,-0.05558569,0.15897436,-0.50762167,0.14236277,-0.38570928,0.00382173,-0.01582976,0.37533623,-1.08113439
-5.86793397,1.05245956,-1.79699772,0.24896010,-0.58957160,0.35625008,-0.16675274,0.00003891,-0.00030496,0.18562606,-0.05841398,0.15710478,-0.51643387,0.14444695,-0.39549028,0.00420297,-0.01597505,0.37861314,-1.10288496
-5.86193097,1.09102799,-1.82700538,0.23683861,-0.60605265,0.37999635,-0.16893219,0.00004106,-0.00030487,0.19709300,-0.06107436,0.15662923,-0.52315370,0.14766382,-0.40337092,0.00460339,-0.01602252,0.38480093,-1.11953897
-5.85592796,1.13594197,-1.84817917,0.22732221,-0.62001653,0.40528524,-0.17022685,0.00004447,-0.00030366,0.20948596,-0.06352329,0.15745100,-0.52763229,0.15188927,-0.40920004,0.00501832,-0.01596856,0.39361935,-1.13073722
-5.84992496,1.18665529,-1.86005871,0.22040576,-0.63121342,0.43200081,-0.17060506,0.00004933,-0.00030126,0.22281082,-0.06572006,0.15945229,-0.52975735,0.15698035,-0.41286636,0.00544254,-0.01581214,0.40473902,-1.13622407
-5.84392196,1.24257500,-1.86236084,0.21606177,-0.63943752,0.46003138,-0.17005368,0.00005583,-0.00029760,0.23707879,-0.06762762,0.16249903,-0.52945595,0.16277981,-0.41430090,0.00587035,-0.01555473,0.41779267,-1.13585290
-5.83791896,1.30308808,-1.85498460,0.21424763,-0.64453147,0.48927561,-0.16857818,0.00006421,-0.00029266,0.25230905,-0.06921336,0.16644619,-0.52669628,0.16912114,-0.41347815,0.00629577,-0.01520024,0.43238777,-1.12958859
-5.83191596,1.36758822,-1.83801106,0.21491302,-0.64638956,0.51964774,-0.16620224,0.00007472,-0.00028648,0.26853079,-0.07044984,0.17114345,-0.52148844,0.17583399,-0.41041604,0.00671261,-0.01475481,0.44812000,-1.11750695
-5.82591296,1.43550189,-1.81169854,0.21800695,-0.64495981,0.55108196,-0.16296674,0.00008764,-0.00027908,0.28578467,-0.07131543,0.17644099,-0.51388416,0.18274979,-0.40517470,0.00711472,-0.01422662,0.46458738,-1.09979112
-5.81990995,1.50631232,-1.77647310,0.22348431,-0.64024473,0.58353535,-0.15892844,0.00010328,-0.00027056,0.30412324,-0.07179486,0.18219524,-0.50397539,0.18970738,-0.39785421,0.00749617,-0.01362554,0.48140435,-1.07672514
-5.81390695,1.57958046,-1.73291516,0.23131141,-0.63230093,0.61698934,-0.15415812,0.00012197,-0.00026100,0.32361056,-0.07187964,0.18827426,-0.49189204,0.19655853,-0.38859128,0.00785141,-0.01296285,0.49821545,-1.04868519
-5.80790395,1.65496181,-1.68174267,0.24147057,-0.62123739,0.65144949,-0.14873852,0.00014406,-0.00025051,0.34432062,-0.07156840,0.19456274,-0.47779877,0.20317310,-0.37755518,0.00817551,-0.01225083,0.51470801,-1.01612869
-5.80190095,1.73221842,-1.62379174,0.25396320,-0.60721267,0.68694345,-0.14276203,0.00016991,-0.00023924,0.36633476,-0.07086697,0.20096617,-0.46189109,0.20944368,-0.36494314,0.00846427,-0.01150246,0.53062333,-0.97958194
-5.79589795,1.81122533,-1.55999546,0.26881152,-0.59043099,0.72351726,-0.13632832,0.00019990,-0.00022732,0.38973805,-0.06978842,0.20741415,-0.44439090,0.21528947,-0.35097519,0.00871444,-0.01073099,0.54576599,-0.93962671
-5.78989495,1.89197117,-1.49136171,0.28605861,-0.57113749,0.76123006,-0.12954190,0.00023444,-0.00021490,0.41461482,-0.06835287,0.21386266,-0.42554164,0.22065936,-0.33588903,0.00892381,-0.00994961,0.56001077,-0.89688638
-5.78389195,1.97455287,-1.41895086,0.30576688,-0.54961258,0.80014737,-0.12250977,0.00027392,-0.00020213,0.44104335,-0.06658715,0.22029517,-0.40560318,0.22553396,-0.31993465,0.00909126,-0.00917117,0.57330691,-0.85201205
-5.77788894,2.05916454,-1.34385392,0.32801493,-0.52616580,0.84033352,-0.11533928,0.00031873,-0.00018915,0.46909015,-0.06452427,0.22672249,-0.38484670,0.22992657,-0.30336932,0.00921687,-0.00840786,0.58567963,-0.80566911
-5.77188594,2.14608123,-1.26717177,0.35289297,-0.50112913,0.88184332,-0.10813613,0.00036928,-0.00017611,0.49880400,-0.06220283,0.23318144,-0.36354958,0.23388296,-0.28645273,0.00930185,-0.00767102,0.59722858,-0.75852462
-5.76588294,2.23563822,-1.18999593,0.38049688,-0.47485006,0.92471362,-0.10100264,0.00042595,-0.00016313,0.53020997,-0.05966618,0.23973229,-0.34199050,0.23748009,-0.26944263,0.00934853,-0.00697095,0.60812351,-0.71123571
-5.75987994,2.32820681,-1.11339115,0.41092122,-0.44768460,0.96895526,-0.09403627,0.00048912,-0.00015035,0.56330390,-0.05696155,0.24645523,-0.32044484,0.24082368,-0.25259077,0.00936025,-0.00631681,0.61859721,-0.66443928
-5.75387694,2.42416798,-1.03837996,0.44425142,-0.41999025,1.01454574,-0.08732847,0.00055915,-0.00013787,0.59804750,-0.05413901,0.25344587,-0.29918037,0.24404482,-0.23613950,0.00934124,-0.00571652,0.62893601,-0.61874302
-5.74787394,2.52388499,-0.96592927,0.48055554,-0.39211925,1.06142318,-0.08096366,0.00063637,-0.00012579,0.63436440,-0.05125044,0.26081009,-0.27845343,0.24729568,-0.22031867,0.00929646,-0.00517679,0.63946835,-0.57471775
-5.74187094,2.62767641,-0.89693885,0.51987587,-0.36441218,1.10948194,-0.07501858,0.00072112,-0.00011419,0.67213747,-0.04834842,0.26865845,-0.25850536,0.25074453,-0.20534303,0.00923141,-0.00470307,0.65055170,-0.53289101
-5.73586793,2.73579093,-0.83223161,0.56222085,-0.33719204,1.15857015,-0.06956171,0.00081369,-0.00010314,0.71120753,-0.04548507,0.27710043,-0.23955947,0.25457021,-0.19141000,0.00915196,-0.00429966,0.66255857,-0.49374178
-5.72986493,2.84838500,-0.77254536,0.60755757,-0.31075892,1.20848952,-0.06465288,0.00091435,-0.00009269,0.75137358,-0.04271096,0.28623871,-0.22181831,0.25895633,-0.17869772,0.00906415,-0.00396971,0.67586206,-0.45769622
-5.72386193,2.96550456,-0.71852585,0.65580536,-0.28538538,1.25899729,-0.06034300,0.00102335,-0.00008289,0.79239478,-0.04007404,0.29616389,-0.20546130,0.26408527,-0.16736333,0.00897395,-0.00371535,0.69082156,-0.42512412
-5.71785893,3.08707146,-0.67072093,0.70683066,-0.26131253,1.30981055,-0.05667377,0.00114091,-0.00007375,0.83399400,-0.03761863,0.30694972,-0.19064277,0.27013229,-0.15754142,0.00888718,-0.00353774,0.70776902,-0.39633604
-5.71185593,3.21287542,-0.62957544,0.76044352,-0.23874704,1.36061262,-0.05367752,0.00126719,-0.00006529,0.87586300,-0.03538450,0.31864909,-0.17749020,0.27725980,-0.14934258,0.00880931,-0.00343713,0.72699647,-0.37158088
-5.70585293,3.34257153,-0.59542677,0.81639602,-0.21785880,1.41106132,-0.05137696,0.00140232,-0.00005751,0.91766909,-0.03340602,0.33129100,-0.16610280,0.28561215,-0.14285208,0.00874536,-0.00341292,0.74874499,-0.35104384
-5.69984992,3.47568349,-0.56850113,0.87438263,-0.19877959,1.46079881,-0.04978496,0.00154637,-0.00005040,0.95906297,-0.03171150,0.34487849,-0.15655042,0.29531078,-0.13812849,0.00869980,-0.00346371,0.77319552,-0.33484463
-5.69384692,3.61161225,-0.54891032,0.93404270,-0.18160248,1.50946252,-0.04890431,0.00169932,-0.00004396,0.99968769,-0.03032258,0.35938764,-0.14887262,0.30645008,-0.13520260,0.00867659,-0.00358731,0.80046178,-0.32303605
-5.68784392,3.74964950,-0.53664930,0.99496506,-0.16638202,1.55669667,-0.04872747,0.00186107,-0.00003814,1.03918815,-0.02925386,0.37476756,-0.14307822,0.31909393,-0.13407623,0.00867909,-0.00378075,0.83058531,-0.31560287
-5.68184092,3.88899520,-0.53159468,1.05669457,-0.15313521,1.60216398,-0.04923635,0.00203138,-0.00003293,1.07722108,-0.02851256,0.39094140,-0.13914505,0.33327299,-0.13472148,0.00871018,-0.00404026,0.86353276,-0.31246121
-5.67583792,4.02877841,-0.53350440,1.11874049,-0.14184314,1.64555690,-0.05040218,0.00220989,-0.00002830,1.11346491,-0.02809846,0.40780817,-0.13702016,0.34898275,-0.13708010,0.00877227,-0.00436127,0.89919528,-0.31345855
-5.66983492,4.16808020,-0.54201900,1.18058640,-0.13245329,1.68660791,-0.05218547,0.00239605,-0.00002420,1.14762922,-0.02800393,0.42524525,-0.13662050,0.36618245,-0.14106341,0.00886745,-0.00473838,0.93739008,-0.31837459
-5.66383192,4.30595763,-0.55666476,1.24170136,-0.12488239,1.72509843,-0.05453609,0.00258914,-0.00002059,1.17946341,-0.02821414,0.44311151,-0.13783408,0.38479477,-0.14655266,0.00899761,-0.00516533,0.97786375,-0.32692318
-5.65782891,4.44146777,-0.57685925,1.30155187,-0.11901975,1.76086584,-0.05739368,0.00278818,-0.00001745,1.20876421,-0.02870744,0.46125080,-0.14052171,0.40470639,-0.15340008,0.00916454,-0.00563504,1.02029741,-0.33875558
-5.65182591,4.57369064,-0.60191942,1.35961423,-0.11473108,1.79380829,-0.06068818,0.00299197,-0.00001472,1.23538162,-0.02945594,0.47949566,-0.14451940,0.42576940,-0.16143071,0.00937014,-0.00613960,1.06431331,-0.35346518
-5.64582291,4.70175020,-0.63107268,1.41538686,-0.11186266,1.82388704,-0.06434077,0.00319905,-0.00001236,1.25922311,-0.03042621,0.49767120,-0.14964145,0.44780352,-0.17044506,0.00961649,-0.00667034,1.10948274,-0.37059399
-5.63981991,4.82483258,-0.66347109,1.46840210,-0.11024578,1.85112613,-0.06826511,0.00340767,-0.00001035,1.28025573,-0.03158016,0.51559887,-0.15568417,0.47059916,-0.18022265,0.00990603,-0.00721789,1.15533508,-0.38964089
-5.63381691,4.94220101,-0.69820867,1.51823709,-0.10970147,1.87560933,-0.07236883,0.00361584,-0.00000864,1.29850603,-0.03287606,0.53310025,-0.16243038,0.49392131,-0.19052651,0.01024167,-0.00777235,1.20136769,-0.41007172
-5.62781391,5.05320686,-0.73434173,1.56452327,-0.11004538,1.89747443,-0.07655554,0.00382131,-0.00000720,1.31405773,-0.03426971,0.55000063,-0.16965446,0.51751417,-0.20110854,0.01062684,-0.00832341,1.24705657,-0.43133117
-5.62181091,5.15729684,-0.77091198,1.60695421,-0.11109270,1.91690505,-0.08072694,0.00402158,-0.00000600,1.32704701,-0.03571570,0.56613239,-0.17712807,0.54110653,-0.21171568,0.01106556,-0.00886057,1.29186755,-0.45285624
-5.61580790,5.25401604,-0.80697179,1.64529148,-0.11266314,1.93412021,-0.08478535,0.00421402,-0.00000500,1.33765582,-0.03716876,0.58133824,-0.18462623,0.56441775,-0.22209674,0.01156245,-0.00937336,1.33526777,-0.47409107
-5.60980490,5.34300721,-0.84161110,1.67936834,-0.11458581,1.94936210,-0.08863633,0.00439584,-0.00000418,1.34610305,-0.03858517,0.59547422,-0.19193378,0.58716427,-0.23200974,0.01212267,-0.00985163,1.37673732,-0.49450267
-5.60380190,5.42400651,-0.87398510,1.70909122,-0.11670390,1.96288253,-0.09219146,0.00456419,-0.00000351,1.35263425,-0.03992415,0.60841251,-0.19885189,0.60906642,-0.24122949,0.01275184,-0.01028578,1.41578084,-0.51359710
-5.59779890,5.49683625,-0.90334168,1.73443893,-0.11887910,1.97492864,-0.09537106,0.00471626,-0.00000299,1.35751000,-0.04114925,0.62004408,-0.20520454,0.62985549,-0.24955512,0.01345587,-0.01066707,1.45193871,-0.53093566
-5.59179590,5.56139518,-0.92904776,1.75545969,-0.12099558,1.98572852,-0.09810689,0.00484933,-0.00000258,1.36099360,-0.04222967,0.63028108,-0.21084455,0.64928061,-0.25681735,0.01424080,-0.01098792,1.48479768,-0.54615019
-5.58579290,5.61764705,-0.95061324,1.77226615,-0.12296357,1.99547734,-0.10034459,0.00496089,-0.00000227,1.36333856,-0.04314144,0.63905899,-0.21565919,0.66711542,-0.26288516,0.01511249,-0.01124210,1.51400066,-0.55895722
-5.57978989,5.66560812,-0.96771173,1.78502866,-0.12472218,2.00432487,-0.10204577,0.00504870,-0.00000206,1.36477646,-0.04386844,0.64633847,-0.21957482,0.68316410,-0.26767152,0.01607633,-0.01142503,1.53925517,-0.56917005
-5.57378689,5.70533432,-0.98019691,1.79396713,-0.12624164,2.01236469,-0.10318968,0.00511089,-0.00000193,1.36550577,-0.04440321,0.65210680,-0.22256060,0.69726663,-0.27113799,0.01713690,-0.01153393,1.56034040,-0.57670830
-5.56778389,5.73690874,-0.98811375,1.79934167,-0.12752464,2.01962610,-0.10377444,0.00514605,-0.00000188,1.36568217,-0.04474754,0.65637881,-0.22463093,0.70930287,-0.27329788,0.01829756,-0.01156798,1.57711233,-0.58160441
-5.56178089,5.76043005,-0.99170385,1.80144255,-0.12860685,2.02606884,-0.10381759,0.00515326,-0.00000191,1.36541087,-0.04491280,0.65919723,-0.22584647,0.71919539,-0.27421781,0.01956007,-0.01152837,1.58950682,-0.58400668
-5.55577789,5.77600225,-0.99140456,1.80057970,-0.12955648,2.03158121,-0.10335607,0.00513215,-0.00000202,1.36474136,-0.04491992,0.66063228,-0.22631370,0.72691081,-0.27401756,0.02092416,-0.01141835,1.59754025,-0.58417853
-5.54977489,5.78372629,-0.98784140,1.79707219,-0.13047283,2.03598168,-0.10244554,0.00508291,-0.00000221,1.36366484,-0.04479916,0.66078045,-0.22618285,0.73245953,-0.27286812,0.02238713,-0.01124320,1.60130773,-0.58249388
-5.54377189,5.78369353,-0.98181404,1.79123797,-0.13148388,2.03902407,-0.10115908,0.00500633,-0.00000249,1.36211447,-0.04458951,0.65976235,-0.22564434,0.73589379,-0.27098797,0.02394352,-0.01101009,1.60097866,-0.57942861
-5.53776888,5.77598141,-0.97427599,1.78338412,-0.13274298,2.04040607,-0.09958528,0.00490375,-0.00000287,1.35996855,-0.04433787,0.65771960,-0.22492366,0.73730419,-0.26863759,0.02558479,-0.01072796,1.59678980,-0.57554827
-5.53176588,5.76065107,-0.96630854,1.77379794,-0.13442451,2.03978081,-0.09782582,0.00477701,-0.00000337,1.35705635,-0.04409789,0.65481074,-0.22427486,0.73681468,-0.26611250,0.02729913,-0.01040728,1.58903590,-0.57149241
-5.52576288,5.73774693,-0.95908970,1.76273901,-0.13671879,2.03677094,-0.09599258,0.00462842,-0.00000400,1.35316635,-0.04392868,0.65120630,-0.22397283,0.73457632,-0.26373489,0.02907131,-0.01005983,1.57805822,-0.56795581
-5.51975988,5.70729789,-0.95385905,1.75043238,-0.13982625,2.03098459,-0.09420438,0.00446067,-0.00000479,1.34805652,-0.04389321,0.64708301,-0.22430464,0.73076000,-0.26184422,0.03088273,-0.00969843,1.56423138,-0.56566739
-5.51375688,5.66931991,-0.95187972,1.73706304,-0.14395102,2.02203241,-0.09258353,0.00427673,-0.00000576,1.34146605,-0.04405666,0.64261745,-0.22556001,0.72554855,-0.26078693,0.03271158,-0.00933662,1.54794890,-0.56536727
-5.50775388,5.62381978,-0.95439852,1.72277180,-0.14929405,2.00954486,-0.09125225,0.00407976,-0.00000695,1.33312793,-0.04448461,0.63797936,-0.22802151,0.71912855,-0.26090585,0.03453310,-0.00898834,1.52960822,-0.56778279
-5.50175088,5.57079953,-0.96260574,1.70765249,-0.15604613,1.99318901,-0.09032907,0.00387302,-0.00000839,1.32278179,-0.04524122,0.63332478,-0.23195460,0.71168230,-0.26252934,0.03632007,-0.00866768,1.50959567,-0.57360434
-5.49574787,5.51026147,-0.97759571,1.69175077,-0.16438071,1.97268390,-0.08992542,0.00365975,-0.00001012,1.31018634,-0.04638741,0.62878958,-0.23759781,0.70338027,-0.26596077,0.03804338,-0.00838852,1.48827223,-0.58346162
-5.48974487,5.44221357,-1.00032965,1.67506441,-0.17444706,1.94781382,-0.09014238,0.00344310,-0.00001220,1.29513083,-0.04797910,0.62448344,-0.24515365,0.69437451,-0.27146863,0.03967276,-0.00816428,1.46596062,-0.59790139
-5.48374187,5.36667499,-1.03160189,1.65754509,-0.18636383,1.91843896,-0.09106792,0.00322600,-0.00001466,1.27744496,-0.05006558,0.62048481,-0.25478034,0.68479330,-0.27927742,0.04117766,-0.00800763,1.44293446,-0.61736718
-5.47773887,5.28368181,-1.07201076,1.63910183,-0.20021323,1.88450285,-0.09277440,0.00301114,-0.00001758,1.25700695,-0.05268804,0.61683717,-0.26658472,0.67473723,-0.28955989,0.04252809,-0.00793027,1.41940994,-0.64218197
-5.47173587,5.19329290,-1.12193498,1.61960591,-0.21603612,1.84603653,-0.09531678,0.00280089,-0.00002102,1.23374934,-0.05587841,0.61354665,-0.28061678,0.66427707,-0.30243066,0.04369564,-0.00794270,1.39554052,-0.67253420
-5.46573287,5.09559598,-1.18151664,1.59889726,-0.23382827,1.80315919,-0.09873124,0.00259726,-0.00002505,1.20766246,-0.05965830,0.61058147,-0.29686581,0.65345332,-0.31794158,0.04465442,-0.00805404,1.37141495,-0.70846785
-5.45972986,4.99071397,-1.25065125,1.57679232,-0.25353782,1.75607556,-0.10303448,0.00240188,-0.00002975,1.17879555,-0.06403841,0.60787315,-0.31525857,0.64227757,-0.33607890,0.04538201,-0.00827182,1.34705858,-0.74987685
-5.45372686,4.87881165,-1.32898539,1.55309303,-0.27506421,1.70507028,-0.10822368,0.00221602,-0.00003521,1.14725556,-0.06901819,0.60531963,-0.33565938,0.63073550,-0.35676238,0.04586025,-0.00860189,1.32243813,-0.79650422
-5.44772386,4.76010269,-1.41592203,1.52759697,-0.29825871,1.65049964,-0.11427696,0.00204055,-0.00004153,1.11320398,-0.07458588,0.60279005,-0.35787247,0.61879135,-0.37984643,0.04607606,-0.00904824,1.29746949,-0.84794586
-5.44172086,4.63485700,-1.51063364,1.50010815,-0.32292647,1.59278140,-0.12115453,0.00187601,-0.00004880,1.07685186,-0.08071887,0.60013133,-0.38164619,0.60639358,-0.40512313,0.04602189,-0.00961293,1.27202832,-0.90365916
-5.43571786,4.50340824,-1.61208247,1.47044826,-0.34883024,1.53238302,-0.12880030,0.00172264,-0.00005715,1.03845358,-0.08738448,0.59717590,-0.40667939,0.59348140,-0.43232721,0.04569620,-0.01029598,1.24596277,-0.96297595
-5.42971486,4.36616129,-1.71904763,1.43846796,-0.37569559,1.46980933,-0.13714404,0.00158041,-0.00006670,0.99829956,-0.09454107,0.59375062,-0.43262932,0.57999184,-0.46114264,0.04510355,-0.01109533,1.21910780,-1.02511965
-5.42371186,4.22359935,-1.83015790,1.40405774,-0.40321743,1.40558982,-0.14610387,0.00144907,-0.00007757,0.95670850,-0.10213941,0.58968621,-0.45912122,0.56586683,-0.49121085,0.04425461,-0.01200678,1.19130028,-1.08922576
-5.41770885,4.07629024,-1.94392932,1.36715786,-0.43106789,1.34026643,-0.15558905,0.00132821,-0.00008990,0.91401942,-0.11012438,0.58482684,-0.48575893,0.55106016,-0.52214006,0.04316588,-0.01302400,1.16239410,-1.15436530
-5.41170585,3.92489139,-2.05880607,1.32776697,-0.45890487,1.27438222,-0.16550300,0.00121734,-0.00010384,0.87058394,-0.11843689,0.57903945,-0.51213626,0.53554373,-0.55351558,0.04185917,-0.01413857,1.13227462,-1.21957007
-5.40570285,3.77015295,-2.17320333,1.28594895,-0.48638143,1.20847116,-0.17574634,0.00111585,-0.00011954,0.82675886,-0.12701590,0.57222230,-0.53784869,0.51931284,-0.58491073,0.04036105,-0.01534001,1.10087157,-1.28385903
-5.39969985,3.61291860,-2.28555051,1.24183753,-0.51315522,1.14304945,-0.18621995,0.00102314,-0.00013716,0.78289958,-0.13580058,0.56431229,-0.56250492,0.50239036,-0.61589787,0.03870193,-0.01661593,1.06816988,-1.34626470
-5.39369685,3.45412329,-2.39433329,1.19563844,-0.53889796,1.07860837,-0.19682784,0.00093863,-0.00015688,0.73935414,-0.14473236,0.55529066,-0.58573777,0.48482945,-0.64605937,0.03691519,-0.01795219,1.03421785,-1.40585870
-5.38769385,3.29478776,-2.49813291,1.14762879,-0.56330427,1.01560870,-0.20747973,0.00086177,-0.00017886,0.69645818,-0.15375704,0.54518692,-0.60721408,0.46671478,-0.67499793,0.03503615,-0.01933308,0.99913219,-1.46177543
-5.38169085,3.13600922,-2.59566142,1.09815371,-0.58609984,0.95447655,-0.21809332,0.00079207,-0.00020328,0.65453062,-0.16282652,0.53408052,-0.62664319,0.44816225,-0.70234612,0.03310105,-0.02074168,0.96309979,-1.51323314
-5.37568784,2.97894826,-2.68579157,1.04762005,-0.60704828,0.89560047,-0.22859611,0.00072912,-0.00023032,0.61387018,-0.17190042,0.52210036,-0.64378367,0.42931709,-0.72777469,0.03114597,-0.02216008,0.92637602,-1.55955153
-5.36968484,2.82481174,-2.76758039,0.99648756,-0.62595670,0.83932954,-0.23892665,0.00067258,-0.00026014,0.57475248,-0.18094727,0.50942202,-0.65844809,0.41035060,-0.75099940,0.02920588,-0.02356985,0.88927963,-1.60016553
-5.36368184,2.67483204,-2.84028580,0.94525762,-0.64267962,0.78597228,-0.24903531,0.00062220,-0.00029290,0.53742766,-0.18994529,0.49626276,-0.67050572,0.39145566,-0.77178632,0.02731369,-0.02495239,0.85218458,-1.63463471
-5.35767884,2.53024299,-2.90337591,0.89445996,-0.65712121,0.73579589,-0.25888444,0.00057780,-0.00032875,0.50211843,-0.19888273,0.48287460,-0.67988313,0.37284108,-0.78995526,0.02549951,-0.02628941,0.81550898,-1.66264830
-5.35167584,2.39225300,-2.95653092,0.84463791,-0.66923578,0.68902582,-0.26844795,0.00053926,-0.00036782,0.46901833,-0.20775771,0.46953557,-0.68656271,0.35472526,-0.80538143,0.02378991,-0.02756338,0.77970169,-1.68402579
-5.34567284,2.26201628,-2.99963785,0.79633269,-0.67902657,0.64584540,-0.27771039,0.00050653,-0.00041020,0.43829024,-0.21657759,0.45653965,-0.69057938,0.33732923,-0.81799532,0.02220749,-0.02875795,0.74522726,-1.69871332
