energy_ev,total_up,C_s_up,C_p_up,Mo_p_up,Mo_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-5.49574787,5.46945912,0.04536840,1.18627601,3.28949313,2.47326311,2.00908236,0.00000000,0.80726994,0.31218365
-5.48974487,5.79804210,0.04646794,1.27224118,3.47281443,2.64319606,2.11294278,0.00000000,0.84691736,0.32708778
-5.48374187,6.12933933,0.04760006,1.35829750,3.65775664,2.81356553,2.21837219,0.00000000,0.88744852,0.34216185
-5.47773887,6.45954453,0.04875719,1.44327851,3.84208710,2.98222753,2.32436488,0.00000000,0.92847538,0.35725098
-5.47173587,6.78460929,0.04993021,1.52596050,4.02339953,3.14693490,2.42982802,0.00000000,0.96957186,0.37218892
-5.46573287,7.10031626,0.05110831,1.60508960,4.19915794,3.30538540,2.53359495,0.00000000,1.01027948,0.38680004
-5.45972986,7.40236646,0.05227906,1.67941230,4.36675096,3.45527579,2.63444333,0.00000000,1.05011503,0.40090203
-5.45372686,7.68647833,0.05342849,1.74770838,4.52355490,3.59436053,2.73111788,0.00000000,1.08858015,0.41430928
-5.44772386,7.94849534,0.05454132,1.80882511,4.66700354,3.72051277,2.82235728,0.00000000,1.12517257,0.42683687
-5.44172086,8.18449824,0.05560131,1.86171131,4.79466212,3.83178521,2.90692423,0.00000000,1.15939857,0.43830506
-5.43571786,8.39091736,0.05659165,1.90544980,4.90430234,3.92646854,2.98363763,0.00000000,1.19078620,0.44854398
-5.42971486,8.56464009,0.05749545,1.93928700,4.99397521,4.00314443,3.05140564,0.00000000,1.21889870,0.45739856
-5.42371186,8.70310871,0.05829633,1.96265801,5.06207815,4.06073101,3.10925800,0.00000000,1.24334747,0.46473317
-5.41770885,8.80440372,0.05897892,1.97520623,5.10741321,4.09851838,3.15637628,0.00000000,1.26380398,0.47043602
-5.41170585,8.86730877,0.05952946,1.97679642,5.12923341,4.11619236,3.19212046,0.00000000,1.28001004,0.47442293
-5.40570285,8.89135350,0.05993634,1.96752048,5.12727471,4.11384535,3.21605056,0.00000000,1.29178588,0.47664028
-5.39969985,8.87683214,0.06019050,1.94769568,5.10177196,4.09197343,3.22794217,0.00000000,1.29903563,0.47706714
-5.39369685,8.82479658,0.06028590,1.91785532,5.05345768,4.05145980,3.22779500,0.00000000,1.30174991,0.47571615
-5.38769385,8.73702380,0.06021970,1.87873213,4.98354360,3.99354522,3.21583400,0.00000000,1.30000536,0.47263347
-5.38169085,8.61595910,0.05999240,1.83123519,4.89368568,3.91978650,3.19250277,0.00000000,1.29396108,0.46789740
-5.37568784,8.46463725,0.05960790,1.77642134,4.78593397,3.83200521,3.15844963,0.00000000,1.28385233,0.46161603
-5.36968484,8.28658529,0.05907331,1.71546227,4.66266964,3.73222849,3.11450676,0.00000000,1.26998145,0.45392387
-5.36368184,8.08571096,0.05839869,1.64960885,4.52653177,3.62262490,3.06166351,0.00000000,1.25270678,0.44497760
-5.35767884,7.86618175,0.05759669,1.58015396,4.38033732,3.50543775,3.00103486,0.00000000,1.23242993,0.43495118
-5.35167584,7.63229959,0.05668205,1.50839556,4.22699734,3.38291888,2.93382664,0.00000000,1.20958198,0.42403061
-5.34567284,7.38837637,0.05567105,1.43560127,4.06943309,3.25726554,2.86129877,0.00000000,1.18460936,0.41240834
-5.33966983,7.13861521,0.05458090,1.36297579,3.91049519,3.13056251,2.78472837,0.00000000,1.15795992,0.40027791
-5.33366683,6.88700182,0.05342913,1.29163227,3.75288887,3.00473181,2.70537397,0.00000000,1.13006989,0.38782869
-5.32766383,6.63720983,0.05223299,1.22256840,3.59910763,2.88149125,2.62444245,0.00000000,1.10135219,0.37524122
-5.32166083,6.39252274,0.05100886,1.15664789,3.45137753,2.76232302,2.54305981,0.00000000,1.07218655,0.36268315
-5.31565783,6.15577480,0.04977175,1.09458754,3.31161340,2.64845285,2.46224675,0.00000000,1.04291180,0.35030593
-5.30965483,5.92931156,0.04853491,1.03694997,3.18138761,2.54083965,2.38289985,0.00000000,1.01382049,0.33824248
-5.30365183,5.71497034,0.04730952,0.98414187,3.06191187,2.44017525,2.30577875,0.00000000,0.98515598,0.32660568
-5.29764882,5.51407980,0.04610443,0.93641720,2.95403147,2.34689340,2.23149931,0.00000000,0.95711190,0.31548782
-5.29164582,5.32747710,0.04492619,0.89388489,2.85823119,2.26118679,2.16053289,0.00000000,0.92983390,0.30496096
-5.28564282,5.15554050,0.04377900,0.85652027,2.77465178,2.18303072,2.09321101,0.00000000,0.90342334,0.29507805
-5.27963982,4.99823487,0.04266490,0.82417947,2.70311536,2.11221183,2.02973496,0.00000000,0.87794264,0.28587477
-5.27363682,4.85516710,0.04158402,0.79661599,2.64315828,2.04836028,1.97018954,0.00000000,0.85342194,0.27737188
-5.26763382,4.72564861,0.04053492,0.77349866,2.59406947,1.99098393,1.91455993,0.00000000,0.82986652,0.26957811
-5.26163082,4.60876167,0.03951498,0.75443017,2.55493272,1.93950278,1.86275079,0.00000000,0.80726457,0.26249313
-5.25562781,4.50342703,0.03852084,0.73896569,2.52467116,1.89328266,1.81460651,0.00000000,0.78559501,0.25611083
-5.24962481,4.40846998,0.03754886,0.72663074,2.50209239,1.85166678,1.76993175,0.00000000,0.76483473,0.25042240
-5.24362181,4.32268272,0.03659554,0.71693807,2.48593286,1.81400444,1.72851122,0.00000000,0.74496509,0.24541936
-5.23761881,4.24488110,0.03565800,0.70940300,2.47490046,1.77967607,1.69012809,0.00000000,0.72597732,0.24109629
-5.23161581,4.17395430,0.03473433,0.70355704,2.46771414,1.74811421,1.65458027,0.00000000,0.70787661,0.23745315
-5.22561281,4.10890636,0.03382388,0.69895958,2.46313992,1.71882020,1.62169405,0.00000000,0.69068472,0.23449718
-5.21960980,4.04888885,0.03292754,0.69520753,2.46002262,1.69137644,1.59133477,0.00000000,0.67444124,0.23224436
-5.21360680,3.99322451,0.03204786,0.69194286,2.45731291,1.66545435,1.56341444,0.00000000,0.65920325,0.23072023
-5.20760380,3.94142173,0.03118915,0.68885811,2.45408939,1.64081832,1.53789595,0.00000000,0.64504372,0.22996025
-5.20160080,3.89318037,0.03035742,0.68569996,2.44957547,1.61732581,1.51479440,0.00000000,0.63204876,0.23000959
-5.19559780,3.84838936,0.02956028,0.68227081,2.44315120,1.59492416,1.49417528,0.00000000,0.62031380,0.23092240
-5.18959480,3.80711695,0.02880675,0.67842883,2.43435995,1.57364446,1.47615021,0.00000000,0.60993914,0.23276058
-5.18359180,3.76959453,0.02810701,0.67408621,2.42291030,1.55359304,1.46087039,0.00000000,0.60102500,0.23559215
-5.17758879,3.73619516,0.02747206,0.66920630,2.40867327,1.53494097,1.44851829,0.00000000,0.59366652,0.23948918
-5.17158579,3.70740793,0.02691339,0.66379938,2.39167544,1.51791228,1.43929810,0.00000000,0.58794872,0.24452546
-5.16558279,3.68380947,0.02644256,0.65791767,2.37208832,1.50277119,1.43342544,0.00000000,0.58394203,0.25077389
-5.15957979,3.66603397,0.02607083,0.65164954,2.35021465,1.48980908,1.43111694,0.00000000,0.58169839,0.25830382
-5.15357679,3.65474297,0.02580875,0.64511330,2.32647224,1.47933155,1.43258008,0.00000000,0.58124825,0.26717822
-5.14757379,3.65059622,0.02566581,0.63845086,2.30137605,1.47164610,1.43800400,0.00000000,0.58259858,0.27745104
-5.14157079,3.65422494,0.02565007,0.63182138,2.27551932,1.46705092,1.44755162,0.00000000,0.58573212,0.28916466
-5.13556778,3.66620852,0.02576787,0.62539518,2.24955453,1.46582502,1.46135349,0.00000000,0.59060785,0.30234764
-5.12956478,3.68705557,0.02602362,0.61934817,2.22417482,1.46822025,1.47950371,0.00000000,0.59716274,0.31701286
-5.12356178,3.71719022,0.02641958,0.61385697,2.20009671,1.47445519,1.50205815,0.00000000,0.60531476,0.33315610
-5.11755878,3.75694385,0.02695576,0.60909467,2.17804455,1.48471124,1.52903505,0.00000000,0.61496700,0.35075513
-5.11155578,3.80655271,0.02762987,0.60522763,2.15873716,1.49913085,1.56041791,0.00000000,0.62601274,0.36976945
-5.10555278,3.86616088,0.02843732,0.60241298,2.14287700,1.51781771,1.59616052,0.00000000,0.63834133,0.39014050
-5.09954977,3.93582827,0.02937131,0.60079705,2.13114175,1.54083876,1.63619386,0.00000000,0.65184439,0.41179259
-5.09354677,4.01554258,0.03042298,0.60051446,2.12417826,1.56822766,1.68043417,0.00000000,0.66642227,0.43463426
-5.08754377,4.10523407,0.03158156,0.60168777,2.12259851,1.59998913,1.72879186,0.00000000,0.68199017,0.45856019
-5.08154077,4.20479153,0.03283460,0.60442756,2.12697695,1.63610367,1.78118028,0.00000000,0.69848367,0.48345341
-5.07553777,4.31407799,0.03416822,0.60883249,2.13784870,1.67653215,1.83752383,0.00000000,0.71586320,0.50918778
-5.06953477,4.43294421,0.03556739,0.61498944,2.15570765,1.72121945,1.89776440,0.00000000,0.73411725,0.53563055
-5.06353177,4.56123849,0.03701620,0.62297314,2.18100386,1.77009676,1.96186558,0.00000000,0.75326376,0.56264487
-5.05752876,4.69881121,0.03849812,0.63284535,2.21413945,1.82308190,2.02981384,0.00000000,0.77334966,0.59009209
-5.05152576,4.84551291,0.03999629,0.64465334,2.25546229,1.88007745,2.10161625,0.00000000,0.79444831,0.61783371
-5.04552276,5.00118523,0.04149375,0.65842755,2.30525714,1.94096633,2.17729444,0.00000000,0.81665472,0.64573288
-5.03951976,5.16564440,0.04297369,0.67417854,2.36373403,2.00560492,2.25687455,0.00000000,0.84007881,0.67365532
-5.03351676,5.33865753,0.04441961,0.69189316,2.43101383,2.07381398,2.34037355,0.00000000,0.86483664,0.70146972
-5.02751376,5.51991273,0.04581556,0.71153019,2.50711161,2.14536771,2.42778222,0.00000000,0.89104011,0.72904745
-5.02151076,5.70898437,0.04714623,0.73301575,2.59191818,2.21998160,2.51904556,0.00000000,0.91878551,0.75626176
-5.01550775,5.90529551,0.04839711,0.75623863,2.68518102,2.29730003,2.61404153,0.00000000,0.94814142,0.78298653
-5.00950475,6.10807990,0.04955460,0.78104600,2.78648556,2.37688427,2.71255933,0.00000000,0.97913650,0.80909457
-5.00350175,6.31634612,0.05060608,0.80723998,2.89523836,2.45820225,2.81427842,0.00000000,1.01174803,0.83445581
-4.99749875,6.52884679,0.05154002,0.83457520,3.01065342,2.54062077,2.91874981,0.00000000,1.04589163,0.85893535
-4.99149575,6.74405541,0.05234603,0.86275795,3.13174327,2.62340142,3.02538076,0.00000000,1.08141289,0.88239183
-4.98549275,6.96015356,0.05301492,0.89144716,3.25731594,2.70570076,3.13342445,0.00000000,1.11808161,0.90467597
-4.97948974,7.17503040,0.05353880,0.92025730,3.38597914,2.78657565,3.24197556,0.00000000,1.15558894,0.92562979
-4.97348674,7.38629634,0.05391110,0.94876360,3.51615244,2.86499397,3.34997276,0.00000000,1.19354800,0.94508651
-4.96748374,7.59131149,0.05412668,0.97650929,3.64608779,2.93985092,3.45620872,0.00000000,1.23149799,0.96287126
-4.96148074,7.78722946,0.05418187,1.00301505,3.77389876,3.00999063,3.55934781,0.00000000,1.26891209,0.97880276
-4.95547774,7.97105561,0.05407456,1.02779020,3.89759785,3.07423277,3.65795154,0.00000000,1.30520884,0.99269599
-4.94947474,8.13971845,0.05380420,1.05034555,4.01514116,3.13140313,3.75051101,0.00000000,1.33976676,1.00436587
-4.94347174,8.29015216,0.05337196,1.07020714,4.12447916,3.18036730,3.83548564,0.00000000,1.37194178,1.01363182
-4.93746873,8.41938702,0.05278069,1.08693074,4.22361189,3.22006616,3.91134684,0.00000000,1.40108684,1.02032313
-4.93146573,8.52464473,0.05203498,1.10011618,4.31064656,3.24955162,3.97662501,0.00000000,1.42657287,1.02428500
-4.92546273,8.60343442,0.05114119,1.10942118,4.38385542,3.26802131,4.02995811,0.00000000,1.44781042,1.02538494
-4.91945973,8.65364560,0.05010743,1.11457390,4.44173140,3.27485050,4.07013972,0.00000000,1.46427090,1.02351926
-4.91345673,8.67363367,0.04894356,1.11538376,4.48303934,3.26961993,4.09616466,0.00000000,1.47550662,1.01861949
-4.90745373,8.66229419,0.04766108,1.11174995,4.50686031,3.25213809,4.10726992,0.00000000,1.48116875,1.01065817
-4.90145073,8.61912231,0.04627311,1.10366731,4.51262717,3.22245701,4.10296919,0.00000000,1.48102229,0.99965391
-4.89544772,8.54425423,0.04479421,1.09122914,4.50014951,3.18088049,4.08307914,0.00000000,1.47495747,0.98567529
-4.88944472,8.43848850,0.04324029,1.07462687,4.46962664,3.12796433,4.04773617,0.00000000,1.46299697,0.96884335
-4.88344172,8.30328535,0.04162836,1.05414651,4.42164798,3.06450830,3.99740258,0.00000000,1.44529851,0.94933241
-4.87743872,8.14074379,0.03997639,1.03016192,4.35718034,2.99153994,3.93286160,0.00000000,1.42215281,0.92736913
-4.87143572,7.95355651,0.03830296,1.00312518,4.27754254,2.91029064,3.85520127,0.00000000,1.39397668,0.90322966
-4.86543272,7.74494412,0.03662705,0.97355439,4.18436819,2.82216480,3.76578756,0.00000000,1.36130169,0.87723489
-4.85942971,7.51857076,0.03496772,0.94201927,4.07955797,2.72870304,3.66622765,0.00000000,1.32475874,0.84974387
-4.85342671,7.27844425,0.03334373,0.90912519,3.96522321,2.63154094,3.55832471,0.00000000,1.28505908,0.82114571
-4.84742371,7.02880449,0.03177324,0.87549623,3.84362310,2.53236454,3.44402603,0.00000000,1.24297261,0.79185000
-4.84142071,6.77400427,0.03027345,0.84175776,3.71709791,2.43286450,3.32536635,0.00000000,1.19930433,0.76227636
-4.83541771,6.51838712,0.02886021,0.80851932,3.58800093,2.33469030,3.20440887,0.00000000,1.15486978,0.73284324
-4.82941471,6.26616690,0.02754772,0.77635841,3.45863173,2.23940645,3.08318613,0.00000000,1.11047050,0.70395675
-4.82341171,6.02131367,0.02634820,0.74580562,3.33117334,2.14845189,2.96364318,0.00000000,1.06687057,0.67599962
-4.81740870,5.78745015,0.02527158,0.71733174,3.20763579,2.06310443,2.84758523,0.00000000,1.02477490,0.64932108
-4.81140570,5.56776250,0.02432531,0.69133726,3.08980783,1.98445110,2.73663172,0.00000000,0.98481030,0.62422779
-4.80540270,5.36492852,0.02351412,0.66814446,2.97921854,1.91336550,2.63217856,0.00000000,0.94750991,0.60097648
-4.79939970,5.18106558,0.02283995,0.64799231,2.87711007,1.85049287,2.53536961,0.00000000,0.91330146,0.57976834
-4.79339670,5.01769962,0.02230186,0.63103438,2.78442176,1.79624311,2.44707835,0.00000000,0.88249980,0.56074552
-4.78739370,4.87575569,0.02189609,0.61733954,2.70178600,1.75079183,2.36790002,0.00000000,0.85530378,0.54398984
-4.78139070,4.75556949,0.02161617,0.60689532,2.62953520,1.71408916,2.29815391,0.00000000,0.83179738,0.52952362
-4.77538769,4.65691848,0.02145308,0.59961380,2.56771889,1.68587565,2.23789536,0.00000000,0.81195499,0.51731270
-4.76938469,4.57907049,0.02139551,0.59533950,2.51612965,1.66570439,2.18693633,0.00000000,0.79565029,0.50727121
-4.76338169,4.52084668,0.02143023,0.59385893,2.47433608,1.65296832,2.14487315,0.00000000,0.78266828,0.49926811
-4.75737869,4.48069584,0.02154244,0.59491136,2.44172097,1.64693134,2.11111981,0.00000000,0.77271975,0.49313486
-4.75137569,4.45677594,0.02171621,0.59820028,2.41752256,1.64676194,2.08494500,0.00000000,0.76545743,0.48867403
-4.74537269,4.44703938,0.02193495,0.60340503,2.40087683,1.65156783,2.06551105,0.00000000,0.76049313,0.48566839
-4.73936968,4.44931806,0.02218190,0.61019224,2.39085900,1.66043020,2.05191287,0.00000000,0.75741496,0.48388992
-4.73336668,4.46140473,0.02244058,0.61822654,2.38652227,1.67243628,2.04321530,0.00000000,0.75580401,0.48310863
-4.72736368,4.48112763,0.02269530,0.62718019,2.38693255,1.68670903,2.03848726,0.00000000,0.75524970,0.48310048
-4.72136068,4.50641569,0.02293154,0.63674150,2.39119791,1.70243292,2.03683154,0.00000000,0.75536340,0.48365437
-4.71535768,4.53535260,0.02313635,0.64662163,2.39849201,1.71887513,2.03740946,0.00000000,0.75578966,0.48457791
-4.70935468,4.56621842,0.02329869,0.65655974,2.40807121,1.73540163,2.03945959,0.00000000,0.75621498,0.48570166
-4.70335168,4.59751825,0.02340963,0.66632658,2.41928525,1.75148788,2.04231061,0.00000000,0.75637378,0.48688206
-4.69734867,4.62799824,0.02346255,0.67572637,2.43158199,1.76672438,2.04538836,0.00000000,0.75605171,0.48800278
-4.69134567,4.65664977,0.02345323,0.68459734,2.44450679,1.78081709,2.04821744,0.00000000,0.75508633,0.48897479
-4.68534267,4.68270316,0.02337986,0.69281087,2.45769744,1.79358346,2.05041819,0.00000000,0.75336557,0.48973513
-4.67933967,4.70561270,0.02324297,0.70026975,2.47087569,1.80494469,2.05169993,0.00000000,0.75082412,0.49024480
-4.67333667,4.72503513,0.02304529,0.70690559,2.48383654,1.81491496,2.05185137,0.00000000,0.74743835,0.49048577
-4.66733367,4.74080361,0.02279159,0.71267576,2.49643644,1.82358852,2.05072929,0.00000000,0.74322022,0.49045756
-4.66133067,4.75289952,0.02248841,0.71756013,2.50858142,1.83112563,2.04824658,0.00000000,0.73821056,0.49017356
-4.65532766,4.76142394,0.02214384,0.72155778,2.52021616,1.83773800,2.04436048,0.00000000,0.73247227,0.48965735
-4.64932466,4.76657070,0.02176718,0.72468396,2.53131467,1.84367460,2.03906188,0.00000000,0.72608383,0.48893923
-4.64332166,4.76860225,0.02136870,0.72696736,2.54187323,1.84920843,2.03236629,0.00000000,0.71913346,0.48805321
