energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.21960980,0.75966671,0.01726840,0.03498310,0.15785102,0.00000000,0.05790713,0.32059570,0.18122829,0.09262955
-5.21360680,0.78024816,0.01966140,0.03732749,0.16562289,0.00000000,0.05569537,0.32475325,0.19384477,0.09680267
-5.20760380,0.80230753,0.02222661,0.03986365,0.17378094,0.00000000,0.05347141,0.32923437,0.20753830,0.10116053
-5.20160080,0.82583321,0.02494784,0.04257756,0.18227088,0.00000000,0.05128172,0.33407736,0.22223088,0.10567826
-5.19559780,0.85072385,0.02780354,0.04544838,0.19102230,0.00000000,0.04916696,0.33929094,0.23780950,0.11032010
-5.18959480,0.87678431,0.03076682,0.04844825,0.19994891,0.00000000,0.04716086,0.34485231,0.25412543,0.11503931
-5.18359180,0.90372643,0.03380574,0.05154244,0.20894973,0.00000000,0.04528954,0.35070703,0.27099512,0.11977856
-5.17758879,0.93117469,0.03688380,0.05468985,0.21791125,0.00000000,0.04357107,0.35677081,0.28820297,0.12447097
-5.17158579,0.95867698,0.03996072,0.05784383,0.22671060,0.00000000,0.04201549,0.36293310,0.30550600,0.12904155
-5.16558279,0.98571991,0.04299339,0.06095338,0.23521965,0.00000000,0.04062516,0.36906242,0.32264029,0.13340923
-5.15957979,1.01174844,0.04593709,0.06396462,0.24330992,0.00000000,0.03939542,0.37501321,0.33932905,0.13748931
-5.15357679,1.03618883,0.04874678,0.06682251,0.25085815,0.00000000,0.03831556,0.38063394,0.35529213,0.14119620
-5.14757379,1.05847412,0.05137868,0.06947281,0.25775232,0.00000000,0.03737000,0.38577606,0.37025649,0.14444651
-5.14157079,1.07807098,0.05379171,0.07186413,0.26389791,0.00000000,0.03653958,0.39030346,0.38396726,0.14716216
-5.13556778,1.09450663,0.05594915,0.07395000,0.26922406,0.00000000,0.03580299,0.39410183,0.39619900,0.14927354
-5.12956478,1.10739471,0.05782002,0.07569094,0.27368948,0.00000000,0.03513816,0.39708771,0.40676647,0.15072245
-5.12356178,1.11645868,0.05938050,0.07705629,0.27728760,0.00000000,0.03452363,0.39921642,0.41553453,0.15146479
-5.11755878,1.12155166,0.06061501,0.07802588,0.28005094,0.00000000,0.03393978,0.40048881,0.42242656,0.15147284
-5.11155578,1.12267152,0.06151710,0.07859132,0.28205421,0.00000000,0.03336985,0.40095603,0.42743105,0.15073690
-5.10555278,1.11997051,0.06208996,0.07875692,0.28341600,0.00000000,0.03280078,0.40072243,0.43060579,0.14926640
-5.09954977,1.11375860,0.06234662,0.07854014,0.28429893,0.00000000,0.03222380,0.39994591,0.43207954,0.14709028
-5.09354677,1.10450029,0.06230972,0.07797157,0.28490803,0.00000000,0.03163473,0.39883594,0.43205087,0.14425664
-5.08754377,1.09280471,0.06201097,0.07709442,0.28548730,0.00000000,0.03103399,0.39764902,0.43078410,0.14083167
-5.08154077,1.07940926,0.06149011,0.07596345,0.28631453,0.00000000,0.03042642,0.39668168,0.42860247,0.13689787
-5.07553777,1.06515728,0.06079370,0.07464352,0.28769438,0.00000000,0.02982080,0.39626122,0.42587857,0.13255167
-5.06953477,1.05097055,0.05997350,0.07320764,0.28994987,0.00000000,0.02922920,0.39673457,0.42302251,0.12790053
-5.06353177,1.03781760,0.05908465,0.07173472,0.29341257,0.00000000,0.02866615,0.39845546,0.42046801,0.12305956
-5.05752876,1.02667903,0.05818379,0.07030698,0.29841170,0.00000000,0.02814769,0.40177063,0.41865718,0.11814796
-5.05152576,1.01851128,0.05732694,0.06900724,0.30526252,0.00000000,0.02769045,0.40700540,0.41802427,0.11328523
-5.04552276,1.01421017,0.05656758,0.06791605,0.31425445,0.00000000,0.02731059,0.41444929,0.41897928,0.10858741
-5.03951976,1.01457586,0.05595472,0.06710892,0.32563924,0.00000000,0.02702289,0.42434239,0.42189180,0.10416355
-5.03351676,1.02028046,0.05553117,0.06665354,0.33961978,0.00000000,0.02683989,0.43686284,0.42707599,0.10011234
-5.02751376,1.03183987,0.05533203,0.06660732,0.35633993,0.00000000,0.02677119,0.45211629,0.43477716,0.09651927
-5.02151076,1.04959084,0.05538358,0.06701523,0.37587584,0.00000000,0.02682293,0.47012763,0.44516047,0.09345422
-5.01550775,1.07367449,0.05570237,0.06790796,0.39822917,0.00000000,0.02699742,0.49083560,0.45830242,0.09096964
-5.00950475,1.10402681,0.05629482,0.06930060,0.42332268,0.00000000,0.02729307,0.51409054,0.47418540,0.08909942
-5.00350175,1.14037685,0.05715710,0.07119184,0.45099828,0.00000000,0.02770442,0.53965549,0.49269561,0.08785836
-4.99749875,1.18225269,0.05827548,0.07356370,0.48101803,0.00000000,0.02822251,0.56721085,0.51362453,0.08724235
-4.99149575,1.22899508,0.05962699,0.07638185,0.51306797,0.00000000,0.02883533,0.59636231,0.53667396,0.08722914
-4.98549275,1.27977829,0.06118040,0.07959653,0.54676489,0.00000000,0.02952848,0.62665210,0.56146451,0.08777974
-4.97948974,1.33363753,0.06289753,0.08314396,0.58166590,0.00000000,0.03028594,0.65757299,0.58754729,0.08884035
-4.97348674,1.38950172,0.06473476,0.08694837,0.61728044,0.00000000,0.03109098,0.68858456,0.61441833,0.09034468
-4.96748374,1.44623050,0.06664465,0.09092435,0.65308447,0.00000000,0.03192700,0.71913124,0.64153536,0.09221665
-4.96148074,1.50265379,0.06857775,0.09497969,0.68853625,0.00000000,0.03277841,0.74866118,0.66833603,0.09437332
-4.95547774,1.55761250,0.07048434,0.09901837,0.72309298,0.00000000,0.03363149,0.77664527,0.69425716,0.09672791
-4.94947474,1.60999836,0.07231612,0.10294376,0.75622789,0.00000000,0.03447503,0.80259549,0.71875395,0.09919285
-4.94347174,1.65879148,0.07402785,0.10666185,0.78744671,0.00000000,0.03530093,0.82608162,0.74131855,0.10168271
-4.93746873,1.70309375,0.07557871,0.11008431,0.81630304,0.00000000,0.03610454,0.84674575,0.76149699,0.10411685
-4.93146573,1.74215677,0.07693348,0.11313135,0.84241173,0.00000000,0.03688479,0.86431368,0.77890398,0.10642188
-4.92546273,1.77540305,0.07806342,0.11573426,0.86545977,0.00000000,0.03764419,0.87860285,0.79323468,0.10853354
-4.91945973,1.80243962,0.07894686,0.11783743,0.88521404,0.00000000,0.03838847,0.88952636,0.80427313,0.11039831
-4.91345673,1.82306352,0.07956945,0.11939988,0.90152572,0.00000000,0.03912615,0.89709286,0.81189689,0.11197432
-4.90745373,1.83725899,0.07992412,0.12039615,0.91433096,0.00000000,0.03986786,0.90140243,0.81607778,0.11323192
-4.90145073,1.84518687,0.08001069,0.12081660,0.92364805,0.00000000,0.04062550,0.90263863,0.81687870,0.11415360
-4.89544772,1.84716665,0.07983529,0.12066706,0.92957103,0.00000000,0.04141136,0.90105713,0.81444691,0.11473345
-4.88944472,1.84365248,0.07940950,0.11996792,0.93226040,0.00000000,0.04223716,0.89697170,0.80900395,0.11497621
-4.88344172,1.83520443,0.07874928,0.11875267,0.93193128,0.00000000,0.04311308,0.89073802,0.80083302,0.11489596
-4.87743872,1.82245657,0.07787392,0.11706600,0.92883980,0.00000000,0.04404692,0.88273653,0.79026438,0.11451445
-4.87143572,1.80608377,0.07680478,0.11496155,0.92326853,0.00000000,0.04504328,0.87335487,0.77765963,0.11385932
-4.86543272,1.78676876,0.07556416,0.11249950,0.91551167,0.00000000,0.04610297,0.86297107,0.76339561,0.11296223
-4.85942971,1.76517136,0.07417421,0.10974401,0.90586099,0.00000000,0.04722263,0.85193812,0.74784885,0.11185694
-4.85342671,1.74190120,0.07265602,0.10676071,0.89459304,0.00000000,0.04839449,0.84057078,0.73138121,0.11057756
-4.84742371,1.71749530,0.07102877,0.10361432,0.88195855,0.00000000,0.04960646,0.82913516,0.71432740,0.10915698
-4.84142071,1.69240130,0.06930926,0.10036658,0.86817423,0.00000000,0.05084236,0.81784137,0.69698484,0.10762549
-4.83541771,1.66696688,0.06751154,0.09707439,0.85341753,0.00000000,0.05208246,0.80683956,0.67960631,0.10600981
-4.82941471,1.64143559,0.06564684,0.09378840,0.83782428,0.00000000,0.05330410,0.79621927,0.66239534,0.10433230
-4.82341171,1.61594867,0.06372375,0.09055200,0.82148929,0.00000000,0.05448258,0.78601191,0.64550455,0.10261065
-4.81740870,1.59055238,0.06174856,0.08740064,0.80446962,0.00000000,0.05559202,0.77619601,0.62903661,0.10085775
-4.81140570,1.56520991,0.05972577,0.08436165,0.78678998,0.00000000,0.05660638,0.76670467,0.61304757,0.09908191
-4.80540270,1.53981681,0.05765883,0.08145433,0.76845000,0.00000000,0.05750041,0.75743478,0.59755208,0.09728726
-4.79939970,1.51421865,0.05555081,0.07869032,0.74943248,0.00000000,0.05825057,0.74825720,0.58253012,0.09547441
-4.79339670,1.48822981,0.05340525,0.07607431,0.72971217,0.00000000,0.05883585,0.73902738,0.56793453,0.09364112
-4.78739370,1.46165212,0.05122685,0.07360483,0.70926444,0.00000000,0.05923841,0.72959576,0.55369902,0.09178310
-4.78139070,1.43429231,0.04902226,0.07127519,0.68807323,0.00000000,0.05944417,0.71981744,0.53974604,0.08989478
-4.77538769,1.40597751,0.04680056,0.06907444,0.66613778,0.00000000,0.05944307,0.70956073,0.52599418,0.08797008
-4.76938469,1.37656804,0.04457380,0.06698842,0.64347794,0.00000000,0.05922927,0.69871422,0.51236464,0.08600301
-4.76338169,1.34596719,0.04235721,0.06500064,0.62013768,0.00000000,0.05880109,0.68719228,0.49878683,0.08398831
-4.75737869,1.31412784,0.04016930,0.06309323,0.59618681,0.00000000,0.05816087,0.67493878,0.48520257,0.08192184
-4.75137569,1.28105595,0.03803183,0.06124767,0.57172090,0.00000000,0.05731465,0.66192928,0.47156923,0.07980089
-4.74537269,1.24681117,0.03596949,0.05944556,0.54685965,0.00000000,0.05627171,0.64817159,0.45786158,0.07762447
-4.73936968,1.21150498,0.03400945,0.05766919,0.52174378,0.00000000,0.05504418,0.63370506,0.44407260,0.07539334
-4.73336668,1.17529674,0.03218086,0.05590204,0.49653092,0.00000000,0.05364643,0.61859872,0.43021335,0.07311011
-4.72736368,1.13838816,0.03051404,0.05412924,0.47139080,0.00000000,0.05209462,0.60294855,0.41631198,0.07077918
-4.72136068,1.10101667,0.02903976,0.05233790,0.44649989,0.00000000,0.05040617,0.58687404,0.40241224,0.06840664
-4.71535768,1.06344796,0.02778832,0.05051737,0.42203613,0.00000000,0.04859931,0.57051421,0.38857138,0.06600021
-4.70935468,1.02596824,0.02678863,0.04865945,0.39817369,0.00000000,0.04669270,0.55402337,0.37485778,0.06356904
-4.70335168,0.98887620,0.02606731,0.04675857,0.37507829,0.00000000,0.04470508,0.53756651,0.36134836,0.06112357
-4.69734867,0.95247500,0.02564771,0.04481180,0.35290290,0.00000000,0.04265499,0.52131461,0.34812576,0.05867534
-4.69134567,0.91706441,0.02554908,0.04281890,0.33178431,0.00000000,0.04056058,0.50543974,0.33527543,0.05623679
-4.68534267,0.88293302,0.02578570,0.04078226,0.31184026,0.00000000,0.03843942,0.49011018,0.32288271,0.05382106
-4.67933967,0.85035072,0.02636613,0.03870678,0.29316734,0.00000000,0.03630839,0.47548540,0.31102977,0.05144167
-4.67333667,0.81956139,0.02729262,0.03659965,0.27583959,0.00000000,0.03418359,0.46171117,0.29979269,0.04911229
-4.66733367,0.79077604,0.02856056,0.03447013,0.25990774,0.00000000,0.03208023,0.44891476,0.28923846,0.04684647
-4.66133067,0.76416639,0.03015815,0.03232919,0.24539894,0.00000000,0.03001255,0.43720038,0.27942225,0.04465725
-4.65532766,0.73985922,0.03206623,0.03018915,0.23231714,0.00000000,0.02799380,0.42664512,0.27038478,0.04255691
-4.64932466,0.71793165,0.03425832,0.02806330,0.22064383,0.00000000,0.02603608,0.41729536,0.26215004,0.04055662
-4.64332166,0.69840767,0.03670089,0.02596541,0.21033925,0.00000000,0.02415033,0.40916418,0.25472350,0.03866617
