energy_ev,total_up,Cu_p_up,Cu_d_up,In_p_up,In_d_up,S_s_up,S_p_up
-5.75387694,1.52764939,0.34614927,0.34000632,0.01452388,0.00026468,0.06366653,1.03263201
-5.74787394,1.59474709,0.36126983,0.35505540,0.01508926,0.00027604,0.06658863,1.07802593
-5.74187094,1.65766953,0.37550957,0.36916352,0.01559388,0.00028683,0.06932334,1.12065200
-5.73586793,1.71468029,0.38846707,0.38194527,0.01602411,0.00029673,0.07179942,1.15932946
-5.72986493,1.76417926,0.39977137,0.39304537,0.01636806,0.00030545,0.07395109,1.19296897
-5.72386193,1.80474558,0.40909184,0.40214822,0.01661591,0.00031272,0.07571982,1.22060185
-5.71785893,1.83517572,0.41614697,0.40898640,0.01676013,0.00031832,0.07705599,1.24140597
-5.71185593,1.85451508,0.42071170,0.41334773,0.01679572,0.00032205,0.07792020,1.25472734
-5.70585293,1.86208187,0.42262295,0.41508064,0.01672028,0.00032379,0.07828431,1.26009639
-5.69984992,1.85748234,0.42178331,0.41409759,0.01653406,0.00032344,0.07813212,1.25723856
-5.69384692,1.84061686,0.41816252,0.41037647,0.01623988,0.00032098,0.07745964,1.24607851
-5.68784392,1.81167630,0.41179680,0.40395981,0.01584297,0.00031641,0.07627499,1.22673790
-5.68184092,1.77112930,0.40278608,0.39495198,0.01535082,0.00030981,0.07459787,1.19952690
-5.67583792,1.71970078,0.39128925,0.38351448,0.01477281,0.00030130,0.07245873,1.16492979
-5.66983492,1.65834276,0.37751754,0.36985940,0.01411997,0.00029101,0.06989750,1.12358527
-5.66383192,1.58819883,0.36172656,0.35424154,0.01340455,0.00027916,0.06696218,1.07626245
-5.65782891,1.51056395,0.34420708,0.33694951,0.01263966,0.00026595,0.06370709,1.02383364
-5.65182591,1.42684113,0.32527524,0.31829604,0.01183890,0.00025163,0.06019112,0.96724495
-5.64582291,1.33849711,0.30526234,0.29860813,0.01101596,0.00023645,0.05647581,0.90748622
-5.63981991,1.24701862,0.28450479,0.27821728,0.01018428,0.00022068,0.05262353,0.84556119
-5.63381691,1.15387112,0.26333464,0.25745033,0.00935676,0.00020458,0.04869571,0.78245941
-5.62781391,1.06046133,0.24207084,0.23662106,0.00854550,0.00018839,0.04475126,0.71913065
-5.62181091,0.96810489,0.22101176,0.21602302,0.00776157,0.00017237,0.04084519,0.65646269
-5.61580790,0.87800001,0.20042897,0.19592358,0.00701493,0.00015673,0.03702744,0.59526329
-5.60980490,0.79120767,0.18056257,0.17655961,0.00631428,0.00014167,0.03334208,0.53624642
-5.60380190,0.70863849,0.16161802,0.15813443,0.00566710,0.00012738,0.02982666,0.48002319
-5.59779890,0.63104633,0.14376453,0.14081650,0.00507963,0.00011401,0.02651199,0.42709718
-5.59179590,0.55902791,0.12713482,0.12473926,0.00455695,0.00010169,0.02342204,0.37786403
-5.58579290,0.49302801,0.11182621,0.11000230,0.00410311,0.00009052,0.02057420,0.33261473
-5.57978989,0.43334926,0.09790279,0.09667363,0.00372123,0.00008059,0.01797963,0.29154217
-5.57378689,0.38016555,0.08539845,0.08479261,0.00341368,0.00007198,0.01564387,0.25475011
-5.56778389,0.33353801,0.07432056,0.07437357,0.00318221,0.00006472,0.01356749,0.22226402
-5.56178089,0.29343256,0.06465406,0.06540980,0.00302811,0.00005887,0.01174686,0.19404301
-5.55577789,0.25973797,0.05636573,0.05787756,0.00295236,0.00005445,0.01017491,0.16999224
-5.54977489,0.23228370,0.04940843,0.05174014,0.00295577,0.00005149,0.00884197,0.14997514
-5.54377189,0.21085656,0.04372521,0.04695163,0.00303909,0.00005002,0.00773645,0.13382505
-5.53776888,0.19521591,0.03925305,0.04346033,0.00320313,0.00005005,0.00684561,0.12135574
-5.53176588,0.18510676,0.03592624,0.04121178,0.00344881,0.00005162,0.00615609,0.11237074
-5.52576288,0.18027065,0.03367922,0.04015121,0.00377728,0.00005474,0.00565451,0.10667111
-5.51975988,0.18045424,0.03244898,0.04022550,0.00418994,0.00005946,0.00532787,0.10406163
-5.51375688,0.18541566,0.03217688,0.04138465,0.00468853,0.00006580,0.00516389,0.10435558
-5.50775388,0.19492878,0.03281010,0.04358278,0.00527513,0.00007380,0.00515129,0.10737799
-5.50175088,0.20878569,0.03430251,0.04677866,0.00595228,0.00008350,0.00527991,0.11296770
-5.49574787,0.22679770,0.03661520,0.05093595,0.00672296,0.00009494,0.00554088,0.12097830
-5.48974487,0.24879512,0.03971670,0.05602311,0.00759072,0.00010815,0.00592660,0.13127822
-5.48374187,0.27462627,0.04358286,0.06201314,0.00855965,0.00012317,0.00643080,0.14375019
-5.47773887,0.30415586,0.04819645,0.06888312,0.00963453,0.00014001,0.00704845,0.15829013
-5.47173587,0.33726309,0.05354664,0.07661363,0.01082082,0.00015870,0.00777570,0.17480588
-5.46573287,0.37383952,0.05962827,0.08518816,0.01212474,0.00017925,0.00860979,0.19321559
-5.45972986,0.41378697,0.06644086,0.09459242,0.01355325,0.00020163,0.00954897,0.21344612
-5.45372686,0.45701527,0.07398768,0.10481359,0.01511406,0.00022584,0.01059232,0.23543136
-5.44772386,0.50343993,0.08227448,0.11583954,0.01681557,0.00025184,0.01173963,0.25911044
-5.44172086,0.55297962,0.09130819,0.12765796,0.01866674,0.00027956,0.01299128,0.28442590
-5.43571786,0.60555335,0.10109546,0.14025543,0.02067693,0.00030894,0.01434801,0.31132182
-5.42971486,0.66107708,0.11164104,0.15361632,0.02285560,0.00033988,0.01581077,0.33974163
-5.42371186,0.71945986,0.12294613,0.16772159,0.02521200,0.00037225,0.01738046,0.36962580
-5.41770885,0.78059918,0.13500649,0.18254746,0.02775473,0.00040593,0.01905777,0.40090929
-5.41170585,0.84437567,0.14781068,0.19806396,0.03049127,0.00044075,0.02084284,0.43351871
-5.40570285,0.91064714,0.16133811,0.21423338,0.03342736,0.00047652,0.02273507,0.46736927
-5.39969985,0.97924212,0.17555733,0.23100868,0.03656641,0.00051305,0.02473278,0.50236167
-5.39369685,1.04995312,0.19042434,0.24833196,0.03990881,0.00055008,0.02683298,0.53837884
-5.38769385,1.12253006,0.20588120,0.26613302,0.04345129,0.00058737,0.02903109,0.57528303
-5.38169085,1.19667410,0.22185492,0.28432825,0.04718628,0.00062463,0.03132073,0.61291308
-5.37568784,1.27203254,0.23825683,0.30281972,0.05110130,0.00066156,0.03369350,0.65108237
-5.36968484,1.34819514,0.25498236,0.32149490,0.05517849,0.00069784,0.03613889,0.68957755
-5.36368184,1.42469250,0.27191149,0.34022688,0.05939422,0.00073312,0.03864422,0.72815834
-5.35767884,1.50099684,0.28890975,0.35887523,0.06371892,0.00076705,0.04119470,0.76655847
-5.35167584,1.57652557,0.30582991,0.37728766,0.06811708,0.00079926,0.04377357,0.80448814
-5.34567284,1.65064803,0.32251428,0.39530243,0.07254743,0.00082939,0.04636238,0.84163780
-5.33966983,1.72269532,0.33879765,0.41275147,0.07696339,0.00085708,0.04894137,0.87768353
-5.33366683,1.79197335,0.35451081,0.42946429,0.08131377,0.00088197,0.05148998,0.91229381
-5.32766383,1.85777868,0.36948443,0.44527240,0.08554367,0.00090375,0.05398747,0.94513755
-5.32166083,1.91941690,0.38355337,0.46001427,0.08959561,0.00092211,0.05641355,0.97589314
-5.31565783,1.97622282,0.39656112,0.47354051,0.09341086,0.00093681,0.05874924,1.00425825
-5.30965483,2.02758177,0.40836428,0.48571921,0.09693086,0.00094764,0.06097759,1.02995992
-5.30365183,2.07295105,0.41883688,0.49644101,0.10009890,0.00095446,0.06308451,1.05276452
-5.29764882,2.11188070,0.42787440,0.50562383,0.10286162,0.00095719,0.06505956,1.07248718
-5.29164582,2.14403241,0.43539725,0.51321688,0.10517071,0.00095582,0.06689663,1.08900013
-5.28564282,2.16919572,0.44135365,0.51920388,0.10698437,0.00095043,0.06859450,1.10223945
-5.27963982,2.18730052,0.44572171,0.52360506,0.10826876,0.00094115,0.07015733,1.11221003
-5.27363682,2.19842502,0.44851059,0.52647797,0.10899912,0.00092822,0.07159485,1.11898808
-5.26763382,2.20279864,0.44976072,0.52791694,0.10916074,0.00091193,0.07292242,1.12272115
-5.26163082,2.20079932,0.44954301,0.52805104,0.10874956,0.00089263,0.07416083,1.12362544
-5.25562781,2.19294514,0.44795699,0.52704068,0.10777245,0.00087073,0.07533587,1.12198029
-5.24962481,2.17988029,0.44512805,0.52507282,0.10624716,0.00084670,0.07647760,1.11812007
-5.24362181,2.16235578,0.44120375,0.52235502,0.10420189,0.00082102,0.07761953,1.11242355
-5.23761881,2.14120555,0.43634939,0.51910844,0.10167452,0.00079420,0.07879746,1.10530121
-5.23161581,2.11731890,0.43074288,0.51556021,0.09871151,0.00076676,0.08004825,1.09718095
-5.22561281,2.09161022,0.42456930,0.51193528,0.09536659,0.00073918,0.08140846,1.08849267
-5.21960980,2.06498758,0.41801516,0.50844831,0.09169919,0.00071195,0.08291295,1.07965261
-5.21360680,2.03832127,0.41126273,0.50529575,0.08777267,0.00068549,0.08459350,1.07104784
-5.20760380,2.01241396,0.40448457,0.50264870,0.08365261,0.00066020,0.08647750,1.06302197
-5.20160080,1.98797389,0.39783860,0.50064667,0.07940496,0.00063638,0.08858683,1.05586249
-5.19559780,1.96559216,0.39146382,0.49939281,0.07509437,0.00061429,0.09093688,1.04979060
-5.18959480,1.94572561,0.38547694,0.49895053,0.07078256,0.00059412,0.09353597,1.04495393
-5.18359180,1.92868579,0.37996999,0.49934205,0.06652701,0.00057599,0.09638490,1.04142261
-5.17758879,1.91463478,0.37500917,0.50054867,0.06237978,0.00055992,0.09947701,1.03918902
-5.17158579,1.90358804,0.37063468,0.50251298,0.05838668,0.00054591,0.10279839,1.03817103
-5.16558279,1.89542395,0.36686191,0.50514274,0.05458676,0.00053386,0.10632860,1.03821894
-5.15957979,1.88989974,0.36368352,0.50831638,0.05101208,0.00052364,0.11004152,1.03912543
-5.15357679,1.88667264,0.36107258,0.51188977,0.04768780,0.00051510,0.11390652,1.04063825
-5.14757379,1.88532532,0.35898636,0.51570385,0.04463250,0.00050803,0.11788981,1.04247484
-5.14157079,1.88539398,0.35737070,0.51959288,0.04185887,0.00050222,0.12195587,1.04433815
-5.13556778,1.88639769,0.35616466,0.52339267,0.03937445,0.00049748,0.12606889,1.04593278
-5.12956478,1.88786731,0.35530510,0.52694854,0.03718267,0.00049359,0.13019418,1.04698051
-5.12356178,1.88937240,0.35473108,0.53012246,0.03528390,0.00049039,0.13429940,1.04723445
-5.11755878,1.89054483,0.35438777,0.53279910,0.03367656,0.00048773,0.13835565,1.04649102
-5.11155578,1.89109778,0.35422964,0.53489036,0.03235833,0.00048551,0.14233819,1.04459912
-5.10555278,1.89083946,0.35422289,0.53633835,0.03132718,0.00048366,0.14622691,1.04146609
-5.09954977,1.88968080,0.35434690,0.53711660,0.03058242,0.00048217,0.15000650,1.03706022
-5.09354677,1.88763716,0.35459481,0.53722953,0.03012563,0.00048108,0.15366622,1.03140976
-5.08754377,1.88482423,0.35497315,0.53671024,0.02996138,0.00048047,0.15719936,1.02459867
-5.08154077,1.88144870,0.35550073,0.53561695,0.03009791,0.00048046,0.16060254,1.01675944
-5.07553777,1.87779446,0.35620677,0.53402820,0.03054754,0.00048122,0.16387461,1.00806362
-5.06953477,1.87420567,0.35712862,0.53203731,0.03132700,0.00048297,0.16701554,0.99871062
-5.06353177,1.87106762,0.35830921,0.52974634,0.03245755,0.00048592,0.17002522,0.98891562
-5.05752876,1.86878687,0.35979433,0.52726001,0.03396498,0.00049035,0.17290221,0.97889731
-5.05152576,1.86777184,0.36163014,0.52467992,0.03587944,0.00049653,0.17564259,0.96886616
-5.04552276,1.86841502,0.36386089,0.52209945,0.03823518,0.00050476,0.17823905,0.95901399
-5.03951976,1.87107768,0.36652718,0.51959951,0.04107018,0.00051535,0.18068013,0.94950518
-5.03351676,1.87607795,0.36966467,0.51724546,0.04442567,0.00052862,0.18294975,0.94047012
-5.02751376,1.88368265,0.37330353,0.51508523,0.04834561,0.00054490,0.18502709,0.93200097
-5.02151076,1.89410311,0.37746843,0.51314873,0.05287619,0.00056454,0.18688682,0.92414990
-5.01550775,1.90749506,0.38217918,0.51144854,0.05806518,0.00058790,0.18849957,0.91692955
-5.00950475,1.92396211,0.38745196,0.50998170,0.06396146,0.00061536,0.18983286,0.91031577
-5.00350175,1.94356258,0.39330096,0.50873251,0.07061445,0.00064735,0.19085225,0.90425195
-4.99749875,1.96631902,0.39974038,0.50767604,0.07807370,0.00068430,0.19152270,0.89865478
-4.99149575,1.99222955,0.40678668,0.50678228,0.08638846,0.00072673,0.19181019,0.89342091
-4.98549275,2.02128056,0.41446084,0.50602049,0.09560743,0.00077518,0.19168341,0.88843397
-4.97948974,2.05345974,0.42279067,0.50536364,0.10577852,0.00083027,0.19111549,0.88357164
-4.97348674,2.08876887,0.43181283,0.50479268,0.11694872,0.00089270,0.19008575,0.87871230
-4.96748374,2.12723565,0.44157464,0.50430041,0.12916408,0.00096325,0.18858121,0.87374095
-4.96148074,2.16892395,0.45213547,0.50389486,0.14246967,0.00104277,0.18659808,0.86855429
-4.95547774,2.21394206,0.46356760,0.50360190,0.15690960,0.00113224,0.18414288,0.86306460
-4.94947474,2.26244851,0.47595661,0.50346721,0.17252697,0.00123268,0.18123328,0.85720268
-4.94347174,2.31465515,0.48940108,0.50355733,0.18936375,0.00134524,0.17789862,0.85091957
-4.93746873,2.37082734,0.50401170,0.50395995,0.20746055,0.00147112,0.17418002,0.84418738
-4.93146573,2.43128116,0.51990967,0.50478326,0.22685612,0.00161160,0.17013006,0.83699923
-4.92546273,2.49637758,0.53722444,0.50615463,0.24758665,0.00176799,0.16581212,0.82936859
-4.91945973,2.56651375,0.55609083,0.50821840,0.26968478,0.00194161,0.16129921,0.82132804
-4.91345673,2.64211142,0.57664537,0.51113308,0.29317822,0.00213377,0.15667257,0.81292787
-4.90745373,2.72360291,0.59902223,0.51506783,0.31808808,0.00234571,0.15201976,0.80423435
-4.90145073,2.81141478,0.62334852,0.52019849,0.34442685,0.00257858,0.14743257,0.79532816
-4.89544772,2.90594967,0.64973916,0.52670312,0.37219609,0.00283339,0.14300465,0.78630271
-4.88944472,3.00756671,0.67829151,0.53475716,0.40138381,0.00311091,0.13882898,0.77726265
-4.88344172,3.11656101,0.70907981,0.54452832,0.43196177,0.00341170,0.13499516,0.76832244
-4.87743872,3.23314288,0.74214956,0.55617142,0.46388267,0.00373599,0.13158680,0.75960493
-4.87143572,3.35741728,0.77751217,0.56982300,0.49707738,0.00408364,0.12867889,0.75123997
-4.86543272,3.48936422,0.81513986,0.58559614,0.53145239,0.00445413,0.12633529,0.74336285
-4.85942971,3.62882073,0.85496116,0.60357539,0.56688761,0.00484650,0.12460648,0.73611246
-4.85342671,3.77546506,0.89685719,0.62381202,0.60323461,0.00525929,0.12352764,0.72962921
-4.84742371,3.92880376,0.94065874,0.64631965,0.64031544,0.00569057,0.12311699,0.72405244
-4.84142071,4.08816207,0.98614449,0.67107048,0.67792224,0.00613790,0.12337474,0.71951735
-4.83541771,4.25267838,1.03304045,0.69799217,0.71581754,0.00659833,0.12428237,0.71615147
-4.82941471,4.42130287,1.08102066,0.72696550,0.75373555,0.00706847,0.12580256,0.71407063
-4.82341171,4.59280094,1.12970927,0.75782298,0.79138423,0.00754443,0.12787969,0.71337449
-4.81740870,4.76576140,1.17868402,0.79034838,0.82844832,0.00802197,0.13044085,0.71414192
-4.81140570,4.93860973,1.22748115,0.82427752,0.86459319,0.00849649,0.13339747,0.71642627
-4.80540270,5.10962627,1.27560158,0.85930007,0.89946949,0.00896311,0.13664753,0.72025088
-4.79939970,5.27696925,1.32251841,0.89506277,0.93271849,0.00941680,0.14007821,0.72560498
-4.79339670,5.43870243,1.36768551,0.93117378,0.96397796,0.00985241,0.14356892,0.73244053
-4.78739370,5.59282692,1.41054709,0.96720842,0.99288850,0.01026478,0.14699477,0.74067002
-4.78139070,5.73731683,1.45054812,1.00271608,1.01910013,0.01064888,0.15023016,0.75016570
-4.77538769,5.87015798,1.48714523,1.03722837,1.04227903,0.01099986,0.15315247,0.76076046
-4.76938469,5.98938899,1.51981808,1.07026829,1.06211412,0.01131315,0.15564571,0.77225048
-4.76338169,6.09314400,1.54808071,1.10136033,1.07832359,0.01158459,0.15760405,0.78439977
-4.75737869,6.17969595,1.57149286,1.13004126,1.09066088,0.01181047,0.15893493,0.79694665
-4.75137569,6.24749931,1.58967066,1.15587136,1.09892028,0.01198765,0.15956180,0.80961195
-4.74537269,6.29523125,1.60229674,1.17844577,1.10294176,0.01211359,0.15942633,0.82210874
-4.73936968,6.32182988,1.60912914,1.19740566,1.10261511,0.01218641,0.15848998,0.83415330
-4.73336668,6.32652831,1.61000899,1.21244885,1.09788306,0.01220497,0.15673483,0.84547669
-4.72736368,6.30888335,1.60486649,1.22333937,1.08874355,0.01216882,0.15416383,0.85583660
-4.72136068,6.26879740,1.59372498,1.22991577,1.07525082,0.01207830,0.15080023,0.86502867
-4.71535768,6.20653272,1.57670295,1.23209764,1.05751541,0.01193446,0.14668639,0.87289683
-4.70935468,6.12271687,1.55401368,1.22989005,1.03570302,0.01173907,0.14188201,0.87934189
-4.70335168,6.01833866,1.52596242,1.22338566,1.01003219,0.01149462,0.13646178,0.88432792
-4.69734867,5.89473426,1.49294117,1.21276418,0.98077087,0.01120421,0.13051270,0.88788593
-4.69134567,5.75356326,1.45542091,1.19828916,0.94823186,0.01087154,0.12413105,0.89011442
-4.68534267,5.59677505,1.41394155,1.18030207,0.91276725,0.01050080,0.11741931,0.89117669
-4.67933967,5.42656610,1.36909976,1.15921372,0.87476206,0.01009660,0.11048295,0.89129492
-4.67333667,5.24532935,1.32153498,1.13549329,0.83462704,0.00966391,0.10342739,0.89074099
-4.66733367,5.05559711,1.27191406,1.10965530,0.79279092,0.00920789,0.09635523,0.88982467
-4.66133067,4.85997933,1.22091498,1.08224495,0.74969237,0.00873387,0.08936371,0.88887945
-4.65532766,4.66109930,1.16921023,1.05382243,0.70577173,0.00824718,0.08254263,0.88824686
-4.64932466,4.46152913,1.11745037,1.02494669,0.66146289,0.00775309,0.07597269,0.88825990
-4.64332166,4.26372738,1.06624847,0.99615947,0.61718538,0.00725671,0.06972437,0.88922665
-4.63731866,4.06998109,1.01616583,0.96797010,0.57333712,0.00676288,0.06385721,0.89141468
-4.63131566,3.88235458,0.96769977,0.94084185,0.53028783,0.00627609,0.05841964,0.89503727
-4.62531266,3.70264677,0.92127370,0.91518021,0.48837339,0.00580046,0.05344921,0.90024218
-4.61930965,3.53235873,0.87722993,0.89132371,0.44789125,0.00533960,0.04897322,0.90710344
-4.61330665,3.37267245,0.83582554,0.86953759,0.40909703,0.00489665,0.04500967,0.91561684
-4.60730365,3.22444145,0.79723124,0.85001048,0.37220239,0.00447422,0.04156845,0.92569917
-4.60130065,3.08819322,0.76153329,0.83285411,0.33737414,0.00407437,0.03865280,0.93719128
-4.59529765,2.96414295,0.72873832,0.81810604,0.30473452,0.00369862,0.03626074,0.94986487
-4.58929465,2.85221751,0.69878060,0.80573507,0.27436271,0.00334799,0.03438666,0.96343244
-4.58329165,2.75208806,0.67153152,0.79564886,0.24629731,0.00302301,0.03302281,0.97755994
-4.57728864,2.66320944,0.64681061,0.78770343,0.22053976,0.00272377,0.03216077,0.99188130
-4.57128564,2.58486418,0.62439764,0.78171381,0.19705835,0.00244997,0.03179267,1.00601413
-4.56528264,2.51620876,0.60404508,0.77746523,0.17579284,0.00220096,0.03191238,1.01957556
-4.55927964,2.45631988,0.58549052,0.77472432,0.15665934,0.00197584,0.03251635,1.03219747
-4.55327664,2.40423864,0.56846826,0.77324972,0.13955526,0.00177347,0.03360434,1.04354028
-4.54727364,2.35901051,0.55271981,0.77280152,0.12436422,0.00159258,0.03517978,1.05330473
-4.54127064,2.31971982,0.53800276,0.77314926,0.11096071,0.00143176,0.03725003,1.06124087
-4.53526763,2.28551734,0.52409788,0.77407809,0.09921434,0.00128961,0.03982625,1.06715429
-4.52926463,2.25564053,0.51081412,0.77539315,0.08899357,0.00116467,0.04292315,1.07090911
-4.52326163,2.22942608,0.49799169,0.77692195,0.08016889,0.00105555,0.04655847,1.07242805
-4.51725863,2.20631509,0.48550310,0.77851503,0.07261539,0.00096092,0.05075226,1.07168970
-4.51125563,2.18585149,0.47325252,0.78004519,0.06621463,0.00087952,0.05552603,1.06872339
-4.50525263,2.16767473,0.46117356,0.78140537,0.06085597,0.00081020,0.06090171,1.06360224
-4.49924962,2.15150801,0.44922594,0.78250592,0.05643729,0.00075190,0.06690052,1.05643501
-4.49324662,2.13714324,0.43739129,0.78327132,0.05286516,0.00070369,0.07354176,1.04735725
-4.48724362,2.12442442,0.42566855,0.78363694,0.05005465,0.00066471,0.08084150,1.03652256
-4.48124062,2.11323051,0.41406922,0.78354620,0.04792876,0.00063420,0.08881130,1.02409433
-4.47523762,2.10345927,0.40261284,0.78294826,0.04641757,0.00061148,0.09745694,1.01023859
-4.46923462,2.09501290,0.39132289,0.78179655,0.04545732,0.00059591,0.10677711,0.99511819
-4.46323162,2.08778638,0.38022342,0.78004831,0.04498929,0.00058693,0.11676226,0.97888862
-4.45722861,2.08165895,0.36933636,0.77766492,0.04495879,0.00058397,0.12739350,0.96169543
-4.45122561,2.07648894,0.35867977,0.77461323,0.04531420,0.00058649,0.13864165,0.94367333
-4.44522261,2.07211204,0.34826679,0.77086744,0.04600605,0.00059395,0.15046644,0.92494669
-4.43921961,2.06834259,0.33810547,0.76641156,0.04698636,0.00060581,0.16281594,0.90563119
-4.43321661,2.06497758,0.32819915,0.76124199,0.04820813,0.00062151,0.17562615,0.88583631
-4.42721361,2.06180267,0.31854736,0.75537004,0.04962501,0.00064047,0.18882093,0.86566828
-4.42121061,2.05859977,0.30914711,0.74882413,0.05119116,0.00066210,0.20231214,0.84523309
-4.41520760,2.05515518,0.29999435,0.74165131,0.05286130,0.00068581,0.21600009,0.82463926
-4.40920460,2.05126798,0.29108544,0.73391805,0.05459096,0.00071099,0.22977436,0.80400002
-4.40320160,2.04675781,0.28241856,0.72570995,0.05633676,0.00073703,0.24351489,0.78343471
-4.39719860,2.04147160,0.27399495,0.71713054,0.05805690,0.00076337,0.25709345,0.76306913
-4.39119560,2.03528886,0.26581974,0.70829891,0.05971164,0.00078945,0.27037537,0.74303501
-4.38519260,2.02812526,0.25790268,0.69934639,0.06126383,0.00081478,0.28322166,0.72346825
-4.37918959,2.01993430,0.25025829,0.69041236,0.06267947,0.00083891,0.29549134,0.70450636
-4.37318659,2.01070706,0.24290587,0.68163932,0.06392815,0.00086149,0.30704408,0.68628508
-4.36718359,2.00047020,0.23586910,0.67316753,0.06498354,0.00088225,0.31774296,0.66893429
-4.36118059,1.98928232,0.22917546,0.66512946,0.06582370,0.00090100,0.32745743,0.65257378
-4.35517759,1.97722911,0.22285546,0.65764428,0.06643138,0.00091768,0.33606626,0.63730873
-4.34917459,1.96441753,0.21694170,0.65081270,0.06679413,0.00093233,0.34346054,0.62322550
-4.34317159,1.95096954,0.21146806,0.64471256,0.06690436,0.00094513,0.34954655,0.61038787
-4.33716858,1.93701589,0.20646873,0.63939522,0.06675930,0.00095633,0.35424844,0.59883391
-4.33116558,1.92269023,0.20197751,0.63488312,0.06636078,0.00096631,0.35751068,0.58857383
-4.32516258,1.90812423,0.19802724,0.63116862,0.06571506,0.00097558,0.35930007,0.57958884
-4.31915958,1.89344386,0.19464938,0.62821427,0.06483238,0.00098469,0.35960749,0.57183120
-4.31315658,1.87876728,0.19187393,0.62595456,0.06372668,0.00099432,0.35844901,0.56522549
-4.30715358,1.86420449,0.18972956,0.62429898,0.06241508,0.00100517,0.35586658,0.55967114
