energy_ev,total_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up
-3.50275138,2.37004387,0.26391172,0.10484036,0.00067466,0.02293463,0.93223607,2.16752642,0.00558241,0.07379011
-3.49674837,2.54750552,0.28563541,0.11093385,0.00073352,0.02485744,1.00318037,2.33305926,0.00602553,0.07995130
-3.49074537,2.72982042,0.30745111,0.11726229,0.00079631,0.02677917,1.07454969,2.50421886,0.00646619,0.08615260
-3.48474237,2.91544095,0.32908152,0.12372527,0.00086267,0.02867586,1.14544117,2.67984383,0.00689889,0.09232474
-3.47873937,3.10268938,0.35023749,0.13022047,0.00093215,0.03052258,1.21489399,2.85864673,0.00731799,0.09839544
-3.47273637,3.28979232,0.37062484,0.13664585,0.00100423,0.03229401,1.28191329,3.03923732,0.00771779,0.10429108
-3.46673337,3.47491779,0.38995172,0.14290175,0.00107830,0.03396512,1.34549658,3.22014777,0.00809268,0.10993841
-3.46073037,3.65621345,0.40793610,0.14889296,0.00115369,0.03551182,1.40466136,3.39985871,0.00843731,0.11526632
-3.45472736,3.83184434,0.42431322,0.15453042,0.00122965,0.03691171,1.45847298,3.57682513,0.00874667,0.12020758
-3.44872436,4.00002884,0.43884260,0.15973290,0.00130535,0.03814462,1.50607155,3.74950105,0.00901629,0.12470043
-3.44272136,4.15907147,0.45131445,0.16442828,0.00137995,0.03919329,1.54669658,3.91636233,0.00924230,0.12869005
-3.43671836,4.30739171,0.46155507,0.16855464,0.00145254,0.04004379,1.57970856,4.07592704,0.00942157,0.13212980
-3.43071536,4.44354797,0.46943122,0.17206111,0.00152218,0.04068598,1.60460642,4.22677314,0.00955175,0.13498222
-3.42471236,4.56625664,0.47485315,0.17490831,0.00158794,0.04111371,1.62104025,4.36755360,0.00963138,0.13721966
-3.41870935,4.67440611,0.47777626,0.17706874,0.00164889,0.04132502,1.62881885,4.49700921,0.00965987,0.13882471
-3.41270635,4.76706622,0.47820137,0.17852677,0.00170414,0.04132210,1.62791204,4.61397956,0.00963756,0.13979027
-3.40670335,4.84349365,0.47617360,0.17927854,0.00175285,0.04111118,1.61844762,4.71741288,0.00956566,0.14011933
-3.40070035,4.90313424,0.47178008,0.17933173,0.00179426,0.04070228,1.60070362,4.80637546,0.00944622,0.13982452
-3.39469735,4.94562285,0.46514639,0.17870511,0.00182771,0.04010883,1.57509614,4.88006119,0.00928209,0.13892744
-3.38869435,4.97078186,0.45643227,0.17742818,0.00185268,0.03934720,1.54216379,4.93780172,0.00907681,0.13745774
-3.38269135,4.97861886,0.44582649,0.17554064,0.00186877,0.03843624,1.50254928,4.97907762,0.00883452,0.13545222
-3.37668834,4.96932414,0.43354134,0.17309192,0.00187575,0.03739666,1.45697940,5.00353030,0.00855988,0.13295366
-3.37068534,4.94326814,0.41980690,0.17014075,0.00187357,0.03625046,1.40624401,5.01097466,0.00825791,0.13000975
-3.36468234,4.90099897,0.40486520,0.16675464,0.00186236,0.03502035,1.35117515,5.00141148,0.00793391,0.12667199
-3.35867934,4.84323960,0.38896469,0.16300945,0.00184242,0.03372922,1.29262680,4.97503900,0.00759334,0.12299460
-3.35267634,4.77088415,0.37235498,0.15898891,0.00181424,0.03239958,1.23145608,4.93226230,0.00724167,0.11903345
-3.34667334,4.68499269,0.35528198,0.15478408,0.00177848,0.03105314,1.16850638,4.87369946,0.00688430,0.11484519
-3.34067034,4.58678358,0.33798371,0.15049279,0.00173597,0.02971041,1.10459252,4.80018324,0.00652647,0.11048633
-3.33466733,4.47762266,0.32068654,0.14621883,0.00168764,0.02839037,1.04048841,4.71275717,0.00617312,0.10601248
-3.32866433,4.35900867,0.30360213,0.14207114,0.00163456,0.02711023,0.97691701,4.61266536,0.00582884,0.10147764
-3.32266133,4.23255426,0.28692491,0.13816270,0.00157786,0.02588528,0.91454259,4.50133544,0.00549779,0.09693361
-3.31665833,4.09996271,0.27083011,0.13460924,0.00151872,0.02472873,0.85396515,4.38035458,0.00518362,0.09242945
-3.31065533,3.96300026,0.25547228,0.13152771,0.00145831,0.02365171,0.79571674,4.25143915,0.00488944,0.08801101
-3.30465233,3.82346492,0.24098430,0.12903452,0.00139779,0.02266325,0.74025943,4.11639872,0.00461777,0.08372053
-3.29864932,3.68315236,0.22747680,0.12724363,0.00133824,0.02177036,0.68798467,3.97709581,0.00437051,0.07959633
-3.29264632,3.54382036,0.21503795,0.12626429,0.00128066,0.02097807,0.63921389,3.83540297,0.00414894,0.07567255
-3.28664332,3.40715309,0.20373358,0.12619885,0.00122590,0.02028958,0.59420004,3.69315923,0.00395368,0.07197895
-3.28064032,3.27472686,0.19360766,0.12714033,0.00117469,0.01970639,0.55312992,3.55212773,0.00378474,0.06854078
-3.27463732,3.14797891,0.18468306,0.12917005,0.00112756,0.01922845,0.51612722,3.41395671,0.00364156,0.06537878
-3.26863432,3.02818060,0.17696259,0.13235535,0.00108489,0.01885428,0.48325616,3.28014560,0.00352298,0.06250913
-3.26263132,2.91641648,0.17043037,0.13674746,0.00104687,0.01858121,0.45452553,3.15201769,0.00342735,0.05994363
-3.25662831,2.81356982,0.16505338,0.14237956,0.00101350,0.01840545,0.42989330,3.03070060,0.00335259,0.05768981
-3.25062531,2.72031550,0.16078333,0.14926529,0.00098464,0.01832232,0.40927147,2.91711508,0.00329622,0.05575119
-3.24462231,2.63712008,0.15755869,0.15739759,0.00095997,0.01832634,0.39253124,2.81197235,0.00325549,0.05412754
-3.23861931,2.56424894,0.15530692,0.16674803,0.00093907,0.01841143,0.37950846,2.71577949,0.00322744,0.05281521
-3.23261631,2.50177965,0.15394684,0.17726673,0.00092140,0.01857098,0.37000907,2.62885205,0.00320903,0.05180744
-3.22661331,2.44962061,0.15339101,0.18888274,0.00090636,0.01879803,0.36381464,2.55133256,0.00319717,0.05109477
-3.22061031,2.40753351,0.15354817,0.20150512,0.00089330,0.01908532,0.36068769,2.48321330,0.00318890,0.05066534
-3.21460730,2.37515826,0.15432563,0.21502448,0.00088158,0.01942540,0.36037682,2.42436177,0.00318139,0.05050523
-3.20860430,2.35203875,0.15563151,0.22931511,0.00087058,0.01981075,0.36262150,2.37454673,0.00317207,0.05059878
-3.20260130,2.33764802,0.15737677,0.24423758,0.00085970,0.02023380,0.36715625,2.33346338,0.00315872,0.05092883
-3.19659830,2.33141145,0.15947708,0.25964169,0.00084845,0.02068703,0.37371446,2.30075607,0.00313944,0.05147700
-3.19059530,2.33272698,0.16185427,0.27536973,0.00083641,0.02116299,0.38203146,2.27603730,0.00311279,0.05222384
-3.18459230,2.34098148,0.16443761,0.29125995,0.00082329,0.02165443,0.39184704,2.25890226,0.00307774,0.05314905
-3.17858929,2.35556283,0.16716458,0.30714996,0.00080888,0.02215426,0.40290739,2.24893849,0.00303372,0.05423157
-3.17258629,2.37586773,0.16998141,0.32288018,0.00079312,0.02265570,0.41496647,2.24573066,0.00298059,0.05544978
-3.16658329,2.40130527,0.17284322,0.33829696,0.00077604,0.02315229,0.42778691,2.24886097,0.00291862,0.05678155
-3.16058029,2.43129698,0.17571378,0.35325541,0.00075780,0.02363798,0.44114068,2.25790576,0.00284844,0.05820446
-3.15457729,2.46527396,0.17856506,0.36762176,0.00073862,0.02410719,0.45480938,2.27242950,0.00277103,0.05969587
-3.14857429,2.50267210,0.18137647,0.38127519,0.00071882,0.02455489,0.46858458,2.29197726,0.00268760,0.06123313
-3.14257129,2.54292638,0.18413385,0.39410907,0.00069875,0.02497668,0.48226811,2.31606693,0.00259960,0.06279377
-3.13656828,2.58546513,0.18682842,0.40603157,0.00067883,0.02536887,0.49567255,2.34418232,0.00250859,0.06435571
-3.13056528,2.62970539,0.18945548,0.41696571,0.00065945,0.02572854,0.50862187,2.37576836,0.00241622,0.06589749
-3.12456228,2.67505006,0.19201324,0.42684877,0.00064103,0.02605358,0.52095244,2.41022918,0.00232413,0.06739856
-3.11855928,2.72088751,0.19450154,0.43563133,0.00062394,0.02634277,0.53251430,2.44692976,0.00223395,0.06883955
-3.11255628,2.76659410,0.19692074,0.44327581,0.00060851,0.02659581,0.54317273,2.48520146,0.00214720,0.07020251
-3.10655328,2.81153984,0.19927076,0.44975490,0.00059502,0.02681328,0.55281010,2.52435158,0.00206527,0.07147124
-3.10055028,2.85509716,0.20155024,0.45504982,0.00058368,0.02699668,0.56132790,2.56367658,0.00198943,0.07263156
-3.09454727,2.89665265,0.20375602,0.45914861,0.00057462,0.02714840,0.56864889,2.60247862,0.00192074,0.07367154
-3.08854427,2.93562119,0.20588285,0.46204471,0.00056794,0.02727164,0.57471920,2.64008456,0.00186010,0.07458177
-3.08254127,2.97146213,0.20792339,0.46373577,0.00056362,0.02737039,0.57951034,2.67586666,0.00180826,0.07535557
-3.07653827,3.00369653,0.20986848,0.46422300,0.00056162,0.02744932,0.58302098,2.70926385,0.00176577,0.07598918
-3.07053527,3.03192483,0.21170769,0.46351090,0.00056185,0.02751372,0.58527825,2.73980262,0.00173306,0.07648191
-3.06453227,3.05584401,0.21343017,0.46160766,0.00056418,0.02756941,0.58633866,2.76711630,0.00171040,0.07683629
-3.05852926,3.07526328,0.21502560,0.45852593,0.00056846,0.02762266,0.58628836,2.79096184,0.00169798,0.07705813
-3.05252626,3.09011735,0.21648539,0.45428420,0.00057455,0.02768006,0.58524271,2.81123302,0.00169587,0.07715661
-3.04652326,3.10047658,0.21780382,0.44890839,0.00058234,0.02774843,0.58334505,2.82796928,0.00170410,0.07714425
-3.04052026,3.10655299,0.21897934,0.44243386,0.00059172,0.02783477,0.58076477,2.84135954,0.00172263,0.07703682
-3.03451726,3.10870167,0.22001554,0.43490725,0.00060266,0.02794609,0.57769438,2.85174046,0.00175135,0.07685330
-3.02851426,3.10741693,0.22092219,0.42638844,0.00061518,0.02808932,0.57434587,2.85958887,0.00179015,0.07661558
-3.02251126,3.10332299,0.22171575,0.41695208,0.00062936,0.02827119,0.57094614,2.86550845,0.00183883,0.07634826
-3.01650825,3.09715900,0.22241978,0.40668866,0.00064533,0.02849809,0.56773180,2.87021060,0.00189717,0.07607819
-3.01050525,3.08975870,0.22306478,0.39570508,0.00066333,0.02877593,0.56494318,2.87449024,0.00196488,0.07583407
-3.00450225,3.08202499,0.22368770,0.38412433,0.00068362,0.02910994,0.56281788,2.87919703,0.00204157,0.07564581
-2.99849925,3.07490024,0.22433099,0.37208453,0.00070651,0.02950450,0.56158393,2.88520303,0.00212679,0.07554391
-2.99249625,3.06933316,0.22504131,0.35973698,0.00073237,0.02996298,0.56145275,2.89336786,0.00221994,0.07555866
-2.98649325,3.06624358,0.22586774,0.34724348,0.00076156,0.03048750,0.56261214,2.90450280,0.00232033,0.07571937
-2.98049025,3.06648635,0.22685990,0.33477295,0.00079442,0.03107877,0.56521951,2.91933512,0.00242709,0.07605350
-2.97448724,3.07081594,0.22806572,0.32249729,0.00083129,0.03173592,0.56939572,2.93847426,0.00253923,0.07658576
-2.96848424,3.07985341,0.22952922,0.31058699,0.00087242,0.03245632,0.57521958,2.96238124,0.00265560,0.07733728
-2.96248124,3.09405704,0.23128829,0.29920631,0.00091800,0.03323552,0.58272347,2.99134285,0.00277492,0.07832480
-2.95647824,3.11369843,0.23337271,0.28850851,0.00096811,0.03406715,0.59189015,3.02545183,0.00289576,0.07955997
-2.95047524,3.13884498,0.23580235,0.27863129,0.00102270,0.03494296,0.60265106,3.06459405,0.00301660,0.08104874
-2.94447224,3.16934995,0.23858585,0.26969265,0.00108161,0.03585285,0.61488616,3.10844351,0.00313586,0.08279095
-2.93846923,3.20485079,0.24171970,0.26178732,0.00114451,0.03678503,0.62842548,3.15646553,0.00325191,0.08478007
-2.93246623,3.24477588,0.24518794,0.25498411,0.00121095,0.03772622,0.64305238,3.20792827,0.00336312,0.08700312
-2.92646323,3.28835973,0.24896229,0.24932413,0.00128032,0.03866196,0.65850845,3.26192207,0.00346792,0.08944085
-2.92046023,3.33466604,0.25300299,0.24482010,0.00135189,0.03957690,0.67449988,3.31738608,0.00356485,0.09206810
-2.91445723,3.38261779,0.25726001,0.24145680,0.00142481,0.04045525,0.69070531,3.37314106,0.00365257,0.09485432
-2.90845423,3.43103316,0.26167488,0.23919252,0.00149815,0.04128120,0.70678460,3.42792701,0.00372994,0.09776434
-2.90245123,3.47866579,0.26618276,0.23796160,0.00157089,0.04203940,0.72238851,3.48044415,0.00379604,0.10075926
-2.89644822,3.52424770,0.27071492,0.23767790,0.00164199,0.04271540,0.73716879,3.52939554,0.00385020,0.10379748
-2.89044522,3.56653323,0.27520125,0.23823899,0.00171041,0.04329616,0.75078832,3.57352973,0.00389202,0.10683582
-2.88444222,3.60434214,0.27957295,0.23953093,0.00177513,0.04377051,0.76293105,3.61168168,0.00392139,0.10983069
-2.87843922,3.63660041,0.28376506,0.24143342,0.00183519,0.04412950,0.77331121,3.64281057,0.00393849,0.11273934
-2.87243622,3.66237699,0.28771885,0.24382509,0.00188971,0.04436684,0.78168174,3.66603320,0.00394377,0.11552103
-2.86643322,3.68091564,0.29138395,0.24658871,0.00193793,0.04447912,0.78784135,3.68065183,0.00393796,0.11813819
-2.86043022,3.69166054,0.29472014,0.24961605,0.00197922,0.04446613,0.79164024,3.68617587,0.00392202,0.12055752
-2.85442721,3.69427528,0.29769877,0.25281232,0.00201309,0.04433094,0.79298428,3.68233692,0.00389715,0.12275100
-2.84842421,3.68865484,0.30030373,0.25609990,0.00203921,0.04408001,0.79183747,3.66909701,0.00386472,0.12469671
-2.84242121,3.67493037,0.30253207,0.25942129,0.00205740,0.04372319,0.78822270,3.64665019,0.00382628,0.12637962
-2.83641821,3.65346721,0.30439417,0.26274122,0.00206766,0.04327364,0.78222097,3.61541784,0.00378348,0.12779218
-2.83041521,3.62485639,0.30591354,0.26604776,0.00207012,0.04274769,0.77396894,3.57603817,0.00373809,0.12893468
-2.82441221,3.58990030,0.30712631,0.26935259,0.00206504,0.04216462,0.76365517,3.52935064,0.00369192,0.12981557
-2.81840920,3.54959315,0.30808041,0.27269028,0.00205283,0.04154635,0.75151499,3.47637587,0.00364686,0.13045148
-2.81240620,3.50509702,0.30883450,0.27611681,0.00203400,0.04091714,0.73782443,3.41829198,0.00360479,0.13086710
-2.80640320,3.45771426,0.30945671,0.27970731,0.00200915,0.04030316,0.72289318,3.35640774,0.00356759,0.13109484
-2.80040020,3.40885685,0.31002315,0.28355309,0.00197899,0.03973207,0.70705694,3.29213348,0.00353714,0.13117433
-2.79439720,3.36001353,0.31061637,0.28775824,0.00194427,0.03923247,0.69066930,3.22695009,0.00351527,0.13115167
-2.78839420,3.31271523,0.31132358,0.29243575,0.00190580,0.03883342,0.67409331,3.16237671,0.00350380,0.13107847
-2.78239120,3.26849940,0.31223475,0.29770333,0.00186448,0.03856381,0.65769296,3.09993758,0.00350443,0.13101074
-2.77638819,3.22887369,0.31344068,0.30367911,0.00182120,0.03845174,0.64182474,3.04112833,0.00351881,0.13100758
-2.77038519,3.19527952,0.31503081,0.31047715,0.00177691,0.03852388,0.62682937,2.98738222,0.00354849,0.13112964
-2.76438219,3.16905602,0.31709098,0.31820307,0.00173259,0.03880479,0.61302396,2.94003676,0.00359484,0.13143753
-2.75837919,3.15140485,0.31970109,0.32694969,0.00168927,0.03931618,0.60069457,2.90030103,0.00365911,0.13199004
-2.75237619,3.14335647,0.32293258,0.33679287,0.00164795,0.04007630,0.59008951,2.86922441,0.00374229,0.13284230
-2.74637319,3.14573857,0.32684596,0.34778760,0.00160971,0.04109914,0.58141332,2.84766730,0.00384517,0.13404392
-2.74037019,3.15914724,0.33148825,0.35996438,0.00157558,0.04239387,0.57482166,2.83627442,0.00396821,0.13563712
-2.73436718,3.18392188,0.33689052,0.37332599,0.00154664,0.04396417,0.57041729,2.83545167,0.00411153,0.13765496
-2.72836418,3.22012448,0.34306556,0.38784481,0.00152392,0.04580774,0.56824703,2.84534721,0.00427487,0.14011968
-2.72236118,3.26752439,0.35000584,0.40346059,0.00150844,0.04791583,0.56830011,2.86583774,0.00445754,0.14304127
-2.71635818,3.32558926,0.35768174,0.42007901,0.00150115,0.05027301,0.57050773,2.89652075,0.00465841,0.14641624
-2.71035518,3.39348309,0.36604033,0.43757094,0.00150294,0.05285693,0.57474406,2.93671341,0.00487583,0.15022679
-2.70435218,3.47007201,0.37500468,0.45577261,0.00151460,0.05563842,0.58082865,2.98545882,0.00510771,0.15444030
-2.69834917,3.55393836,0.38447384,0.47448676,0.00153678,0.05858169,0.58853025,3.04154002,0.00535145,0.15900924
-2.69234617,3.64340337,0.39432356,0.49348478,0.00157000,0.06164474,0.59757203,3.10350179,0.00560399,0.16387159
-2.68634317,3.73655834,0.40440781,0.51251008,0.00161458,0.06478004,0.60763805,3.16968029,0.00586188,0.16895170
-2.68034017,3.83130413,0.41456112,0.53128243,0.00167064,0.06793534,0.61838099,3.23823999,0.00612130,0.17416164
-2.67433717,3.92539812,0.42460172,0.54950348,0.00173809,0.07105477,0.62943075,3.30721722,0.00637817,0.17940305
-2.66833417,4.01650769,0.43433535,0.56686325,0.00181659,0.07408003,0.64040389,3.37456914,0.00662823,0.18456937
-2.66233117,4.10226875,0.44355986,0.58304747,0.00190554,0.07695181,0.65091358,3.43822680,0.00686716,0.18954856
-2.65632816,4.18034760,0.45207013,0.59774563,0.00200409,0.07961124,0.66057966,3.49615073,0.00709068,0.19422597
-2.65032516,4.24850411,0.45966354,0.61065935,0.00211115,0.08200147,0.66903876,3.54638695,0.00729468,0.19848762
-2.64432216,4.30465396,0.46614543,0.62151097,0.00222535,0.08406919,0.67595380,3.58712171,0.00747536,0.20222339
-2.63831916,4.34692781,0.47133461,0.63005187,0.00234511,0.08576617,0.68102292,3.61673272,0.00762930,0.20533039
-2.63231616,4.37372497,0.47506858,0.63607023,0.00246866,0.08705062,0.68398717,3.63383512,0.00775364,0.20771600
-2.62631316,4.38375950,0.47720829,0.63939799,0.00259404,0.08788844,0.68463705,3.63732015,0.00784606,0.20930083
-2.62031016,4.37609691,0.47764225,0.63991642,0.00271916,0.08825426,0.68281736,3.62638524,0.00790496,0.21002117
-2.61430715,4.35017980,0.47628975,0.63756044,0.00284186,0.08813215,0.67843035,3.60055421,0.00792942,0.20983100
-2.60830415,4.30584154,0.47310325,0.63232104,0.00295992,0.08751612,0.67143714,3.55968678,0.00791926,0.20870348
-2.60230115,4.24330730,0.46806956,0.62424597,0.00307118,0.08641031,0.66185713,3.50397715,0.00787501,0.20663167
-2.59629815,4.16318252,0.46121009,0.61343855,0.00317351,0.08482879,0.64976574,3.43394183,0.00779789,0.20362876
-2.59029515,4.06642939,0.45257990,0.60005462,0.00326497,0.08279516,0.63529042,3.35039730,0.00768975,0.19972749
-2.58429215,3.95433252,0.44226582,0.58429778,0.00334376,0.08034175,0.61860517,3.25442872,0.00755296,0.19497903
-2.57828914,3.82845541,0.43038355,0.56641319,0.00340835,0.07750870,0.59992388,3.14735116,0.00739037,0.18945118
-2.57228614,3.69058968,0.41707409,0.54668019,0.00345750,0.07434272,0.57949273,3.03066512,0.00720512,0.18322620
-2.56628314,3.54269965,0.40249950,0.52540403,0.00349029,0.07089575,0.55758202,2.90600847,0.00700059,0.17639818
-2.56028014,3.38686439,0.38683825,0.50290726,0.00350619,0.06722352,0.53447778,2.77510686,0.00678026,0.16907018
-2.55427714,3.22522009,0.37028036,0.47952103,0.00350504,0.06338412,0.51047349,2.63972474,0.00654759,0.16135122
-2.54827414,3.05990495,0.35302257,0.45557671,0.00348710,0.05943650,0.48586229,2.50161907,0.00630593,0.15335336
-2.54227114,2.89300875,0.33526362,0.43139822,0.00345302,0.05543911,0.46092987,2.36249723,0.00605844,0.14518883
-2.53626813,2.72652892,0.31719990,0.40729542,0.00340388,0.05144872,0.43594837,2.22398085,0.00580800,0.13696744
-2.53026513,2.56233440,0.29902163,0.38355858,0.00334113,0.04751930,0.41117139,2.08757636,0.00555717,0.12879441
-2.52426213,2.40213815,0.28090951,0.36045429,0.00326661,0.04370116,0.38683025,1.95465303,0.00530819,0.12076847
-2.51825913,2.24747856,0.26303211,0.33822274,0.00318246,0.04004030,0.36313150,1.82642855,0.00506294,0.11298054
-2.51225613,2.09970962,0.24554389,0.31707641,0.00309112,0.03657797,0.34025563,1.70396208,0.00482296,0.10551281
-2.50625313,1.95999905,0.22858386,0.29719989,0.00299528,0.03335041,0.31835695,1.58815399,0.00458952,0.09843828
-2.50025013,1.82933353,0.21227491,0.27875096,0.00289780,0.03038879,0.29756434,1.47975141,0.00436359,0.09182067
-2.49424712,1.70852939,0.19672362,0.26186230,0.00280165,0.02771938,0.27798287,1.37935857,0.00414595,0.08571476
-2.48824412,1.59824750,0.18202059,0.24664396,0.00270988,0.02536372,0.25969581,1.28745035,0.00393724,0.08016687
-2.48224112,1.49901036,0.16824107,0.23318598,0.00262552,0.02333900,0.24276716,1.20438792,0.00373800,0.07521558
-2.47623812,1.41122012,0.15544588,0.22156110,0.00255154,0.02165839,0.22724408,1.13043505,0.00354873,0.07089260
-2.47023512,1.33517580,0.14368246,0.21182723,0.00249074,0.02033151,0.21315931,1.06577376,0.00336993,0.06722346
-2.46423212,1.27108848,0.13298596,0.20402944,0.00244571,0.01936473,0.20053337,1.01051847,0.00320216,0.06422829
-2.45822911,1.21909350,0.12338032,0.19820138,0.00241878,0.01876151,0.18937624,0.96472762,0.00304604,0.06192240
-2.45222611,1.17925900,0.11487925,0.19436596,0.00241190,0.01852266,0.17968866,0.92841238,0.00290228,0.06031660
-2.44622311,1.15159037,0.10748706,0.19253533,0.00242662,0.01864646,0.17146287,0.90154196,0.00277164,0.05941739
-2.44022011,1.13603074,0.10119938,0.19271008,0.00246404,0.01912867,0.16468286,0.88404564,0.00265496,0.05922691
-2.43421711,1.13245768,0.09600361,0.19487791,0.00252472,0.01996253,0.15932416,0.87581172,0.00255312,0.05974263
-2.42821411,1.14067684,0.09187936,0.19901169,0.00260870,0.02113855,0.15535329,0.87668368,0.00246699,0.06095687
-2.42221111,1.16041325,0.08879864,0.20506729,0.00271540,0.02264427,0.15272690,0.88645426,0.00239738,0.06285627
-2.41620810,1.19130124,0.08672606,0.21298125,0.00284365,0.02446400,0.15139087,0.90485815,0.00234501,0.06542103
-2.41020510,1.23287415,0.08561892,0.22266858,0.00299171,0.02657848,0.15127935,0.93156405,0.00231046,0.06862432
-2.40420210,1.28455464,0.08542737,0.23402086,0.00315722,0.02896459,0.15231400,0.96616684,0.00229408,0.07243159
-2.39819910,1.34564700,0.08609459,0.24690489,0.00333729,0.03159508,0.15440349,1.00818071,0.00229601,0.07680012
-2.39219610,1.41533202,0.08755708,0.26116196,0.00352852,0.03443842,0.15744334,1.05703404,0.00231606,0.08167871
-2.38619310,1.49266549,0.08974509,0.27660807,0.00372710,0.03745875,0.16131626,1.11206641,0.00235375,0.08700765
-2.38019010,1.57658077,0.09258316,0.29303498,0.00392886,0.04061594,0.16589299,1.17252850,0.00240823,0.09271896
-2.37418709,1.66589595,0.09599092,0.31021232,0.00412942,0.04386591,0.17103365,1.23758515,0.00247831,0.09873694
-2.36818409,1.75932573,0.09988398,0.32789056,0.00432426,0.04716103,0.17658962,1.30632179,0.00256244,0.10497908
-2.36218109,1.85549799,0.10417498,0.34580502,0.00450885,0.05045081,0.18240588,1.37775439,0.00265872,0.11135726
-2.35617809,1.95297484,0.10877483,0.36368060,0.00467883,0.05368269,0.18832379,1.45084286,0.00276495,0.11777924
-2.35017509,2.05027771,0.11359405,0.38123719,0.00483007,0.05680306,0.19418418,1.52450768,0.00287865,0.12415050
-2.34417209,2.14591585,0.11854414,0.39819561,0.00495884,0.05975842,0.19983065,1.59764947,0.00299712,0.13037612
-2.33816908,2.23841741,0.12353905,0.41428373,0.00506189,0.06249661,0.20511302,1.66917099,0.00311750,0.13636301
-2.33216608,2.32636228,0.12849662,0.42924275,0.00513659,0.06496811,0.20989070,1.73800111,0.00323684,0.14202205
-2.32616308,2.40841560,0.13333996,0.44283324,0.00518095,0.06712741,0.21403594,1.80311988,0.00335218,0.14727034
-2.32016008,2.48336091,0.13799880,0.45484082,0.00519374,0.06893425,0.21743690,1.86358418,0.00346064,0.15203332
-2.31415708,2.55013179,0.14241069,0.46508125,0.00517447,0.07035485,0.22000019,1.91855290,0.00355946,0.15624676
-2.30815408,2.60784089,0.14652208,0.47340478,0.00512342,0.07136286,0.22165313,1.96731089,0.00364613,0.15985852
-2.30215108,2.65580527,0.15028915,0.47969947,0.00504160,0.07194030,0.22234531,2.00929074,0.00371845,0.16283001
-2.29614807,2.69356701,0.15367858,0.48389366,0.00493072,0.07207804,0.22204965,2.04409147,0.00377457,0.16513737
-2.29014507,2.72090821,0.15666793,0.48595718,0.00479309,0.07177618,0.22076280,2.07149327,0.00381306,0.16677215
-2.28414207,2.73785967,0.15924591,0.48590148,0.00463158,0.07104407,0.21850484,2.09146751,0.00383300,0.16774165
-2.27813907,2.74470244,0.16141236,0.48377869,0.00444947,0.06990000,0.21531839,2.10418132,0.00383392,0.16806877
-2.27213607,2.74196223,0.16317791,0.47967945,0.00425036,0.06837069,0.21126706,2.10999622,0.00381589,0.16779143
-2.26613307,2.73039611,0.16456349,0.47372993,0.00403802,0.06649041,0.20643339,2.10946051,0.00377950,0.16696150
-2.26013007,2.71097195,0.16559940,0.46608775,0.00381633,0.06429996,0.20091617,2.10329522,0.00372580,0.16564335
-2.25412706,2.68484083,0.16632425,0.45693728,0.00358909,0.06184543,0.19482755,2.09237385,0.00365633,0.16391198
-2.24812406,2.65330311,0.16678361,0.44648431,0.00336000,0.05917677,0.18828960,2.07769625,0.00357301,0.16185077
-2.24212106,2.61776909,0.16702834,0.43495021,0.00313247,0.05634633,0.18143087,2.06035736,0.00347814,0.15954896
-2.23611806,2.57971548,0.16711280,0.42256591,0.00290963,0.05340740,0.17438277,2.04151181,0.00337425,0.15709899
-2.23011506,2.54063922,0.16709285,0.40956579,0.00269422,0.05041272,0.16727598,2.02233544,0.00326412,0.15459354
-2.22411206,2.50201002,0.16702375,0.39618165,0.00248855,0.04741311,0.16023705,2.00398528,0.00315059,0.15212270
-2.21810905,2.46522363,0.16695802,0.38263701,0.00229450,0.04445622,0.15338526,1.98755957,0.00303655,0.14977110
-2.21210605,2.43155750,0.16694330,0.36914186,0.00211347,0.04158548,0.14682986,1.97405928,0.00292483,0.14761522
-2.20610305,2.40213069,0.16702038,0.35588800,0.00194642,0.03883923,0.14066772,1.96435306,0.00281811,0.14572094
-2.20010005,2.37786966,0.16722138,0.34304516,0.00179387,0.03625004,0.13498154,1.95914696,0.00271888,0.14414152
-2.19409705,2.35948148,0.16756828,0.33075796,0.00165596,0.03384436,0.12983866,1.95896056,0.00262931,0.14291591
-2.18809405,2.34743571,0.16807181,0.31914384,0.00153245,0.03164229,0.12529042,1.96411046,0.00255130,0.14206766
-2.18209105,2.34195567,0.16873081,0.30829195,0.00142278,0.02965764,0.12137216,1.97470224,0.00248633,0.14160436
-2.17608804,2.34301976,0.16953206,0.29826310,0.00132617,0.02789815,0.11810374,1.99063122,0.00243551,0.14151769
-2.17008504,2.35037259,0.17045072,0.28909065,0.00124158,0.02636590,0.11549070,2.01159202,0.00239956,0.14178409
-2.16408204,2.36354568,0.17145125,0.28078238,0.00116785,0.02505787,0.11352570,2.03709673,0.00237876,0.14236598
-2.15807904,2.38188643,0.17248892,0.27332312,0.00110372,0.02396660,0.11219051,2.06650063,0.00237304,0.14321358
-2.15207604,2.40459432,0.17351174,0.26667818,0.00104786,0.02308091,0.11145807,2.09903433,0.00238193,0.14426711
-2.14607304,2.43076227,0.17446280,0.26079722,0.00099896,0.02238669,0.11129484,2.13384071,0.00240464,0.14545943
-2.14007004,2.45942117,0.17528289,0.25561857,0.00095574,0.02186765,0.11166305,2.17001471,0.00244012,0.14671891
