energy_ev,total_up,B_p_up,B_d_up,Nb_p_up,Nb_d_up,S_s_up,S_p_up
-5.74787394,0.60785418,0.16689656,0.00000000,0.25021560,0.30629703,0.00025553,0.08799499
-5.74187094,0.60878354,0.16743954,0.00000000,0.24928355,0.30744619,0.00030408,0.08799690
-5.73586793,0.60985124,0.16805004,0.00000000,0.24831440,0.30872937,0.00035926,0.08800380
-5.72986493,0.61161772,0.16888198,0.00000000,0.24754116,0.31042870,0.00042140,0.08809672
-5.72386193,0.61462614,0.17008417,0.00000000,0.24719022,0.31281698,0.00049074,0.08835437
-5.71785893,0.61937832,0.17179371,0.00000000,0.24747175,0.31614537,0.00056738,0.08884969
-5.71185593,0.62631135,0.17412940,0.00000000,0.24857039,0.32063140,0.00065129,0.08964653
-5.70585293,0.63577586,0.17718575,0.00000000,0.25063672,0.32644787,0.00074225,0.09079649
-5.69984992,0.64801710,0.18102770,0.00000000,0.25377979,0.33371308,0.00083984,0.09233625
-5.69384692,0.66315961,0.18568635,0.00000000,0.25806121,0.34248301,0.00094345,0.09428538
-5.68784392,0.68119642,0.19115592,0.00000000,0.26349096,0.35274573,0.00105225,0.09664475
-5.68184092,0.70198322,0.19739217,0.00000000,0.27002518,0.36441845,0.00116518,0.09939572
-5.67583792,0.72523816,0.20431237,0.00000000,0.27756622,0.37734739,0.00128100,0.10250010
-5.66983492,0.75054722,0.21179675,0.00000000,0.28596474,0.39131056,0.00139825,0.10590084
-5.66383192,0.77737520,0.21969168,0.00000000,0.29502412,0.40602356,0.00151533,0.10952367
-5.65782891,0.80508204,0.22781420,0.00000000,0.30450677,0.42114797,0.00163050,0.11327928
-5.65182591,0.83294376,0.23595796,0.00000000,0.31414229,0.43630228,0.00174193,0.11706636
-5.64582291,0.86017736,0.24390024,0.00000000,0.32363714,0.45107485,0.00184775,0.12077505
-5.63981991,0.88596860,0.25140975,0.00000000,0.33268528,0.46503838,0.00194611,0.12429087
-5.63381691,0.90950154,0.25825499,0.00000000,0.34097963,0.47776526,0.00203524,0.12749883
-5.62781391,0.92998856,0.26421268,0.00000000,0.34822353,0.48884329,0.00211350,0.13028774
-5.62181091,0.94669970,0.26907611,0.00000000,0.35414206,0.49789093,0.00217946,0.13255424
-5.61580790,0.95898989,0.27266274,0.00000000,0.35849240,0.50457150,0.00223191,0.13420667
-5.60980490,0.96632310,0.27482105,0.00000000,0.36107317,0.50860582,0.00226996,0.13516847
-5.60380190,0.96829220,0.27543617,0.00000000,0.36173200,0.50978255,0.00229306,0.13538094
-5.59779890,0.96463398,0.27443406,0.00000000,0.36037129,0.50796599,0.00230099,0.13480540
-5.59179590,0.95523853,0.27178415,0.00000000,0.35695186,0.50310100,0.00229395,0.13342447
-5.58579290,0.94015289,0.26750039,0.00000000,0.35149439,0.49521481,0.00227249,0.13124264
-5.57978989,0.91957883,0.26164056,0.00000000,0.34407860,0.48441589,0.00223753,0.12828595
-5.57378689,0.89386518,0.25430411,0.00000000,0.33484038,0.47088979,0.00219037,0.12460100
-5.56778389,0.86349522,0.24562854,0.00000000,0.32396701,0.45489255,0.00213257,0.12025319
-5.56178089,0.82906982,0.23578461,0.00000000,0.31169074,0.43674177,0.00206599,0.11532443
-5.55577789,0.79128742,0.22497066,0.00000000,0.29828112,0.41680603,0.00199267,0.10991045
-5.54977489,0.75092186,0.21340633,0.00000000,0.28403648,0.39549327,0.00191480,0.10411778
-5.54377189,0.70879914,0.20132597,0.00000000,0.26927496,0.37323847,0.00183463,0.09806058
-5.53776888,0.66577439,0.18897210,0.00000000,0.25432554,0.35049150,0.00175441,0.09185761
-5.53176588,0.62270989,0.17658920,0.00000000,0.23951943,0.32770555,0.00167635,0.08562930
-5.52576288,0.58045528,0.16441816,0.00000000,0.22518220,0.30532665,0.00160248,0.07949510
-5.51975988,0.53983056,0.15269143,0.00000000,0.21162702,0.28378466,0.00153467,0.07357138
-5.51375688,0.50161260,0.14162931,0.00000000,0.19914907,0.26348610,0.00147452,0.06796964
-5.50775388,0.46652534,0.13143713,0.00000000,0.18802144,0.24480890,0.00142334,0.06279542
-5.50175088,0.43523389,0.12230374,0.00000000,0.17849248,0.22809923,0.00138213,0.05814760
-5.49574787,0.40834247,0.11440087,0.00000000,0.17078461,0.21367024,0.00135151,0.05411833
-5.48974487,0.38639562,0.10788360,0.00000000,0.16509452,0.20180264,0.00133176,0.05079333
-5.48374187,0.36988250,0.10289161,0.00000000,0.16159450,0.19274673,0.00132277,0.04825259
-5.47773887,0.35924330,0.09955101,0.00000000,0.16043480,0.18672566,0.00132409,0.04657140
-5.47173587,0.35487713,0.09797668,0.00000000,0.16174660,0.18393944,0.00133496,0.04582140
-5.46573287,0.35715056,0.09827462,0.00000000,0.16564536,0.18456923,0.00135428,0.04607178
-5.45972986,0.36640577,0.10054431,0.00000000,0.17223419,0.18878148,0.00138072,0.04739027
-5.45372686,0.38296755,0.10488065,0.00000000,0.18160693,0.19673147,0.00141272,0.04984396
-5.44772386,0.40714823,0.11137530,0.00000000,0.19385049,0.20856586,0.00144857,0.05349969
-5.44172086,0.43924994,0.12011723,0.00000000,0.20904636,0.22442372,0.00148645,0.05842401
-5.43571786,0.47956349,0.13119233,0.00000000,0.22727081,0.24443603,0.00152453,0.06468265
-5.42971486,0.52836351,0.14468181,0.00000000,0.24859380,0.26872317,0.00156094,0.07233929
-5.42371186,0.58589966,0.16065962,0.00000000,0.27307630,0.29739047,0.00159395,0.08145379
-5.41770885,0.65238395,0.17918857,0.00000000,0.30076611,0.33052177,0.00162191,0.09207984
-5.41170585,0.72797444,0.20031557,0.00000000,0.33169226,0.36817130,0.00164338,0.10426202
-5.40570285,0.81275578,0.22406581,0.00000000,0.36585806,0.41035389,0.00165714,0.11803246
-5.39969985,0.90671758,0.25043642,0.00000000,0.40323322,0.45703422,0.00166221,0.13340714
-5.39369685,1.00973140,0.27938972,0.00000000,0.44374526,0.50811543,0.00165792,0.15038208
-5.38769385,1.12152775,0.31084642,0.00000000,0.48727087,0.56342790,0.00164386,0.16892954
-5.38169085,1.24167438,0.34467933,0.00000000,0.53362760,0.62271866,0.00161997,0.18899449
-5.37568784,1.36955739,0.38070781,0.00000000,0.58256652,0.68564246,0.00158644,0.21049151
-5.36968484,1.50436654,0.41869349,0.00000000,0.63376648,0.75175503,0.00154379,0.23330243
-5.36368184,1.64508631,0.45833777,0.00000000,0.68683048,0.82050931,0.00149278,0.25727487
-5.35767884,1.79049381,0.49928119,0.00000000,0.74128476,0.89125531,0.00143441,0.28222179
-5.35167584,1.93916466,0.54110529,0.00000000,0.79658095,0.96324396,0.00136990,0.30792241
-5.34567284,2.08948750,0.58333693,0.00000000,0.85210163,1.03563548,0.00130064,0.33412430
-5.33966983,2.23968735,0.62545523,0.00000000,0.90716938,1.10751211,0.00122817,0.36054699
-5.33366683,2.38785773,0.66690113,0.00000000,0.96105931,1.17789530,0.00115415,0.38688684
-5.32766383,2.53200095,0.70708933,0.00000000,1.01301480,1.24576698,0.00108030,0.41282312
-5.32166083,2.67007533,0.74542220,0.00000000,1.06226606,1.31009409,0.00100844,0.43802530
-5.31565783,2.80004794,0.78130545,0.00000000,1.10805067,1.36985590,0.00094042,0.46216106
-5.30965483,2.91995086,0.81416476,0.00000000,1.14963567,1.42407278,0.00087813,0.48490497
-5.30365183,3.02793885,0.84346271,0.00000000,1.18633991,1.47183549,0.00082352,0.50594734
-5.29764882,3.12234590,0.86871558,0.00000000,1.21755592,1.51233364,0.00077856,0.52500304
-5.29164582,3.20173833,0.88950891,0.00000000,1.24277025,1.54488210,0.00074532,0.54181982
-5.28564282,3.26496195,0.90551136,0.00000000,1.26158121,1.56894413,0.00072589,0.55618587
-5.27963982,3.31118134,0.91648624,0.00000000,1.27371332,1.58415020,0.00072250,0.56793619
-5.27363682,3.33990912,0.92229994,0.00000000,1.27902762,1.59031149,0.00073746,0.57695769
-5.26763382,3.35102410,0.92292711,0.00000000,1.27752731,1.58742748,0.00077321,0.58319260
-5.26163082,3.34477729,0.91845221,0.00000000,1.26935855,1.57568727,0.00083232,0.58664020
-5.25562781,3.32178548,0.90906724,0.00000000,1.25480621,1.55546439,0.00091748,0.58735679
-5.24962481,3.28301270,0.89506597,0.00000000,1.23428483,1.52730542,0.00103149,0.58545385
-5.24362181,3.22974027,0.87683473,0.00000000,1.20832516,1.49191292,0.00117725,0.58109451
-5.23761881,3.16352689,0.85484017,0.00000000,1.17755699,1.45012331,0.00135768,0.57448864
-5.23161581,3.08616031,0.82961468,0.00000000,1.14268889,1.40288084,0.00157568,0.56588642
-5.22561281,2.99960276,0.80173990,0.00000000,1.10448593,1.35120850,0.00183403,0.55557105
-5.21960980,2.90593224,0.77182913,0.00000000,1.06374614,1.29617748,0.00213534,0.54385062
-5.21360680,2.80728204,0.74050931,0.00000000,1.02127692,1.23887597,0.00248188,0.53104945
-5.20760380,2.70578073,0.70840327,0.00000000,0.97787209,1.18037888,0.00287551,0.51749935
-5.20160080,2.60349468,0.67611291,0.00000000,0.93429065,1.12171939,0.00331750,0.50353083
-5.19559780,2.50237510,0.64420392,0.00000000,0.89123772,1.06386339,0.00380849,0.48946474
-5.18959480,2.40421108,0.61319239,0.00000000,0.84934851,1.00768749,0.00434826,0.47560444
-5.18359180,2.31058995,0.58353387,0.00000000,0.80917550,0.95396139,0.00493573,0.46222862
-5.17758879,2.22286585,0.55561501,0.00000000,0.77117924,0.90333475,0.00556881,0.44958513
-5.17158579,2.14213692,0.52974793,0.00000000,0.73572272,0.85632883,0.00624436,0.43788568
-5.16558279,2.06923149,0.50616726,0.00000000,0.70306931,0.81333286,0.00695818,0.42730168
-5.15957979,2.00470288,0.48502997,0.00000000,0.67338404,0.77460484,0.00770502,0.41796122
-5.15357679,1.94883261,0.46641746,0.00000000,0.64673794,0.74027638,0.00847863,0.40994718
-5.14757379,1.90164109,0.45033999,0.00000000,0.62311488,0.71036115,0.00927190,0.40329650
-5.14157079,1.86290524,0.43674283,0.00000000,0.60242069,0.68476611,0.01007694,0.39800065
-5.13556778,1.83218174,0.42551392,0.00000000,0.58449383,0.66330507,0.01088532,0.39400719
-5.12956478,1.80883494,0.41649262,0.00000000,0.56911719,0.64571374,0.01168825,0.39122243
-5.12356178,1.79206830,0.40947908,0.00000000,0.55603056,0.63166562,0.01247681,0.38951501
-5.11755878,1.78095802,0.40424386,0.00000000,0.54494309,0.62078800,0.01324222,0.38872057
-5.11155578,1.77448778,0.40053751,0.00000000,0.53554554,0.61267755,0.01397605,0.38864699
-5.10555278,1.77158350,0.39809961,0.00000000,0.52752172,0.60691490,0.01467046,0.38908050
-5.09954977,1.77114686,0.39666715,0.00000000,0.52055888,0.60307779,0.01531841,0.38979220
-5.09354677,1.77208694,0.39598190,0.00000000,0.51435667,0.60075246,0.01591382,0.39054493
-5.08754377,1.77334885,0.39579664,0.00000000,0.50863471,0.59954297,0.01645169,0.39110027
-5.08154077,1.77393893,0.39588014,0.00000000,0.50313827,0.59907855,0.01692816,0.39122558
-5.07553777,1.77294588,0.39602090,0.00000000,0.49764244,0.59901870,0.01734055,0.39070066
-5.06953477,1.76955765,0.39602954,0.00000000,0.49195452,0.59905633,0.01768728,0.38932403
-5.06353177,1.76307378,0.39574009,0.00000000,0.48591484,0.59891912,0.01796783,0.38691851
-5.05752876,1.75291350,0.39501025,0.00000000,0.47939624,0.59836931,0.01818258,0.38333603
-5.05152576,1.73861961,0.39372073,0.00000000,0.47230235,0.59720224,0.01833265,0.37846143
-5.04552276,1.71985857,0.39177399,0.00000000,0.46456500,0.59524411,0.01841974,0.37221517
-5.03951976,1.69641738,0.38909256,0.00000000,0.45614097,0.59234924,0.01844592,0.36455490
-5.03351676,1.66819765,0.38561712,0.00000000,0.44700848,0.58839714,0.01841347,0.35547586
-5.02751376,1.63520769,0.38130463,0.00000000,0.43716361,0.58328993,0.01832470,0.34501004
-5.02151076,1.59755302,0.37612659,0.00000000,0.42661695,0.57695008,0.01818187,0.33322432
-5.01550775,1.55542600,0.37006766,0.00000000,0.41539065,0.56931894,0.01798703,0.32021747
-5.00950475,1.50909518,0.36312469,0.00000000,0.40351609,0.56035600,0.01774205,0.30611641
-5.00350175,1.45889470,0.35530625,0.00000000,0.39103223,0.55003898,0.01744855,0.29107159
-4.99749875,1.40521414,0.34663257,0.00000000,0.37798462,0.53836473,0.01710802,0.27525197
-4.99149575,1.34848912,0.33713597,0.00000000,0.36442522,0.52535080,0.01672180,0.25883962
-4.98549275,1.28919273,0.32686158,0.00000000,0.35041276,0.51103747,0.01629129,0.24202418
-4.97948974,1.22782797,0.31586835,0.00000000,0.33601362,0.49549009,0.01581798,0.22499743
-4.97348674,1.16492106,0.30423016,0.00000000,0.32130313,0.47880153,0.01530366,0.20794811
-4.96748374,1.10101563,0.29203688,0.00000000,0.30636704,0.46109437,0.01475047,0.19105720
-4.96148074,1.03666772,0.27939536,0.00000000,0.29130305,0.44252281,0.01416105,0.17449374
-4.95547774,0.97244140,0.26643008,0.00000000,0.27622225,0.42327392,0.01353859,0.15841137
-4.94947474,0.90890495,0.25328361,0.00000000,0.26125036,0.40356832,0.01288692,0.14294560
-4.94347174,0.84662752,0.24011655,0.00000000,0.24652858,0.38366002,0.01221044,0.12821194
-4.93746873,0.78617612,0.22710715,0.00000000,0.23221407,0.36383547,0.01151418,0.11430472
-4.93146573,0.72811294,0.21445047,0.00000000,0.21848006,0.34441186,0.01080366,0.10129682
-4.92546273,0.67299293,0.20235717,0.00000000,0.20551537,0.32573472,0.01008482,0.08924001
-4.91945973,0.62136166,0.19105192,0.00000000,0.19352362,0.30817473,0.00936389,0.07816597
-4.91345673,0.57375332,0.18077144,0.00000000,0.18272194,0.29212415,0.00864726,0.06808785
-4.90745373,0.53068891,0.17176231,0.00000000,0.17333926,0.27799263,0.00794130,0.05900230
-4.90145073,0.49267456,0.16427843,0.00000000,0.16561431,0.26620263,0.00725227,0.05089175
-4.89544772,0.46019988,0.15857830,0.00000000,0.15979320,0.25718452,0.00658612,0.04372696
-4.88944472,0.43373618,0.15492195,0.00000000,0.15612664,0.25137123,0.00594845,0.03746971
-4.88344172,0.41373455,0.15356766,0.00000000,0.15486685,0.24919257,0.00534439,0.03207547
-4.87743872,0.40062360,0.15476832,0.00000000,0.15626408,0.25106915,0.00477855,0.02749610
-4.87143572,0.39480673,0.15876751,0.00000000,0.16056275,0.25740586,0.00425504,0.02368239
-4.86543272,0.39665890,0.16579516,0.00000000,0.16799716,0.26858482,0.00377751,0.02058652
-4.85942971,0.40652274,0.17606289,0.00000000,0.17878690,0.28495783,0.00334919,0.01816443
-4.85342671,0.42470403,0.18975892,0.00000000,0.19313180,0.30683841,0.00297300,0.01637789
-4.84742371,0.45146671,0.20704282,0.00000000,0.21120663,0.33449336,0.00265174,0.01519668
-4.84142071,0.48702741,0.22803987,0.00000000,0.23315560,0.36813408,0.00238820,0.01460042
-4.83541771,0.53154987,0.25283554,0.00000000,0.25908679,0.40790786,0.00218538,0.01458048
-4.82941471,0.58513949,0.28146994,0.00000000,0.28906668,0.45388940,0.00204667,0.01514181
-4.82341171,0.64783842,0.31393275,0.00000000,0.32311507,0.50607295,0.00197606,0.01630462
-4.81740870,0.71962163,0.35015869,0.00000000,0.36120058,0.56436542,0.00197830,0.01810619
-4.81140570,0.80039423,0.39002394,0.00000000,0.40323705,0.62858099,0.00205912,0.02060246
-4.80540270,0.88999069,0.43334372,0.00000000,0.44908098,0.69843754,0.00222534,0.02386963
-4.79939970,0.98817596,0.47987135,0.00000000,0.49853048,0.77355541,0.00248496,0.02800557
-4.79339670,1.09464895,0.52929894,0.00000000,0.55132568,0.85345880,0.00284728,0.03313101
-4.78739370,1.20904819,0.58125998,0.00000000,0.60715092,0.93757997,0.00332282,0.03939032
-4.78139070,1.33095966,0.63533380,0.00000000,0.66563865,1.02526653,0.00392329,0.04695182
-4.77538769,1.45992639,0.69105197,0.00000000,0.72637512,1.11579161,0.00466146,0.05600740
-4.76938469,1.59545929,0.74790646,0.00000000,0.78890758,1.20836677,0.00555091,0.06677133
-4.76338169,1.73704848,0.80535939,0.00000000,0.85275289,1.30215741,0.00660571,0.07947796
-4.75737869,1.88417432,0.86285403,0.00000000,0.91740717,1.39629990,0.00784005,0.09437833
-4.75137569,2.03631709,0.91982666,0.00000000,0.98235598,1.48992010,0.00926773,0.11173533
-4.74537269,2.19296452,0.97571880,0.00000000,1.04708478,1.58215227,0.01090163,0.13181750
-4.73936968,2.35361607,1.02998929,0.00000000,1.11108903,1.67215773,0.01275306,0.15489130
-4.73336668,2.51778343,1.08212579,0.00000000,1.17388351,1.75914234,0.01483108,0.18121189
-4.72736368,2.68498660,1.13165514,0.00000000,1.23501050,1.84237221,0.01714183,0.21101261
-4.72136068,2.85474541,1.17815213,0.00000000,1.29404637,1.92118688,0.01968776,0.24449332
-4.71535768,3.02656664,1.22124645,0.00000000,1.35060641,1.99500939,0.02246699,0.28180794
-4.70935468,3.19992723,1.26062746,0.00000000,1.40434778,2.06335311,0.02547269,0.32305156
-4.70335168,3.37425468,1.29604680,0.00000000,1.45497057,2.12582505,0.02869250,0.36824779
-4.69734867,3.54890583,1.32731872,0.00000000,1.50221706,2.18212567,0.03210815,0.41733676
-4.69134567,3.72314575,1.35431845,0.00000000,1.54586960,2.23204573,0.03569522,0.47016463
-4.68534267,3.89612841,1.37697868,0.00000000,1.58574733,2.27546033,0.03942307,0.52647511
-4.67933967,4.06688123,1.39528476,0.00000000,1.62170224,2.31232095,0.04325504,0.58590378
-4.67333667,4.23429530,1.40926871,0.00000000,1.65361514,2.34264607,0.04714877,0.64797581
-4.66733367,4.39712281,1.41900292,0.00000000,1.68139183,2.36651119,0.05105690,0.71210752
-4.66133067,4.55398316,1.42459349,0.00000000,1.70496001,2.38403889,0.05492791,0.77761219
-4.65532766,4.70337853,1.42617411,0.00000000,1.72426734,2.39538957,0.05870722,0.84371037
-4.64932466,4.84371903,1.42390043,0.00000000,1.73928068,2.40075346,0.06233841,0.90954446
-4.64332166,4.97335728,1.41794540,0.00000000,1.74998674,2.40034417,0.06576475,0.97419750
-4.63731866,5.09063112,1.40849565,0.00000000,1.75639400,2.39439399,0.06893064,1.03671557
-4.63131566,5.19391290,1.39574892,0.00000000,1.75853573,2.38315103,0.07178324,1.09613297
-4.62531266,5.28166308,1.37991246,0.00000000,1.75647371,2.36687781,0.07427400,1.15149947
-4.61930965,5.35248546,1.36120227,0.00000000,1.75030220,2.34585122,0.07636018,1.20190828
-4.61330665,5.40518103,1.33984289,0.00000000,1.74015169,2.32036319,0.07800615,1.24652374
-4.60730365,5.43879758,1.31606745,0.00000000,1.72619185,2.29072166,0.07918455,1.28460735
-4.60130065,5.45267199,1.29011766,0.00000000,1.70863314,2.25725131,0.07987712,1.31554106
-4.59529765,5.44646274,1.26224344,0.00000000,1.68772675,2.22029354,0.08007533,1.33884654
-4.58929465,5.42017053,1.23270197,0.00000000,1.66376242,2.18020531,0.07978058,1.35419982
-4.58329165,5.37414564,1.20175595,0.00000000,1.63706407,2.13735646,0.07900415,1.36144019
-4.57728864,5.30908134,1.16967091,0.00000000,1.60798325,2.09212558,0.07776674,1.36057340
-4.57128564,5.22599352,1.13671171,0.00000000,1.57689054,2.04489419,0.07609776,1.35176869
-4.56528264,5.12618753,1.10313818,0.00000000,1.54416533,1.99603970,0.07403430,1.33535009
-4.55927964,5.01121406,1.06920018,0.00000000,1.51018446,1.94592731,0.07161985,1.31178242
-4.55327664,4.88281622,1.03513235,0.00000000,1.47531042,1.89490139,0.06890291,1.28165273
-4.54727364,4.74287089,1.00114874,0.00000000,1.43987976,1.84327695,0.06593539,1.24564833
-4.54127064,4.59332733,0.96743791,0.00000000,1.40419247,1.79133177,0.06277105,1.20453231
-4.53526763,4.43614635,0.93415860,0.00000000,1.36850311,1.73929970,0.05946391,1.15911796
-4.52926463,4.27324310,0.90143648,0.00000000,1.33301414,1.68736586,0.05606673,1.11024331
-4.52326163,4.10643622,0.86936207,0.00000000,1.29787210,1.63566398,0.05262968,1.05874681
-4.51725863,3.93740565,0.83799029,0.00000000,1.26316692,1.58427628,0.04919916,1.00544524
-4.51125563,3.76766074,0.80734142,0.00000000,1.22893431,1.53323602,0.04581685,0.95111472
-4.50525263,3.59851963,0.77740371,0.00000000,1.19516135,1.48253262,0.04251901,0.89647533
-4.49924962,3.43109999,0.74813748,0.00000000,1.16179483,1.43211919,0.03933603,0.84217967
-4.49324662,3.26632084,0.71948039,0.00000000,1.12875189,1.38192203,0.03629220,0.78880558
-4.48724362,3.10491407,0.69135382,0.00000000,1.09593222,1.33185157,0.03340583,0.73685272
-4.48124062,2.94744419,0.66366980,0.00000000,1.06323117,1.28181423,0.03068941,0.68674271
-4.47523762,2.79433413,0.63633828,0.00000000,1.03055287,1.23172432,0.02815015,0.63882241
-4.46923462,2.64589493,0.60927417,0.00000000,0.99782256,1.18151546,0.02579047,0.59336952
-4.46323162,2.50235689,0.58240393,0.00000000,0.96499721,1.13115078,0.02360877,0.55060003
-4.45722861,2.36390003,0.55567128,0.00000000,0.93207405,1.08063130,0.02160013,0.51067658
-4.45122561,2.23068187,0.52904163,0.00000000,0.89909614,1.03000199,0.01975712,0.47371728
-4.44522261,2.10286086,0.50250531,0.00000000,0.86615487,0.97935535,0.01807056,0.43980425
-4.43921961,1.98061435,0.47607909,0.00000000,0.83338919,0.92883209,0.01653024,0.40899145
-4.43321661,1.86415036,0.44980631,0.00000000,0.80098159,0.87861917,0.01512557,0.38131144
-4.42721361,1.75371298,0.42375548,0.00000000,0.76915119,0.82894516,0.01384615,0.35678087
-4.42121061,1.64958161,0.39801746,0.00000000,0.73814436,0.78007346,0.01268226,0.33540446
-4.41520760,1.55206481,0.37270169,0.00000000,0.70822342,0.73229360,0.01162517,0.31717772
-4.40920460,1.46148961,0.34793146,0.00000000,0.67965435,0.68591136,0.01066742,0.30208830
-4.40320160,1.37818767,0.32383869,0.00000000,0.65269399,0.64123820,0.00980296,0.29011624
-4.39719860,1.30247940,0.30055861,0.00000000,0.62757787,0.59858058,0.00902724,0.28123346
-4.39119560,1.23465766,0.27822445,0.00000000,0.60450909,0.55822993,0.00833713,0.27540248
-4.38519260,1.17497209,0.25696277,0.00000000,0.58364927,0.52045358,0.00773087,0.27257494
-4.37918959,1.12361535,0.23688931,0.00000000,0.56511177,0.48548726,0.00720789,0.27268992
-4.37318659,1.08071206,0.21810593,0.00000000,0.54895794,0.45352941,0.00676865,0.27567232
-4.36718359,1.04631121,0.20069851,0.00000000,0.53519632,0.42473761,0.00641445,0.28143157
-4.36118059,1.02038221,0.18473604,0.00000000,0.52378502,0.39922712,0.00614717,0.28986061
-4.35517759,1.00281501,0.17027080,0.00000000,0.51463708,0.37707153,0.00596904,0.30083535
-4.34917459,0.99342374,0.15733963,0.00000000,0.50762853,0.35830541,0.00588250,0.31421461
-4.34317159,0.99195388,0.14596608,0.00000000,0.50260856,0.34292861,0.00588990,0.32984049
-4.33716858,0.99809222,0.13616334,0.00000000,0.49941150,0.33091194,0.00599342,0.34753934
-4.33116558,1.01147902,0.12793759,0.00000000,0.49786966,0.32220389,0.00619483,0.36712309
-4.32516258,1.03172176,0.12129173,0.00000000,0.49782648,0.31673781,0.00649541,0.38839114
-4.31915958,1.05840959,0.11622894,0.00000000,0.49914928,0.31443929,0.00689586,0.41113269
-4.31315658,1.09112804,0.11275609,0.00000000,0.50174086,0.31523320,0.00739616,0.43512955
-4.30715358,1.12947306,0.11088659,0.00000000,0.50554936,0.31905005,0.00799557,0.46015941
