energy_ev,total_up,Ge_p_up,Ge_d_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-6.00000000,0.04622601,0.00105442,0.00000000,0.00037106,0.03099406,0.00400432,0.01668896
-5.99399700,0.05313845,0.00132662,0.00000000,0.00046169,0.03577746,0.00491990,0.01916248
-5.98799400,0.06242037,0.00165789,0.00000000,0.00057368,0.04216059,0.00606030,0.02249895
-5.98199100,0.07435349,0.00205772,0.00000000,0.00071049,0.05033777,0.00746025,0.02680207
-5.97598799,0.08925125,0.00253631,0.00000000,0.00087590,0.06052496,0.00915775,0.03218772
-5.96998499,0.10745482,0.00310448,0.00000000,0.00107396,0.07295704,0.01119363,0.03878257
-5.96398199,0.12932700,0.00377344,0.00000000,0.00130896,0.08788374,0.01361095,0.04672204
-5.95797899,0.15524382,0.00455454,0.00000000,0.00158533,0.10556393,0.01645412,0.05614728
-5.95197599,0.18558398,0.00545896,0.00000000,0.00190753,0.12625841,0.01976782,0.06720151
-5.94597299,0.22071600,0.00649732,0.00000000,0.00227991,0.15022127,0.02359568,0.08002535
-5.93996998,0.26098334,0.00767928,0.00000000,0.00270660,0.17768971,0.02797876,0.09475150
-5.93396698,0.30668781,0.00901305,0.00000000,0.00319131,0.20887277,0.03295383,0.11149872
-5.92796398,0.35807165,0.01050491,0.00000000,0.00373714,0.24393916,0.03855150,0.13036530
-5.92196098,0.41529900,0.01215867,0.00000000,0.00434641,0.28300453,0.04479426,0.15142223
-5.91595798,0.47843728,0.01397523,0.00000000,0.00502042,0.32611884,0.05169455,0.17470633
-5.90995498,0.54743954,0.01595204,0.00000000,0.00575933,0.37325422,0.05925289,0.20021366
-5.90395198,0.62212852,0.01808276,0.00000000,0.00656189,0.42429406,0.06745615,0.22789349
-5.89794897,0.70218353,0.02035692,0.00000000,0.00742537,0.47902397,0.07627615,0.25764325
-5.89194597,0.78713097,0.02275969,0.00000000,0.00834541,0.53712520,0.08566862,0.28930478
-5.88594297,0.87633953,0.02527184,0.00000000,0.00931597,0.59817128,0.09557263,0.32266221
-5.87993997,0.96902071,0.02786984,0.00000000,0.01032928,0.66162819,0.10591058,0.35744179
-5.87393697,1.06423532,0.03052608,0.00000000,0.01137593,0.72685874,0.11658884,0.39331385
-5.86793397,1.16090626,0.03320935,0.00000000,0.01244497,0.79313106,0.12749896,0.42989708
-5.86193097,1.25783758,0.03588538,0.00000000,0.01352410,0.85963156,0.13851968,0.46676508
-5.85592796,1.35373964,0.03851769,0.00000000,0.01459988,0.92548189,0.14951943,0.50345519
-5.84992496,1.44725960,0.04106843,0.00000000,0.01565811,0.98975972,0.16035948,0.53947930
-5.84392196,1.53701639,0.04349941,0.00000000,0.01668411,1.05152247,0.17089753,0.57433633
-5.83791896,1.62163886,0.04577321,0.00000000,0.01766318,1.10983331,0.18099161,0.60752590
-5.83191596,1.69980557,0.04785428,0.00000000,0.01858097,1.16378828,0.19050418,0.63856273
-5.82591296,1.77028456,0.04970999,0.00000000,0.01942391,1.21254343,0.19930618,0.66699102
-5.81990995,1.83197132,0.05131171,0.00000000,0.02017966,1.25534078,0.20728087,0.69239825
-5.81390695,1.88392324,0.05263566,0.00000000,0.02083744,1.29153189,0.21432737,0.71442773
-5.80790395,1.92538881,0.05366365,0.00000000,0.02138835,1.32059786,0.22036352,0.73278934
-5.80190095,1.95583026,0.05438364,0.00000000,0.02182565,1.34216489,0.22532810,0.74726776
-5.79589795,1.97493851,0.05478999,0.00000000,0.02214494,1.35601463,0.22918231,0.75772807
-5.78989495,1.98263974,0.05488361,0.00000000,0.02234420,1.36208872,0.23191021,0.76411822
-5.78389195,1.97909326,0.05467170,0.00000000,0.02242385,1.36048756,0.23351846,0.76646836
-5.77788894,1.96468101,0.05416740,0.00000000,0.02238661,1.35146318,0.23403509,0.76488717
-5.77188594,1.93998923,0.05338917,0.00000000,0.02223735,1.33540689,0.23350758,0.75955528
-5.76588294,1.90578340,0.05235998,0.00000000,0.02198281,1.31283229,0.23200028,0.75071643
-5.75987994,1.86297791,0.05110645,0.00000000,0.02163129,1.28435466,0.22959136,0.73866656
-5.75387694,1.81260204,0.04965778,0.00000000,0.02119235,1.25066783,0.22636958,0.72374186
-5.74787394,1.75576420,0.04804477,0.00000000,0.02067634,1.21251987,0.22243090,0.70630607
-5.74187094,1.69361611,0.04629883,0.00000000,0.02009413,1.17068873,0.21787528,0.68673807
-5.73586793,1.62731887,0.04445101,0.00000000,0.01945666,1.12595916,0.21280385,0.66542008
-5.72986493,1.55801236,0.04253119,0.00000000,0.01877465,1.07910190,0.20731655,0.64272740
-5.72386193,1.48678935,0.04056742,0.00000000,0.01805835,1.03085614,0.20151032,0.61901982
-5.71785893,1.41467525,0.03858539,0.00000000,0.01731726,0.98191575,0.19547816,0.59463531
-5.71185593,1.34261411,0.03660810,0.00000000,0.01656001,0.93291990,0.18930872,0.56988598
-5.70585293,1.27146092,0.03465573,0.00000000,0.01579428,0.88444786,0.18308671,0.54505643
-5.69984992,1.20198011,0.03274564,0.00000000,0.01502674,0.83701813,0.17689393,0.52040436
-5.69384692,1.13484957,0.03089252,0.00000000,0.01426311,0.79109131,0.17081076,0.49616309
-5.68784392,1.07066937,0.02910874,0.00000000,0.01350825,0.74707618,0.16491805,0.47254574
-5.68184092,1.00997395,0.02740465,0.00000000,0.01276624,0.70533810,0.15929924,0.44975052
-5.67583792,0.95324670,0.02578910,0.00000000,0.01204056,0.66620912,0.15404241,0.42796664
-5.66983492,0.90093547,0.02426982,0.00000000,0.01133424,0.62999861,0.14924226,0.40738044
-5.66383192,0.85346782,0.02285394,0.00000000,0.01065001,0.59700381,0.14500166,0.38818105
-5.65782891,0.81126487,0.02154830,0.00000000,0.00999042,0.56751926,0.14143278,0.37056532
-5.65182591,0.77475253,0.02035986,0.00000000,0.00935801,0.54184456,0.13865756,0.35474156
-5.64582291,0.74436967,0.01929589,0.00000000,0.00875537,0.52028997,0.13680750,0.34093183
-5.63981991,0.72057226,0.01836411,0.00000000,0.00818522,0.50317921,0.13602273,0.32937260
-5.63381691,0.70383349,0.01757274,0.00000000,0.00765041,0.49084955,0.13645022,0.32031370
-5.62781391,0.69463963,0.01693039,0.00000000,0.00715397,0.48364894,0.13824140,0.31401553
-5.62181091,0.69348181,0.01644589,0.00000000,0.00669904,0.48193037,0.14154898,0.31074471
-5.61580790,0.70084409,0.01612803,0.00000000,0.00628880,0.48604366,0.14652327,0.31076829
-5.60980490,0.71718846,0.01598518,0.00000000,0.00592644,0.49632510,0.15330798,0.31434670
-5.60380190,0.74293721,0.01602491,0.00000000,0.00561505,0.51308532,0.16203575,0.32172584
-5.59779890,0.77845365,0.01625355,0.00000000,0.00535749,0.53659598,0.17282341,0.33312848
-5.59179590,0.82402183,0.01667569,0.00000000,0.00515632,0.56707567,0.18576734,0.34874539
-5.58579290,0.87982625,0.01729377,0.00000000,0.00501372,0.60467587,0.20093881,0.36872638
-5.57978989,0.94593223,0.01810764,0.00000000,0.00493136,0.64946713,0.21837973,0.39317178
-5.57378689,1.02226790,0.01911419,0.00000000,0.00491033,0.70142645,0.23809876,0.42212436
-5.56778389,1.10860843,0.02030699,0.00000000,0.00495107,0.76042599,0.26006799,0.45556222
-5.56178089,1.20456324,0.02167612,0.00000000,0.00505333,0.82622382,0.28422031,0.49339280
-5.55577789,1.30956684,0.02320798,0.00000000,0.00521609,0.89845700,0.31044757,0.53544817
-5.54977489,1.42287366,0.02488530,0.00000000,0.00543758,0.97663743,0.33859961,0.58148196
