energy_ev,total_up,Ag_p_up,Ag_d_up,Bi_p_up,Bi_d_up,S_s_up,S_p_up
-5.72386193,1.33696055,0.71179634,0.94984793,0.12182920,0.00128816,0.04249659,0.15159888
-5.71785893,1.28758112,0.68759799,0.90881619,0.11863888,0.00126854,0.04136605,0.14944907
-5.71185593,1.24006558,0.66366848,0.86876106,0.11529759,0.00124919,0.04014677,0.14812133
-5.70585293,1.19527168,0.64060795,0.83024867,0.11190330,0.00123087,0.03886411,0.14773038
-5.69984992,1.15396276,0.61896526,0.79378935,0.10854961,0.00121426,0.03754325,0.14836646
-5.69384692,1.11678351,0.59922014,0.75982298,0.10532257,0.00119999,0.03620845,0.15009141
-5.68784392,1.08423944,0.58176768,0.72870673,0.10229789,0.00118857,0.03488237,0.15293536
-5.68184092,1.05668085,0.56690609,0.70070559,0.09953846,0.00118039,0.03358546,0.15689431
-5.67583792,1.03429169,0.55482781,0.67598578,0.09709246,0.00117567,0.03233541,0.16192875
-5.66983492,1.01708394,0.54561466,0.65461143,0.09499199,0.00117452,0.03114670,0.16796328
-5.66383192,1.00489750,0.53923683,0.63654440,0.09325240,0.00117684,0.03003026,0.17488741
-5.65782891,0.99740600,0.53555606,0.62164747,0.09187223,0.00118238,0.02899332,0.18255767
-5.65182591,0.99412823,0.53433261,0.60969072,0.09083379,0.00119075,0.02803930,0.19080074
-5.64582291,0.99444494,0.53523594,0.60036093,0.09010439,0.00120138,0.02716796,0.19941791
-5.63981991,0.99762067,0.53785858,0.59327370,0.08963813,0.00121359,0.02637557,0.20819043
-5.63381691,1.00282964,0.54173259,0.58798799,0.08937819,0.00122659,0.02565531,0.21688587
-5.62781391,1.00918510,0.54634816,0.58402251,0.08925945,0.00123952,0.02499774,0.22526507
-5.62181091,1.01577092,0.55117342,0.58087336,0.08921150,0.00125148,0.02439136,0.23308960
-5.61580790,1.02167429,0.55567481,0.57803244,0.08916170,0.00126156,0.02382325,0.24012937
-5.60980490,1.02601845,0.55933721,0.57500581,0.08903835,0.00126890,0.02327976,0.24617014
-5.60380190,1.02799399,0.56168305,0.57133137,0.08877370,0.00127268,0.02274720,0.25102057
-5.59779890,1.02688772,0.56228968,0.56659532,0.08830684,0.00127221,0.02221251,0.25451871
-5.59179590,1.02210799,0.56080452,0.56044660,0.08758618,0.00126694,0.02166388,0.25653737
-5.58579290,1.01320549,0.55695721,0.55260903,0.08657159,0.00125646,0.02109136,0.25698849
-5.57978989,0.99988889,0.55056875,0.54289063,0.08523609,0.00124057,0.02048726,0.25582604
-5.57378689,0.98203490,0.54155703,0.53118987,0.08356695,0.00121926,0.01984657,0.25304763
-5.56778389,0.95969243,0.52993906,0.51749881,0.08156636,0.00119274,0.01916717,0.24869452
-5.56178089,0.93308106,0.51582969,0.50190309,0.07925151,0.00116143,0.01845001,0.24285028
-5.55577789,0.90258407,0.49943726,0.48457893,0.07665421,0.00112596,0.01769906,0.23563806
-5.54977489,0.86873664,0.48105640,0.46578750,0.07382009,0.00108716,0.01692127,0.22721672
-5.54377189,0.83220979,0.46105850,0.44586690,0.07080731,0.00104603,0.01612636,0.21777594
-5.53776888,0.79379116,0.43988037,0.42522235,0.06768514,0.00100377,0.01532654,0.20753055
-5.53176588,0.75436319,0.41801152,0.40431491,0.06453212,0.00096169,0.01453618,0.19671443
-5.52576288,0.71487997,0.39598079,0.38364927,0.06143416,0.00092124,0.01377142,0.18557414
-5.51975988,0.67634322,0.37434253,0.36376106,0.05848251,0.00088394,0.01304976,0.17436247
-5.51375688,0.63977844,0.35366309,0.34520396,0.05577174,0.00085138,0.01238959,0.16333231
-5.50775388,0.60621162,0.33450759,0.32853702,0.05339760,0.00082518,0.01180977,0.15273084
-5.50175088,0.57664699,0.31742760,0.31431230,0.05145505,0.00080694,0.01132917,0.14279425
-5.49574787,0.55204607,0.30294951,0.30306303,0.05003625,0.00079825,0.01096625,0.13374301
-5.48974487,0.53330805,0.29156390,0.29529228,0.04922863,0.00080063,0.01073860,0.12577793
-5.48374187,0.52125161,0.28371577,0.29146212,0.04911302,0.00081549,0.01066253,0.11907664
-5.47773887,0.51659790,0.27979559,0.29198326,0.04976176,0.00084411,0.01075268,0.11379088
-5.47173587,0.51995463,0.28013105,0.29720507,0.05123688,0.00088761,0.01102158,0.11004421
-5.46573287,0.53180114,0.28497949,0.30740596,0.05358833,0.00094690,0.01147928,0.10793023
-5.45972986,0.55247438,0.29452087,0.32278410,0.05685218,0.00102266,0.01213297,0.10751124
-5.45372686,0.58215589,0.30885138,0.34344864,0.06104891,0.00111529,0.01298658,0.10881722
-5.44772386,0.62085991,0.32797764,0.36941151,0.06618182,0.00122487,0.01404046,0.11184519
-5.44172086,0.66842308,0.35181180,0.40058014,0.07223554,0.00135115,0.01529104,0.11655877
-5.43571786,0.72449627,0.38016776,0.43675148,0.07917480,0.00149350,0.01673062,0.12288823
-5.42971486,0.78853903,0.41275867,0.47760767,0.08694353,0.00165092,0.01834710,0.13073083
-5.42371186,0.85981764,0.44919637,0.52271396,0.09546433,0.00182197,0.02012396,0.13995164
-5.41770885,0.93740737,0.48899293,0.57151933,0.10463853,0.00200484,0.02204017,0.15038492
-5.41170585,1.02019978,0.53156471,0.62336030,0.11434671,0.00219729,0.02407039,0.16183615
-5.40570285,1.10691560,0.57623939,0.67746824,0.12445007,0.00239672,0.02618522,0.17408475
-5.39969985,1.19612378,0.62226600,0.73298066,0.13479237,0.00260018,0.02835159,0.18688761
-5.39369685,1.28626662,0.66882823,0.78895627,0.14520272,0.00280444,0.03053337,0.19998342
-5.38769385,1.37569110,0.71506075,0.84439400,0.15549901,0.00300604,0.03269208,0.21309784
-5.38169085,1.46268565,0.76006839,0.89825545,0.16549206,0.00320139,0.03478778,0.22594929
-5.37568784,1.54552170,0.80294780,0.94949032,0.17499034,0.00338683,0.03678000,0.23825549
-5.36968484,1.62249854,0.84281070,0.99706400,0.18380502,0.00355875,0.03862885,0.24974032
-5.36368184,1.69199019,0.87880823,1.03998643,0.19175531,0.00371369,0.04029612,0.26014097
-5.35767884,1.75249228,0.91015524,1.07734096,0.19867391,0.00384846,0.04174641,0.26921501
-5.35167584,1.80266721,0.93615370,1.10831221,0.20441208,0.00396020,0.04294816,0.27674716
-5.34567284,1.84138545,0.95621406,1.13221166,0.20884448,0.00404652,0.04387470,0.28255545
-5.33966983,1.86776129,0.96987377,1.14849964,0.21187329,0.00410554,0.04450503,0.28649649
-5.33366683,1.88118124,0.97681190,1.15680302,0.21343152,0.00413600,0.04482457,0.28846962
-5.32766383,1.88132380,0.97685935,1.15692740,0.21348535,0.00413724,0.04482554,0.28841969
-5.32166083,1.86816957,0.97000402,1.14886354,0.21203541,0.00410931,0.04450727,0.28633845
-5.31565783,1.84200131,0.95639071,1.13278739,0.20911689,0.00405289,0.04387613,0.28226430
-5.30965483,1.80339384,0.93631582,1.10905409,0.20479853,0.00396935,0.04294531,0.27628054
-5.30365183,1.75319441,0.91021703,1.07818589,0.19918051,0.00386063,0.04173432,0.26851218
-5.29764882,1.69249445,0.87865851,1.04085491,0.19239138,0.00372926,0.04026827,0.25912135
-5.29164582,1.62259403,0.84231238,0.99786133,0.18458420,0.00357822,0.03857705,0.24830173
-5.28564282,1.54496091,0.80193729,0.95010828,0.17593197,0.00341090,0.03669427,0.23627202
-5.27963982,1.46118589,0.75835512,0.89857445,0.16662274,0.00323099,0.03465620,0.22326895
-5.27363682,1.37293659,0.71242685,0.84428572,0.15685446,0.00304235,0.03250063,0.20954005
-5.26763382,1.28191164,0.66502857,0.78828701,0.14682989,0.00284900,0.03026575,0.19533643
-5.26163082,1.18979696,0.61702868,0.73161556,0.13675168,0.00265491,0.02798908,0.18090598
-5.25562781,1.09822595,0.56926701,0.67527637,0.12681791,0.00246403,0.02570652,0.16648718
-5.24962481,1.00874460,0.52253659,0.62022097,0.11721811,0.00228013,0.02345151,0.15230367
-5.24362181,0.92278270,0.47756850,0.56732965,0.10812991,0.00210678,0.02125433,0.13855983
-5.23761881,0.84163132,0.43502006,0.51739776,0.09971636,0.00194729,0.01914161,0.12543738
-5.23161581,0.76642699,0.39546651,0.47112603,0.09212390,0.00180467,0.01713600,0.11309302
-5.22561281,0.69814212,0.35939596,0.42911476,0.08548102,0.00168160,0.01525598,0.10165722
-5.21960980,0.63758119,0.32720739,0.39186150,0.07989741,0.00158045,0.01351586,0.09123379
-5.21360680,0.58538195,0.29921130,0.35976184,0.07546371,0.00150320,0.01192595,0.08190048
-5.20760380,0.54202056,0.27563252,0.33311259,0.07225152,0.00145152,0.01049280,0.07371017
-5.20160080,0.50781986,0.25661474,0.31211680,0.07031380,0.00142673,0.00921958,0.06669262
-5.19559780,0.48295955,0.24222612,0.29688996,0.06968538,0.00142980,0.00810649,0.06085669
-5.18959480,0.46748754,0.23246561,0.28746685,0.07038364,0.00146139,0.00715128,0.05619263
-5.18359180,0.46133151,0.22726964,0.28380843,0.07240920,0.00152182,0.00634970,0.05267464
-5.17758879,0.46431027,0.22651869,0.28580858,0.07574663,0.00161111,0.00569607,0.05026331
-5.17158579,0.47614437,0.23004369,0.29330024,0.08036511,0.00172894,0.00518373,0.04890797
-5.16558279,0.49646585,0.23763217,0.30606100,0.08621925,0.00187468,0.00480548,0.04854892
-5.15957979,0.52482714,0.24903398,0.32381806,0.09324977,0.00204740,0.00455406,0.04911943
-5.15357679,0.56070930,0.26396684,0.34625272,0.10138444,0.00224585,0.00442243,0.05054756
-5.14757379,0.60352986,0.28212172,0.37300461,0.11053907,0.00246847,0.00440418,0.05275785
-5.14157079,0.65265073,0.30316828,0.40367585,0.12061881,0.00271338,0.00449372,0.05567276
-5.13556778,0.70738652,0.32676053,0.43783552,0.13151963,0.00297846,0.00468650,0.05921414
-5.12956478,0.76701362,0.35254273,0.47502467,0.14313017,0.00326129,0.00497919,0.06330447
-5.12356178,0.83078042,0.38015579,0.51476194,0.15533387,0.00355922,0.00536971,0.06786817
-5.11755878,0.89791871,0.40924399,0.55655020,0.16801138,0.00386942,0.00585738,0.07283287
-5.11155578,0.96765639,0.43946211,0.59988400,0.18104322,0.00418887,0.00644280,0.07813060
-5.10555278,1.03923119,0.47048276,0.64425793,0.19431262,0.00451448,0.00712789,0.08369902
-5.09954977,1.11190513,0.50200357,0.68917558,0.20770840,0.00484308,0.00791574,0.08948254
-5.09354677,1.18497926,0.53375413,0.73415901,0.22112776,0.00517152,0.00881046,0.09543335
-5.08754377,1.25780793,0.56550211,0.77875820,0.23447892,0.00549671,0.00981699,0.10151227
-5.08154077,1.32981200,0.59705837,0.82256012,0.24768328,0.00581566,0.01094088,0.10768943
-5.07553777,1.40049014,0.62828055,0.86519702,0.26067719,0.00612557,0.01218794,0.11394453
-5.06953477,1.46942759,0.65907479,0.90635330,0.27341303,0.00642383,0.01356397,0.12026683
-5.06353177,1.53630159,0.68939540,0.94577081,0.28585952,0.00670806,0.01507435,0.12665472
-5.05752876,1.60088309,0.71924223,0.98325189,0.29800127,0.00697614,0.01672364,0.13311474
-5.05152576,1.66303434,0.74865567,1.01866014,0.30983749,0.00722623,0.01851519,0.13966022
-5.04552276,1.72270222,0.77770938,1.05191869,0.32137983,0.00745674,0.02045069,0.14630947
-5.03951976,1.77990748,0.80650094,1.08300583,0.33264959,0.00766635,0.02252980,0.15308347
-5.03351676,1.83473033,0.83514078,1.11194843,0.34367419,0.00785396,0.02474973,0.16000335
-5.02751376,1.88729292,0.86374000,1.13881318,0.35448325,0.00801870,0.02710491,0.16708753
-5.02151076,1.93773959,0.89239740,1.16369615,0.36510443,0.00815988,0.02958679,0.17434887
-5.01550775,1.98621612,0.92118680,1.18671136,0.37555921,0.00827696,0.03218365,0.18179187
-5.00950475,2.03284894,0.95014507,1.20797879,0.38585893,0.00836957,0.03488053,0.18941002
-5.00350175,2.07772573,0.97926177,1.22761272,0.39600127,0.00843744,0.03765941,0.19718368
-4.99749875,2.12087868,1.00847118,1.24571094,0.40596749,0.00848044,0.04049940,0.20507850
-4.99149575,2.16227145,1.03764714,1.26234572,0.41572062,0.00849857,0.04337723,0.21304450
-4.98549275,2.20179108,1.06660155,1.27755694,0.42520468,0.00849196,0.04626778,0.22101609
-4.97948974,2.23924551,1.09508654,1.29134814,0.43434525,0.00846094,0.04914493,0.22891295
-4.97348674,2.27436731,1.12280081,1.30368561,0.44305124,0.00840603,0.05198242,0.23664195
-4.96748374,2.30682377,1.14939988,1.31450093,0.45121807,0.00832804,0.05475496,0.24409991
-4.96148074,2.33623325,1.17451010,1.32369682,0.45873200,0.00822808,0.05743941,0.25117740
-4.95547774,2.36218722,1.19774598,1.33115621,0.46547558,0.00810765,0.06001596,0.25776315
-4.94947474,2.38427705,1.21873011,1.33675404,0.47133399,0.00796866,0.06246942,0.26374914
-4.94347174,2.40212444,1.23711483,1.34037127,0.47620198,0.00781349,0.06479042,0.26903604
-4.93746873,2.41541386,1.25260475,1.34191036,0.47999105,0.00764502,0.06697644,0.27353876
-4.93146573,2.42392529,1.26497879,1.34131136,0.48263662,0.00746667,0.06903279,0.27719182
-4.92546273,2.42756547,1.27411094,1.33856749,0.48410469,0.00728237,0.07097319,0.27995430
-4.91945973,2.42639576,1.27998830,1.33373956,0.48439769,0.00709656,0.07282014,0.28181409
-4.91345673,2.42065467,1.28272542,1.32696787,0.48355913,0.00691412,0.07460488,0.28279105
-4.90745373,2.41077357,1.28257412,1.31848096,0.48167671,0.00674037,0.07636698,0.28293908
-4.90145073,2.39738405,1.27992780,1.30860036,0.47888371,0.00658088,0.07815339,0.28234672
-4.89544772,2.38131600,1.27531979,1.29774061,0.47535837,0.00644143,0.08001718,0.28113631
-4.88944472,2.36358559,1.26941547,1.28640441,0.47132113,0.00632785,0.08201571,0.27946159
-4.88344172,2.34537333,1.26299794,1.27517249,0.46702992,0.00624588,0.08420852,0.27750374
-4.87743872,2.32799220,1.25694773,1.26468849,0.46277336,0.00620096,0.08665479,0.27546610
-4.87143572,2.31284697,1.25221693,1.25563916,0.45886217,0.00619811,0.08941062,0.27356753
-4.86543272,2.30138595,1.24979858,1.24873054,0.45561907,0.00624171,0.09252610,0.27203484
-4.85942971,2.29504701,1.25069242,1.24466105,0.45336760,0.00633536,0.09604244,0.27109450
-4.85342671,2.29520004,1.25586828,1.24409249,0.45242018,0.00648166,0.09998911,0.27096390
-4.84742371,2.30308816,1.26622847,1.24762030,0.45306597,0.00668212,0.10438133,0.27184260
-4.84142071,2.31977058,1.28257078,1.25574440,0.45555916,0.00693699,0.10921790,0.27390398
-4.83541771,2.34606944,1.30555364,1.26884195,0.46010798,0.00724516,0.11447959,0.27728751
-4.82941471,2.38252341,1.33566501,1.28714348,0.46686524,0.00760413,0.12012813,0.28209211
-4.82341171,2.42935044,1.37319637,1.31071363,0.47592055,0.00800995,0.12610598,0.28837092
-4.81740870,2.48642156,1.41822319,1.33943753,0.48729490,0.00845724,0.13233685,0.29612756
-4.81140570,2.55324742,1.47059296,1.37301382,0.50093772,0.00893929,0.13872708,0.30531436
-4.80540270,2.62897863,1.52992142,1.41095479,0.51672667,0.00944810,0.14516776,0.31583243
-4.79939970,2.71242040,1.59559754,1.45259399,0.53447024,0.00997462,0.15153766,0.32753372
-4.79339670,2.80206117,1.66679729,1.49710123,0.55391308,0.01050888,0.15770677,0.34022504
-4.78739370,2.89611452,1.74250593,1.54350458,0.57474394,0.01104026,0.16354034,0.35367386
-4.78139070,2.99257284,1.82154795,1.59071856,0.59660580,0.01155777,0.16890335,0.36761573
-4.77538769,3.08927072,1.90262379,1.63757759,0.61910785,0.01205030,0.17366501,0.38176299
-4.76938469,3.18395544,1.98435176,1.68287326,0.64183881,0.01250697,0.17770337,0.39581446
-4.76338169,3.27436180,2.06531343,1.72539398,0.66438094,0.01291739,0.18090961,0.40946571
-4.75737869,3.35828800,2.14410070,1.76396523,0.68632416,0.01327200,0.18319192,0.42241944
-4.75137569,3.43366928,2.21936230,1.79748893,0.70727964,0.01356235,0.18447876,0.43439559
-4.74537269,3.49864630,2.28984783,1.82497995,0.72689222,0.01378131,0.18472140,0.44514074
-4.73936968,3.55162522,2.35444721,1.84559852,0.74485112,0.01392332,0.18389559,0.45443632
-4.73336668,3.59132692,2.41222376,1.85867687,0.76089843,0.01398450,0.18200225,0.46210544
-4.72736368,3.61682338,2.46243951,1.86373929,0.77483513,0.01396281,0.17906724,0.46801786
-4.72136068,3.62755987,2.50457153,1.86051464,0.78652422,0.01385807,0.17514027,0.47209312
-4.71535768,3.62336215,2.53831868,1.84894107,0.79589104,0.01367191,0.17029281,0.47430150
-4.70935468,3.60442897,2.56359869,1.82916277,0.80292088,0.01340775,0.16461540,0.47466304
-4.70335168,3.57131036,2.58053593,1.80151930,0.80765388,0.01307063,0.15821423,0.47324461
-4.69734867,3.52487357,2.58944080,1.76652806,0.81017793,0.01266707,0.15120741,0.47015520
-4.69134567,3.46625843,2.59078214,1.72486105,0.81061974,0.01220478,0.14372089,0.46553983
-4.68534267,3.39682484,2.58515442,1.67731711,0.80913483,0.01169250,0.13588434,0.45957235
-4.67933967,3.31809531,2.57324172,1.62479120,0.80589704,0.01113966,0.12782717,0.45244762
-4.67333667,3.23169537,2.55578075,1.56824206,0.80108820,0.01055615,0.11967480,0.44437340
-4.66733367,3.13929503,2.53352502,1.50866002,0.79488848,0.00995200,0.11154535,0.43556246
-4.66133067,3.04255395,2.50721229,1.44703623,0.78746815,0.00933717,0.10354684,0.42622527
-4.65532766,2.94307274,2.47753697,1.38433464,0.77898105,0.00872129,0.09577504,0.41656359
-4.64932466,2.84235225,2.44512899,1.32146777,0.76956011,0.00811346,0.08831190,0.40676531
-4.64332166,2.74176232,2.41053995,1.25927705,0.75931518,0.00752206,0.08122465,0.39700058
-4.63731866,2.64252039,2.37423689,1.19851808,0.74833310,0.00695465,0.07456554,0.38741945
-4.63131566,2.54568023,2.33660367,1.13985111,0.73667981,0.00641788,0.06837215,0.37815094
-4.62531266,2.45212998,2.29794896,1.08383639,0.72440440,0.00591740,0.06266812,0.36930335
-4.61930965,2.36259846,2.25851998,1.03093408,0.71154443,0.00545787,0.05746435,0.36096577
-4.61330665,2.27766807,2.21852017,0.98150792,0.69813227,0.00504298,0.05276048,0.35321036
-4.60730365,2.19779232,2.17812909,0.93583196,0.68420164,0.00467547,0.04854654,0.34609524
-4.60130065,2.12331605,2.13752268,0.89409933,0.66979401,0.00435720,0.04480467,0.33966750
-4.59529765,2.05449618,2.09689184,0.85643205,0.65496415,0.00408922,0.04151088,0.33396616
-4.58929465,1.99152103,2.05645776,0.82289120,0.63978442,0.00387184,0.03863672,0.32902468
-4.58329165,1.93452678,2.01648246,0.79348626,0.62434738,0.00370469,0.03615075,0.32487282
-4.57728864,1.88360953,1.97727367,0.76818344,0.60876654,0.00358683,0.03401989,0.32153766
-4.57128564,1.83883248,1.93918329,0.74691211,0.59317505,0.00351679,0.03221050,0.31904369
-4.56528264,1.80022772,1.90259963,0.72956936,0.57772243,0.00349262,0.03068926,0.31741195
-4.55927964,1.76779302,1.86793368,0.71602261,0.56256957,0.00351194,0.02942382,0.31665834
-4.55327664,1.74148425,1.83560054,0.70611037,0.54788219,0.00357196,0.02838323,0.31679120
-4.54727364,1.72120442,1.80599716,0.69964156,0.53382334,0.00366954,0.02753823,0.31780837
-4.54127064,1.70679091,1.77947815,0.69639388,0.52054536,0.00380116,0.02686136,0.31969410
-4.53526763,1.69800229,1.75633138,0.69611179,0.50818187,0.00396299,0.02632701,0.32241598
-4.52926463,1.69450647,1.73675526,0.69850478,0.49684034,0.00415087,0.02591137,0.32592229
-4.52326163,1.69587166,1.72083950,0.70324637,0.48659578,0.00436034,0.02559239,0.33014005
-4.51725863,1.70156163,1.70855084,0.70997468,0.47748600,0.00458671,0.02534969,0.33497395
-4.51125563,1.71093632,1.69972517,0.71829469,0.46950878,0.00482504,0.02516459,0.34030645
-4.50525263,1.72325855,1.69406685,0.72778273,0.46262117,0.00507029,0.02502007,0.34599922
-4.49924962,1.73770727,1.69115569,0.73799326,0.45674113,0.00531732,0.02490089,0.35189579
-4.49324662,1.75339714,1.69046161,0.74846792,0.45175137,0.00556100,0.02479371,0.35782566
-4.48724362,1.76940401,1.69136652,0.75874657,0.44750528,0.00579635,0.02468726,0.36360947
-4.48124062,1.78479536,1.69319242,0.76838017,0.44383469,0.00601862,0.02457262,0.36906530
-4.47523762,1.79866429,1.69523448,0.77694468,0.44055899,0.00622339,0.02444339,0.37401569
-4.46923462,1.81016572,1.69679751,0.78405567,0.43749522,0.00640678,0.02429602,0.37829511
-4.46323162,1.81855280,1.69723380,0.78938267,0.43446859,0.00656548,0.02413003,0.38175754
-4.45722861,1.82321183,1.69598061,0.79266271,0.43132280,0.00669690,0.02394821,0.38428377
-4.45122561,1.82369372,1.69259503,0.79371225,0.42792972,0.00679930,0.02375673,0.38578806
-4.44522261,1.81974033,1.68678453,0.79243679,0.42419778,0.00687179,0.02356529,0.38622372
-4.43921961,1.81130400,1.67843126,0.78883752,0.42007880,0.00691446,0.02338699,0.38558745
-4.43321661,1.79855907,1.66760880,0.78301465,0.41557260,0.00692837,0.02323824,0.38392195
-4.42721361,1.78190437,1.65459002,0.77516692,0.41072937,0.00691554,0.02313848,0.38131672
-4.42121061,1.76195617,1.63984545,0.76558719,0.40564951,0.00687888,0.02310976,0.37790692
-4.41520760,1.73953141,1.62403181,0.75465401,0.40048079,0.00682216,0.02317624,0.37387011
-4.40920460,1.71562148,1.60797079,0.74281948,0.39541311,0.00674988,0.02336346,0.36942109
-4.40320160,1.69135739,1.59261872,0.73059352,0.39067084,0.00666708,0.02369767,0.36480478
-4.39719860,1.66796735,1.57902819,0.71852534,0.38650315,0.00657923,0.02420482,0.36028753
-4.39119560,1.64672838,1.56830297,0.70718243,0.38317267,0.00649199,0.02490967,0.35614699
-4.38519260,1.62891368,1.56154817,0.69712813,0.38094294,0.00641104,0.02583476,0.35266111
-4.37918959,1.61573787,1.55981753,0.68889848,0.38006530,0.00634181,0.02699930,0.35009642
-4.37318659,1.60830245,1.56406023,0.68297932,0.38076560,0.00628933,0.02841817,0.34869643
-4.36718359,1.60754348,1.57506953,0.67978453,0.38323155,0.00625798,0.03010094,0.34867022
-4.36118059,1.61418419,1.59343569,0.67963649,0.38760109,0.00625132,0.03205095,0.35018211
-4.35517759,1.62869429,1.61950530,0.68274944,0.39395255,0.00627194,0.03426460,0.35334257
-4.34917459,1.65125819,1.65334921,0.68921655,0.40229689,0.00632131,0.03673077,0.35820104
-4.34317159,1.68175371,1.69474082,0.69900154,0.41257267,0.00639975,0.03943052,0.36474088
-4.33716858,1.71974237,1.74314594,0.71193500,0.42464383,0.00650632,0.04233708,0.37287679
-4.33116558,1.76447238,1.79772535,0.72771598,0.43830069,0.00663892,0.04541604,0.38245499
-4.32516258,1.81489426,1.85735016,0.74591876,0.45326414,0.00679425,0.04862600,0.39325603
-4.31915958,1.86968897,1.92062987,0.76600470,0.46919290,0.00696800,0.05191943,0.40500040
-4.31315658,1.92730775,1.98595228,0.78733882,0.48569379,0.00715497,0.05524391,0.41735672
-4.30715358,1.98602210,2.05153390,0.80921048,0.50233447,0.00734924,0.05854362,0.42995215
