energy_ev,total_up,Ge_p_up,Ge_d_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-6.00000000,2.51046428,0.07683706,0.00000000,0.02975304,1.67960504,0.88538257,1.00771887
-5.99399700,2.47647715,0.07691858,0.00000000,0.02847178,1.66126527,0.85063452,0.99907702
-5.98799400,2.44885432,0.07703949,0.00000000,0.02725916,1.64708462,0.82045506,0.99259990
-5.98199100,2.42711403,0.07719355,0.00000000,0.02611857,1.63679223,0.79428758,0.98827450
-5.97598799,2.41075327,0.07737325,0.00000000,0.02505335,1.63009745,0.77158914,0.98606552
-5.96998499,2.39926054,0.07756992,0.00000000,0.02406680,1.62669723,0.75184247,0.98591759
-5.96398199,2.39212670,0.07777382,0.00000000,0.02316199,1.62628264,0.73456576,0.98775722
-5.95797899,2.38885370,0.07797434,0.00000000,0.02234178,1.62854403,0.71932016,0.99149453
-5.95197599,2.38896087,0.07816014,0.00000000,0.02160860,1.63317497,0.70571477,0.99702458
-5.94597299,2.39198880,0.07831933,0.00000000,0.02096445,1.63987469,0.69340939,1.00422836
-5.93996998,2.39750097,0.07843968,0.00000000,0.02041068,1.64834934,0.68211502,1.01297337
-5.93396698,2.40508323,0.07850882,0.00000000,0.01994792,1.65831209,0.67159242,1.02311388
-5.92796398,2.41434171,0.07851444,0.00000000,0.01957597,1.66948234,0.66164900,1.03449113
-5.92196098,2.42489955,0.07844450,0.00000000,0.01929368,1.68158437,0.65213446,1.04693331
-5.91595798,2.43639297,0.07828746,0.00000000,0.01909884,1.69434582,0.64293552,1.06025586
-5.90995498,2.44846739,0.07803246,0.00000000,0.01898814,1.70749624,0.63397010,1.07426194
-5.90395198,2.46077400,0.07766952,0.00000000,0.01895711,1.72076617,0.62518138,1.08874356
-5.89794897,2.47296746,0.07718978,0.00000000,0.01900009,1.73388696,0.61653206,1.10348312
-5.89194597,2.48470495,0.07658564,0.00000000,0.01911031,1.74659167,0.60799912,1.11825595
-5.88594297,2.49564705,0.07585097,0.00000000,0.01927988,1.75861701,0.59956923,1.13283344
-5.87993997,2.50546051,0.07498127,0.00000000,0.01949996,1.76970660,0.59123511,1.14698704
-5.87393697,2.51382277,0.07397384,0.00000000,0.01976085,1.77961529,0.58299271,1.16049298
-5.86793397,2.52042828,0.07282787,0.00000000,0.02005222,1.78811444,0.57483943,1.17313750
-5.86193097,2.52499600,0.07154458,0.00000000,0.02036330,1.79499785,0.56677316,1.18472239
-5.85592796,2.52727776,0.07012728,0.00000000,0.02068313,1.80008799,0.55879207,1.19507065
-5.84992496,2.52706672,0.06858138,0.00000000,0.02100084,1.80324206,0.55089502,1.20403178
-5.84392196,2.52420537,0.06691442,0.00000000,0.02130587,1.80435740,0.54308229,1.21148653
-5.83791896,2.51859229,0.06513596,0.00000000,0.02158828,1.80337575,0.53535652,1.21735069
-5.83191596,2.51018698,0.06325747,0.00000000,0.02183899,1.80028599,0.52772364,1.22157755
-5.82591296,2.49901226,0.06129217,0.00000000,0.02204996,1.79512490,0.52019348,1.22415890
-5.81990995,2.48515374,0.05925475,0.00000000,0.02221441,1.78797573,0.51278014,1.22512433
-5.81390695,2.46875613,0.05716113,0.00000000,0.02232692,1.77896449,0.50550175,1.22453869
-5.80790395,2.45001630,0.05502806,0.00000000,0.02238352,1.76825387,0.49837981,1.22249789
-5.80190095,2.42917345,0.05287276,0.00000000,0.02238168,1.75603513,0.49143793,1.21912299
-5.79589795,2.40649656,0.05071249,0.00000000,0.02232029,1.74251826,0.48470009,1.21455304
-5.78989495,2.38227004,0.04856416,0.00000000,0.02219954,1.72792089,0.47818863,1.20893693
-5.78389195,2.35677818,0.04644384,0.00000000,0.02202082,1.71245661,0.47192193,1.20242468
-5.77788894,2.33028946,0.04436642,0.00000000,0.02178647,1.69632337,0.46591213,1.19515877
-5.77188594,2.30304170,0.04234520,0.00000000,0.02149963,1.67969272,0.46016298,1.18726598
-5.76588294,2.27522902,0.04039162,0.00000000,0.02116397,1.66270059,0.45466813,1.17885024
-5.75987994,2.24699157,0.03851500,0.00000000,0.02078352,1.64544020,0.44940988,1.16998701
