energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-5.85592796,6.45696033,0.04924450,0.94720824,0.86756305,0.31963771,0.07290647,2.82150264,1.98714116,1.86505555
-5.84992496,6.48215363,0.04954985,0.94681880,0.87597805,0.32225093,0.07471056,2.83812322,1.98880435,1.86086810
-5.84392196,6.48773491,0.04976029,0.94248307,0.88128939,0.32449531,0.07637902,2.84743656,1.98530813,1.84905688
-5.83791896,6.47303891,0.04986021,0.93420130,0.88342755,0.32628642,0.07788505,2.84902798,1.97637918,1.82968720
-5.83191596,6.43787623,0.04983800,0.92206651,0.88238876,0.32755627,0.07920551,2.84266635,1.96188377,1.80299134
-5.82591296,6.38252957,0.04968643,0.90625914,0.87823376,0.32825535,0.08032139,2.82830842,1.94182897,1.76935763
-5.81990995,6.30773673,0.04940278,0.88703954,0.87108480,0.32835393,0.08121810,2.80609749,1.91635984,1.72931554
-5.81390695,6.21466153,0.04898888,0.86473851,0.86112105,0.32784270,0.08188569,2.77635684,1.88575269,1.68351744
-5.80790395,6.10485380,0.04845097,0.83974639,0.84857272,0.32673272,0.08231896,2.73957798,1.85040494,1.63271770
-5.80190095,5.98020014,0.04779942,0.81250115,0.83371407,0.32505466,0.08251749,2.69640432,1.81082171,1.57775017
-5.79589795,5.84286719,0.04704836,0.78347601,0.81685556,0.32285736,0.08248549,2.64761078,1.76759996,1.51950472
-5.78989495,5.69523942,0.04621509,0.75316682,0.79833552,0.32020575,0.08223162,2.59408017,1.72141048,1.45890367
-5.78389195,5.53985343,0.04531951,0.72207981,0.77851136,0.31717829,0.08176869,2.53677691,1.67297845,1.39687893
-5.77788894,5.37933067,0.04438338,0.69071990,0.75775087,0.31386382,0.08111324,2.47671921,1.62306321,1.33435039
-5.77188594,5.21631055,0.04342959,0.65957982,0.73642353,0.31035826,0.08028509,2.41495037,1.57243772,1.27220612
-5.76588294,5.05338563,0.04248133,0.62913033,0.71489222,0.30676090,0.07930672,2.35251025,1.52186833,1.21128474
-5.75987994,4.89304049,0.04156132,0.59981156,0.69350541,0.30317077,0.07820266,2.29040761,1.47209547,1.15236033
-5.75387694,4.73759576,0.04069103,0.57202558,0.67258993,0.29968297,0.07699881,2.22959423,1.42381558,1.09612985
-5.74787394,4.58915825,0.03988994,0.54613019,0.65244457,0.29638529,0.07572168,2.17094149,1.37766483,1.04320328
-5.74187094,4.44957859,0.03917491,0.52243391,0.63333438,0.29335505,0.07439761,2.11522000,1.33420495,0.99409637
-5.73586793,4.32041669,0.03855956,0.50119217,0.61548601,0.29065654,0.07305209,2.06308298,1.29391140,0.94922591
-5.72986493,4.20291597,0.03805386,0.48260458,0.59908398,0.28833886,0.07170894,2.01505360,1.25716424,0.90890731
-5.72386193,4.09798665,0.03766377,0.46681324,0.58426803,0.28643454,0.07038969,1.97151674,1.22424183,0.87335449
-5.71785893,4.00619818,0.03739107,0.45390214,0.57113153,0.28495872,0.06911292,1.93271525,1.19531743,0.84268162
-5.71185593,3.92778104,0.03723326,0.44389747,0.55972114,0.28390910,0.06789380,1.89875079,1.17045876,0.81690684
-5.70585293,3.86263755,0.03718372,0.43676896,0.55003760,0.28326664,0.06674371,1.86958912,1.14963060,0.79595752
-5.69984992,3.81036137,0.03723192,0.43243221,0.54203770,0.28299687,0.06566996,1.84506957,1.13270020,0.77967710
-5.69384692,3.77026501,0.03736379,0.43075197,0.53563751,0.28305183,0.06467577,1.82491837,1.11944541,0.76783316
-5.68784392,3.74141464,0.03756232,0.43154640,0.53071666,0.28337254,0.06376035,1.80876518,1.10956528,0.76012672
-5.68184092,3.72267093,0.03780806,0.43459235,0.52712367,0.28389191,0.06291912,1.79616241,1.10269281,0.75620260
-5.67583792,3.71273491,0.03807996,0.43963148,0.52468220,0.28453783,0.06214418,1.78660635,1.09840943,0.75566048
-5.66983492,3.71019710,0.03835606,0.44637733,0.52319793,0.28523653,0.06142482,1.77955944,1.09626073,0.75806673
-5.66383192,3.71358861,0.03861435,0.45452305,0.52246604,0.28591584,0.06074821,1.77447285,1.09577304,0.76296659
-5.65782891,3.72143225,0.03883356,0.46374974,0.52227875,0.28650828,0.06010014,1.77080835,1.09647014,0.76989655
-5.65182591,3.73229203,0.03899395,0.47373526,0.52243289,0.28695391,0.05946583,1.76805873,1.09788963,0.77839662
-5.64582291,3.74481925,0.03907801,0.48416307,0.52273708,0.28720272,0.05883073,1.76576591,1.09959833,0.78802220
-5.63981991,3.75779363,0.03907113,0.49473109,0.52301821,0.28721647,0.05818129,1.76353605,1.10120618,0.79835529
-5.63381691,3.77015789,0.03896204,0.50516011,0.52312695,0.28696996,0.05750568,1.76105108,1.10237817,0.80901465
-5.62781391,3.78104465,0.03874323,0.51520149,0.52294209,0.28645163,0.05679438,1.75807626,1.10284375,0.81966469
-5.62181091,3.78979476,0.03841116,0.52464402,0.52237351,0.28566349,0.05604067,1.75446337,1.10240358,0.83002274
-5.61580790,3.79596639,0.03796630,0.53331937,0.52136358,0.28462038,0.05524091,1.75014975,1.10093319,0.83986456
-5.60980490,3.79933487,0.03741304,0.54110622,0.51988707,0.28334869,0.05439473,1.74515314,1.09838367,0.84902783
-5.60380190,3.79988338,0.03675940,0.54793269,0.51794944,0.28188445,0.05350499,1.73956270,1.09477926,0.85741352
-5.59779890,3.79778533,0.03601671,0.55377698,0.51558383,0.28027113,0.05257759,1.73352686,1.09021213,0.86498517
-5.59179590,3.79337926,0.03519904,0.55866627,0.51284677,0.27855705,0.05162115,1.72723862,1.08483454,0.87176597
-5.58579290,3.78713778,0.03432263,0.56267376,0.50981291,0.27679270,0.05064653,1.72091908,1.07884889,0.87783391
-5.57978989,3.77963207,0.03340524,0.56591407,0.50656917,0.27502801,0.04966630,1.71480018,1.07249613,0.88331507
-5.57378689,3.77149375,0.03246548,0.56853707,0.50320859,0.27330975,0.04869405,1.70910753,1.06604301,0.88837540
-5.56778389,3.76337604,0.03152210,0.57072051,0.49982417,0.27167926,0.04774381,1.70404431,1.05976887,0.89321122
-5.56178089,3.75591594,0.03059340,0.57266159,0.49650322,0.27017044,0.04682928,1.69977691,1.05395245,0.89803890
-5.55577789,3.74969936,0.02969659,0.57456788,0.49332239,0.26880828,0.04596331,1.69642328,1.04885948,0.90308402
-5.54977489,3.74523053,0.02884738,0.57664797,0.49034372,0.26760790,0.04515727,1.69404437,1.04473133,0.90857054
-5.54377189,3.74290710,0.02805951,0.57910219,0.48761187,0.26657411,0.04442058,1.69263912,1.04177535,0.91471015
-5.53776888,3.74300179,0.02734454,0.58211379,0.48515268,0.26570155,0.04376041,1.69214322,1.04015717,0.92169255
-5.53176588,3.74565108,0.02671163,0.58584083,0.48297312,0.26497536,0.04318139,1.69243152,1.03999517,0.92967656
-5.52576288,3.75085120,0.02616755,0.59040927,0.48106236,0.26437226,0.04268554,1.69332388,1.04135730,0.93878272
-5.51975988,3.75846102,0.02571668,0.59590729,0.47939420,0.26386201,0.04227227,1.69459407,1.04426017,0.94908739
-5.51375688,3.76821140,0.02536123,0.60238125,0.47793021,0.26340921,0.04193856,1.69598104,1.04867036,0.96061860
-5.50775388,3.77971998,0.02510140,0.60983321,0.47662367,0.26297519,0.04167920,1.69720192,1.05450761,0.97335370
-5.50175088,3.79251028,0.02493568,0.61822028,0.47542371,0.26251995,0.04148713,1.69796583,1.06164981,0.98721886
-5.49574787,3.80603391,0.02486118,0.62745554,0.47427960,0.26200412,0.04135386,1.69798785,1.06993913,1.00209032
-5.48974487,3.81969443,0.02487394,0.63741068,0.47314459,0.26139064,0.04126993,1.69700221,1.07918918,1.01779736
-5.48374187,3.83287160,0.02496923,0.64792004,0.47197931,0.26064633,0.04122536,1.69477405,1.08919257,1.03412672
-5.47773887,3.84494473,0.02514184,0.65878594,0.47075423,0.25974309,0.04121011,1.69110915,1.09972861,1.05082840
-5.47173587,3.85531410,0.02538632,0.66978503,0.46945128,0.25865878,0.04121451,1.68586114,1.11057074,1.06762243
-5.46573287,3.86341964,0.02569717,0.68067538,0.46806430,0.25737783,0.04122966,1.67893605,1.12149336,1.08420652
-5.45972986,3.86875616,0.02606896,0.69120401,0.46659853,0.25589140,0.04124769,1.67029391,1.13227780,1.10026421
-5.45372686,3.87088500,0.02649643,0.70111462,0.46506906,0.25419739,0.04126201,1.65994780,1.14271739,1.11547328
-5.44772386,3.86944195,0.02697443,0.71015514,0.46349854,0.25230013,0.04126747,1.64796027,1.15262132,1.12951416
-5.44172086,3.86414154,0.02749796,0.71808497,0.46191424,0.25020987,0.04126039,1.63443791,1.16181747,1.14207813
-5.43571786,3.85477838,0.02806202,0.72468151,0.46034476,0.24794226,0.04123858,1.61952428,1.17015408,1.15287497
-5.42971486,3.84122575,0.02866154,0.72974594,0.45881672,0.24551767,0.04120121,1.60339200,1.17750055,1.16164000
-5.42371186,3.82343232,0.02929122,0.73310797,0.45735160,0.24296055,0.04114870,1.58623443,1.18374732,1.16814026
-5.41770885,3.80141760,0.02994545,0.73462955,0.45596311,0.24029892,0.04108253,1.56825768,1.18880521,1.17217970
-5.41170585,3.77526668,0.03061812,0.73420742,0.45465514,0.23756384,0.04100504,1.54967330,1.19260417,1.17360337
-5.40570285,3.74512498,0.03130262,0.73177458,0.45342072,0.23478906,0.04091920,1.53069219,1.19509197,1.17230042
-5.39969985,3.71119334,0.03199172,0.72730059,0.45224174,0.23201078,0.04082845,1.51151990,1.19623261,1.16820601
-5.39369685,3.67372385,0.03267762,0.72079091,0.45108974,0.22926746,0.04073649,1.49235362,1.19600504,1.16130211
-5.38769385,3.63301655,0.03335197,0.71228533,0.44992763,0.22659976,0.04064719,1.47338072,1.19440195,1.15161719
-5.38169085,3.58941706,0.03400598,0.70185560,0.44871216,0.22405050,0.04056444,1.45477889,1.19142902,1.13922500
-5.37568784,3.54331497,0.03463060,0.68960250,0.44739710,0.22166456,0.04049218,1.43671752,1.18710446,1.12424244
-5.36968484,3.49514284,0.03521671,0.67565245,0.44593682,0.21948876,0.04043437,1.41936016,1.18145904,1.10682669
-5.36368184,3.44537547,0.03575537,0.66015382,0.44429015,0.21757172,0.04039501,1.40286753,1.17453645,1.08717175
-5.35767884,3.39452905,0.03623813,0.64327313,0.44242415,0.21596342,0.04037829,1.38740091,1.16639406,1.06550452
-5.35167584,3.34315984,0.03665731,0.62519120,0.44031768,0.21471477,0.04038864,1.37312532,1.15710387,1.04208052
-5.34567284,3.29186208,0.03700633,0.60609946,0.43796450,0.21387690,0.04043085,1.36021229,1.14675363,1.01717949
-5.33966983,3.24126477,0.03728001,0.58619642,0.43537576,0.21350035,0.04051020,1.34884185,1.13544792,0.99110086
-5.33366683,3.19202709,0.03747483,0.56568436,0.43258175,0.21363401,0.04063252,1.33920358,1.12330916,0.96415926
-5.32766383,3.14483238,0.03758924,0.54476640,0.42963281,0.21432407,0.04080423,1.33149652,1.11047831,0.93668013
-5.32166083,3.10038063,0.03762381,0.52364370,0.42659947,0.21561275,0.04103235,1.32592801,1.09711518,0.90899552
-5.31565783,3.05937950,0.03758141,0.50251314,0.42357170,0.21753706,0.04132448,1.32271135,1.08339825,0.88144004
-5.30965483,3.02253416,0.03746726,0.48156506,0.42065748,0.22012762,0.04168862,1.32206248,1.06952384,0.85434703
-5.30365183,2.99053610,0.03728902,0.46098143,0.41798067,0.22340748,0.04213305,1.32419587,1.05570471,0.82804493
-5.29764882,2.96405122,0.03705666,0.44093409,0.41567841,0.22739114,0.04266608,1.32931977,1.04216786,0.80285393
-5.29164582,2.94370777,0.03678239,0.42158323,0.41389812,0.23208379,0.04329574,1.33763106,1.02915171,0.77908267
-5.28564282,2.93008422,0.03648044,0.40307605,0.41279417,0.23748073,0.04402952,1.34930997,1.01690263,0.75702521
-5.27963982,2.92369769,0.03616686,0.38554557,0.41252451,0.24356715,0.04487396,1.36451492,1.00567088,0.73695811
-5.27363682,2.92499327,0.03585915,0.36910955,0.41324722,0.25031821,0.04583432,1.38337753,0.99570604,0.71913760
-5.26763382,2.93433436,0.03557596,0.35386964,0.41511706,0.25769937,0.04691424,1.40599814,0.98725215,0.70379693
-5.26163082,2.95199447,0.03533667,0.33991073,0.41828220,0.26566711,0.04811536,1.43244189,0.98054256,0.69114372
-5.25562781,2.97815056,0.03516102,0.32730040,0.42288103,0.27416984,0.04943711,1.46273527,0.97579472,0.68135745
-5.24962481,3.01287795,0.03506863,0.31608869,0.42903911,0.28314916,0.05087639,1.49686344,0.97320509,0.67458706
-5.24362181,3.05614685,0.03507858,0.30630808,0.43686631,0.29254114,0.05242751,1.53476804,0.97294414,0.67094858
-5.23761881,3.10782045,0.03520899,0.29797371,0.44645397,0.30227785,0.05408201,1.57634561,0.97515186,0.67052290
-5.23161581,3.16765440,0.03547655,0.29108382,0.45787226,0.31228884,0.05582876,1.62144646,0.97993357,0.67335367
-5.22561281,3.23529761,0.03589613,0.28562047,0.47116758,0.32250260,0.05765396,1.66987401,0.98735642,0.67944537
-5.21960980,3.31029412,0.03648036,0.28155049,0.48636007,0.33284797,0.05954139,1.72138453,0.99744651,0.68876156
-5.21360680,3.39208608,0.03723930,0.27882660,0.50344129,0.34325531,0.06147267,1.77568724,1.01018683,0.70122354
-5.20760380,3.48001771,0.03818010,0.27738869,0.52237204,0.35365752,0.06342754,1.83244484,1.02551592,0.71670923
-5.20160080,3.57334018,0.03930671,0.27716532,0.54308054,0.36399086,0.06538431,1.89127461,1.04332758,0.73505275
-5.19559780,3.67121776,0.04061966,0.27807521,0.56546089,0.37419546,0.06732031,1.95175010,1.06347143,0.75604443
-5.18959480,3.77273514,0.04211587,0.28002893,0.58937220,0.38421566,0.06921233,2.01340357,1.08575462,0.77943179
-5.18359180,3.87690639,0.04378859,0.28293059,0.61463831,0.39400020,0.07103717,2.07572959,1.10994451,0.80492129
-5.17758879,3.98268572,0.04562736,0.28667961,0.64104834,0.40350220,0.07277213,2.13818971,1.13577252,0.83218122
-5.17158579,4.08898037,0.04761809,0.29117249,0.66835833,0.41267914,0.07439550,2.20021858,1.16293915,0.86084567
-5.16558279,4.19466589,0.04974322,0.29630465,0.69629380,0.42149274,0.07588708,2.26123164,1.19112006,0.89051988
-5.15957979,4.29860386,0.05198198,0.30197223,0.72455367,0.42990895,0.07722857,2.32063438,1.21997321,0.92078670
-5.15357679,4.39966201,0.05431078,0.30807395,0.75281526,0.43789799,0.07840403,2.37783319,1.24914699,0.95121436
-5.14757379,4.49673664,0.05670365,0.31451290,0.78074047,0.44543452,0.07940022,2.43224765,1.27828907,0.98136532
-5.14157079,4.58877673,0.05913283,0.32119834,0.80798312,0.45249791,0.08020688,2.48332396,1.30705586,1.01080601
-5.13556778,4.67480907,0.06156939,0.32804734,0.83419702,0.45907267,0.08081697,2.53054909,1.33512212,1.03911717
-5.12956478,4.75396352,0.06398396,0.33498630,0.85904485,0.46514894,0.08122682,2.57346507,1.36219051,1.06590444
-5.12356178,4.82549721,0.06634746,0.34195231,0.88220721,0.47072293,0.08143624,2.61168283,1.38800057,1.09080880
-5.11755878,4.88881650,0.06863187,0.34889412,0.90339176,0.47579738,0.08144848,2.64489482,1.41233675,1.11351629
-5.11155578,4.94349520,0.07081096,0.35577286,0.92234187,0.48038180,0.08127018,2.67288560,1.43503495,1.13376665
-5.10555278,4.98928790,0.07286101,0.36256223,0.93884444,0.48449253,0.08091118,2.69553976,1.45598730,1.15136036
-5.09954977,5.02613720,0.07476139,0.36924824,0.95273662,0.48815235,0.08038428,2.71284648,1.47514463,1.16616356
-5.09354677,5.05417387,0.07649512,0.37582840,0.96391082,0.49138982,0.07970489,2.72490018,1.49251644,1.17811071
-5.08754377,5.07370941,0.07804915,0.38231031,0.97231798,0.49423815,0.07889062,2.73189698,1.50816823,1.18720452
-5.08154077,5.08522077,0.07941464,0.38870975,0.97796875,0.49673358,0.07796078,2.73412686,1.52221602,1.19351324
-5.07553777,5.08932757,0.08058695,0.39504818,0.98093256,0.49891342,0.07693586,2.73196160,1.53481834,1.19716517
-5.06953477,5.08676253,0.08156552,0.40134988,0.98133441,0.50081380,0.07583692,2.72583905,1.54616576,1.19834074
-5.06353177,5.07833635,0.08235355,0.40763876,0.97934972,0.50246709,0.07468499,2.71624416,1.55646861,1.19726238
-5.05752876,5.06489865,0.08295755,0.41393498,0.97519729,0.50389946,0.07350046,2.70368792,1.56594331,1.19418275
-5.05152576,5.04729699,0.08338675,0.42025159,0.96913074,0.50512831,0.07230246,2.68868506,1.57479794,1.18937177
-5.04552276,5.02633605,0.08365239,0.42659140,0.96142878,0.50616027,0.07110837,2.67173168,1.58321803,1.18310331
-5.03951976,5.00273927,0.08376704,0.43294422,0.95238480,0.50698940,0.06993329,2.65328416,1.59135310,1.17564204
-5.03351676,4.97711514,0.08374377,0.43928464,0.94229631,0.50759625,0.06878968,2.63374036,1.59930488,1.16723128
-5.02751376,4.94993009,0.08359548,0.44557062,0.93145458,0.50794757,0.06768711,2.61342422,1.60711791,1.15808242
-5.02151076,4.92148956,0.08333419,0.45174287,0.92013507,0.50799691,0.06663204,2.59257471,1.61477303,1.14836643
-5.01550775,4.89192854,0.08297054,0.45772526,0.90858900,0.50768611,0.06562791,2.57133959,1.62218443,1.13820800
-5.00950475,4.86121210,0.08251331,0.46342613,0.89703651,0.50694771,0.06467518,2.54977456,1.62920028,1.12768255
-5.00350175,4.82914601,0.08196916,0.46874066,0.88566149,0.50570809,0.06377160,2.52784765,1.63560725,1.11681612
-4.99749875,4.79539695,0.08134257,0.47355404,0.87460842,0.50389140,0.06291261,2.50544875,1.64113869,1.10558829
-4.99149575,4.75952112,0.08063586,0.47774547,0.86398124,0.50142384,0.06209178,2.48240353,1.64548617,1.09393771
-4.98549275,4.72099972,0.07984942,0.48119274,0.85384405,0.49823833,0.06130137,2.45849121,1.64831386,1.08176998
-4.97948974,4.67927930,0.07898210,0.48377715,0.84422374,0.49427914,0.06053295,2.43346491,1.64927508,1.06896733
-4.97348674,4.63381467,0.07803169,0.48538860,0.83511412,0.48950629,0.05977798,2.40707349,1.64803021,1.05539950
-4.96748374,4.58411200,0.07699546,0.48593054,0.82648129,0.48389947,0.05902844,2.37908373,1.64426508,1.04093524
-4.96148074,4.52976959,0.07587080,0.48532452,0.81826997,0.47746120,0.05827741,2.34930143,1.63770885,1.02545364
-4.95547774,4.47051428,0.07465583,0.48351424,0.81041028,0.47021910,0.05751952,2.31759045,1.62815065,1.00885471
-4.94947474,4.40623112,0.07334996,0.48046865,0.80282466,0.46222707,0.05675136,2.28388840,1.61545382,0.99106866
-4.94347174,4.33698513,0.07195444,0.47618416,0.79543451,0.45356521,0.05597180,2.24821841,1.59956735,0.97206332
-4.93746873,4.26303354,0.07047274,0.47068573,0.78816622,0.44433866,0.05518207,2.21069611,1.58053366,0.95184933
-4.93146573,4.18482822,0.06891085,0.46402681,0.78095627,0.43467508,0.05438579,2.17153162,1.55849241,0.93048297
-4.92546273,4.10300799,0.06727740,0.45628811,0.77375519,0.42472120,0.05358889,2.13102644,1.53368004,0.90806637
-4.91945973,4.01838134,0.06558364,0.44757529,0.76653019,0.41463827,0.05279930,2.08956533,1.50642512,0.88474525
-4.91345673,3.93190050,0.06384326,0.43801564,0.75926643,0.40459688,0.05202659,2.04760387,1.47713959,0.86070441
-4.90745373,3.84462819,0.06207206,0.42775395,0.75196688,0.39477115,0.05128151,2.00565209,1.44630627,0.83616119
-4.90145073,3.75769883,0.06028748,0.41694772,0.74465089,0.38533284,0.05057546,1.96425530,1.41446327,0.81135731
-4.89544772,3.67227622,0.05850802,0.40576202,0.73735167,0.37644530,0.04991988,1.92397295,1.38218598,0.78654969
-4.88944472,3.58950982,0.05675260,0.39436416,0.73011272,0.36825792,0.04932568,1.88535671,1.35006743,0.76200054
-4.88344172,3.51049185,0.05503985,0.38291838,0.72298377,0.36090103,0.04880267,1.84892885,1.31869797,0.73796751
-4.87743872,3.43621726,0.05338742,0.37158098,0.71601620,0.35448171,0.04835900,1.81516198,1.28864518,0.71469417
-4.87143572,3.36754854,0.05181131,0.36049591,0.70925850,0.34908051,0.04800073,1.78446124,1.26043492,0.69240149
-4.86543272,3.30518715,0.05032524,0.34979104,0.70275198,0.34474944,0.04773148,1.75714968,1.23453444,0.67128055
-4.85942971,3.24965257,0.04894019,0.33957539,0.69652697,0.34151115,0.04755218,1.73345762,1.21133820,0.65148700
-4.85342671,3.20127024,0.04766400,0.32993723,0.69059992,0.33935934,0.04746101,1.71351646,1.19115717,0.63313725
-4.84742371,3.16016856,0.04650119,0.32094325,0.68497143,0.33826054,0.04745339,1.69735711,1.17421187,0.61630676
-4.84142071,3.12628507,0.04545284,0.31263864,0.67962546,0.33815697,0.04752218,1.68491319,1.16062966,0.60103024
-4.83541771,3.09938139,0.04451676,0.30504826,0.67452982,0.33897039,0.04765798,1.67602874,1.15044606,0.58730392
-4.82941471,3.07906589,0.04368772,0.29817854,0.66963783,0.34060689,0.04784956,1.67046993,1.14361020,0.57508938
-4.82341171,3.06482307,0.04295791,0.29202022,0.66489120,0.34296213,0.04808436,1.66794026,1.13999394,0.56431907
-4.81740870,3.05604788,0.04231743,0.28655162,0.66022394,0.34592706,0.04834906,1.66809843,1.13940414,0.55490291
-4.81140570,3.05208336,0.04175499,0.28174231,0.65556709,0.34939363,0.04863024,1.67057789,1.14159743,0.54673578
-4.80540270,3.05225972,0.04125857,0.27755697,0.65085403,0.35326029,0.04891495,1.67500722,1.14629678,0.53970544
-4.79939970,3.05593276,0.04081619,0.27395931,0.64602608,0.35743711,0.04919135,1.68103017,1.15320882,0.53370054
-4.79339670,3.06251998,0.04041658,0.27091578,0.64103805,0.36185011,0.04944923,1.68832453,1.16204126,0.52861829
-4.78739370,3.07153241,0.04004988,0.26839894,0.63586344,0.36644471,0.04968048,1.69661876,1.17251940,0.52437149
-4.78139070,3.08260089,0.03970821,0.26639034,0.63049900,0.37118817,0.04987939,1.70570566,1.18440088,0.52089457
-4.77538769,3.09549540,0.03938614,0.26488280,0.62496824,0.37607074,0.05004293,1.71545245,1.19748816,0.51814844
-4.76938469,3.11013671,0.03908101,0.26388197,0.61932385,0.38110567,0.05017077,1.72580668,1.21163794,0.51612389
-4.76338169,3.12659975,0.03879311,0.26340717,0.61364865,0.38632796,0.05026522,1.73679785,1.22676726,0.51484353
-4.75737869,3.14510889,0.03852567,0.26349139,0.60805517,0.39179190,0.05033103,1.74853459,1.24285601,0.51436210
-4.75137569,3.16602512,0.03828476,0.26418066,0.60268362,0.39756769,0.05037506,1.76119763,1.25994579,0.51476525
-4.74537269,3.18982618,0.03807894,0.26553258,0.59769846,0.40373701,0.05040579,1.77502894,1.27813536,0.51616698
-4.73936968,3.21708052,0.03791889,0.26761438,0.59328368,0.41038807,0.05043280,1.79031761,1.29757290,0.51870560
-4.73336668,3.24841653,0.03781682,0.27050034,0.58963691,0.41761018,0.05046619,1.80738318,1.31844565,0.52253881
-4.72736368,3.28448860,0.03778586,0.27426895,0.58696282,0.42548818,0.05051592,1.82655738,1.34096754,0.52783778
-4.72136068,3.32594172,0.03783944,0.27899970,0.58546589,0.43409703,0.05059123,1.84816506,1.36536542,0.53478077
-4.71535768,3.37337644,0.03799054,0.28476986,0.58534314,0.44349674,0.05070004,1.87250542,1.39186480,0.54354639
-4.70935468,3.42731582,0.03825108,0.29165130,0.58677702,0.45372809,0.05084848,1.89983438,1.42067572,0.55430691
-4.70335168,3.48817610,0.03863129,0.29970738,0.58992892,0.46480908,0.05104048,1.93034914,1.45197952,0.56722176
-4.69734867,3.55624245,0.03913914,0.30899030,0.59493354,0.47673259,0.05127751,1.96417542,1.48591723,0.58243161
-4.69134567,3.63165089,0.03977991,0.31953870,0.60189446,0.48946522,0.05155845,2.00135833,1.52258007,0.60005307
-4.68534267,3.71437725,0.04055585,0.33137585,0.61088108,0.50294735,0.05187965,2.04185701,1.56200242,0.62017433
-4.67933967,3.80423352,0.04146597,0.34450829,0.62192704,0.51709462,0.05223505,2.08554350,1.60415771,0.64285164
-4.67333667,3.90087167,0.04250596,0.35892507,0.63503020,0.53180056,0.05261659,2.13220569,1.64895712,0.66810695
-4.66733367,4.00379466,0.04366819,0.37459757,0.65015413,0.54694041,0.05301461,2.18155420,1.69625115,0.69592641
-4.66133067,4.11237365,0.04494188,0.39147973,0.66723091,0.56237593,0.05341845,2.23323282,1.74583384,0.72626002
-4.65532766,4.22587071,0.04631336,0.40950887,0.68616509,0.57796084,0.05381709,2.28683182,1.79744924,0.75902192
-4.64932466,4.34346533,0.04776643,0.42860680,0.70683848,0.59354686,0.05419985,2.34190340,1.85079959,0.79409166
-4.64332166,4.46428346,0.04928273,0.44868126,0.72911557,0.60898986,0.05455705,2.39797850,1.90555483,0.83131590
