energy_ev,total_up,Hf_p_up,Hf_d_up,Pb_p_up,Pb_d_up,Se_s_up,Se_p_up
-6.00000000,1.38156427,0.84362927,0.54469080,0.01191518,0.00122161,0.01987899,1.01047271
-5.99399700,1.35879345,0.82090575,0.54026368,0.01145370,0.00121155,0.01934244,0.99420741
-5.98799400,1.33128062,0.79624361,0.53355978,0.01097325,0.00119393,0.01872953,0.97469808
-5.98199100,1.29912142,0.76960691,0.52471028,0.01047646,0.00116901,0.01804413,0.95201259
-5.97598799,1.26256505,0.74104211,0.51390420,0.00996668,0.00113725,0.01729200,0.92632851
-5.96998499,1.22199881,0.71067354,0.50137929,0.00944776,0.00109924,0.01648056,0.89792163
-5.96398199,1.17792768,0.67869579,0.48741135,0.00892397,0.00105571,0.01561864,0.86715094
-5.95797899,1.13095021,0.64536372,0.47230240,0.00839973,0.00100748,0.01471615,0.83444090
-5.95197599,1.08173193,0.61098048,0.45636838,0.00787950,0.00095548,0.01378376,0.80026207
-5.94597299,1.03097748,0.57588426,0.43992672,0.00736760,0.00090063,0.01283256,0.76511075
-5.93996998,0.97940292,0.54043441,0.42328468,0.00686806,0.00084390,0.01187369,0.72948888
-5.93396698,0.92770925,0.50499749,0.40672862,0.00638450,0.00078624,0.01091806,0.69388488
-5.92796398,0.87655837,0.46993399,0.39051480,0.00592002,0.00072856,0.00997602,0.65875642
-5.92196098,0.82655234,0.43558621,0.37486203,0.00547716,0.00067168,0.00905711,0.62451550
-5.91595798,0.77821664,0.40226764,0.35994632,0.00505783,0.00061635,0.00816986,0.59151669
-5.90995498,0.73198784,0.37025444,0.34589774,0.00466334,0.00056324,0.00732161,0.56004857
-5.90395198,0.68820600,0.33977892,0.33279943,0.00429438,0.00051288,0.00651845,0.53032867
-5.89794897,0.64711165,0.31102545,0.32068868,0.00395110,0.00046569,0.00576510,0.50250184
-5.89194597,0.60884723,0.28412855,0.30955991,0.00363315,0.00042199,0.00506498,0.47664185
-5.88594297,0.57346239,0.25917312,0.29936925,0.00333976,0.00038195,0.00442019,0.45275595
-5.87993997,0.54092281,0.23619666,0.29004048,0.00306986,0.00034567,0.00383162,0.43079180
-5.87393697,0.51112161,0.21519308,0.28147187,0.00282214,0.00031311,0.00329908,0.41064648
-5.86793397,0.48389275,0.19611787,0.27354366,0.00259519,0.00028419,0.00282139,0.39217683
-5.86193097,0.45902571,0.17889427,0.26612576,0.00238757,0.00025872,0.00239657,0.37521069
-5.85592796,0.43628049,0.16342000,0.25908535,0.00219788,0.00023646,0.00202197,0.35955835
-5.84992496,0.41540257,0.14957429,0.25229410,0.00202492,0.00021714,0.00169445,0.34502382
-5.84392196,0.39613697,0.13722490,0.24563471,0.00186770,0.00020044,0.00141052,0.33141548
-5.83791896,0.37824108,0.12623481,0.23900658,0.00172553,0.00018604,0.00116647,0.31855564
-5.83191596,0.36149586,0.11646842,0.23233053,0.00159807,0.00017361,0.00095853,0.30628882
-5.82591296,0.34571512,0.10779704,0.22555239,0.00148541,0.00016285,0.00078294,0.29448858
-5.81990995,0.33075278,0.10010373,0.21864541,0.00138809,0.00015345,0.00063608,0.28306274
