energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-5.87393697,0.14786973,0.00000000,0.00699546,0.00002653,0.07452165,0.02210859,0.02152761
-5.86793397,0.15988932,0.00000000,0.00756408,0.00002869,0.08057918,0.02390589,0.02327746
-5.86193097,0.17164482,0.00000000,0.00812019,0.00003080,0.08650364,0.02566382,0.02498885
-5.85592796,0.18294203,0.00000000,0.00865460,0.00003283,0.09219717,0.02735341,0.02663351
-5.84992496,0.19358356,0.00000001,0.00915798,0.00003474,0.09756031,0.02894520,0.02818268
-5.84392196,0.20337451,0.00000001,0.00962110,0.00003650,0.10249486,0.03041017,0.02960798
-5.83791896,0.21212843,0.00000001,0.01003512,0.00003808,0.10690687,0.03172059,0.03088225
-5.83191596,0.21967332,0.00000002,0.01039190,0.00003944,0.11070971,0.03285093,0.03198044
-5.82591296,0.22585738,0.00000003,0.01068423,0.00004055,0.11382692,0.03377877,0.03288041
-5.81990995,0.23055431,0.00000004,0.01090611,0.00004141,0.11619493,0.03448560,0.03356374
-5.81390695,0.23366786,0.00000005,0.01105296,0.00004198,0.11776534,0.03495751,0.03401637
-5.80790395,0.23513554,0.00000008,0.01112177,0.00004227,0.11850676,0.03518581,0.03422912
-5.80190095,0.23493113,0.00000011,0.01111124,0.00004227,0.11840617,0.03516744,0.03419810
-5.79589795,0.23306610,0.00000015,0.01102184,0.00004197,0.11746956,0.03490523,0.03392486
-5.78989495,0.22958970,0.00000021,0.01085579,0.00004141,0.11572206,0.03440800,0.03341641
-5.78389195,0.22458791,0.00000028,0.01061704,0.00004059,0.11320734,0.03369044,0.03268509
-5.77788894,0.21818116,0.00000038,0.01031111,0.00003955,0.10998657,0.03277292,0.03174818
-5.77188594,0.21052106,0.00000052,0.00994497,0.00003831,0.10613675,0.03168103,0.03062746
-5.76588294,0.20178636,0.00000070,0.00952682,0.00003692,0.10174868,0.03044518,0.02934856
-5.75987994,0.19217817,0.00000092,0.00906586,0.00003544,0.09692462,0.02909994,0.02794029
-5.75387694,0.18191495,0.00000122,0.00857203,0.00003390,0.09177576,0.02768344,0.02643391
-5.74787394,0.17122725,0.00000160,0.00805578,0.00003238,0.08641959,0.02623677,0.02486227
-5.74187094,0.16035257,0.00000209,0.00752780,0.00003093,0.08097739,0.02480331,0.02325916
-5.73586793,0.14953059,0.00000270,0.00699876,0.00002962,0.07557177,0.02342815,0.02165849
-5.72986493,0.13899875,0.00000347,0.00647915,0.00002852,0.07032454,0.02215756,0.02009373
-5.72386193,0.12898845,0.00000442,0.00597904,0.00002771,0.06535479,0.02103853,0.01859728
-5.71785893,0.11972190,0.00000559,0.00550797,0.00002726,0.06077730,0.02011829,0.01720004
-5.71185593,0.11140957,0.00000702,0.00507478,0.00002724,0.05670124,0.01944398,0.01593102
-5.70585293,0.10424822,0.00000876,0.00468757,0.00002775,0.05322921,0.01906229,0.01481709
-5.69984992,0.09841940,0.00001084,0.00435362,0.00002886,0.05045643,0.01901902,0.01388275
-5.69384692,0.09408837,0.00001333,0.00407935,0.00003065,0.04847013,0.01935874,0.01315000
-5.68784392,0.09140312,0.00001627,0.00387031,0.00003321,0.04734899,0.02012424,0.01263823
-5.68184092,0.09049344,0.00001971,0.00373117,0.00003660,0.04716263,0.02135598,0.01236418
-5.67583792,0.09146992,0.00002372,0.00366568,0.00004092,0.04797090,0.02309126,0.01234179
-5.66983492,0.09442265,0.00002833,0.00367673,0.00004621,0.04982316,0.02536341,0.01258211
-5.66383192,0.09941952,0.00003359,0.00376625,0.00005255,0.05275722,0.02820065,0.01309317
-5.65782891,0.10650422,0.00003955,0.00393523,0.00005997,0.05679817,0.03162496,0.01387972
-5.65182591,0.11569379,0.00004623,0.00418363,0.00006852,0.06195693,0.03565063,0.01494303
-5.64582291,0.12697585,0.00005366,0.00451039,0.00007822,0.06822869,0.04028294,0.01628056
-5.63981991,0.14030573,0.00006182,0.00491327,0.00008905,0.07559123,0.04551668,0.01788566
-5.63381691,0.15560352,0.00007072,0.00538887,0.00010099,0.08400326,0.05133473,0.01974722
-5.62781391,0.17275147,0.00008033,0.00593250,0.00011399,0.09340292,0.05770688,0.02184943
-5.62181091,0.19159182,0.00009058,0.00653814,0.00012796,0.10370661,0.06458883,0.02417145
-5.61580790,0.21192558,0.00010141,0.00719844,0.00014281,0.11480822,0.07192146,0.02668738
-5.60980490,0.23351222,0.00011273,0.00790471,0.00015839,0.12657896,0.07963072,0.02936614
-5.60380190,0.25607087,0.00012443,0.00864693,0.00017452,0.13886801,0.08762779,0.03217171
-5.59779890,0.27928296,0.00013636,0.00941390,0.00019103,0.15150391,0.09581005,0.03506343
-5.59179590,0.30279654,0.00014839,0.01019333,0.00020770,0.16429694,0.10406245,0.03799656
-5.58579290,0.32623235,0.00016034,0.01097210,0.00022429,0.17704239,0.11225971,0.04092302
-5.57978989,0.34919152,0.00017206,0.01173647,0.00024056,0.18952479,0.12026890,0.04379240
-5.57378689,0.37126483,0.00018338,0.01247241,0.00025626,0.20152290,0.12795274,0.04655308
-5.56778389,0.39204320,0.00019412,0.01316592,0.00027117,0.21281547,0.13517322,0.04915357
-5.56178089,0.41112910,0.00020413,0.01380346,0.00028506,0.22318744,0.14179561,0.05154394
-5.55577789,0.42814852,0.00021330,0.01437229,0.00029775,0.23243648,0.14769261,0.05367732
-5.54977489,0.44276293,0.00022152,0.01486091,0.00030908,0.24037948,0.15274852,0.05551141
-5.54377189,0.45468081,0.00022873,0.01525939,0.00031897,0.24685885,0.15686321,0.05700994
-5.53776888,0.46366824,0.00023493,0.01555980,0.00032739,0.25174834,0.15995581,0.05814404
-5.53176588,0.46955804,0.00024017,0.01575642,0.00033440,0.25495797,0.16196783,0.05889336
-5.52576288,0.47225716,0.00024459,0.01584605,0.00034016,0.25643814,0.16286568,0.05924705
-5.51975988,0.47175184,0.00024839,0.01582817,0.00034493,0.25618241,0.16264239,0.05920443
-5.51375688,0.46811048,0.00025186,0.01570500,0.00034908,0.25422915,0.16131856,0.05877541
-5.50775388,0.46148399,0.00025540,0.01548155,0.00035313,0.25066175,0.15894239,0.05798054
-5.50175088,0.45210374,0.00025951,0.01516551,0.00035772,0.24560754,0.15558888,0.05685080
-5.49574787,0.44027706,0.00026480,0.01476713,0.00036364,0.23923540,0.15135820,0.05542711
-5.48974487,0.42638078,0.00027200,0.01429899,0.00037185,0.23175227,0.14637335,0.05375952
-5.48374187,0.41085279,0.00028195,0.01377573,0.00038343,0.22339864,0.14077717,0.05190623
-5.47773887,0.39418228,0.00029562,0.01321367,0.00039966,0.21444324,0.13472894,0.04993234
-5.47173587,0.37689883,0.00031411,0.01263053,0.00042195,0.20517715,0.12840051,0.04790856
-5.46573287,0.35956085,0.00033861,0.01204496,0.00045186,0.19590755,0.12197242,0.04590975
-5.45972986,0.34274378,0.00037044,0.01147621,0.00049108,0.18695126,0.11562978,0.04401339
-5.45372686,0.32702827,0.00041099,0.01094369,0.00054145,0.17862836,0.10955842,0.04229809
-5.44772386,0.31298874,0.00046175,0.01046660,0.00060487,0.17125585,0.10394109,0.04084208
-5.44172086,0.30118241,0.00052425,0.01006358,0.00068335,0.16514173,0.09895403,0.03972176
-5.43571786,0.29213914,0.00060004,0.00975237,0.00077890,0.16057929,0.09476383,0.03901023
-5.42971486,0.28635195,0.00069067,0.00954946,0.00089352,0.15784196,0.09152472,0.03877600
-5.42371186,0.28426850,0.00079762,0.00946981,0.00102918,0.15717847,0.08937625,0.03908169
-5.41770885,0.28628343,0.00092229,0.00952662,0.00118770,0.15880857,0.08844138,0.03998281
-5.41170585,0.29273155,0.00106592,0.00973105,0.00137073,0.16291924,0.08882502,0.04152671
-5.40570285,0.30388216,0.00122955,0.01009202,0.00157967,0.16966136,0.09061299,0.04375150
-5.39969985,0.31993424,0.00141397,0.01061604,0.00181562,0.17914705,0.09387136,0.04668524
-5.39369685,0.34101289,0.00161964,0.01130705,0.00207930,0.19144754,0.09864630,0.05034514
-5.38769385,0.36716704,0.00184669,0.01216628,0.00237100,0.20659190,0.10496430,0.05473704
-5.38169085,0.39836864,0.00209486,0.01319222,0.00269053,0.22456654,0.11283292,0.05985503
-5.37568784,0.43451358,0.00236343,0.01438054,0.00303720,0.24531569,0.12224203,0.06568142
-5.36968484,0.47542446,0.00265128,0.01572414,0.00340977,0.26874305,0.13316549,0.07218692
-5.36368184,0.52085549,0.00295682,0.01721325,0.00380649,0.29471454,0.14556348,0.07933123
-5.35767884,0.57049954,0.00327806,0.01883554,0.00422510,0.32306236,0.15938521,0.08706393
-5.35167584,0.62399736,0.00361260,0.02057640,0.00466290,0.35359032,0.17457219,0.09532579
-5.34567284,0.68094892,0.00395773,0.02241920,0.00511678,0.38608029,0.19106179,0.10405043
-5.33966983,0.74092650,0.00431048,0.02434570,0.00558338,0.42029975,0.20879115,0.11316629
-5.33366683,0.80348912,0.00466770,0.02633642,0.00605911,0.45600998,0.22770107,0.12259884
-5.32766383,0.86819778,0.00502621,0.02837119,0.00654035,0.49297472,0.24773985,0.13227303
-5.32166083,0.93463059,0.00538284,0.03042958,0.00702356,0.53096880,0.26886666,0.14211570
-5.31565783,1.00239715,0.00573461,0.03249148,0.00750537,0.56978610,0.29105435,0.15205799
-5.30965483,1.07115104,0.00607878,0.03453757,0.00798276,0.60924659,0.31429119,0.16203752
-5.30365183,1.14059961,0.00641300,0.03654977,0.00845311,0.64920157,0.33858157,0.17200015
-5.29764882,1.21051033,0.00673534,0.03851162,0.00891432,0.68953696,0.36394514,0.18190131
-5.29164582,1.28071267,0.00704437,0.04040863,0.00936485,0.73017394,0.39041449,0.19170670
-5.28564282,1.35109547,0.00733923,0.04222842,0.00980371,0.77106694,0.41803109,0.20139226
-5.27963982,1.42159926,0.00761954,0.04396079,0.01023047,0.81219865,0.44683975,0.21094342
-5.27363682,1.49220387,0.00788545,0.04559769,0.01064517,0.85357239,0.47688157,0.22035366
-5.26763382,1.56291177,0.00813755,0.04713305,0.01104822,0.89520190,0.50818579,0.22962234
-5.26163082,1.63372802,0.00837676,0.04856245,0.01144027,0.93709929,0.54076089,0.23875199
-5.25562781,1.70463809,0.00860427,0.04988278,0.01182209,0.97926176,0.57458553,0.24774523
-5.24962481,1.77558485,0.00882136,0.05109179,0.01219432,1.02165795,0.60959977,0.25660152
-5.24362181,1.84644653,0.00902929,0.05218763,0.01255738,1.06421491,0.64569747,0.26531385
-5.23761881,1.91701732,0.00922919,0.05316839,0.01291126,1.10680677,0.68272020,0.27386585
-5.23161581,1.98699220,0.00942188,0.05403168,0.01325539,1.14924594,0.72045356,0.28222935
-5.22561281,2.05595755,0.00960786,0.05477430,0.01358855,1.19127785,0.75862617,0.29036270
-5.21960980,2.12338872,0.00978715,0.05539202,0.01390879,1.23257984,0.79691188,0.29821005
-5.21360680,2.18865531,0.00995929,0.05587947,0.01421345,1.27276465,0.83493526,0.30570163
-5.20760380,2.25103438,0.01012337,0.05623019,0.01449917,1.31138867,0.87228049,0.31275516
-5.20160080,2.30973140,0.01027801,0.05643683,0.01476199,1.34796480,0.90850320,0.31927833
-5.19559780,2.36390809,0.01042149,0.05649147,0.01499753,1.38197934,0.94314510,0.32517228
-5.18959480,2.41271579,0.01055184,0.05638606,0.01520115,1.41291220,0.97575042,0.33033583
-5.18359180,2.45533250,0.01066696,0.05611299,0.01536817,1.44025924,1.00588357,0.33467032
-5.17758879,2.49100163,0.01076483,0.05566563,0.01549415,1.46355555,1.03314692,0.33808474
-5.17158579,2.51906989,0.01084364,0.05503897,0.01557506,1.48239822,1.05719777,0.34050075
-5.16558279,2.53902217,0.01090197,0.05423018,0.01560758,1.49646723,1.07776339,0.34185739
-5.15957979,2.55051097,0.01093894,0.05323910,0.01558924,1.50554304,1.09465330,0.34211513
-5.15357679,2.55337851,0.01095437,0.05206868,0.01551863,1.50951981,1.10776791,0.34125891
-5.14757379,2.54766995,0.01094883,0.05072519,0.01539548,1.50841322,1.11710303,0.33930005
-5.14157079,2.53363682,0.01092379,0.04921834,0.01522070,1.50236245,1.12274967,0.33627687
-5.13556778,2.51173007,0.01088155,0.04756123,0.01499641,1.49162592,1.12488941,0.33225388
-5.12956478,2.48258330,0.01082532,0.04577006,0.01472580,1.47657117,1.12378519,0.32731973
-5.12356178,2.44698686,0.01075909,0.04386382,0.01441305,1.45765929,1.11976832,0.32158378
-5.11755878,2.40585440,0.01068758,0.04186369,0.01406314,1.43542478,1.11322218,0.31517181
-5.11155578,2.36018375,0.01061608,0.03979243,0.01368162,1.41045214,1.10456382,0.30822080
-5.10555278,2.31101456,0.01055032,0.03767369,0.01327437,1.38335047,1.09422425,0.30087335
-5.09954977,2.25938490,0.01049630,0.03553127,0.01284737,1.35472747,1.08262874,0.29327181
-5.09354677,2.20628953,0.01046010,0.03338836,0.01240646,1.32516454,1.07017819,0.28555271
-5.08754377,2.15264187,0.01044767,0.03126693,0.01195708,1.29519409,1.05723257,0.27784162
-5.08154077,2.09924188,0.01046470,0.02918706,0.01150416,1.26528040,1.04409727,0.27024868
-5.07553777,2.04675127,0.01051643,0.02716651,0.01105188,1.23580499,1.03101307,0.26286524
-5.06953477,1.99567709,0.01060748,0.02522031,0.01060368,1.20705696,1.01815015,0.25576146
-5.06353177,1.94636420,0.01074175,0.02336054,0.01016212,1.17922871,1.00560617,0.24898515
-5.05752876,1.89899649,0.01092230,0.02159630,0.00972897,1.15241700,0.99340844,0.24256180
-5.05152576,1.85360633,0.01115124,0.01993369,0.00930521,1.12662881,0.98151968,0.23649565
-5.04552276,1.81009104,0.01142970,0.01837602,0.00889117,1.10179153,0.96984687,0.23077179
-5.03951976,1.76823506,0.01175774,0.01692408,0.00848662,1.07776655,0.95825252,0.22535899
-5.03351676,1.72773614,0.01213435,0.01557652,0.00809096,1.05436517,0.94656736,0.22021314
-5.02751376,1.68823376,0.01255746,0.01433023,0.00770338,1.03136588,0.93460382,0.21528107
-5.02151076,1.64933803,0.01302390,0.01318084,0.00732303,1.00853192,0.92216925,0.21050438
-5.01550775,1.61065755,0.01352946,0.01212315,0.00694914,0.98562804,0.90907831,0.20582333
-5.00950475,1.57182479,0.01406895,0.01115158,0.00658125,0.96243580,0.89516391,0.20118031
-5.00350175,1.53251783,0.01463628,0.01026062,0.00621926,0.93876664,0.88028605,0.19652302
-4.99749875,1.49247794,0.01522450,0.00944519,0.00586356,0.91447229,0.86433861,0.19180703
-4.99149575,1.45152249,0.01582601,0.00870099,0.00551510,0.88945236,0.84725366,0.18699781
-4.98549275,1.40955310,0.01643265,0.00802476,0.00517545,0.86365902,0.82900367,0.18207215
-4.97948974,1.36655950,0.01703594,0.00741450,0.00484677,0.83709896,0.80960157,0.17701901
-4.97348674,1.32261938,0.01762725,0.00686966,0.00453185,0.80983295,0.78909918,0.17183982
-4.96748374,1.27789505,0.01819806,0.00639122,0.00423410,0.78197341,0.76758434,0.16654836
-4.96148074,1.23262759,0.01874024,0.00598183,0.00395744,0.75368042,0.74517709,0.16117027
-4.95547774,1.18712931,0.01924631,0.00564579,0.00370635,0.72515671,0.72202547,0.15574228
-4.94947474,1.14177516,0.01970977,0.00538909,0.00348571,0.69664201,0.69830117,0.15031125
-4.94347174,1.09699379,0.02012532,0.00521936,0.00330085,0.66840722,0.67419539,0.14493306
-4.93746873,1.05325855,0.02048919,0.00514586,0.00315738,0.64074852,0.64991509,0.13967152
-4.93146573,1.01107894,0.02079934,0.00517939,0.00306121,0.61398184,0.62567980,0.13459710
-4.92546273,0.97099227,0.02105569,0.00533215,0.00301840,0.58843749,0.60171884,0.12978578
-4.91945973,0.93355575,0.02126018,0.00561764,0.00303515,0.56445519,0.57826904,0.12531777
-4.91345673,0.89933860,0.02141693,0.00605043,0.00311764,0.54237910,0.55557267,0.12127619
-4.90745373,0.86891401,0.02153211,0.00664595,0.00327197,0.52255296,0.53387545,0.11774570
-4.90145073,0.84285045,0.02161389,0.00742016,0.00350399,0.50531489,0.51342437,0.11481094
-4.89544772,0.82170212,0.02167223,0.00838921,0.00381919,0.49099181,0.49446506,0.11255485
-4.88944472,0.80599809,0.02171851,0.00956897,0.00422247,0.47989322,0.47723861,0.11105681
-4.88344172,0.79623016,0.02176523,0.01097454,0.00471799,0.47230426,0.46197762,0.11039052
-4.87743872,0.79283917,0.02182546,0.01261965,0.00530893,0.46847803,0.44890143,0.11062181
-4.87143572,0.79620005,0.02191234,0.01451605,0.00599726,0.46862717,0.43821049,0.11180615
-4.86543272,0.80660579,0.02203851,0.01667281,0.00678347,0.47291493,0.43008014,0.11398619
-4.85942971,0.82425098,0.02221548,0.01909559,0.00766637,0.48144605,0.42465377,0.11718922
-4.85342671,0.84921540,0.02245309,0.02178597,0.00864284,0.49425765,0.42203578,0.12142472
-4.84742371,0.88144864,0.02275889,0.02474074,0.00970761,0.51131078,0.42228467,0.12668216
-4.84142071,0.92075643,0.02313770,0.02795125,0.01085316,0.53248303,0.42540650,0.13292909
-4.83541771,0.96678984,0.02359118,0.03140296,0.01206956,0.55756273,0.43134938,0.14010972
-4.82941471,1.01903808,0.02411755,0.03507497,0.01334448,0.58624527,0.43999914,0.14814411
-4.82341171,1.07682589,0.02471142,0.03893982,0.01466325,0.61813203,0.45117673,0.15692803
-4.81740870,1.13931604,0.02536378,0.04296349,0.01600898,0.65273231,0.46463756,0.16633368
-4.81140570,1.20551763,0.02606215,0.04710551,0.01736282,0.68946852,0.48007314,0.17621118
-4.80540270,1.27430033,0.02679088,0.05131949,0.01870435,0.72768469,0.49711501,0.18639103
-4.79939970,1.34441457,0.02753159,0.05555367,0.02001192,0.76665849,0.51534121,0.19668738
-4.79339670,1.41451735,0.02826377,0.05975192,0.02126326,0.80561631,0.53428496,0.20690205
-4.78739370,1.48320303,0.02896546,0.06385480,0.02243602,0.84375112,0.55344557,0.21682935
-4.78139070,1.54903827,0.02961406,0.06780095,0.02350840,0.88024272,0.57230108,0.22626132
-4.77538769,1.61059985,0.03018714,0.07152849,0.02445984,0.91427942,0.59032236,0.23499338
-4.76938469,1.66651405,0.03066333,0.07497666,0.02527160,0.94508064,0.60698803,0.24283015
-4.76338169,1.71549619,0.03102316,0.07808748,0.02592742,0.97191934,0.62179976,0.24959111
-4.75737869,1.75638861,0.03124982,0.08080736,0.02641409,0.99414361,0.63429718,0.25511608
-4.75137569,1.78819571,0.03132991,0.08308868,0.02672186,1.01119633,0.64407207,0.25927005
-4.74537269,1.81011454,0.03125400,0.08489127,0.02684486,1.02263229,0.65078095,0.26194737
-4.73936968,1.82155978,0.03101709,0.08618367,0.02678130,1.02813193,0.65415582,0.26307506
-4.73336668,1.82218199,0.03061895,0.08694414,0.02653357,1.02751123,0.65401246,0.26261499
-4.72736368,1.81187857,0.03006419,0.08716149,0.02610824,1.02072732,0.65025610,0.26056509
-4.72136068,1.79079695,0.02936229,0.08683547,0.02551582,1.00787968,0.64288420,0.25695939
-4.71535768,1.75933009,0.02852741,0.08597697,0.02477052,0.98920692,0.63198622,0.25186682
-4.70935468,1.71810452,0.02757805,0.08460783,0.02388979,0.96507934,0.61774064,0.24538918
-4.70335168,1.66796157,0.02653665,0.08276034,0.02289379,0.93598767,0.60040917,0.23765797
-4.69734867,1.60993283,0.02542896,0.08047651,0.02180485,0.90252850,0.58032870,0.22883055
-4.69134567,1.54521066,0.02428352,0.07780704,0.02064678,0.86538715,0.55790109,0.21908566
-4.68534267,1.47511535,0.02313090,0.07481009,0.01944426,0.82531859,0.53358156,0.20861850
-4.67933967,1.40106000,0.02200304,0.07154988,0.01822216,0.78312722,0.50786590,0.19763559
-4.67333667,1.32451453,0.02093254,0.06809525,0.01700492,0.73964636,0.48127712,0.18634964
-4.66733367,1.24697017,0.01995194,0.06451811,0.01581596,0.69571800,0.45435203,0.17497451
-4.66133067,1.16990533,0.01909308,0.06089188,0.01467720,0.65217358,0.42762812,0.16372054
-4.65532766,1.09475410,0.01838646,0.05729005,0.01360857,0.60981628,0.40163112,0.15279023
-4.64932466,1.02287782,0.01786063,0.05378474,0.01262768,0.56940520,0.37686371,0.14237453
-4.64332166,0.95554053,0.01754169,0.05044545,0.01174952,0.53164178,0.35379536,0.13264965
-4.63731866,0.89388837,0.01745274,0.04733793,0.01098628,0.49715860,0.33285366,0.12377451
-4.63131566,0.83893316,0.01761345,0.04452317,0.01034720,0.46651048,0.31441716,0.11588877
-4.62531266,0.79154007,0.01803965,0.04205661,0.00983855,0.44016800,0.29880970,0.10911147
-4.61930965,0.75241901,0.01874291,0.03998747,0.00946360,0.41851318,0.28629623,0.10354014
-4.61330665,0.72211967,0.01973025,0.03835819,0.00922273,0.40183708,0.27708001,0.09925045
-4.60730365,0.70102942,0.02100380,0.03720408,0.00911348,0.39033919,0.27130114,0.09629611
-4.60130065,0.68937404,0.02256058,0.03655302,0.00913077,0.38412826,0.26903616,0.09470926
-4.59529765,0.68722060,0.02439228,0.03642525,0.00926703,0.38322439,0.27029880,0.09450091
-4.58929465,0.69448212,0.02648518,0.03683326,0.00951245,0.38756209,0.27504153,0.09566177
-4.58329165,0.71092393,0.02882007,0.03778176,0.00985521,0.39699432,0.28315799,0.09816301
-4.57728864,0.73617119,0.03137235,0.03926759,0.01028176,0.41129703,0.29448614,0.10195733
-4.57128564,0.76971769,0.03411223,0.04127982,0.01077712,0.43017455,0.30881207,0.10697995
-4.56528264,0.81093567,0.03700497,0.04379983,0.01132518,0.45326541,0.32587441,0.11314980
-4.55927964,0.85908677,0.04001140,0.04680139,0.01190909,0.48014883,0.34536939,0.12037073
-4.55327664,0.91333407,0.04308849,0.05025089,0.01251155,0.51035171,0.36695636,0.12853294
-4.54727364,0.97275536,0.04619004,0.05410762,0.01311529,0.54335638,0.39026392,0.13751439
-4.54127064,1.03635765,0.04926761,0.05832411,0.01370336,0.57860884,0.41489653,0.14718255
-4.53526763,1.10309292,0.05227144,0.06284669,0.01425957,0.61552782,0.44044154,0.15739620
-4.52926463,1.17187523,0.05515155,0.06761605,0.01476885,0.65351439,0.46647664,0.16800752
-4.52326163,1.24159904,0.05785886,0.07256802,0.01521764,0.69196222,0.49257756,0.17886434
-4.51725863,1.31115858,0.06034639,0.07763454,0.01559418,0.73026844,0.51832603,0.18981268
-4.51125563,1.37946815,0.06257039,0.08274470,0.01588884,0.76784485,0.54331769,0.20069939
-4.50525263,1.44548295,0.06449147,0.08782599,0.01609432,0.80412937,0.56717008,0.21137506
-4.49924962,1.50822018,0.06607564,0.09280564,0.01620587,0.83859763,0.58953024,0.22169702
-4.49324662,1.56677979,0.06729520,0.09761213,0.01622137,0.87077431,0.61008198,0.23153236
-4.48724362,1.62036458,0.06812951,0.10217668,0.01614142,0.90024400,0.62855262,0.24076106
-4.48124062,1.66829895,0.06856554,0.10643488,0.01596926,0.92666139,0.64471889,0.24927894
-4.47523762,1.71004585,0.06859822,0.11032820,0.01571069,0.94976029,0.65841206,0.25700052
-4.46923462,1.74522122,0.06823056,0.11380550,0.01537390,0.96936142,0.66952194,0.26386150
-4.46323162,1.77360552,0.06747360,0.11682442,0.01496925,0.98537840,0.67799979,0.26982100
-4.45722861,1.79515175,0.06634601,0.11935253,0.01450896,0.99782187,0.68385992,0.27486325
-4.45122561,1.80998947,0.06487361,0.12136834,0.01400678,1.00680141,0.68717995,0.27899873
-4.44522261,1.81842458,0.06308857,0.12286195,0.01347766,1.01252498,0.68809961,0.28226467
-4.43921961,1.82093442,0.06102858,0.12383548,0.01293731,1.01529585,0.68681817,0.28472485
-4.43321661,1.81815816,0.05873573,0.12430306,0.01240184,1.01550675,0.68359027,0.28646853
-4.42721361,1.81088242,0.05625537,0.12429056,0.01188734,1.01363143,0.67872046,0.28760870
-4.42121061,1.80002215,0.05363493,0.12383488,0.01140950,1.01021345,0.67255620,0.28827943
-4.41520760,1.78659733,0.05092266,0.12298295,0.01098321,1.00585250,0.66547970,0.28863241
-4.40920460,1.77170561,0.04816638,0.12179034,0.01062223,1.00118850,0.65789853,0.28883281
-4.40320160,1.75649179,0.04541234,0.12031965,0.01033883,0.99688373,0.65023533,0.28905446
-4.39719860,1.74211489,0.04270409,0.11863860,0.01014355,0.99360363,0.64291680,0.28947450
-4.39119560,1.72971373,0.04008156,0.11681797,0.01004492,0.99199660,0.63636221,0.29026766
-4.38519260,1.72037223,0.03758016,0.11492941,0.01004925,0.99267373,0.63097192,0.29160045
-4.37918959,1.71508558,0.03523019,0.11304327,0.01016049,0.99618900,0.62711610,0.29362526
-4.37318659,1.71472865,0.03305626,0.11122639,0.01038014,1.00302078,0.62512416,0.29647490
-4.36718359,1.72002790,0.03107707,0.10954017,0.01070716,1.01355551,0.62527539,0.30025752
-4.36118059,1.73153815,0.02930522,0.10803870,0.01113806,1.02807423,0.62779096,0.30505243
-4.35517759,1.74962524,0.02774733,0.10676728,0.01166692,1.04674277,0.63282804,0.31090680
-4.34917459,1.77445565,0.02640426,0.10576126,0.01228556,1.06960614,0.64047601,0.31783363
-4.34317159,1.80599378,0.02527154,0.10504528,0.01298377,1.09658758,0.65075536,0.32581099
-4.33716858,1.84400722,0.02433988,0.10463297,0.01374960,1.12749257,0.66361914,0.33478272
-4.33116558,1.88808010,0.02359591,0.10452702,0.01456967,1.16201776,0.67895725,0.34466055
-4.32516258,1.93763409,0.02302291,0.10471976,0.01542959,1.19976456,0.69660328,0.35532759
-4.31915958,1.99195622,0.02260169,0.10519409,0.01631443,1.24025690,0.71634374,0.36664309
-4.31315658,2.05023231,0.02231144,0.10592480,0.01720915,1.28296248,0.73792928,0.37844827
-4.30715358,2.11158436,0.02213063,0.10688014,0.01809912,1.32731624,0.76108732,0.39057288
