energy_ev,total_up,Cu_p_up,Cu_d_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.78989495,4.80067817,0.61241439,0.30636964,0.77159945,0.41567843,0.03328386,0.07849457,0.20524237,2.72266625
-5.78389195,4.70837868,0.59985762,0.30151470,0.75890806,0.40334651,0.03212043,0.07650596,0.20445617,2.67416911
-5.77788894,4.59828966,0.58512896,0.29529964,0.74405972,0.38998155,0.03081812,0.07419138,0.20266911,2.61550532
-5.77188594,4.47111864,0.56834052,0.28779006,0.72692885,0.37563250,0.02939652,0.07158063,0.19988532,2.54700166
-5.76588294,4.32791298,0.54963879,0.27907374,0.70747120,0.36037788,0.02787664,0.06870786,0.19612734,2.46918413
-5.75987994,4.17001623,0.52919979,0.26925769,0.68571718,0.34432098,0.02628040,0.06561065,0.19143529,2.38275469
-5.75387694,3.99902152,0.50722407,0.25846497,0.66176450,0.32758494,0.02462998,0.06232901,0.18586558,2.28856612
-5.74787394,3.81672298,0.48393167,0.24683129,0.63577007,0.31030798,0.02294727,0.05890435,0.17948933,2.18759537
-5.74187094,3.62506649,0.45955704,0.23450145,0.60794135,0.29263881,0.02125341,0.05537858,0.17239046,2.08091626
-5.73586793,3.42610082,0.43434410,0.22162589,0.57852747,0.27473235,0.01956829,0.05179320,0.16466348,1.96967189
-5.72986493,3.22192997,0.40854138,0.20835725,0.54781003,0.25674586,0.01791019,0.04818850,0.15641111,1.85504743
-5.72386193,3.01466777,0.38239738,0.19484709,0.51609405,0.23883551,0.01629547,0.04460291,0.14774184,1.73824387
-5.71785893,2.80639551,0.35615618,0.18124292,0.48369891,0.22115340,0.01473840,0.04107235,0.13876728,1.62045301
-5.71185593,2.59912329,0.33005337,0.16768544,0.45094977,0.20384510,0.01325094,0.03762985,0.12959974,1.50283440
-5.70585293,2.39475574,0.30431231,0.15430618,0.41816932,0.18704768,0.01184275,0.03430517,0.12034972,1.38649447
-5.69984992,2.19506269,0.27914088,0.14122553,0.38567031,0.17088823,0.01052118,0.03112463,0.11112372,1.27246831
-5.69384692,2.00165523,0.25472860,0.12855114,0.35374883,0.15548290,0.00929134,0.02811101,0.10202222,1.16170441
-5.68784392,1.81596732,0.23124444,0.11637684,0.32267853,0.14093636,0.00815625,0.02528362,0.09313796,1.05505256
-5.68184092,1.63924316,0.20883507,0.10478186,0.29270585,0.12734165,0.00711698,0.02265839,0.08455461,0.95325500
-5.67583792,1.47253032,0.18762374,0.09383055,0.26404642,0.11478053,0.00617291,0.02024812,0.07634568,0.85694099
-5.66983492,1.31667820,0.16770983,0.08357252,0.23688251,0.10332395,0.00532191,0.01806275,0.06857391,0.76662455
-5.66383192,1.17234164,0.14916885,0.07404300,0.21136169,0.09303296,0.00456061,0.01610972,0.06129098,0.68270536
-5.65782891,1.03998901,0.13205316,0.06526367,0.18759649,0.08395964,0.00388464,0.01439428,0.05453752,0.60547237
-5.65182591,0.91991395,0.11639303,0.05724362,0.16566520,0.07614816,0.00328886,0.01291991,0.04834346,0.53510989
-5.64582291,0.81225022,0.10219825,0.04998062,0.14561335,0.06963582,0.00276759,0.01168862,0.04272863,0.47170558
-5.63981991,0.71698840,0.08945999,0.04346243,0.12745611,0.06445397,0.00231481,0.01070132,0.03770355,0.41525993
-5.63381691,0.63399387,0.07815297,0.03766826,0.11118118,0.06062868,0.00192435,0.00995801,0.03327037,0.36569658
-5.62781391,0.56302482,0.06823775,0.03257026,0.09675206,0.05818119,0.00159003,0.00945802,0.02942385,0.32287311
-5.62181091,0.50374960,0.05966304,0.02813495,0.08411165,0.05712794,0.00130583,0.00920009,0.02615245,0.28659158
-5.61580790,0.45576276,0.05236799,0.02432462,0.07318579,0.05748018,0.00106598,0.00918242,0.02343932,0.25660860
-5.60980490,0.41859885,0.04628432,0.02109855,0.06388684,0.05924320,0.00086500,0.00940253,0.02126323,0.23264430
-5.60380190,0.39174390,0.04133828,0.01841423,0.05611696,0.06241505,0.00069786,0.00985717,0.01959943,0.21439012
-5.59779890,0.37464415,0.03745232,0.01622824,0.04977114,0.06698492,0.00055992,0.01054205,0.01842032,0.20151517
-5.59179590,0.36671210,0.03454648,0.01449715,0.04473984,0.07293121,0.00044701,0.01145151,0.01769603,0.19367102
-5.58579290,0.36732997,0.03253957,0.01317811,0.04091125,0.08021933,0.00035544,0.01257819,0.01739484,0.19049515
-5.57978989,0.37585116,0.03134995,0.01222937,0.03817305,0.08879951,0.00028197,0.01391265,0.01748346,0.19161307
-5.57378689,0.39160009,0.03089613,0.01161064,0.03641391,0.09860463,0.00022381,0.01544302,0.01792723,0.19663943
-5.56778389,0.41387118,0.03109722,0.01128330,0.03552452,0.10954844,0.00017864,0.01715463,0.01869019,0.20517849
-5.56178089,0.44192778,0.03187311,0.01121057,0.03539837,0.12152414,0.00014455,0.01902980,0.01973518,0.21682424
-5.55577789,0.47500187,0.03314469,0.01135760,0.03593240,0.13440378,0.00012003,0.02104766,0.02102387,0.23116077
-5.54977489,0.51229528,0.03483400,0.01169149,0.03702736,0.14803842,0.00010398,0.02318414,0.02251684,0.24776301
-5.54377189,0.55298321,0.03686443,0.01218134,0.03858829,0.16225936,0.00009568,0.02541208,0.02417375,0.26619854
-5.53776888,0.59622056,0.03916101,0.01279837,0.04052491,0.17688050,0.00009477,0.02770158,0.02595358,0.28603056
-5.53176588,0.64115162,0.04165094,0.01351593,0.04275211,0.19170186,0.00010130,0.03002045,0.02781502,0.30682228
-5.52576288,0.68692305,0.04426415,0.01430970,0.04519066,0.20651435,0.00011566,0.03233489,0.02971692,0.32814295
-5.51975988,0.73270044,0.04693421,0.01515789,0.04776792,0.22110563,0.00013867,0.03461032,0.03161897,0.34957546
-5.51375688,0.77768769,0.04959929,0.01604150,0.05041889,0.23526695,0.00017153,0.03681236,0.03348241,0.37072533
-5.50775388,0.82114910,0.05220337,0.01694460,0.05308727,0.24880079,0.00021589,0.03890790,0.03527091,0.39123092
-5.50175088,0.86243296,0.05469759,0.01785466,0.05572671,0.26152903,0.00027382,0.04086629,0.03695150,0.41077450
-5.49574787,0.90099580,0.05704154,0.01876291,0.05830205,0.27330119,0.00034789,0.04266048,0.03849547,0.42909360
-5.48974487,0.93642617,0.05920475,0.01966464,0.06079063,0.28400264,0.00044117,0.04426817,0.03987936,0.44599214
-5.48374187,0.96846653,0.06116792,0.02055948,0.06318342,0.29356208,0.00055723,0.04567285,0.04108578,0.46135083
-5.47773887,0.99703211,0.06292413,0.02145156,0.06548605,0.30195811,0.00070014,0.04686466,0.04210421,0.47513604
-5.47173587,1.02222533,0.06447978,0.02234959,0.06771944,0.30922443,0.00087452,0.04784108,0.04293150,0.48740666
-5.46573287,1.04434484,0.06585525,0.02326684,0.06992025,0.31545330,0.00108545,0.04860738,0.04357231,0.49831839
-5.45972986,1.06388805,0.06708516,0.02422087,0.07214079,0.32079699,0.00133847,0.04917671,0.04403918,0.50812488
-5.45372686,1.08154652,0.06821835,0.02523315,0.07444844,0.32546703,0.00163948,0.04956999,0.04435238,0.51717556
-5.44772386,1.09819395,0.06931727,0.02632850,0.07692469,0.32973099,0.00199466,0.04981539,0.04453944,0.52590973
-5.44172086,1.11486638,0.07045708,0.02753432,0.07966348,0.33390697,0.00241036,0.04994754,0.04463445,0.53484695
-5.43571786,1.13273516,0.07172423,0.02887968,0.08276917,0.33835561,0.00289291,0.05000653,0.04467698,0.54457392
-5.42971486,1.15307326,0.07321468,0.03039429,0.08635401,0.34346997,0.00344843,0.05003653,0.04471086,0.55572789
-5.42371186,1.17721572,0.07503175,0.03210732,0.09053516,0.34966342,0.00408265,0.05008438,0.04478265,0.56897726
-5.41770885,1.20651576,0.07728371,0.03404621,0.09543152,0.35735598,0.00480063,0.05019795,0.04493999,0.58499990
-5.41170585,1.24229796,0.08008115,0.03623546,0.10116029,0.36695952,0.00560651,0.05042451,0.04522985,0.60445987
-5.40570285,1.28581027,0.08353420,0.03869552,0.10783356,0.37886230,0.00650325,0.05080916,0.04569673,0.62798339
-5.39969985,1.33817679,0.08774979,0.04144172,0.11555497,0.39341348,0.00749236,0.05139327,0.04638086,0.65613505
-5.39369685,1.40035327,0.09282897,0.04448346,0.12441672,0.41090815,0.00857364,0.05221323,0.04731655,0.68939516
-5.38769385,1.47308727,0.09886439,0.04782364,0.13449698,0.43157349,0.00974497,0.05329940,0.04853064,0.72813920
-5.38169085,1.55688479,0.10593808,0.05145836,0.14585785,0.45555666,0.01100211,0.05467532,0.05004128,0.77262038
-5.37568784,1.65198504,0.11411959,0.05537696,0.15854418,0.48291505,0.01233859,0.05635739,0.05185686,0.82295605
-5.36968484,1.75834472,0.12346454,0.05956245,0.17258309,0.51360922,0.01374568,0.05835480,0.05397539,0.87911879
-5.36368184,1.87563274,0.13401362,0.06399229,0.18798449,0.54749914,0.01521236,0.06066988,0.05638422,0.94093263
-5.35767884,2.00323604,0.14579215,0.06863958,0.20474247,0.58434382,0.01672553,0.06329887,0.05906007,1.00807492
-5.35167584,2.14027660,0.15881011,0.07347449,0.22283763,0.62380472,0.01827012,0.06623291,0.06196955,1.08008381
-5.34567284,2.28563917,0.17306263,0.07846602,0.24224024,0.66545274,0.01982950,0.06945936,0.06507000,1.15637134
-5.33966983,2.43800880,0.18853092,0.08358400,0.26291408,0.70877881,0.02138581,0.07296327,0.06831072,1.23624170
-5.33366683,2.59591681,0.20518364,0.08880108,0.28482076,0.75320771,0.02292046,0.07672903,0.07163447,1.31891401
-5.32766383,2.75779315,0.22297837,0.09409485,0.30792430,0.79811467,0.02441467,0.08074195,0.07497925,1.40354873
-5.32166083,2.92202294,0.24186339,0.09944972,0.33219569,0.84284413,0.02585006,0.08498978,0.07828029,1.48927662
-5.31565783,3.08700450,0.26177940,0.10485862,0.35761711,0.88672998,0.02720919,0.08946404,0.08147207,1.57522881
-5.30965483,3.25120610,0.28266117,0.11032434,0.38418540,0.92911641,0.02847622,0.09416107,0.08449049,1.66056679
-5.30365183,3.41321856,0.30443888,0.11586034,0.41191463,0.96937851,0.02963734,0.09908268,0.08727484,1.74451062
-5.29764882,3.57180103,0.32703922,0.12149107,0.44083729,1.00694165,0.03068135,0.10423640,0.08976973,1.82636414
-5.29164582,3.72591732,0.35038595,0.12725159,0.47100395,1.04129894,0.03159990,0.10963522,0.09192678,1.90553566
-5.28564282,3.87476093,0.37439995,0.13318653,0.50248115,1.07202581,0.03238787,0.11529682,0.09370595,1.98155321
-5.27963982,4.01776717,0.39899873,0.13934838,0.53534755,1.09879108,0.03304334,0.12124231,0.09507666,2.05407325
-5.27363682,4.15461154,0.42409535,0.14579508,0.56968811,1.12136420,0.03356766,0.12749452,0.09601838,2.12288249
-5.26763382,4.28519437,0.44959689,0.15258711,0.60558665,1.13961809,0.03396522,0.13407588,0.09652093,2.18789261
-5.26163082,4.40961242,0.47540245,0.15978397,0.64311693,1.15352771,0.03424310,0.14100600,0.09658432,2.24912805
-5.25562781,4.52811889,0.50140094,0.16744045,0.68233257,1.16316438,0.03441067,0.14829904,0.09621823,2.30670755
-5.24962481,4.64107412,0.52746875,0.17560262,0.72325636,1.16868640,0.03447901,0.15596107,0.09544114,2.36082057
-5.24362181,4.74888975,0.55346759,0.18430389,0.76586943,1.17032625,0.03446026,0.16398750,0.09427914,2.41169977
-5.23761881,4.85196979,0.57924267,0.19356125,0.81010102,1.16837540,0.03436700,0.17236077,0.09276459,2.45959131
-5.23161581,4.95065197,0.60462149,0.20337201,0.85581931,1.16316743,0.03421156,0.18104843,0.09093453,2.50472467
-5.22561281,5.04515328,0.62941353,0.21371105,0.90282420,1.15506047,0.03400539,0.19000180,0.08882909,2.54728399
-5.21960980,5.13552304,0.65341085,0.22452899,0.95084250,1.14441988,0.03375850,0.19915522,0.08648991,2.58738258
-5.21360680,5.22160694,0.67639008,0.23575125,0.99952609,1.13160211,0.03347903,0.20842617,0.08395858,2.62504249
-5.20760380,5.30302435,0.69811555,0.24727817,1.04845355,1.11694060,0.03317287,0.21771613,0.08127530,2.66018031
-5.20160080,5.37916115,0.71834386,0.25898636,1.09713541,1.10073435,0.03284352,0.22691229,0.07847773,2.69260051
-5.19559780,5.44917885,0.73682976,0.27073109,1.14502329,1.08323971,0.03249201,0.23589016,0.07560006,2.72199677
-5.18959480,5.51204025,0.75333313,0.28234988,1.19152259,1.06466561,0.03211707,0.24451684,0.07267235,2.74796160
-5.18359180,5.56655069,0.76762697,0.29366709,1.23600862,1.04517252,0.03171535,0.25265505,0.06972024,2.77000383
-5.17758879,5.61141300,0.77950604,0.30449931,1.27784557,1.02487464,0.03128180,0.26016765,0.06676476,2.78757318
-5.17158579,5.64529357,0.78879574,0.31466149,1.31640756,1.00384538,0.03081016,0.26692245,0.06382255,2.80009072
-5.16558279,5.66689602,0.79536093,0.32397348,1.35110102,0.98212530,0.03029349,0.27279724,0.06090619,2.80698343
-5.15957979,5.67503845,0.79911415,0.33226661,1.38138724,0.95973201,0.02972477,0.27768471,0.05802475,2.80772111
-5.15357679,5.66873011,0.80002272,0.33939026,1.40680425,0.93667116,0.02909740,0.28149703,0.05518444,2.80185334
-5.14757379,5.64724300,0.79811447,0.34521788,1.42698663,0.91294790,0.02840584,0.28417002,0.05238932,2.78904449
-5.14157079,5.61017426,0.79348144,0.34965224,1.44168245,0.88857777,0.02764598,0.28566641,0.04964204,2.76910450
-5.13556778,5.55749546,0.78628137,0.35262979,1.45076627,0.86359648,0.02681557,0.28597837,0.04694456,2.74201368
-5.12956478,5.48958571,0.77673675,0.35412368,1.45424734,0.83806780,0.02591448,0.28512886,0.04429876,2.70793971
-5.12356178,5.40724617,0.76513112,0.35414540,1.45227250,0.81208913,0.02494482,0.28317187,0.04170702,2.66724583
-5.11755878,5.31169462,0.75180271,0.35274495,1.44512338,0.78579434,0.02391102,0.28019145,0.03917262,2.62048933
-5.11155578,5.20453963,0.73713559,0.35000936,1.43320774,0.75935373,0.02281964,0.27629952,0.03670002,2.56841009
-5.10555278,5.08773527,0.72154842,0.34605983,1.41704534,0.73297109,0.02167925,0.27163257,0.03429508,2.51190967
-5.09954977,4.96351790,0.70548122,0.34104731,1.39724867,0.70687810,0.02050008,0.26634722,0.03196502,2.45202164
-5.09354677,4.83432809,0.68938075,0.33514695,1.37449942,0.68132634,0.01929364,0.26061506,0.02971844,2.38987453
-5.08754377,4.70272107,0.67368485,0.32855148,1.34952171,0.65657744,0.01807233,0.25461665,0.02756513,2.32664926
-5.08154077,4.57127012,0.65880669,0.32146394,1.32305325,0.63289195,0.01684893,0.24853519,0.02551585,2.26353305
-5.07553777,4.44246747,0.64511930,0.31409004,1.29581584,0.61051766,0.01563622,0.24254996,0.02358218,2.20167219
-5.06953477,4.31862778,0.63294131,0.30663043,1.26848659,0.58967794,0.01444650,0.23682988,0.02177619,2.14212614
-5.06353177,4.20179881,0.62252448,0.29927339,1.24167123,0.57056089,0.01329121,0.23152745,0.02011031,2.08582521
-5.05752876,4.09368393,0.61404365,0.29218812,1.21588096,0.55330995,0.01218065,0.22677322,0.01859713,2.03353419
-5.05152576,3.99558029,0.60758959,0.28551904,1.19151378,0.53801649,0.01112365,0.22267128,0.01724930,1.98582379
-5.04552276,3.90833579,0.60316526,0.27938136,1.16884146,0.52471482,0.01012744,0.21929569,0.01607954,1.94305136
-5.03951976,3.83232717,0.60068557,0.27385802,1.14800257,0.51338005,0.00919755,0.21668815,0.01510063,1.90535208
-5.03351676,3.76746013,0.59998085,0.26899824,1.12900212,0.50392874,0.00833775,0.21485702,0.01432561,1.87264099
-5.02751376,3.71319157,0.60080398,0.26481767,1.11171763,0.49622263,0.00755015,0.21377763,0.01376789,1.84462584
-5.02151076,3.66857282,0.60284069,0.26130008,1.09591130,0.49007502,0.00683525,0.21339401,0.01344156,1.82083013
-5.01550775,3.63231154,0.60572296,0.25840055,1.08124776,0.48525968,0.00619217,0.21362176,0.01336164,1.80062502
-5.00950475,3.60284906,0.60904465,0.25604991,1.06731625,0.48152167,0.00561883,0.21435215,0.01354435,1.78326868
-5.00350175,3.57844935,0.61237875,0.25416018,1.05365619,0.47858970,0.00511215,0.21545703,0.01400737,1.76795075
-4.99749875,3.55729478,0.61529568,0.25263076,1.03978476,0.47618922,0.00466834,0.21679455,0.01477002,1.75383975
-4.99149575,3.53758400,0.61738142,0.25135496,1.02522509,0.47405567,0.00428315,0.21821522,0.01585344,1.74013087
-4.98549275,3.51762683,0.61825503,0.25022665,1.00953355,0.47194716,0.00395206,0.21956818,0.01728050,1.72609174
-4.97948974,3.49593151,0.61758447,0.24914653,0.99232493,0.46965584,0.00367053,0.22070737,0.01907573,1.71110368
-4.97348674,3.47127997,0.61510025,0.24802785,0.97329425,0.46701757,0.00343420,0.22149730,0.02126494,1.69469643
-4.96748374,3.44278741,0.61060606,0.24680123,0.95223414,0.46391910,0.00323905,0.22181814,0.02387476,1.67657457
-4.96148074,3.40994360,0.60398610,0.24541834,0.92904721,0.46030272,0.00308147,0.22157009,0.02693193,1.65663434
-4.95547774,3.37263402,0.59520882,0.24385434,0.90375278,0.45616781,0.00295842,0.22067668,0.03046240,1.63497010
-4.94947474,3.33114025,0.58432681,0.24210896,0.87648805,0.45156953,0.00286743,0.21908696,0.03449020,1.61187021
-4.94347174,3.28611989,0.57147316,0.24020619,0.84750360,0.44661451,0.00280662,0.21677660,0.03903624,1.58780270
-4.93746873,3.23856760,0.55685436,0.23819263,0.81715390,0.44145390,0.00277467,0.21374780,0.04411688,1.56339153
-4.93146573,3.18975951,0.54074020,0.23613476,0.78588329,0.43627409,0.00277080,0.21002808,0.04974245,1.53938485
-4.92546273,3.14118417,0.52345136,0.23411499,0.75420829,0.43128569,0.00279463,0.20566818,0.05591571,1.51661688
-4.91945973,3.09446382,0.50534511,0.23222712,0.72269727,0.42671122,0.00284617,0.20073900,0.06263038,1.49596551
-4.91345673,3.05126994,0.48680004,0.23057111,0.69194840,0.42277227,0.00292562,0.19532803,0.06986972,1.47830763
-4.90745373,3.01323742,0.46820042,0.22924762,0.66256695,0.41967665,0.00303331,0.18953515,0.07760536,1.46447445
-4.90145073,2.98188141,0.44992101,0.22835259,0.63514286,0.41760638,0.00316956,0.18346832,0.08579633,1.45520902
-4.89544772,2.95852062,0.43231280,0.22797196,0.61022947,0.41670686,0.00333455,0.17723912,0.09438844,1.45112768
-4.88944472,2.94421053,0.41569051,0.22817701,0.58832420,0.41707791,0.00352822,0.17095849,0.10331404,1.45268732
-4.88344172,2.93968914,0.40032207,0.22902022,0.56985168,0.41876703,0.00375016,0.16473268,0.11249233,1.46015968
-4.87743872,2.94533725,0.38642052,0.23053211,0.55514986,0.42176518,0.00399952,0.15865976,0.12182996,1.47361367
-4.87143572,2.96115455,0.37413858,0.23271896,0.54445928,0.42600518,0.00427492,0.15282655,0.13122237,1.49290623
-4.86543272,2.98675187,0.36356582,0.23556150,0.53791582,0.43136283,0.00457443,0.14730627,0.14055541,1.51768187
-4.85942971,3.02135938,0.35472846,0.23901470,0.53554669,0.43766057,0.00489551,0.14215682,0.14970753,1.54738062
-4.85342671,3.06384959,0.34759168,0.24300850,0.53726974,0.44467353,0.00523498,0.13741972,0.15855241,1.58125374
-4.84742371,3.11277378,0.34206396,0.24744951,0.54289595,0.45213746,0.00558909,0.13311970,0.16696177,1.61838632
-4.84142071,3.16640963,0.33800341,0.25222352,0.55213466,0.45975836,0.00595349,0.12926498,0.17480856,1.65772560
-4.83541771,3.22281788,0.33522542,0.25719872,0.56460146,0.46722315,0.00632331,0.12584804,0.18197016,1.69811370
-4.82941471,3.27990534,0.33351144,0.26222955,0.57982843,0.47421097,0.00669326,0.12284687,0.18833165,1.73832336
-4.82341171,3.33549179,0.33261834,0.26716090,0.59727626,0.48040458,0.00705769,0.12022674,0.19378885,1.77709529
-4.81740870,3.38737812,0.33228807,0.27183271,0.61634815,0.48550140,0.00741069,0.11794216,0.19825120,1.81317570
-4.81140570,3.43341337,0.33225714,0.27608458,0.63640493,0.48922376,0.00774629,0.11593916,0.20164420,1.84535288
-4.80540270,3.47155863,0.33226575,0.27976045,0.65678133,0.49132798,0.00805851,0.11415777,0.20391148,1.87249149
-4.79939970,3.49994575,0.33206618,0.28271315,0.67680272,0.49161203,0.00834158,0.11253453,0.20501619,1.89356371
-4.79339670,3.51692949,0.33143033,0.28480862,0.69580221,0.48992152,0.00859004,0.11100498,0.20494196,1.90767651
-4.78739370,3.52113194,0.33015623,0.28592984,0.71313757,0.48615398,0.00879891,0.10950625,0.20369314,1.91409424
-4.78139070,3.51147827,0.32807344,0.28598026,0.72820755,0.48026133,0.00896385,0.10797934,0.20129446,1.91225637
-4.77538769,3.48722336,0.32504724,0.28488668,0.74046721,0.47225068,0.00908125,0.10637146,0.19779013,1.90179004
-4.76938469,3.44796913,0.32098170,0.28260160,0.74944179,0.46218350,0.00914838,0.10463793,0.19324237,1.88251733
-4.76338169,3.39367264,0.31582162,0.27910485,0.75473865,0.45017343,0.00916346,0.10274406,0.18772950,1.85445752
-4.75737869,3.32464525,0.30955339,0.27440463,0.75605703,0.43638289,0.00912576,0.10066659,0.18134367,1.81782430
-4.75137569,3.24154345,0.30220485,0.26853783,0.75319506,0.42101882,0.00903561,0.09839491,0.17418826,1.77301868
-4.74537269,3.14535197,0.29384430,0.26156971,0.74605404,0.40432766,0.00889444,0.09593191,0.16637514,1.72061757
-4.73936968,3.03736018,0.28457872,0.25359293,0.73463953,0.38659003,0.00870477,0.09329457,0.15802183,1.66135904
-4.73336668,2.91913264,0.27455131,0.24472603,0.71905948,0.36811515,0.00847010,0.09051415,0.14924868,1.59612445
-4.72736368,2.79247492,0.26393849,0.23511129,0.69951927,0.34923535,0.00819494,0.08763607,0.14017615,1.52591833
-4.72136068,2.65939573,0.25294643,0.22491224,0.67631392,0.33030075,0.00788459,0.08471944,0.13092229,1.45184651
-4.71535768,2.52206661,0.24180725,0.21431067,0.64981782,0.31167425,0.00754511,0.08183629,0.12160041,1.37509327
-4.70935468,2.38278004,0.23077489,0.20350345,0.62047232,0.29372695,0.00718313,0.07907053,0.11231711,1.29689797
-4.70335168,2.24390727,0.22012083,0.19269902,0.58877181,0.27683390,0.00680567,0.07651653,0.10317057,1.21853194
-4.69734867,2.10785645,0.21012966,0.18211392,0.55524873,0.26137037,0.00642004,0.07427748,0.09424926,1.14127599
-4.69134567,1.97703217,0.20109441,0.17196908,0.52045810,0.24770829,0.00603361,0.07246353,0.08563096,1.06639909
-4.68534267,1.85379681,0.19331199,0.16248629,0.48496235,0.23621306,0.00565368,0.07118956,0.07738208,0.99513849
-4.67933967,1.74043426,0.18707836,0.15388464,0.44931671,0.22724035,0.00528728,0.07057288,0.06955746,0.92868169
-4.67333667,1.63911633,0.18268368,0.14637716,0.41405594,0.22113295,0.00494109,0.07073059,0.06220029,0.86815018
-4.66733367,1.55187181,0.18040741,0.14016755,0.37968260,0.21821742,0.00462123,0.07177684,0.05534247,0.81458522
-4.66133067,1.48055842,0.18051324,0.13544704,0.34665728,0.21880040,0.00433318,0.07381984,0.04900508,0.76893552
-4.65532766,1.42683732,0.18324396,0.13239149,0.31539092,0.22316465,0.00408171,0.07695884,0.04319913,0.73204663
-4.64932466,1.39215015,0.18881626,0.13115859,0.28623932,0.23156455,0.00387072,0.08128092,0.03792642,0.70465206
-4.64332166,1.37769834,0.19741549,0.13188518,0.25949982,0.24422121,0.00370327,0.08685787,0.03318054,0.68736575
