energy_ev,total_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,1.21171293,0.00772694,0.30820495,0.37657001,0.00000000,0.26382596,0.16485396
-5.99399700,1.14641868,0.00703963,0.29846524,0.34432735,0.00000000,0.24665200,0.15844098
-5.98799400,1.08834561,0.00641482,0.29015343,0.31507031,0.00000000,0.23139356,0.15283499
-5.98199100,1.03758257,0.00585539,0.28322344,0.28894333,0.00000000,0.21810999,0.14801979
-5.97598799,0.99403551,0.00536269,0.27758866,0.26602273,0.00000000,0.20681849,0.14395703
-5.96998499,0.95745082,0.00493666,0.27312854,0.24632269,0.00000000,0.19749857,0.14058964
-5.96398199,0.92744168,0.00457600,0.26969619,0.22980232,0.00000000,0.19009736,0.13784576
-5.95797899,0.90351649,0.00427841,0.26712634,0.21637327,0.00000000,0.18453531,0.13564290
-5.95197599,0.88510760,0.00404068,0.26524349,0.20590760,0.00000000,0.18071219,0.13389204
-5.94597299,0.87159929,0.00385896,0.26386975,0.19824548,0.00000000,0.17851291,0.13250163
-5.93996998,0.86235388,0.00372886,0.26283222,0.19320246,0.00000000,0.17781320,0.13138132
-5.93396698,0.85673506,0.00364562,0.26196940,0.19057609,0.00000000,0.17848472,0.13044513
-5.92796398,0.85412793,0.00360427,0.26113670,0.19015191,0.00000000,0.18039966,0.12961418
-5.92196098,0.85395526,0.00359969,0.26021073,0.19170852,0.00000000,0.18343472,0.12881882
-5.91595798,0.85569007,0.00362673,0.25909236,0.19502203,0.00000000,0.18747432,0.12800009
-5.90995498,0.85886445,0.00368029,0.25770855,0.19986974,0.00000000,0.19241324,0.12711065
-5.90395198,0.86307513,0.00375534,0.25601300,0.20603335,0.00000000,0.19815856,0.12611509
-5.89794897,0.86798617,0.00384701,0.25398579,0.21330174,0.00000000,0.20463106,0.12498983
-5.89194597,0.87332925,0.00395060,0.25163208,0.22147346,0.00000000,0.21176615,0.12372254
-5.88594297,0.87890231,0.00406162,0.24898004,0.23035910,0.00000000,0.21951429,0.12231131
-5.87993997,0.88456689,0.00417583,0.24607837,0.23978359,0.00000000,0.22784113,0.12076364
-5.87393697,0.89024484,0.00428927,0.24299332,0.24958846,0.00000000,0.23672725,0.11909519
-5.86793397,0.89591456,0.00439829,0.23980560,0.25963410,0.00000000,0.24616761,0.11732865
-5.86193097,0.90160716,0.00449959,0.23660722,0.26980191,0.00000000,0.25617066,0.11549254
-5.85592796,0.90740252,0.00459028,0.23349839,0.27999620,0.00000000,0.26675708,0.11362011
-5.84992496,0.91342524,0.00466789,0.23058451,0.29014580,0.00000000,0.27795817,0.11174829
-5.84392196,0.91984029,0.00473045,0.22797338,0.30020506,0.00000000,0.28981372,0.10991683
-5.83791896,0.92684809,0.00477646,0.22577253,0.31015419,0.00000000,0.30236943,0.10816740
-5.83191596,0.93467881,0.00480498,0.22408671,0.31999862,0.00000000,0.31567385,0.10654283
-5.82591296,0.94358543,0.00481561,0.22301552,0.32976743,0.00000000,0.32977478,0.10508631
-5.81990995,0.95383554,0.00480847,0.22265111,0.33951054,0.00000000,0.34471524,0.10384061
-5.81390695,0.96570167,0.00478422,0.22307594,0.34929486,0.00000000,0.36052906,0.10284722
-5.80790395,0.97945012,0.00474400,0.22436059,0.35919924,0.00000000,0.37723635,0.10214542
-5.80190095,0.99532863,0.00468936,0.22656168,0.36930859,0.00000000,0.39483889,0.10177131
-5.79589795,1.01355317,0.00462224,0.22971984,0.37970715,0.00000000,0.41331579,0.10175674
-5.78989495,1.03429439,0.00454481,0.23385794,0.39047142,0.00000000,0.43261967,0.10212822
-5.78389195,1.05766456,0.00445945,0.23897958,0.40166299,0.00000000,0.45267359,0.10290589
-5.77788894,1.08370558,0.00436860,0.24506795,0.41332168,0.00000000,0.47336914,0.10410251
-5.77188594,1.11237910,0.00427466,0.25208533,0.42545941,0.00000000,0.49456572,0.10572267
-5.76588294,1.14355949,0.00417991,0.25997319,0.43805529,0.00000000,0.51609143,0.10776222
-5.75987994,1.17703043,0.00408642,0.26865306,0.45105216,0.00000000,0.53774560,0.11020802
-5.75387694,1.21248571,0.00399594,0.27802829,0.46435490,0.00000000,0.55930298,0.11303808
-5.74787394,1.24953465,0.00390988,0.28798672,0.47783091,0.00000000,0.58051960,0.11622212
-5.74187094,1.28771224,0.00382924,0.29840415,0.49131254,0.00000000,0.60114012,0.11972257
-5.73586793,1.32649390,0.00375465,0.30914871,0.50460173,0.00000000,0.62090641,0.12349603
-5.72986493,1.36531433,0.00368628,0.32008582,0.51747665,0.00000000,0.63956702,0.12749515
-5.72386193,1.40358975,0.00362397,0.33108363,0.52969995,0.00000000,0.65688716,0.13167079
-5.71785893,1.44074259,0.00356721,0.34201867,0.54102849,0.00000000,0.67265865,0.13597447
-5.71185593,1.47622727,0.00351525,0.35278146,0.55122392,0.00000000,0.68670939,0.14036088
-5.70585293,1.50955590,0.00346714,0.36328163,0.56006372,0.00000000,0.69891186,0.14479037
-5.69984992,1.54032239,0.00342185,0.37345243,0.56735211,0.00000000,0.70919016,0.14923124
-5.69384692,1.56822372,0.00337834,0.38325418,0.57293037,0.00000000,0.71752524,0.15366170
-5.68784392,1.59307697,0.00333562,0.39267636,0.57668606,0.00000000,0.72395795,0.15807132
-5.68184092,1.61483134,0.00329287,0.40173836,0.57856058,0.00000000,0.72858981,0.16246188
-5.67583792,1.63357411,0.00324947,0.41048844,0.57855507,0.00000000,0.73158131,0.16684751
-5.66983492,1.64953036,0.00320507,0.41900112,0.57673399,0.00000000,0.73314787,0.17125411
-5.66383192,1.66305624,0.00315958,0.42737287,0.57322662,0.00000000,0.73355364,0.17571798
-5.65782891,1.67462614,0.00311320,0.43571636,0.56822627,0.00000000,0.73310337,0.18028378
-5.65182591,1.68481436,0.00306642,0.44415345,0.56198733,0.00000000,0.73213278,0.18500176
-5.64582291,1.69427223,0.00301997,0.45280724,0.55482043,0.00000000,0.73099787,0.18992462
-5.63981991,1.70370190,0.00297474,0.46179361,0.54708589,0.00000000,0.73006367,0.19510391
-5.63381691,1.71382809,0.00293180,0.47121266,0.53918579,0.00000000,0.72969291,0.20058636
-5.62781391,1.72536921,0.00289223,0.48114052,0.53155499,0.00000000,0.73023509,0.20641021
-5.62181091,1.73900931,0.00285711,0.49162194,0.52465151,0.00000000,0.73201647,0.21260180
-5.61580790,1.75537212,0.00282744,0.50266420,0.51894635,0.00000000,0.73533115,0.21917268
-5.60980490,1.77499831,0.00280403,0.51423256,0.51491329,0.00000000,0.74043375,0.22611726
-5.60380190,1.79832682,0.00278747,0.52624770,0.51301866,0.00000000,0.74753357,0.23341131
