energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-6.00000000,0.45996407,-0.42673758,0.00417097,-0.00090583,0.03624797,-0.05338609,0.13269304,-0.17719695,0.06603984,-0.03278947,0.00676996,-0.00006558,0.19562899,-0.17377828
-5.99399700,0.51065333,-0.43811777,0.00476577,-0.00082341,0.03970771,-0.05580102,0.14512945,-0.18691399,0.07350646,-0.03347276,0.00769670,-0.00005970,0.21837378,-0.17676579
-5.98799400,0.56674441,-0.45020516,0.00540925,-0.00075968,0.04363023,-0.05816322,0.15927871,-0.19648184,0.08175609,-0.03422136,0.00869202,-0.00005573,0.24333601,-0.18028585
-5.98199100,0.62785829,-0.46260311,0.00609910,-0.00071512,0.04798487,-0.06041314,0.17501963,-0.20572342,0.09073931,-0.03500444,0.00975147,-0.00005395,0.27035735,-0.18419497
-5.97598799,0.69352054,-0.47491488,0.00683187,-0.00069011,0.05273449,-0.06249178,0.19220451,-0.21446608,0.10039364,-0.03579093,0.01086907,-0.00005469,0.29923703,-0.18834884
-5.96998499,0.76316851,-0.48676069,0.00760307,-0.00068503,0.05783609,-0.06434280,0.21066142,-0.22254801,0.11064457,-0.03655088,0.01203741,-0.00005841,0.32973463,-0.19260927
-5.96398199,0.83616233,-0.49779392,0.00840721,-0.00070021,0.06324181,-0.06591459,0.23019738,-0.22982442,0.12140719,-0.03725676,0.01324782,-0.00006567,0.36157458,-0.19685076
-5.95797899,0.91179984,-0.50771605,0.00923791,-0.00073598,0.06890016,-0.06716219,0.25060256,-0.23617318,0.13258843,-0.03788464,0.01449060,-0.00007719,0.39445246,-0.20096641
-5.95197599,0.98933525,-0.51628956,0.01008808,-0.00079266,0.07475749,-0.06804907,0.27165549,-0.24149969,0.14408971,-0.03841521,0.01575525,-0.00009386,0.42804295,-0.20487298
-5.94597299,1.06800085,-0.52334838,0.01095012,-0.00087054,0.08075966,-0.06854858,0.29312911,-0.24574070,0.15581014,-0.03883464,0.01703090,-0.00011678,0.46200915,-0.20851484
-5.93996998,1.14703128,-0.52880546,0.01181619,-0.00096988,0.08685387,-0.06864507,0.31479750,-0.24886698,0.16764998,-0.03913523,0.01830663,-0.00014729,0.49601311,-0.21186674
-5.93396698,1.22568910,-0.53265715,0.01267847,-0.00109084,0.09299059,-0.06833466,0.33644309,-0.25088454,0.17951431,-0.03931577,0.01957187,-0.00018701,0.52972686,-0.21493521
-5.92796398,1.30329057,-0.53498429,0.01352954,-0.00123348,0.09912548,-0.06762557,0.35786405,-0.25183462,0.19131671,-0.03938170,0.02081682,-0.00023785,0.56284367,-0.21775863
-5.92196098,1.37923019,-0.53595008,0.01436262,-0.00139769,0.10522114,-0.06653811,0.37888139,-0.25179215,0.20298271,-0.03934499,0.02203280,-0.00030203,0.59508870,-0.22040599
-5.91595798,1.45300263,-0.53579480,0.01517190,-0.00158318,0.11124879,-0.06510412,0.39934551,-0.25086298,0.21445278,-0.03922380,0.02321258,-0.00038212,0.62622862,-0.22297441
-5.90995498,1.52422069,-0.53482765,0.01595288,-0.00178941,0.11718944,-0.06336617,0.41914181,-0.24917989,0.22568487,-0.03904193,0.02435064,-0.00048106,0.65607943,-0.22558550
-5.90395198,1.59262799,-0.53341620,0.01670254,-0.00201555,0.12303487,-0.06137634,0.43819489,-0.24689771,0.23665597,-0.03882801,0.02544331,-0.00060209,0.68451205,-0.22838083
-5.89794897,1.65810543,-0.53197389,0.01741964,-0.00226049,0.12878795,-0.05919472,0.45647126,-0.24418759,0.24736288,-0.03861464,0.02648882,-0.00074885,0.71145518,-0.23151673
-5.89194597,1.72067077,-0.53094605,0.01810475,-0.00252277,0.13446258,-0.05688769,0.47398007,-0.24123091,0.25782194,-0.03843728,0.02748727,-0.00092522,0.73689521,-0.23515845
-5.88594297,1.78047103,-0.53079506,0.01876042,-0.00280065,0.14008301,-0.05452601,0.49077197,-0.23821292,0.26806770,-0.03833318,0.02844042,-0.00113540,0.76087297,-0.23947418
-5.87993997,1.83776793,-0.53198521,0.01939112,-0.00309203,0.14568265,-0.05218284,0.50693595,-0.23531656,0.27815060,-0.03834021,0.02935141,-0.00138374,0.78347750,-0.24462901
-5.87393697,1.89291699,-0.53496775,0.02000318,-0.00339459,0.15130243,-0.04993174,0.52259438,-0.23271655,0.28813376,-0.03849563,0.03022437,-0.00167468,0.80483704,-0.25077901
-5.86793397,1.94634130,-0.54016670,0.02060466,-0.00370575,0.15698870,-0.04784468,0.53789629,-0.23057410,0.29808901,-0.03883505,0.03106398,-0.00201269,0.82510774,-0.25806573
-5.86193097,1.99850147,-0.54796568,0.02120509,-0.00402279,0.16279090,-0.04599014,0.55300943,-0.22903240,0.30809242,-0.03939128,0.03187492,-0.00240205,0.84446078,-0.26661117
-5.85592796,2.04986346,-0.55869625,0.02181525,-0.00434292,0.16875903,-0.04443141,0.56811137,-0.22821294,0.31821956,-0.04019340,0.03266136,-0.00284676,0.86306857,-0.27651353
-5.84992496,2.10086617,-0.57262803,0.02244684,-0.00466337,0.17494103,-0.04322502,0.58338010,-0.22821290,0.32854079,-0.04126587,0.03342645,-0.00335035,0.88109090,-0.28784354
-5.84392196,2.15189072,-0.58996069,0.02311211,-0.00498148,0.18138034,-0.04241942,0.59898477,-0.22910344,0.33911681,-0.04262783,0.03417185,-0.00391571,0.89866194,-0.30064174
-5.83791896,2.20323325,-0.61081807,0.02382353,-0.00529483,0.18811360,-0.04205391,0.61507676,-0.23092910,0.34999474,-0.04429252,0.03489736,-0.00454492,0.91587892,-0.31491667
-5.83191596,2.25508295,-0.63524455,0.02459339,-0.00560136,0.19516878,-0.04215781,0.63178186,-0.23370807,0.36120508,-0.04626690,0.03560066,-0.00523906,0.93279310,-0.33064384
-5.82591296,2.30750649,-0.66320359,0.02543346,-0.00589942,0.20256362,-0.04274997,0.64919359,-0.23743331,0.37275944,-0.04855138,0.03627717,-0.00599808,0.94940374,-0.34776579
-5.81990995,2.36043964,-0.69457867,0.02635461,-0.00618790,0.21030464,-0.04383850,0.66736824,-0.24207450,0.38464949,-0.05113983,0.03692005,-0.00682068,0.96565540,-0.36619305
-5.81390695,2.41368668,-0.72917653,0.02736646,-0.00646627,0.21838657,-0.04542083,0.68632150,-0.24758054,0.39684682,-0.05401972,0.03752042,-0.00770417,0.98143864,-0.38580606
-5.80790395,2.46692707,-0.76673272,0.02847710,-0.00673466,0.22679234,-0.04748408,0.70602703,-0.25388262,0.40930391,-0.05717249,0.03806759,-0.00864449,0.99659425,-0.40645810
-5.80190095,2.51972908,-0.80691943,0.02969277,-0.00699388,0.23549340,-0.05000563,0.72641669,-0.26089765,0.42195597,-0.06057412,0.03854959,-0.00963618,1.01092047,-0.42797919
-5.79589795,2.57156906,-0.84935557,0.03101759,-0.00724539,0.24445056,-0.05295407,0.74738236,-0.26853203,0.43472353,-0.06419588,0.03895363,-0.01067249,1.02418292,-0.45018093
-5.78989495,2.62185506,-0.89361888,0.03245333,-0.00749131,0.25361498,-0.05629027,0.76877926,-0.27668551,0.44751554,-0.06800529,0.03926679,-0.01174549,1.03612637,-0.47286222
-5.78389195,2.66995315,-0.93925987,0.03399919,-0.00773435,0.26292943,-0.05996884,0.79043026,-0.28525522,0.46023273,-0.07196729,0.03947662,-0.01284629,1.04648781,-0.49581583
-5.77788894,2.71521469,-0.98581734,0.03565163,-0.00797773,0.27232969,-0.06393960,0.81213107,-0.29413960,0.47277106,-0.07604543,0.03957185,-0.01396530,1.05500981,-0.51883557
-5.77188594,2.75700299,-1.03283495,0.03740422,-0.00822507,0.28174586,-0.06814932,0.83365604,-0.30324227,0.48502498,-0.08020337,0.03954295,-0.01509257,1.06145344,-0.54172395
-5.76588294,2.79471779,-1.07987835,0.03924753,-0.00848033,0.29110382,-0.07254349,0.85476412,-0.31247567,0.49689038,-0.08440620,0.03938275,-0.01621813,1.06560999,-0.56430006
-5.75987994,2.82781646,-1.12655225,0.04116912,-0.00874759,0.30032641,-0.07706816,0.87520509,-0.32176433,0.50826703,-0.08862199,0.03908683,-0.01733238,1.06731094,-0.58640730
-5.75387694,2.85583101,-1.17251652,0.04315353,-0.00903099,0.30933474,-0.08167167,0.89472556,-0.33104774,0.51906051,-0.09282310,0.03865384,-0.01842648,1.06643559,-0.60792066
-5.74787394,2.87838050,-1.21750062,0.04518239,-0.00933454,0.31804926,-0.08630635,0.91307497,-0.34028267,0.52918364,-0.09698743,0.03808572,-0.01949273,1.06291617,-0.62875302
-5.74187094,2.89517889,-1.26131547,0.04723465,-0.00966201,0.32639094,-0.09092994,0.93001130,-0.34944473,0.53855737,-0.10109944,0.03738772,-0.02052490,1.05674030,-0.64886023
-5.73586793,2.90603856,-1.30386181,0.04928683,-0.01001679,0.33428230,-0.09550685,0.94530676,-0.35852920,0.54711136,-0.10515084,0.03656826,-0.02151849,1.04795098,-0.66824431
-5.72986493,2.91087010,-1.34513438,0.05131349,-0.01040174,0.34164866,-0.10000893,0.95875318,-0.36755088,0.55478428,-0.10914096,0.03563874,-0.02247094,1.03664419,-0.68695462
-5.72386193,2.90967942,-1.38522124,0.05328770,-0.01081915,0.34841936,-0.10441605,0.97016752,-0.37654299,0.56152403,-0.11307668,0.03461313,-0.02338168,1.02296476,-0.70508648
-5.71785893,2.90256282,-1.42429789,0.05518169,-0.01127056,0.35452922,-0.10871610,0.97939716,-0.38555500,0.56728805,-0.11697191,0.03350757,-0.02425216,1.00710077,-0.72277723
-5.71185593,2.88970128,-1.46261591,0.05696761,-0.01175676,0.35992005,-0.11290461,0.98632528,-0.39464944,0.57204375,-0.12084660,0.03233982,-0.02508563,0.98927708,-0.74019953
-5.70585293,2.87135455,-1.50048646,0.05861831,-0.01227771,0.36454239,-0.11698400,0.99087604,-0.40389776,0.57576926,-0.12472533,0.03112873,-0.02588696,0.96974863,-0.75755201
-5.69984992,2.84785593,-1.53825893,0.06010817,-0.01283251,0.36835729,-0.12096232,0.99301961,-0.41337535,0.57845451,-0.12863547,0.02989367,-0.02666218,0.94879370,-0.77504757
-5.69384692,2.81960810,-1.57629585,0.06141407,-0.01341940,0.37133810,-0.12485175,0.99277688,-0.42315585,0.58010255,-0.13260500,0.02865399,-0.02741808,0.92670789,-0.79289985
-5.68784392,2.78708017,-1.61494500,0.06251616,-0.01403576,0.37347231,-0.12866685,0.99022360,-0.43330523,0.58073119,-0.13666022,0.02742852,-0.02816163,0.90379881,-0.81130824
-5.68184092,2.75080605,-1.65451028,0.06339873,-0.01467821,0.37476309,-0.13242259,0.98549377,-0.44387570,0.58037469,-0.14082319,0.02623508,-0.02889941,0.88038177,-0.83044250
-5.67583792,2.71138362,-1.69522302,0.06405089,-0.01534259,0.37523064,-0.13613247,0.97878208,-0.45489995,0.57908550,-0.14510936,0.02509013,-0.02963701,0.85677662,-0.85042756
-5.66983492,2.66947449,-1.73721545,0.06446715,-0.01602417,0.37491317,-0.13980666,0.97034514,-0.46638610,0.57693582,-0.14952540,0.02400848,-0.03037849,0.83330551,-0.87132960
-5.66383192,2.62580367,-1.78049808,0.06464785,-0.01671769,0.37386738,-0.14345044,0.96050137,-0.47831371,0.57401878,-0.15406729,0.02300301,-0.03112582,0.81029157,-0.89314430
-5.65782891,2.58115850,-1.82494276,0.06459941,-0.01741757,0.37216842,-0.14706296,0.94962931,-0.49063120,0.57044917,-0.15871902,0.02208456,-0.03187854,0.78805819,-0.91578807
-5.65182591,2.53638635,-1.87027270,0.06433429,-0.01811806,0.36990927,-0.15063651,0.93816440,-0.50325500,0.56636352,-0.16345189,0.02126181,-0.03263341,0.76692875,-0.93909301
-5.64582291,2.49239059,-1.91606070,0.06387088,-0.01881351,0.36719959,-0.15415625,0.92659416,-0.51607060,0.56191949,-0.16822446,0.02054135,-0.03338435,0.74722644,-0.96280619
-5.63981991,2.45012434,-1.96173610,0.06323309,-0.01949854,0.36416394,-0.15760065,0.91545175,-0.52893566,0.55729451,-0.17298337,0.01992765,-0.03412244,0.72927395,-0.98659366
-5.63381691,2.41058186,-2.00660064,0.06244979,-0.02016834,0.36093958,-0.16094240,0.90530814,-0.54168514,0.55268358,-0.17766488,0.01942318,-0.03483610,0.71339267,-1.01004904
-5.62781391,2.37478750,-2.04985285,0.06155405,-0.02081893,0.35767384,-0.16414994,0.89676293,-0.55413828,0.54829647,-0.18219709,0.01902857,-0.03551154,0.69990141,-1.03270676
-5.62181091,2.34378214,-2.09062000,0.06058233,-0.02144737,0.35452119,-0.16718951,0.89043401,-0.56610722,0.54435414,-0.18650293,0.01874276,-0.03613321,0.68911418,-1.05405927
-5.61580790,2.31860744,-2.12799609,0.05957347,-0.02205205,0.35164006,-0.17002749,0.88694615,-0.57740678,0.54108470,-0.19050353,0.01856316,-0.03668449,0.68133715,-1.07357752
-5.60980490,2.30028794,-2.16108407,0.05856767,-0.02263287,0.34918959,-0.17263306,0.88691889,-0.58786496,0.53871885,-0.19412195,0.01848589,-0.03714845,0.67686462,-1.09073377
-5.60380190,2.28981146,-2.18903995,0.05760545,-0.02319143,0.34732632,-0.17498083,0.89095350,-0.59733352,0.53748498,-0.19728714,0.01850592,-0.03750862,0.67597398,-1.10502548
-5.59779890,2.28810799,-2.21111650,0.05672658,-0.02373109,0.34620095,-0.17705345,0.89961956,-0.60569804,0.53760406,-0.19993761,0.01861731,-0.03774982,0.67891969,-1.11599917
-5.59179590,2.29602743,-2.22670387,0.05596903,-0.02425703,0.34595513,-0.17884380,0.91344083,-0.61288683,0.53928429,-0.20202498,0.01881337,-0.03785897,0.68592643,-1.12327280
-5.58579290,2.31431642,-2.23536491,0.05536805,-0.02477619,0.34671837,-0.18035681,0.93288085,-0.61887801,0.54271573,-0.20351692,0.01908686,-0.03782576,0.69718150,-1.12655553
-5.57978989,2.34359474,-2.23686306,0.05495520,-0.02529707,0.34860502,-0.18161060,0.95832819,-0.62370438,0.54806488,-0.20439935,0.01943009,-0.03764326,0.71282661,-1.12566380
-5.57378689,2.38433152,-2.23118102,0.05475760,-0.02582953,0.35171139,-0.18263680,0.99008166,-0.62745548,0.55546921,-0.20467785,0.01983512,-0.03730838,0.73294937,-1.12053276
-5.56778389,2.43682176,-2.21852916,0.05479715,-0.02638439,0.35611288,-0.18348019,1.02833556,-0.63027675,0.56503192,-0.20437810,0.02029387,-0.03682213,0.75757478,-1.11122241
-5.56178089,2.50116388,-2.19934297,0.05508992,-0.02697302,0.36186126,-0.18419736,1.07316549,-0.63236557,0.57681674,-0.20354534,0.02079821,-0.03618972,0.78665697,-1.09791820
-5.55577789,2.57723874,-2.17426975,0.05564565,-0.02760680,0.36898201,-0.18485467,1.12451507,-0.63396436,0.59084312,-0.20224284,0.02134005,-0.03542048,0.82007169,-1.08092604
-5.54977489,2.66469128,-2.14414520,0.05646733,-0.02829655,0.37747181,-0.18552536,1.18218415,-0.63535096,0.60708178,-0.20054953,0.02191145,-0.03452757,0.85760985,-1.06066202
-5.54377189,2.76291565,-2.10996124,0.05755089,-0.02905200,0.38729633,-0.18628622,1.24581915,-0.63682675,0.62545095,-0.19855685,0.02250468,-0.03352758,0.89897279,-1.03763747
-5.53776888,2.87104492,-2.07282688,0.05888509,-0.02988111,0.39838834,-0.18721373,1.31490630,-0.63870318,0.64581340,-0.19636504,0.02311228,-0.03243992,0.94376944,-1.01244022
-5.53176588,2.98794665,-2.03392441,0.06045147,-0.03078962,0.41064629,-0.18838011,1.38876858,-0.64128726,0.66797460,-0.19407910,0.02372714,-0.03128622,0.99151613,-0.98571310
-5.52576288,3.11222539,-1.99446339,0.06222449,-0.03178051,0.42393366,-0.18984937,1.46656702,-0.64486704,0.69168220,-0.19180461,0.02434255,-0.03008951,1.04163914,-0.95813095
-5.51975988,3.24223316,-1.95563485,0.06417188,-0.03285371,0.43807906,-0.19167375,1.54730707,-0.64969767,0.71662717,-0.18964375,0.02495230,-0.02887355,1.09348050,-0.93037719
-5.51375688,3.37608866,-1.91856838,0.06625508,-0.03400583,0.45287743,-0.19389059,1.62985052,-0.65598901,0.74244669,-0.18769161,0.02555076,-0.02766201,1.14630708,-0.90312128
-5.50775388,3.51170565,-1.88429414,0.06842995,-0.03523011,0.46809234,-0.19652005,1.71293331,-0.66389536,0.76872910,-0.18603312,0.02613292,-0.02647784,1.19932299,-0.87699807
-5.50175088,3.64683060,-1.85371176,0.07064761,-0.03651654,0.48345956,-0.19956375,1.79518914,-0.67350805,0.79502086,-0.18474069,0.02669451,-0.02534257,1.25168518,-0.85259001
-5.49574787,3.77908884,-1.82756739,0.07285556,-0.03785217,0.49869190,-0.20300439,1.87517860,-0.68485121,0.82083550,-0.18387271,0.02723205,-0.02427584,1.30252186,-0.83041276
-5.48974487,3.90603856,-1.80643980,0.07499882,-0.03922150,0.51348527,-0.20680660,1.95142317,-0.69788103,0.84566453,-0.18347297,0.02774290,-0.02329499,1.35095308,-0.81090474
-5.48374187,4.02523062,-1.79073558,0.07702137,-0.04060717,0.52752589,-0.21091877,2.02244307,-0.71248859,0.86898987,-0.18357090,0.02822531,-0.02241470,1.39611300,-0.79442070
-5.47773887,4.13427244,-1.78069322,0.07886759,-0.04199064,0.54049830,-0.21527597,2.08679766,-0.72850597,0.89029749,-0.18418276,0.02867839,-0.02164691,1.43717273,-0.78122928
-5.47173587,4.23089330,-1.77639504,0.08048381,-0.04335304,0.55209407,-0.21980376,2.14312687,-0.74571551,0.90909181,-0.18531341,0.02910212,-0.02100068,1.47336294,-0.77151406
-5.46573287,4.31300836,-1.77778564,0.08181983,-0.04467598,0.56202076,-0.22442265,2.19019178,-0.76386146,0.92491012,-0.18695870,0.02949720,-0.02048228,1.50399524,-0.76537779
-5.45972986,4.37877860,-1.78469515,0.08283047,-0.04594246,0.57001069,-0.22905298,2.22691285,-0.78266347,0.93733656,-0.18910816,0.02986496,-0.02009526,1.52848129,-0.76284888
-5.45372686,4.42666375,-1.79686544,0.08347687,-0.04713763,0.57582928,-0.23362000,2.25240368,-0.80183121,0.94601497,-0.19174785,0.03020718,-0.01984068,1.54634882,-0.76388969
-5.44772386,4.45546600,-1.81397719,0.08372777,-0.04824948,0.57928240,-0.23805878,2.26599899,-0.82107918,0.95065988,-0.19486303,0.03052582,-0.01971728,1.55725373,-0.76840556
-5.44172086,4.46436208,-1.83567612,0.08356043,-0.04926938,0.58022248,-0.24231867,2.26727533,-0.84014105,0.95106533,-0.19844059,0.03082279,-0.01972170,1.56098778,-0.77625412
-5.43571786,4.45292251,-1.86159650,0.08296135,-0.05019245,0.57855300,-0.24636706,2.25606351,-0.85878263,0.94711090,-0.20247097,0.03109967,-0.01984878,1.55748155,-0.78725412
-5.42971486,4.42111699,-1.89138078,0.08192664,-0.05101769,0.57423120,-0.25019217,2.23245220,-0.87681298,0.93876476,-0.20694938,0.03135738,-0.02009174,1.54680255,-0.80119331
-5.42371186,4.36930608,-1.92469421,0.08046212,-0.05174795,0.56726884,-0.25380476,2.19678254,-0.89409299,0.92608362,-0.21187637,0.03159595,-0.02044238,1.52914866,-0.81783516
-5.41770885,4.29821953,-1.96123405,0.07858300,-0.05238960,0.55773107,-0.25723856,2.14963414,-0.91054120,0.90920951,-0.21725763,0.03181422,-0.02089128,1.50483744,-0.83692413
-5.41170585,4.20892303,-2.00073327,0.07631332,-0.05295212,0.54573338,-0.26054940,2.09180308,-0.92613669,0.88836378,-0.22310293,0.03200970,-0.02142796,1.47429184,-0.85818964
-5.40570285,4.10277484,-2.04295913,0.07368508,-0.05344742,0.53143690,-0.26381315,2.02427332,-0.94091889,0.86383844,-0.22942461,0.03217843,-0.02204100,1.43802318,-0.88134886
-5.39969985,3.98137517,-2.08770744,0.07073706,-0.05388912,0.51504234,-0.26712247,1.94818272,-0.95498477,0.83598553,-0.23623532,0.03231495,-0.02271817,1.39661232,-0.90610865
-5.39369685,3.84651063,-2.13479363,0.06751354,-0.05429166,0.49678276,-0.27058265,1.86478556,-0.96848356,0.80520490,-0.24354558,0.03241234,-0.02344660,1.35069000,-0.93216698
-5.38769385,3.70009669,-2.18404174,0.06406285,-0.05466945,0.47691575,-0.27430671,1.77541324,-0.98160945,0.77193113,-0.25136107,0.03246247,-0.02421284,1.30091730,-0.95921438
-5.38169085,3.54412083,-2.23527304,0.06043581,-0.05503609,0.45571524,-0.27841012,1.68143498,-0.99459306,0.73662016,-0.25968006,0.03245617,-0.02500309,1.24796705,-0.98693568
-5.37568784,3.38058883,-2.28829537,0.05668423,-0.05540353,0.43346339,-0.28300540,1.58422025,-1.00769194,0.69973626,-0.26849110,0.03238365,-0.02580330,1.19250707,-1.01501243
-5.36968484,3.21147622,-2.34289458,0.05285944,-0.05578153,0.41044296,-0.28819690,1.48510428,-1.02118100,0.66173982,-0.27777116,0.03223493,-0.02659947,1.13518564,-1.04312641
-5.36368184,3.03868655,-2.39882907,0.04901095,-0.05617717,0.38693029,-0.29407615,1.38535810,-1.03534318,0.62307649,-0.28748451,0.03200028,-0.02737781,1.07661979,-1.07096416
-5.35767884,2.86401760,-2.45582824,0.04518528,-0.05659459,0.36318935,-0.30071795,1.28616381,-1.05046098,0.58416789,-0.29758230,0.03167076,-0.02812509,1.01738639,-1.09822265
-5.35167584,2.68913584,-2.51359498,0.04142494,-0.05703493,0.33946683,-0.30817748,1.18859567,-1.06680912,0.54540425,-0.30800301,0.03123871,-0.02882888,0.95801629,-1.12461604
-5.34567284,2.51555933,-2.57181246,0.03776770,-0.05749651,0.31598847,-0.31648851,1.09360741,-1.08464848,0.50713896,-0.31867379,0.03069823,-0.02947792,0.89899110,-1.14988305
-5.33966983,2.34464847,-2.63015451,0.03424606,-0.05797515,0.29295658,-0.32566289,1.00202534,-1.10422156,0.46968508,-0.32951260,0.03004556,-0.03006241,0.84074246,-1.17379479
-5.33366683,2.17760377,-2.68829915,0.03088696,-0.05846468,0.27054872,-0.33569112,0.91454721,-1.12574917,0.43331365,-0.34043103,0.02927942,-0.03057435,0.78365333,-1.19616240
-5.32766383,2.01546958,-2.74594385,0.02771166,-0.05895758,0.24891742,-0.34654409,0.83174592,-1.14942826,0.39825363,-0.35133771,0.02840122,-0.03100779,0.72806085,-1.21684414
-5.32166083,1.85914233,-2.80282160,0.02473591,-0.05944566,0.22819087,-0.35817570,0.75407748,-1.17543056,0.36469330,-0.36214197,0.02741516,-0.03135910,0.67426024,-1.23575120
-5.31565783,1.70938224,-2.85871609,0.02197021,-0.05992083,0.20847423,-0.37052614,0.68189228,-1.20390157,0.33278259,-0.37275763,0.02632823,-0.03162714,0.62250934,-1.25285197
-5.30965483,1.56682692,-2.91347474,0.01942023,-0.06037579,0.18985164,-0.38352556,0.61544870,-1.23495952,0.30263642,-0.38310666,0.02515001,-0.03181334,0.57303328,-1.26817403
-5.30365183,1.43200598,-2.96701830,0.01708735,-0.06080469,0.17238845,-0.39709778,0.55492822,-1.26869392,0.27433838,-0.39312232,0.02389246,-0.03192173,0.52602902,-1.28180383
-5.29764882,1.30535553,-3.01934563,0.01496926,-0.06120361,0.15613377,-0.41116381,0.50045109,-1.30516320,0.24794481,-0.40275177,0.02256957,-0.03195884,0.48166947,-1.29388360
-5.29164582,1.18723196,-3.07053315,0.01306057,-0.06157095,0.14112303,-0.42564482,0.45209200,-1.34439131,0.22348882,-0.41195773,0.02119686,-0.03193352,0.44010699,-1.30460553
-5.28564282,1.07792439,-3.12072813,0.01135348,-0.06190761,0.12738050,-0.44046426,0.40989480,-1.38636304,0.20098430,-0.42071920,0.01979099,-0.03185662,0.40147627,-1.31420333
-5.27963982,0.97766566,-3.17013597,0.00983837,-0.06221697,0.11492163,-0.45554914,0.37388606,-1.43101814,0.18042960,-0.42903115,0.01836918,-0.03174063,0.36589651,-1.32294135
-5.27363682,0.88664166,-3.21900167,0.00850440,-0.06250469,0.10375518,-0.47083018,0.34408699,-1.47824434,0.16181092,-0.43690306,0.01694871,-0.03159918,0.33347302,-1.33110170
