energy_ev,total_up,Cd_p_up,Cd_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.66983492,4.24422205,0.47957928,0.58056699,0.02626343,0.06032528,0.07389723,1.13274891,0.28975033,1.04907627
-5.66383192,4.38515935,0.49287575,0.60026470,0.02718083,0.06033187,0.07707231,1.17953244,0.30770082,1.07357092
-5.65782891,4.52069101,0.50653346,0.61895000,0.02816074,0.06030428,0.08021127,1.22567396,0.32634804,1.09580814
-5.65182591,4.64960601,0.52037022,0.63647109,0.02921005,0.06022642,0.08328812,1.27083504,0.34558727,1.11549144
-5.64582291,4.77088727,0.53420582,0.65271119,0.03033567,0.06008362,0.08627897,1.31471585,0.36531286,1.13238569
-5.63981991,4.88372225,0.54786593,0.66758824,0.03154424,0.05986325,0.08916236,1.35705621,0.38541671,1.14632286
-5.63381691,4.98750124,0.56118489,0.68105281,0.03284177,0.05955515,0.09191945,1.39763362,0.40578625,1.15720438
-5.62781391,5.08180358,0.57400747,0.69308425,0.03423329,0.05915188,0.09453397,1.43625874,0.42630203,1.16499988
-5.62181091,5.16637337,0.58618959,0.70368555,0.03572241,0.05864881,0.09699209,1.47276838,0.44683508,1.16974260
-5.61580790,5.24108665,0.59759807,0.71287710,0.03731098,0.05804398,0.09928203,1.50701697,0.46724432,1.17152191
-5.60980490,5.30591289,0.60810970,0.72068987,0.03899874,0.05733789,0.10139363,1.53886706,0.48737422,1.17047346
-5.60380190,5.36087396,0.61760988,0.72715849,0.04078301,0.05653316,0.10331783,1.56817986,0.50705305,1.16676780
-5.59779890,5.40600398,0.62599106,0.73231476,0.04265853,0.05563407,0.10504615,1.59480667,0.52609199,1.16059814
-5.59179590,5.44131327,0.63315134,0.73618199,0.04461735,0.05464616,0.10657023,1.61858200,0.54428531,1.15216812
-5.58579290,5.46675936,0.63899354,0.73877068,0.04664884,0.05357580,0.10788147,1.63931921,0.56141191,1.14168048
-5.57978989,5.48222746,0.64342490,0.74007576,0.04873978,0.05242983,0.10897079,1.65680921,0.57723825,1.12932714
-5.57378689,5.48752200,0.64635756,0.74007566,0.05087468,0.05121527,0.10982859,1.67082247,0.59152276,1.11528138
-5.56778389,5.48237001,0.64771005,0.73873326,0.05303603,0.04993919,0.11044483,1.68111452,0.60402168,1.09969245
-5.56178089,5.46643609,0.64740959,0.73599860,0.05520474,0.04860863,0.11080942,1.68743461,0.61449608,1.08268279
-5.55577789,5.43934808,0.64539515,0.73181333,0.05736062,0.04723066,0.11091264,1.68953721,0.62271989,1.06434784
-5.54977489,5.40073131,0.64162120,0.72611629,0.05948283,0.04581263,0.11074577,1.68719557,0.62848857,1.04475827
-5.54377189,5.35024916,0.63606173,0.71885020,0.06155045,0.04436235,0.11030186,1.68021649,0.63162786,1.02396423
-5.53776888,5.28764683,0.62871434,0.70996862,0.06354288,0.04288852,0.10957641,1.66845542,0.63200243,1.00200118
-5.53176588,5.21279512,0.61960407,0.69944299,0.06544030,0.04140109,0.10856824,1.65183082,0.62952366,0.97889664
-5.52576288,5.12573137,0.60878668,0.68726917,0.06722406,0.03991163,0.10728012,1.63033679,0.62415638,0.95467745
-5.51975988,5.02669448,0.59635108,0.67347304,0.06887690,0.03843375,0.10571943,1.60405336,0.61592396,0.92937680
-5.51375688,4.91615189,0.58242067,0.65811487,0.07038324,0.03698339,0.10389862,1.57315348,0.60491161,0.90304055
-5.50775388,4.79481673,0.56715357,0.64129218,0.07172927,0.03557910,0.10183556,1.53790652,0.59126766,0.87573253
-5.50175088,4.66365447,0.55074149,0.62314097,0.07290303,0.03424217,0.09955368,1.49867800,0.57520264,0.84753840
-5.49574787,4.52387855,0.53340745,0.60383537,0.07389448,0.03299672,0.09708199,1.45592565,0.55698633,0.81856802
-5.48974487,4.37693608,0.51540230,0.58358559,0.07469543,0.03186960,0.09445486,1.41019203,0.53694289,0.78895620
-5.48374187,4.22448452,0.49700030,0.56263468,0.07529959,0.03089026,0.09171182,1.36209434,0.51544427,0.75886205
-5.47773887,4.06836123,0.47849399,0.54125404,0.07570255,0.03009045,0.08889714,1.31231200,0.49290231,0.72846701
-5.47173587,3.91054813,0.46018854,0.51973821,0.07590176,0.02950387,0.08605941,1.26157280,0.46976000,0.69797195
-5.46573287,3.75313351,0.44239593,0.49839921,0.07589662,0.02916573,0.08325115,1.21063839,0.44648217,0.66759355
-5.45972986,3.59827335,0.42542911,0.47756062,0.07568853,0.02911222,0.08052832,1.16028980,0.42354614,0.63756031
-5.45372686,3.44815396,0.40959659,0.45755202,0.07528100,0.02938002,0.07794999,1.11131387,0.40143277,0.60810862
-5.44772386,3.30495772,0.39519739,0.43870360,0.07467977,0.03000564,0.07557800,1.06449088,0.38061821,0.57947887
-5.44172086,3.17083285,0.38251667,0.42134150,0.07389290,0.03102491,0.07347668,1.02058385,0.36156650,0.55191207
-5.43571786,3.04786787,0.37182209,0.40578369,0.07293091,0.03247236,0.07171261,0.98032973,0.34472345,0.52564688
-5.42971486,2.93807076,0.36336084,0.39233656,0.07180680,0.03438061,0.07035442,0.94443242,0.33051163,0.50091726
-5.42371186,2.84335237,0.35735738,0.38129213,0.07053603,0.03677987,0.06947252,0.91355743,0.31932656,0.47795042
-5.41770885,2.76551310,0.35401181,0.37292564,0.06913645,0.03969731,0.06913879,0.88832788,0.31153390,0.45696530
-5.41170585,2.70623167,0.35349862,0.36749350,0.06762806,0.04315654,0.06942614,0.86932138,0.30746756,0.43817112
-5.40570285,2.66705467,0.35596583,0.36523132,0.06603275,0.04717707,0.07040790,0.85706736,0.30742833,0.42176597
-5.39969985,2.64938520,0.36153427,0.36635179,0.06437386,0.05177374,0.07215698,0.85204418,0.31168280,0.40793524
-5.39369685,2.65446955,0.37029674,0.37104219,0.06267570,0.05695615,0.07474481,0.85467571,0.32046226,0.39684966
-5.38769385,2.68338070,0.38231721,0.37946156,0.06096294,0.06272805,0.07823991,0.86532694,0.33396134,0.38866282
-5.38169085,2.73699784,0.39762954,0.39173708,0.05925995,0.06908678,0.08270627,0.88429817,0.35233603,0.38350819
-5.37568784,2.81598186,0.41623610,0.40796001,0.05759016,0.07602252,0.08820142,0.91181800,0.37570107,0.38149543
-5.36968484,2.92074692,0.43810587,0.42818095,0.05597536,0.08351772,0.09477426,0.94803474,0.40412651,0.38270630
-5.36368184,3.05142890,0.46317237,0.45240468,0.05443504,0.09154638,0.10246273,0.99300691,0.43763357,0.38718998
-5.35767884,3.20785226,0.49133139,0.48058482,0.05298581,0.10007343,0.11129137,1.04669287,0.47618988,0.39495833
-5.35167584,3.38949687,0.52243870,0.51261849,0.05164089,0.10905414,0.12126902,1.10894039,0.51970431,0.40598109
-5.34567284,3.59546730,0.55630793,0.54834147,0.05040979,0.11843361,0.13238651,1.17947680,0.56802187,0.42018145
-5.33966983,3.82446689,0.59270895,0.58752421,0.04929797,0.12814649,0.14461477,1.25790052,0.62091897,0.43743228
-5.33366683,4.07477930,0.63136696,0.62986900,0.04830684,0.13811686,0.15790331,1.34367480,0.67809954,0.45755334
-5.32766383,4.34426009,0.67196253,0.67500895,0.04743373,0.14825838,0.17217928,1.43612457,0.73919256,0.48030991
-5.32166083,4.63034054,0.71413294,0.72250896,0.04667217,0.15847477,0.18734719,1.53443710,0.80375138,0.50541285
-5.31565783,4.93004575,0.75747500,0.77186900,0.04601218,0.16866078,0.20328943,1.63766710,0.87125534,0.53252073
-5.30965483,5.24002808,0.80154950,0.82253002,0.04544080,0.17870338,0.21986757,1.74474670,0.94111388,0.56124370
-5.30365183,5.55661641,0.84588740,0.87388239,0.04494265,0.18848362,0.23692455,1.85450040,1.01267340,0.59114957
-5.29764882,5.87588098,0.88999765,0.92527696,0.04450058,0.19787875,0.25428765,1.96566496,1.08522684,0.62177170
-5.29164582,6.19371208,0.93337670,0.97603837,0.04409647,0.20676485,0.27177221,2.07691372,1.15802588,0.65261880
-5.28564282,6.50591063,0.97551920,1.02548029,0.04371194,0.21501978,0.28918598,2.18688465,1.23029528,0.68318606
-5.27963982,6.80828713,1.01592983,1.07292203,0.04332915,0.22252643,0.30633383,2.29421109,1.30124908,0.71296755
-5.27363682,7.09676527,1.05413550,1.11770586,0.04293154,0.22917608,0.32302278,2.39755392,1.37010771,0.74146900
-5.26763382,7.36748553,1.08969770,1.15921437,0.04250448,0.23487185,0.33906698,2.49563377,1.43611551,0.76822086
-5.26163082,7.61690420,1.12222420,1.19688689,0.04203596,0.23953198,0.35429248,2.58726175,1.49855769,0.79279064
-5.25562781,7.84188302,1.15137965,1.23023446,0.04151698,0.24309285,0.36854147,2.67136724,1.55677596,0.81479431
-5.24962481,8.03976500,1.17689449,1.25885233,0.04094205,0.24551158,0.38167595,2.74702135,1.61018200,0.83390594
-5.24362181,8.20843284,1.19857172,1.28242959,0.04030932,0.24676805,0.39358038,2.81345494,1.65826830,0.84986527
-5.23761881,8.34634704,1.21629107,1.30075534,0.03962074,0.24686616,0.40416351,2.87007048,1.70061564,0.86248289
-5.23161581,8.45256203,1.23001041,1.31372113,0.03888196,0.24583439,0.41335905,2.91644705,1.73689710,0.87164262
-5.22561281,8.52671989,1.23976422,1.32131960,0.03810213,0.24372546,0.42112530,2.95233869,1.76687860,0.87730118
-5.21960980,8.56902261,1.24565934,1.32363942,0.03729351,0.24061506,0.42744385,2.97766634,1.79041596,0.87948516
-5.21360680,8.58018484,1.24786791,1.32085695,0.03647101,0.23659983,0.43231736,2.99250416,1.80744908,0.87828549
-5.20760380,8.56137071,1.24661825,1.31322499,0.03565153,0.23179447,0.43576670,2.99706139,1.81799376,0.87384985
-5.20160080,8.51411845,1.24218391,1.30105946,0.03485329,0.22632822,0.43782762,2.99166100,1.82213185,0.86637341
-5.19559780,8.44025778,1.23487146,1.28472468,0.03409504,0.22034078,0.43854719,2.97671676,1.82000069,0.85608848
-5.18959480,8.34182488,1.22500788,1.26461811,0.03339525,0.21397786,0.43798031,2.95271022,1.81178244,0.84325373
-5.18359180,8.22097975,1.21292787,1.24115531,0.03277136,0.20738654,0.43618639,2.92016897,1.79769426,0.82814346
-5.17758879,8.07993036,1.19896190,1.21475599,0.03223893,0.20071064,0.43322664,2.87964758,1.77797989,0.81103753
-5.17158579,7.92086711,1.18342545,1.18583159,0.03181098,0.19408625,0.42916181,2.83171210,1.75290315,0.79221251
-5.16558279,7.74591032,1.16660981,1.15477509,0.03149735,0.18763762,0.42405075,2.77692876,1.72274353,0.77193425
-5.15957979,7.55707222,1.14877490,1.12195320,0.03130423,0.18147362,0.41794970,2.71585710,1.68779406,0.75045225
-5.15357679,7.35623386,1.13014404,1.08770118,0.03123375,0.17568478,0.41091226,2.64904736,1.64836117,0.72799588
-5.14757379,7.14513610,1.11090101,1.05232016,0.03128384,0.17034107,0.40299006,2.57704166,1.60476624,0.70477252
-5.14157079,6.92538315,1.09118906,1.01607681,0.03144813,0.16549054,0.39423394,2.50037814,1.55734830,0.68096729
-5.13556778,6.69845602,1.07111188,0.97920497,0.03171611,0.16115875,0.38469538,2.41959695,1.50646724,0.65674432
-5.12956478,6.46573292,1.05073614,0.94190886,0.03207343,0.15734899,0.37442824,2.33524718,1.45250688,0.63224910
-5.12356178,6.22851346,1.03009544,0.90436738,0.03250233,0.15404337,0.36349034,2.24789331,1.39587730,0.60761157
-5.11755878,5.98804340,1.00919512,0.86673890,0.03298221,0.15120451,0.35194491,2.15812035,1.33701569,0.58294956
-5.11155578,5.74553695,0.98801788,0.82916617,0.03349034,0.14877798,0.33986161,2.06653658,1.27638556,0.55837221
-5.10555278,5.50219444,0.96652954,0.79178092,0.03400263,0.14669516,0.32731714,1.97377352,1.21447378,0.53398300
-5.09954977,5.25921337,0.94468498,0.75470776,0.03449447,0.14487650,0.31439524,1.88048243,1.15178544,0.50988214
-5.09354677,5.01779200,0.92243374,0.71806709,0.03494155,0.14323506,0.30118609,1.78732758,1.08883671,0.48616819
-5.08754377,4.77912510,0.89972531,0.68197712,0.03532073,0.14168016,0.28778522,1.69497646,1.02614582,0.46293865
-5.08154077,4.54439252,0.87651376,0.64655467,0.03561080,0.14012098,0.27429181,1.60408730,0.96422276,0.44028970
-5.07553777,4.31474148,0.85276173,0.61191500,0.03579322,0.13847000,0.26080671,1.51529490,0.90355810,0.41831502
-5.06953477,4.09126429,0.82844366,0.57817083,0.03585272,0.13664621,0.24743006,1.42919540,0.84461159,0.39710391
-5.06353177,3.87497350,0.80354828,0.54543061,0.03577778,0.13457788,0.23425884,1.34633111,0.78780127,0.37673887
-5.05752876,3.66677638,0.77808029,0.51379642,0.03556100,0.13220490,0.22138446,1.26717633,0.73349355,0.35729289
-5.05152576,3.46745102,0.75206136,0.48336165,0.03519929,0.12948056,0.20889046,1.19212506,0.68199490,0.33882667
-5.04552276,3.27762584,0.72553038,0.45420884,0.03469397,0.12637275,0.19685052,1.12148137,0.63354567,0.32138613
-5.03951976,3.09776422,0.69854308,0.42640771,0.03405067,0.12286458,0.18532690,1.05545311,0.58831617,0.30500019
-5.03351676,2.92815548,0.67117120,0.40001374,0.03327919,0.11895438,0.17436930,0.99414927,0.54640541,0.28967938
-5.02751376,2.76891305,0.64350107,0.37506741,0.03239317,0.11465517,0.16401439,0.93758125,0.50784234,0.27541498
-5.02151076,2.61998013,0.61563193,0.35159408,0.03140977,0.10999360,0.15428572,0.88566802,0.47258969,0.26217921
-5.01550775,2.48114268,0.58767397,0.32960469,0.03034925,0.10500846,0.14519435,0.83824482,0.44054998,0.24992616
-5.00950475,2.35204926,0.55974618,0.30909713,0.02923450,0.09974883,0.13673986,0.79507508,0.41157348,0.23859364
-5.00350175,2.23223665,0.53197425,0.29005833,0.02809070,0.09427202,0.12891188,0.75586483,0.38546766,0.22810572
-4.99749875,2.12115998,0.50448843,0.27246688,0.02694479,0.08864128,0.12169192,0.72027908,0.36200771,0.21837603
-4.99149575,2.01822580,0.47742155,0.25629599,0.02582519,0.08292356,0.11505549,0.68795916,0.34094750,0.20931139
-4.98549275,1.92282659,0.45090725,0.24151678,0.02476141,0.07718722,0.10897429,0.65854030,0.32203063,0.20081582
-4.97948974,1.83437464,0.42507837,0.22810153,0.02378379,0.07149996,0.10341844,0.63166871,0.30500101,0.19279455
-4.97348674,1.75233393,0.40006559,0.21602675,0.02292325,0.06592686,0.09835865,0.60701720,0.28961252,0.18515801
-4.96748374,1.67624818,0.37599634,0.20527596,0.02221105,0.06052878,0.09376811,0.58429880,0.27563752,0.17782535
-4.96148074,1.60576374,0.35299373,0.19584186,0.02167863,0.05536098,0.08962410,0.56327783,0.26287370,0.17072757
-4.95547774,1.54064619,0.33117574,0.18772783,0.02135734,0.05047208,0.08590923,0.54377779,0.25114931,0.16380996
-4.94947474,1.48078975,0.31065434,0.18094861,0.02127825,0.04590332,0.08261219,0.52568594,0.24032648,0.15703382
-4.94347174,1.42621898,0.29153455,0.17553002,0.02147175,0.04168819,0.07972811,0.50895448,0.23030267,0.15037728
-4.93746873,1.37708276,0.27391344,0.17150776,0.02196725,0.03785224,0.07725832,0.49359809,0.22101028,0.14383540
-4.93146573,1.33364058,0.25787888,0.16892523,0.02279259,0.03441319,0.07520970,0.47968835,0.21241461,0.13741935
-4.92546273,1.29624192,0.24350810,0.16783043,0.02397350,0.03138123,0.07359366,0.46734510,0.20451023,0.13115485
-4.91945973,1.26529962,0.23086597,0.16827209,0.02553279,0.02875947,0.07242459,0.45672531,0.19731618,0.12507997
-4.91345673,1.24125841,0.22000313,0.17029514,0.02748959,0.02654450,0.07171819,0.44801005,0.19087013,0.11924241
-4.90745373,1.22456023,0.21095394,0.17393572,0.02985832,0.02472705,0.07148950,0.44139009,0.18522194,0.11369628
-4.90145073,1.21560785,0.20373435,0.17921604,0.03264776,0.02329270,0.07175092,0.43705092,0.18042689,0.10849881
-4.89544772,1.21472881,0.19833986,0.18613920,0.03586002,0.02222255,0.07251019,0.43515787,0.17653884,0.10370685
-4.88944472,1.22214124,0.19474377,0.19468446,0.03948952,0.02149398,0.07376861,0.43584208,0.17360384,0.09937358
-4.88344172,1.23792353,0.19289567,0.20480304,0.04352209,0.02108136,0.07551942,0.43918791,0.17165424,0.09554539
-4.87743872,1.26198941,0.19272059,0.21641485,0.04793422,0.02095679,0.07774663,0.44522247,0.17070374,0.09225922
-4.87143572,1.29406978,0.19411884,0.22940636,0.05269254,0.02109077,0.08042424,0.45390782,0.17074349,0.08954038
-4.86543272,1.33370253,0.19696666,0.24362978,0.05775348,0.02145295,0.08351595,0.46513607,0.17173944,0.08740092
-4.85942971,1.38023111,0.20111780,0.25890375,0.06306336,0.02201281,0.08697541,0.47872788,0.17363101,0.08583868
-4.85342671,1.43281205,0.20640616,0.27501552,0.06855881,0.02274047,0.09074706,0.49443429,0.17633123,0.08483701
-4.84742371,1.49043170,0.21264938,0.29172476,0.07416753,0.02360735,0.09476737,0.51194192,0.17972820,0.08436516
-4.84142071,1.55193138,0.21965349,0.30876879,0.07980957,0.02458698,0.09896667,0.53088136,0.18368788,0.08437922
-4.83541771,1.61604024,0.22721832,0.32586912,0.08539885,0.02565576,0.10327123,0.55083842,0.18805808,0.08482375
-4.82941471,1.68141446,0.23514371,0.34273909,0.09084517,0.02679368,0.10760575,0.57136764,0.19267347,0.08563377
-4.82341171,1.74668108,0.24323627,0.35909222,0.09605641,0.02798509,0.11189589,0.59200773,0.19736144,0.08673722
-4.81740870,1.81048473,0.25131633,0.37465095,0.10094109,0.02921936,0.11607086,0.61229794,0.20194847,0.08805760
-4.81140570,1.87153490,0.25922503,0.38915546,0.10541091,0.03049149,0.12006590,0.63179492,0.20626686,0.08951683
-4.80540270,1.92865190,0.26683101,0.40237192,0.10938343,0.03180265,0.12382450,0.65008916,0.21016147,0.09103805
-4.79939970,1.98080913,0.27403671,0.41410005,0.11278466,0.03316057,0.12730019,0.66682017,0.21349619,0.09254832
-4.79339670,2.02716984,0.28078369,0.42417938,0.11555139,0.03457977,0.13045790,0.68169003,0.21615995,0.09398114
-4.78739370,2.06711660,0.28705699,0.43249404,0.11763331,0.03608170,0.13327473,0.69447431,0.21807194,0.09527859
-4.78139070,2.10027211,0.29288811,0.43897573,0.11899465,0.03769465,0.13574010,0.70503012,0.21918586,0.09639305
-4.77538769,2.12651038,0.29835660,0.44360482,0.11961540,0.03945343,0.13785526,0.71330094,0.21949301,0.09728847
-4.76938469,2.14595787,0.30358997,0.44640944,0.11949194,0.04139898,0.13963223,0.71931783,0.21902410,0.09794115
-4.76338169,2.15898444,0.30876202,0.44746263,0.11863715,0.04357764,0.14109221,0.72319724,0.21784971,0.09833992
-4.75737869,2.16618479,0.31408947,0.44687779,0.11707991,0.04604032,0.14226351,0.72513538,0.21607928,0.09848582
-4.75137569,2.16835119,0.31982690,0.44480256,0.11486407,0.04884147,0.14317919,0.72539951,0.21385877,0.09839138
-4.74537269,2.16643891,0.32626024,0.44141150,0.11204685,0.05203782,0.14387452,0.72431665,0.21136691,0.09807930
-4.73936968,2.16152596,0.33369878,0.43689805,0.10869693,0.05568706,0.14438444,0.72226001,0.20881024,0.09758096
-4.73336668,2.15476906,0.34246596,0.43146605,0.10489204,0.05984626,0.14474110,0.71963401,0.20641705,0.09693450
-4.72736368,2.14735767,0.35288916,0.42532136,0.10071648,0.06457026,0.14497175,0.71685844,0.20443038,0.09618280
-4.72136068,2.14046818,0.36528862,0.41866389,0.09625836,0.06990989,0.14509700,0.71435233,0.20310032,0.09537135
-4.71535768,2.13522000,0.37996595,0.41168057,0.09160697,0.07591017,0.14512957,0.71251830,0.20267580,0.09454616
-4.70935468,2.13263532,0.39719235,0.40453935,0.08685014,0.08260842,0.14507366,0.71172792,0.20339613,0.09375171
-4.70335168,2.13360378,0.41719689,0.39738465,0.08207188,0.09003241,0.14492493,0.71230855,0.20548258,0.09302912
-4.69734867,2.13885335,0.44015526,0.39033427,0.07735027,0.09819854,0.14467097,0.71453216,0.20913023,0.09241461
-4.69134567,2.14892808,0.46617936,0.38347790,0.07275571,0.10711014,0.14429251,0.71860632,0.21450036,0.09193811
-4.68534267,2.16417324,0.49530794,0.37687712,0.06834958,0.11675596,0.14376487,0.72466775,0.22171370,0.09162238
-4.67933967,2.18472797,0.52749893,0.37056674,0.06418332,0.12710887,0.14306000,0.73277837,0.23084470,0.09148235
-4.67333667,2.21052538,0.56262365,0.36455738,0.06029790,0.13812499,0.14214857,0.74292402,0.24191722,0.09152488
-4.66733367,2.24129986,0.60046344,0.35883907,0.05672381,0.14974318,0.14100222,0.75501574,0.25490171,0.09174884
-4.66133067,2.27660088,0.64070889,0.35338538,0.05348131,0.16188509,0.13959585,0.76889354,0.26971411,0.09214554
-4.65532766,2.31581289,0.68296217,0.34815816,0.05058112,0.17445580,0.13790957,0.78433245,0.28621669,0.09269944
-4.64932466,2.35818042,0.72674246,0.34311222,0.04802532,0.18734508,0.13593047,0.80105071,0.30422079,0.09338915
-4.64332166,2.40283766,0.77149484,0.33820011,0.04580851,0.20042943,0.13365401,0.81871983,0.32349151,0.09418857
