energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.82591296,3.84733182,0.06796882,0.15006623,1.46007445,0.59440100,0.10304013,2.26596186,0.80898010,0.16671882
-5.81990995,3.94705756,0.06919067,0.15627685,1.50301927,0.60461643,0.10359464,2.32310102,0.84185803,0.17297727
-5.81390695,4.04249163,0.07012118,0.16304134,1.54456461,0.61323963,0.10382296,2.37675202,0.87479422,0.17960158
-5.80790395,4.13436783,0.07075265,0.17044201,1.58515458,0.62031720,0.10373021,2.42726810,0.90796152,0.18667441
-5.80190095,4.22370356,0.07108291,0.17856212,1.62536077,0.62594939,0.10332842,2.47518574,0.94159908,0.19428263
-5.79589795,4.31174735,0.07111507,0.18748192,1.66585834,0.63028423,0.10263536,2.52119661,0.97600233,0.20251352
-5.78989495,4.39991322,0.07085707,0.19727434,1.70739517,0.63350974,0.10167310,2.56611132,1.01150891,0.21145045
-5.78389195,4.48970433,0.07032115,0.20800058,1.75075502,0.63584460,0.10046657,2.61081632,1.04848126,0.22116832
-5.77788894,4.58262895,0.06952329,0.21970552,1.79671608,0.63752757,0.09904204,2.65622574,1.08728612,0.23172897
-5.77188594,4.68011223,0.06848250,0.23241350,1.84600656,0.63880624,0.09742576,2.70322998,1.12827190,0.24317659
-5.76588294,4.78340747,0.06722020,0.24612428,1.89925914,0.63992553,0.09564273,2.75264332,1.17174476,0.25553340
-5.75987994,4.89351074,0.06575950,0.26080962,1.95696646,0.64111630,0.09371572,2.80515290,1.21794445,0.26879572
-5.75387694,5.01108266,0.06412456,0.27641058,2.01943967,0.64258471,0.09166447,2.86127104,1.26702104,0.28293074
-5.74787394,5.13638097,0.06234000,0.29283563,2.08677222,0.64450252,0.08950530,2.92129348,1.31901362,0.29787396
-5.74187094,5.26920728,0.06043029,0.30995981,2.15881099,0.64699887,0.08725093,2.98526519,1.37383219,0.31352759
-5.73586793,5.40887065,0.05841929,0.32762501,2.23513633,0.65015378,0.08491057,3.05295577,1.43124367,0.32976000
-5.72986493,5.55417038,0.05632978,0.34564132,2.31505265,0.65399352,0.08249027,3.12384557,1.49086308,0.34640632
-5.72386193,5.70339927,0.05418313,0.36378970,2.39759050,0.65848819,0.07999350,3.19712381,1.55215052,0.36327023
-5.71785893,5.85436824,0.05199899,0.38182573,2.48152068,0.66355150,0.07742182,3.27169891,1.61441446,0.38012698
-5.71185593,6.00445183,0.04979512,0.39948446,2.56538034,0.66904269,0.07477571,3.34622120,1.67682166,0.39672765
-5.70585293,6.15065371,0.04758723,0.41648627,2.64751061,0.67477071,0.07205534,3.41911745,1.73841359,0.41280445
-5.69984992,6.28968995,0.04538891,0.43254353,2.72610434,0.68050035,0.06926135,3.48863605,1.79812897,0.42807706
-5.69384692,6.41808748,0.04321170,0.44736784,2.79926248,0.68596016,0.06639561,3.55290140,1.85483192,0.44225980
-5.68784392,6.53229398,0.04106509,0.46067775,2.86505684,0.69085196,0.06346177,3.60997546,1.90734458,0.45506939
-5.68184092,6.62879520,0.03895669,0.47220646,2.92159657,0.69486142,0.06046570,3.65792408,1.95448320,0.46623299
-5.67583792,6.70423517,0.03689240,0.48170952,2.96709576,0.69766952,0.05741575,3.69488551,1.99509620,0.47549636
-5.66983492,6.75553440,0.03487660,0.48897194,2.99993906,0.69896436,0.05432285,3.71913832,2.02810274,0.48263178
-5.66383192,6.78000151,0.03291242,0.49381475,3.01874250,0.69845286,0.05120042,3.72916595,2.05253029,0.48744530
-5.65782891,6.77543363,0.03100197,0.49610057,3.02240688,0.69587206,0.04806417,3.72371520,2.06754952,0.48978335
-5.65182591,6.74020152,0.02914663,0.49573792,3.01016130,0.69099936,0.04493170,3.70184632,2.07250515,0.48953798
-5.64582291,6.67331602,0.02734727,0.49268441,2.98159504,0.68366160,0.04182210,3.66297262,2.06694150,0.48665100
-5.63981991,6.57447324,0.02560451,0.48694825,2.93667637,0.67374240,0.03875540,3.60688801,2.05062154,0.48111648
-5.63381691,6.44407671,0.02391894,0.47858844,2.87575772,0.66118763,0.03575207,3.53378158,2.02353889,0.47298164
-5.62781391,6.28323613,0.02229128,0.46771330,2.79956717,0.64600881,0.03283251,3.44423866,1.98592220,0.46234613
-5.62181091,6.09374288,0.02072257,0.45447764,2.70918687,0.62828425,0.03001658,3.33922873,1.93823174,0.44935966
-5.61580790,5.87802390,0.01921423,0.43907854,2.60601964,0.60815811,0.02732323,3.22008083,1.88114873,0.43421811
-5.60980490,5.63907622,0.01776814,0.42174996,2.49174554,0.58583730,0.02477018,3.08844795,1.81555762,0.41715830
-5.60380190,5.38038532,0.01638670,0.40275643,2.36827056,0.56158643,0.02237381,2.94626199,1.74252249,0.39845157
-5.59779890,5.10583097,0.01507277,0.38238598,2.23766974,0.53572113,0.02014906,2.79568156,1.66325839,0.37839660
-5.59179590,4.81958458,0.01382968,0.36094267,2.10212751,0.50860001,0.01810951,2.63903483,1.57909901,0.35731155
-5.58579290,4.52600237,0.01266114,0.33873891,1.96387735,0.48061552,0.01626759,2.47875984,1.49146196,0.33552604
-5.57978989,4.22951827,0.01157118,0.31608797,1.82514357,0.45218426,0.01463482,2.31734457,1.40181295,0.31337304
-5.57378689,3.93454048,0.01056405,0.29329675,1.68808682,0.42373690,0.01322220,2.15726891,1.31163016,0.29118118
-5.56778389,3.64535487,0.00964414,0.27065920,1.55475532,0.39570824,0.01204058,2.00095030,1.22237006,0.26926762
-5.56178089,3.36603793,0.00881585,0.24845052,1.42704288,0.36852757,0.01110113,1.85069462,1.13543545,0.24793159
-5.55577789,3.10038115,0.00808354,0.22692221,1.30665448,0.34260971,0.01041574,1.70865326,1.05214677,0.22744898
-5.54977489,2.85182796,0.00745141,0.20629817,1.19507984,0.31834683,0.00999739,1.57678703,0.97371694,0.20806784
-5.54377189,2.62342382,0.00692342,0.18677184,1.09357470,0.29610123,0.00986046,1.45683713,0.90123039,0.19000497
-5.53776888,2.41777892,0.00650321,0.16850442,1.00314952,0.27619916,0.01002089,1.35030293,0.83562615,0.17344359
-5.53176588,2.23704300,0.00619399,0.15162398,0.92456471,0.25892563,0.01049627,1.25842617,0.77768503,0.15853193
-5.52576288,2.08289076,0.00599849,0.13622558,0.85833160,0.24452027,0.01130571,1.18218073,0.72802072,0.14538273
-5.51975988,1.95651654,0.00591884,0.12237215,0.80471813,0.23317407,0.01246949,1.12226733,0.68707452,0.13407357
-5.51375688,1.85863657,0.00595647,0.11009608,0.76375814,0.22502693,0.01400861,1.07911210,0.65511325,0.12464773
-5.50775388,1.78949724,0.00611200,0.09940124,0.73526352,0.22016605,0.01594408,1.05286835,0.63223008,0.11711567
-5.50175088,1.74888805,0.00638513,0.09026551,0.71883838,0.21862481,0.01829595,1.04342084,0.61834790,0.11145678
-5.49574787,1.73615814,0.00677449,0.08264348,0.71389464,0.22038243,0.02108231,1.05039202,0.61322496,0.10762153
-5.48974487,1.75023575,0.00727754,0.07646935,0.71966871,0.22536398,0.02431798,1.07315013,0.61646259,0.10553364
-5.48374187,1.78965024,0.00789043,0.07165980,0.73523902,0.23344117,0.02801320,1.11081901,0.62751488,0.10509252
-5.47773887,1.85255678,0.00860787,0.06811688,0.75954454,0.24443357,0.03217221,1.16228997,0.64570023,0.10617570
-5.47173587,1.93676418,0.00942307,0.06573080,0.79140411,0.25811062,0.03679185,1.22623603,0.67021491,0.10864133
-5.46573287,2.03976635,0.01032766,0.06438253,0.82953715,0.27419438,0.04186027,1.30112905,0.70014845,0.11233085
-5.45972986,2.15877832,0.01131166,0.06394632,0.87258560,0.29236319,0.04735578,1.38526041,0.73450109,0.11707161
-5.45372686,2.29077740,0.01236354,0.06429202,0.91913745,0.31225632,0.05324593,1.47676557,0.77220314,0.12267981
-5.44772386,2.43255023,0.01347028,0.06528729,0.96775178,0.33347961,0.05948697,1.57365304,0.81213627,0.12896341
-5.44172086,2.58074598,0.01461752,0.06679969,1.01698527,0.35561238,0.06602363,1.67383790,0.85315640,0.13572538
-5.43571786,2.73193564,0.01578984,0.06869863,1.06541979,0.37821529,0.07278942,1.77517974,0.89411796,0.14276701
-5.42971486,2.88267688,0.01697099,0.07085721,1.11169070,0.40083927,0.07970741,1.87552462,0.93389906,0.14989149
-5.42371186,3.02958350,0.01814428,0.07315407,1.15451514,0.42303540,0.08669147,1.97275028,0.97142697,0.15690751
-5.41770885,3.16939792,0.01929300,0.07547500,1.19271940,0.44436532,0.09364809,2.06481361,1.00570316,0.16363307
-5.41170585,3.29906474,0.02040084,0.07771459,1.22526468,0.46441211,0.10047858,2.14979884,1.03582731,0.16989910
-5.40570285,3.41580294,0.02145242,0.07977764,1.25127005,0.48279114,0.10708175,2.22596495,1.06101922,0.17555306
-5.39969985,3.51717419,0.02243373,0.08158049,1.27003176,0.49916056,0.11335682,2.29179046,1.08063799,0.18046226
-5.39369685,3.60114443,0.02333260,0.08305217,1.28103804,0.51323096,0.11920652,2.34601378,1.09419770,0.18451680
-5.38769385,3.66613606,0.02413914,0.08413528,1.28397865,0.52477387,0.12454030,2.38766734,1.10137882,0.18763198
-5.38169085,3.71106825,0.02484610,0.08478666,1.27874860,0.53362860,0.12927734,2.41610381,1.10203500,0.18975015
-5.37568784,3.73538338,0.02544910,0.08497773,1.26544597,0.53970713,0.13334937,2.43101309,1.09619478,0.19084177
-5.36968484,3.73905785,0.02594685,0.08469461,1.24436358,0.54299670,0.13670304,2.43242914,1.08405821,0.19090576
-5.36368184,3.72259661,0.02634112,0.08393784,1.21597499,0.54356005,0.13930180,2.42072596,1.06598853,0.18996897
-5.35767884,3.68701108,0.02663671,0.08272182,1.18091538,0.54153309,0.14112708,2.39660276,1.04249909,0.18808486
-5.35167584,3.63378121,0.02684119,0.08107399,1.13995798,0.53712007,0.14217882,2.36105873,1.01423628,0.18533142
-5.34567284,3.56480299,0.02696458,0.07903367,1.09398727,0.53058647,0.14247515,2.31535836,0.98195910,0.18180837
-5.33966983,3.48232355,0.02701885,0.07665073,1.04396990,0.52224983,0.14205142,2.26098877,0.94651625,0.17763374
-5.33366683,3.38886661,0.02701740,0.07398412,0.99092474,0.51246887,0.14095846,2.19961072,0.90882176,0.17294008
-5.32766383,3.28715139,0.02697438,0.07110020,0.93589311,0.50163148,0.13926019,2.13300562,0.86983012,0.16787030
-5.32166083,3.18000857,0.02690407,0.06807109,0.87991060,0.49014196,0.13703080,2.06302066,0.83051209,0.16257351
-5.31565783,3.07029683,0.02682018,0.06497302,0.82398127,0.47840818,0.13435153,1.99151448,0.79183184,0.15720087
-5.30965483,2.96082350,0.02673518,0.06188475,0.76905536,0.46682919,0.13130725,1.92030571,0.75472653,0.15190170
-5.30365183,2.85427267,0.02665974,0.05888609,0.71601111,0.45578385,0.12798305,1.85112648,0.72008881,0.14682007
-5.29764882,2.75314346,0.02660224,0.05605666,0.66564096,0.44562090,0.12446097,1.78558275,0.68875282,0.14209188
-5.29164582,2.65970062,0.02656838,0.05347472,0.61864266,0.43665097,0.12081711,1.72512280,0.66148390,0.13784260
-5.28564282,2.57593917,0.02656096,0.05121630,0.57561488,0.42914075,0.11711911,1.67101493,0.63897212,0.13418579
-5.27963982,2.50356353,0.02657982,0.04935444,0.53705735,0.42330955,0.11342427,1.62433487,0.62182940,0.13122228
-5.27363682,2.44398125,0.02662197,0.04795865,0.50337482,0.41932825,0.10977834,1.58596267,0.61058996,0.12904016
-5.26763382,2.39831034,0.02668181,0.04709448,0.47488440,0.41732060,0.10621491,1.55658859,0.60571353,0.12771534
-5.26163082,2.36739872,0.02675158,0.04682320,0.45182538,0.41736660,0.10275552,1.53672704,0.60759059,0.12731273
-5.25562781,2.35185348,0.02682194,0.04720146,0.43437088,0.41950771,0.09941046,1.52673685,0.61654907,0.12788784
-5.24962481,2.35207732,0.02688257,0.04828106,0.42264032,0.42375335,0.09617999,1.52684635,0.63286156,0.12948872
-5.24362181,2.36830928,0.02692300,0.05010855,0.41671215,0.43008832,0.09305611,1.53718129,0.65675225,0.13215786
-5.23761881,2.40066653,0.02693331,0.05272480,0.41663581,0.43848050,0.09002463,1.55779331,0.68840302,0.13593425
-5.23161581,2.44918426,0.02690497,0.05616449,0.42244257,0.44888838,0.08706739,1.58868729,0.72795771,0.14085508
-5.22561281,2.51385097,0.02683159,0.06045538,0.43415444,0.46126780,0.08416454,1.62984551,0.77552442,0.14695711
-5.21960980,2.59463667,0.02670957,0.06561758,0.45179103,0.47557761,0.08129678,1.68124705,0.83117522,0.15427764
-5.21360680,2.69151225,0.02653871,0.07166263,0.47537388,0.49178368,0.07844728,1.74288126,0.89494318,0.16285484
-5.20760380,2.80445883,0.02632263,0.07859265,0.50492834,0.50986115,0.07560339,1.81475439,0.96681688,0.17272750
-5.20160080,2.93346666,0.02606906,0.08639936,0.54048283,0.52979468,0.07275794,1.89688910,1.04673245,0.18393417
-5.19559780,3.07852368,0.02578996,0.09506336,0.58206583,0.55157683,0.06991012,1.98931684,1.13456373,0.19651168
-5.18959480,3.23959489,0.02550146,0.10455342,0.62970066,0.57520452,0.06706588,2.09206377,1.23011109,0.21049321
-5.18359180,3.41659394,0.02522364,0.11482612,0.68339852,0.60067395,0.06423794,2.20513111,1.33308973,0.22590586
-5.17758879,3.60934901,0.02498007,0.12582573,0.74315004,0.62797429,0.06144538,2.32847133,1.44311826,0.24276799
-5.17158579,3.81756552,0.02479732,0.13748453,0.80891592,0.65708065,0.05871284,2.46196171,1.55970837,0.26108642
-5.16558279,4.04078815,0.02470415,0.14972343,0.88061697,0.68794667,0.05606948,2.60537705,1.68225673,0.28085365
-5.15957979,4.27836502,0.02473080,0.16245317,0.95812400,0.72049747,0.05354771,2.75836340,1.81003970,0.30204520
-5.15357679,4.52941646,0.02490794,0.17557580,1.04124814,0.75462330,0.05118176,2.92041446,1.94221166,0.32461739
-5.14757379,4.79281062,0.02526581,0.18898660,1.12973188,0.79017442,0.04900620,3.09085243,2.07780757,0.34850543
-5.14157079,5.06714797,0.02583311,0.20257632,1.22324117,0.82695766,0.04705453,3.26881445,2.21575001,0.37362219
-5.13556778,5.35075568,0.02663603,0.21623360,1.32135911,0.86473482,0.04535772,3.45324588,2.35486093,0.39985752
-5.12956478,5.64169297,0.02769723,0.22984754,1.42358144,0.90322325,0.04394301,3.64290097,2.49387783,0.42707824
-5.12356178,5.93776732,0.02903494,0.24331028,1.52931403,0.94209853,0.04283281,3.83635117,2.63147430,0.45512885
-5.11755878,6.23656109,0.03066205,0.25651936,1.63787283,0.98099922,0.04204382,4.03200097,2.76628397,0.48383287
-5.11155578,6.53546770,0.03258545,0.26937994,1.74848623,1.01953350,0.04158632,4.22811071,2.89692740,0.51299474
-5.10555278,6.83173568,0.03480539,0.28180658,1.86030013,1.05728734,0.04146377,4.42282556,3.02204078,0.54240230
-5.09954977,7.12251882,0.03731503,0.29372462,1.97238575,1.09383385,0.04167253,4.61420932,3.14030544,0.57182970
-5.09354677,7.40493047,0.04010025,0.30507102,2.08375020,1.12874328,0.04220188,4.80028198,3.25047716,0.60104063
-5.08754377,7.67609965,0.04313952,0.31579475,2.19334967,1.16159328,0.04303415,4.97905923,3.35141400,0.62979184
-5.08154077,7.93322708,0.04640409,0.32585660,2.30010533,1.19197887,0.04414512,5.14859279,3.44210176,0.65783681
-5.07553777,8.17363901,0.04985831,0.33522861,2.40292141,1.21952168,0.04550448,5.30700979,3.52167619,0.68492953
-5.06953477,8.39483730,0.05346023,0.34389306,2.50070532,1.24387811,0.04707651,5.45255009,3.58944105,0.71082824
-5.06353177,8.59454438,0.05716232,0.35184130,2.59238943,1.26474605,0.04882084,5.58360039,3.64488160,0.73529927
-5.05752876,8.77074217,0.06091246,0.35907231,2.67695379,1.28187005,0.05069334,5.69872421,3.68767309,0.75812070
-5.05152576,8.92170429,0.06465502,0.36559139,2.75344935,1.29504474,0.05264704,5.79668716,3.71768424,0.77908601
-5.04552276,9.04602157,0.06833214,0.37140888,2.82102104,1.30411659,0.05463314,5.87647709,3.73497567,0.79800765
-5.03951976,9.14262077,0.07188508,0.37653917,2.87892984,1.30898413,0.05660211,5.93731913,3.73979362,0.81472044
-5.03351676,9.21077706,0.07525562,0.38099998,2.92657316,1.30959675,0.05850467,5.97868555,3.73255950,0.82908489
-5.02751376,9.25012064,0.07838754,0.38481203,2.96350291,1.30595245,0.06029295,6.00030086,3.71385562,0.84099031
-5.02151076,9.26063825,0.08122803,0.38799909,2.98944027,1.29809478,0.06192148,6.00214248,3.68440792,0.85035771
-5.01550775,9.24267005,0.08372906,0.39058837,3.00428681,1.28610927,0.06334820,5.98443747,3.64506641,0.85714241
-5.00950475,9.19690243,0.08584857,0.39261115,3.00813119,1.27011975,0.06453535,5.94765572,3.59678379,0.86133626
-5.00350175,9.12435715,0.08755162,0.39410363,3.00125115,1.25028465,0.06545037,5.89250012,3.54059313,0.86296934
-4.99749875,9.02637683,0.08881124,0.39510774,2.98411043,1.22679371,0.06606654,5.81989402,3.47758508,0.86211105
-4.99149575,8.90460710,0.08960908,0.39567187,2.95735065,1.19986506,0.06636355,5.73096632,3.40888511,0.85887040
-4.98549275,8.76097508,0.08993583,0.39585130,2.92177804,1.16974282,0.06632797,5.62703432,3.33563134,0.85339551
-4.97948974,8.59766404,0.08979136,0.39570824,2.87834565,1.13669511,0.06595342,5.50958457,3.25895316,0.84587201
-4.97348674,8.41708416,0.08918456,0.39531124,2.82813116,1.10101264,0.06524066,5.38025173,3.17995107,0.83652040
-4.96748374,8.22183911,0.08813294,0.39473412,2.77231129,1.06300732,0.06419747,5.24079557,3.09967794,0.82559236
-4.96148074,8.01468864,0.08666199,0.39405411,2.71213347,1.02301121,0.06283833,5.09307625,3.01912200,0.81336590
-4.95547774,7.79850726,0.08480425,0.39334947,2.64888581,0.98137516,0.06118398,4.93902807,2.93919166,0.80013956
-4.94947474,7.57623980,0.08259828,0.39269648,2.58386652,0.93846730,0.05926074,4.78063203,2.86070253,0.78622569
-4.94347174,7.35085444,0.08008735,0.39216605,2.51835377,0.89467105,0.05709979,4.61988757,2.78436686,0.77194313
-4.93746873,7.12529466,0.07731817,0.39182010,2.45357727,0.85038252,0.05473629,4.45878412,2.71078558,0.75760949
-4.93146573,6.90243132,0.07433947,0.39170791,2.39069259,0.80600734,0.05220844,4.29927317,2.64044331,0.74353329
-4.92546273,6.68501658,0.07120057,0.39186268,2.33075909,0.76195677,0.04955649,4.14324148,2.57370644,0.73000645
-4.91945973,6.47564139,0.06795010,0.39229856,2.27472251,0.71864327,0.04682175,3.99248640,2.51082457,0.71729734
-4.91345673,6.27669818,0.06463470,0.39300843,2.22340252,0.67647556,0.04404559,3.84869396,2.45193531,0.70564469
-4.90745373,6.09035012,0.06129797,0.39396256,2.17748581,0.63585330,0.04126856,3.71342042,2.39707248,0.69525285
-4.90145073,5.91850830,0.05797949,0.39510828,2.13752468,0.59716164,0.03852952,3.58807788,2.34617744,0.68628841
-4.89544772,5.76281749,0.05471416,0.39637096,2.10394090,0.56076579,0.03586492,3.47392411,2.29911334,0.67887847
-4.88944472,5.62465064,0.05153166,0.39765602,2.07703445,0.52700575,0.03330814,3.37205690,2.25568170,0.67311050
-4.88344172,5.50511203,0.04845622,0.39885225,2.05699634,0.49619153,0.03088904,3.28341244,2.21564075,0.66903393
-4.87743872,5.40504801,0.04550656,0.39983609,2.04392455,0.46859879,0.02863358,3.20876755,2.17872460,0.66666316
-4.87143572,5.32506419,0.04269604,0.40047671,2.03784197,0.44446526,0.02656357,3.14874490,2.14466257,0.66598177
-4.86543272,5.26554724,0.04003306,0.40064182,2.03871529,0.42398780,0.02469663,3.10382034,2.11319749,0.66694777
-4.85942971,5.22668940,0.03752156,0.40020368,2.04647339,0.40732025,0.02304613,3.07433141,2.08410221,0.66949932
-4.85342671,5.20851353,0.03516162,0.39904515,2.06102436,0.39457211,0.02162134,3.06048613,2.05719342,0.67356071
-4.84742371,5.21089683,0.03295022,0.39706544,2.08226990,0.38580786,0.02042760,3.06237084,2.03234197,0.67904802
-4.84142071,5.23359129,0.03088199,0.39418520,2.11011652,0.38104704,0.01946662,3.07995666,2.00947917,0.68587428
-4.83541771,5.27623961,0.02894997,0.39035067,2.14448287,0.38026502,0.01873671,3.11310382,1.98859884,0.69395362
-4.82941471,5.33838563,0.02714635,0.38553679,2.18530295,0.38339427,0.01823319,3.16156365,1.96975482,0.70320432
-4.82341171,5.41947901,0.02546310,0.37974894,2.23252540,0.39032626,0.01794871,3.22497828,1.95305432,0.71355058
-4.81740870,5.51887444,0.02389264,0.37302335,2.28610900,0.40091383,0.01787357,3.30287854,1.93864751,0.72492284
-4.81140570,5.63582615,0.02242819,0.36542607,2.34601509,0.41497409,0.01799612,3.39468053,1.92671394,0.73725698
-4.80540270,5.76947913,0.02106424,0.35705065,2.41219781,0.43229176,0.01830306,3.49968190,1.91744677,0.75049222
-4.79939970,5.91885871,0.01979665,0.34801461,2.48459279,0.45262300,0.01877974,3.61705874,1.91103577,0.76456826
-4.79339670,6.08286029,0.01862287,0.33845493,2.56310563,0.47569967,0.01941048,3.74586426,1.90765005,0.77942182
-4.78739370,6.26024110,0.01754180,0.32852270,2.64760079,0.50123400,0.02017882,3.88503011,1.90742170,0.79498285
-4.78139070,6.44961565,0.01655376,0.31837737,2.73789197,0.52892363,0.02106775,4.03337114,1.91043121,0.81117095
-4.77538769,6.64945622,0.01566020,0.30818068,2.83373447,0.55845684,0.02205995,4.18959429,1.91669544,0.82789216
-4.76938469,6.85809919,0.01486344,0.29809076,2.93481996,0.58951801,0.02313798,4.35231156,1.92615891,0.84503641
-4.76338169,7.07375750,0.01416633,0.28825646,3.04077390,0.62179294,0.02428445,4.52005697,1.93868861,0.86247598
-4.75737869,7.29453895,0.01357185,0.27881228,3.15115542,0.65497403,0.02548221,4.69130701,1.95407258,0.88006491
-4.75137569,7.51846940,0.01308276,0.26987409,3.26545915,0.68876486,0.02671444,4.86450340,1.97202210,0.89763959
-4.74537269,7.74351946,0.01270116,0.26153567,3.38311868,0.72288425,0.02796483,5.03807717,1.99217721,0.91502033
-4.73936968,7.96763296,0.01242819,0.25386633,3.50351071,0.75706924,0.02921762,5.21047243,2.01411491,0.93201395
-4.73336668,8.18875521,0.01226367,0.24690946,3.62595917,0.79107705,0.03045772,5.38016853,2.03735954,0.94841705
-4.72736368,8.40485894,0.01220587,0.24068224,3.74973855,0.82468569,0.03167078,5.54569901,2.06139446,0.96401987
-4.72136068,8.61396639,0.01225125,0.23517624,3.87407594,0.85769326,0.03284319,5.70566618,2.08567432,0.97861041
-4.71535768,8.81416588,0.01239438,0.23035898,3.99815114,0.88991587,0.03396214,5.85875056,2.10963718,0.99197857
-4.70935468,9.00362217,0.01262784,0.22617624,4.12109500,0.92118427,0.03501560,6.00371445,2.13271594,1.00392016
-4.70335168,9.18058024,0.01294225,0.22255508,4.24198595,0.95133943,0.03599237,6.13939997,2.15434846,1.01424048
-4.69734867,9.34336311,0.01332637,0.21940735,4.35984543,0.98022739,0.03688202,6.26472192,2.17398616,1.02275741
-4.69134567,9.49036477,0.01376727,0.21663353,4.47363297,1.00769358,0.03767493,6.37865661,2.19110096,1.02930396
-4.68534267,9.62004002,0.01425055,0.21412686,4.58224213,1.03357737,0.03836226,6.48022827,2.20519061,1.03373027
-4.67933967,9.73089352,0.01476071,0.21177744,4.68449847,1.05770705,0.03893598,6.56849474,2.21578264,1.03590502
-4.67333667,9.82147057,0.01528141,0.20947638,4.77916105,1.07989588,0.03938891,6.64253469,2.22243728,1.03571655
-4.66733367,9.89035222,0.01579598,0.20711965,4.86492869,1.09993964,0.03971474,6.70143822,2.22474980,1.03307368
-4.66133067,9.93615715,0.01628779,0.20461169,4.94045205,1.11761614,0.03990812,6.74430305,2.22235269,1.02790640
-4.65532766,9.95755222,0.01674069,0.20186868,5.00435245,1.13268680,0.03996479,6.77023759,2.21491821,1.02016669
-4.64932466,9.95327314,0.01713949,0.19882125,5.05524771,1.14490075,0.03988165,6.77837214,2.20216163,1.00982950
-4.64332166,9.92215559,0.01747038,0.19541678,5.09178475,1.15400112,0.03965689,6.76787865,2.18384539,0.99689398
