energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-5.84992496,2.33084190,0.00727852,0.16688861,0.62268799,0.51721277,0.78020086,0.51345224,0.00977858,1.07614498
-5.84392196,2.34345278,0.00729803,0.17199039,0.62989454,0.52013198,0.77457735,0.52020837,0.00992881,1.08125257
-5.83791896,2.36420705,0.00738121,0.17809539,0.63902950,0.52488522,0.77214871,0.52850564,0.01013967,1.08998489
-5.83191596,2.39343072,0.00752330,0.18521366,0.65015183,0.53149806,0.77316524,0.53841864,0.01041340,1.10244864
-5.82591296,2.43121062,0.00771854,0.19333034,0.66325097,0.53995024,0.77777051,0.54998294,0.01075077,1.11863242
-5.81990995,2.47738827,0.00796024,0.20240577,0.67824493,0.55017481,0.78599827,0.56319381,0.01115101,1.13840392
-5.81390695,2.53156243,0.00824085,0.21237631,0.69498109,0.56205885,0.79777318,0.57800635,0.01161171,1.16151173
-5.80790395,2.59310013,0.00855212,0.22315612,0.71323972,0.57544553,0.81291538,0.59433686,0.01212877,1.18759164
-5.80190095,2.66115559,0.00888522,0.23463960,0.73274008,0.59013765,0.83114832,0.61206548,0.01269641,1.21617721
-5.79589795,2.73469606,0.00923093,0.24670446,0.75314876,0.60590250,0.85210954,0.63103982,0.01330720,1.24671406
-5.78989495,2.81253353,0.00957987,0.25921527,0.77409000,0.62247778,0.87536369,0.65107943,0.01395220,1.27857735
-5.78389195,2.89336086,0.00992273,0.27202729,0.79515741,0.63957852,0.90041731,0.67198088,0.01462110,1.31109179
-5.77788894,2.97579099,0.01025046,0.28499042,0.81592669,0.65690469,0.92673452,0.69352325,0.01530240,1.34355326
-5.77188594,3.05839758,0.01055462,0.29795316,0.83596881,0.67414925,0.95375321,0.71547381,0.01598377,1.37525121
-5.76588294,3.13975583,0.01082751,0.31076646,0.85486309,0.69100641,0.98090090,0.73759362,0.01665225,1.40549113
-5.75987994,3.21848184,0.01106247,0.32328718,0.87220974,0.70717983,1.00760995,0.75964300,0.01729474,1.43361600
-5.75387694,3.29326963,0.01125405,0.33538125,0.88764141,0.72239049,1.03333164,0.78138674,0.01789827,1.45902629
-5.74787394,3.36292442,0.01139818,0.34692644,0.90083333,0.73638399,1.05754868,0.80259880,0.01845047,1.48119761
-5.74187094,3.42639181,0.01149230,0.35781451,0.91151182,0.74893717,1.07978612,0.82306671,0.01893995,1.49969553
-5.73586793,3.48278185,0.01153543,0.36795306,0.91946090,0.75986375,1.09962038,0.84259540,0.01935665,1.51418734
-5.72986493,3.53138808,0.01152821,0.37726676,0.92452696,0.76901891,1.11668649,0.86101071,0.01969224,1.52445021
-5.72386193,3.57170102,0.01147285,0.38569818,0.92662143,0.77630280,1.13068347,0.87816242,0.01994036,1.53037597
-5.71785893,3.60341635,0.01137304,0.39320824,0.92572150,0.78166275,1.14137802,0.89392692,0.02009687,1.53197223
-5.71185593,3.62643790,0.01123385,0.39977621,0.92186901,0.78509425,1.14860660,0.90820955,0.02016001,1.52936019
-5.70585293,3.64087554,0.01106150,0.40539944,0.91516776,0.78664072,1.15227602,0.92094653,0.02013044,1.52276923
-5.69984992,3.64703840,0.01086313,0.41009267,0.90577931,0.78639202,1.15236266,0.93210652,0.02001123,1.51252867
-5.69384692,3.64542366,0.01064659,0.41388712,0.89391765,0.78448178,1.14891047,0.94169171,0.01980777,1.49905706
-5.68784392,3.63670117,0.01042008,0.41682925,0.87984275,0.78108367,1.14202780,0.94973839,0.01952751,1.48284931
-5.68184092,3.62169443,0.01019187,0.41897916,0.86385350,0.77640659,1.13188304,0.95631678,0.01917976,1.46446216
-5.67583792,3.60135801,0.00997000,0.42040879,0.84627995,0.77068898,1.11869932,0.96153025,0.01877529,1.44449844
-5.66983492,3.57675206,0.00976197,0.42119972,0.82747525,0.76419245,1.10274811,0.96551349,0.01832594,1.42359049
-5.66383192,3.54901422,0.00957445,0.42144074,0.80780742,0.75719462,1.08434194,0.96842987,0.01784420,1.40238314
-5.65782891,3.51932949,0.00941307,0.42122507,0.78765097,0.74998176,1.06382615,0.97046774,0.01734277,1.38151684
-5.65182591,3.48889881,0.00928214,0.42064749,0.76737875,0.74284097,1.04157006,0.97183580,0.01683408,1.36161117
-5.64582291,3.45890693,0.00918455,0.41980119,0.74735395,0.73605257,1.01795739,0.97275753,0.01632986,1.34324928
-5.63981991,3.43049055,0.00912166,0.41877457,0.72792257,0.72988253,0.99337644,0.97346490,0.01584078,1.32696351
-5.63381691,3.40470764,0.00909320,0.41764818,0.70940632,0.72457553,0.96821018,0.97419148,0.01537608,1.31322277
-5.62781391,3.38250887,0.00909737,0.41649175,0.69209621,0.72034850,0.94282647,0.97516530,0.01494328,1.30242175
-5.62181091,3.36471211,0.00913085,0.41536150,0.67624690,0.71738525,0.91756888,0.97660155,0.01454803,1.29487245
-5.61580790,3.35198095,0.00918896,0.41429799,0.66207194,0.71583203,0.89274840,0.97869567,0.01419393,1.29079814
-5.60980490,3.34480794,0.00926586,0.41332445,0.64974000,0.71579432,0.86863626,0.98161689,0.01388255,1.29032986
-5.60380190,3.34350316,0.00935475,0.41244577,0.63937210,0.71733489,0.84545827,0.98550267,0.01361346,1.29350562
-5.59779890,3.34818854,0.00944820,0.41164827,0.63104008,0.72047320,0.82339077,0.99045406,0.01338436,1.30027207
-5.59179590,3.35879783,0.00953837,0.41090016,0.62476611,0.72518596,0.80255846,0.99653230,0.01319130,1.31048871
-5.58579290,3.37508236,0.00961735,0.41015283,0.62052339,0.73140899,0.78303406,1.00375677,0.01302894,1.32393410
-5.57978989,3.39662188,0.00967747,0.40934279,0.61823794,0.73903994,0.76483979,1.01210413,0.01289089,1.34031406
-5.57378689,3.42284000,0.00971157,0.40839425,0.61779144,0.74794200,0.74795057,1.02150877,0.01277002,1.35927116
-5.56778389,3.45302333,0.00971326,0.40722226,0.61902494,0.75794806,0.73229872,1.03186448,0.01265891,1.38039534
-5.56178089,3.48634348,0.00967717,0.40573609,0.62174347,0.76886548,0.71777991,1.04302714,0.01255013,1.40323501
-5.55577789,3.52188083,0.00959909,0.40384295,0.62572124,0.78048082,0.70426000,1.05481825,0.01243670,1.42730830
-5.54977489,3.55864926,0.00947616,0.40145164,0.63070746,0.79256480,0.69158249,1.06702928,0.01231235,1.45211415
-5.54377189,3.59562085,0.00930687,0.39847615,0.63643243,0.80487695,0.67957616,1.07942652,0.01217184,1.47714277
-5.53776888,3.63174999,0.00909116,0.39483896,0.64261405,0.81717014,0.66806271,1.09175639,0.01201120,1.50188537
-5.53176588,3.66599625,0.00883031,0.39047388,0.64896424,0.82919472,0.65686392,1.10375109,0.01182790,1.52584301
-5.52576288,3.69734563,0.00852688,0.38532854,0.65519549,0.84070245,0.64580824,1.11513449,0.01162096,1.54853444
-5.51975988,3.72483006,0.00818460,0.37936614,0.66102720,0.85145006,0.63473655,1.12562815,0.01139096,1.56950303
-5.51375688,3.74754504,0.00780816,0.37256671,0.66619177,0.86120269,0.62350698,1.13495745,0.01114005,1.58832286
-5.50775388,3.76466543,0.00740303,0.36492773,0.67044032,0.86973715,0.61199860,1.14285788,0.01087180,1.60460396
-5.50175088,3.77545943,0.00697526,0.35646410,0.67354796,0.87684510,0.60011418,1.14908116,0.01059106,1.61799710
-5.49574787,3.77930093,0.00653124,0.34720763,0.67531840,0.88233619,0.58778180,1.15340137,0.01030376,1.62819782
-5.48974487,3.77568010,0.00607747,0.33720593,0.67558795,0.88604131,0.57495547,1.15562083,0.01001659,1.63495021
-5.48374187,3.76421224,0.00562038,0.32652099,0.67422869,0.88781572,0.56161483,1.15557560,0.00973677,1.63805014
-5.47773887,3.74464476,0.00516611,0.31522730,0.67115072,0.88754212,0.54776403,1.15314035,0.00947171,1.63734800
-5.47173587,3.71686202,0.00472038,0.30340975,0.66630346,0.88513365,0.53342983,1.14823256,0.00922869,1.63275094
-5.46573287,3.68088768,0.00428833,0.29116129,0.65967598,0.88053643,0.51865907,1.14081565,0.00901453,1.62422431
-5.45972986,3.63688440,0.00387442,0.27858057,0.65129611,0.87373176,0.50351571,1.13090085,0.00883534,1.61179230
-5.45372686,3.58515033,0.00348240,0.26576942,0.64122861,0.86473764,0.48807736,1.11854775,0.00869621,1.59553746
-5.44772386,3.52611243,0.00311521,0.25283043,0.62957226,0.85360948,0.47243157,1.10386325,0.00860097,1.57559907
-5.44172086,3.46031627,0.00277503,0.23986466,0.61645593,0.84043992,0.45667205,1.08699889,0.00855207,1.55217017
-5.43571786,3.38841246,0.00246326,0.22696940,0.60203393,0.82535758,0.44089471,1.06814657,0.00855036,1.52549320
-5.42971486,3.31113999,0.00218062,0.21423625,0.58648056,0.80852481,0.42519395,1.04753281,0.00859509,1.49585437
-5.42371186,3.22930681,0.00192713,0.20174938,0.56998426,0.79013431,0.40965909,1.02541159,0.00868384,1.46357673
-5.41770885,3.14376833,0.00170225,0.18958418,0.55274153,0.77040482,0.39437125,1.00205626,0.00881261,1.42901230
-5.41170585,3.05540472,0.00150496,0.17780619,0.53495075,0.74957594,0.37940064,0.97775077,0.00897590,1.39253335
-5.40570285,2.96509778,0.00133380,0.16647039,0.51680633,0.72790229,0.36480459,0.95278056,0.00916687,1.35452331
-5.39969985,2.87370855,0.00118701,0.15562099,0.49849330,0.70564727,0.35062611,0.92742374,0.00937755,1.31536767
-5.39369685,2.78205653,0.00106258,0.14529149,0.48018258,0.68307652,0.33689340,0.90194281,0.00959913,1.27544508
-5.38769385,2.69090150,0.00095834,0.13550524,0.46202713,0.66045154,0.32362011,0.87657756,0.00982219,1.23511925
-5.38169085,2.60092874,0.00087206,0.12627637,0.44415907,0.63802359,0.31080635,0.85153927,0.01003707,1.19473174
-5.37568784,2.51273832,0.00080146,0.11761101,0.42668786,0.61602809,0.29844066,0.82700671,0.01023414,1.15459611
-5.36968484,2.42683877,0.00074433,0.10950898,0.40969962,0.59467979,0.28650251,0.80312403,0.01040415,1.11499344
-5.36368184,2.34364540,0.00069851,0.10196563,0.39325745,0.57416879,0.27496560,0.78000063,0.01053857,1.07616938
-5.35767884,2.26348313,0.00066197,0.09497400,0.37740274,0.55465755,0.26380151,0.75771306,0.01062980,1.03833277
-5.35167584,2.18659359,0.00063284,0.08852712,0.36215731,0.53627892,0.25298378,0.73630874,0.01067149,1.00165566
-5.34567284,2.11314579,0.00060942,0.08262042,0.34752623,0.51913523,0.24249213,0.71581133,0.01065869,0.96627473
-5.33966983,2.04324996,0.00059019,0.07725419,0.33350109,0.50329839,0.23231666,0.69622734,0.01058803,0.93229374
-5.33366683,1.97697346,0.00057381,0.07243607,0.32006362,0.48881086,0.22246189,0.67755382,0.01045781,0.89978684
-5.32766383,1.91435810,0.00055915,0.06818340,0.30718928,0.47568752,0.21295051,0.65978644,0.01026801,0.86880253
-5.32166083,1.85543783,0.00054528,0.06452547,0.29485080,0.46391821,0.20382662,0.64292777,0.01002027,0.83936797
-5.31565783,1.80025611,0.00053143,0.06150558,0.28302150,0.45347081,0.19515835,0.62699520,0.00971781,0.81149328
-5.30965483,1.74888192,0.00051704,0.05918284,0.27167803,0.44429479,0.18703987,0.61202819,0.00936525,0.78517588
-5.30365183,1.70142394,0.00050167,0.05763363,0.26080274,0.43632498,0.17959260,0.59809438,0.00896849,0.76040439
-5.29764882,1.65804214,0.00048508,0.05695274,0.25038537,0.42948551,0.17296553,0.58529438,0.00853441,0.73716216
-5.29164582,1.61895632,0.00046712,0.05725396,0.24042414,0.42369368,0.16733481,0.57376496,0.00807070,0.71543023
-5.28564282,1.58445132,0.00044779,0.05867026,0.23092618,0.41886371,0.16290232,0.56368039,0.00758552,0.69518971
-5.27963982,1.55487851,0.00042716,0.06135324,0.22190744,0.41491022,0.15989345,0.55525195,0.00708733,0.67642346
-5.27363682,1.53065350,0.00040540,0.06547197,0.21339197,0.41175129,0.15855380,0.54872541,0.00658454,0.65911723
-5.26763382,1.51225001,0.00038274,0.07121104,0.20541076,0.40931102,0.15914510,0.54437671,0.00608536,0.64326007
-5.26163082,1.50018985,0.00035943,0.07876765,0.19800023,0.40752157,0.16194012,0.54250561,0.00559752,0.62884424
-5.25562781,1.49502925,0.00033579,0.08834791,0.19120041,0.40632450,0.16721660,0.54342779,0.00512813,0.61586455
-5.24962481,1.49734172,0.00031211,0.10016207,0.18505289,0.40567144,0.17525033,0.54746527,0.00468354,0.60431721
-5.24362181,1.50769769,0.00028872,0.11441880,0.17959870,0.40552410,0.18630734,0.55493557,0.00426918,0.59419824
-5.23761881,1.52664154,0.00026590,0.13131843,0.17487621,0.40585353,0.20063528,0.56613982,0.00388954,0.58550160
-5.23161581,1.55466631,0.00024394,0.15104544,0.17091897,0.40663880,0.21845415,0.58135010,0.00354812,0.57821696
-5.22561281,1.59218709,0.00022309,0.17376007,0.16775383,0.40786502,0.23994652,0.60079647,0.00324738,0.57232734
-5.21960980,1.63951356,0.00020355,0.19958951,0.16539910,0.40952101,0.26524752,0.62465407,0.00298885,0.56780665
-5.21360680,1.69682290,0.00018550,0.22861865,0.16386303,0.41159647,0.29443483,0.65303064,0.00277306,0.56461721
-5.20760380,1.76413393,0.00016907,0.26088112,0.16314257,0.41407905,0.32751910,0.68595506,0.00259972,0.56270747
-5.20160080,1.84128372,0.00015434,0.29635057,0.16322236,0.41695138,0.36443517,0.72336733,0.00246771,0.56200990
-5.19559780,1.92790768,0.00014137,0.33493296,0.16407411,0.42018815,0.40503460,0.76511051,0.00237520,0.56243932
-5.18959480,2.02342453,0.00013015,0.37646018,0.16565633,0.42375354,0.44907980,0.81092502,0.00231975,0.56389163
-5.18359180,2.12702697,0.00012065,0.42068540,0.16791442,0.42759908,0.49624055,0.86044579,0.00229839,0.56624320
-5.17758879,2.23767919,0.00011281,0.46728071,0.17078108,0.43166213,0.54609299,0.91320252,0.00230774,0.56935093
-5.17158579,2.35412194,0.00010653,0.51583729,0.17417717,0.43586496,0.59812166,0.96862342,0.00234409,0.57305294
-5.16558279,2.47488558,0.00010169,0.56586850,0.17801282,0.44011472,0.65172480,1.02604241,0.00240348,0.57717024
-5.15957979,2.59831135,0.00009815,0.61681594,0.18218901,0.44430416,0.70622302,1.08470989,0.00248182,0.58150897
-5.15357679,2.72258064,0.00009576,0.66805865,0.18659934,0.44831319,0.76087134,1.14380679,0.00257496,0.58586358
-5.14757379,2.84575176,0.00009434,0.71892516,0.19113212,0.45201122,0.81487445,1.20246174,0.00267877,0.59002059
-5.14157079,2.96580307,0.00009374,0.76870834,0.19567273,0.45526025,0.86740474,1.25977067,0.00278922,0.59376305
-5.13556778,3.08068135,0.00009377,0.81668232,0.20010607,0.45791851,0.91762271,1.31481838,0.00290245,0.59687547
-5.12956478,3.18835367,0.00009427,0.86212124,0.20431916,0.45984464,0.96469896,1.36670123,0.00301484,0.59914908
-5.12356178,3.28686084,0.00009507,0.90431884,0.20820378,0.46090215,1.00783701,1.41455014,0.00312303,0.60038728
-5.11755878,3.37437052,0.00009602,0.94260827,0.21165904,0.46096403,1.04629608,1.45755310,0.00322404,0.60041118
-5.11155578,3.44922776,0.00009697,0.97638133,0.21459380,0.45991737,1.07941287,1.49497609,0.00331523,0.59906481
-5.10555278,3.51000106,0.00009781,1.00510615,0.21692900,0.45766768,1.10662136,1.52618188,0.00339437,0.59622016
-5.09954977,3.55552193,0.00009843,1.02834270,0.21859958,0.45414296,1.12746991,1.55064569,0.00345963,0.59178155
-5.09354677,3.58491658,0.00009872,1.04575534,0.21955620,0.44929710,1.14163479,1.56796727,0.00350963,0.58568940
-5.08754377,3.59762823,0.00009863,1.05712194,0.21976643,0.44311271,1.14892957,1.57787894,0.00354339,0.57792313
-5.08154077,3.59342950,0.00009809,1.06233907,0.21921565,0.43560313,1.14931003,1.58024927,0.00356032,0.56850318
-5.07553777,3.57242433,0.00009706,1.06142324,0.21790746,0.42681360,1.14287430,1.57508249,0.00356025,0.55749200
-5.06953477,3.53503976,0.00009555,1.05450799,0.21586355,0.41682152,1.12985840,1.56251375,0.00354329,0.54499398
-5.06353177,3.48200800,0.00009354,1.04183722,0.21312324,0.40573578,1.11062730,1.54280052,0.00350992,0.53115433
-5.05752876,3.41433996,0.00009104,1.02375502,0.20974253,0.39369524,1.08566205,1.51631082,0.00346084,0.51615691
-5.05152576,3.33329151,0.00008810,1.00069262,0.20579279,0.38086629,1.05554361,1.48350876,0.00339699,0.50022110
-5.04552276,3.24032410,0.00008474,0.97315304,0.20135902,0.36743973,1.02093408,1.44493828,0.00331948,0.48359766
-5.03951976,3.13706153,0.00008102,0.94169432,0.19653795,0.35362684,0.98255624,1.40120575,0.00322954,0.46656390
-5.03351676,3.02524468,0.00007699,0.90691198,0.19143579,0.33965500,0.94117226,1.35296223,0.00312851,0.44941806
-5.02751376,2.90668593,0.00007272,0.86942148,0.18616584,0.32576281,0.89756237,1.30088616,0.00301775,0.43247317
-5.02151076,2.78322482,0.00006827,0.82984151,0.18084601,0.31219490,0.85250447,1.24566702,0.00289867,0.41605054
-5.01550775,2.65668654,0.00006371,0.78877855,0.17559626,0.29919659,0.80675510,1.18799048,0.00277267,0.40047290
-5.00950475,2.52884408,0.00005908,0.74681332,0.17053598,0.28700850,0.76103263,1.12852544,0.00264112,0.38605755
-5.00350175,2.40138513,0.00005447,0.70448942,0.16578153,0.27586127,0.71600288,1.06791314,0.00250533,0.37310949
-4.99749875,2.27588412,0.00004991,0.66230442,0.16144375,0.26597056,0.67226750,1.00675855,0.00236659,0.36191481
-4.99149575,2.15377969,0.00004546,0.62070338,0.15762567,0.25753230,0.63035533,0.94562378,0.00222610,0.35273451
-4.98549275,2.03635754,0.00004117,0.58007478,0.15442039,0.25071859,0.59071644,0.88502363,0.00208501,0.34579873
-4.97948974,1.92473858,0.00003706,0.54074877,0.15190916,0.24567401,0.55371913,0.82542289,0.00194439,0.34130183
-4.97348674,1.81987195,0.00003316,0.50299733,0.15015975,0.24251279,0.51964919,0.76723523,0.00180524,0.33939822
-4.96748374,1.72253243,0.00002951,0.46703612,0.14922507,0.24131665,0.48871154,0.71082335,0.00166848,0.34019917
-4.96148074,1.63332190,0.00002610,0.43302766,0.14914222,0.24213355,0.46103363,0.65650008,0.00153496,0.34377078
-4.95547774,1.55267424,0.00002296,0.40108547,0.14993181,0.24497733,0.43667044,0.60453031,0.00140545,0.35013307
-4.94947474,1.48086317,0.00002008,0.37127883,0.15159781,0.24982835,0.41561064,0.55513330,0.00128062,0.35926044
-4.94347174,1.41801272,0.00001746,0.34363791,0.15412774,0.25663498,0.39778361,0.50848541,0.00116107,0.37108334
-4.93746873,1.36410979,0.00001510,0.31815893,0.15749337,0.26531611,0.38306711,0.46472299,0.00104732,0.38549129
-4.93146573,1.31901843,0.00001299,0.29480927,0.16165181,0.27576447,0.37129526,0.42394531,0.00093977,0.40233709
-4.92546273,1.28249554,0.00001111,0.27353228,0.16654711,0.28785068,0.36226671,0.38621763,0.00083876,0.42144211
-4.91945973,1.25420742,0.00000945,0.25425173,0.17211213,0.30142797,0.35575271,0.35157413,0.00074450,0.44260250
-4.91345673,1.23374701,0.00000800,0.23687595,0.17827076,0.31633725,0.35150500,0.32002099,0.00065714,0.46559607
-4.90745373,1.22065113,0.00000673,0.22130143,0.18494041,0.33241240,0.34926344,0.29153924,0.00057671,0.49018942
-4.90145073,1.21441735,0.00000563,0.20741612,0.19203453,0.34948552,0.34876306,0.26608777,0.00050318,0.51614521
-4.89544772,1.21451994,0.00000469,0.19510231,0.19946522,0.36739187,0.34974060,0.24360606,0.00043642,0.54322892
-4.88944472,1.22042442,0.00000389,0.18423917,0.20714562,0.38597424,0.35194032,0.22401694,0.00037624,0.57121503
-4.88344172,1.23160003,0.00000320,0.17470493,0.21499214,0.40508654,0.35511906,0.20722914,0.00032237,0.59989201
-4.87743872,1.24752987,0.00000262,0.16637887,0.22292624,0.42459634,0.35905028,0.19313956,0.00027450,0.62906597
-4.87143572,1.26771810,0.00000214,0.15914286,0.23087586,0.44438627,0.36352728,0.18163535,0.00023227,0.65856268
-4.86543272,1.29169414,0.00000174,0.15288282,0.23877620,0.46435417,0.36836525,0.17259553,0.00019529,0.68822792
-4.85942971,1.31901353,0.00000140,0.14748974,0.24656999,0.48441193,0.37340233,0.16589232,0.00016315,0.71792588
-4.85342671,1.34925580,0.00000113,0.14286054,0.25420720,0.50448317,0.37849964,0.16139201,0.00013544,0.74753601
-4.84742371,1.38201932,0.00000091,0.13889867,0.26164417,0.52449979,0.38354030,0.15895533,0.00011172,0.77694830
-4.84142071,1.41691387,0.00000073,0.13551436,0.26884231,0.54439774,0.38842757,0.15843757,0.00009159,0.80605733
-4.83541771,1.45355134,0.00000060,0.13262476,0.27576639,0.56411223,0.39308229,0.15968828,0.00007465,0.83475562
-4.82941471,1.49153554,0.00000049,0.13015378,0.28238268,0.58357275,0.39743971,0.16255073,0.00006053,0.86292661
-4.82341171,1.53045183,0.00000042,0.12803174,0.28865692,0.60269825,0.40144602,0.16686128,0.00004888,0.89043793
-4.81740870,1.56985766,0.00000038,0.12619494,0.29455247,0.62139288,0.40505472,0.17244876,0.00003939,0.91713541
-4.81140570,1.60927486,0.00000036,0.12458510,0.30002863,0.63954265,0.40822313,0.17913403,0.00003179,0.94283836
-4.80540270,1.64818448,0.00000037,0.12314872,0.30503943,0.65701328,0.41090920,0.18672988,0.00002585,0.96733667
-4.79939970,1.68602497,0.00000042,0.12183651,0.30953280,0.67364958,0.41306888,0.19504136,0.00002137,0.99038990
-4.79339670,1.72219421,0.00000051,0.12060284,0.31345054,0.68927636,0.41465419,0.20386676,0.00001822,1.01172875
-4.78739370,1.75605549,0.00000064,0.11940525,0.31672873,0.70370105,0.41561204,0.21299924,0.00001629,1.03105898
-4.78139070,1.78694765,0.00000083,0.11820418,0.31929896,0.71671798,0.41588402,0.22222921,0.00001554,1.04806761
-4.77538769,1.81419905,0.00000109,0.11696274,0.32109007,0.72811399,0.41540705,0.23134747,0.00001596,1.06243130
-4.76938469,1.83714478,0.00000144,0.11564671,0.32203050,0.73767534,0.41411482,0.24014905,0.00001763,1.07382655
-4.76338169,1.85514641,0.00000191,0.11422466,0.32205106,0.74519538,0.41194011,0.24843761,0.00002066,1.08194109
-4.75737869,1.86761338,0.00000251,0.11266820,0.32108788,0.75048275,0.40881758,0.25603036,0.00002523,1.08648615
-4.75137569,1.87402485,0.00000329,0.11095240,0.31908563,0.75336944,0.40468708,0.26276318,0.00003159,1.08720865
-4.74537269,1.87395094,0.00000429,0.10905612,0.31600053,0.75371854,0.39949715,0.26849592,0.00004008,1.08390298
-4.73936968,1.86707214,0.00000556,0.10696259,0.31180317,0.75143097,0.39320847,0.27311734,0.00005108,1.07642147
-4.73336668,1.85319597,0.00000714,0.10465977,0.30648093,0.74645102,0.38579719,0.27654977,0.00006510,1.06468312
-4.72736368,1.83226971,0.00000912,0.10214079,0.30003988,0.73877031,0.37725775,0.27875298,0.00008269,1.04868006
-4.72136068,1.80438862,0.00001155,0.09940423,0.29250589,0.72842990,0.36760515,0.27972721,0.00010451,1.02848140
-4.71535768,1.76979913,0.00001454,0.09645426,0.28392517,0.71552050,0.35687644,0.27951506,0.00013131,1.00423419
-4.70935468,1.72889663,0.00001817,0.09330067,0.27436392,0.70018077,0.34513140,0.27820210,0.00016393,0.97616144
-4.70335168,1.68221792,0.00002254,0.08995867,0.26390724,0.68259374,0.33245226,0.27591617,0.00020325,0.94455740
-4.69734867,1.63042863,0.00002776,0.08644858,0.25265733,0.66298164,0.31894260,0.27282516,0.00025026,0.90978012
-4.69134567,1.57430607,0.00003394,0.08279528,0.24073104,0.64159929,0.30472530,0.26913351,0.00030597,0.87224182
-4.68534267,1.51471820,0.00004120,0.07902752,0.22825689,0.61872650,0.28993980,0.26507721,0.00037142,0.83239744
-4.67933967,1.45259967,0.00004966,0.07517715,0.21537171,0.59465977,0.27473859,0.26091772,0.00044764,0.79073201
-4.67333667,1.38892583,0.00005942,0.07127818,0.20221701,0.56970378,0.25928332,0.25693477,0.00053566,0.74774722
-4.66733367,1.32468585,0.00007060,0.06736581,0.18893529,0.54416289,0.24374052,0.25341831,0.00063638,0.70394806
-4.66133067,1.26085585,0.00008327,0.06347542,0.17566645,0.51833323,0.22827714,0.25065990,0.00075063,0.65982981
-4.65532766,1.19837317,0.00009751,0.05964158,0.16254433,0.49249542,0.21305623,0.24894384,0.00087904,0.61586610
-4.64932466,1.13811247,0.00011337,0.05589712,0.14969369,0.46690845,0.19823273,0.24853819,0.00102203,0.57249829
-4.64332166,1.08086468,0.00013086,0.05227224,0.13722757,0.44180460,0.18394967,0.24968611,0.00117977,0.53012667
