energy_ev,total_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.65182591,6.35413057,2.19237650,2.48604525,0.09433236,0.73697331,0.04243263,2.24015662,0.52781456,0.43294865
-5.64582291,6.25805156,2.16041558,2.44392497,0.09364808,0.72004420,0.04151122,2.20904479,0.53039840,0.42822374
-5.63981991,6.14107788,2.11903768,2.39505678,0.09240764,0.70268790,0.04041376,2.16745466,0.53334086,0.42167454
-5.63381691,6.00414857,2.06874552,2.33972961,0.09063168,0.68492454,0.03915301,2.11589102,0.53639755,0.41340202
-5.62781391,5.84860620,2.01023187,2.27835808,0.08835184,0.66677133,0.03774579,2.05508201,0.53931689,0.40353998
-5.62181091,5.67615526,1.94435905,2.21146943,0.08560956,0.64824389,0.03621244,1.98595618,0.54184620,0.39224999
-5.61580790,5.48880816,1.87213256,2.13968648,0.08245465,0.62935746,0.03457612,1.90961278,0.54373777,0.37971563
-5.60980490,5.28882147,1.79467016,2.06370761,0.07894348,0.61012783,0.03286204,1.82728661,0.54475464,0.36613620
-5.60380190,5.07862569,1.71316767,1.98428470,0.07513720,0.59057222,0.03109667,1.74030905,0.54467618,0.35172024
-5.59779890,4.86075199,1.62886341,1.90220035,0.07109967,0.57070997,0.02930691,1.65006720,0.54330305,0.33667901
-5.59179590,4.63775910,1.54300240,1.81824523,0.06689560,0.55056304,0.02751934,1.55796276,0.54046182,0.32122035
-5.58579290,4.41216362,1.45680218,1.73319684,0.06258866,0.53015658,0.02575938,1.46537237,0.53600883,0.30554303
-5.57978989,4.18637651,1.37142128,1.64780037,0.05823983,0.50951931,0.02405075,1.37361090,0.52983346,0.28983180
-5.57378689,3.96264777,1.28793155,1.56275250,0.05390592,0.48868400,0.02241482,1.28389897,0.52186055,0.27425336
-5.56778389,3.74302113,1.20729501,1.47868839,0.04963842,0.46768786,0.02087019,1.19733555,0.51205208,0.25895328
-5.56178089,3.52929956,1.13034585,1.39617239,0.04548260,0.44657300,0.01943238,1.11487635,0.50040796,0.24405395
-5.55577789,3.32302193,1.05777783,1.31569223,0.04147691,0.42538678,0.01811362,1.03731828,0.48696583,0.22965357
-5.54977489,3.12545065,0.99013688,1.23765675,0.03765275,0.40418217,0.01692276,0.96529009,0.47180012,0.21582612
-5.54377189,2.93756938,0.92781882,1.16239659,0.03403441,0.38301795,0.01586533,0.89924877,0.45502003,0.20262222
-5.53776888,2.76008992,0.87107176,1.09016766,0.03063933,0.36195886,0.01494362,0.83948151,0.43676674,0.19007081
-5.53176588,2.59346672,0.82000252,1.02115662,0.02747859,0.34107547,0.01415699,0.78611246,0.41720980,0.17818143
-5.52576288,2.43791764,0.77458661,0.95548803,0.02455748,0.32044388,0.01350208,0.73911368,0.39654274,0.16694701
-5.51975988,2.29344938,0.73468098,0.89323243,0.02187623,0.30014525,0.01297321,0.69831948,0.37497822,0.15634695
-5.51375688,2.15988620,0.70003895,0.83441499,0.01943086,0.28026507,0.01256277,0.66344342,0.35274260,0.14635035
-5.50775388,2.03690051,0.67032674,0.77902426,0.01721394,0.26089218,0.01226164,0.63409733,0.33007032,0.13691924
-5.50175088,1.92404442,0.64514094,0.72702066,0.01521550,0.24211771,0.01205966,0.60981149,0.30719822,0.12801159
-5.49574787,1.82078101,0.62402655,0.67834449,0.01342372,0.22403385,0.01194602,0.59005545,0.28435990,0.11958418
-5.48974487,1.72651486,0.60649499,0.63292326,0.01182574,0.20673258,0.01190977,0.57425900,0.26178042,0.11159494
-5.48374187,1.64062109,0.59204172,0.59067825,0.01040824,0.19030435,0.01194018,0.56183262,0.23967149,0.10400500
-5.47773887,1.56247246,0.58016326,0.55153038,0.00915804,0.17483687,0.01202720,0.55218714,0.21822724,0.09678016
-5.47173587,1.49146427,0.57037298,0.51540519,0.00806257,0.16041399,0.01216175,0.54475208,0.19762079,0.08989194
-5.46573287,1.42703662,0.56221560,0.48223716,0.00711020,0.14711467,0.01233608,0.53899239,0.17800160,0.08331817
-5.45972986,1.36869387,0.55527995,0.45197334,0.00629061,0.13501217,0.01254403,0.53442329,0.15949375,0.07704310
-5.45372686,1.31602089,0.54920984,0.42457634,0.00559498,0.12417339,0.01278122,0.53062285,0.14219506,0.07105717
-5.44772386,1.26869598,0.54371256,0.40002663,0.00501617,0.11465830,0.01304517,0.52724210,0.12617711,0.06535647
-5.44172086,1.22650009,0.53856506,0.37832429,0.00454879,0.10651958,0.01333539,0.52401252,0.11148599,0.05994197
-5.43571786,1.18932218,0.53361742,0.35949007,0.00418933,0.09980229,0.01365335,0.52075063,0.09814373,0.05481852
-5.42971486,1.15716045,0.52879356,0.34356581,0.00393615,0.09454355,0.01400237,0.51735977,0.08615033,0.04999392
-5.42371186,1.13011943,0.52408923,0.33061408,0.00378946,0.09077227,0.01438749,0.51382888,0.07548621,0.04547781
-5.41770885,1.10840291,0.51956721,0.32071713,0.00375132,0.08850876,0.01481519,0.51022852,0.06611486,0.04128069
-5.41170585,1.09230276,0.51535003,0.31397493,0.00382556,0.08776430,0.01529309,0.50670413,0.05798577,0.03741309
-5.40570285,1.08218402,0.51161035,0.31050246,0.00401768,0.08854062,0.01582958,0.50346689,0.05103724,0.03388480
-5.39969985,1.07846674,0.50855943,0.31042615,0.00433472,0.09082923,0.01643343,0.50078248,0.04519926,0.03070429
-5.39369685,1.08160498,0.50643424,0.31387954,0.00478509,0.09461081,0.01711332,0.49895813,0.04039604,0.02787839
-5.38769385,1.09206383,0.50548356,0.32099816,0.00537833,0.09985447,0.01787741,0.49832832,0.03654849,0.02541207
-5.38169085,1.11029532,0.50595388,0.33191388,0.00612485,0.10651715,0.01873288,0.49923986,0.03357625,0.02330848
-5.37568784,1.13671393,0.50807550,0.34674874,0.00703559,0.11454318,0.01968551,0.50203660,0.03139956,0.02156910
-5.36968484,1.17167292,0.51204966,0.36560843,0.00812160,0.12386409,0.02073930,0.50704442,0.02994076,0.02019413
-5.36368184,1.21544211,0.51803712,0.38857572,0.00939361,0.13439873,0.02189614,0.51455701,0.02912556,0.01918294
-5.35767884,1.26818828,0.52614872,0.41570397,0.01086147,0.14605385,0.02315556,0.52482280,0.02888403,0.01853459
-5.35167584,1.32995876,0.53643844,0.44701097,0.01253359,0.15872524,0.02451452,0.53803349,0.02915141,0.01824849
-5.34567284,1.40066902,0.54889910,0.48247341,0.01441634,0.17229932,0.02596737,0.55431455,0.02986877,0.01832502
-5.33966983,1.48009477,0.56346111,0.52202203,0.01651339,0.18665539,0.02750581,0.57371792,0.03098352,0.01876610
-5.33366683,1.56786889,0.57999403,0.56553801,0.01882509,0.20166843,0.02911903,0.59621711,0.03244981,0.01957580
-5.32766383,1.66348334,0.59831119,0.61285041,0.02134785,0.21721227,0.03079386,0.62170495,0.03422895,0.02076076
-5.32166083,1.76629623,0.61817683,0.66373519,0.02407359,0.23316332,0.03251507,0.64999388,0.03628961,0.02233048
-5.31565783,1.87554368,0.63931569,0.71791575,0.02698931,0.24940436,0.03426570,0.68081892,0.03860818,0.02429753
-5.30965483,1.99035617,0.66142448,0.77506512,0.03007672,0.26582856,0.03602753,0.71384331,0.04116886,0.02667744
-5.30365183,2.10977903,0.68418482,0.83480994,0.03331209,0.28234322,0.03778149,0.74866656,0.04396387,0.02948850
-5.29764882,2.23279621,0.70727700,0.89673611,0.03666624,0.29887333,0.03950823,0.78483483,0.04699341,0.03275119
-5.29164582,2.35835679,0.73039407,0.96039609,0.04010476,0.31536449,0.04118861,0.82185343,0.05026560,0.03648753
-5.28564282,2.48540322,0.75325564,1.02531763,0.04358845,0.33178516,0.04280429,0.85920108,0.05379622,0.04072005
-5.27963982,2.61290044,0.77562078,1.09101385,0.04707399,0.34812800,0.04433826,0.89634555,0.05760834,0.04547064
-5.27363682,2.73986493,0.79729961,1.15699416,0.05051478,0.36441023,0.04577535,0.93276033,0.06173172,0.05075922
-5.26763382,2.86539261,0.81816297,1.22277588,0.05386209,0.38067297,0.04710271,0.96794168,0.06620204,0.05660220
-5.26163082,2.98868463,0.83814991,1.28789604,0.05706624,0.39697937,0.04831021,1.00142565,0.07105993,0.06301096
-5.25562781,3.10907016,0.85727257,1.35192287,0.06007804,0.41341191,0.04939083,1.03280427,0.07634980,0.06999028
-5.24962481,3.22602512,0.87561832,1.41446671,0.06285024,0.43006859,0.05034087,1.06174050,0.08211859,0.07753679
-5.24362181,3.33918619,0.89334901,1.47518972,0.06533899,0.44705849,0.05116012,1.08798096,0.08841426,0.08563769
-5.23761881,3.44835947,0.91069728,1.53381394,0.06750529,0.46449675,0.05185192,1.11136617,0.09528428,0.09426963
-5.23161581,3.55352302,0.92796001,1.59012757,0.06931634,0.48249922,0.05242308,1.13183738,0.10277406,0.10339794
-5.22561281,3.65482333,0.94548909,1.64398881,0.07074665,0.50117708,0.05288364,1.14943973,0.11092528,0.11297621
-5.21960980,3.75256529,0.96367968,1.69532738,0.07177902,0.52063158,0.05324661,1.16432137,0.11977438,0.12294644
-5.21360680,3.84719597,0.98295640,1.74414330,0.07240517,0.54094934,0.05352748,1.17672812,0.12935097,0.13323949
-5.20760380,3.93928251,1.00375774,1.79050323,0.07262608,0.56219810,0.05374368,1.18699400,0.13967646,0.14377620
-5.20160080,4.02948474,1.02651915,1.83453414,0.07245199,0.58442338,0.05391394,1.19552752,0.15076273,0.15446887
-5.19559780,4.11852329,1.05165542,1.87641485,0.07190212,0.60764599,0.05405759,1.20279431,0.16261096,0.16522325
-5.18959480,4.20714436,1.07954280,1.91636550,0.07100394,0.63186041,0.05419374,1.20929669,0.17521063,0.17594081
-5.18359180,4.29608233,1.11050151,1.95463556,0.06979228,0.65703420,0.05434055,1.21555089,0.18853865,0.18652136
-5.17758879,4.38602151,1.14477920,1.99149065,0.06830809,0.68310813,0.05451446,1.22206301,0.20255863,0.19686576
-5.17158579,4.47755871,1.18253611,2.02719897,0.06659704,0.70999724,0.05472942,1.22930470,0.21722041,0.20687870
-5.16558279,4.57116813,1.22383234,2.06201766,0.06470796,0.73759241,0.05499630,1.23768977,0.23245968,0.21647139
-5.15957979,4.66717000,1.26861803,2.09617986,0.06269120,0.76576257,0.05532237,1.24755285,0.24819784,0.22556397
-5.15357679,4.76570476,1.31672685,2.12988298,0.06059699,0.79435719,0.05571087,1.25913121,0.26434217,0.23408770
-5.14757379,4.86671397,1.36787323,2.16327868,0.05847391,0.82320921,0.05616087,1.27255066,0.28078616,0.24198665
-5.14157079,4.96992926,1.42165392,2.19646516,0.05636742,0.85213807,0.05666717,1.28781646,0.29741031,0.24921903
-5.13556778,5.07487030,1.47755381,2.22948211,0.05431857,0.88095305,0.05722048,1.30480964,0.31408325,0.25575799
-5.12956478,5.18085241,1.53495635,2.26230872,0.05236307,0.90945673,0.05780778,1.32328912,0.33066338,0.26159196
-5.12356178,5.28700424,1.59315836,2.29486482,0.05053039,0.93744871,0.05841280,1.34289976,0.34700096,0.26672469
-5.11755878,5.39229517,1.65138903,2.32701549,0.04884340,0.96472967,0.05901670,1.36318583,0.36294083,0.27117481
-5.11155578,5.49557218,1.70883257,2.35857886,0.04731808,0.99110569,0.05959893,1.38360952,0.37832563,0.27497531
-5.10555278,5.59560491,1.76465395,2.38933705,0.04596362,1.01639302,0.06013802,1.40357366,0.39299959,0.27817281
-5.09954977,5.69113757,1.81802683,2.41904984,0.04478279,1.04042320,0.06061261,1.42244753,0.40681283,0.28082687
-5.09354677,5.78094572,1.86816260,2.44747053,0.04377246,1.06304862,0.06100237,1.43959455,0.41962599,0.28300930
-5.08754377,5.86389565,1.91433956,2.47436345,0.04292439,1.08414821,0.06128891,1.45440074,0.43131509,0.28480372
-5.08154077,5.93900370,1.95593075,2.49952217,0.04222612,1.10363328,0.06145662,1.46630227,0.44177642,0.28630516
-5.07553777,6.00549276,1.99242944,2.52278763,0.04166197,1.12145312,0.06149342,1.47481117,0.45093125,0.28761993
-5.06953477,6.06284304,2.02347080,2.54406522,0.04121407,1.13760010,0.06139128,1.47953766,0.45873000,0.28886552
-5.06353177,6.11083416,2.04884869,2.56333970,0.04086342,1.15211386,0.06114662,1.48020838,0.46515571,0.29017052
-5.05752876,6.14957623,2.06852670,2.58068714,0.04059088,1.16508418,0.06076053,1.47667944,0.47022645,0.29167443
-5.05152576,6.17952732,2.08264243,2.59628289,0.04037803,1.17665225,0.06023873,1.46894398,0.47399657,0.29352714
-5.04552276,6.20149588,2.09150476,2.61040485,0.04020793,1.18700971,0.05959139,1.45713375,0.47655635,0.29588799
-5.03951976,6.21662690,2.09558387,2.62343134,0.04006577,1.19639554,0.05883273,1.44151489,0.47803022,0.29892420
-5.03351676,6.22637149,2.09549409,2.63583350,0.03993925,1.20509032,0.05798046,1.42247814,0.47857325,0.30280844
-5.02751376,6.23244041,2.09197036,2.64816179,0.03981884,1.21340803,0.05705513,1.40052404,0.47836606,0.30771566
-5.02151076,6.23674285,2.08583900,2.66102708,0.03969785,1.22168534,0.05607933,1.37624387,0.47760834,0.31381882
-5.01550775,6.24131265,2.07798400,2.67507676,0.03957235,1.23026889,0.05507687,1.35029736,0.47651101,0.32128385
-5.00950475,6.24822476,2.06931049,2.69096669,0.03944089,1.23950081,0.05407194,1.32338813,0.47528758,0.33026362
-5.00350175,6.25950561,2.06070673,2.70933009,0.03930413,1.24970325,0.05308831,1.29623805,0.47414492,0.34089135
-4.99749875,6.27704130,2.05300666,2.73074481,0.03916440,1.26116258,0.05214855,1.26956167,0.47327391,0.35327357
-4.99149575,6.30248787,2.04695463,2.75570044,0.03902518,1.27411402,0.05127343,1.24404182,0.47284047,0.36748290
-4.98549275,6.33718814,2.04317399,2.78456679,0.03889054,1.28872768,0.05048138,1.22030730,0.47297748,0.38355120
-4.97948974,6.38209919,2.04214113,2.81756567,0.03876463,1.30509672,0.04978813,1.19891358,0.47377779,0.40146322
-4.97348674,6.43773425,2.04416623,2.85474722,0.03865122,1.32322845,0.04920654,1.18032728,0.47528908,0.42115143
-4.96748374,6.50412242,2.04938155,2.89597250,0.03855329,1.34303897,0.04874655,1.16491467,0.47751049,0.44249224
-4.96148074,6.58078830,2.05773794,2.94090333,0.03847269,1.36435181,0.04841529,1.15293484,0.48039148,0.46530398
-4.95547774,6.66675331,2.06900960,2.98900043,0.03840995,1.38690084,0.04821740,1.14453727,0.48383288,0.48934702
-4.94947474,6.76055887,2.08280686,3.03953013,0.03836422,1.41033748,0.04815542,1.13976389,0.48769026,0.51432611
-4.94347174,6.86031095,2.09859634,3.09157997,0.03833320,1.43424192,0.04823025,1.13855525,0.49177921,0.53989507
-4.93746873,6.96374410,2.11572723,3.14408266,0.03831332,1.45813800,0.04844175,1.14076021,0.49588260,0.56566380
-4.93146573,7.06830232,2.13346258,3.19584756,0.03829989,1.48151097,0.04878926,1.14614871,0.49975930,0.59120744
-4.92546273,7.17123300,2.15101376,3.24559862,0.03828738,1.50382742,0.04927216,1.15442658,0.50315393,0.61607736
-4.91945973,7.26968971,2.16757644,3.29201707,0.03826967,1.52455623,0.04989032,1.16525183,0.50580734,0.63981368
-4.91345673,7.36083902,2.18236629,3.33378700,0.03824042,1.54318972,0.05064446,1.17825138,0.50746711,0.66195867
-4.90745373,7.44196619,2.19465262,3.36964191,0.03819332,1.55926368,0.05153636,1.19303734,0.50789787,0.68207074
-4.90145073,7.51057493,2.20378828,3.39840995,0.03812239,1.57237550,0.05256885,1.20922222,0.50689071,0.69973811
-4.89544772,7.56447647,2.20923462,3.41905583,0.03802223,1.58219935,0.05374573,1.22643205,0.50427148,0.71459188
-4.88944472,7.60186389,2.21058017,3.43071752,0.03788817,1.58849771,0.05507132,1.24431707,0.49990760,0.72631764
-4.88344172,7.62136840,2.20755266,3.43273592,0.03771641,1.59112878,0.05654996,1.26255941,0.49371308,0.73466543
-4.87743872,7.62209537,2.20002367,3.42467633,0.03750403,1.59004931,0.05818526,1.28087752,0.48565168,0.73945730
-4.87143572,7.60363886,2.18800632,3.40634075,0.03724900,1.58531294,0.05997923,1.29902737,0.47573811,0.74059244
-4.86543272,7.56607470,2.17164624,3.37777061,0.03695011,1.57706422,0.06193136,1.31680052,0.46403739,0.73804949
-4.85942971,7.50993324,2.15120672,3.33924006,0.03660682,1.56552866,0.06403757,1.33401943,0.45066232,0.73188621
-4.85342671,7.43615402,2.12704907,3.29124041,0.03621915,1.55099957,0.06628929,1.35053062,0.43576948,0.72223634
-4.84742371,7.34602556,2.09960960,3.23445676,0.03578747,1.53382239,0.06867260,1.36619628,0.41955383,0.70930405
-4.84142071,7.24111412,2.06937458,3.16973830,0.03531233,1.51437751,0.07116750,1.38088522,0.40224230,0.69335630
-4.83541771,7.12318587,2.03685471,3.09806399,0.03479433,1.49306250,0.07374747,1.39446386,0.38408666,0.67471344
-4.82941471,6.99412695,2.00256056,3.02050557,0.03423399,1.47027481,0.07637932,1.40678837,0.36535600,0.65373858
-4.82341171,6.85586609,1.96698038,2.93818989,0.03363159,1.44639577,0.07902332,1.41769836,0.34632914,0.63082625
-4.81740870,6.71030374,1.93056119,2.85226247,0.03298721,1.42177671,0.08163373,1.42701311,0.32728712,0.60639090
-4.81140570,6.55925146,1.89369432,2.76385418,0.03230066,1.39672794,0.08415971,1.43453060,0.30850628,0.58085562
-4.80540270,6.40438405,1.85670562,2.67405232,0.03157154,1.37151088,0.08654649,1.44002967,0.29025189,0.55464166
-4.79939970,6.24720649,1.81985089,2.58387754,0.03079934,1.34633372,0.08873698,1.44327534,0.27277255,0.52815897
-4.79339670,6.08903617,1.78331620,2.49426695,0.02998355,1.32135057,0.09067351,1.44402705,0.25629554,0.50179820
-4.78739370,5.93100034,1.74722276,2.40606411,0.02912383,1.29666383,0.09229981,1.44204939,0.24102310,0.47592420
-4.78139070,5.77404728,1.71163583,2.32001547,0.02822017,1.27232956,0.09356302,1.43712466,0.22712970,0.45087113
-4.77538769,5.61896937,1.67657650,2.23677278,0.02727308,1.24836508,0.09441578,1.42906648,0.21476018,0.42693928
-4.76938469,5.46643501,1.64203570,2.15690069,0.02628373,1.22475833,0.09481808,1.41773350,0.20402893,0.40439327
-4.76338169,5.31702640,1.60798896,2.08088819,0.02525415,1.20147816,0.09473896,1.40304232,0.19501975,0.38346178
-4.75737869,5.17127958,1.57441127,2.00916277,0.02418730,1.17848482,0.09415791,1.38497877,0.18778659,0.36433822
-4.75137569,5.02972357,1.54129065,1.94210568,0.02308721,1.15573992,0.09306586,1.36360654,0.18235481,0.34718239
-4.74537269,4.89291528,1.50863987,1.88006703,0.02195897,1.13321535,0.09146573,1.33907278,0.17872315,0.33212266
-4.73936968,4.76146775,1.47650551,1.82337938,0.02080875,1.11090047,0.08937255,1.31161002,0.17686607,0.31925854
-4.73336668,4.63606959,1.44497390,1.77236881,0.01964374,1.08880739,0.08681309,1.28153427,0.17673647,0.30866329
-4.72736368,4.51749435,1.41417378,1.72736245,0.01847206,1.06697397,0.08382501,1.24923928,0.17826875,0.30038632
-4.72136068,4.40659928,1.38427567,1.68869216,0.01730259,1.04546464,0.08045565,1.21518726,0.18138210,0.29445546
-4.71535768,4.30431380,1.35548817,1.65669380,0.01614485,1.02436911,0.07676042,1.17989644,0.18598385,0.29087864
-4.70935468,4.21161838,1.32805163,1.63170244,0.01500874,1.00379912,0.07280098,1.14392620,0.19197299,0.28964518
-4.70335168,4.12951561,1.30222969,1.61404364,0.01390436,0.98388380,0.06864319,1.10786051,0.19924363,0.29072655
-4.69734867,4.05899527,1.27829947,1.60402151,0.01284180,0.96476377,0.06435499,1.07229045,0.20768849,0.29407674
-4.69134567,4.00099569,1.25654102,1.60190425,0.01183090,0.94658474,0.06000435,1.03779678,0.21720215,0.29963220
-4.68534267,3.95636396,1.23722676,1.60790829,0.01088105,0.92949090,0.05565723,1.00493337,0.22768428,0.30731159
-4.67933967,3.92581735,1.22061169,1.62218186,0.01000104,0.91361860,0.05137580,0.97421214,0.23904257,0.31701538
-4.67333667,3.90990833,1.20692482,1.64478935,0.00919884,0.89909064,0.04721691,0.94609028,0.25119541,0.32862557
-4.66733367,3.90899513,1.19636238,1.67569724,0.00848155,0.88601165,0.04323079,0.92096012,0.26407427,0.34200559
-4.66133067,3.92321973,1.18908322,1.71476287,0.00785521,0.87446464,0.03946019,0.89914201,0.27762583,0.35700057
-4.65532766,3.95249440,1.18520649,1.76172671,0.00732481,0.86450885,0.03593975,0.88088034,0.29181364,0.37343811
-4.64932466,3.99649769,1.18481181,1.81620891,0.00689421,0.85617910,0.03269581,0.86634264,0.30661947,0.39112972
-4.64332166,4.05468017,1.18794172,1.87771063,0.00656612,0.84948643,0.02974647,0.85562165,0.32204430,0.40987288
