energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-6.00000000,2.27121063,0.54564698,1.59781411,0.00561367,0.08980292,0.01749818,0.33228434,0.30799040,0.05907245
-5.99399700,2.26864129,0.54446053,1.61168429,0.00522509,0.08933402,0.01752548,0.32436252,0.29066074,0.05662273
-5.98799400,2.26874375,0.54256366,1.62752788,0.00486702,0.08864478,0.01753309,0.31688587,0.27447928,0.05428655
-5.98199100,2.27125034,0.53968705,1.64516793,0.00453871,0.08769877,0.01752084,0.30986181,0.25941946,0.05207081
-5.97598799,2.27587989,0.53559954,1.66438871,0.00423905,0.08646706,0.01749003,0.30330092,0.24546415,0.04998432
-5.96998499,2.28233689,0.53011471,1.68493325,0.00396661,0.08492908,0.01744338,0.29721578,0.23260655,0.04803742
-5.96398199,2.29031060,0.52309561,1.70650215,0.00371980,0.08307325,0.01738507,0.29161963,0.22085050,0.04624163
-5.95797899,2.29947441,0.51445761,1.72875403,0.00349692,0.08089725,0.01732067,0.28652500,0.21021003,0.04460907
-5.95197599,2.30948603,0.50416929,1.75130798,0.00329627,0.07840791,0.01725697,0.28194219,0.20070826,0.04315193
-5.94597299,2.31998861,0.49225148,1.77374797,0.00311620,0.07562083,0.01720186,0.27787797,0.19237571,0.04188187
-5.93996998,2.33061301,0.47877442,1.79562937,0.00295519,0.07255963,0.01716406,0.27433431,0.18524814,0.04080942
-5.93396698,2.34098132,0.46385337,1.81648738,0.00281184,0.06925505,0.01715285,0.27130740,0.17936389,0.03994339
-5.92796398,2.35071146,0.44764277,1.83584708,0.00268495,0.06574372,0.01717774,0.26878681,0.17476094,0.03929039
-5.92196098,2.35942280,0.43032936,1.85323489,0.00257348,0.06206687,0.01724807,0.26675497,0.17147374,0.03885432
-5.91595798,2.36674244,0.41212450,1.86819076,0.00247656,0.05826888,0.01737266,0.26518683,0.16952987,0.03863600
-5.90995498,2.37231201,0.39325604,1.88028080,0.00239347,0.05439583,0.01755932,0.26404977,0.16894675,0.03863280
-5.90395198,2.37579451,0.37396015,1.88910968,0.00232360,0.05049410,0.01781450,0.26330377,0.16972842,0.03883847
-5.89794897,2.37688099,0.35447338,1.89433231,0.00226644,0.04660897,0.01814282,0.26290168,0.17186265,0.03924290
-5.89194597,2.37529674,0.33502522,1.89566439,0.00222151,0.04278342,0.01854671,0.26278982,0.17531834,0.03983216
-5.88594297,2.37080675,0.31583154,1.89289125,0.00218832,0.03905709,0.01902610,0.26290858,0.18004353,0.04058846
-5.87993997,2.36322037,0.29708900,1.88587481,0.00216637,0.03546540,0.01957815,0.26319332,0.18596397,0.04149033
-5.87393697,2.35239490,0.27897067,1.87455836,0.00215506,0.03203891,0.02019713,0.26357531,0.19298247,0.04251286
-5.86793397,2.33823839,0.26162287,1.85896902,0.00215372,0.02880292,0.02087431,0.26398286,0.20097905,0.04362803
-5.86193097,2.32071139,0.24516332,1.83921799,0.00216158,0.02577726,0.02159807,0.26434262,0.20981196,0.04480517
-5.85592796,2.29982802,0.22968053,1.81549860,0.00217774,0.02297633,0.02235410,0.26458094,0.21931957,0.04601155
-5.84992496,2.27565636,0.21523440,1.78808245,0.00220122,0.02040928,0.02312567,0.26462536,0.22932315,0.04721299
