energy_ev,total_up,Al_p_up,Al_d_up,Hf_p_up,Hf_d_up,S_s_up,S_p_up
-5.73586793,0.41536266,0.01883485,0.00000000,0.37371679,0.10141907,0.00273178,0.17895197
-5.72986493,0.43165858,0.01919514,0.00000000,0.38883874,0.10452180,0.00290289,0.18058587
-5.72386193,0.45428796,0.01979402,0.00000000,0.40969190,0.10914811,0.00311382,0.18496443
-5.71785893,0.48343018,0.02063923,0.00000000,0.43641427,0.11534368,0.00336564,0.19216022
-5.71185593,0.51915829,0.02173322,0.00000000,0.46904737,0.12312951,0.00365863,0.20220511
-5.70585293,0.56143073,0.02307298,0.00000000,0.50752848,0.13250019,0.00399214,0.21508667
-5.69984992,0.61008540,0.02464996,0.00000000,0.55168483,0.14342267,0.00436459,0.23074555
-5.69384692,0.66483655,0.02645016,0.00000000,0.60123044,0.15583567,0.00477346,0.24907368
-5.68784392,0.72527479,0.02845431,0.00000000,0.65576589,0.16964991,0.00521528,0.26991369
-5.68184092,0.79087051,0.03063825,0.00000000,0.71478117,0.18474898,0.00568566,0.29305953
-5.67583792,0.86098109,0.03297337,0.00000000,0.77766206,0.20099115,0.00617936,0.31825851
-5.66983492,0.93486169,0.03542727,0.00000000,0.84369995,0.21821193,0.00669040,0.34521478
-5.66383192,1.01167983,0.03796444,0.00000000,0.91210509,0.23622740,0.00721215,0.37359423
-5.65782891,1.09053328,0.04054718,0.00000000,0.98202312,0.25483839,0.00773749,0.40303094
-5.65182591,1.17047098,0.04313646,0.00000000,1.05255430,0.27383515,0.00825896,0.43313491
-5.64582291,1.25051622,0.04569290,0.00000000,1.12277508,0.29300258,0.00876897,0.46350095
-5.63981991,1.32969140,0.04817782,0.00000000,1.19176107,0.31212571,0.00925997,0.49371848
-5.63381691,1.40704338,0.05055417,0.00000000,1.25861076,0.33099535,0.00972466,0.52338191
-5.62781391,1.48166836,0.05278748,0.00000000,1.32246878,0.34941348,0.01015615,0.55210121
-5.62181091,1.55273539,0.05484670,0.00000000,1.38254807,0.36719836,0.01054819,0.57951225
-5.61580790,1.61950734,0.05670490,0.00000000,1.43814964,0.38418902,0.01089527,0.60528646
-5.60980490,1.68135839,0.05833983,0.00000000,1.48867932,0.40024898,0.01119278,0.62913945
-5.60380190,1.73778749,0.05973429,0.00000000,1.53366068,0.41526895,0.01143710,0.65083818
-5.59779890,1.78842688,0.06087634,0.00000000,1.57274354,0.42916851,0.01162567,0.67020621
-5.59179590,1.83304567,0.06175930,0.00000000,1.60570777,0.44189663,0.01175697,0.68712706
-5.58579290,1.87154816,0.06238151,0.00000000,1.63246240,0.45343103,0.01183058,0.70154528
-5.57978989,1.90396726,0.06274604,0.00000000,1.65304004,0.46377649,0.01184706,0.71346529
-5.57378689,1.93045338,0.06286016,0.00000000,1.66758723,0.47296211,0.01180790,0.72294807
-5.56778389,1.95125952,0.06273473,0.00000000,1.67635110,0.48103783,0.01171543,0.73010580
-5.56178089,1.96672335,0.06238349,0.00000000,1.67966339,0.48807019,0.01157266,0.73509480
-5.55577789,1.97724725,0.06182240,0.00000000,1.67792248,0.49413784,0.01138318,0.73810703
-5.54977489,1.98327742,0.06106889,0.00000000,1.67157453,0.49932670,0.01115100,0.73936055
-5.54377189,1.98528294,0.06014116,0.00000000,1.66109464,0.50372523,0.01088043,0.73908949
-5.53776888,1.98373576,0.05905764,0.00000000,1.64696877,0.50741995,0.01057596,0.73753376
-5.53176588,1.97909251,0.05783642,0.00000000,1.62967743,0.51049132,0.01024216,0.73492915
-5.52576288,1.97177882,0.05649488,0.00000000,1.60968156,0.51301030,0.00988358,0.73149810
-5.51975988,1.96217658,0.05504943,0.00000000,1.58741106,0.51503552,0.00950470,0.72744148
-5.51375688,1.95061457,0.05351528,0.00000000,1.56325643,0.51661124,0.00910986,0.72293176
-5.50775388,1.93736262,0.05190646,0.00000000,1.53756335,0.51776622,0.00870328,0.71810774
-5.50175088,1.92262929,0.05023581,0.00000000,1.51063043,0.51851336,0.00828902,0.71307102
-5.49574787,1.90656300,0.04851512,0.00000000,1.48270972,0.51885015,0.00787100,0.70788428
-5.48974487,1.88925628,0.04675531,0.00000000,1.45400986,0.51876004,0.00745301,0.70257145
-5.48374187,1.87075293,0.04496662,0.00000000,1.42470135,0.51821442,0.00703872,0.69711964
-5.47773887,1.85105765,0.04315887,0.00000000,1.39492371,0.51717532,0.00663170,0.69148275
-5.47173587,1.83014763,0.04134168,0.00000000,1.36479391,0.51559871,0.00623543,0.68558670
-5.46573287,1.80798573,0.03952466,0.00000000,1.33441572,0.51343821,0.00585331,0.67933584
-5.45972986,1.78453455,0.03771763,0.00000000,1.30388951,0.51064916,0.00548863,0.67262053
-5.45372686,1.75977106,0.03593076,0.00000000,1.27332207,0.50719289,0.00514455,0.66532538
-5.44772386,1.73370097,0.03417469,0.00000000,1.24283600,0.50304097,0.00482408,0.65733793
-5.44172086,1.70637236,0.03246058,0.00000000,1.21257824,0.49817938,0.00453002,0.64855735
-5.43571786,1.67788791,0.03080018,0.00000000,1.18272742,0.49261223,0.00426488,0.63890281
-5.42971486,1.64841506,0.02920580,0.00000000,1.15349957,0.48636508,0.00403086,0.62832109
-5.42371186,1.61819355,0.02769028,0.00000000,1.12515186,0.47948734,0.00382976,0.61679310
-5.41770885,1.58753968,0.02626688,0.00000000,1.09798408,0.47205392,0.00366289,0.60433893
-5.41170585,1.55684694,0.02494917,0.00000000,1.07233757,0.46416564,0.00353107,0.59102120
-5.40570285,1.52658244,0.02375088,0.00000000,1.04859145,0.45594855,0.00343451,0.57694638
-5.39969985,1.49727920,0.02268568,0.00000000,1.02715597,0.44755188,0.00337280,0.56226394
-5.39369685,1.46952394,0.02176692,0.00000000,1.00846308,0.43914468,0.00334488,0.54716342
-5.38769385,1.44394088,0.02100737,0.00000000,0.99295438,0.43091130,0.00334906,0.53186922
-5.38169085,1.42117169,0.02041886,0.00000000,0.98106668,0.42304554,0.00338299,0.51663345
-5.37568784,1.40185244,0.02001193,0.00000000,0.97321559,0.41574407,0.00344373,0.50172705
-5.36968484,1.38658828,0.01979541,0.00000000,0.96977790,0.40919898,0.00352779,0.48742949
-5.36368184,1.37592696,0.01977602,0.00000000,0.97107324,0.40358999,0.00363124,0.47401758
-5.35767884,1.37033237,0.01995795,0.00000000,0.97734604,0.39907671,0.00374976,0.46175381
-5.35167584,1.37015943,0.02034241,0.00000000,0.98874859,0.39579112,0.00387880,0.45087486
-5.34567284,1.37563165,0.02092730,0.00000000,1.00532613,0.39383089,0.00401371,0.44158083
-5.33966983,1.38682258,0.02170689,0.00000000,1.02700501,0.39325371,0.00414986,0.43402563
-5.33366683,1.40364238,0.02267154,0.00000000,1.05358449,0.39407311,0.00428277,0.42830931
-5.32766383,1.42583052,0.02380764,0.00000000,1.08473321,0.39625599,0.00440831,0.42447239
-5.32166083,1.45295514,0.02509762,0.00000000,1.11999064,0.39972199,0.00452279,0.42249290
-5.31565783,1.48441978,0.02652006,0.00000000,1.15877388,0.40434491,0.00462306,0.42228611
-5.30965483,1.51947725,0.02805010,0.00000000,1.20038995,0.40995617,0.00470670,0.42370710
-5.30365183,1.55725050,0.02965986,0.00000000,1.24405319,0.41635016,0.00477200,0.42655614
-5.29764882,1.59675984,0.03131919,0.00000000,1.28890747,0.42329134,0.00481808,0.43058670
-5.29164582,1.63695540,0.03299643,0.00000000,1.33405230,0.43052283,0.00484491,0.43551570
-5.28564282,1.67675359,0.03465942,0.00000000,1.37857182,0.43777604,0.00485323,0.44103562
-5.27963982,1.71507594,0.03627653,0.00000000,1.42156563,0.44478101,0.00484461,0.44682788
-5.27363682,1.75088863,0.03781777,0.00000000,1.46217988,0.45127695,0.00482130,0.45257688
-5.26763382,1.78324097,0.03925597,0.00000000,1.49963730,0.45702246,0.00478612,0.45798415
-5.26163082,1.81130076,0.04056783,0.00000000,1.53326478,0.46180502,0.00474239,0.46278170
-5.25562781,1.83438519,0.04173495,0.00000000,1.56251706,0.46544927,0.00469373,0.46674428
-5.24962481,1.85198552,0.04274467,0.00000000,1.58699532,0.46782366,0.00464390,0.46969953
-5.24362181,1.86378440,0.04359076,0.00000000,1.60645980,0.46884516,0.00459666,0.47153597
-5.23761881,1.86966506,0.04427381,0.00000000,1.62083569,0.46848192,0.00455555,0.47220803
-5.23161581,1.86971174,0.04480138,0.00000000,1.63021195,0.46675357,0.00452376,0.47173817
-5.22561281,1.86420151,0.04518787,0.00000000,1.63483304,0.46372925,0.00450398,0.47021572
-5.21960980,1.85358772,0.04545401,0.00000000,1.63508399,0.45952357,0.00449826,0.46779263
-5.21360680,1.83847606,0.04562619,0.00000000,1.63146951,0.45429049,0.00450793,0.46467620
-5.20760380,1.81959423,0.04573532,0.00000000,1.62458806,0.44821561,0.00453350,0.46111917
-5.20160080,1.79775688,0.04581561,0.00000000,1.61510231,0.44150720,0.00457467,0.45740751
-5.19559780,1.77382744,0.04590308,0.00000000,1.60370730,0.43438632,0.00463031,0.45384654
-5.18959480,1.74867866,0.04603393,0.00000000,1.59109799,0.42707664,0.00469848,0.45074596
-5.18359180,1.72315384,0.04624285,0.00000000,1.57793767,0.41979435,0.00477657,0.44840443
-5.17758879,1.69803042,0.04656137,0.00000000,1.56482883,0.41273863,0.00486132,0.44709447
-5.17158579,1.67398774,0.04701625,0.00000000,1.55228779,0.40608316,0.00494901,0.44704830
-5.16558279,1.65158023,0.04762803,0.00000000,1.54072426,0.39996898,0.00503558,0.44844524
-5.15957979,1.63121726,0.04840986,0.00000000,1.53042675,0.39449908,0.00511681,0.45140141
-5.15357679,1.61315039,0.04936656,0.00000000,1.52155432,0.38973477,0.00518846,0.45596198
-5.14757379,1.59746838,0.05049407,0.00000000,1.51413496,0.38569418,0.00524645,0.46209658
-5.14157079,1.58409998,0.05177924,0.00000000,1.50807051,0.38235272,0.00528705,0.46969789
-5.13556778,1.57282415,0.05320006,0.00000000,1.50314761,0.37964545,0.00530695,0.47858366
-5.12956478,1.56328701,0.05472624,0.00000000,1.49905414,0.37747133,0.00530343,0.48850209
-5.12356178,1.55502451,0.05632019,0.00000000,1.49539999,0.37569892,0.00527444,0.49914026
-5.11755878,1.54748961,0.05793842,0.00000000,1.49174125,0.37417344,0.00521865,0.51013537
-5.11155578,1.54008256,0.05953306,0.00000000,1.48760640,0.37272462,0.00513552,0.52108830
-5.10555278,1.53218283,0.06105383,0.00000000,1.48252324,0.37117513,0.00502524,0.53157887
-5.09954977,1.52318116,0.06244999,0.00000000,1.47604533,0.36934917,0.00488878,0.54118226
-5.09354677,1.51251026,0.06367245,0.00000000,1.46777662,0.36708078,0.00472777,0.54948568
-5.08754377,1.49967297,0.06467584,0.00000000,1.45739323,0.36422154,0.00454447,0.55610483
-5.08154077,1.48426649,0.06542049,0.00000000,1.44466151,0.36064741,0.00434163,0.56069926
-5.07553777,1.46600202,0.06587421,0.00000000,1.42945163,0.35626437,0.00412245,0.56298609
-5.06953477,1.44471902,0.06601379,0.00000000,1.41174637,0.35101265,0.00389040,0.56275140
-5.06353177,1.42039372,0.06582628,0.00000000,1.39164484,0.34486957,0.00364913,0.55985907
-5.05752876,1.39314185,0.06530976,0.00000000,1.36936135,0.33785071,0.00340236,0.55425653
-5.05152576,1.36321581,0.06447386,0.00000000,1.34521964,0.33000967,0.00315379,0.54597737
-5.04552276,1.33099664,0.06333977,0.00000000,1.31964321,0.32143629,0.00290696,0.53514073
-5.03951976,1.29698169,0.06193993,0.00000000,1.29314234,0.31225368,0.00266522,0.52194768
-5.03351676,1.26176857,0.06031733,0.00000000,1.26629872,0.30261411,0.00243164,0.50667473
-5.02751376,1.22603660,0.05852445,0.00000000,1.23974868,0.29269412,0.00220896,0.48966502
-5.02151076,1.19052666,0.05662192,0.00000000,1.21416589,0.28268904,0.00199960,0.47131741
-5.01550775,1.15602042,0.05467701,0.00000000,1.19024445,0.27280716,0.00180557,0.45207421
-5.00950475,1.12332005,0.05276187,0.00000000,1.16868309,0.26326391,0.00162857,0.43240800
-5.00350175,1.09322895,0.05095173,0.00000000,1.15017116,0.25427624,0.00146990,0.41280808
-4.99749875,1.06653437,0.04932299,0.00000000,1.13537673,0.24605728,0.00133056,0.39376707
-4.99149575,1.04399219,0.04795139,0.00000000,1.12493698,0.23881165,0.00121124,0.37576805
-4.98549275,1.02631399,0.04691017,0.00000000,1.11945082,0.23273131,0.00111237,0.35927277
-4.97948974,1.01415662,0.04626836,0.00000000,1.11947350,0.22799207,0.00103413,0.34471096
-4.97348674,1.00811370,0.04608918,0.00000000,1.12551262,0.22475078,0.00097649,0.33247118
-4.96748374,1.00870888,0.04642854,0.00000000,1.13802497,0.22314312,0.00093927,0.32289309
-4.96148074,1.01639027,0.04733378,0.00000000,1.15741356,0.22328180,0.00092211,0.31626131
-4.95547774,1.03152542,0.04884252,0.00000000,1.18402398,0.22525522,0.00092455,0.31280070
-4.94947474,1.05439630,0.05098165,0.00000000,1.21813949,0.22912639,0.00094598,0.31267306
-4.94347174,1.08519380,0.05376656,0.00000000,1.25997432,0.23493192,0.00098569,0.31597503
-4.93746873,1.12401135,0.05720048,0.00000000,1.30966477,0.24268109,0.00104288,0.32273708
-4.93146573,1.17083749,0.06127406,0.00000000,1.36725803,0.25235490,0.00111660,0.33292348
-4.92546273,1.22554743,0.06596504,0.00000000,1.43269897,0.26390508,0.00120582,0.34643312
-4.91945973,1.28789383,0.07123821,0.00000000,1.50581520,0.27725306,0.00130935,0.36310101
-4.91345673,1.35749739,0.07704553,0.00000000,1.58630140,0.29228896,0.00142587,0.38270063
-4.90745373,1.43383790,0.08332643,0.00000000,1.67370373,0.30887083,0.00155392,0.40494685
-4.90145073,1.51624666,0.09000845,0.00000000,1.76740561,0.32682414,0.00169187,0.42949971
-4.89544772,1.60390133,0.09700802,0.00000000,1.86661636,0.34594179,0.00183793,0.45596889
-4.88944472,1.69582415,0.10423155,0.00000000,1.97036379,0.36598482,0.00199016,0.48391910
-4.88344172,1.79088461,0.11157685,0.00000000,2.07749236,0.38668398,0.00214646,0.51287634
-4.87743872,1.88780744,0.11893467,0.00000000,2.18666787,0.40774230,0.00230460,0.54233519
-4.87143572,1.98518649,0.12619066,0.00000000,2.29638962,0.42883884,0.00246223,0.57176698
-4.86543272,2.08150492,0.13322746,0.00000000,2.40501062,0.44963359,0.00261692,0.60062900
-4.85942971,2.17516175,0.13992705,0.00000000,2.51076582,0.46977356,0.00276618,0.62837451
-4.85342671,2.26450428,0.14617320,0.00000000,2.61180817,0.48889995,0.00290754,0.65446350
-4.84742371,2.34786574,0.15185407,0.00000000,2.70625150,0.50665622,0.00303855,0.67837391
-4.84142071,2.42360702,0.15686483,0.00000000,2.79221895,0.52269686,0.00315689,0.69961313
-4.83541771,2.49016083,0.16111018,0.00000000,2.86789526,0.53669646,0.00326036,0.71772931
-4.82941471,2.54607683,0.16450680,0.00000000,2.93158077,0.54835886,0.00334700,0.73232235
-4.82341171,2.59006558,0.16698552,0.00000000,2.98174483,0.55742577,0.00341509,0.74305385
-4.81740870,2.62103939,0.16849323,0.00000000,3.01707620,0.56368478,0.00346325,0.74965599
-4.81140570,2.63814816,0.16899433,0.00000000,3.03652811,0.56697597,0.00349041,0.75193864
-4.80540270,2.64080843,0.16847182,0.00000000,3.03935565,0.56719722,0.00349594,0.74979461
-4.79939970,2.62872404,0.16692782,0.00000000,3.02514370,0.56430754,0.00347957,0.74320266
-4.79339670,2.60189748,0.16438352,0.00000000,2.99382391,0.55832853,0.00344147,0.73222804
-4.78739370,2.56063102,0.16087870,0.00000000,2.94567977,0.54934362,0.00338223,0.71702061
-4.78139070,2.50551763,0.15647052,0.00000000,2.88133937,0.53749538,0.00330283,0.69781040
-4.77538769,2.43742199,0.15123202,0.00000000,2.80175625,0.52298065,0.00320462,0.67490088
-4.76938469,2.35745232,0.14524995,0.00000000,2.70817904,0.50604406,0.00308931,0.64866003
-4.76338169,2.26692448,0.13862238,0.00000000,2.60211139,0.48696998,0.00295885,0.61950967
-4.75737869,2.16731982,0.13145599,0.00000000,2.48526404,0.46607336,0.00281547,0.58791331
-4.75137569,2.06023891,0.12386308,0.00000000,2.35950124,0.44368996,0.00266151,0.55436319
-4.74537269,1.94735301,0.11595868,0.00000000,2.22678398,0.42016618,0.00249946,0.51936679
-4.73936968,1.83035556,0.10785755,0.00000000,2.08911243,0.39584921,0.00233181,0.48343353
-4.73336668,1.71091568,0.09967141,0.00000000,1.94847026,0.37107769,0.00216104,0.44706194
-4.72736368,1.59063548,0.09150640,0.00000000,1.80677281,0.34617334,0.00198952,0.41072802
-4.72136068,1.47101280,0.08346089,0.00000000,1.66582129,0.32143384,0.00181949,0.37487492
-4.71535768,1.35341051,0.07562359,0.00000000,1.52726431,0.29712716,0.00165301,0.33990444
-4.70935468,1.23903322,0.06807225,0.00000000,1.39256800,0.27348750,0.00149191,0.30617047
-4.70335168,1.12891177,0.06087268,0.00000000,1.26299522,0.25071284,0.00133778,0.27397450
-4.69734867,1.02389541,0.05407830,0.00000000,1.13959390,0.22896408,0.00119196,0.24356327
-4.69134567,0.92465143,0.04773012,0.00000000,1.02319432,0.20836562,0.00105551,0.21512842
-4.68534267,0.83167128,0.04185714,0.00000000,0.91441443,0.18900729,0.00092928,0.18880802
-4.67933967,0.74528250,0.03647706,0.00000000,0.81367234,0.17094728,0.00081384,0.16468982
-4.67333667,0.66566513,0.03159735,0.00000000,0.72120448,0.15421593,0.00070959,0.14281570
-4.66733367,0.59287140,0.02721646,0.00000000,0.63708832,0.13882003,0.00061673,0.12318742
-4.66133067,0.52684763,0.02332527,0.00000000,0.56126787,0.12474742,0.00053532,0.10577291
-4.65532766,0.46745684,0.01990857,0.00000000,0.49358080,0.11197168,0.00046531,0.09051306
-4.64932466,0.41450130,0.01694655,0.00000000,0.43378572,0.10045659,0.00040658,0.07732863
-4.64332166,0.36774385,0.01441633,0.00000000,0.38158840,0.09016026,0.00035898,0.06612693
-4.63731866,0.32692733,0.01229325,0.00000000,0.33666605,0.08103882,0.00032236,0.05680812
-4.63131566,0.29179142,0.01055214,0.00000000,0.29868876,0.07304946,0.00029660,0.04927080
-4.62531266,0.26208662,0.00916839,0.00000000,0.26733749,0.06615285,0.00028162,0.04341687
-4.61930965,0.23758487,0.00811878,0.00000000,0.24231832,0.06031488,0.00027743,0.03915542
-4.61330665,0.21808699,0.00738217,0.00000000,0.22337258,0.05550773,0.00028411,0.03640559
-4.60730365,0.20342673,0.00693989,0.00000000,0.21028291,0.05171023,0.00030186,0.03509848
-4.60130065,0.19347164,0.00677596,0.00000000,0.20287525,0.04890767,0.00033092,0.03517786
-4.59529765,0.18812102,0.00687713,0.00000000,0.20101708,0.04709101,0.00037163,0.03659996
-4.58929465,0.18730110,0.00723268,0.00000000,0.20461198,0.04625560,0.00042438,0.03933224
-4.58329165,0.19095794,0.00783403,0.00000000,0.21359114,0.04639948,0.00048958,0.04335132
-4.57728864,0.19904830,0.00867427,0.00000000,0.22790212,0.04752132,0.00056765,0.04864007
-4.57128564,0.21152893,0.00974749,0.00000000,0.24749543,0.04961814,0.00065892,0.05518412
-4.56528264,0.22834486,0.01104805,0.00000000,0.27230950,0.05268279,0.00076368,0.06296782
-4.55927964,0.24941701,0.01256984,0.00000000,0.30225479,0.05670144,0.00088204,0.07197002
-4.55327664,0.27462975,0.01430539,0.00000000,0.33719760,0.06165099,0.00101394,0.08215957
-4.54727364,0.30381903,0.01624514,0.00000000,0.37694443,0.06749675,0.00115909,0.09349107
-4.54127064,0.33676153,0.01837666,0.00000000,0.42122772,0.07419026,0.00131690,0.10590084
-4.53526763,0.37316552,0.02068405,0.00000000,0.46969355,0.08166754,0.00148649,0.11930347
-4.52926463,0.41266395,0.02314738,0.00000000,0.52189232,0.08984778,0.00166662,0.13358913
-4.52326163,0.45481029,0.02574237,0.00000000,0.57727289,0.09863264,0.00185572,0.14862172
-4.51725863,0.49907757,0.02844024,0.00000000,0.63518089,0.10790623,0.00205184,0.16423829
-4.51125563,0.54486096,0.03120779,0.00000000,0.69486161,0.11753575,0.00225267,0.18024952
-4.50525263,0.59148414,0.03400766,0.00000000,0.75546773,0.12737305,0.00245560,0.19644160
-4.49924962,0.63820930,0.03679890,0.00000000,0.81607203,0.13725684,0.00265774,0.21257943
-4.49324662,0.68425098,0.03953769,0.00000000,0.87568473,0.14701573,0.00285595,0.22841101
-4.48724362,0.72879299,0.04217832,0.00000000,0.93327519,0.15647194,0.00304697,0.24367310
-4.48124062,0.77100829,0.04467430,0.00000000,0.98779724,0.16544557,0.00322748,0.25809777
-4.47523762,0.81008072,0.04697963,0.00000000,1.03821712,0.17375934,0.00339416,0.27141973
-4.46923462,0.84522814,0.04905012,0.00000000,1.08354310,0.18124347,0.00354384,0.28338403
-4.46323162,0.87572562,0.05084475,0.00000000,1.12285535,0.18774075,0.00367356,0.29375397
-4.45722861,0.90092795,0.05232701,0.00000000,1.15533488,0.19311126,0.00378070,0.30231869
-4.45122561,0.92029023,0.05346604,0.00000000,1.18029010,0.19723684,0.00386302,0.30890013
-4.44522261,0.93338571,0.05423775,0.00000000,1.19717981,0.20002484,0.00391880,0.31335914
-4.43921961,0.93991986,0.05462561,0.00000000,1.20563137,0.20141116,0.00394683,0.31560031
-4.43321661,0.93974013,0.05462124,0.00000000,1.20545338,0.20136226,0.00394653,0.31557525
-4.42721361,0.93284070,0.05422470,0.00000000,1.19664191,0.19987622,0.00391788,0.31328439
-4.42121061,0.91936220,0.05344450,0.00000000,1.17938019,0.19698261,0.00386151,0.30877687
-4.41520760,0.89958622,0.05229728,0.00000000,1.15403174,0.19274132,0.00377862,0.30214879
-4.40920460,0.87392490,0.05080719,0.00000000,1.12112711,0.18724028,0.00367096,0.29353980
-4.40320160,0.84290622,0.04900510,0.00000000,1.08134505,0.18059234,0.00354076,0.28312822
-4.39719860,0.80715552,0.04692750,0.00000000,1.03548892,0.17293126,0.00339064,0.27112485
-4.39119560,0.76737434,0.04461527,0.00000000,0.98445956,0.16440716,0.00322358,0.25776590
-4.38519260,0.72431730,0.04211236,0.00000000,0.92922574,0.15518159,0.00304274,0.24330531
-4.37918959,0.67876833,0.03946442,0.00000000,0.87079366,0.14542241,0.00285142,0.22800673
-4.37318659,0.63151710,0.03671738,0.00000000,0.81017675,0.13529873,0.00265294,0.21213567
-4.36718359,0.58333664,0.03391624,0.00000000,0.74836703,0.12497611,0.00245054,0.19595200
-4.36118059,0.53496310,0.03110381,0.00000000,0.68630911,0.11461222,0.00224734,0.17970314
-4.35517759,0.48707823,0.02831976,0.00000000,0.62487775,0.10435310,0.00204618,0.16361819
-4.34917459,0.44029508,0.02559973,0.00000000,0.56485954,0.09433006,0.00184965,0.14790316
-4.34317159,0.39514737,0.02297477,0.00000000,0.50693929,0.08465743,0.00165999,0.13273740
-4.33716858,0.35208251,0.02047090,0.00000000,0.45169105,0.07543107,0.00147908,0.11827122
-4.33116558,0.31145828,0.01810893,0.00000000,0.39957383,0.06672760,0.00130842,0.10462484
-4.32516258,0.27354284,0.01590444,0.00000000,0.35093170,0.05860449,0.00114914,0.09188837
-4.31915958,0.23851782,0.01386801,0.00000000,0.30599769,0.05110063,0.00100200,0.08012281
-4.31315658,0.20648395,0.01200548,0.00000000,0.26490105,0.04423761,0.00086743,0.06936203
-4.30715358,0.17746870,0.01031847,0.00000000,0.22767701,0.03802131,0.00074554,0.05961525
