energy_ev,total_up,C_s_up,C_p_up,Os_p_up,Os_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.76588294,2.04213269,0.02822602,0.03879045,0.47921185,0.79807352,0.00921998,1.09326182,0.29211419,0.15351106
-5.75987994,2.03414352,0.02789235,0.04003662,0.48244104,0.79507239,0.00900006,1.09050791,0.29931333,0.15067505
-5.75387694,2.02947550,0.02757688,0.04144437,0.48723759,0.79309781,0.00874773,1.08963407,0.30686074,0.14810349
-5.74787394,2.02825155,0.02727050,0.04303649,0.49364815,0.79224996,0.00846574,1.09065173,0.31468744,0.14581911
-5.74187094,2.03047490,0.02696284,0.04483454,0.50168302,0.79258501,0.00815746,1.09350406,0.32271105,0.14383424
-5.73586793,2.03602959,0.02664280,0.04685799,0.51131612,0.79411322,0.00782679,1.09806776,0.33083747,0.14215079
-5.72986493,2.04468451,0.02629906,0.04912336,0.52248586,0.79679830,0.00747807,1.10415693,0.33896298,0.14076061
-5.72386193,2.05610060,0.02592061,0.05164331,0.53509647,0.80055811,0.00711596,1.11152886,0.34697678,0.13964599
-5.71785893,2.06984047,0.02549729,0.05442569,0.54901985,0.80526656,0.00674533,1.11989130,0.35476374,0.13878050
-5.71185593,2.08538024,0.02502018,0.05747271,0.56409762,0.81075652,0.00637109,1.12891080,0.36220720,0.13812998
-5.70585293,2.10212275,0.02448210,0.06078012,0.58014346,0.81682366,0.00599807,1.13822184,0.36919172,0.13765370
-5.69984992,2.11941195,0.02387791,0.06433650,0.59694549,0.82323118,0.00563092,1.14743635,0.37560565,0.13730559
-5.69384692,2.13654801,0.02320474,0.06812275,0.61426881,0.82971515,0.00527394,1.15615328,0.38134338,0.13703562
-5.68784392,2.15280271,0.02246220,0.07211173,0.63185819,0.83599053,0.00493101,1.16396812,0.38630727,0.13679119
-5.68184092,2.16743523,0.02165245,0.07626822,0.64944100,0.84175770,0.00460550,1.17048206,0.39040923,0.13651852
-5.67583792,2.17970780,0.02078016,0.08054908,0.66673043,0.84670932,0.00430019,1.17531067,0.39357185,0.13616415
-5.66983492,2.18890147,0.01985243,0.08490378,0.68342922,0.85053770,0.00401724,1.17809222,0.39572932,0.13567625
-5.66383192,2.19433167,0.01887861,0.08927521,0.69923389,0.85294220,0.00375819,1.17849530,0.39682799,0.13500605
-5.65782891,2.19536363,0.01787007,0.09360085,0.71383969,0.85363688,0.00352395,1.17622601,0.39682681,0.13410909
-5.65182591,2.19142755,0.01683993,0.09781421,0.72694619,0.85235808,0.00331483,1.17103448,0.39569758,0.13294643
-5.64582291,2.18203325,0.01580276,0.10184663,0.73826360,0.84887181,0.00313061,1.16272087,0.39342519,0.13148577
-5.63981991,2.16678415,0.01477425,0.10562922,0.74751969,0.84298077,0.00297057,1.15114074,0.39000792,0.12970243
-5.63381691,2.14539034,0.01377089,0.10909502,0.75446711,0.83453082,0.00283362,1.13620962,0.38545771,0.12758013
-5.62781391,2.11768014,0.01280969,0.11218125,0.75889106,0.82341663,0.00271834,1.11790682,0.37980053,0.12511172
-5.62181091,2.08360990,0.01190791,0.11483158,0.76061681,0.80958632,0.00262312,1.09627831,0.37307680,0.12229955
-5.61580790,2.04327151,0.01108276,0.11699826,0.75951685,0.79304497,0.00254623,1.07143832,0.36534179,0.11915577
-5.60980490,1.99689703,0.01035128,0.11864412,0.75551732,0.77385654,0.00248591,1.04356978,0.35666594,0.11570234
-5.60380190,1.94486004,0.00973006,0.11974423,0.74860326,0.75214445,0.00244049,1.01292316,0.34713502,0.11197076
-5.59779890,1.88767340,0.00923518,0.12028725,0.73882235,0.72809032,0.00240843,0.97981376,0.33685002,0.10800161
-5.59179590,1.82598293,0.00888201,0.12027628,0.72628693,0.70193111,0.00238839,0.94461717,0.32592668,0.10384386
-5.58579290,1.76055705,0.00868510,0.11972924,0.71117385,0.67395452,0.00237931,0.90776299,0.31449456,0.09955383
-5.57978989,1.69227223,0.00865807,0.11867869,0.69372219,0.64449281,0.00238039,0.86972676,0.30269562,0.09519406
-5.57378689,1.62209460,0.00881342,0.11717112,0.67422865,0.61391518,0.00239113,0.83102022,0.29068216,0.09083188
-5.56778389,1.55105794,0.00916239,0.11526566,0.65304074,0.58261891,0.00241132,0.79218000,0.27861425,0.08653788
-5.56178089,1.48023865,0.00971472,0.11303233,0.63054792,0.55101963,0.00244098,0.75375519,0.26665658,0.08238419
-5.55577789,1.41072849,0.01047839,0.11054983,0.60717093,0.51954086,0.00248038,0.71629393,0.25497482,0.07844273
-5.54977489,1.34360583,0.01145934,0.10790297,0.58334973,0.48860336,0.00252988,0.68032945,0.24373161,0.07478336
-5.54377189,1.27990635,0.01266111,0.10517980,0.55953046,0.45861453,0.00258996,0.64636619,0.23308226,0.07147206
-5.53776888,1.22059427,0.01408449,0.10246867,0.53615196,0.42995824,0.00266107,0.61486618,0.22317043,0.06856921
-5.53176588,1.16653513,0.01572709,0.09985525,0.51363231,0.40298542,0.00274356,0.58623639,0.21412382,0.06612784
-5.52576288,1.11847094,0.01758303,0.09741960,0.49235604,0.37800575,0.00283761,0.56081738,0.20605018,0.06419220
-5.51975988,1.07699889,0.01964250,0.09523350,0.47266245,0.35528067,0.00294313,0.53887379,0.19903378,0.06279634
-5.51375688,1.04255422,0.02189153,0.09335821,0.45483558,0.33501787,0.00305971,0.52058684,0.19313250,0.06196314
-5.50775388,1.01539797,0.02431172,0.09184251,0.43909613,0.31736751,0.00318656,0.50604944,0.18837573,0.06170336
-5.50175088,0.99561027,0.02688017,0.09072146,0.42559583,0.30242019,0.00332244,0.49526382,0.18476316,0.06201522
-5.49574787,0.98308921,0.02956945,0.09001559,0.41441429,0.29020672,0.00346571,0.48814202,0.18226461,0.06288415
-5.48974487,0.97755574,0.03234781,0.08973088,0.40555869,0.28069958,0.00361428,0.48450914,0.18082090,0.06428295
-5.48374187,0.97856420,0.03517949,0.08985933,0.39896608,0.27381620,0.00376564,0.48410936,0.18034578,0.06617233
-5.47773887,0.98551850,0.03802525,0.09038014,0.39450835,0.26942365,0.00391698,0.48661452,0.18072889,0.06850169
-5.47173587,0.99769315,0.04084304,0.09126160,0.39199970,0.26734479,0.00406516,0.49163487,0.18183962,0.07121043
-5.46573287,1.01425883,0.04358883,0.09246345,0.39120618,0.26736557,0.00420690,0.49873190,0.18353186,0.07422940
-5.45972986,1.03431129,0.04621762,0.09393976,0.39185710,0.26924330,0.00433882,0.50743257,0.18564930,0.07748278
-5.45372686,1.05690304,0.04868448,0.09564212,0.39365775,0.27271556,0.00445760,0.51724455,0.18803130,0.08089017
-5.44772386,1.08107640,0.05094576,0.09752312,0.39630307,0.27750955,0.00456008,0.52767204,0.19051896,0.08436889
-5.44172086,1.10589701,0.05296025,0.09953992,0.39949160,0.28335156,0.00464337,0.53823142,0.19296118,0.08783642
-5.43571786,1.13048660,0.05469035,0.10165773,0.40293942,0.28997632,0.00470498,0.54846646,0.19522066,0.09121294
-5.42971486,1.15405384,0.05610320,0.10385318,0.40639335,0.29713580,0.00474292,0.55796232,0.19717935,0.09442382
-5.42371186,1.17592221,0.05717164,0.10611726,0.40964305,0.30460741,0.00475579,0.56635808,0.19874338,0.09740206
-5.41770885,1.19555387,0.05787509,0.10845785,0.41253153,0.31220113,0.00474282,0.57335722,0.19984717,0.10009054
-5.41170585,1.21256865,0.05820015,0.11090160,0.41496368,0.31976546,0.00470392,0.57873590,0.20045657,0.10244400
-5.40570285,1.22675752,0.05814101,0.11349502,0.41691249,0.32719192,0.00463969,0.58234857,0.20057097,0.10443070
-5.39969985,1.23808994,0.05769968,0.11630486,0.41842267,0.33441799,0.00455143,0.58413098,0.20022423,0.10603368
-5.39369685,1.24671471,0.05688586,0.11941743,0.41961159,0.34142830,0.00444108,0.58410039,0.19948444,0.10725150
-5.38769385,1.25295446,0.05571664,0.12293711,0.42066734,0.34825405,0.00431114,0.58235306,0.19845247,0.10809855
-5.38169085,1.25729362,0.05421593,0.12698380,0.42184394,0.35497068,0.00416464,0.57905927,0.19725933,0.10860478
-5.37568784,1.26036050,0.05241372,0.13168950,0.42345390,0.36169377,0.00400501,0.57445582,0.19606252,0.10881488
-5.36968484,1.26290386,0.05034511,0.13719405,0.42585810,0.36857334,0.00383595,0.56883665,0.19504131,0.10878701
-5.36368184,1.26576485,0.04804926,0.14364005,0.42945347,0.37578677,0.00366137,0.56254166,0.19439120,0.10859096
-5.35767884,1.26984531,0.04556825,0.15116724,0.43465877,0.38353047,0.00348522,0.55594428,0.19431772,0.10830594
-5.35167584,1.27607347,0.04294583,0.15990649,0.44189876,0.39201076,0.00331137,0.54943813,0.19502966,0.10801801
-5.34567284,1.28536834,0.04022629,0.16997356,0.45158748,0.40143417,0.00314355,0.54342329,0.19673209,0.10781724
-5.33966983,1.29860404,0.03745329,0.18146299,0.46411109,0.41199771,0.00298518,0.53829262,0.19961923,0.10779473
-5.33366683,1.31657558,0.03466880,0.19444229,0.47981084,0.42387935,0.00283934,0.53441853,0.20386754,0.10803956
-5.32766383,1.33996719,0.03191223,0.20894683,0.49896689,0.43722926,0.00270865,0.53214065,0.20962908,0.10863584
-5.32166083,1.36932482,0.02921961,0.22497560,0.52178371,0.45216227,0.00259523,0.53175486,0.21702568,0.10965997
-5.31565783,1.40503372,0.02662302,0.24248821,0.54837744,0.46875175,0.00250067,0.53350391,0.22614379,0.11117815
-5.30965483,1.44730235,0.02415012,0.26140334,0.57876612,0.48702555,0.00242601,0.53757013,0.23703053,0.11324436
-5.30365183,1.49615339,0.02182396,0.28159875,0.61286319,0.50696396,0.00237171,0.54407031,0.24969095,0.11589879
-5.29764882,1.55142255,0.01966284,0.30291314,0.65047468,0.52850020,0.00233770,0.55305314,0.26408678,0.11916691
-5.29164582,1.61276537,0.01768043,0.32514976,0.69130053,0.55152330,0.00232338,0.56449913,0.28013667,0.12305908
-5.28564282,1.67967211,0.01588594,0.34808190,0.73494016,0.57588351,0.00232770,0.57832324,0.29771816,0.12757088
-5.27963982,1.75149042,0.01428447,0.37145993,0.78090226,0.60140002,0.00234919,0.59438013,0.31667122,0.13268404
-5.27363682,1.82745496,0.01287739,0.39501990,0.82861869,0.62787081,0.00238603,0.61247178,0.33680343,0.13836804
-5.26763382,1.90672295,0.01166282,0.41849320,0.87746206,0.65508418,0.00243614,0.63235739,0.35789657,0.14458219
-5.26163082,1.98841429,0.01063617,0.44161702,0.92676643,0.68283148,0.00249724,0.65376511,0.37971448,0.15127820
-5.25562781,2.07165450,0.00979058,0.46414502,0.97585026,0.71092053,0.00256698,0.67640514,0.40201184,0.15840315
-5.24962481,2.15561846,0.00911747,0.48585785,1.02404084,0.73918893,0.00264295,0.69998381,0.42454363,0.16590256
-5.24362181,2.23957305,0.00860701,0.50657279,1.07069900,0.76751674,0.00272284,0.72421777,0.44707470,0.17372359
-5.23761881,2.32291636,0.00824854,0.52615221,1.11524305,0.79583761,0.00280448,0.74884796,0.46938914,0.18181808
-5.23161581,2.40521142,0.00803092,0.54451014,1.15717079,0.82414786,0.00288592,0.77365241,0.49129895,0.19014534
-5.22561281,2.48621264,0.00794285,0.56161671,1.19607850,0.85251283,0.00296548,0.79845739,0.51265153,0.19867444
-5.21960980,2.56588318,0.00797311,0.57750000,1.23167591,0.88106989,0.00304184,0.82314629,0.53333570,0.20738600
-5.21360680,2.64440206,0.00811072,0.59224525,1.26379648,0.91002794,0.00311406,0.84766565,0.55328570,0.21627317
-5.20760380,2.72216034,0.00834507,0.60599124,1.29240220,0.93966303,0.00318160,0.87202807,0.57248315,0.22534194
-5.20160080,2.79974601,0.00866595,0.61892403,1.31758288,0.97031013,0.00324436,0.89631168,0.59095664,0.23461054
-5.19559780,2.87791813,0.00906359,0.63126828,1.33954969,1.00235129,0.00330268,0.92065620,0.60877906,0.24410803
-5.18959480,2.95757109,0.00952860,0.64327660,1.35862351,1.03620051,0.00335729,0.94525565,0.62606265,0.25387217
-5.18359180,3.03969056,0.01005192,0.65521731,1.37521844,1.07228584,0.00340937,0.97034801,0.64295211,0.26394656
-5.17758879,3.12530314,0.01062480,0.66736146,1.38982148,1.11102960,0.00346040,0.99620242,0.65961606,0.27437729
-5.17158579,3.21542209,0.01123870,0.67996958,1.40296944,1.15282738,0.00351222,1.02310433,0.67623732,0.28520913
-5.16558279,3.31099173,0.01188523,0.69327891,1.41522415,1.19802691,0.00356690,1.05133959,0.69300244,0.29648170
-5.15957979,3.41283340,0.01255614,0.70749192,1.42714736,1.24690769,0.00362671,1.08117797,0.71009118,0.30822554
-5.15357679,3.52159540,0.01324330,0.72276645,1.43927648,1.29966235,0.00369402,1.11285712,0.72766637,0.32045852
-5.14757379,3.63770963,0.01393873,0.73920830,1.45210240,1.35638070,0.00377125,1.14656776,0.74586467,0.33318269
-5.14157079,3.76135678,0.01463460,0.75686627,1.46605020,1.41703715,0.00386079,1.18244055,0.76478874,0.34638174
-5.13556778,3.89244189,0.01532339,0.77573017,1.48146372,1.48148217,0.00396491,1.22053554,0.78450119,0.36001928
-5.12956478,4.03058114,0.01599794,0.79573158,1.49859433,1.54943821,0.00408566,1.26083444,0.80502041,0.37403788
-5.12356178,4.17510040,0.01665160,0.81674729,1.51759423,1.62050032,0.00422485,1.30323598,0.82631856,0.38835920
-5.11755878,4.32504526,0.01727834,0.83860514,1.53851413,1.69414140,0.00438392,1.34755454,0.84832170,0.40288483
-5.11155578,4.47920185,0.01787292,0.86109175,1.56130513,1.76972190,0.00456391,1.39352194,0.87091170,0.41749813
-5.10555278,4.63612694,0.01843102,0.88396154,1.58582419,1.84650353,0.00476538,1.44079216,0.89393003,0.43206673
-5.09954977,4.79418571,0.01894933,0.90694656,1.61184256,1.92366635,0.00498836,1.48894857,0.91718280,0.44644571
-5.09354677,4.95159521,0.01942565,0.92976632,1.63905642,2.00032859,0.00523231,1.53751338,0.94044684,0.46048109
-5.08754377,5.10647110,0.01985892,0.95213723,1.66709890,2.07556823,0.00549609,1.58595862,0.96347644,0.47401376
-5.08154077,5.25687580,0.02024925,0.97378089,1.69555272,2.14844560,0.00577792,1.63371827,0.98601022,0.48688329
-5.07553777,5.40086568,0.02059786,0.99443103,1.72396290,2.21802603,0.00607542,1.68020094,1.00777790,0.49893180
-5.06953477,5.53653583,0.02090696,1.01383870,1.75184876,2.28340177,0.00638555,1.72480270,1.02850671,0.51000743
-5.06353177,5.66206067,0.02117966,1.03177562,1.77871509,2.34371242,0.00670469,1.76691965,1.04792709,0.51996755
-5.05752876,5.77572952,0.02141973,1.04803580,1.80406214,2.39816325,0.00702868,1.80595988,1.06577776,0.52868139
-5.05152576,5.87597647,0.02163141,1.06243545,1.82739436,2.44604088,0.00735287,1.84135472,1.08180992,0.53603226
-5.04552276,5.96140435,0.02181915,1.07481169,1.84822813,2.48672612,0.00767221,1.87256908,1.09579086,0.54191917
-5.03951976,6.03080291,0.02198737,1.08502033,1.86609859,2.51970358,0.00798137,1.89911077,1.10750686,0.54625798
-5.03351676,6.08316178,0.02214016,1.09293315,1.88056576,2.54456823,0.00827483,1.92053898,1.11676568,0.54898207
-5.02751376,6.11767882,0.02228104,1.09843531,1.89122053,2.56102884,0.00854706,1.93647187,1.12339885,0.55004274
-5.02151076,6.13376473,0.02241276,1.10142311,1.89769053,2.56890865,0.00879263,1.94659322,1.12726370,0.54940918
-5.01550775,6.13104472,0.02253708,1.10180266,1.89964616,2.56814353,0.00900639,1.95065846,1.12824553,0.54706841
-5.00950475,6.10935812,0.02265462,1.09948958,1.89680707,2.55877787,0.00918361,1.94849987,1.12625988,0.54302501
-5.00350175,6.06875643,0.02276483,1.09441000,1.88894888,2.54095883,0.00932014,1.94003108,1.12125487,0.53730084
-4.99749875,6.00950046,0.02286589,1.08650275,1.87591016,2.51492916,0.00941256,1.92525070,1.11321368,0.52993475
-4.99149575,5.93205667,0.02295481,1.07572278,1.85759943,2.48101901,0.00945829,1.90424519,1.10215705,0.52098240
-4.98549275,5.83709285,0.02302752,1.06204544,1.83400187,2.43963718,0.00945568,1.87719053,1.08814556,0.51051598
-4.97948974,5.72547290,0.02307901,1.04547136,1.80518528,2.39126198,0.00940410,1.84435284,1.07128156,0.49862401
-4.97348674,5.59825046,0.02310359,1.02603155,1.77130499,2.33643199,0.00930397,1.80608754,1.05171049,0.48541106
-4.96748374,5.45666086,0.02309512,1.00379222,1.73260710,2.27573689,0.00915675,1.76283696,1.02962143,0.47099738
-4.96148074,5.30211095,0.02304730,0.97885900,1.68942985,2.20980858,0.00896494,1.71512634,1.00524651,0.45551830
-4.95547774,5.13616634,0.02295400,0.95138001,1.64220266,2.13931243,0.00873195,1.66355792,0.97885926,0.43912340
-4.94947474,4.96053565,0.02280955,0.92154762,1.59144261,2.06493890,0.00846205,1.60880325,0.95077153,0.42197542
-4.94347174,4.77705134,0.02260902,0.88959855,1.53774825,1.98739545,0.00816022,1.55159366,0.92132917,0.40424866
-4.93746873,4.58764733,0.02234854,0.85581222,1.48179079,1.90739860,0.00783196,1.49270899,0.89090641,0.38612720
-4.93146573,4.39433313,0.02202544,0.82050724,1.42430269,1.82566628,0.00748318,1.43296474,0.85989898,0.36780255
-4.92546273,4.19916500,0.02163849,0.78403624,1.36606394,1.74291026,0.00711995,1.37319788,0.82871644,0.34947100
-4.91945973,4.00421459,0.02118798,0.74677922,1.30788642,1.65982879,0.00674834,1.31425167,0.79777364,0.33133073
-4.91345673,3.81153559,0.02067576,0.70913548,1.25059669,1.57709931,0.00637428,1.25695972,0.76748187,0.31357846
-4.90745373,3.62312931,0.02010521,0.67151478,1.19501772,1.49537133,0.00600332,1.20212981,0.73823993,0.29640618
-4.90145073,3.44091013,0.01948119,0.63432783,1.14195015,1.41525955,0.00564055,1.15052778,0.71042546,0.27999758
-4.89544772,3.26667150,0.01880984,0.59797664,1.09215359,1.33733722,0.00529047,1.10286194,0.68438684,0.26452464
-4.88944472,3.10205383,0.01809840,0.56284509,1.04632843,1.26212996,0.00495688,1.05976832,0.66043599,0.25014432
-4.88344172,2.94851485,0.01735497,0.52929001,1.00509883,1.19011001,0.00464286,1.02179727,0.63884227,0.23699549
-4.87743872,2.80730344,0.01658825,0.49763314,0.96899715,1.12169124,0.00435072,0.98940157,0.61982760,0.22519615
-4.87143572,2.67943765,0.01580723,0.46815423,0.93845051,1.05722486,0.00408203,0.96292653,0.60356306,0.21484108
-4.86543272,2.56568741,0.01502093,0.44108536,0.91376958,0.99699604,0.00383765,0.94260213,0.59016671,0.20599998
-4.85942971,2.46656244,0.01423811,0.41660679,0.89514010,0.94122165,0.00361781,0.92853759,0.57970297,0.19871607
-4.85342671,2.38230563,0.01346701,0.39484422,0.88261731,0.89004891,0.00342217,0.92071835,0.57218308,0.19300527
-4.84742371,2.31289203,0.01271517,0.37586754,0.87612345,0.84355536,0.00324993,0.91900571,0.56756676,0.18885595
-4.84142071,2.25803330,0.01198922,0.35969106,0.87544852,0.80174990,0.00309996,0.92313908,0.56576482,0.18622925
-4.83541771,2.21718772,0.01129474,0.34627504,0.88025425,0.76457498,0.00297086,0.93274086,0.56664245,0.18505989
-4.82941471,2.18957532,0.01063618,0.33552856,0.89008142,0.73190986,0.00286110,0.94732395,0.57002315,0.18525760
-4.82341171,2.17419772,0.01001684,0.32731337,0.90436022,0.70357498,0.00276910,0.96630179,0.57569300,0.18670907
-4.81740870,2.16986238,0.00943885,0.32144880,0.92242378,0.67933707,0.00269331,0.98900068,0.58340519,0.18928023
-4.81140570,2.17521072,0.00890319,0.31771742,0.94352426,0.65891520,0.00263226,1.01467434,0.59288467,0.19281917
-4.80540270,2.18874928,0.00840982,0.31587132,0.96685155,0.64198736,0.00258465,1.04252029,0.60383296,0.19715927
-4.79939970,2.20888360,0.00795773,0.31563897,0.99155381,0.62819764,0.00254930,1.07169787,0.61593285,0.20212271
-4.79339670,2.23395390,0.00754509,0.31673227,1.01675956,0.61716367,0.00252523,1.10134735,0.62885327,0.20752428
-4.78739370,2.26227184,0.00716940,0.31885386,1.04160063,0.60848438,0.00251159,1.13060989,0.64225414,0.21317529
-4.78139070,2.29215763,0.00682757,0.32170443,1.06523540,0.60174783,0.00250766,1.15864764,0.65579133,0.21888769
-4.77538769,2.32197666,0.00651617,0.32498983,1.08687147,0.59653895,0.00251282,1.18466361,0.66912177,0.22447804
-4.76938469,2.35017471,0.00623147,0.32842790,1.10578724,0.59244721,0.00252647,1.20792070,0.68190871,0.22977158
-4.76338169,2.37531108,0.00596965,0.33175490,1.12135142,0.58907397,0.00254801,1.22775929,0.69382713,0.23460600
-4.75737869,2.39608863,0.00572690,0.33473120,1.13304006,0.58603951,0.00257678,1.24361288,0.70456924,0.23883494
-4.75137569,2.41138009,0.00549952,0.33714635,1.14045018,0.58298950,0.00261201,1.25502123,0.71385013,0.24233108
-4.74537269,2.42024983,0.00528403,0.33882312,1.14330970,0.57960093,0.00265280,1.26164062,0.72141329,0.24498886
-4.73936968,2.42197055,0.00507728,0.33962066,1.14148311,0.57558740,0.00269808,1.26325071,0.72703597,0.24672643
-4.73336668,2.41603436,0.00487645,0.33943647,1.13497266,0.57070348,0.00274662,1.25975794,0.73053419,0.24748714
-4.72736368,2.40215788,0.00467918,0.33820726,1.12391506,0.56474838,0.00279700,1.25119513,0.73176717,0.24724022
-4.72136068,2.38028130,0.00448352,0.33590857,1.10857366,0.55756847,0.00284768,1.23771742,0.73064104,0.24598080
-4.71535768,2.35056131,0.00428803,0.33255326,1.08932646,0.54905888,0.00289699,1.21959456,0.72711152,0.24372915
-4.70935468,2.31335813,0.00409170,0.32818883,1.06665037,0.53916396,0.00294319,1.19719994,0.72118549,0.24052922
-4.70335168,2.26921721,0.00389399,0.32289371,1.04110232,0.52787663,0.00298453,1.17099658,0.71292130,0.23644656
-4.69734867,2.21884590,0.00369480,0.31677270,1.01329794,0.51523658,0.00301930,1.14152073,0.70242759,0.23156559
-4.69134567,2.16308623,0.00349439,0.30995161,0.98388866,0.50132738,0.00304589,1.10936360,0.68986068,0.22598639
-4.68534267,2.10288429,0.00329338,0.30257142,0.95353808,0.48627250,0.00306290,1.07515185,0.67542054,0.21982114
-4.67933967,2.03925760,0.00309267,0.29478210,0.92289856,0.47023040,0.00306911,1.03952756,0.65934524,0.21319028
-4.67333667,1.97326130,0.00289338,0.28673638,0.89258888,0.45338871,0.00306363,1.00312838,0.64190429,0.20621852
-4.66733367,1.90595431,0.00269679,0.27858369,0.86317380,0.43595775,0.00304585,0.96656853,0.62339077,0.19903088
-4.66133067,1.83836666,0.00250426,0.27046452,0.83514633,0.41816348,0.00301552,0.93042120,0.60411265,0.19174895
-4.65532766,1.77146889,0.00231720,0.26250530,0.80891315,0.40024015,0.00297275,0.89520308,0.58438363,0.18448732
-4.64932466,1.70614452,0.00213697,0.25481418,0.78478392,0.38242282,0.00291800,0.86136134,0.56451363,0.17735047
-4.64332166,1.64316646,0.00196486,0.24747769,0.76296443,0.36493995,0.00285205,0.82926339,0.54479948,0.17043008
