energy_ev,total_up,Ga_p_up,Ga_d_up,Se_s_up,Se_p_up,Ta_p_up,Ta_d_up
-6.00000000,1.56798839,0.02177386,0.00000000,0.00117257,0.97174369,0.55848799,0.71829244
-5.99399700,1.57838341,0.02185187,0.00000000,0.00111864,0.99750229,0.58540219,0.72366108
-5.98799400,1.59923308,0.02209391,0.00000000,0.00107533,1.03019881,0.61849232,0.73293400
-5.98199100,1.63071488,0.02251337,0.00000000,0.00104347,1.06981771,0.65771963,0.74616579
-5.97598799,1.67276492,0.02312021,0.00000000,0.00102389,1.11618860,0.70292496,0.76331902
-5.96998499,1.72506519,0.02392049,0.00000000,0.00101734,1.16897659,0.75382227,0.78425739
-5.96398199,1.78703704,0.02491600,0.00000000,0.00102456,1.22767660,0.80999476,0.80874164
-5.95797899,1.85784168,0.02610398,0.00000000,0.00104624,1.29161260,0.87089387,0.83642851
-5.95197599,1.93638843,0.02747695,0.00000000,0.00108304,1.35994228,0.93584185,0.86687325
-5.94597299,2.02135086,0.02902265,0.00000000,0.00113557,1.43166751,1.00403812,0.89953581
-5.93996998,2.11119104,0.03072413,0.00000000,0.00120441,1.50565084,1.07456959,0.93379080
-5.93396698,2.20419155,0.03255989,0.00000000,0.00129010,1.58063787,1.14642523,0.96894109
-5.92796398,2.29849448,0.03450431,0.00000000,0.00139311,1.65528499,1.21851446,1.00423476
-5.92196098,2.39214647,0.03652799,0.00000000,0.00151387,1.72819177,1.28968934,1.03888478
-5.91595798,2.48314842,0.03859839,0.00000000,0.00165270,1.79793703,1.35876978,1.07209079
-5.90995498,2.56950807,0.04068053,0.00000000,0.00180980,1.86311717,1.42457121,1.10306214
-5.90395198,2.64929375,0.04273768,0.00000000,0.00198527,1.92238540,1.48593378,1.13104125
-5.89794897,2.72068719,0.04473230,0.00000000,0.00217898,1.97449022,1.54175201,1.15532627
-5.89194597,2.78203333,0.04662686,0.00000000,0.00239061,2.01831161,1.59100396,1.17529205
-5.88594297,2.83188525,0.04838484,0.00000000,0.00261954,2.05289329,1.63277858,1.19040853
-5.87993997,2.86904244,0.04997155,0.00000000,0.00286487,2.07746973,1.66630033,1.20025579
-5.87393697,2.89258090,0.05135512,0.00000000,0.00312531,2.09148680,1.69095004,1.20453498
-5.86793397,2.90187401,0.05250722,0.00000000,0.00339919,2.09461503,1.70628116,1.20307482
-5.86193097,2.89660350,0.05340386,0.00000000,0.00368441,2.08675531,1.71203070,1.19583348
-5.85592796,2.87676030,0.05402597,0.00000000,0.00397842,2.06803666,1.70812463,1.18289580
-5.84992496,2.84263563,0.05435987,0.00000000,0.00427823,2.03880648,1.69467753,1.16446621
-5.84392196,2.79480300,0.05439762,0.00000000,0.00458043,1.99961402,1.67198655,1.14085781
-5.83791896,2.73409237,0.05413715,0.00000000,0.00488119,1.95118797,1.64052025,1.11247833
-5.83191596,2.66155787,0.05358228,0.00000000,0.00517637,1.89440946,1.60090282,1.07981377
-5.82591296,2.57844087,0.05274255,0.00000000,0.00546158,1.83028191,1.55389460,1.04341066
-5.81990995,2.48613031,0.05163289,0.00000000,0.00573228,1.75989928,1.50036981,1.00385778
-5.81390695,2.38612201,0.05027317,0.00000000,0.00598388,1.68441417,1.44129258,0.96176840
-5.80790395,2.27997900,0.04868766,0.00000000,0.00621192,1.60500731,1.37769230,0.91776366
-5.80190095,2.16929421,0.04690433,0.00000000,0.00641217,1.52285950,1.31063943,0.87245798
-5.79589795,2.05565711,0.04495418,0.00000000,0.00658081,1.43912725,1.24122252,0.82644679
-5.78989495,1.94062503,0.04287046,0.00000000,0.00671454,1.35492261,1.17052739,0.78029712
