energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Ca_p_up,Ca_p_down,Ca_d_up,Ca_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.90995498,2.84797066,-0.88943239,0.01536288,-0.00843509,0.17255957,-0.01499533,0.02075374,-0.00535523,0.00000000,-0.00000000,1.23342531,-0.16381695,0.95509891,-0.21609071,0.02187957,-0.00794672,1.41071451,-0.52715923
-5.90395198,2.82171901,-0.91318756,0.01656439,-0.00814996,0.15983417,-0.01559086,0.02091126,-0.00547793,0.00000000,-0.00000000,1.23567771,-0.17394086,0.92246516,-0.22055148,0.02227965,-0.00833327,1.41584994,-0.54145218
-5.89794897,2.78740180,-0.93608571,0.01781470,-0.00785459,0.14754790,-0.01616726,0.02097720,-0.00560431,0.00000000,-0.00000000,1.23221291,-0.18433233,0.88868802,-0.22463397,0.02261242,-0.00869957,1.41562206,-0.55532219
-5.89194597,2.74562936,-0.95785972,0.01911093,-0.00754767,0.13582909,-0.01671743,0.02095358,-0.00573338,0.00000000,-0.00000000,1.22325277,-0.19489775,0.85411161,-0.22829548,0.02288064,-0.00904063,1.41020762,-0.56861325
-5.88594297,2.69716289,-0.97827648,0.02044906,-0.00722906,0.12478935,-0.01723571,0.02084441,-0.00586430,0.00000000,-0.00000000,1.20913682,-0.20554413,0.81908671,-0.23150292,0.02308868,-0.00935174,1.39989624,-0.58118773
-5.87993997,2.64289586,-0.99713661,0.02182375,-0.00689962,0.11452446,-0.01771781,0.02065554,-0.00599631,0.00000000,-0.00000000,1.19031042,-0.21618028,0.78396865,-0.23423229,0.02324221,-0.00962856,1.38507792,-0.59292628
-5.87393697,2.58382962,-1.01427441,0.02322821,-0.00656110,0.10511568,-0.01816090,0.02039436,-0.00612874,0.00000000,-0.00000000,1.16730925,-0.22671845,0.74911455,-0.23646827,0.02334788,-0.00986721,1.36622648,-0.60372774
-5.86793397,2.52104444,-1.02955810,0.02465410,-0.00621597,0.09663147,-0.01856363,0.02006948,-0.00626096,0.00000000,-0.00000000,1.14074082,-0.23707657,0.71487991,-0.23820357,0.02341295,-0.01006441,1.34387984,-0.61350933
-5.86193097,2.45566725,-1.04289073,0.02609150,-0.00586727,0.08912931,-0.01892625,0.01969034,-0.00639235,0.00000000,-0.00000000,1.11126395,-0.24718083,0.68161457,-0.23943850,0.02344484,-0.01021752,1.31861820,-0.62220735
-5.85592796,2.38883774,-1.05421183,0.02752887,-0.00551848,0.08265765,-0.01925067,0.01926681,-0.00652239,0.00000000,-0.00000000,1.07956718,-0.25696881,0.64965812,-0.24018059,0.02345078,-0.01032468,1.29104131,-0.62977822
-5.84992496,2.32167434,-1.06350004,0.02895317,-0.00517332,0.07725770,-0.01954063,0.01880882,-0.00665059,0.00000000,-0.00000000,1.04634713,-0.26639304,0.61933496,-0.24044434,0.02343736,-0.01038488,1.26174586,-0.63620027
-5.84392196,2.25524186,-1.07077683,0.03034995,-0.00483573,0.07296493,-0.01980190,0.01832596,-0.00677655,0.00000000,-0.00000000,1.01228780,-0.27542486,0.59094927,-0.24025131,0.02341023,-0.01039804,1.23130420,-0.64147614
-5.83791896,2.19052205,-1.07611114,0.03170358,-0.00450963,0.06981031,-0.02004245,0.01782715,-0.00690003,0.00000000,-0.00000000,0.97804155,-0.28405858,0.56477989,-0.23963043,0.02337376,-0.01036506,1.20024549,-0.64563580
-5.83191596,2.12838846,-1.07962507,0.03299749,-0.00419897,0.06782105,-0.02027266,0.01732036,-0.00702098,0.00000000,-0.00000000,0.94421255,-0.29231572,0.54107554,-0.23861853,0.02333087,-0.01028788,1.16903986,-0.64874028
-5.82591296,2.06958648,-1.08150018,0.03421451,-0.00390754,0.06702087,-0.02050563,0.01681238,-0.00713964,0.00000000,-0.00000000,0.91134327,-0.30024921,0.52005042,-0.23726125,0.02328283,-0.01016950,1.13808645,-0.65088565
-5.81990995,2.01471913,-1.08198429,0.03533723,-0.00363907,0.06742974,-0.02075734,0.01630869,-0.00725660,0.00000000,-0.00000000,0.87990410,-0.30794739,0.50188030,-0.23561412,0.02322929,-0.01001397,1.10770553,-0.65220749
-5.81390695,1.96423880,-1.08139819,0.03634839,-0.00339709,0.06906309,-0.02104691,0.01581337,-0.00737293,0.00000000,-0.00000000,0.85028648,-0.31553744,0.48669932,-0.23374374,0.02316823,-0.00982636,1.07813493,-0.65288512
-5.80790395,1.91844481,-1.08014182,0.03723136,-0.00318504,0.07193051,-0.02139686,0.01532911,-0.00749024,0.00000000,-0.00000000,0.82279931,-0.32318815,0.47459739,-0.23172915,0.02309617,-0.00961275,1.04953054,-0.65314564
-5.80190095,1.87748644,-1.07869924,0.03797054,-0.00300628,0.07603408,-0.02183315,0.01485729,-0.00761076,0.00000000,-0.00000000,0.79766831,-0.33111173,0.46561830,-0.22966303,0.02300833,-0.00938012,1.02197063,-0.65326716
-5.79589795,1.84137059,-1.07764178,0.03855181,-0.00286411,0.08136620,-0.02238537,0.01439812,-0.00773742,0.00000000,-0.00000000,0.77503827,-0.33956422,0.45975849,-0.22765273,0.02289891,-0.00913627,0.99546342,-0.65358087
-5.78989495,1.80997334,-1.07762865,0.03896296,-0.00276188,0.08790732,-0.02308668,0.01395079,-0.00787394,0.00000000,-0.00000000,0.75497726,-0.34884448,0.45696648,-0.22582100,0.02276141,-0.00888969,0.96995723,-0.65447155
-5.78389195,1.78305433,-1.07940433,0.03919402,-0.00270300,0.09562342,-0.02397366,0.01351373,-0.00802477,0.00000000,-0.00000000,0.73748278,-0.35929135,0.45714284,-0.22430619,0.02258900,-0.00864941,0.94535249,-0.65637607
-5.77788894,1.76027312,-1.08379212,0.03923765,-0.00269102,0.10446366,-0.02508610,0.01308482,-0.00819516,0.00000000,-0.00000000,0.72248891,-0.37127870,0.46014073,-0.22326182,0.02237489,-0.00842486,0.92151477,-0.65977952
-5.77188594,1.74120650,-1.09168325,0.03908935,-0.00272971,0.11435809,-0.02646652,0.01266166,-0.00839102,0.00000000,-0.00000000,0.70987427,-0.38520847,0.46576707,-0.22285538,0.02211269,-0.00822565,0.89828814,-0.66520856
-5.76588294,1.72536596,-1.10402143,0.03874764,-0.00282301,0.12521584,-0.02815959,0.01224181,-0.00861890,0.00000000,-0.00000000,0.69947026,-0.40150128,0.47378427,-0.22326628,0.02179678,-0.00806142,0.87550810,-0.67322194
-5.75987994,1.71221476,-1.12178230,0.03821420,-0.00297512,0.13692375,-0.03021127,0.01182297,-0.00888578,0.00000000,-0.00000000,0.69106920,-0.42058494,0.48391254,-0.22468280,0.02142260,-0.00794157,0.85301345,-0.68439793
-5.75387694,1.70118401,-1.14594816,0.03749387,-0.00319039,0.14934578,-0.03266788,0.01140325,-0.00919890,0.00000000,-0.00000000,0.68443230,-0.44288070,0.49583304,-0.22729814,0.02098693,-0.00787510,0.83065671,-0.69931881
-5.74787394,1.69168749,-1.17747821,0.03659457,-0.00347335,0.16232319,-0.03557486,0.01098126,-0.00956549,0.00000000,-0.00000000,0.67929706,-0.46878774,0.50919172,-0.23130548,0.02048807,-0.00787036,0.80831258,-0.71855261
-5.74187094,1.68313519,-1.21727483,0.03552713,-0.00382855,0.17567563,-0.03897538,0.01055624,-0.00999252,0.00000000,-0.00000000,0.67538436,-0.49866606,0.52360419,-0.23689214,0.01992602,-0.00793483,0.78588436,-0.74263251
-5.73586793,1.67494546,-1.26614696,0.03430509,-0.00426047,0.18920333,-0.04290880,0.01012818,-0.01048633,0.00000000,-0.00000000,0.67240494,-0.53281845,0.53866146,-0.24423306,0.01930247,-0.00807492,0.76330821,-0.77203451
-5.72986493,1.66655588,-1.32477172,0.03294436,-0.00477337,0.20269018,-0.04740901,0.00969774,-0.01105233,0.00000000,-0.00000000,0.67006553,-0.57147208,0.55393673,-0.25348368,0.01862084,-0.00829577,0.74055519,-0.80715401
-5.72386193,1.65743320,-1.39365572,0.03146283,-0.00537109,0.21590788,-0.05250267,0.00926633,-0.01169464,0.00000000,-0.00000000,0.66807461,-0.61476044,0.56899317,-0.26477248,0.01788616,-0.00860103,0.71763139,-0.84828246
-5.71785893,1.64708220,-1.47309774,0.02987999,-0.00605688,0.22862092,-0.05820739,0.00883600,-0.01241577,0.00000000,-0.00000000,0.66614793,-0.66270663,0.58339269,-0.27819357,0.01710496,-0.00899276,0.69457625,-0.89558483
-5.71185593,1.63505400,-1.56315456,0.02821643,-0.00683320,0.24059238,-0.06453006,0.00840935,-0.01321625,0.00000000,-0.00000000,0.66401379,-0.71520858,0.59670537,-0.29379951,0.01628502,-0.00947125,0.67145939,-0.94907924
-5.70585293,1.62095359,-1.66361187,0.02649338,-0.00770146,0.25159019,-0.07146515,0.00798943,-0.01409445,0.00000000,-0.00000000,0.66141811,-0.77202743,0.60851954,-0.31159476,0.01543514,-0.01003497,0.64837630,-1.00861975
-5.69984992,1.60444680,-1.77396198,0.02473225,-0.00866188,0.26139378,-0.07899334,0.00757957,-0.01504630,0.00000000,-0.00000000,0.65812932,-0.83277967,0.61845207,-0.33153020,0.01456487,-0.01068048,0.62544312,-1.07388354
-5.69384692,1.58526659,-1.89339005,0.02295414,-0.00971329,0.26980075,-0.08708030,0.00718326,-0.01606517,0.00000000,-0.00000000,0.65394293,-0.89693380,0.62615863,-0.35349887,0.01368421,-0.01140248,0.60279102,-1.14436341
-5.68784392,1.56321851,-2.02077030,0.02117939,-0.01085301,0.27663336,-0.09567591,0.00680399,-0.01714187,0.00000000,-0.00000000,0.64868570,-0.96381231,0.63134341,-0.37733346,0.01280330,-0.01219382,0.58056027,-1.21936636
-5.68184092,1.53818517,-2.15467320,0.01942728,-0.01207667,0.28174439,-0.10471392,0.00644509,-0.01826467,0.00000000,-0.00000000,0.64221925,-1.03259919,0.63376804,-0.40280560,0.01193214,-0.01304563,0.55889452,-1.29801913
-5.67583792,1.51012958,-2.29338428,0.01771557,-0.01337823,0.28502237,-0.11411199,0.00610962,-0.01941946,0.00000000,-0.00000000,0.63444300,-1.10235319,0.63325923,-0.42962738,0.01108033,-0.01394748,0.53793529,-1.37928074
-5.66983492,1.47909701,-2.43493474,0.01606037,-0.01474994,0.28639568,-0.12377241,0.00580020,-0.02059002,0.00000000,-0.00000000,0.62529629,-1.17202678,0.62971484,-0.45745495,0.01025682,-0.01488759,0.51781721,-1.46196214
-5.66383192,1.44521541,-2.57714329,0.01447586,-0.01618238,0.28583552,-0.13358325,0.00551895,-0.02175841,0.00000000,-0.00000000,0.61475952,-1.24049042,0.62310802,-0.48589447,0.00946973,-0.01585307,0.49866383,-1.54475275
-5.65782891,1.40869415,-2.71766829,0.01297420,-0.01766456,0.28335746,-0.14342026,0.00526744,-0.02290540,0.00000000,-0.00000000,0.60285423,-1.30656143,0.61348933,-0.51451016,0.00872620,-0.01683024,0.48058445,-1.62625293
-5.65182591,1.36982120,-2.85406857,0.01156551,-0.01918409,0.27902168,-0.15314914,0.00504655,-0.02401098,0.00000000,-0.00000000,0.58964223,-1.36903654,0.60098670,-0.54283437,0.00803232,-0.01780498,0.46367195,-1.70501155
-5.64582291,1.32895882,-2.98387078,0.01025793,-0.02072736,0.27293176,-0.16262848,0.00485657,-0.02505500,0.00000000,-0.00000000,0.57522361,-1.42672696,0.58580316,-0.57037934,0.00739306,-0.01876300,0.44800170,-1.77956722
-5.63981991,1.28653803,-3.10464093,0.00905765,-0.02227978,0.26523215,-0.17171310,0.00469711,-0.02601776,0.00000000,-0.00000000,0.55973393,-1.47849463,0.56821266,-0.59665022,0.00681232,-0.01969027,0.43363165,-1.84849162
-5.63381691,1.24305206,-3.21405709,0.00796918,-0.02382603,0.25610446,-0.18025777,0.00456720,-0.02688059,0.00000000,-0.00000000,0.54334062,-1.52328810,0.54855401,-0.62115909,0.00629296,-0.02057332,0.42060360,-1.91043310
-5.62781391,1.19904935,-3.30998048,0.00699551,-0.02535037,0.24576277,-0.18812119,0.00446533,-0.02762653,0.00000000,-0.00000000,0.52623886,-1.56017660,0.52722337,-0.64343926,0.00583694,-0.02139956,0.40894560,-1.96415886
-5.62181091,1.15512631,-3.39052191,0.00613834,-0.02683689,0.23444814,-0.19517007,0.00438957,-0.02824082,0.00000000,-0.00000000,0.50864719,-1.58838079,0.50466560,-0.66305939,0.00544545,-0.02215758,0.39867544,-2.00859371
-5.61580790,1.11192032,-3.45410076,0.00539844,-0.02826980,0.22242265,-0.20128330,0.00433761,-0.02871142,0.00000000,-0.00000000,0.49080307,-1.60729879,0.48136488,-0.67963695,0.00511909,-0.02283738,0.38980512,-2.04285394
-5.60980490,1.07010341,-3.49949398,0.00477587,-0.02963368,0.20996314,-0.20635585,0.00430698,-0.02902936,0.00000000,-0.00000000,0.47295857,-1.61652644,0.45783503,-0.69285039,0.00485804,-0.02343053,0.38234609,-2.06627460
-5.60380190,1.03037658,-3.52587324,0.00427027,-0.03091376,0.19735503,-0.21030245,0.00429511,-0.02918905,0.00000000,-0.00000000,0.45537652,-1.61587076,0.43460982,-0.70244962,0.00466229,-0.02393036,0.37631515,-2.07842924
-5.59779890,0.99346517,-3.53282849,0.00388114,-0.03209607,0.18488628,-0.21306085,0.00429949,-0.02918843,0.00000000,-0.00000000,0.43832713,-1.60535610,0.41223371,-0.70826435,0.00453180,-0.02433193,0.37174058,-2.07914119
-5.59179590,0.96011502,-3.52037739,0.00360807,-0.03316767,0.17284184,-0.21459449,0.00431783,-0.02902896,0.00000000,-0.00000000,0.42208523,-1.58522276,0.39125306,-0.71021001,0.00446671,-0.02463210,0.36866831,-2.06848597
-5.58579290,0.93108928,-3.48896020,0.00345091,-0.03411677,0.16149862,-0.21489456,0.00434818,-0.02871556,0.00000000,-0.00000000,0.40692809,-1.55591818,0.37220818,-0.70829097,0.00446744,-0.02482946,0.36716775,-2.04678502
-5.57978989,0.90716541,-3.43942089,0.00340987,-0.03493286,0.15112118,-0.21398133,0.00438901,-0.02825638,0.00000000,-0.00000000,0.39313378,-1.51808118,0.35562607,-0.70260113,0.00453489,-0.02492420,0.36733679,-2.01459100
-5.57378689,0.88913192,-3.37297541,0.00348565,-0.03560683,0.14195798,-0.21190464,0.00443938,-0.02766245,0.00000000,-0.00000000,0.38097983,-1.47252007,0.34201393,-0.69332167,0.00467040,-0.02491797,0.36930575,-1.97266572
-5.56778389,0.87778422,-3.29116902,0.00367939,-0.03613100,0.13423841,-0.20874371,0.00449894,-0.02694729,0.00000000,-0.00000000,0.37074213,-1.42018564,0.33185318,-0.68071635,0.00487588,-0.02481373,0.37323969,-1.92195176
-5.56178089,0.87391879,-3.19582468,0.00399259,-0.03649926,0.12817034,-0.20460603,0.00456806,-0.02612638,0.00000000,-0.00000000,0.36269359,-1.36214036,0.32559397,-0.66512439,0.00515371,-0.02461551,0.37933888,-1.86353914
-5.55577789,0.87832514,-3.08898493,0.00442701,-0.03670704,0.12393820,-0.19962559,0.00464773,-0.02521669,0.00000000,-0.00000000,0.35710253,-1.29952508,0.32364973,-0.64695138,0.00550667,-0.02432825,0.38783704,-1.79862879
-5.54977489,0.89177488,-2.97284992,0.00498440,-0.03675143,0.12170147,-0.19396033,0.00473965,-0.02423606,0.00000000,-0.00000000,0.35423035,-1.23352477,0.32639176,-0.62665851,0.00593778,-0.02395760,0.39899713,-1.72849428
-5.54377189,0.91500746,-2.84971403,0.00566627,-0.03663120,0.12159333,-0.18778898,0.00484609,-0.02320269,0.00000000,-0.00000000,0.35432831,-1.16533463,0.33414338,-0.60475059,0.00645011,-0.02350970,0.41310463,-1.65444361
-5.53776888,0.94871240,-2.72190358,0.00647356,-0.03634687,0.12371952,-0.18130733,0.00496986,-0.02213457,0.00000000,-0.00000000,0.35763334,-1.09612782,0.34717377,-0.58176327,0.00704650,-0.02299108,0.43045825,-1.57778237
-5.53176588,0.99350796,-2.59171776,0.00740623,-0.03590072,0.12815720,-0.17472407,0.00511412,-0.02104906,0.00000000,-0.00000000,0.36436256,-1.02702602,0.36569116,-0.55824985,0.00772933,-0.02240847,0.45135822,-1.49977969
-5.52576288,1.04991654,-2.46137448,0.00846296,-0.03529684,0.13495373,-0.16825626,0.00528225,-0.01996240,0.00000000,-0.00000000,0.37470681,-0.95907366,0.38983552,-0.53476813,0.00850012,-0.02176874,0.47609249,-1.42163805
-5.51975988,1.11833756,-2.33296272,0.00964068,-0.03454114,0.14412540,-0.16212447,0.00547771,-0.01888940,0.00000000,-0.00000000,0.38882303,-0.89321649,0.41967097,-0.51186749,0.00935925,-0.02107876,0.50492116,-1.34446766
-5.51375688,1.19901851,-2.20840201,0.01093426,-0.03364134,0.15565606,-0.15654786,0.00570376,-0.01784314,0.00000000,-0.00000000,0.40682590,-0.83028488,0.45517795,-0.49007673,0.01030564,-0.02034540,0.53805983,-1.26926591
-5.50775388,1.29202562,-2.08940974,0.01233616,-0.03260694,0.16949572,-0.15173905,0.00596332,-0.01683481,0.00000000,-0.00000000,0.42877892,-0.77098200,0.49624568,-0.46989261,0.01133640,-0.01957542,0.57566242,-1.19690219
-5.50175088,1.39721533,-1.97747634,0.01383618,-0.03144909,0.18555926,-0.14789909,0.00625874,-0.01587355,0.00000000,-0.00000000,0.45468550,-0.71587682,0.54266533,-0.45176943,0.01244661,-0.01877552,0.61780428,-1.12810787
-5.49574787,1.51420832,-1.87384790,0.01542124,-0.03018053,0.20372527,-0.14521243,0.00659159,-0.01496644,0.00000000,-0.00000000,0.48448038,-0.66540157,0.59412433,-0.43610979,0.01362906,-0.01795226,0.66446644,-1.06347119
-5.48974487,1.64236768,-1.77951594,0.01707533,-0.02881537,0.22383527,-0.14384213,0.00696249,-0.01411856,0.00000000,-0.00000000,0.51802192,-0.61985329,0.65020252,-0.42325641,0.01487418,-0.01711204,0.71552171,-1.00343670
-5.48374187,1.78078283,-1.69521339,0.01877956,-0.02736889,0.24569350,-0.14392526,0.00737094,-0.01333300,0.00000000,-0.00000000,0.55508600,-0.57939886,0.71037057,-0.41348524,0.01616994,-0.01626113,0.77072357,-0.94830851
-5.47773887,1.92826072,-1.62141613,0.02051230,-0.02585728,0.26906730,-0.14556865,0.00781522,-0.01261109,0.00000000,-0.00000000,0.59536168,-0.54408290,0.77399115,-0.40699984,0.01750190,-0.01540559,0.82969860,-0.89825680
-5.47173587,2.08332570,-1.55834916,0.02224946,-0.02429733,0.29368840,-0.14884513,0.00829233,-0.01195249,0.00000000,-0.00000000,0.63844944,-0.51383793,0.84032336,-0.40392700,0.01885342,-0.01455126,0.89194296,-0.85332686
-5.46573287,2.24422881,-1.50599670,0.02396496,-0.02270610,0.31925517,-0.15379022,0.00879789,-0.01135546,0.00000000,-0.00000000,0.68386210,-0.48849612,0.90853066,-0.40431367,0.02020587,-0.01370371,0.95682347,-0.81345011
-5.45972986,2.40896733,-1.46411565,0.02563128,-0.02110062,0.34543593,-0.16039959,0.00932624,-0.01081702,0.00000000,-0.00000000,0.73102891,-0.46780210,0.97769235,-0.40812536,0.02153902,-0.01286818,1.02358371,-0.77845643
-5.45372686,2.57531459,-1.43225170,0.02722007,-0.01949748,0.37187332,-0.16862725,0.00987048,-0.01033321,0.00000000,-0.00000000,0.77930273,-0.45142635,1.04681866,-0.41524588,0.02283149,-0.01204957,1.09135494,-0.74808730
-5.44772386,2.74085962,-1.40975797,0.02870296,-0.01791255,0.39818986,-0.17838469,0.01042259,-0.00989930,0.00000000,-0.00000000,0.82797046,-0.43897879,1.11486921,-0.42547874,0.02406131,-0.01125233,1.15917210,-0.72200953
-5.44172086,2.90305604,-1.39581574,0.03005230,-0.01636064,0.42399440,-0.18954109,0.01097363,-0.00951000,0.00000000,-0.00000000,0.87626645,-0.43002216,1.18077431,-0.43855016,0.02520649,-0.01048043,1.22599410,-0.69982900
-5.43571786,3.05927854,-1.38945731,0.03124206,-0.01485525,0.44888957,-0.20192458,0.01151397,-0.00915968,0.00000000,-0.00000000,0.92338864,-0.42408511,1.24345861,-0.45411386,0.02624566,-0.00973733,1.29072824,-0.68110447
-5.42971486,3.20688553,-1.38959088,0.03224855,-0.01340835,0.47247981,-0.21532489,0.01203348,-0.00884253,0.00000000,-0.00000000,0.96851692,-0.42067482,1.30186636,-0.47175768,0.02715873,-0.00902597,1.35225763,-0.66536112
-5.42371186,3.34328558,-1.39502737,0.03305129,-0.01203018,0.49437996,-0.22949714,0.01252192,-0.00855278,0.00000000,-0.00000000,1.01083308,-0.41928898,1.35498729,-0.49101207,0.02792751,-0.00834867,1.40947089,-0.65210386
-5.41770885,3.46600552,-1.40450911,0.03363360,-0.01072921,0.51422401,-0.24416701,0.01296915,-0.00828482,0.00000000,-0.00000000,1.04954186,-0.41942719,1.40188238,-0.51136051,0.02853625,-0.00770723,1.46129293,-0.64083028
-5.41170585,3.57275746,-1.41674026,0.03398325,-0.00951206,0.53167370,-0.25903708,0.01336548,-0.00803335,0.00000000,-0.00000000,1.08389206,-0.42060177,1.44170832,-0.53225154,0.02897221,-0.00710290,1.50671577,-0.63104315
-5.40570285,3.66150245,-1.43041865,0.03409282,-0.00838354,0.54642679,-0.27379434,0.01370197,-0.00779350,0.00000000,-0.00000000,1.11319718,-0.42234776,1.47373995,-0.55311255,0.02922602,-0.00653642,1.54482812,-0.62226256
-5.39969985,3.73050812,-1.44426857,0.03395998,-0.00734672,0.55822458,-0.28811864,0.01397069,-0.00756094,0.00000000,-0.00000000,1.13685468,-0.42423240,1.49738963,-0.57336470,0.02929204,-0.00600810,1.57484261,-0.61403735
-5.39369685,3.77839821,-1.45707386,0.03358760,-0.00640315,0.56685839,-0.30169177,0.01416498,-0.00733195,0.00000000,-0.00000000,1.15436314,-0.42586369,1.51222290,-0.59243888,0.02916846,-0.00551788,1.59611967,-0.60595604
-5.38769385,3.80419208,-1.46771065,0.03298361,-0.00555294,0.57217489,-0.31420712,0.01427969,-0.00710348,0.00000000,-0.00000000,1.16533668,-0.42689821,1.51796980,-0.60979209,0.02885740,-0.00506542,1.60818712,-0.59765672
-5.38169085,3.80733264,-1.47517874,0.03216071,-0.00479507,0.57407994,-0.32537924,0.01431127,-0.00687322,0.00000000,-0.00000000,1.16951611,-0.42704795,1.51453139,-0.62492373,0.02836481,-0.00465021,1.61075470,-0.58883612
-5.37568784,3.78770186,-1.47863073,0.03113598,-0.00412764,0.57254081,-0.33495331,0.01425797,-0.00663962,0.00000000,-0.00000000,1.16677631,-0.42608599,1.50198131,-0.63739126,0.02770025,-0.00427168,1.60372305,-0.57925727
-5.36968484,3.74562326,-1.47739782,0.02993027,-0.00354810,0.56758675,-0.34271382,0.01411982,-0.00640190,0.00000000,-0.00000000,1.15712969,-0.42385103,1.48056241,-0.64682465,0.02687652,-0.00392927,1.58718696,-0.56875583
-5.36368184,3.68185153,-1.47101131,0.02856746,-0.00305357,0.55930788,-0.34849230,0.01389865,-0.00616003,0.00000000,-0.00000000,1.14072557,-0.42025046,1.45067854,-0.65293893,0.02590932,-0.00362261,1.56143264,-0.55724471
-5.35767884,3.59754987,-1.45921894,0.02707376,-0.00264110,0.54785237,-0.35217373,0.01359804,-0.00591474,0.00000000,-0.00000000,1.11784557,-0.41526193,1.41288197,-0.65554439,0.02481664,-0.00335155,1.52692952,-0.54471682
-5.35167584,3.49425608,-1.44199516,0.02547683,-0.00230793,0.53342214,-0.35370118,0.01322316,-0.00566745,0.00000000,-0.00000000,1.08889519,-0.40893324,1.36785703,-0.65455395,0.02361827,-0.00311630,1.48431671,-0.53124589
-5.34567284,3.37383899,-1.41954491,0.02380495,-0.00205177,0.51626708,-0.35307874,0.01278067,-0.00542025,0.00000000,-0.00000000,1.05439212,-0.40138058,1.31640056,-0.64998726,0.02233520,-0.00291752,1.43438505,-0.51698515
