energy_ev,total_up,C_s_up,C_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-6.00000000,0.45609852,0.01792079,0.00974114,0.09543866,0.03844181,0.01187540,0.25319801,0.23447914,0.02023602
-5.99399700,0.46178124,0.01772077,0.00983550,0.09588399,0.04071937,0.01222751,0.25802304,0.23422735,0.01986493
-5.98799400,0.47241500,0.01762001,0.01000454,0.09743318,0.04354220,0.01269361,0.26580198,0.23664999,0.01964987
-5.98199100,0.48870509,0.01763226,0.01025551,0.10027130,0.04696616,0.01328432,0.27694945,0.24221442,0.01961641
-5.97598799,0.51130875,0.01776759,0.01059364,0.10457866,0.05104081,0.01400777,0.29185519,0.25138243,0.01978775
-5.96998499,0.54081713,0.01803193,0.01102189,0.11052698,0.05580763,0.01486922,0.31087368,0.26460087,0.02018395
-5.96398199,0.57773815,0.01842678,0.01154070,0.11827539,0.06129833,0.01587068,0.33431424,0.28229202,0.02082129
-5.95797899,0.62248051,0.01894905,0.01214787,0.12796652,0.06753327,0.01701071,0.36243150,0.30484383,0.02171169
-5.95197599,0.67533890,0.01959104,0.01283851,0.13972249,0.07452002,0.01828427,0.39541645,0.33259987,0.02286223
-5.94597299,0.73648082,0.02034061,0.01360507,0.15364100,0.08225222,0.01968268,0.43338817,0.36584905,0.02427477
-5.93996998,0.80593505,0.02118146,0.01443747,0.16979144,0.09070858,0.02119366,0.47638645,0.40481519,0.02594569
-5.93396698,0.88358221,0.02209357,0.01532331,0.18821114,0.09985225,0.02280155,0.52436531,0.44964660,0.02786570
-5.92796398,0.96914748,0.02305380,0.01624820,0.20890185,0.10963049,0.02448756,0.57718783,0.50040584,0.03001985
-5.92196098,1.06219604,0.02403655,0.01719613,0.23182655,0.11997473,0.02623015,0.63462227,0.55706004,0.03238760
-5.91595798,1.16213128,0.02501459,0.01814988,0.25690672,0.13080097,0.02800553,0.69633990,0.61947199,0.03494300
-5.90995498,1.26819628,0.02595988,0.01909152,0.28402024,0.14201065,0.02978819,0.76191451,0.68739264,0.03765511
-5.90395198,1.37947863,0.02684446,0.02000294,0.31300006,0.15349185,0.03155151,0.83082412,0.76045530,0.04048841
-5.89794897,1.49491904,0.02764133,0.02086634,0.34363376,0.16512093,0.03326842,0.90245471,0.83817211,0.04340349
-5.89194597,1.61332359,0.02832535,0.02166478,0.37566422,0.17676456,0.03491204,0.97610637,0.91993329,0.04635770
-5.88594297,1.73337992,0.02887399,0.02238262,0.40879140,0.18828201,0.03645638,1.05100179,1.00500940,0.04930609
-5.87993997,1.85367708,0.02926805,0.02300598,0.44267545,0.19952784,0.03787694,1.12629719,1.09255722,0.05220229
-5.87393697,1.97272890,0.02949225,0.02352309,0.47694114,0.21035470,0.03915128,1.20109551,1.18162928,0.05499957
-5.86793397,2.08900054,0.02953563,0.02392461,0.51118351,0.22061637,0.04025957,1.27446175,1.27118725,0.05765188
-5.86193097,2.20093763,0.02939189,0.02420377,0.54497485,0.23017088,0.04118501,1.34544018,1.36011897,0.06011496
-5.85592796,2.30699751,0.02905946,0.02435655,0.57787284,0.23888353,0.04191413,1.41307313,1.44725914,0.06234742
