energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up
-5.85592796,2.53920787,0.00130200,0.17006859,0.49807569,1.51906222,0.29255823,0.52818818,0.27759258,0.00000000
-5.84992496,2.50963622,0.00128631,0.15811137,0.47777224,1.50090464,0.27534833,0.53748191,0.27835075,0.00000000
-5.84392196,2.49028137,0.00127553,0.14756398,0.46000834,1.48643269,0.26105127,0.55058192,0.28006329,0.00000000
-5.83791896,2.48100448,0.00126814,0.13849434,0.44480946,1.47516334,0.24973261,0.56767469,0.28278111,0.00000000
-5.83191596,2.48154199,0.00126266,0.13094404,0.43218204,1.46658690,0.24141661,0.58889794,0.28653968,0.00000000
-5.82591296,2.49152343,0.00125768,0.12492857,0.42211423,1.46018938,0.23608722,0.61433722,0.29135904,0.00000000
-5.81990995,2.51049114,0.00125192,0.12043813,0.41457688,1.45547446,0.23368948,0.64402347,0.29724428,0.00000000
-5.81390695,2.53792086,0.00124424,0.11743865,0.40952474,1.45198422,0.23413121,0.67793172,0.30418667,0.00000000
-5.80790395,2.57324187,0.00123365,0.11587315,0.40689786,1.44931735,0.23728489,0.71598077,0.31216502,0.00000000
-5.80190095,2.61585558,0.00121935,0.11566343,0.40662296,1.44714410,0.24298985,0.75803370,0.32114748,0.00000000
-5.79589795,2.66515166,0.00120074,0.11671195,0.40861476,1.44521714,0.25105465,0.80389925,0.33109317,0.00000000
-5.78989495,2.72052092,0.00117740,0.11890409,0.41277715,1.44337792,0.26125982,0.85333380,0.34195393,0.00000000
-5.78389195,2.78136437,0.00114911,0.12211058,0.41900409,1.44155809,0.27336087,0.90604396,0.35367569,0.00000000
-5.77788894,2.84709832,0.00111587,0.12619024,0.42718019,1.43977619,0.28709176,0.96168959,0.36619943,0.00000000
-5.77188594,2.91715548,0.00107781,0.13099298,0.43718099,1.43812971,0.30216874,1.01988713,0.37946174,0.00000000
-5.76588294,2.99098231,0.00103526,0.13636298,0.44887283,1.43678317,0.31829462,1.08021329,0.39339475,0.00000000
-5.75987994,3.06803328,0.00098866,0.14214212,0.46211243,1.43595273,0.33516353,1.14220889,0.40792555,0.00000000
-5.75387694,3.14776262,0.00093859,0.14817343,0.47674628,1.43588842,0.35246595,1.20538291,0.42297510,0.00000000
-5.74787394,3.22961434,0.00088568,0.15430470,0.49260980,1.43685475,0.36989411,1.26921663,0.43845668,0.00000000
-5.74187094,3.31301165,0.00083065,0.16039192,0.50952655,1.43911085,0.38714753,1.33316800,0.45427417,0.00000000
-5.73586793,3.39734642,0.00077424,0.16630264,0.52730749,1.44289113,0.40393848,1.39667604,0.47032012,0.00000000
-5.72986493,3.48196979,0.00071719,0.17191894,0.54575052,1.44838724,0.41999737,1.45916551,0.48647400,0.00000000
-5.72386193,3.56618462,0.00066022,0.17714008,0.56464039,1.45573245,0.43507773,1.52005175,0.50260072,0.00000000
-5.71785893,3.64924047,0.00060403,0.18188459,0.58374916,1.46498884,0.44896056,1.57874578,0.51854972,0.00000000
-5.71185593,3.73033177,0.00054924,0.18609164,0.60283725,1.47613806,0.46145799,1.63465970,0.53415470,0.00000000
-5.70585293,3.80859945,0.00049640,0.18972183,0.62165522,1.48907583,0.47241609,1.68721249,0.54923433,0.00000000
-5.69984992,3.88313638,0.00044598,0.19275711,0.63994627,1.50361049,0.48171654,1.73583623,0.56359380,0.00000000
-5.69384692,3.95299654,0.00039838,0.19519999,0.65744955,1.51946548,0.48927735,1.77998270,0.57702756,0.00000000
-5.68784392,4.01720803,0.00035387,0.19707197,0.67390419,1.53628561,0.49505248,1.81913051,0.58932301,0.00000000
-5.68184092,4.07478951,0.00031267,0.19841136,0.68905396,1.55364681,0.49903035,1.85279266,0.60026516,0.00000000
-5.67583792,4.12476969,0.00027490,0.19927040,0.70265253,1.57106890,0.50123152,1.88052446,0.60964215,0.00000000
-5.66983492,4.16620940,0.00024060,0.19971214,0.71446911,1.58803088,0.50170557,1.90193171,0.61725143,0.00000000
-5.66383192,4.19822554,0.00020974,0.19980689,0.72429431,1.60398800,0.50052734,1.91667899,0.62290623,0.00000000
-5.65782891,4.22001612,0.00018225,0.19962872,0.73194595,1.61839011,0.49779280,1.92449791,0.62644225,0.00000000
-5.65182591,4.23088549,0.00015798,0.19925197,0.73727478,1.63070043,0.49361483,1.92519491,0.62772401,0.00000000
-5.64582291,4.23026897,0.00013677,0.19874812,0.74016954,1.64041418,0.48811890,1.91865851,0.62665074,0.00000000
-5.63981991,4.21775562,0.00011842,0.19818304,0.74056150,1.64707622,0.48143906,1.90486544,0.62316141,0.00000000
-5.63381691,4.19310851,0.00010271,0.19761482,0.73842797,1.65029716,0.47371432,1.88388564,0.61723858,0.00000000
-5.62781391,4.15628116,0.00008943,0.19709227,0.73379467,1.64976728,0.46508545,1.85588545,0.60891092,0.00000000
-5.62181091,4.10742957,0.00007835,0.19665407,0.72673688,1.64526776,0.45569239,1.82112896,0.59825424,0.00000000
-5.61580790,4.04691887,0.00006925,0.19632863,0.71737905,1.63667869,0.44567225,1.77997713,0.58539074,0.00000000
-5.60980490,3.97532402,0.00006194,0.19613454,0.70589306,1.62398369,0.43515775,1.73288455,0.57048680,0.00000000
-5.60380190,3.89342424,0.00005623,0.19608163,0.69249485,1.60727081,0.42427626,1.68039373,0.55374901,0.00000000
-5.59779890,3.80219089,0.00005196,0.19617235,0.67743965,1.58672967,0.41314915,1.62312691,0.53541886,0.00000000
-5.59179590,3.70276896,0.00004900,0.19640346,0.66101590,1.56264496,0.40189133,1.56177557,0.51576611,0.00000000
-5.58579290,3.59645258,0.00004722,0.19676783,0.64353792,1.53538653,0.39061110,1.49708775,0.49508132,0.00000000
-5.57978989,3.48465514,0.00004653,0.19725614,0.62533771,1.50539643,0.37940979,1.42985361,0.47366760,0.00000000
-5.57378689,3.36887502,0.00004688,0.19785837,0.60675599,1.47317340,0.36838149,1.36088957,0.45183216,0.00000000
-5.56778389,3.25065802,0.00004823,0.19856499,0.58813300,1.43925549,0.35761256,1.29102157,0.42987789,0.00000000
-5.56178089,3.13155791,0.00005054,0.19936772,0.56979908,1.40420145,0.34718088,1.22106788,0.40809533,0.00000000
-5.55577789,3.01309651,0.00005383,0.20025979,0.55206571,1.36857179,0.33715502,1.15182225,0.38675538,0.00000000
-5.54977489,2.89672486,0.00005811,0.20123575,0.53521705,1.33291015,0.32759315,1.08403764,0.36610300,0.00000000
-5.54377189,2.78378705,0.00006342,0.20229088,0.51950250,1.29772596,0.31854190,1.01841143,0.34635206,0.00000000
-5.53776888,2.67548794,0.00006980,0.20342019,0.50513040,1.26347894,0.31003519,0.95557227,0.32768165,0.00000000
-5.53176588,2.57286632,0.00007730,0.20461719,0.49226317,1.23056622,0.30209322,0.89606923,0.31023374,0.00000000
-5.52576288,2.47677429,0.00008600,0.20587256,0.48101413,1.19931255,0.29472161,0.84036338,0.29411233,0.00000000
-5.51975988,2.38786369,0.00009595,0.20717284,0.47144590,1.16996396,0.28791100,0.78882219,0.27938401,0.00000000
-5.51375688,2.30658008,0.00010722,0.20849930,0.46357067,1.14268514,0.28163696,0.74171664,0.26607978,0.00000000
-5.50775388,2.23316416,0.00011987,0.20982710,0.45735212,1.11756045,0.27586055,0.69922119,0.25419803,0.00000000
-5.50175088,2.16766052,0.00013396,0.21112486,0.45270891,1.09459861,0.27052937,0.66141637,0.24370839,0.00000000
-5.49574787,2.10993305,0.00014951,0.21235470,0.44951971,1.07374045,0.26557919,0.62829385,0.23455629,0.00000000
-5.48974487,2.05968611,0.00016658,0.21347283,0.44762930,1.05486956,0.26093614,0.59976348,0.22666797,0.00000000
-5.48374187,2.01649030,0.00018515,0.21443063,0.44685576,1.03782507,0.25651935,0.57566216,0.21995567,0.00000000
-5.47773887,1.97981157,0.00020523,0.21517617,0.44699818,1.02241590,0.25224396,0.55576387,0.21432272,0.00000000
-5.47173587,1.94904225,0.00022678,0.21565620,0.44784472,1.00843582,0.24802434,0.53979053,0.20966844,0.00000000
-5.46573287,1.92353243,0.00024975,0.21581827,0.44918069,0.99567852,0.24377737,0.52742327,0.20589253,0.00000000
-5.45972986,1.90262057,0.00027404,0.21561316,0.45079628,0.98395206,0.23942573,0.51831352,0.20289887,0.00000000
-5.45372686,1.88566180,0.00029953,0.21499718,0.45249376,0.97309198,0.23490082,0.51209371,0.20059862,0.00000000
-5.44772386,1.87205309,0.00032609,0.21393438,0.45409371,0.96297261,0.23014541,0.50838719,0.19891249,0.00000000
-5.44172086,1.86125428,0.00035353,0.21239847,0.45544042,0.95351611,0.22511576,0.50681711,0.19777230,0.00000000
-5.43571786,1.85280455,0.00038165,0.21037433,0.45640593,0.94469898,0.21978314,0.50701417,0.19712166,0.00000000
-5.42971486,1.84633394,0.00041021,0.20785902,0.45689297,0.93655591,0.21413476,0.50862305,0.19691602,0.00000000
-5.42371186,1.84157000,0.00043894,0.20486232,0.45683655,0.92918091,0.20817401,0.51130765,0.19712204,0.00000000
-5.41770885,1.83833965,0.00046758,0.20140661,0.45620436,0.92272584,0.20192012,0.51475512,0.19771645,0.00000000
-5.41170585,1.83656685,0.00049583,0.19752626,0.45499598,0.91739656,0.19540720,0.51867875,0.19868458,0.00000000
-5.40570285,1.83626647,0.00052338,0.19326643,0.45324108,0.91344701,0.18868284,0.52282001,0.20001859,0.00000000
-5.39969985,1.83753519,0.00054994,0.18868155,0.45099666,0.91117143,0.18180625,0.52694975,0.20171557,0.00000000
-5.39369685,1.84053989,0.00057520,0.18383328,0.44834361,0.91089519,0.17484616,0.53086881,0.20377576,0.00000000
-5.38769385,1.84550452,0.00059889,0.17878838,0.44538263,0.91296449,0.16787854,0.53440822,0.20620071,0.00000000
-5.38169085,1.85269570,0.00062077,0.17361632,0.44222973,0.91773532,0.16098423,0.53742897,0.20899183,0.00000000
-5.37568784,1.86240788,0.00064060,0.16838691,0.43901150,0.92556189,0.15424659,0.53982160,0.21214904,0.00000000
-5.36968484,1.87494823,0.00065822,0.16316800,0.43586019,0.93678482,0.14774928,0.54150558,0.21566977,0.00000000
-5.36368184,1.89062165,0.00067350,0.15802336,0.43290885,0.95171928,0.14157417,0.54242840,0.21954822,0.00000000
-5.35767884,1.90971615,0.00068637,0.15301075,0.43028649,0.97064325,0.13579942,0.54256458,0.22377493,0.00000000
-5.35167584,1.93248849,0.00069681,0.14818038,0.42811353,0.99378610,0.13049777,0.54191420,0.22833646,0.00000000
-5.34567284,1.95915050,0.00070489,0.14357365,0.42649746,1.02131751,0.12573508,0.54050128,0.23321532,0.00000000
-5.33966983,1.98985577,0.00071070,0.13922225,0.42552895,1.05333715,0.12156897,0.53837160,0.23838997,0.00000000
-5.33366683,2.02468723,0.00071442,0.13514774,0.42527833,1.08986510,0.11804772,0.53559018,0.24383482,0.00000000
-5.32766383,2.06364547,0.00071626,0.13136136,0.42579272,1.13083341,0.11520926,0.53223815,0.24952031,0.00000000
-5.32166083,2.10663839,0.00071650,0.12786427,0.42709366,1.17607911,0.11308032,0.52840934,0.25541284,0.00000000
-5.31565783,2.15347236,0.00071543,0.12464816,0.42917555,1.22533903,0.11167577,0.52420630,0.26147468,0.00000000
-5.30965483,2.20384561,0.00071339,0.12169601,0.43200486,1.27824681,0.11099802,0.51973619,0.26766387,0.00000000
-5.30365183,2.25734424,0.00071073,0.11898321,0.43552016,1.33433266,0.11103660,0.51510642,0.27393404,0.00000000
-5.29764882,2.31344164,0.00070781,0.11647883,0.43963322,1.39302616,0.11176805,0.51042040,0.28023427,0.00000000
-5.29164582,2.37150186,0.00070498,0.11414707,0.44423096,1.45366247,0.11315589,0.50577351,0.28650906,0.00000000
-5.28564282,2.43078741,0.00070258,0.11194875,0.44917854,1.51549241,0.11515100,0.50124957,0.29269850,0.00000000
-5.27963982,2.49047205,0.00070095,0.10984299,0.45432332,1.57769629,0.11769227,0.49691796,0.29873863,0.00000000
-5.27363682,2.54965858,0.00070040,0.10778874,0.45949985,1.63940167,0.12070766,0.49283156,0.30456222,0.00000000
-5.26763382,2.60740156,0.00070121,0.10574638,0.46453562,1.69970473,0.12411564,0.48902578,0.31009984,0.00000000
-5.26163082,2.66273473,0.00070365,0.10367921,0.46925746,1.75769476,0.12782705,0.48551854,0.31528144,0.00000000
-5.25562781,2.71470225,0.00070797,0.10155484,0.47349844,1.81248115,0.13174734,0.48231146,0.32003833,0.00000000
-5.24962481,2.76239280,0.00071444,0.09934634,0.47710493,1.86322200,0.13577921,0.47939202,0.32430553,0.00000000
-5.24362181,2.80497520,0.00072331,0.09703326,0.47994357,1.90915316,0.13982546,0.47673665,0.32802444,0.00000000
-5.23761881,2.84173395,0.00073484,0.09460238,0.48190786,1.94961655,0.14379209,0.47431467,0.33114579,0.00000000
-5.23161581,2.87210306,0.00074935,0.09204825,0.48292404,1.98408647,0.14759142,0.47209253,0.33363254,0.00000000
-5.22561281,2.89569614,0.00076718,0.08937333,0.48295591,2.01219243,0.15114520,0.47003843,0.33546278,0.00000000
-5.21960980,2.91233129,0.00078872,0.08658801,0.48200843,2.03373742,0.15438742,0.46812678,0.33663228,0.00000000
-5.21360680,2.92204874,0.00081444,0.08371020,0.48012963,2.04871038,0.15726680,0.46634220,0.33715657,0.00000000
-5.20760380,2.92512031,0.00084486,0.08076470,0.47741095,2.05729194,0.15974877,0.46468289,0.33707236,0.00000000
-5.20160080,2.92204927,0.00088056,0.07778236,0.47398560,2.05985288,0.16181677,0.46316293,0.33643809,0.00000000
-5.19559780,2.91356028,0.00092220,0.07479894,0.47002511,2.05694502,0.16347281,0.46181350,0.33533354,0.00000000
-5.18959480,2.90057918,0.00097046,0.07185382,0.46573407,2.04928445,0.16473725,0.46068272,0.33385840,0.00000000
-5.18359180,2.88420311,0.00102606,0.06898857,0.46134311,2.03772783,0.16564765,0.45983416,0.33212971,0.00000000
-5.17758879,2.86566193,0.00108976,0.06624542,0.45710057,2.02324227,0.16625693,0.45934398,0.33027835,0.00000000
-5.17158579,2.84627240,0.00116225,0.06366576,0.45326288,2.00687020,0.16663060,0.45929695,0.32844445,0.00000000
-5.16558279,2.82738696,0.00124421,0.06128858,0.45008435,1.98969049,0.16684346,0.45978140,0.32677215,0.00000000
-5.15957979,2.81033935,0.00133620,0.05914902,0.44780647,1.97277760,0.16697573,0.46088350,0.32540372,0.00000000
-5.15357679,2.79638965,0.00143870,0.05727711,0.44664748,1.95716045,0.16710886,0.46268114,0.32447335,0.00000000
-5.14757379,2.78667103,0.00155200,0.05569666,0.44679246,1.94378292,0.16732119,0.46523780,0.32410096,0.00000000
-5.14157079,2.78214097,0.00167621,0.05442432,0.44838450,1.93346759,0.16768374,0.46859676,0.32438631,0.00000000
-5.13556778,2.78353917,0.00181125,0.05346896,0.45151737,1.92688460,0.16825624,0.47277601,0.32540369,0.00000000
-5.12956478,2.79135423,0.00195677,0.05283135,0.45622994,1.92452674,0.16908378,0.47776430,0.32719750,0.00000000
-5.12356178,2.80580069,0.00211220,0.05250403,0.46250286,1.92669206,0.17019401,0.48351836,0.32977899,0.00000000
-5.11755878,2.82680767,0.00227672,0.05247156,0.47025742,1.93347471,0.17159534,0.48996177,0.33312438,0.00000000
-5.11155578,2.85401970,0.00244924,0.05271102,0.47935695,1.94476428,0.17327598,0.49698535,0.33717441,0.00000000
-5.10555278,2.88680968,0.00262846,0.05319273,0.48961046,1.96025378,0.17520405,0.50444930,0.34183548,0.00000000
-5.09954977,2.92430359,0.00281289,0.05388128,0.50077874,1.97945572,0.17732873,0.51218683,0.34698238,0.00000000
-5.09354677,2.96541571,0.00300085,0.05473666,0.51258232,2.00172562,0.17958231,0.52000926,0.35246232,0.00000000
-5.08754377,3.00889300,0.00319056,0.05571561,0.52471128,2.02629185,0.18188317,0.52771230,0.35810042,0.00000000
-5.08154077,3.05336653,0.00338015,0.05677300,0.53683630,2.05229043,0.18413948,0.53508318,0.36370613,0.00000000
-5.07553777,3.09740783,0.00356775,0.05786335,0.54862066,2.07880349,0.18625344,0.54190842,0.36908046,0.00000000
-5.06953477,3.13958790,0.00375151,0.05894224,0.55973254,2.10489954,0.18812586,0.54798166,0.37402361,0.00000000
-5.06353177,3.17853618,0.00392969,0.05996773,0.56985724,2.12967417,0.18966087,0.55311145,0.37834277,0.00000000
-5.05752876,3.21299745,0.00410070,0.06090162,0.57870883,2.15228945,0.19077048,0.55712845,0.38185958,0.00000000
-5.05152576,3.24188426,0.00426312,0.06171065,0.58604066,2.17201068,0.19137885,0.55989186,0.38441711,0.00000000
-5.04552276,3.26432315,0.00441581,0.06236741,0.59165452,2.18823909,0.19142605,0.56129481,0.38588594,0.00000000
-5.03951976,3.27969292,0.00455786,0.06285107,0.59540798,2.20053958,0.19087109,0.56126852,0.38616910,0.00000000
-5.03351676,3.28765403,0.00468869,0.06314795,0.59721979,2.20866252,0.18969414,0.55978509,0.38520583,0.00000000
-5.02751376,3.28816817,0.00480804,0.06325174,0.59707316,2.21255912,0.18789794,0.55685905,0.38297381,0.00000000
-5.02151076,3.28150778,0.00491596,0.06316352,0.59501683,2.21239006,0.18550818,0.55254742,0.37949010,0.00000000
-5.01550775,3.26825557,0.00501284,0.06289161,0.59116416,2.20852732,0.18257303,0.54694863,0.37481047,0.00000000
-5.00950475,3.24929442,0.00509940,0.06245110,0.58569008,2.20154926,0.17916182,0.54020036,0.36902759,0.00000000
-5.00350175,3.22578832,0.00517666,0.06186332,0.57882644,2.19222952,0.17536296,0.53247629,0.36226789,0.00000000
-4.99749875,3.19915545,0.00524592,0.06115499,0.57085564,2.18152001,0.17128119,0.52398232,0.35468741,0.00000000
-4.99149575,3.17103421,0.00530877,0.06035744,0.56210319,2.17052876,0.16703441,0.51495197,0.34646695,0.00000000
-4.98549275,3.14324358,0.00536702,0.05950556,0.55292914,2.16049323,0.16275015,0.50564160,0.33780648,0.00000000
-4.97948974,3.11773888,0.00542267,0.05863687,0.54371895,2.15274985,0.15856184,0.49632523,0.32891935,0.00000000
-4.97348674,3.09656410,0.00547788,0.05779039,0.53487391,2.14870058,0.15460508,0.48728934,0.32002625,0.00000000
-4.96748374,3.08180194,0.00553492,0.05700570,0.52680138,2.14977708,0.15101404,0.47882758,0.31134931,0.00000000
-4.96148074,3.07552250,0.00559611,0.05632189,0.51990520,2.15740345,0.14791805,0.47123554,0.30310641,0.00000000
-4.95547774,3.07973164,0.00566376,0.05577665,0.51457621,2.17295803,0.14543853,0.46480560,0.29550589,0.00000000
-4.94947474,3.09631990,0.00574012,0.05540540,0.51118337,2.19773511,0.14368627,0.45982185,0.28874171,0.00000000
-4.94347174,3.12701260,0.00582728,0.05524050,0.51006520,2.23290721,0.14275912,0.45655514,0.28298922,0.00000000
-4.93746873,3.17332230,0.00592712,0.05531058,0.51152211,2.27948868,0.14274011,0.45525817,0.27840151,0.00000000
-4.93146573,3.23650406,0.00604122,0.05563991,0.51580928,2.33830137,0.14369592,0.45616069,0.27510641,0.00000000
-4.92546273,3.31751458,0.00617078,0.05624788,0.52313048,2.40994310,0.14567585,0.45946489,0.27320411,0.00000000
-4.91945973,3.41697606,0.00631652,0.05714864,0.53363279,2.49475990,0.14871097,0.46534080,0.27276537,0.00000000
-4.91345673,3.53514565,0.00647866,0.05835070,0.54740228,2.59282270,0.15281368,0.47392207,0.27383039,0.00000000
-4.90745373,3.67189160,0.00665679,0.05985676,0.56446086,2.70390949,0.15797753,0.48530187,0.27640818,0.00000000
-4.90145073,3.82667687,0.00684989,0.06166358,0.58476422,2.82749365,0.16417717,0.49952933,0.28047654,0.00000000
-4.89544772,3.99855134,0.00705623,0.06376190,0.60820110,2.96273928,0.17136864,0.51660633,0.28598252,0.00000000
-4.88944472,4.18615326,0.00727342,0.06613655,0.63459388,3.10850420,0.17948972,0.53648508,0.29284344,0.00000000
-4.88344172,4.38772070,0.00749839,0.06876661,0.66370050,3.26335106,0.18846053,0.55906631,0.30094838,0.00000000
-4.87743872,4.60111334,0.00772745,0.07162570,0.69521788,3.42556683,0.19818436,0.58419843,0.31016018,0.00000000
-4.87143572,4.82384479,0.00795636,0.07468237,0.72878675,3.59319071,0.20854862,0.61167760,0.32031794,0.00000000
-4.86543272,5.05312515,0.00818044,0.07790060,0.76399778,3.76405013,0.21942611,0.64124896,0.33123994,0.00000000
-4.85942971,5.28591330,0.00839467,0.08124046,0.80039907,3.93580424,0.23067655,0.67260890,0.34272707,0.00000000
-4.85342671,5.51897783,0.00859388,0.08465875,0.83750482,4.10599397,0.24214833,0.70540856,0.35456660,0.00000000
-4.84742371,5.74896536,0.00877290,0.08810991,0.87480490,4.27209732,0.25368070,0.73925850,0.36653638,0.00000000
-4.84142071,5.97247439,0.00892671,0.09154686,0.91177533,4.43158847,0.26510617,0.77373447,0.37840927,0.00000000
-4.83541771,6.18613282,0.00905067,0.09492197,0.94788917,4.58199883,0.27625325,0.80838427,0.38995786,0.00000000
-4.82941471,6.38667665,0.00914068,0.09818807,0.98262777,4.72097820,0.28694950,0.84273560,0.40095925,0.00000000
-4.82341171,6.57102773,0.00919334,0.10129946,1.01549196,4.84635392,0.29702480,0.87630467,0.41119986,0.00000000
-4.81740870,6.73636796,0.00920610,0.10421292,1.04601295,4.95618619,0.30631478,0.90860550,0.42048015,0.00000000
-4.81140570,6.88020749,0.00917741,0.10688869,1.07376253,5.04881745,0.31466435,0.93915968,0.42861910,0.00000000
-4.80540270,7.00044498,0.00910678,0.10929130,1.09836249,5.12291428,0.32193121,0.96750633,0.43545826,0.00000000
-4.79939970,7.09541760,0.00899485,0.11139043,1.11949281,5.17750028,0.32798924,0.99321203,0.44086545,0.00000000
-4.79339670,7.16393939,0.00884345,0.11316152,1.13689844,5.21197882,0.33273165,1.01588050,0.44473768,0.00000000
-4.78739370,7.20532674,0.00865552,0.11458633,1.15039449,5.22614494,0.33607376,1.03516168,0.44700348,0.00000000
-4.78139070,7.21940999,0.00843511,0.11565321,1.15986972,5.22018601,0.33795526,1.05075995,0.44762438,0.00000000
-4.77538769,7.20653124,0.00818728,0.11635732,1.16528806,5.19467132,0.33834197,1.06244131,0.44659555,0.00000000
-4.76938469,7.16752819,0.00791799,0.11670058,1.16668831,5.15053105,0.33722686,1.07003920,0.44394554,0.00000000
-4.76338169,7.10370493,0.00763392,0.11669144,1.16418182,5.08902547,0.33463041,1.07345863,0.43973511,0.00000000
-4.75737869,7.01679077,0.00734236,0.11634448,1.15794839,5.01170563,0.33060015,1.07267876,0.43405523,0.00000000
-4.75137569,6.90888850,0.00705099,0.11567987,1.14823034,4.92036709,0.32520948,1.06775348,0.42702421,0.00000000
-4.74537269,6.78241414,0.00676771,0.11472263,1.13532505,4.81699829,0.31855580,1.05881008,0.41878422,0.00000000
-4.73936968,6.64003007,0.00650041,0.11350182,1.11957614,4.70372553,0.31075791,1.04604609,0.40949707,0.00000000
-4.73336668,6.48457403,0.00625680,0.11204967,1.10136355,4.58275639,0.30195287,1.02972412,0.39933968,0.00000000
-4.72736368,6.31898624,0.00604422,0.11040056,1.08109290,4.45632357,0.29229243,1.01016522,0.38849911,0.00000000
-4.72136068,6.14623701,0.00586941,0.10859013,1.05918442,4.32663086,0.28193912,0.98774056,0.37716758,0.00000000
-4.71535768,5.96925719,0.00573840,0.10665432,1.03606184,4.19580301,0.27106209,0.96286206,0.36553746,0.00000000
-4.70935468,5.79087349,0.00565627,0.10462849,1.01214158,4.06584082,0.25983307,0.93597209,0.35379652,0.00000000
-4.70335168,5.61375045,0.00562704,0.10254669,0.98782271,3.93858264,0.24842226,0.90753263,0.34212354,0.00000000
-4.69734867,5.44034064,0.00565357,0.10044100,0.96347780,3.81567319,0.23699460,0.87801432,0.33068446,0.00000000
-4.69134567,5.27284423,0.00573740,0.09834099,0.93944523,3.69854022,0.22570634,0.84788572,0.31962916,0.00000000
-4.68534267,5.11317856,0.00587870,0.09627344,0.91602287,3.58837912,0.21470207,0.81760306,0.30908898,0.00000000
-4.67933967,4.96295798,0.00607622,0.09426206,0.89346365,3.48614554,0.20411227,0.78760093,0.29917506,0.00000000
-4.67333667,4.82348397,0.00632727,0.09232748,0.87197278,3.39255549,0.19405147,0.75828406,0.28997746,0.00000000
-4.66733367,4.69574488,0.00662773,0.09048735,0.85170688,3.30809217,0.18461696,0.73002041,0.28156510,0.00000000
-4.66133067,4.58042439,0.00697210,0.08875646,0.83277486,3.23301886,0.17588809,0.70313568,0.27398647,0.00000000
-4.65532766,4.47791763,0.00735359,0.08714708,0.81524037,3.16739649,0.16792616,0.67790933,0.26727096,0.00000000
-4.64932466,4.38835339,0.00776429,0.08566924,0.79912576,3.11110496,0.16077477,0.65457212,0.26143084,0.00000000
-4.64332166,4.31162104,0.00819529,0.08433112,0.78441707,3.06386679,0.15446063,0.63330499,0.25646360,0.00000000
