energy_ev,total_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.68784392,4.18963596,0.01031921,0.34497020,1.84399475,2.19387642,0.10051779,1.19477385,0.05882771,0.31091515
-5.68184092,3.78822698,0.00878756,0.31108751,1.68793530,1.98959078,0.08950932,1.08094783,0.05204114,0.27886894
-5.67583792,3.40645751,0.00743220,0.27900677,1.53613421,1.79417478,0.07925479,0.97269066,0.04576230,0.24876916
-5.66983492,3.04619731,0.00624289,0.24886030,1.38980267,1.60879031,0.06977531,0.87050494,0.04000006,0.22070568
-5.66383192,2.70882823,0.00520795,0.22074074,1.24997746,1.43433850,0.06107781,0.77476404,0.03475364,0.19472983
-5.65782891,2.39526313,0.00431473,0.19470293,1.11751099,1.27146606,0.05315649,0.68571640,0.03001386,0.17085751
-5.65182591,2.10597399,0.00355011,0.17076650,0.99306720,1.12057732,0.04599447,0.60349219,0.02576439,0.14907272
-5.64582291,1.84102765,0.00290084,0.14891903,0.87712277,0.98185105,0.03956543,0.52811213,0.02198310,0.12933144
-5.63981991,1.60012763,0.00235393,0.12911968,0.76997362,0.85526111,0.03383543,0.45949796,0.01864332,0.11156572
-5.63381691,1.38266014,0.00189692,0.11130302,0.67174563,0.74059997,0.02876451,0.39748425,0.01571508,0.09568783
-5.62781391,1.18774278,0.00151803,0.09538317,0.58240926,0.63750413,0.02430834,0.34183108,0.01316627,0.08159439
-5.62181091,1.01427407,0.00120639,0.08125781,0.50179691,0.54548048,0.02041973,0.29223713,0.01096364,0.06917033
-5.61580790,0.86098249,0.00095207,0.06881228,0.42962227,0.46393272,0.01705002,0.24835272,0.00907372,0.05829265
-5.60980490,0.72647361,0.00074612,0.05792335,0.36550089,0.39218702,0.01415020,0.20979267,0.00746359,0.04883382
-5.60380190,0.60927413,0.00058065,0.04846277,0.30897089,0.32951635,0.01167204,0.17614826,0.00610147,0.04066487
-5.59779890,0.50787203,0.00044873,0.04030048,0.25951330,0.27516274,0.00956887,0.14699839,0.00495721,0.03365804
-5.59179590,0.42075210,0.00034435,0.03330741,0.21657128,0.22835729,0.00779628,0.12191952,0.00400265,0.02768910
-5.58579290,0.34642645,0.00026241,0.02735786,0.17956774,0.18833751,0.00631263,0.10049429,0.00321188,0.02263910
-5.57978989,0.28345973,0.00019857,0.02233143,0.14792094,0.15436183,0.00507942,0.08231876,0.00256130,0.01839589
-5.57378689,0.23048927,0.00014920,0.01811455,0.12105796,0.12572136,0.00406146,0.06700820,0.00202976,0.01485506
-5.56778389,0.18624003,0.00011133,0.01460154,0.09842567,0.10174886,0.00322699,0.05420161,0.00159847,0.01192072
-5.56178089,0.14953503,0.00008248,0.01169540,0.07949949,0.08182522,0.00254769,0.04356478,0.00125091,0.00950575
-5.55577789,0.11930142,0.00006068,0.00930811,0.06378983,0.06538351,0.00199855,0.03479227,0.00097276,0.00753200
-5.54977489,0.09457292,0.00004433,0.00736079,0.05084642,0.05191100,0.00155770,0.02760827,0.00075167,0.00593004
-5.54377189,0.07448912,0.00003216,0.00578349,0.04026079,0.04094943,0.00120627,0.02176664,0.00057715,0.00463888
-5.53776888,0.05829223,0.00002316,0.00451488,0.03166714,0.03209381,0.00092807,0.01705005,0.00044033,0.00360547
-5.53176588,0.04532187,0.00001657,0.00350171,0.02474184,0.02499009,0.00070937,0.01326875,0.00033380,0.00278412
-5.52576288,0.03500841,0.00001177,0.00269824,0.01920190,0.01933197,0.00053867,0.01025870,0.00025142,0.00213590
-5.51975988,0.02686538,0.00000830,0.00206556,0.01480262,0.01485715,0.00040635,0.00787955,0.00018815,0.00162790
-5.51375688,0.02048137,0.00000582,0.00157086,0.01133465,0.01134319,0.00030451,0.00601238,0.00013990,0.00123258
-5.50775388,0.01551174,0.00000405,0.00118679,0.00862077,0.00860333,0.00022668,0.00455741,0.00010335,0.00092711
-5.50175088,0.01167048,0.00000280,0.00089071,0.00651249,0.00648216,0.00016763,0.00343168,0.00007585,0.00069273
-5.49574787,0.00872239,0.00000193,0.00066407,0.00488657,0.00485165,0.00012313,0.00256688,0.00005531,0.00051417
-5.48974487,0.00647585,0.00000133,0.00049182,0.00364179,0.00360720,0.00008983,0.00190725,0.00004007,0.00037910
-5.48374187,0.00477610,0.00000093,0.00036182,0.00269571,0.00266419,0.00006510,0.00140771,0.00002884,0.00027765
-5.47773887,0.00349926,0.00000067,0.00026442,0.00198188,0.00195474,0.00004686,0.00103211,0.00002063,0.00020199
-5.47173587,0.00254707,0.00000051,0.00019195,0.00144721,0.00142488,0.00003351,0.00075175,0.00001466,0.00014596
-5.46573287,0.00184225,0.00000044,0.00013841,0.00104966,0.00103213,0.00002380,0.00054401,0.00001036,0.00010478
-5.45972986,0.00132460,0.00000045,0.00009915,0.00075623,0.00074330,0.00001679,0.00039127,0.00000729,0.00007472
-5.45372686,0.00094765,0.00000053,0.00007057,0.00054128,0.00053275,0.00001177,0.00027987,0.00000512,0.00005295
-5.44772386,0.00067592,0.00000071,0.00004992,0.00038504,0.00038087,0.00000820,0.00019937,0.00000361,0.00003731
-5.44172086,0.00048263,0.00000100,0.00003513,0.00027242,0.00027285,0.00000568,0.00014189,0.00000259,0.00002616
-5.43571786,0.00034788,0.00000146,0.00002462,0.00019201,0.00019771,0.00000393,0.00010151,0.00000192,0.00001830
-5.42971486,0.00025722,0.00000213,0.00001725,0.00013527,0.00014748,0.00000272,0.00007391,0.00000154,0.00001284
-5.42371186,0.00020053,0.00000312,0.00001216,0.00009592,0.00011662,0.00000190,0.00005600,0.00000138,0.00000912
-5.41770885,0.00017123,0.00000455,0.00000874,0.00006939,0.00010160,0.00000137,0.00004572,0.00000142,0.00000669
-5.41170585,0.00016565,0.00000660,0.00000655,0.00005245,0.00010057,0.00000105,0.00004177,0.00000167,0.00000524
-5.40570285,0.00018273,0.00000950,0.00000532,0.00004293,0.00011319,0.00000089,0.00004359,0.00000214,0.00000454
-5.39969985,0.00022387,0.00001359,0.00000485,0.00003946,0.00014058,0.00000087,0.00005122,0.00000289,0.00000450
-5.39369685,0.00029292,0.00001929,0.00000505,0.00004140,0.00018538,0.00000097,0.00006535,0.00000400,0.00000508
-5.38769385,0.00039647,0.00002721,0.00000591,0.00004866,0.00025188,0.00000120,0.00008727,0.00000557,0.00000631
-5.38169085,0.00054417,0.00003811,0.00000747,0.00006172,0.00034629,0.00000158,0.00011900,0.00000774,0.00000828
-5.37568784,0.00074934,0.00005299,0.00000986,0.00008161,0.00047712,0.00000215,0.00016340,0.00001073,0.00001116
-5.36968484,0.00102974,0.00007319,0.00001326,0.00010993,0.00065565,0.00000294,0.00022432,0.00001479,0.00001520
-5.36368184,0.00140848,0.00010037,0.00001793,0.00014890,0.00089657,0.00000404,0.00030678,0.00002026,0.00002072
-5.35767884,0.00191522,0.00013670,0.00002424,0.00020152,0.00121864,0.00000553,0.00041728,0.00002756,0.00002817
-5.35167584,0.00258751,0.00018489,0.00003262,0.00027163,0.00164562,0.00000754,0.00056406,0.00003724,0.00003809
-5.34567284,0.00347240,0.00024835,0.00004366,0.00036409,0.00220720,0.00001021,0.00075746,0.00004997,0.00005121
-5.33966983,0.00462817,0.00033128,0.00005807,0.00048497,0.00294017,0.00001375,0.00101033,0.00006659,0.00006840
-5.33366683,0.00612637,0.00043887,0.00007672,0.00064170,0.00388955,0.00001840,0.00133846,0.00008812,0.00009075
-5.32766383,0.00805387,0.00057741,0.00010066,0.00084336,0.00510999,0.00002446,0.00176107,0.00011581,0.00011961
-5.32166083,0.01051516,0.00075449,0.00013117,0.00110084,0.00666709,0.00003231,0.00230134,0.00015116,0.00015658
-5.31565783,0.01363459,0.00097916,0.00016975,0.00142713,0.00863878,0.00004240,0.00298690,0.00019595,0.00020361
-5.30965483,0.01755865,0.00126209,0.00021816,0.00183753,0.01111669,0.00005529,0.00385039,0.00025226,0.00026298
-5.30365183,0.02245799,0.00161575,0.00027846,0.00234984,0.01420737,0.00007163,0.00492995,0.00032255,0.00033741
-5.29764882,0.02852930,0.00205454,0.00035298,0.00298462,0.01803332,0.00009222,0.00626965,0.00040962,0.00043001
-5.29164582,0.03599665,0.00259491,0.00044440,0.00376527,0.02273376,0.00011797,0.00791989,0.00051668,0.00054441
-5.28564282,0.04511229,0.00325544,0.00055570,0.00471816,0.02846502,0.00014995,0.00993762,0.00064732,0.00068469
-5.27963982,0.05615670,0.00405682,0.00069018,0.00587263,0.03540034,0.00018941,0.01238641,0.00080556,0.00085546
-5.27363682,0.06943763,0.00502186,0.00085146,0.00726091,0.04372920,0.00023776,0.01533637,0.00099580,0.00106184
-5.26763382,0.08528813,0.00617529,0.00104341,0.00891797,0.05365586,0.00029659,0.01886377,0.00122280,0.00130944
-5.26163082,0.10406328,0.00754362,0.00127017,0.01088116,0.06539715,0.00036767,0.02305044,0.00149168,0.00160434
-5.25562781,0.12613558,0.00915471,0.00153607,0.01318983,0.07917940,0.00045297,0.02798284,0.00180778,0.00195301
-5.24962481,0.15188891,0.01103743,0.00184555,0.01588478,0.09523451,0.00055463,0.03375085,0.00217669,0.00236225
-5.24362181,0.18171110,0.01322104,0.00220312,0.01900753,0.11379517,0.00067495,0.04044619,0.00260406,0.00283911
-5.23761881,0.21598508,0.01573455,0.00261324,0.02259958,0.13508923,0.00081637,0.04816057,0.00309556,0.00339070
-5.23161581,0.25507898,0.01860595,0.00308026,0.02670151,0.15933348,0.00098144,0.05698357,0.00365675,0.00402410
-5.22561281,0.29933510,0.02186136,0.00360833,0.03135203,0.18672683,0.00117278,0.06700024,0.00429297,0.00474612
-5.21960980,0.34905840,0.02552407,0.00420128,0.03658709,0.21744325,0.00139304,0.07828853,0.00500919,0.00556316
-5.21360680,0.40450471,0.02961358,0.00486256,0.04243887,0.25162473,0.00164484,0.09091671,0.00580995,0.00648098
-5.20760380,0.46586924,0.03414459,0.00559521,0.04893504,0.28937443,0.00193069,0.10494072,0.00669921,0.00750444
-5.20160080,0.53327589,0.03912604,0.00640177,0.05609805,0.33075064,0.00225297,0.12040168,0.00768036,0.00863733
-5.19559780,0.60676791,0.04456016,0.00728432,0.06394470,0.37576163,0.00261379,0.13732367,0.00875613,0.00988214
-5.18959480,0.68630056,0.05044170,0.00824447,0.07248594,0.42436193,0.00301497,0.15571185,0.00992860,0.01123982
-5.18359180,0.77173617,0.05675723,0.00928350,0.08172704,0.47645026,0.00345796,0.17555112,0.01119931,0.01270963
-5.17758879,0.86284212,0.06348463,0.01040240,0.09166817,0.53186938,0.00394375,0.19680534,0.01256934,0.01428900
-5.17158579,0.95929212,0.07059281,0.01160209,0.10230526,0.59040810,0.00447284,0.21941729,0.01403946,0.01597339
-5.16558279,1.06067093,0.07804169,0.01288360,0.11363148,0.65180548,0.00504517,0.24330930,0.01561042,0.01775625
-5.15957979,1.16648264,0.08578237,0.01424837,0.12563891,0.71575722,0.00566012,0.26838473,0.01728316,0.01962900
-5.15357679,1.27616230,0.09375760,0.01569846,0.13832077,0.78192406,0.00631646,0.29453020,0.01905916,0.02158111
-5.14757379,1.38909064,0.10190253,0.01723697,0.15167388,0.84994191,0.00701238,0.32161849,0.02094076,0.02360016
-5.14157079,1.50461139,0.11014565,0.01886827,0.16570137,0.91943345,0.00774553,0.34951214,0.02293152,0.02567204
-5.13556778,1.62205048,0.11840999,0.02059842,0.18041555,0.99002046,0.00851303,0.37806751,0.02503657,0.02778118
-5.12956478,1.74073638,0.12661450,0.02243547,0.19584078,1.06133654,0.00931161,0.40713920,0.02726287,0.02991080
-5.12356178,1.86002063,0.13467555,0.02438974,0.21201629,1.13303944,0.01013766,0.43658461,0.02961945,0.03204326
-5.11755878,1.97929778,0.14250854,0.02647416,0.22899874,1.20482247,0.01098733,0.46626859,0.03211760,0.03416039
-5.11155578,2.09802368,0.15002955,0.02870444,0.24686441,1.27642434,0.01185672,0.49606776,0.03477091,0.03624391
-5.10555278,2.21573138,0.15715703,0.03109929,0.26571099,1.34763690,0.01274197,0.52587457,0.03759513,0.03827578
-5.09954977,2.33204396,0.16381334,0.03368048,0.28565881,1.41831040,0.01363940,0.55560070,0.04060804,0.04023869
-5.09354677,2.44668376,0.16992630,0.03647296,0.30685136,1.48835596,0.01454570,0.58517997,0.04382905,0.04211640
-5.08754377,2.55947766,0.17543057,0.03950475,0.32945534,1.55774515,0.01545801,0.61457033,0.04727872,0.04389415
-5.08154077,2.67035847,0.18026880,0.04280693,0.35365985,1.62650676,0.01637409,0.64375522,0.05097815,0.04555906
-5.07553777,2.77936243,0.18439278,0.04641342,0.37967510,1.69472101,0.01729238,0.67274409,0.05494824,0.04710045
-5.06953477,2.88662339,0.18776417,0.05036082,0.40773047,1.76251161,0.01821212,0.70157216,0.05920894,0.04851015
-5.06353177,2.99236408,0.19035522,0.05468810,0.43807209,1.83003616,0.01913341,0.73029960,0.06377842,0.04978276
-5.05752876,3.09688524,0.19214921,0.05943630,0.47095990,1.89747569,0.02005718,0.75901012,0.06867223,0.05091586
-5.05152576,3.20055330,0.19314066,0.06464812,0.50666450,1.96502374,0.02098525,0.78780909,0.07390258,0.05191017
-5.04552276,3.30378749,0.19333545,0.07036749,0.54546359,2.03287599,0.02192026,0.81682139,0.07947763,0.05276963
-5.03951976,3.40704688,0.19275067,0.07663907,0.58763822,2.10122072,0.02286559,0.84618892,0.08540097,0.05350146
-5.03351676,3.51081789,0.19141436,0.08350763,0.63346881,2.17023087,0.02382527,0.87606797,0.09167124,0.05411605
-5.02751376,3.61560273,0.18936499,0.09101742,0.68323088,2.24005774,0.02480383,0.90662641,0.09828192,0.05462688
-5.02151076,3.72190869,0.18665090,0.09921133,0.73719056,2.31082665,0.02580612,0.93804062,0.10522132,0.05505032
-5.01550775,3.83023811,0.18332943,0.10813002,0.79559956,2.38263441,0.02683717,0.97049219,0.11247269,0.05540526
-5.00950475,3.94107879,0.17946597,0.11781081,0.85868969,2.45554828,0.02790188,1.00416413,0.12001456,0.05571280
-5.00350175,4.05489413,0.17513284,0.12828655,0.92666666,2.52960597,0.02900484,1.03923671,0.12782108,0.05599570
-4.99749875,4.17211236,0.17040793,0.13958419,0.99970308,2.60481607,0.03015005,1.07588245,0.13586254,0.05627783
-4.99149575,4.29311423,0.16537323,0.15172331,1.07793049,2.68115833,0.03134066,1.11426044,0.14410578,0.05658352
-4.98549275,4.41821846,0.16011328,0.16471447,1.16143051,2.75858299,0.03257866,1.15450978,0.15251465,0.05693678
-4.97948974,4.54766460,0.15471332,0.17855750,1.25022491,2.83700868,0.03386468,1.19674212,0.16105028,0.05736056
-4.97348674,4.68159315,0.14925757,0.19323974,1.34426495,2.91631856,0.03519766,1.24103343,0.16967131,0.05787587
-4.96748374,4.82002330,0.14382729,0.20873432,1.44342016,2.99635426,0.03657473,1.28741516,0.17833389,0.05850099
-4.96148074,4.96282884,0.13849898,0.22499855,1.54746681,3.07690808,0.03799096,1.33586514,0.18699155,0.05925063
-4.95547774,5.10971348,0.13334254,0.24197256,1.65607682,3.15771352,0.03943928,1.38629856,0.19559493,0.06013517
-4.94947474,5.26018724,0.12841965,0.25957825,1.76880754,3.23843518,0.04091046,1.43855964,0.20409141,0.06116003
-4.94347174,5.41354564,0.12378234,0.27771867,1.88509327,3.31865871,0.04239315,1.49241459,0.21242473,0.06232515
-4.93746873,5.56885408,0.11947185,0.29627799,2.00423919,3.39788231,0.04387407,1.54754641,0.22053461,0.06362462
-4.93146573,5.72493948,0.11551774,0.31512211,2.12541870,3.47551089,0.04533822,1.60355238,0.22835665,0.06504656
-4.92546273,5.88039157,0.11193755,0.33409997,2.24767473,3.55085442,0.04676934,1.65994468,0.23582233,0.06657321
-4.91945973,6.03357543,0.10873673,0.35304572,2.36992595,3.62313148,0.04815036,1.71615482,0.24285948,0.06818127
-4.91345673,6.18265695,0.10590912,0.37178159,2.49097828,3.69147928,0.04946403,1.77154212,0.24939313,0.06984246
-4.90745373,6.32564177,0.10343783,0.39012168,2.60954208,3.75497060,0.05069361,1.82540645,0.25534688,0.07152439
-4.90145073,6.46042765,0.10129655,0.40787639,2.72425506,3.81263782,0.05182365,1.87700530,0.26064474,0.07319160
-4.89544772,6.58486932,0.09945121,0.42485752,2.83371073,3.86350388,0.05284077,1.92557465,0.26521357,0.07480676
-4.88944472,6.69685390,0.09786203,0.44088380,2.93649180,3.90661912,0.05373445,1.97035324,0.26898582,0.07633212
-4.88344172,6.79438404,0.09648563,0.45578674,3.03120758,3.94110253,0.05449784,2.01060929,0.27190284,0.07773094
-4.87743872,6.87566509,0.09527745,0.46941651,3.11653423,3.96618569,0.05512839,2.04566866,0.27391822,0.07896898
-4.87143572,6.93919225,0.09419404,0.48164760,3.19125635,3.98125679,0.05562842,2.07494317,0.27500132,0.08001592
-4.86543272,6.98383282,0.09319533,0.49238404,3.25430816,3.98590238,0.05600552,2.09795769,0.27514064,0.08084675
-4.85942971,7.00889898,0.09224663,0.50156381,3.30481245,3.97994402,0.05627270,2.11437470,0.27434690,0.08144280
-4.85342671,7.01420635,0.09132039,0.50916229,3.34211547,3.96346734,0.05644834,2.12401471,0.27265559,0.08179269
-4.84742371,7.00011440,0.09039752,0.51519442,3.36581574,3.93684113,0.05655591,2.12687158,0.27012881,0.08189288
-4.84142071,6.96754519,0.08946828,0.51971546,3.37578542,3.90072461,0.05662339,2.12312149,0.26685632,0.08174792
-4.83541771,6.91797835,0.08853264,0.52282019,3.37218255,3.85606166,0.05668247,2.11312481,0.26295552,0.08137034
-4.82941471,6.85342106,0.08760021,0.52464043,3.35545351,3.80406138,0.05676748,2.09742058,0.25857051,0.08078013
-4.82341171,6.77635340,0.08668959,0.52534103,3.32632482,3.74616528,0.05691420,2.07671334,0.25386990,0.08000398
-4.81740870,6.68965067,0.08582732,0.52511424,3.28578452,3.68400215,0.05715842,2.05185286,0.24904370,0.07907411
-4.81140570,6.59648568,0.08504645,0.52417287,3.23505347,3.61933235,0.05753447,2.02380729,0.24429916,0.07802689
-4.80540270,6.50021526,0.08438479,0.52274224,3.17554763,3.55398412,0.05807369,1.99363093,0.23985565,0.07690130
-4.79939970,6.40425603,0.08388296,0.52105148,3.10883286,3.48978489,0.05880297,1.96242795,0.23593901,0.07573716
-4.79339670,6.31195538,0.08358236,0.51932432,3.03657404,3.42849107,0.05974333,1.93131367,0.23277510,0.07457349
-4.78739370,6.22646392,0.08352318,0.51777007,2.96048085,3.37171988,0.06090875,1.90137509,0.23058330,0.07344683
-4.78139070,6.15061564,0.08374253,0.51657489,2.88225247,3.32088687,0.06230518,1.87363258,0.22956966,0.07238966
-4.77538769,6.08682165,0.08427274,0.51589402,2.80352377,3.27715237,0.06392989,1.84900427,0.22992034,0.07142916
-4.76938469,6.03698285,0.08514008,0.51584524,2.72581540,3.24137979,0.06577110,1.82827494,0.23179530,0.07058616
-4.76338169,6.00242576,0.08636376,0.51650394,2.65048975,3.21410806,0.06780801,1.81207065,0.23532260,0.06987442
-4.75737869,5.98386458,0.08795531,0.51790000,2.57871487,3.19553966,0.07001119,1.80084015,0.24059345,0.06930033
-4.75137569,5.98139113,0.08991847,0.52001673,2.51143756,3.18554490,0.07234333,1.79484385,0.24765814,0.06886291
-4.74537269,5.99449289,0.09224937,0.52279186,2.44936667,3.18368220,0.07476035,1.79415065,0.25652312,0.06855424
-4.73936968,6.02209801,0.09493712,0.52612069,2.39296689,3.18923336,0.07721281,1.79864252,0.26714921,0.06836021
-4.73336668,6.06264449,0.09796464,0.52986102,2.34246290,3.20125174,0.07964758,1.80802643,0.27945115,0.06826152
-4.72736368,6.11416974,0.10130977,0.53383994,2.29785319,3.21862092,0.08200967,1.82185287,0.29329846,0.06823497
-4.72136068,6.17441589,0.10494642,0.53786190,2.25893240,3.24012048,0.08424420,1.83953981,0.30851769,0.06825490
-4.71535768,6.24094499,0.10884584,0.54171779,2.22532065,3.26449558,0.08629847,1.86040092,0.32489601,0.06829468
-4.70935468,6.31125854,0.11297777,0.54519462,2.19649807,3.29052654,0.08812383,1.88367651,0.34218605,0.06832824
-4.70335168,6.38291518,0.11731146,0.54808529,2.17184260,3.31709471,0.08967761,1.90856585,0.36011202,0.06833148
-4.69734867,6.45364089,0.12181652,0.55019806,2.15066901,3.34324137,0.09092474,1.93425921,0.37837680,0.06828361
-4.69134567,6.52142661,0.12646343,0.55136519,2.13226730,3.36821656,0.09183913,1.95996837,0.39666991,0.06816813
-4.68534267,6.58460886,0.13122386,0.55145048,2.11593861,3.39151550,0.09240477,1.98495443,0.41467615,0.06797372
-4.67933967,6.64193019,0.13607057,0.55035537,2.10102720,3.41290090,0.09261646,2.00855163,0.43208455,0.06769471
-4.67333667,6.69257716,0.14097716,0.54802325,2.08694733,3.43241021,0.09248013,2.03018678,0.44859744,0.06733128
-4.66733367,6.73619512,0.14591743,0.54444204,2.07320405,3.45034793,0.09201287,2.04939338,0.46393922,0.06688936
-4.66133067,6.77287992,0.15086467,0.53964477,2.05940764,3.46726356,0.09124245,2.06582058,0.47786462,0.06638023
-4.65532766,6.80314832,0.15579074,0.53370833,2.04528134,3.48391681,0.09020656,2.07923669,0.49016599,0.06581987
-4.64932466,6.82788948,0.16066515,0.52675046,2.03066284,3.50123245,0.08895175,2.08952764,0.50067938,0.06522810
-4.64332166,6.84830100,0.16545419,0.51892522,2.01549979,3.52024735,0.08753198,2.09669088,0.50928922,0.06462752
