energy_ev,total_up,P_s_up,P_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.87393697,0.03733698,0.00000000,0.01298062,0.01260221,0.00761907,0.00006369,0.00904294
-5.86793397,0.04125419,0.00000000,0.01434248,0.01392438,0.00841842,0.00007038,0.00999168
-5.86193097,0.04525503,0.00000000,0.01573341,0.01527476,0.00923484,0.00007720,0.01096068
-5.85592796,0.04928737,0.00000000,0.01713530,0.01663578,0.01005769,0.00008408,0.01193730
-5.84992496,0.05329351,0.00000000,0.01852808,0.01798796,0.01087519,0.00009092,0.01290758
-5.84392196,0.05721145,0.00000000,0.01989020,0.01931037,0.01167470,0.00009760,0.01385650
-5.83791896,0.06097637,0.00000000,0.02119911,0.02058113,0.01244298,0.00010402,0.01476835
-5.83191596,0.06452234,0.00000000,0.02243191,0.02177799,0.01316658,0.00011007,0.01562718
-5.82591296,0.06778423,0.00000000,0.02356594,0.02287896,0.01383220,0.00011564,0.01641720
-5.81990995,0.07069962,0.00000000,0.02457951,0.02386298,0.01442713,0.00012061,0.01712330
-5.81390695,0.07321086,0.00000000,0.02545257,0.02471059,0.01493957,0.00012489,0.01773152
-5.80790395,0.07526687,0.00000000,0.02616736,0.02540455,0.01535913,0.00012840,0.01822948
-5.80190095,0.07682494,0.00000000,0.02670904,0.02593044,0.01567707,0.00013106,0.01860684
-5.79589795,0.07785214,0.00000000,0.02706616,0.02627715,0.01588668,0.00013281,0.01885563
-5.78989495,0.07832652,0.00000000,0.02723108,0.02643726,0.01598349,0.00013362,0.01897052
-5.78389195,0.07823789,0.00000000,0.02720027,0.02640735,0.01596540,0.00013347,0.01894906
-5.77788894,0.07758816,0.00000000,0.02697439,0.02618805,0.01583282,0.00013236,0.01879170
-5.77188594,0.07639130,0.00000000,0.02655828,0.02578407,0.01558858,0.00013032,0.01850182
-5.76588294,0.07467281,0.00000000,0.02596083,0.02520404,0.01523791,0.00012739,0.01808561
-5.75987994,0.07246886,0.00000000,0.02519461,0.02446014,0.01478817,0.00012363,0.01755182
-5.75387694,0.06982500,0.00000000,0.02427544,0.02356777,0.01424866,0.00011912,0.01691148
-5.74787394,0.06679461,0.00000000,0.02322189,0.02254492,0.01363028,0.00011395,0.01617753
-5.74187094,0.06343711,0.00000000,0.02205462,0.02141167,0.01294515,0.00010822,0.01536436
-5.73586793,0.05981608,0.00000000,0.02079572,0.02018946,0.01220624,0.00010205,0.01448737
-5.72986493,0.05599724,0.00000000,0.01946806,0.01890049,0.01142698,0.00009553,0.01356247
-5.72386193,0.05204657,0.00000000,0.01809457,0.01756700,0.01062083,0.00008879,0.01260565
-5.71785893,0.04802844,0.00000000,0.01669762,0.01621073,0.00980092,0.00008194,0.01163250
-5.71185593,0.04400404,0.00000000,0.01529849,0.01485233,0.00897975,0.00007508,0.01065786
-5.70585293,0.04002997,0.00000000,0.01391686,0.01351088,0.00816889,0.00006830,0.00969542
-5.69984992,0.03615717,0.00000000,0.01257044,0.01220358,0.00737873,0.00006170,0.00875756
-5.69384692,0.03243014,0.00000000,0.01127469,0.01094541,0.00661836,0.00005535,0.00785504
-5.68784392,0.02888648,0.00000000,0.01004270,0.00974906,0.00589550,0.00004932,0.00699701
-5.68184092,0.02555682,0.00000000,0.00888510,0.00862483,0.00521641,0.00004366,0.00619090
-5.67583792,0.02246498,0.00000000,0.00781018,0.00758071,0.00458599,0.00003841,0.00544252
-5.66983492,0.01962845,0.00000001,0.00682401,0.00662256,0.00400787,0.00003361,0.00475616
-5.66383192,0.01705916,0.00000001,0.00593075,0.00575432,0.00348455,0.00002928,0.00413477
-5.65782891,0.01476436,0.00000001,0.00513290,0.00497835,0.00301759,0.00002543,0.00358018
-5.65182591,0.01274780,0.00000001,0.00443177,0.00429578,0.00260787,0.00002209,0.00309342
-5.64582291,0.01101092,0.00000002,0.00382785,0.00370693,0.00225583,0.00001925,0.00267498
-5.63981991,0.00955423,0.00000003,0.00332129,0.00321175,0.00196175,0.00001693,0.00232516
-5.63381691,0.00837867,0.00000004,0.00291241,0.00281029,0.00172606,0.00001514,0.00204442
-5.62781391,0.00748704,0.00000005,0.00260216,0.00250316,0.00154959,0.00001391,0.00183372
-5.62181091,0.00688541,0.00000006,0.00239261,0.00229195,0.00143394,0.00001326,0.00169492
-5.61580790,0.00658450,0.00000008,0.00228742,0.00217975,0.00138168,0.00001324,0.00163105
-5.60980490,0.00660096,0.00000011,0.00229231,0.00217151,0.00139671,0.00001389,0.00164671
-5.60380190,0.00695858,0.00000014,0.00241546,0.00227443,0.00148444,0.00001529,0.00174835
-5.59779890,0.00768941,0.00000019,0.00266785,0.00249832,0.00165208,0.00001754,0.00194457
-5.59179590,0.00883462,0.00000024,0.00306362,0.00285585,0.00190876,0.00002075,0.00224633
-5.58579290,0.01044522,0.00000030,0.00362024,0.00336280,0.00226574,0.00002505,0.00266720
-5.57978989,0.01258252,0.00000038,0.00435868,0.00403808,0.00273644,0.00003062,0.00322345
-5.57378689,0.01531823,0.00000048,0.00530344,0.00490385,0.00333647,0.00003763,0.00393413
-5.56778389,0.01873422,0.00000060,0.00648239,0.00598528,0.00408357,0.00004629,0.00482104
-5.56178089,0.02292183,0.00000074,0.00792654,0.00731035,0.00499742,0.00005685,0.00590861
-5.55577789,0.02798074,0.00000091,0.00966960,0.00890938,0.00609934,0.00006955,0.00722360
-5.54977489,0.03401723,0.00000111,0.01174731,0.01081438,0.00741194,0.00008465,0.00879482
-5.54377189,0.04114195,0.00000135,0.01419662,0.01305827,0.00895856,0.00010245,0.01065251
-5.53776888,0.04946702,0.00000162,0.01705465,0.01567384,0.01076259,0.00012320,0.01282777
-5.53176588,0.05910267,0.00000194,0.02035743,0.01869256,0.01284670,0.00014719,0.01535171
-5.52576288,0.07015323,0.00000230,0.02413846,0.02214315,0.01523191,0.00017466,0.01825456
-5.51975988,0.08271280,0.00000270,0.02842711,0.02605011,0.01793662,0.00020585,0.02156459
-5.51375688,0.09686043,0.00000316,0.03324695,0.03043203,0.02097549,0.00024094,0.02530701
-5.50775388,0.11265527,0.00000367,0.03861390,0.03529993,0.02435830,0.00028007,0.02950279
-5.50175088,0.13013158,0.00000422,0.04453455,0.04065557,0.02808890,0.00032331,0.03416743
-5.49574787,0.14929410,0.00000483,0.05100444,0.04648990,0.03216411,0.00037065,0.03930984
-5.48974487,0.17011375,0.00000548,0.05800660,0.05278165,0.03657278,0.00042200,0.04493124
-5.48374187,0.19252407,0.00000618,0.06551033,0.05949619,0.04129505,0.00047718,0.05102423
-5.47773887,0.21641868,0.00000692,0.07347032,0.06658484,0.04630179,0.00053591,0.05757210
-5.47173587,0.24164976,0.00000768,0.08182628,0.07398448,0.05155437,0.00059781,0.06454827
-5.46573287,0.26802799,0.00000847,0.09050303,0.08161782,0.05700473,0.00066238,0.07191614
-5.45972986,0.29532392,0.00000928,0.09941118,0.08939413,0.06259581,0.00072905,0.07962917
-5.45372686,0.32327091,0.00001009,0.10844841,0.09721061,0.06826239,0.00079716,0.08763134
-5.44772386,0.35156957,0.00001089,0.11750132,0.10495434,0.07393230,0.00086597,0.09585785
-5.44172086,0.37989374,0.00001167,0.12644786,0.11250482,0.07952794,0.00093471,0.10423622
-5.43571786,0.40789766,0.00001242,0.13516028,0.11973696,0.08496820,0.00100255,0.11268760
-5.42971486,0.43522427,0.00001312,0.14350844,0.12652450,0.09017059,0.00106868,0.12112829
-5.42371186,0.46151418,0.00001376,0.15136343,0.13274371,0.09505351,0.00113231,0.12947147
-5.41770885,0.48641508,0.00001432,0.15860132,0.13827721,0.09953874,0.00119272,0.13762894
-5.41170585,0.50959105,0.00001481,0.16510691,0.14301781,0.10355376,0.00124923,0.14551291
-5.40570285,0.53073159,0.00001520,0.17077727,0.14687207,0.10703407,0.00130132,0.15303777
-5.39969985,0.54955969,0.00001549,0.17552498,0.14976357,0.10992523,0.00134858,0.16012163
-5.39369685,0.56583891,0.00001567,0.17928085,0.15163566,0.11218464,0.00139076,0.16668782
-5.38769385,0.57937900,0.00001573,0.18199606,0.15245353,0.11378288,0.00142780,0.17266602
-5.38169085,0.59003982,0.00001569,0.18364360,0.15220555,0.11470462,0.00145982,0.17799329
-5.37568784,0.59773367,0.00001553,0.18421891,0.15090378,0.11494903,0.00148715,0.18261475
-5.36968484,0.60242574,0.00001527,0.18373977,0.14858366,0.11452970,0.00151028,0.18648413
-5.36368184,0.60413290,0.00001490,0.18224541,0.14530279,0.11347401,0.00152992,0.18956399
-5.35767884,0.60292094,0.00001443,0.17979490,0.14113905,0.11182208,0.00154693,0.19182588
-5.35167584,0.59890050,0.00001388,0.17646487,0.13618789,0.10962533,0.00156232,0.19325031
-5.34567284,0.59222190,0.00001326,0.17234683,0.13055920,0.10694459,0.00157724,0.19382661
-5.33966983,0.58306915,0.00001257,0.16754391,0.12437362,0.10384807,0.00159289,0.19355284
-5.33366683,0.57165359,0.00001183,0.16216754,0.11775867,0.10040912,0.00161052,0.19243552
-5.32766383,0.55820725,0.00001106,0.15633394,0.11084483,0.09670390,0.00163140,0.19048954
-5.32166083,0.54297634,0.00001026,0.15016059,0.10376155,0.09280911,0.00165675,0.18773790
-5.31565783,0.52621501,0.00000945,0.14376303,0.09663367,0.08879980,0.00168766,0.18421158
-5.30965483,0.50817958,0.00000864,0.13725178,0.08957803,0.08474739,0.00172512,0.17994928
-5.30365183,0.48912342,0.00000785,0.13072972,0.08270069,0.08071789,0.00176990,0.17499721
-5.29764882,0.46929239,0.00000708,0.12428984,0.07609462,0.07677045,0.00182258,0.16940873
-5.29164582,0.44892110,0.00000633,0.11801354,0.06983801,0.07295623,0.00188343,0.16324386
-5.28564282,0.42822970,0.00000563,0.11196937,0.06399320,0.06931751,0.00195245,0.15656871
-5.27963982,0.40742147,0.00000497,0.10621223,0.05860622,0.06588728,0.00202930,0.14945467
-5.27363682,0.38668092,0.00000436,0.10078315,0.05370694,0.06268906,0.00211335,0.14197750
-5.26763382,0.36617241,0.00000380,0.09570943,0.04930966,0.05973701,0.00220358,0.13421614
-5.26163082,0.34603941,0.00000330,0.09100519,0.04541426,0.05703639,0.00229871,0.12625148
-5.25562781,0.32640399,0.00000285,0.08667228,0.04200763,0.05458419,0.00239713,0.11816494
-5.24962481,0.30736699,0.00000246,0.08270152,0.03906545,0.05237002,0.00249697,0.11003698
-5.24362181,0.28900834,0.00000213,0.07907410,0.03655412,0.05037715,0.00259616,0.10194564
-5.23761881,0.27138799,0.00000186,0.07576324,0.03443279,0.04858363,0.00269246,0.09396508
-5.23161581,0.25454702,0.00000166,0.07273591,0.03265548,0.04696359,0.00278357,0.08616424
-5.22561281,0.23850928,0.00000153,0.06995469,0.03117310,0.04548850,0.00286714,0.07860567
-5.21960980,0.22328323,0.00000149,0.06737956,0.02993540,0.04412850,0.00294091,0.07134461
-5.21360680,0.20886421,0.00000155,0.06496976,0.02889267,0.04285364,0.00300276,0.06442825
-5.20760380,0.19523690,0.00000174,0.06268547,0.02799740,0.04163515,0.00305077,0.05789540
-5.20160080,0.18237804,0.00000208,0.06048944,0.02720559,0.04044651,0.00308335,0.05177632
-5.19559780,0.17025929,0.00000261,0.05834844,0.02647781,0.03926452,0.00309924,0.04609297
-5.18959480,0.15885012,0.00000341,0.05623451,0.02578011,0.03807014,0.00309761,0.04085948
-5.18359180,0.14812077,0.00000454,0.05412604,0.02508458,0.03684923,0.00307808,0.03608286
-5.17758879,0.13804503,0.00000610,0.05200859,0.02436970,0.03559309,0.00304074,0.03176397
-5.17158579,0.12860290,0.00000823,0.04987549,0.02362048,0.03429892,0.00298621,0.02789862
-5.16558279,0.11978296,0.00001109,0.04772825,0.02282842,0.03297000,0.00291558,0.02447880
-5.15957979,0.11158452,0.00001488,0.04557666,0.02199120,0.03161583,0.00283044,0.02149396
-5.15357679,0.10401933,0.00001987,0.04343883,0.02111235,0.03025208,0.00273281,0.01893228
-5.14757379,0.09711298,0.00002636,0.04134092,0.02020077,0.02890043,0.00262517,0.01678193
-5.14157079,0.09090588,0.00003475,0.03931685,0.01927009,0.02758833,0.00251034,0.01503224
-5.13556778,0.08545384,0.00004550,0.03740775,0.01833811,0.02634866,0.00239146,0.01367471
-5.12956478,0.08082824,0.00005916,0.03566143,0.01742614,0.02521934,0.00227195,0.01270388
-5.12356178,0.07711584,0.00007637,0.03413171,0.01655834,0.02424290,0.00215542,0.01211802
-5.11755878,0.07441806,0.00009789,0.03287770,0.01576114,0.02346598,0.00204565,0.01191954
-5.11155578,0.07284994,0.00012459,0.03196301,0.01506259,0.02293883,0.00194650,0.01211526
-5.10555278,0.07253858,0.00015743,0.03145490,0.01449186,0.02271472,0.00186188,0.01271634
-5.09954977,0.07362114,0.00019750,0.03142337,0.01407867,0.02284930,0.00179571,0.01373802
-5.09354677,0.07624228,0.00024600,0.03194010,0.01385277,0.02339986,0.00175183,0.01519910
-5.08754377,0.08055107,0.00030422,0.03307727,0.01384353,0.02442452,0.00173400,0.01712108
-5.08154077,0.08669731,0.00037353,0.03490627,0.01407934,0.02598123,0.00174584,0.01952721
-5.07553777,0.09482731,0.00045535,0.03749617,0.01458720,0.02812662,0.00179075,0.02244117
-5.06953477,0.10507901,0.00055112,0.04091204,0.01539214,0.03091470,0.00187190,0.02588570
-5.06353177,0.11757665,0.00066227,0.04521298,0.01651662,0.03439535,0.00199214,0.02988095
-5.05752876,0.13242499,0.00079015,0.05045006,0.01797999,0.03861261,0.00215393,0.03444287
-5.05152576,0.14970320,0.00093601,0.05666400,0.01979776,0.04360283,0.00235929,0.03958151
-5.04552276,0.16945873,0.00110090,0.06388284,0.02198093,0.04939271,0.00260973,0.04529932
-5.03951976,0.19170127,0.00128563,0.07211947,0.02453529,0.05599725,0.00290611,0.05158972
-5.03351676,0.21639719,0.00149070,0.08136932,0.02746075,0.06341778,0.00324865,0.05843577
-5.02751376,0.24346478,0.00171623,0.09160822,0.03075065,0.07164005,0.00363677,0.06580921
-5.02151076,0.27277055,0.00196190,0.10279058,0.03439131,0.08063262,0.00406908,0.07366988
-5.01550775,0.30412709,0.00222692,0.11484812,0.03836155,0.09034558,0.00454333,0.08196568
-5.00950475,0.33729266,0.00250994,0.12768913,0.04263258,0.10070979,0.00505636,0.09063298
-5.00350175,0.37197293,0.00280909,0.14119863,0.04716798,0.11163665,0.00560411,0.09959768
-4.99749875,0.40782495,0.00312193,0.15523931,0.05192408,0.12301873,0.00618168,0.10877685
-4.99149575,0.44446361,0.00344547,0.16965350,0.05685058,0.13473100,0.00678337,0.11808096
-4.98549275,0.48147034,0.00377620,0.18426614,0.06189158,0.14663302,0.00740284,0.12741662
-4.97948974,0.51840426,0.00411019,0.19888873,0.06698684,0.15857194,0.00803320,0.13668979
-4.97348674,0.55481510,0.00444312,0.21332426,0.07207346,0.17038625,0.00866727,0.14580928
-4.96748374,0.59025784,0.00477042,0.22737289,0.07708775,0.18191024,0.00929772,0.15469047
-4.96148074,0.62430823,0.00508737,0.24083832,0.08196742,0.19297908,0.00991742,0.16325900
-4.95547774,0.65657874,0.00538926,0.25353450,0.08665381,0.20343423,0.01051961,0.17145428
-4.94947474,0.68673416,0.00567150,0.26529250,0.09109425,0.21312901,0.01109822,0.17923260
-4.94347174,0.71450599,0.00592977,0.27596721,0.09524434,0.22193416,0.01164809,0.18656971
-4.93746873,0.73970509,0.00616019,0.28544347,0.09907008,0.22974295,0.01216525,0.19346260
-4.93146573,0.76223162,0.00635940,0.29364147,0.10254974,0.23647585,0.01264706,0.19993053
-4.92546273,0.78208193,0.00652472,0.30052100,0.10567536,0.24208423,0.01309239,0.20601492
-4.91945973,0.79935170,0.00665418,0.30608436,0.10845384,0.24655311,0.01350172,0.21177838
-4.91345673,0.81423523,0.00674662,0.31037775,0.11090747,0.24990262,0.01387710,0.21730267
-4.90745373,0.82702070,0.00680170,0.31349098,0.11307390,0.25218826,0.01422218,0.22268578
-4.90145073,0.83808154,0.00681989,0.31555551,0.11500559,0.25349966,0.01454202,0.22803812
-4.89544772,0.84786420,0.00680243,0.31674075,0.11676861,0.25395804,0.01484292,0.23347825
-4.88944472,0.85687296,0.00675129,0.31724897,0.11844096,0.25371249,0.01513220,0.23912805
-4.88344172,0.86565233,0.00666904,0.31730877,0.12011040,0.25293501,0.01541786,0.24510792
-4.87743872,0.87476796,0.00655873,0.31716754,0.12187189,0.25181471,0.01570829,0.25153193
-4.87143572,0.88478695,0.00642383,0.31708316,0.12382477,0.25055142,0.01601190,0.25850355
-4.86543272,0.89625841,0.00626801,0.31731537,0.12606968,0.24934878,0.01633679,0.26611184
-4.85942971,0.90969521,0.00609507,0.31811702,0.12870556,0.24840740,0.01669044,0.27442865
-4.85342671,0.92555775,0.00590879,0.31972577,0.13182652,0.24791813,0.01707941,0.28350665
-4.84742371,0.94424031,0.00571282,0.32235636,0.13551907,0.24805584,0.01750914,0.29337862
-4.84142071,0.96606058,0.00551058,0.32619386,0.13985940,0.24897390,0.01798378,0.30405768
-4.83541771,0.99125256,0.00530521,0.33138811,0.14491116,0.25079960,0.01850607,0.31553871
-4.82941471,1.01996298,0.00509951,0.33804946,0.15072355,0.25363056,0.01907736,0.32780062
-4.82341171,1.05225110,0.00489594,0.34624595,0.15732981,0.25753229,0.01969764,0.34080936
-4.81740870,1.08809154,0.00469660,0.35600193,0.16474627,0.26253699,0.02036565,0.35452145
-4.81140570,1.12737972,0.00450327,0.36729808,0.17297174,0.26864335,0.02107902,0.36888773
-4.80540270,1.16993929,0.00431748,0.38007274,0.18198747,0.27581755,0.02183451,0.38385700
-4.79939970,1.21553101,0.00414053,0.39422441,0.19175748,0.28399513,0.02262820,0.39937933
-4.79339670,1.26386225,0.00397357,0.40961519,0.20222931,0.29308381,0.02345566,0.41540875
-4.78739370,1.31459669,0.00381771,0.42607512,0.21333520,0.30296688,0.02431222,0.43190506
-4.78139070,1.36736357,0.00367403,0.44340701,0.22499361,0.31350721,0.02519306,0.44883474
-4.77538769,1.42176616,0.00354372,0.46139185,0.23711103,0.32455160,0.02609337,0.46617074
-4.76938469,1.47738914,0.00342805,0.47979435,0.24958418,0.33593539,0.02700840,0.48389122
-4.76338169,1.53380479,0.00332850,0.49836871,0.26230235,0.34748717,0.02793346,0.50197735
-4.75737869,1.59057805,0.00324672,0.51686429,0.27515006,0.35903344,0.02886390,0.52041034
-4.75137569,1.64727065,0.00318460,0.53503132,0.28800988,0.37040325,0.02979502,0.53916786
-4.74537269,1.70344455,0.00314422,0.55262628,0.30076528,0.38143251,0.03072191,0.55822025
-4.73936968,1.75866496,0.00312787,0.56941715,0.31330368,0.39196813,0.03163940,0.57752682
-4.73336668,1.81250352,0.00313798,0.58518824,0.32551939,0.40187171,0.03254181,0.59703244
-4.72736368,1.86454168,0.00317710,0.59974471,0.33731643,0.41102287,0.03342294,0.61666493
-4.72136068,1.91437483,0.00324783,0.61291659,0.34861119,0.41932201,0.03427590,0.63633341
-4.71535768,1.96161715,0.00335274,0.62456226,0.35933474,0.42669252,0.03509311,0.65592778
-4.70935468,2.00590726,0.00349429,0.63457127,0.36943472,0.43308237,0.03586631,0.67531958
-4.70335168,2.04691466,0.00367476,0.64286646,0.37887664,0.43846492,0.03658663,0.69436419
-4.69734867,2.08434664,0.00389613,0.64940519,0.38764465,0.44283898,0.03724477,0.71290432
-4.69134567,2.11795527,0.00415998,0.65417969,0.39574147,0.44622802,0.03783119,0.73077466
-4.68534267,2.14754413,0.00446739,0.65721634,0.40318767,0.44867862,0.03833637,0.74780743
-4.67933967,2.17297422,0.00481885,0.65857400,0.41002003,0.45025792,0.03875115,0.76383857
-4.67333667,2.19416849,0.00521414,0.65834119,0.41628927,0.45105041,0.03906703,0.77871416
-4.66733367,2.21111466,0.00565223,0.65663238,0.42205700,0.45115393,0.03927653,0.79229673
-4.66133067,2.22386579,0.00613121,0.65358323,0.42739209,0.45067510,0.03937348,0.80447102
-4.65532766,2.23253856,0.00664823,0.64934524,0.43236659,0.44972433,0.03935336,0.81514896
-4.64932466,2.23730890,0.00719941,0.64407978,0.43705148,0.44841057,0.03921349,0.82427346
-4.64332166,2.23840537,0.00777983,0.63795177,0.44151224,0.44683614,0.03895325,0.83182082
-4.63731866,2.23610026,0.00838357,0.63112348,0.44580473,0.44509173,0.03857415,0.83780166
-4.63131566,2.23069907,0.00900370,0.62374849,0.44997146,0.44325201,0.03807985,0.84226030
-4.62531266,2.22252874,0.00963234,0.61596626,0.45403847,0.44137186,0.03747614,0.84527263
-4.61930965,2.21192541,0.01026085,0.60789763,0.45801311,0.43948370,0.03677077,0.84694265
-4.61330665,2.19922230,0.01087989,0.59964122,0.46188274,0.43759588,0.03597327,0.84739785
-4.60730365,2.18473841,0.01147967,0.59127122,0.46561461,0.43569226,0.03509468,0.84678376
-4.60130065,2.16876855,0.01205015,0.58283649,0.46915670,0.43373316,0.03414726,0.84525787
-4.59529765,2.15157534,0.01258128,0.57436094,0.47243980,0.43165749,0.03314413,0.84298335
-4.58929465,2.13338325,0.01306330,0.56584529,0.47538047,0.42938607,0.03209893,0.84012276
-4.58329165,2.11437504,0.01348696,0.55726993,0.47788481,0.42682589,0.03102549,0.83683205
-4.57728864,2.09469038,0.01384387,0.54859871,0.47985282,0.42387514,0.02993743,0.83325509
-4.57128564,2.07442652,0.01412671,0.53978345,0.48118314,0.42042865,0.02884788,0.82951885
-4.56528264,2.05364062,0.01432948,0.53076867,0.48177774,0.41638358,0.02776916,0.82572935
-4.55927964,2.03235336,0.01444770,0.52149652,0.48154645,0.41164485,0.02671254,0.82196840
-4.55327664,2.01055315,0.01447856,0.51191134,0.48041093,0.40613018,0.02568796,0.81829119
-4.54727364,1.98820066,0.01442104,0.50196372,0.47830800,0.39977442,0.02470391,0.81472465
-4.54127064,1.96523308,0.01427588,0.49161375,0.47519200,0.39253287,0.02376726,0.81126661
-4.53526763,1.94156786,0.01404566,0.48083344,0.47103616,0.38438359,0.02288318,0.80788562
-4.52926463,1.91710575,0.01373460,0.46960807,0.46583300,0.37532842,0.02205507,0.80452146
-4.52326163,1.89173302,0.01334849,0.45793654,0.45959364,0.36539295,0.02128460,0.80108636
-4.51725863,1.86532311,0.01289449,0.44583089,0.45234632,0.35462524,0.02057169,0.79746683
-4.51125563,1.83773785,0.01238084,0.43331491,0.44413415,0.34309366,0.01991466,0.79352622
-4.50525263,1.80882866,0.01181663,0.42042227,0.43501240,0.33088384,0.01931033,0.78910796
-4.49924962,1.77843812,0.01121153,0.40719426,0.42504548,0.31809510,0.01875419,0.78403958
-4.49324662,1.74640237,0.01057546,0.39367736,0.41430391,0.30483657,0.01824065,0.77813743
-4.48724362,1.71255458,0.00991831,0.37992101,0.40286159,0.29122318,0.01776324,0.77121215
-4.48124062,1.67672985,0.00924970,0.36597558,0.39079330,0.27737186,0.01731493,0.76307481
-4.47523762,1.63877168,0.00857873,0.35189098,0.37817299,0.26339813,0.01688843,0.75354352
-4.46923462,1.59853974,0.00791376,0.33771568,0.36507251,0.24941319,0.01647651,0.74245044
-4.46323162,1.55591904,0.00726228,0.32349649,0.35156120,0.23552166,0.01607234,0.72964888
-4.45722861,1.51082982,0.00663080,0.30927894,0.33770609,0.22182010,0.01566979,0.71502024
-4.45122561,1.46323782,0.00602475,0.29510823,0.32357264,0.20839624,0.01526379,0.69848046
-4.44522261,1.41316418,0.00544851,0.28103059,0.30922608,0.19532884,0.01485056,0.67998569
-4.43921961,1.36069446,0.00490536,0.26709501,0.29473289,0.18268821,0.01442793,0.65953687
-4.43321661,1.30598595,0.00439760,0.25335509,0.28016254,0.17053724,0.01399547,0.63718291
-4.42721361,1.24927288,0.00392659,0.23987077,0.26558911,0.15893270,0.01355469,0.61302234
-4.42121061,1.19086894,0.00349289,0.22670994,0.25109267,0.14792681,0.01310915,0.58720323
-4.41520760,1.13116678,0.00309634,0.21394963,0.23676037,0.13756888,0.01266441,0.55992139
-4.40920460,1.07063455,0.00273620,0.20167672,0.22268697,0.12790677,0.01222808,0.53141689
-4.40320160,1.00980931,0.00241130,0.18998809,0.20897490,0.11898831,0.01180970,0.50196908
-4.39719860,0.94928779,0.00212015,0.17899010,0.19573368,0.11086233,0.01142055,0.47189033
-4.39119560,0.88971472,0.00186104,0.16879751,0.18307884,0.10357935,0.01107348,0.44151878
-4.38519260,0.83176943,0.00163219,0.15953179,0.17113034,0.09719196,0.01078265,0.41121056
-4.37918959,0.77615123,0.00143181,0.15131881,0.16001051,0.09175477,0.01056324,0.38133176
-4.37318659,0.72356433,0.00125819,0.14428626,0.14984182,0.08732399,0.01043111,0.35225053
-4.36718359,0.67470294,0.00110977,0.13856060,0.14074432,0.08395670,0.01040245,0.32432976
-4.36118059,0.63023709,0.00098520,0.13426389,0.13283310,0.08170988,0.01049346,0.29792053
-4.35517759,0.59079986,0.00088336,0.13151052,0.12621583,0.08063916,0.01071992,0.27335660
-4.34917459,0.55697619,0.00080339,0.13040404,0.12099043,0.08079760,0.01109688,0.25095009
-4.34317159,0.52929378,0.00074472,0.13103416,0.11724306,0.08223426,0.01163825,0.23098836
-4.33716858,0.50821607,0.00070708,0.13347408,0.11504639,0.08499297,0.01235648,0.21373205
-4.33116558,0.49413735,0.00069043,0.13777819,0.11445836,0.08911109,0.01326220,0.19941427
-4.32516258,0.48737989,0.00069504,0.14398035,0.11552131,0.09461853,0.01436395,0.18824056
-4.31915958,0.48819290,0.00072139,0.15209266,0.11826156,0.10153696,0.01566785,0.18038953
-4.31315658,0.49675292,0.00077016,0.16210489,0.12268944,0.10987931,0.01717737,0.17601392
-4.30715358,0.51316550,0.00084219,0.17398450,0.12879972,0.11964947,0.01889314,0.17524166
