energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up,V_p_up,V_d_up
-6.00000000,1.38700556,0.03097136,0.01842726,0.01267412,0.89988177,0.51002801,0.09554182,0.48557538,0.18970399
-5.99399700,1.47063067,0.03233553,0.01928356,0.01318941,0.95511456,0.54237839,0.10150721,0.51805868,0.20161079
-5.98799400,1.55566163,0.03357168,0.02010211,0.01366842,1.01136762,0.57504510,0.10759804,0.55092386,0.21408290
-5.98199100,1.64129032,0.03465741,0.02087056,0.01409960,1.06813146,0.60774834,0.11377928,0.58395607,0.22700249
-5.97598799,1.72674530,0.03557347,0.02157821,0.01447269,1.12491841,0.64022122,0.12001990,0.61695641,0.24024971
-5.96998499,1.81130800,0.03630442,0.02221621,0.01477895,1.18127272,0.67221529,0.12629327,0.64974518,0.25370491
-5.96398199,1.89432487,0.03683923,0.02277769,0.01501146,1.23677806,0.70350464,0.13257734,0.68216347,0.26725054
-5.95797899,1.97521502,0.03717167,0.02325776,0.01516529,1.29106207,0.73388837,0.13885423,0.71407312,0.28077242
-5.95197599,2.05347304,0.03730056,0.02365351,0.01523764,1.34379785,0.76319129,0.14510967,0.74535498,0.29416070
-5.94597299,2.12866707,0.03722981,0.02396391,0.01522790,1.39470238,0.79126300,0.15133184,0.77590565,0.30731022
-5.93996998,2.20043259,0.03696830,0.02418961,0.01513764,1.44353231,0.81797546,0.15751019,0.80563289,0.32012040
-5.93396698,2.26846274,0.03652957,0.02433279,0.01497051,1.49007748,0.84321939,0.16363387,0.83445018,0.33249490
-5.92796398,2.33249607,0.03593137,0.02439683,0.01473212,1.53415300,0.86689981,0.16969023,0.86227084,0.34434092
-5.92196098,2.39230304,0.03519499,0.02438603,0.01442981,1.57559059,0.88893126,0.17566332,0.88900215,0.35556845
-5.91595798,2.44767262,0.03434463,0.02430537,0.01407238,1.61423012,0.90923315,0.18153262,0.91454024,0.36608966
-5.90995498,2.49840022,0.03340653,0.02416017,0.01366984,1.64991224,0.92772569,0.18727204,0.93876594,0.37581839
-5.90395198,2.54427831,0.03240820,0.02395586,0.01323303,1.68247279,0.94432686,0.19284939,0.96154232,0.38467010
-5.89794897,2.58509069,0.03137757,0.02369776,0.01277334,1.71173985,0.95895075,0.19822632,0.98271415,0.39256220
-5.89194597,2.62061111,0.03034221,0.02339094,0.01230242,1.73753361,0.97150756,0.20335884,1.00210940,0.39941506
-5.88594297,2.65060665,0.02932860,0.02304007,0.01183181,1.75966954,0.98190521,0.20819842,1.01954299,0.40515339
-5.87993997,2.67484584,0.02836154,0.02264945,0.01137276,1.77796464,0.99005274,0.21269355,1.03482258,0.40970834
-5.87393697,2.69311097,0.02746359,0.02222295,0.01093597,1.79224641,0.99586508,0.21679189,1.04775608,0.41301989
-5.86793397,2.70521384,0.02665470,0.02176415,0.01053139,1.80236411,0.99926899,0.22044266,1.05816057,0.41503968
-5.86193097,2.71101372,0.02595198,0.02127640,0.01016815,1.80820132,1.00020965,0.22359933,1.06587186,0.41573384
-5.85592796,2.71043607,0.02536954,0.02076298,0.00985443,1.80968888,0.99865745,0.22622227,1.07075430,0.41508588
-5.84992496,2.70349052,0.02491848,0.02022727,0.00959744,1.80681722,0.99461432,0.22828136,1.07270989,0.41309918
-5.84392196,2.69028638,0.02460697,0.01967284,0.00940337,1.79964688,0.98811909,0.22975822,1.07168629,0.40979901
-5.83791896,2.67104431,0.02444042,0.01910366,0.00927746,1.78831626,0.97925135,0.23064798,1.06768287,0.40523383
-5.83191596,2.64610279,0.02442167,0.01852412,0.00922397,1.77304578,0.96813339,0.23096043,1.06075445,0.39947573
-5.82591296,2.61591836,0.02455125,0.01793917,0.00924625,1.75413778,0.95492994,0.23072040,1.05101234,0.39261981
