energy_ev,total_up,Pd_p_up,Pd_d_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up
-6.00000000,2.39149006,0.79340642,2.13841908,0.24182950,0.00181834,0.12211929,0.00000000
-5.99399700,2.40360198,0.77368428,2.15600387,0.23671453,0.00185078,0.12073267,0.00000000
-5.98799400,2.41669154,0.75245603,2.17498862,0.23168011,0.00188552,0.11915630,0.00000000
-5.98199100,2.43088352,0.73011535,2.19538110,0.22669013,0.00192296,0.11743792,0.00000000
-5.97598799,2.44633542,0.70709759,2.21720946,0.22171117,0.00196349,0.11563138,0.00000000
-5.96998499,2.46322829,0.68386463,2.24051775,0.21671397,0.00200749,0.11379496,0.00000000
-5.96398199,2.48175543,0.66088907,2.26535948,0.21167476,0.00205524,0.11198952,0.00000000
-5.95797899,2.50210925,0.63863835,2.29178943,0.20657630,0.00210699,0.11027653,0.00000000
-5.95197599,2.52446702,0.61755958,2.31985398,0.20140872,0.00216286,0.10871624,0.00000000
-5.94597299,2.54897586,0.59806547,2.34958058,0.19617002,0.00222288,0.10736573,0.00000000
-5.93996998,2.57573810,0.58052222,2.38096689,0.19086631,0.00228692,0.10627733,0.00000000
-5.93396698,2.60479769,0.56523945,2.41397033,0.18551177,0.00235474,0.10549703,0.00000000
-5.92796398,2.63612876,0.55246276,2.44849901,0.18012834,0.00242594,0.10506323,0.00000000
-5.92196098,2.66962700,0.54236914,2.48440472,0.17474523,0.00249997,0.10500580,0.00000000
-5.91595798,2.70510501,0.53506509,2.52147881,0.16939822,0.00257613,0.10534534,0.00000000
-5.90995498,2.74229199,0.53058778,2.55945170,0.16412899,0.00265360,0.10609284,0.00000000
-5.90395198,2.78083838,0.52890881,2.59799643,0.15898422,0.00273143,0.10724970,0.00000000
-5.89794897,2.82032565,0.52994060,2.63673646,0.15401484,0.00280858,0.10880794,0.00000000
-5.89194597,2.86028098,0.53354479,2.67525779,0.14927522,0.00288395,0.11075085,0.00000000
-5.88594297,2.90019644,0.53954254,2.71312494,0.14482239,0.00295643,0.11305387,0.00000000
-5.87993997,2.93955182,0.54772600,2.74990014,0.14071535,0.00302488,0.11568569,0.00000000
-5.87393697,2.97784002,0.55787057,2.78516481,0.13701434,0.00308826,0.11860959,0.00000000
-5.86793397,3.01459361,0.56974740,2.81854207,0.13378014,0.00314560,0.12178489,0.00000000
-5.86193097,3.04941090,0.58313547,2.84971883,0.13107329,0.00319605,0.12516851,0.00000000
-5.85592796,3.08198002,0.59783283,2.87846617,0.12895322,0.00323896,0.12871655,0.00000000
-5.84992496,3.11209924,0.61366650,2.90465620,0.12747726,0.00327385,0.13238581,0.00000000
-5.84392196,3.13969212,0.63050061,2.92827441,0.12669942,0.00330048,0.13613521,0.00000000
-5.83791896,3.16481614,0.64824235,2.94942604,0.12666908,0.00331883,0.13992705,0.00000000
-5.83191596,3.18766406,0.66684573,2.96833589,0.12742935,0.00332914,0.14372802,0.00000000
-5.82591296,3.20855732,0.68631277,2.98534101,0.12901541,0.00333187,0.14750998,0.00000000
-5.81990995,3.22793176,0.70669231,3.00087636,0.13145259,0.00332768,0.15125044,0.00000000
-5.81390695,3.24631594,0.72807654,3.01545394,0.13475451,0.00331744,0.15493271,0.00000000
-5.80790395,3.26430333,0.75059540,3.02963635,0.13892123,0.00330217,0.15854578,0.00000000
-5.80190095,3.28251963,0.77440927,3.04400623,0.14393757,0.00328299,0.16208389,0.00000000
-5.79589795,3.30158723,0.79970030,3.05913321,0.14977174,0.00326108,0.16554586,0.00000000
-5.78989495,3.32208886,0.82666293,3.07554044,0.15637438,0.00323764,0.16893421,0.00000000
-5.78389195,3.34453262,0.85549397,3.09367270,0.16367816,0.00321384,0.17225418,0.00000000
-5.77788894,3.36932065,0.88638272,3.11386817,0.17159803,0.00319076,0.17551265,0.00000000
-5.77188594,3.39672331,0.91950166,3.13633572,0.18003219,0.00316935,0.17871700,0.00000000
-5.76588294,3.42686072,0.95499798,3.16113921,0.18886378,0.00315041,0.18187416,0.00000000
-5.75987994,3.45969279,0.99298619,3.18819010,0.19796341,0.00313457,0.18498967,0.00000000
-5.75387694,3.49501847,1.03354208,3.21724876,0.20719228,0.00312224,0.18806695,0.00000000
-5.74787394,3.53248445,1.07669803,3.24793487,0.21640600,0.00311365,0.19110674,0.00000000
-5.74187094,3.57160266,1.12243969,3.27974620,0.22545879,0.00310883,0.19410685,0.00000000
-5.73586793,3.61177581,1.17070382,3.31208484,0.23420803,0.00310763,0.19706198,0.00000000
-5.72986493,3.65232923,1.22137726,3.34428949,0.24251881,0.00310977,0.19996386,0.00000000
-5.72386193,3.69254737,1.27429670,3.37567195,0.25026835,0.00311485,0.20280149,0.00000000
-5.71785893,3.73171263,1.32924910,3.40555565,0.25735011,0.00312237,0.20556152,0.00000000
-5.71185593,3.76914450,1.38597254,3.43331432,0.26367721,0.00313183,0.20822873,0.00000000
-5.70585293,3.80423667,1.44415746,3.45840837,0.26918514,0.00314271,0.21078653,0.00000000
-5.69984992,3.83649031,1.50344813,3.48041738,0.27383356,0.00315455,0.21321739,0.00000000
-5.69384692,3.86554171,1.56344438,3.49906682,0.27760703,0.00316698,0.21550330,0.00000000
