energy_ev,total_up,Ga_p_up,Ga_d_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-6.00000000,0.82471235,0.01470159,0.00000000,0.00411349,0.54034575,0.42288126,0.23217510
-5.99399700,0.80061692,0.01520771,0.00000000,0.00388753,0.51643800,0.41382692,0.22411350
-5.98799400,0.78367413,0.01583481,0.00000000,0.00369649,0.49731644,0.40795864,0.21882378
-5.98199100,0.77408219,0.01657457,0.00000000,0.00354243,0.48318297,0.40543391,0.21632875
-5.97598799,0.77198527,0.01741674,0.00000000,0.00342715,0.47420924,0.40638312,0.21663927
-5.96998499,0.77748170,0.01834951,0.00000000,0.00335221,0.47054093,0.41091166,0.21975832
-5.96398199,0.79063103,0.01935995,0.00000000,0.00331894,0.47230100,0.41910189,0.22568417
-5.95797899,0.81145979,0.02043446,0.00000000,0.00332845,0.47959159,0.43101477,0.23441251
-5.95197599,0.83996526,0.02155920,0.00000000,0.00338160,0.49249438,0.44669096,0.24593729
-5.94597299,0.87611711,0.02272055,0.00000000,0.00347901,0.51106920,0.46615120,0.26025045
-5.93996998,0.91985643,0.02390556,0.00000000,0.00362105,0.53535087,0.48939582,0.27734013
-5.93396698,0.97109220,0.02510230,0.00000000,0.00380779,0.56534425,0.51640337,0.29718768
-5.92796398,1.02969521,0.02630020,0.00000000,0.00403898,0.60101764,0.54712830,0.31976339
-5.92196098,1.09548955,0.02749032,0.00000000,0.00431402,0.64229479,0.58149781,0.34502120
-5.91595798,1.16824225,0.02866545,0.00000000,0.00463192,0.68904601,0.61940798,0.37289259
-5.90995498,1.24765154,0.02982028,0.00000000,0.00499130,0.74107872,0.66071959,0.40327993
-5.90395198,1.33333478,0.03095127,0.00000000,0.00539035,0.79812827,0.70525377,0.43604984
-5.89794897,1.42481676,0.03205662,0.00000000,0.00582683,0.85984965,0.75278809,0.47102686
-5.89194597,1.52151969,0.03313607,0.00000000,0.00629808,0.92581083,0.80305340,0.50798792
-5.88594297,1.62275593,0.03419062,0.00000000,0.00680106,0.99548860,0.85573194,0.54665825
-5.87993997,1.72772438,0.03522225,0.00000000,0.00733238,1.06826752,0.91045711,0.58670899
-5.87393697,1.83551178,0.03623359,0.00000000,0.00788837,1.14344258,0.96681533,0.62775708
-5.86793397,1.94509935,0.03722760,0.00000000,0.00846517,1.22022607,1.02435002,0.66936768
-5.86193097,2.05537536,0.03820720,0.00000000,0.00905883,1.29775875,1.08256807,0.71105930
-5.85592796,2.16515373,0.03917506,0.00000000,0.00966540,1.37512535,1.14094851,0.75231175
-5.84992496,2.27319813,0.04013328,0.00000000,0.01028105,1.45137396,1.19895316,0.79257676
-5.84392196,2.37825118,0.04108324,0.00000000,0.01090217,1.52553886,1.25603889,0.83129096
-5.83791896,2.47906724,0.04202548,0.00000000,0.01152548,1.59666564,1.31167089,0.86789082
-5.83191596,2.57444761,0.04295964,0.00000000,0.01214812,1.66383780,1.36533620,0.90182895
-5.82591296,2.66327633,0.04388447,0.00000000,0.01276768,1.72620331,1.41655670,0.93259093
-5.81990995,2.74455463,0.04479787,0.00000000,0.01338224,1.78299988,1.46490094,0.95971207
-5.81390695,2.81743222,0.04569697,0.00000000,0.01399034,1.83357769,1.50999380,0.98279304
-5.80790395,2.88123360,0.04657833,0.00000000,0.01459098,1.87741806,1.55152358,1.00151370
-5.80190095,2.93547777,0.04743796,0.00000000,0.01518349,1.91414727,1.58924596,1.01564431
-5.79589795,2.97989020,0.04827159,0.00000000,0.01576745,1.94354455,1.62298449,1.02505359
-5.78989495,3.01440624,0.04907467,0.00000000,0.01634254,1.96554384,1.65262774,1.02971302
-5.78389195,3.03916562,0.04984259,0.00000000,0.01690837,1.98022912,1.67812325,1.02969722
-5.77788894,3.05449846,0.05057066,0.00000000,0.01746433,1.98782370,1.69946871,1.02518034
-5.77188594,3.06090337,0.05125426,0.00000000,0.01800941,1.98867397,1.71670111,1.01642860
-5.76588294,3.05901890,0.05188878,0.00000000,0.01854208,1.98322862,1.72988464,1.00378937
-5.75987994,3.04959002,0.05246968,0.00000000,0.01906013,1.97201451,1.73909823,0.98767725
-5.75387694,3.03343139,0.05299245,0.00000000,0.01956062,1.95561061,1.74442377,0.96855803
-5.74787394,3.01138942,0.05345262,0.00000000,0.02003982,1.93462140,1.74593575,0.94693113
-5.74187094,2.98430521,0.05384568,0.00000000,0.02049322,1.90965125,1.74369319,0.92331151
-5.73586793,2.95298017,0.05416709,0.00000000,0.02091563,1.88128102,1.73773449,0.89821185
-5.72986493,2.91814603,0.05441228,0.00000000,0.02130122,1.85004815,1.72807541,0.87212574
-5.72386193,2.88044052,0.05457665,0.00000000,0.02164376,1.81643094,1.71471044,0.84551277
-5.71785893,2.84038977,0.05465556,0.00000000,0.02193676,1.78083782,1.69761740,0.81878590
-5.71185593,2.79839785,0.05464444,0.00000000,0.02217375,1.74360162,1.67676487,0.79230165
-5.70585293,2.75474358,0.05453879,0.00000000,0.02234849,1.70497901,1.65212183,0.76635348
-5.69984992,2.70958438,0.05433431,0.00000000,0.02245525,1.66515458,1.62366892,0.74116822
-5.69384692,2.66296646,0.05402695,0.00000000,0.02248905,1.62424902,1.59141035,0.71690575
-5.68784392,2.61484048,0.05361308,0.00000000,0.02244590,1.58233065,1.55538570,0.69366158
-5.68184092,2.56508151,0.05308955,0.00000000,0.02232295,1.53942928,1.51568076,0.67147209
-5.67583792,2.51351211,0.05245387,0.00000000,0.02211871,1.49555153,1.47243663,0.65032197
-5.66983492,2.45992719,0.05170428,0.00000000,0.02183313,1.45069656,1.42585662,0.63015335
-5.66383192,2.40411941,0.05083992,0.00000000,0.02146763,1.40487135,1.37621039,0.61087630
-5.65782891,2.34590394,0.04986094,0.00000000,0.02102517,1.35810470,1.32383517,0.59237977
-5.65182591,2.28514145,0.04876860,0.00000000,0.02051018,1.31045936,1.26913402,0.57454292
-5.64582291,2.22175852,0.04756542,0.00000000,0.01992845,1.26204167,1.21257125,0.55724592
-5.63981991,2.15576464,0.04625522,0.00000000,0.01928704,1.21300856,1.15466526,0.54038006
-5.63381691,2.08726513,0.04484323,0.00000000,0.01859411,1.16357152,1.09597924,0.52385659
-5.62781391,2.01646987,0.04333614,0.00000000,0.01785871,1.11399764,1.03711019,0.50761409
-5.62181091,1.94369716,0.04174210,0.00000000,0.01709062,1.06460781,0.97867677,0.49162404
-5.61580790,1.86937309,0.04007075,0.00000000,0.01630007,1.01577212,0.92130644,0.47589438
-5.60980490,1.79402607,0.03833312,0.00000000,0.01549756,0.96790293,0.86562254,0.46047105
-5.60380190,1.71827700,0.03654158,0.00000000,0.01469364,0.92144573,0.81223145,0.44543748
-5.59779890,1.64282535,0.03470971,0.00000000,0.01389865,0.87686829,0.76171048,0.43091196
-5.59179590,1.56843153,0.03285208,0.00000000,0.01312256,0.83464839,0.71459656,0.41704321
-5.58579290,1.49589633,0.03098407,0.00000000,0.01237475,0.79526062,0.67137607,0.40400423
-5.57978989,1.42603801,0.02912161,0.00000000,0.01166383,0.75916266,0.63247589,0.39198477
-5.57378689,1.35966792,0.02728089,0.00000000,0.01099750,0.72678145,0.59825580,0.38118277
-5.56778389,1.29756559,0.02547808,0.00000000,0.01038239,0.69849979,0.56900243,0.37179507
-5.56178089,1.24045424,0.02372900,0.00000000,0.00982396,0.67464380,0.54492458,0.36400796
-5.55577789,1.18897774,0.02204886,0.00000000,0.00932637,0.65547174,0.52615031,0.35798795
-5.54977489,1.14368001,0.02045197,0.00000000,0.00889249,0.64116466,0.51272566,0.35387311
-5.54377189,1.10498783,0.01895149,0.00000000,0.00852378,0.63181939,0.50461516,0.35176566
-5.53776888,1.07319795,0.01755925,0.00000000,0.00822036,0.62744413,0.50170432,0.35172600
-5.53176588,1.04846911,0.01628564,0.00000000,0.00798098,0.62795722,0.50380404,0.35376861
-5.52576288,1.03081958,0.01513948,0.00000000,0.00780312,0.63318916,0.51065713,0.35786007
-5.51975988,1.02013049,0.01412804,0.00000000,0.00768307,0.64288804,0.52194691,0.36391941
-5.51375688,1.01615494,0.01325708,0.00000000,0.00761608,0.65672846,0.53730775,0.37182082
-5.50775388,1.01853264,0.01253096,0.00000000,0.00759648,0.67432366,0.55633752,0.38139866
-5.50175088,1.02680949,0.01195276,0.00000000,0.00761792,0.69524061,0.57861156,0.39245458
-5.49574787,1.04046130,0.01152452,0.00000000,0.00767354,0.71901746,0.60369785,0.40476651
-5.48974487,1.05892056,0.01124738,0.00000000,0.00775624,0.74518271,0.63117282,0.41809900
-5.48374187,1.08160490,0.01112182,0.00000000,0.00785884,0.77327520,0.66063718,0.43221458
-5.47773887,1.10794586,0.01114785,0.00000000,0.00797442,0.80286409,0.69173109,0.44688529
-5.47173587,1.13741643,0.01132517,0.00000000,0.00809646,0.83356766,0.72414790,0.46190399
-5.46573287,1.16955572,0.01165324,0.00000000,0.00821908,0.86507003,0.75764560,0.47709474
-5.45972986,1.20398963,0.01213141,0.00000000,0.00833727,0.89713472,0.79205544,0.49232157
-5.45372686,1.24044589,0.01275886,0.00000000,0.00844696,0.92961424,0.82728686,0.50749515
-5.44772386,1.27876281,0.01353450,0.00000000,0.00854520,0.96245495,0.86332839,0.52257691
-5.44172086,1.31889101,0.01445691,0.00000000,0.00863022,0.99569673,0.90024414,0.53758027
-5.43571786,1.36088770,0.01552404,0.00000000,0.00870145,1.02946726,0.93816584,0.55256878
-5.42971486,1.40490391,0.01673302,0.00000000,0.00875949,1.06397090,0.97728062,0.56765123
-5.42371186,1.45116511,0.01807985,0.00000000,0.00880607,1.09947273,1.01781485,0.58297384
-5.41770885,1.49994620,0.01955909,0.00000000,0.00884396,1.13627823,1.06001491,0.59870988
-5.41170585,1.55154217,0.02116359,0.00000000,0.00887680,1.17470971,1.10412566,0.61504732
-5.40570285,1.60623613,0.02288422,0.00000000,0.00890897,1.21508062,1.15036774,0.63217499
-5.39969985,1.66426639,0.02470968,0.00000000,0.00894539,1.25766908,1.19891494,0.65026811
-5.39369685,1.72579451,0.02662632,0.00000000,0.00899133,1.30269205,1.24987283,0.66947386
-5.38769385,1.79087616,0.02861817,0.00000000,0.00905221,1.35028157,1.30325990,0.68989797
-5.38169085,1.85943654,0.03066694,0.00000000,0.00913341,1.40046441,1.35899232,0.71159283
-5.37568784,1.93125159,0.03275223,0.00000000,0.00924007,1.45314624,1.41687324,0.73454798
-5.36968484,2.00593648,0.03485177,0.00000000,0.00937691,1.50810132,1.47658728,0.75868348
-5.36368184,2.08294163,0.03694181,0.00000000,0.00954809,1.56496822,1.53770066,0.78384653
-5.35767884,2.16155692,0.03899759,0.00000000,0.00975704,1.62325193,1.59966699,0.80981148
-5.35167584,2.24092363,0.04099383,0.00000000,0.01000638,1.68233222,1.66183847,0.83628335
-5.34567284,2.32005359,0.04290534,0.00000000,0.01029780,1.74147784,1.72348199,0.86290468
-5.33966983,2.39785457,0.04470758,0.00000000,0.01063198,1.79986595,1.78379930,0.88926520
-5.33366683,2.47316050,0.04637721,0.00000000,0.01100856,1.85660558,1.84195023,0.91491410
-5.32766383,2.54476515,0.04789266,0.00000000,0.01142612,1.91076415,1.89707782,0.93937394
-5.32166083,2.61145741,0.04923461,0.00000000,0.01188216,1.96139572,1.94833417,0.96215587
-5.31565783,2.67205685,0.05038634,0.00000000,0.01237313,2.00756958,1.99490576,0.98277513
-5.30965483,2.72544774,0.05133406,0.00000000,0.01289446,2.04839805,2.03603733,1.00076639
-5.30365183,2.77061029,0.05206712,0.00000000,0.01344070,2.08306228,2.07105308,1.01569807
-5.29764882,2.80664809,0.05257807,0.00000000,0.01400555,2.11083521,2.09937484,1.02718520
-5.29164582,2.83281078,0.05286268,0.00000000,0.01458201,2.13110075,2.12053639,1.03490035
-5.28564282,2.84851147,0.05291983,0.00000000,0.01516258,2.14336897,2.13419381,1.03858229
-5.27963982,2.85333889,0.05275138,0.00000000,0.01573939,2.14728684,2.14013188,1.03804223
-5.27363682,2.84706398,0.05236190,0.00000000,0.01630447,2.14264459,2.13826652,1.03316755
-5.26763382,2.82964163,0.05175844,0.00000000,0.01684991,2.12937793,2.12864373,1.02392312
-5.26163082,2.80120768,0.05095024,0.00000000,0.01736814,2.10756634,2.11143544,1.01035037
-5.25562781,2.76207201,0.04994845,0.00000000,0.01785218,2.07742795,2.08693269,0.99256436
-5.24962481,2.71270820,0.04876585,0.00000000,0.01829583,2.03931161,2.05553670,0.97074915
-5.24362181,2.65374045,0.04741660,0.00000000,0.01869393,1.99368645,2.01774834,0.94515177
-5.23761881,2.58592835,0.04591601,0.00000000,0.01904251,1.94112971,1.97415630,0.91607513
-5.23161581,2.51014999,0.04428032,0.00000000,0.01933895,1.88231316,1.92542452,0.88387023
-5.22561281,2.42738392,0.04252655,0.00000000,0.01958209,1.81798846,1.87227891,0.84892790
-5.21960980,2.33869021,0.04067233,0.00000000,0.01977223,1.74897205,1.81549378,0.81167029
-5.21360680,2.24519100,0.03873574,0.00000000,0.01991114,1.67612957,1.75587802,0.77254238
-5.20760380,2.14805080,0.03673516,0.00000000,0.02000195,1.60036028,1.69426123,0.73200368
-5.20160080,2.04845665,0.03468916,0.00000000,0.02004904,1.52258155,1.63147984,0.69052018
-5.19559780,1.94759860,0.03261632,0.00000000,0.02005778,1.44371363,1.56836349,0.64855674
-5.18959480,1.84665057,0.03053507,0.00000000,0.02003435,1.36466499,1.50572174,0.60656987
-5.18359180,1.74675198,0.02846352,0.00000000,0.01998540,1.28631829,1.44433139,0.56500121
-5.17758879,1.64899051,0.02641924,0.00000000,0.01991778,1.20951726,1.38492461,0.52427144
