energy_ev,total_up,Al_p_up,Al_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-6.00000000,0.50812435,0.00934332,0.00000000,0.28231471,0.00000000,0.20834781,0.03583170
-5.99399700,0.50992596,0.00997438,0.00000000,0.27900590,0.00000000,0.20868992,0.03708870
-5.98799400,0.51521758,0.01075586,0.00000000,0.27723082,0.00000000,0.21002567,0.03875939
-5.98199100,0.52421613,0.01169490,0.00000000,0.27712611,0.00000000,0.21241648,0.04085394
-5.97598799,0.53705756,0.01279714,0.00000000,0.27878581,0.00000000,0.21589903,0.04337511
-5.96998499,0.55378569,0.01406646,0.00000000,0.28225624,0.00000000,0.22048181,0.04631704
-5.96398199,0.57434378,0.01550478,0.00000000,0.28753241,0.00000000,0.22614248,0.04966420
-5.95797899,0.59856919,0.01711194,0.00000000,0.29455589,0.00000000,0.23282629,0.05339067
-5.95197599,0.62619146,0.01888563,0.00000000,0.30321448,0.00000000,0.24044544,0.05745975
-5.94597299,0.65683397,0.02082143,0.00000000,0.31334346,0.00000000,0.24887961,0.06182398
-5.93996998,0.69001936,0.02291299,0.00000000,0.32472868,0.00000000,0.25797763,0.06642552
-5.93396698,0.72517862,0.02515219,0.00000000,0.33711128,0.00000000,0.26756024,0.07119699
-5.92796398,0.76166370,0.02752943,0.00000000,0.35019404,0.00000000,0.27742393,0.07606272
-5.92196098,0.79876346,0.03003398,0.00000000,0.36364913,0.00000000,0.28734585,0.08094042
-5.91595798,0.83572234,0.03265435,0.00000000,0.37712711,0.00000000,0.29708958,0.08574312
-5.90995498,0.87176128,0.03537863,0.00000000,0.39026685,0.00000000,0.30641162,0.09038151
-5.90395198,0.90610007,0.03819485,0.00000000,0.40270612,0.00000000,0.31506833,0.09476636
-5.89794897,0.93798041,0.04109125,0.00000000,0.41409240,0.00000000,0.32282330,0.09881118
-5.89194597,0.96668864,0.04405645,0.00000000,0.42409351,0.00000000,0.32945449,0.10243478
-5.88594297,0.99157728,0.04707958,0.00000000,0.43240783,0.00000000,0.33476127,0.10556373
-5.87993997,1.01208443,0.05015012,0.00000000,0.43877334,0.00000000,0.33857073,0.10813470
-5.87393697,1.02775019,0.05325783,0.00000000,0.44297553,0.00000000,0.34074316,0.11009630
-5.86793397,1.03822933,0.05639232,0.00000000,0.44485350,0.00000000,0.34117642,0.11141070
-5.86193097,1.04329970,0.05954263,0.00000000,0.44430420,0.00000000,0.33980902,0.11205459
-5.85592796,1.04286598,0.06269669,0.00000000,0.44128456,0.00000000,0.33662162,0.11201972
-5.84992496,1.03695873,0.06584070,0.00000000,0.43581140,0.00000000,0.33163715,0.11131286
-5.84392196,1.02572870,0.06895853,0.00000000,0.42795928,0.00000000,0.32491926,0.10995516
-5.83791896,1.00943699,0.07203115,0.00000000,0.41785624,0.00000000,0.31656947,0.10798108
-5.83191596,0.98844141,0.07503615,0.00000000,0.40567787,0.00000000,0.30672287,0.10543684
-5.82591296,0.96317996,0.07794747,0.00000000,0.39163982,0.00000000,0.29554286,0.10237846
-5.81990995,0.93415230,0.08073529,0.00000000,0.37598926,0.00000000,0.28321505,0.09886960
-5.81390695,0.90190003,0.08336619,0.00000000,0.35899567,0.00000000,0.26994062,0.09497924
-5.80790395,0.86698700,0.08580357,0.00000000,0.34094141,0.00000000,0.25592955,0.09077928
-5.80190095,0.82998038,0.08800834,0.00000000,0.32211246,0.00000000,0.24139387,0.08634220
-5.79589795,0.79143344,0.08993996,0.00000000,0.30278976,0.00000000,0.22654144,0.08173898
-5.78989495,0.75187061,0.09155756,0.00000000,0.28324143,0.00000000,0.21157023,0.07703717
-5.78389195,0.71177550,0.09282140,0.00000000,0.26371624,0.00000000,0.19666363,0.07229931
-5.77788894,0.67158195,0.09369437,0.00000000,0.24443838,0.00000000,0.18198657,0.06758171
-5.77188594,0.63166840,0.09414354,0.00000000,0.22560376,0.00000000,0.16768284,0.06293365
-5.76588294,0.59235534,0.09414168,0.00000000,0.20737772,0.00000000,0.15387343,0.05839684
-5.75987994,0.55390566,0.09366862,0.00000000,0.18989421,0.00000000,0.14065595,0.05400538
-5.75387694,0.51652745,0.09271248,0.00000000,0.17325621,0.00000000,0.12810495,0.04978591
-5.74787394,0.48037868,0.09127050,0.00000000,0.15753729,0.00000000,0.11627308,0.04575809
-5.74187094,0.44557337,0.08934962,0.00000000,0.14278400,0.00000000,0.10519292,0.04193522
-5.73586793,0.41218851,0.08696666,0.00000000,0.12901894,0.00000000,0.09487931,0.03832508
-5.72986493,0.38027124,0.08414808,0.00000000,0.11624419,0.00000000,0.08533192,0.03493080
-5.72386193,0.34984589,0.08092939,0.00000000,0.10444501,0.00000000,0.07653806,0.03175169
-5.71785893,0.32092036,0.07735418,0.00000000,0.09359343,0.00000000,0.06847544,0.02878417
-5.71185593,0.29349175,0.07347285,0.00000000,0.08365168,0.00000000,0.06111483,0.02602253
-5.70585293,0.26755079,0.06934108,0.00000000,0.07457537,0.00000000,0.05442251,0.02345962
-5.69984992,0.24308527,0.06501814,0.00000000,0.06631617,0.00000000,0.04836240,0.02108743
-5.69384692,0.22008236,0.06056514,0.00000000,0.05882417,0.00000000,0.04289794,0.01889757
-5.68784392,0.19852988,0.05604319,0.00000000,0.05204967,0.00000000,0.03799361,0.01688160
-5.68184092,0.17841682,0.05151174,0.00000000,0.04594461,0.00000000,0.03361612,0.01503128
-5.67583792,0.15973313,0.04702703,0.00000000,0.04046357,0.00000000,0.02973531,0.01333868
-5.66983492,0.14246920,0.04264069,0.00000000,0.03556442,0.00000000,0.02632481,0.01179630
-5.66383192,0.12661495,0.03839869,0.00000000,0.03120867,0.00000000,0.02336247,0.01039704
-5.65782891,0.11215900,0.03434049,0.00000000,0.02736167,0.00000000,0.02083060,0.00913420
-5.65182591,0.09908787,0.03049855,0.00000000,0.02399256,0.00000000,0.01871605,0.00800142
-5.64582291,0.08738535,0.02689806,0.00000000,0.02107412,0.00000000,0.01701025,0.00699264
-5.63981991,0.07703218,0.02355702,0.00000000,0.01858265,0.00000000,0.01570903,0.00610207
-5.63381691,0.06800593,0.02048650,0.00000000,0.01649764,0.00000000,0.01481246,0.00532408
-5.62781391,0.06028119,0.01769111,0.00000000,0.01480161,0.00000000,0.01432453,0.00465326
-5.62181091,0.05382992,0.01516969,0.00000000,0.01347977,0.00000000,0.01425282,0.00408434
-5.61580790,0.04862192,0.01291606,0.00000000,0.01251978,0.00000000,0.01460799,0.00361221
-5.60980490,0.04462537,0.01091983,0.00000000,0.01191148,0.00000000,0.01540326,0.00323194
-5.60380190,0.04180730,0.00916729,0.00000000,0.01164656,0.00000000,0.01665366,0.00293873
-5.59779890,0.04013404,0.00764226,0.00000000,0.01171825,0.00000000,0.01837531,0.00272797
-5.59179590,0.03957137,0.00632687,0.00000000,0.01212099,0.00000000,0.02058447,0.00259519
-5.58579290,0.04008464,0.00520234,0.00000000,0.01285003,0.00000000,0.02329659,0.00253610
-5.57978989,0.04163855,0.00424961,0.00000000,0.01390105,0.00000000,0.02652522,0.00254649
-5.57378689,0.04419688,0.00344990,0.00000000,0.01526978,0.00000000,0.03028100,0.00262226
-5.56778389,0.04772201,0.00278518,0.00000000,0.01695162,0.00000000,0.03457058,0.00275936
-5.56178089,0.05217444,0.00223854,0.00000000,0.01894133,0.00000000,0.03939573,0.00295373
-5.55577789,0.05751235,0.00179443,0.00000000,0.02123274,0.00000000,0.04475256,0.00320123
-5.54977489,0.06369128,0.00143885,0.00000000,0.02381864,0.00000000,0.05063099,0.00349766
-5.54377189,0.07066411,0.00115950,0.00000000,0.02669076,0.00000000,0.05701460,0.00383867
-5.53776888,0.07838129,0.00094577,0.00000000,0.02983993,0.00000000,0.06388072,0.00421975
-5.53176588,0.08679162,0.00078877,0.00000000,0.03325640,0.00000000,0.07120114,0.00463627
-5.52576288,0.09584338,0.00068127,0.00000000,0.03693040,0.00000000,0.07894309,0.00508348
-5.51975988,0.10548605,0.00061765,0.00000000,0.04085283,0.00000000,0.08707080,0.00555656
-5.51375688,0.11567244,0.00059380,0.00000000,0.04501617,0.00000000,0.09554743,0.00605072
-5.50775388,0.12636123,0.00060698,0.00000000,0.04941545,0.00000000,0.10433735,0.00656134
-5.50175088,0.13751978,0.00065579,0.00000000,0.05404936,0.00000000,0.11340876,0.00708405
-5.49574787,0.14912712,0.00073995,0.00000000,0.05892132,0.00000000,0.12273628,0.00761493
-5.48974487,0.16117677,0.00086028,0.00000000,0.06404045,0.00000000,0.13230366,0.00815063
-5.48374187,0.17367933,0.00101853,0.00000000,0.06942245,0.00000000,0.14210617,0.00868855
-5.47773887,0.18666455,0.00121727,0.00000000,0.07509010,0.00000000,0.15215259,0.00922696
-5.47173587,0.20018253,0.00145980,0.00000000,0.08107348,0.00000000,0.16246658,0.00976513
-5.46573287,0.21430406,0.00175004,0.00000000,0.08740976,0.00000000,0.17308726,0.01030339
-5.45972986,0.22911969,0.00209245,0.00000000,0.09414245,0.00000000,0.18406882,0.01084319
-5.45372686,0.24473766,0.00249193,0.00000000,0.10132016,0.00000000,0.19547915,0.01138702
-5.44772386,0.26128037,0.00295376,0.00000000,0.10899491,0.00000000,0.20739730,0.01193838
