energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Se_s_up,Se_p_up
-6.00000000,1.24874544,0.05064300,0.01057945,0.20120509,0.18660878,0.01211654,0.69584329
-5.99399700,1.28584893,0.05541936,0.01201055,0.21576118,0.19494374,0.01372212,0.71108737
-5.98799400,1.33250842,0.06094981,0.01359007,0.23252531,0.20504179,0.01548715,0.73108536
-5.98199100,1.38888302,0.06715663,0.01531564,0.25143792,0.21682914,0.01740272,0.75607224
-5.97598799,1.45489727,0.07395281,0.01718269,0.27239846,0.23019750,0.01945726,0.78614975
-5.96998499,1.53022367,0.08124160,0.01918444,0.29526243,0.24500214,0.02163654,0.82127541
-5.96398199,1.61427515,0.08891643,0.02131188,0.31984008,0.26106130,0.02392378,0.86125697
-5.95797899,1.70620837,0.09686130,0.02355399,0.34589703,0.27815731,0.02629996,0.90575274
-5.95197599,1.80493806,0.10495172,0.02589804,0.37315686,0.29603942,0.02874425,0.95427800
-5.94597299,1.90916215,0.11305620,0.02833001,0.40130587,0.31442832,0.03123460,1.00621710
-5.93996998,2.01739713,0.12103822,0.03083517,0.42999974,0.33302232,0.03374850,1.06084117
-5.93396698,2.12802230,0.12875886,0.03339876,0.45887198,0.35150489,0.03626382,1.11733067
-5.92796398,2.23933132,0.13607964,0.03600670,0.48754402,0.36955346,0.03875974,1.17480195
-5.92196098,2.34958903,0.14286589,0.03864640,0.51563631,0.38684888,0.04121773,1.23233691
-5.91595798,2.45709107,0.14899012,0.04130753,0.54278024,0.40308548,0.04362250,1.28901435
-5.90995498,2.56022380,0.15433558,0.04398276,0.56863011,0.41798093,0.04596292,1.34394197
-5.90395198,2.65752175,0.15879960,0.04666839,0.59287479,0.43128569,0.04823276,1.39628742
-5.89794897,2.74771994,0.16229670,0.04936486,0.61524844,0.44279156,0.05043132,1.44530720
-5.89194597,2.82979854,0.16476125,0.05207701,0.63553964,0.45233885,0.05256380,1.49037204
-5.88594297,2.90301767,0.16614960,0.05481419,0.65359864,0.45982181,0.05464138,1.53098755
-5.87993997,2.96694059,0.16644159,0.05759000,0.66934215,0.46519222,0.05668111,1.56680930
-5.87393697,3.02144397,0.16564123,0.06042183,0.68275543,0.46846071,0.05870537,1.59765152
-5.86793397,3.06671458,0.16377678,0.06333009,0.69389159,0.46969587,0.06074112,1.62348902
-5.86193097,3.10323261,0.16089995,0.06633716,0.70286788,0.46902127,0.06281881,1.64445217
-5.85592796,3.13174219,0.15708447,0.06946609,0.70985939,0.46661028,0.06497109,1.66081544
-5.84992496,3.15321066,0.15242397,0.07273913,0.71509012,0.46267924,0.06723135,1.67297971
-5.84392196,3.16877861,0.14702935,0.07617615,0.71882212,0.45747911,0.06963208,1.68144963
-5.83791896,3.17970312,0.14102575,0.07979301,0.72134306,0.45128605,0.07220326,1.68680697
-5.83191596,3.18729734,0.13454917,0.08359993,0.72295293,0.44439150,0.07497080,1.68968146
-5.82591296,3.19286939,0.12774303,0.08760007,0.72395051,0.43709203,0.07795514,1.69072064
-5.81990995,3.19766379,0.12075461,0.09178832,0.72462037,0.42967963,0.08117003,1.69056028
-5.81390695,3.20280851,0.11373171,0.09615040,0.72522101,0.42243271,0.08462175,1.68979693
-5.80790395,3.20927024,0.10681941,0.10066239,0.72597475,0.41560825,0.08830854,1.68896396
-5.80190095,3.21782013,0.10015716,0.10529065,0.72705986,0.40943541,0.09222064,1.68851234
-5.79589795,3.22901160,0.09387623,0.10999230,0.72860532,0.40411073,0.09634061,1.68879705
-5.78989495,3.24317094,0.08809752,0.11471614,0.73068841,0.39979502,0.10064423,1.69006955
-5.78389195,3.26040081,0.08292967,0.11940403,0.73333507,0.39661198,0.10510162,1.69247661
-5.77788894,3.28059604,0.07846768,0.12399267,0.73652305,0.39464842,0.10967892,1.69606529
-5.77188594,3.30347000,0.07479176,0.12841581,0.74018743,0.39395581,0.11434003,1.70079331
-5.76588294,3.32858976,0.07196646,0.13260652,0.74422809,0.39455300,0.11904863,1.70654411
-5.75987994,3.35541738,0.07004019,0.13649971,0.74851863,0.39642974,0.12377018,1.71314528
-5.75387694,3.38335440,0.06904479,0.14003456,0.75291612,0.39955075,0.12847385,1.72038908
-5.74787394,3.41178671,0.06899544,0.14315680,0.75727105,0.40385983,0.13313426,1.72805357
-5.74187094,3.44012695,0.06989063,0.14582076,0.76143682,0.40928397,0.13773288,1.73592300
-5.73586793,3.46785171,0.07171233,0.14799098,0.76527827,0.41573701,0.14225906,1.74380612
-5.72986493,3.49453156,0.07442637,0.14964338,0.76867880,0.42312280,0.14671053,1.75155121
-5.72386193,3.51985233,0.07798295,0.15076590,0.77154574,0.43133763,0.15109343,1.75905720
-5.71785893,3.54362669,0.08231738,0.15135859,0.77381370,0.44027200,0.15542176,1.76628013
-5.71185593,3.56579586,0.08735111,0.15143312,0.77544605,0.44981178,0.15971630,1.77323488
-5.70585293,3.58642199,0.09299301,0.15101183,0.77643442,0.45983871,0.16400309,1.77999222
-5.69984992,3.60567211,0.09914097,0.15012630,0.77679659,0.47023063,0.16831146,1.78667173
-5.69384692,3.62379542,0.10568385,0.14881561,0.77657301,0.48086140,0.17267179,1.79343110
-5.68784392,3.64109561,0.11250372,0.14712431,0.77582241,0.49160086,0.17711305,1.80045287
-5.68184092,3.65790049,0.11947846,0.14510034,0.77461685,0.50231490,0.18166030,1.80792946
-5.67583792,3.67453092,0.12648449,0.14279290,0.77303663,0.51286592,0.18633221,1.81604757
-5.66983492,3.69127106,0.13339985,0.14025045,0.77116548,0.52311358,0.19113878,1.82497293
-5.66383192,3.70834176,0.14010719,0.13751899,0.76908623,0.53291618,0.19607939,1.83483632
-5.65782891,3.72587840,0.14649681,0.13464054,0.76687732,0.54213234,0.20114120,1.84572149
-5.65182591,3.74391423,0.15246953,0.13165207,0.76461005,0.55062322,0.20629812,1.85765570
-5.64582291,3.76236971,0.15793920,0.12858478,0.76234682,0.55825496,0.21151020,1.87060303
-5.63981991,3.78104807,0.16283491,0.12546378,0.76014016,0.56490132,0.21672375,1.88446080
-5.63381691,3.79963679,0.16710248,0.12230823,0.75803238,0.57044628,0.22187197,1.89905897
-5.62781391,3.81771460,0.17070553,0.11913167,0.75605586,0.57478651,0.22687618,1.91416238
-5.62181091,3.83476311,0.17362564,0.11594282,0.75423349,0.57783351,0.23164762,1.92947558
-5.61580790,3.85018233,0.17586202,0.11274649,0.75257936,0.57951528,0.23608975,1.94464985
-5.60980490,3.86330919,0.17743028,0.10954468,0.75109933,0.57977752,0.24010095,1.95929203
-5.60380190,3.87343808,0.17836074,0.10633775,0.74979148,0.57858424,0.24357758,1.97297488
-5.59779890,3.87984265,0.17869605,0.10312561,0.74864635,0.57591783,0.24641723,1.98524835
-5.59179590,3.88179824,0.17848850,0.09990882,0.74764695,0.57177865,0.24852208,1.99565173
-5.58579290,3.87860412,0.17779699,0.09668961,0.74676866,0.56618414,0.24980227,2.00372603
-5.57978989,3.86960534,0.17668397,0.09347270,0.74597906,0.55916778,0.25017913,2.00902663
-5.57378689,3.85421338,0.17521237,0.09026592,0.74523792,0.55077768,0.24958805,2.01113568
-5.56778389,3.83192555,0.17344288,0.08708066,0.74449738,0.54107529,0.24798116,2.00967408
-5.56178089,3.80234250,0.17143148,0.08393202,0.74370252,0.53013403,0.24532931,2.00431290
-5.55577789,3.76518360,0.16922757,0.08083879,0.74279240,0.51803815,0.24162363,1.99478368
-5.54977489,3.72029965,0.16687269,0.07782313,0.74170162,0.50488164,0.23687642,1.98088758
-5.54377189,3.66768266,0.16439979,0.07491012,0.74036240,0.49076742,0.23112132,1.96250295
-5.53776888,3.60747195,0.16183322,0.07212708,0.73870699,0.47580664,0.22441282,1.93959097
-5.53176588,3.53995658,0.15918926,0.06950271,0.73667046,0.46011807,0.21682511,1.91219918
