energy_ev,total_up,total_down,Ag_p_up,Ag_p_down,Ag_d_up,Ag_d_down,C_s_up,C_s_down,C_p_up,C_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-6.00000000,3.43967338,-3.43967356,0.58923985,-0.58923983,1.71902993,-1.71903006,0.03804037,-0.03804037,0.04732431,-0.04732432,0.40613513,-0.40613514,0.22648802,-0.22648802,0.04681838,-0.04681839,1.07900570,-1.07900574
-5.99399700,3.25116586,-3.25116600,0.59734808,-0.59734806,1.59472890,-1.59472901,0.03464590,-0.03464590,0.04370542,-0.04370543,0.39334953,-0.39334954,0.21508954,-0.21508955,0.04299226,-0.04299226,1.03892589,-1.03892592
-5.98799400,3.09233282,-3.09233293,0.61014498,-0.61014495,1.48469961,-1.48469970,0.03146080,-0.03146080,0.04068815,-0.04068815,0.38396060,-0.38396061,0.20597610,-0.20597610,0.03965180,-0.03965180,1.00816279,-1.00816280
-5.98199100,2.96356714,-2.96356722,0.62739912,-0.62739909,1.38950442,-1.38950449,0.02849822,-0.02849822,0.03830006,-0.03830007,0.37799900,-0.37799900,0.19912630,-0.19912630,0.03679534,-0.03679534,0.98658399,-0.98658399
-5.97598799,2.86483625,-2.86483629,0.64879390,-0.64879387,1.30951565,-1.30951571,0.02576637,-0.02576637,0.03656630,-0.03656630,0.37543971,-0.37543971,0.19449098,-0.19449098,0.03441327,-0.03441328,0.97390218,-0.97390217
-5.96998499,2.79574727,-2.79574728,0.67393546,-0.67393542,1.24495064,-1.24495068,0.02326883,-0.02326883,0.03550993,-0.03550993,0.37620742,-0.37620741,0.19199812,-0.19199811,0.03248933,-0.03248934,0.96969437,-0.96969435
-5.96398199,2.75562146,-2.75562144,0.70236330,-0.70236326,1.19591087,-1.19591090,0.02100496,-0.02100497,0.03515230,-0.03515231,0.38018316,-0.38018315,0.19155815,-0.19155814,0.03100193,-0.03100194,0.97342452,-0.97342449
-5.95797899,2.74357441,-2.74357436,0.73356347,-0.73356343,1.16242361,-1.16242362,0.01897043,-0.01897043,0.03551320,-0.03551320,0.38721206,-0.38721205,0.19306961,-0.19306960,0.02992557,-0.02992557,0.98446873,-0.98446870
-5.95197599,2.75859868,-2.75859861,0.76698347,-0.76698343,1.14448372,-1.14448372,0.01715772,-0.01715772,0.03661080,-0.03661080,0.39711169,-0.39711167,0.19642474,-0.19642472,0.02923219,-0.02923219,1.00214187,-1.00214183
-5.94597299,2.79964487,-2.79964477,0.80204863,-0.80204859,1.14209396,-1.14209395,0.01555675,-0.01555675,0.03846154,-0.03846153,0.40968052,-0.40968050,0.20151484,-0.20151483,0.02889247,-0.02889247,1.02572470,-1.02572465
-5.93996998,2.86569755,-2.86569743,0.83817897,-0.83817893,1.15530139,-1.15530135,0.01415549,-0.01415549,0.04107966,-0.04107966,0.42470629,-0.42470627,0.20823530,-0.20823529,0.02887701,-0.02887701,1.05449028,-1.05449023
-5.93396698,2.95584232,-2.95584218,0.87480596,-0.87480592,1.18422812,-1.18422808,0.01294047,-0.01294047,0.04447668,-0.04447668,0.44197370,-0.44197367,0.21648988,-0.21648986,0.02915734,-0.02915734,1.08772868,-1.08772862
-5.92796398,3.06932072,-3.06932056,0.91138836,-0.91138832,1.22909459,-1.22909453,0.01189743,-0.01189743,0.04866059,-0.04866059,0.46127109,-0.46127107,0.22619416,-0.22619415,0.02970678,-0.02970678,1.12476892,-1.12476886
-5.92196098,3.20556995,-3.20556978,0.94742640,-0.94742636,1.29023366,-1.29023359,0.01101180,-0.01101180,0.05363496,-0.05363495,0.48239600,-0.48239597,0.23727809,-0.23727807,0.03050103,-0.03050103,1.16499721,-1.16499716
-5.91595798,3.36424531,-3.36424512,0.98247368,-0.98247364,1.36809455,-1.36809447,0.01026912,-0.01026912,0.05939795,-0.05939794,0.50515907,-0.50515905,0.24968722,-0.24968720,0.03151861,-0.03151861,1.20787088,-1.20787082
-5.90995498,3.54522369,-3.54522349,1.01614620,-1.01614617,1.46323560,-1.46323550,0.00965548,-0.00965548,0.06594127,-0.06594127,0.52938650,-0.52938648,0.26338292,-0.26338289,0.03274108,-0.03274108,1.25292728,-1.25292723
-5.90395198,3.74858755,-3.74858733,1.04812826,-1.04812823,1.57630567,-1.57630556,0.00915782,-0.00915782,0.07324919,-0.07324918,0.55492077,-0.55492075,0.27834119,-0.27834116,0.03415297,-0.03415297,1.29978760,-1.29978754
-5.89794897,3.97458967,-3.97458944,1.07817487,-1.07817485,1.70801446,-1.70801433,0.00876412,-0.00876412,0.08129759,-0.08129758,0.58161987,-0.58161984,0.29455041,-0.29455038,0.03574158,-0.03574158,1.34815536,-1.34815530
-5.89194597,4.22360004,-4.22359979,1.10611088,-1.10611086,1.85909234,-1.85909221,0.00846353,-0.00846353,0.09005327,-0.09005327,0.60935511,-0.60935508,0.31200791,-0.31200788,0.03749658,-0.03749658,1.39781005,-1.39780999
-5.88594297,4.49603724,-4.49603699,1.13182677,-1.13182675,2.03024145,-2.03024130,0.00824647,-0.00824647,0.09947343,-0.09947343,0.63800784,-0.63800782,0.33071560,-0.33071557,0.03940946,-0.03940946,1.44859623,-1.44859618
-5.87993997,4.79228757,-4.79228730,1.15527171,-1.15527170,2.22207960,-2.22207943,0.00810458,-0.00810458,0.10950549,-0.10950548,0.66746539,-0.66746536,0.35067487,-0.35067484,0.04147280,-0.04147280,1.50040903,-1.50040898
-5.87393697,5.11261592,-5.11261563,1.17644432,-1.17644432,2.43507982,-2.43507964,0.00803061,-0.00803061,0.12008722,-0.12008721,0.69761649,-0.69761646,0.37188100,-0.37188097,0.04367956,-0.04367956,1.55317686,-1.55317681
-5.86793397,5.45707327,-5.45707298,1.19538172,-1.19538172,2.66950821,-2.66950802,0.00801831,-0.00801831,0.13114730,-0.13114729,0.72834676,-0.72834673,0.39431742,-0.39431739,0.04602226,-0.04602226,1.60684262,-1.60684258
-5.86193097,5.82540574,-5.82540543,1.21214770,-1.21214771,2.92536325,-2.92536305,0.00806225,-0.00806225,0.14260619,-0.14260618,0.75953449,-0.75953446,0.41794999,-0.41794996,0.04849219,-0.04849219,1.66134443,-1.66134438
-5.85592796,6.21697036,-6.21697004,1.22682075,-1.22682076,3.20231993,-3.20231971,0.00815757,-0.00815757,0.15437745,-0.15437744,0.79104707,-0.79104704,0.44272186,-0.44272183,0.05107863,-0.05107863,1.71659715,-1.71659710
-5.84992496,6.63066275,-6.63066242,1.23948260,-1.23948261,3.49968184,-3.49968161,0.00829979,-0.00829979,0.16636925,-0.16636925,0.82273840,-0.82273838,0.46854895,-0.46854892,0.05376824,-0.05376824,1.77247593,-1.77247589
-5.84392196,7.06486104,-7.06486070,1.25020802,-1.25020803,3.81634430,-3.81634405,0.00848461,-0.00848461,0.17848632,-0.17848631,0.85444745,-0.85444743,0.49531651,-0.49531647,0.05654448,-0.05654447,1.82880264,-1.82880260
