energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-5.87393697,3.87822421,0.02598668,0.35123488,0.08828348,0.04554927,3.11103892,1.22598782,0.04870232,1.87726302
-5.86793397,3.99846758,0.02696680,0.36125689,0.09290251,0.04689574,3.19972037,1.26517584,0.05020021,1.93621289
-5.86193097,4.11078352,0.02796463,0.37053019,0.09742589,0.04813957,3.27614115,1.30264052,0.05170115,1.99120839
-5.85592796,4.21448317,0.02897053,0.37897637,0.10182773,0.04925959,3.33980305,1.33833516,0.05317256,2.04199952
-5.84992496,4.30934862,0.02997513,0.38655302,0.10608409,0.05023914,3.39053046,1.37241933,0.05458394,2.08857474
-5.84392196,4.39564829,0.03096922,0.39325417,0.11017312,0.05106672,3.42847433,1.40526335,0.05590736,2.13116825
-5.83791896,4.47413726,0.03194359,0.39910993,0.11407518,0.05173648,3.45410645,1.43744604,0.05711782,2.17025941
-5.83191596,4.54604247,0.03288883,0.40418531,0.11777305,0.05224853,3.46820449,1.46974539,0.05819356,2.20656403
-5.82591296,4.61303250,0.03379522,0.40857826,0.12125210,0.05260907,3.47182847,1.50312182,0.05911638,2.24101751
-5.81990995,4.67717252,0.03465259,0.41241699,0.12450062,0.05283030,3.46628974,1.53869409,0.05987185,2.27475008
-5.81390695,4.74086501,0.03545025,0.41585672,0.12751010,0.05293015,3.45311356,1.57770802,0.06044954,2.30905447
-5.80790395,4.80677730,0.03617699,0.41907572,0.13027563,0.05293173,3.43399627,1.62149845,0.06084313,2.34534660
-5.80190095,4.87775716,0.03682121,0.42227083,0.13279625,0.05286266,3.41075839,1.67144498,0.06105052,2.38512011
-5.79589795,4.95673814,0.03737102,0.42565230,0.13507535,0.05275417,3.38529463,1.72892263,0.06107382,2.42989557
-5.78989495,5.04663650,0.03781454,0.42943815,0.13712094,0.05264002,3.35952185,1.79524819,0.06091928,2.48116558
-5.78389195,5.15024205,0.03814020,0.43384786,0.13894580,0.05255530,3.33532604,1.87162407,0.06059710,2.54033702
-5.77788894,5.27010543,0.03833714,0.43909557,0.14056746,0.05253512,3.31450907,1.95908092,0.06012117,2.60867206
-5.77188594,5.40842509,0.03839556,0.44538276,0.14200800,0.05261326,3.29873639,2.05842119,0.05950864,2.68722952
-5.76588294,5.56693708,0.03830722,0.45289051,0.14329345,0.05282073,3.28948654,2.17016550,0.05877940,2.77680860
-5.75987994,5.74681173,0.03806582,0.46177164,0.14445309,0.05318446,3.28800365,2.29450408,0.05795545,2.87789688
-5.75387694,5.94856111,0.03766734,0.47214271,0.14551828,0.05372600,3.29525411,2.43125559,0.05706017,2.99062495
-5.74787394,6.17196149,0.03711040,0.48407641,0.14652110,0.05446043,3.31188882,2.57983553,0.05611749,3.11472963
-5.74187094,6.41599513,0.03639643,0.49759448,0.14749278,0.05539537,3.33821238,2.73923640,0.05515099,3.24952810
-5.73586793,6.67881533,0.03552981,0.51266169,0.14846193,0.05653032,3.37416087,2.90802137,0.05418308,3.39390473
-5.72986493,6.95773829,0.03451790,0.52918113,0.14945269,0.05785626,3.41928955,3.08433308,0.05323404,3.54631247
-5.72386193,7.24926457,0.03337085,0.54699136,0.15048293,0.05935553,3.47277190,3.26591853,0.05232126,3.70478986
-5.71785893,7.54913207,0.03210146,0.56586562,0.15156260,0.06100210,3.53341110,3.45017032,0.05145853,3.86699448
-5.71185593,7.85240101,0.03072481,0.58551349,0.15269232,0.06276209,3.59966461,3.63418408,0.05065542,4.03025280
-5.70585293,8.15357018,0.02925783,0.60558514,0.15386235,0.06459476,3.66968210,3.81483078,0.04991696,4.19162582
-5.69984992,8.44672206,0.02771885,0.62567829,0.15505204,0.06645368,3.74135635,3.98884225,0.04924335,4.34798885
-5.69384692,8.72569286,0.02612707,0.64534774,0.15622974,0.06828823,3.81238612,4.15290710,0.04863007,4.49612334
-5.68784392,8.98426208,0.02450199,0.66411733,0.15735343,0.07004533,3.88034926,4.30377374,0.04806804,4.63281753
-5.68184092,9.21635475,0.02286293,0.68149392,0.15837178,0.07167126,3.94278376,4.43835666,0.04754413,4.75497245
-5.67583792,9.41624851,0.02122847,0.69698284,0.15922589,0.07311365,3.99727374,4.55384169,0.04704176,4.85970888
-5.66983492,9.57877697,0.01961606,0.71010437,0.15985148,0.07432339,4.04153711,4.64778565,0.04654174,4.94447105
-5.66383192,9.69952041,0.01804161,0.72041030,0.16018149,0.07525646,4.07351118,4.71820610,0.04602319,5.00712236
-5.65782891,9.77497532,0.01651924,0.72749999,0.16014898,0.07587566,4.09143248,4.76365701,0.04546453,5.04602883
-5.65182591,9.80269462,0.01506107,0.73103520,0.15969014,0.07615205,4.09390714,4.78328664,0.04484459,5.06012630
-5.64582291,9.78139190,0.01367712,0.73075279,0.15874734,0.07606608,4.07996852,4.77687480,0.04414352,5.04896810
-5.63981991,9.71100421,0.01237533,0.72647501,0.15727196,0.07560847,4.04911935,4.74484742,0.04334386,5.01275070
-5.63381691,9.59271032,0.01116163,0.71811645,0.15522691,0.07478055,4.00135630,4.68826748,0.04243125,4.95231589
-5.62781391,9.42890281,0.01004013,0.70568776,0.15258872,0.07359439,3.93717566,4.60880245,0.04139520,4.86912904
-5.62181091,9.22311531,0.00901332,0.68929566,0.14934906,0.07207243,3.85755998,4.50866930,0.04022952,4.76523438
-5.61580790,8.97990770,0.00808234,0.66913942,0.14551563,0.07024677,3.76394615,4.39055965,0.03893264,4.64318901
-5.60980490,8.70471465,0.00724737,0.64550393,0.14111236,0.06815820,3.65817659,4.25754796,0.03750770,4.50597861
-5.60380190,8.40366415,0.00650785,0.61874987,0.13617893,0.06585488,3.54243580,4.11298699,0.03596240,4.35691856
-5.59779890,8.08337444,0.00586289,0.58930131,0.13076971,0.06339088,3.41917544,3.96039495,0.03430873,4.19954492
-5.59179590,7.75073831,0.00531160,0.55763149,0.12495205,0.06082456,3.29103137,3.80333925,0.03256247,4.03749993
-5.58579290,7.41270428,0.00485333,0.52424744,0.11880411,0.05821694,3.16073664,3.64532183,0.03074264,3.87441720
-5.57978989,7.07606412,0.00448800,0.48967411,0.11241241,0.05563000,3.03103418,3.48967076,0.02887072,3.71381133
-5.57378689,6.74725531,0.00421631,0.45443873,0.10586900,0.05312516,2.90459313,3.33944254,0.02696998,3.55897640
-5.56778389,6.43218630,0.00403990,0.41905609,0.09926868,0.05076177,2.78393214,3.19733875,0.02506463,3.41289738
-5.56178089,6.13609075,0.00396153,0.38401515,0.09270619,0.04859591,2.67135253,3.06564009,0.02317909,3.27817756
-5.55577789,5.86341527,0.00398513,0.34976761,0.08627355,0.04667929,2.56888357,2.94615967,0.02133724,3.15698414
-5.54977489,5.61774347,0.00411583,0.31671861,0.08005765,0.04505838,2.47824144,2.84021681,0.01956180,3.05101340
-5.54377189,5.40175706,0.00435991,0.28521977,0.07413827,0.04377378,2.40080226,2.74863124,0.01787375,2.96147549
-5.53776888,5.21723282,0.00472476,0.25556465,0.06858635,0.04285977,2.33758946,2.67173686,0.01629189,2.88909830
-5.53176588,5.06507282,0.00521867,0.22798658,0.06346283,0.04234405,2.28927428,2.60941328,0.01483246,2.83414855
-5.52576288,4.94536348,0.00585070,0.20265859,0.05881779,0.04224757,2.25618813,2.56113262,0.01350893,2.79646789
-5.51975988,4.85745815,0.00663040,0.17969524,0.05469013,0.04258452,2.23834468,2.52601838,0.01233189,2.77552090
-5.51375688,4.80007716,0.00756757,0.15915612,0.05110751,0.04336237,2.23546947,2.50291304,0.01130895,2.77045160
-5.50775388,4.77141860,0.00867190,0.14105046,0.04808669,0.04458190,2.24703440,2.49045047,0.01044484,2.78014499
-5.50175088,4.76927358,0.00995267,0.12534274,0.04563411,0.04623729,2.27229473,2.48712955,0.00974150,2.80329002
-5.49574787,4.79113967,0.01141836,0.11195878,0.04374672,0.04831620,2.31032626,2.49138538,0.00919826,2.83844070
-5.48974487,4.83432732,0.01307634,0.10079205,0.04241283,0.05079975,2.36006055,2.50165500,0.00881202,2.88407254
-5.48374187,4.89605474,0.01493246,0.09171001,0.04161325,0.05366258,2.42031695,2.51643486,0.00857751,2.93863193
-5.47773887,4.97352812,0.01699076,0.08456016,0.04132225,0.05687287,2.48982998,2.53432804,0.00848753,3.00057692
-5.47173587,5.06400529,0.01925314,0.07917565,0.04150872,0.06039235,2.56727202,2.55407988,0.00853319,3.06840842
-5.46573287,5.16484221,0.02171912,0.07538038,0.04213718,0.06417644,2.65127102,2.57460146,0.00870420,3.14069174
-5.45972986,5.27352292,0.02438563,0.07299361,0.04316879,0.06817445,2.74042403,2.59498094,0.00898908,3.21606894
-5.45372686,5.38767477,0.02724689,0.07183381,0.04456238,0.07232993,2.83330743,2.61448378,0.00937551,3.29326324
-5.44772386,5.50507149,0.03029432,0.07172212,0.04627536,0.07658118,2.92848521,2.63254294,0.00985047,3.37107716
-5.44172086,5.62362740,0.03351659,0.07248506,0.04826468,0.08086204,3.02451670,2.64874124,0.01040059,3.44838626
-5.43571786,5.74138644,0.03689969,0.07395700,0.05048769,0.08510278,3.11996529,2.66278779,0.01101237,3.52413085
-5.42971486,5.85650955,0.04042713,0.07598195,0.05290306,0.08923140,3.21340942,2.67449107,0.01167244,3.59730771
-5.42371186,5.96726382,0.04408020,0.07841520,0.05547171,0.09317498,3.30345704,2.68373092,0.01236782,3.66696389
-5.41770885,6.07201639,0.04783831,0.08112455,0.05815764,0.09686139,3.38876414,2.69043167,0.01308618,3.73219418
-5.41170585,6.16923525,0.05167939,0.08399122,0.06092887,0.10022105,3.46805765,2.69453848,0.01381609,3.79214352
-5.40570285,6.25749814,0.05558034,0.08691064,0.06375822,0.10318881,3.54016259,2.69599837,0.01454727,3.84601498
-5.39969985,6.33551012,0.05951758,0.08979294,0.06662414,0.10570593,3.60403248,2.69474707,0.01527079,3.89308336
-5.39369685,6.40212913,0.06346757,0.09256324,0.06951137,0.10772190,3.65878207,2.69070237,0.01597933,3.93271394
-5.38769385,6.45639809,0.06740740,0.09516175,0.07241149,0.10919623,3.70372052,2.68376395,0.01666730,3.96438519
-5.38169085,6.49758141,0.07131536,0.09754369,0.07532329,0.11009993,3.73838323,2.67381928,0.01733100,3.98771412
-5.37568784,6.52520298,0.07517155,0.09967892,0.07825288,0.11041673,3.76256024,2.66075481,0.01796872,4.00248199
-5.36968484,6.53908261,0.07895840,0.10155146,0.08121358,0.11014396,3.77631893,2.64447108,0.01858075,4.00865868
-5.36368184,6.53936746,0.08266122,0.10315876,0.08422549,0.10929298,3.78001905,2.62490032,0.01916939,4.00642322
-5.35767884,6.52655540,0.08626867,0.10451077,0.08731469,0.10788915,3.77431836,2.60202494,0.01973884,3.99617845
-5.35167584,6.50150719,0.08977307,0.10562889,0.09051218,0.10597130,3.76016736,2.57589507,0.02029507,3.97855807
-5.34567284,6.46544537,0.09317076,0.10654470,0.09385242,0.10359085,3.73879233,2.54664374,0.02084558,3.95442432
-5.33966983,6.41993796,0.09646218,0.10729864,0.09737164,0.10081033,3.71166623,2.51449808,0.02139914,3.92485555
-5.33366683,6.36686633,0.09965188,0.10793862,0.10110580,0.09770168,3.68046781,2.47978559,0.02196544,3.89112301
-5.32766383,6.30837719,0.10274834,0.10851850,0.10508847,0.09434403,3.64702992,2.44293460,0.02255470,3.85465708
-5.32166083,6.24681964,0.10576359,0.10909667,0.10934848,0.09082143,3.61327837,2.40446843,0.02317721,3.81700371
-5.31565783,6.18466942,0.10871264,0.10973461,0.11390768,0.08722026,3.58116368,2.36499354,0.02384291,3.77977243
-5.30965483,6.12444275,0.11161268,0.11049558,0.11877869,0.08362666,3.55258806,2.32518168,0.02456087,3.74457786
-5.30365183,6.06860340,0.11448217,0.11144337,0.12396291,0.08012395,3.52933068,2.28574730,0.02533879,3.71297700
-5.29764882,6.01946689,0.11733960,0.11264122,0.12944890,0.07679017,3.51297443,2.24742090,0.02618259,3.68640519
-5.29164582,5.97910605,0.12020230,0.11415087,0.13521108,0.07369581,3.50483726,2.21092007,0.02709594,3.66611346
-5.28564282,5.94926245,0.12308501,0.11603178,0.14120913,0.07090190,3.50591137,2.17691955,0.02807987,3.65311044
-5.27963982,5.93126797,0.12599852,0.11834054,0.14738781,0.06845828,3.51681322,2.14602194,0.02913251,3.64811173
-5.27363682,5.92598064,0.12894830,0.12113037,0.15367765,0.06640247,3.53774677,2.11873094,0.03024886,3.65149931
-5.26763382,5.93373813,0.13193327,0.12445080,0.15999619,0.06475879,3.56848215,2.09542817,0.03142071,3.66329344
-5.26163082,5.95433170,0.13494480,0.12834744,0.16624995,0.06353805,3.60835110,2.07635538,0.03263663,3.68313880
-5.25562781,5.98700253,0.13796599,0.13286174,0.17233705,0.06273769,3.65625980,2.06160270,0.03388214,3.71030601
-5.24962481,6.03046110,0.14097127,0.13803088,0.17815041,0.06234227,3.71071919,2.05110375,0.03514000,3.74370910
-5.24362181,6.08292963,0.14392649,0.14388750,0.18358130,0.06232453,3.76989172,2.04463806,0.03639063,3.78193862
-5.23761881,6.14220590,0.14678942,0.15045943,0.18852333,0.06264672,3.83165296,2.04184043,0.03761260,3.82330931
-5.23161581,6.20574622,0.14951074,0.15776924,0.19287643,0.06326232,3.89366576,2.04221710,0.03878333,3.86592071
-5.22561281,6.27076393,0.15203551,0.16583363,0.19655090,0.06411800,3.95346380,2.04516757,0.03987974,3.90772810
-5.21960980,6.33433926,0.15430506,0.17466262,0.19947118,0.06515580,4.00854125,2.05001127,0.04087911,3.94662096
-5.21360680,6.39353550,0.15625925,0.18425855,0.20157918,0.06631541,4.05644457,2.05601734,0.04175983,3.98050539
-5.20760380,6.44551627,0.15783898,0.19461488,0.20283708,0.06753645,4.09486262,2.06243629,0.04250219,4.00738684
-5.20160080,6.48765840,0.15898884,0.20571484,0.20322935,0.06876076,4.12171104,2.06853173,0.04308920,4.02544944
-5.19559780,6.51765518,0.15965988,0.21752994,0.20276396,0.06993445,4.13520733,2.07361057,0.04350718,4.03312829
-5.18959480,6.53360519,0.15981213,0.23001859,0.20147264,0.07100982,4.13393345,2.07705042,0.04374638,4.02917123
-5.18359180,6.53408263,0.15941696,0.24312463,0.19941027,0.07194689,4.11688304,2.07832255,0.04380136,4.01268750
-5.17758879,6.51818595,0.15845900,0.25677623,0.19665320,0.07271462,4.08349178,2.07700973,0.04367128,3.98318080
-5.17158579,6.48556284,0.15693764,0.27088503,0.19329686,0.07329171,4.03364938,2.07281800,0.04335994,3.94056548
-5.16558279,6.43641060,0.15486783,0.28534575,0.18945245,0.07366698,3.96769337,2.06558216,0.04287567,3.88516518
-5.15957979,6.37145251,0.15228029,0.30003637,0.18524310,0.07383924,3.88638522,2.05526486,0.04223108,3.81769421
-5.15357679,6.29189162,0.14922104,0.31481896,0.18079953,0.07381680,3.79087028,2.04194963,0.04144254,3.73922270
-5.14757379,6.19934490,0.14575024,0.32954121,0.17625543,0.07361652,3.68262409,2.02582862,0.04052957,3.65112750
-5.14157079,6.09576130,0.14194041,0.34403871,0.17174274,0.07326253,3.56338769,2.00718575,0.03951414,3.55503143
-5.13556778,5.98332822,0.13787407,0.35813790,0.16738715,0.07278466,3.43509538,1.98637650,0.03841978,3.45273384
-5.12956478,5.86437120,0.13364099,0.37165973,0.16330382,0.07221664,3.29979867,1.96380543,0.03727076,3.34613615
-5.12356178,5.74125198,0.12933509,0.38442380,0.15959364,0.07159419,3.15958983,1.93990290,0.03609115,3.23716585
-5.11755878,5.61626981,0.12505118,0.39625285,0.15634014,0.07095308,3.01652878,1.91510194,0.03490400,3.12770268
-5.11155578,5.49157070,0.12088166,0.40697754,0.15360714,0.07032729,2.87257643,1.88981670,0.03373055,3.01951024
-5.10555278,5.36906872,0.11691342,0.41644118,0.15143725,0.06974727,2.72953711,1.86442329,0.03258952,2.91417615
-5.09954977,5.25038247,0.11322496,0.42450420,0.14985125,0.06923848,2.58901235,1.83924396,0.03149661,2.81306308
-5.09354677,5.13678916,0.10988388,0.43104836,0.14884833,0.06882027,2.45236727,1.81453517,0.03046408,2.71727252
-5.08754377,5.02919771,0.10694499,0.43598025,0.14840717,0.06850504,2.32071036,1.79047991,0.02950052,2.62762226
-5.08154077,4.92814108,0.10444883,0.43923413,0.14848778,0.06829786,2.19488656,1.76718445,0.02861082,2.54463793
-5.07553777,4.83378727,0.10242091,0.44077397,0.14903397,0.06819648,2.07548293,1.74467939,0.02779627,2.46855822
-5.06953477,4.74596736,0.10087153,0.44059457,0.14997636,0.06819171,1.96284560,1.72292481,0.02705484,2.39935257
-5.06353177,4.66421835,0.09979612,0.43872185,0.15123569,0.06826823,1.85710615,1.70181885,0.02638157,2.33674976
-5.05752876,4.58783781,0.09917623,0.43521228,0.15272644,0.06840563,1.75821535,1.68120938,0.02576910,2.28027523
-5.05152576,4.51594692,0.09898086,0.43015158,0.15436036,0.06857977,1.66598181,1.66090776,0.02520825,2.22929466
-5.04552276,4.44755840,0.09916821,0.42365280,0.15604994,0.06876434,1.58011320,1.64070419,0.02468867,2.18306127
-5.03951976,4.38164570,0.09968763,0.41585384,0.15771164,0.06893246,1.50025758,1.62038354,0.02419953,2.14076418
-5.03351676,4.31720976,0.10048180,0.40691466,0.15926869,0.06905835,1.42604273,1.59974111,0.02373011,2.10157533
-5.02751376,4.25334052,0.10148884,0.39701424,0.16065340,0.06911889,1.35711170,1.57859742,0.02327044,2.06469284
-5.02151076,4.18927003,0.10264439,0.38634737,0.16180895,0.06909510,1.29315282,1.55681135,0.02281180,2.02937877
-5.01550775,4.12441534,0.10388358,0.37512145,0.16269055,0.06897329,1.23392328,1.53429113,0.02234718,1.99499002
-5.00950475,4.05840935,0.10514272,0.36355326,0.16326601,0.06874603,1.17926555,1.51100253,0.02187159,1.96100130
-5.00350175,3.99111885,0.10636079,0.35186578,0.16351575,0.06841274,1.12911623,1.48697417,0.02138229,1.92701981
-4.99749875,3.92264940,0.10748060,0.34028499,0.16343219,0.06797997,1.08350760,1.46229948,0.02087884,1.89279146
-4.99149575,3.85333758,0.10844972,0.32903669,0.16301884,0.06746126,1.04256231,1.43713554,0.02036310,1.85819929
-4.98549275,3.78373136,0.10922108,0.31834324,0.16228881,0.06687665,1.00648186,1.41169867,0.01983910,1.82325472
-4.97948974,3.71456019,0.10975338,0.30842025,0.16126322,0.06625191,0.97552993,1.38625716,0.01931271,1.78808288
-4.97348674,3.64669661,0.11001129,0.29947303,0.15996936,0.06561735,0.95001167,1.36112154,0.01879143,1.75290313
-4.96748374,3.58111154,0.10996551,0.29169302,0.15843877,0.06500653,0.93025020,1.33663272,0.01828388,1.71800648
-4.96148074,3.51882548,0.10959272,0.28525396,0.15670537,0.06445461,0.91656159,1.31314880,0.01779942,1.68373101
-4.95547774,3.46085823,0.10887544,0.28030813,0.15480372,0.06399674,0.90922956,1.29103094,0.01734764,1.65043705
-4.94947474,3.40817938,0.10780194,0.27698252,0.15276747,0.06366632,0.90848126,1.27062923,0.01693792,1.61848318
-4.94347174,3.36166190,0.10636606,0.27537522,0.15062799,0.06349329,0.91446505,1.25226898,0.01657896,1.58820431
-4.93746873,3.32204088,0.10456710,0.27555213,0.14841338,0.06350257,0.92723160,1.23623834,0.01627835,1.55989264
-4.93146573,3.28987934,0.10240972,0.27754431,0.14614771,0.06371270,0.94671900,1.22277759,0.01604225,1.53378245
-4.92546273,3.26554246,0.09990379,0.28134597,0.14385060,0.06413468,0.97274263,1.21207087,0.01587508,1.51003895
-4.91945973,3.24918139,0.09706430,0.28691350,0.14153711,0.06477117,1.00499056,1.20424054,0.01577929,1.48875161
-4.91345673,3.24072731,0.09391118,0.29416565,0.13921793,0.06561600,1.04302450,1.19934462,0.01575533,1.46993202
-4.90745373,3.23989605,0.09046908,0.30298497,0.13689979,0.06665408,1.08628681,1.19737732,0.01580157,1.45351603
-4.90145073,3.24620293,0.08676703,0.31322067,0.13458614,0.06786173,1.13411318,1.19827273,0.01591441,1.43936999
-4.89544772,3.25898730,0.08283808,0.32469284,0.13227806,0.06920730,1.18575083,1.20191139,0.01608846,1.42730056
-4.88944472,3.27744557,0.07871876,0.33719801,0.12997520,0.07065229,1.24038158,1.20812952,0.01631682,1.41706751
-4.88344172,3.30067140,0.07444841,0.35051593,0.12767704,0.07215263,1.29714903,1.21673034,0.01659140,1.40839890
-4.87743872,3.32770107,0.07006848,0.36441725,0.12538402,0.07366037,1.35518876,1.22749686,0.01690334,1.40100778
-4.87143572,3.35756201,0.06562166,0.37867197,0.12309885,0.07512548,1.41366036,1.24020552,0.01724342,1.39460979
-4.86543272,3.38932220,0.06115102,0.39305807,0.12082778,0.07649779,1.47177990,1.25463986,0.01760258,1.38894070
-4.85942971,3.42213793,0.05669906,0.40737015,0.11858180,0.07772892,1.52885138,1.27060341,0.01797232,1.38377312
-4.85342671,3.45529776,0.05230683,0.42142751,0.11637771,0.07877427,1.58429566,1.28793110,0.01834520,1.37893170
-4.84742371,3.48826014,0.04801301,0.43508131,0.11423915,0.07959471,1.63767549,1.30649842,0.01871521,1.37430594
-4.84142071,3.52068299,0.04385315,0.44822044,0.11219733,0.08015817,1.68871517,1.32622782,0.01907814,1.36986011
-4.83541771,3.55244332,0.03985897,0.46077571,0.11029152,0.08044083,1.73731388,1.34709186,0.01943180,1.36563970
-4.82941471,3.58364600,0.03605785,0.47272222,0.10856933,0.08042807,1.78355176,1.36911290,0.01977624,1.36177407
-4.82341171,3.61462077,0.03247240,0.48407962,0.10708654,0.08011496,1.82768818,1.39235927,0.02011380,1.35847497
-4.81740870,3.64590760,0.02912029,0.49491029,0.10590658,0.07950631,1.87015203,1.41693808,0.02044905,1.35603104
-4.81140570,3.67823083,0.02601414,0.50531551,0.10509970,0.07861643,1.91152432,1.44298506,0.02078870,1.35479824
-4.80540270,3.71246326,0.02316165,0.51542966,0.10474155,0.07746838,1.95251346,1.47065195,0.02114130,1.35518669
-4.79939970,3.74958162,0.02056584,0.52541292,0.10491147,0.07609292,1.99392432,1.50009220,0.02151691,1.35764423
-4.79339670,3.79061560,0.01822541,0.53544249,0.10569031,0.07452720,2.03662213,1.53144573,0.02192669,1.36263746
-4.78739370,3.83659271,0.01613521,0.54570314,0.10715792,0.07281318,2.08149276,1.56482355,0.02238238,1.37063086
-4.78139070,3.88848135,0.01428674,0.55637709,0.10939030,0.07099588,2.12940082,1.60029331,0.02289577,1.38206485
-4.77538769,3.94713480,0.01266873,0.56763404,0.11245653,0.06912162,2.18114742,1.63786626,0.02347812,1.39733371
-4.76938469,4.01323839,0.01126774,0.57962155,0.11641554,0.06723625,2.23742909,1.67748655,0.02413962,1.41676411
-4.76338169,4.08726226,0.01006870,0.59245625,0.12131288,0.06538344,2.29879961,1.71902330,0.02488875,1.44059516
-4.75737869,4.16942144,0.00905545,0.60621632,0.12717759,0.06360312,2.36563609,1.76226573,0.02573186,1.46896071
-4.75137569,4.25964496,0.00821125,0.62093534,0.13401923,0.06193024,2.43811057,1.80692167,0.02667261,1.50187462
-4.74537269,4.35755500,0.00751920,0.63659798,0.14182535,0.06039359,2.51616833,1.85261932,0.02771166,1.53921950
-4.73936968,4.46245683,0.00696259,0.65313740,0.15055943,0.05901513,2.59951345,1.89891209,0.02884631,1.58073948
-4.73336668,4.57333973,0.00652519,0.67043466,0.16015946,0.05780945,2.68760244,1.94528629,0.03007035,1.62603719
-4.72736368,4.68888890,0.00619150,0.68832002,0.17053720,0.05678364,2.77964595,1.99117110,0.03137398,1.67457526
-4.72136068,4.80750767,0.00594689,0.70657598,0.18157834,0.05593740,2.87461885,2.03595052,0.03274381,1.72568231
-4.71535768,4.92734954,0.00577768,0.72494218,0.19314352,0.05526347,2.97127816,2.07897664,0.03416307,1.77856339
-4.70935468,5.04635876,0.00567125,0.74312170,0.20507026,0.05474826,3.06818876,2.11958393,0.03561188,1.83231467
-4.70335168,5.16231846,0.00561598,0.76078878,0.21717583,0.05437271,3.16375584,2.15710389,0.03706760,1.88594208
-4.69734867,5.27290493,0.00560130,0.77759751,0.22926098,0.05411331,3.25626364,2.19087992,0.03850543,1.93838338
-4.69134567,5.37574659,0.00561761,0.79319147,0.24111442,0.05394321,3.34391913,2.22028192,0.03989890,1.98853331
-4.68534267,5.46848607,0.00565625,0.80721377,0.25251806,0.05383345,3.42489958,2.24472043,0.04122061,2.03527093
-4.67933967,5.54884374,0.00570947,0.81931742,0.26325265,0.05375414,3.49740273,2.26366022,0.04244295,2.07748861
-4.67333667,5.61468101,0.00577033,0.82917562,0.27310375,0.05367568,3.55969791,2.27663290,0.04353882,2.11412173
-4.66733367,5.66406154,0.00583272,0.83649162,0.28186787,0.05356988,3.61017663,2.28324866,0.04448248,2.14417824
-4.66133067,5.69530860,0.00589129,0.84100799,0.28935836,0.05341100,3.64740107,2.28320678,0.04525025,2.16676708
-4.65532766,5.70705662,0.00594145,0.84251485,0.29541100,0.05317659,3.67014860,2.27630478,0.04582123,2.18112453
-4.64932466,5.69829542,0.00597934,0.84085695,0.29988902,0.05284831,3.67745095,2.26244598,0.04617801,2.18663756
-4.64332166,5.66840519,0.00600183,0.83593911,0.30268722,0.05241238,3.66862640,2.24164514,0.04630719,2.18286321
