energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.47173587,3.34325691,1.22326375,3.10850693,0.00071384,0.05422567,0.10105819,0.06396542,0.18675972,0.00000000
-5.46573287,3.38677706,1.24622443,3.13510055,0.00073537,0.05718412,0.10582195,0.06753823,0.19082141,0.00000000
-5.45972986,3.42947080,1.26676274,3.15967423,0.00075360,0.06044851,0.11087930,0.07153246,0.19538410,0.00000000
-5.45372686,3.47073311,1.28470028,3.18147180,0.00076836,0.06402651,0.11628009,0.07596614,0.20052207,0.00000000
-5.44772386,3.51004502,1.29992702,3.19982609,0.00077956,0.06792009,0.12207988,0.08085233,0.20631959,0.00000000
-5.44172086,3.54699703,1.31240762,3.21418860,0.00078715,0.07212490,0.12833834,0.08619826,0.21286873,0.00000000
-5.43571786,3.58130789,1.32218534,3.22415484,0.00079119,0.07662991,0.13511711,0.09200448,0.22026649,0.00000000
-5.42971486,3.61283715,1.32938275,3.22948358,0.00079181,0.08141717,0.14247745,0.09826410,0.22861127,0.00000000
-5.42371186,3.64159023,1.33419920,3.23010853,0.00078920,0.08646175,0.15047750,0.10496221,0.23799874,0.00000000
-5.41770885,3.66771525,1.33690465,3.22614149,0.00078364,0.09173200,0.15916923,0.11207536,0.24851708,0.00000000
-5.41170585,3.69149129,1.33783005,3.21786632,0.00077543,0.09718994,0.16859532,0.11957132,0.26024187,0.00000000
-5.40570285,3.71330836,1.33735438,3.20572382,0.00076495,0.10279201,0.17878596,0.12740901,0.27323068,0.00000000
-5.39969985,3.73363994,1.33588888,3.19028802,0.00075259,0.10848993,0.18975563,0.13553872,0.28751766,0.00000000
-5.39369685,3.75300931,1.33385918,3.17223511,0.00073877,0.11423190,0.20150024,0.14390259,0.30310835,0.00000000
-5.38769385,3.77195176,1.33168596,3.15230651,0.00072392,0.11996389,0.21399448,0.15243536,0.31997498,0.00000000
-5.38169085,3.79097449,1.32976531,3.13126813,0.00070847,0.12563111,0.22718982,0.16106537,0.33805261,0.00000000
-5.37568784,3.81051687,1.32844956,3.10986811,0.00069281,0.13117962,0.24101307,0.16971590,0.35723626,0.00000000
-5.36968484,3.83091329,1.32802989,3.08879542,0.00067733,0.13655785,0.25536579,0.17830667,0.37737948,0.00000000
-5.36368184,3.85236105,1.32872133,3.06864160,0.00066237,0.14171819,0.27012459,0.18675551,0.39829429,0.00000000
-5.35767884,3.87489518,1.33065137,3.04986798,0.00064824,0.14661840,0.28514232,0.19498026,0.41975291,0.00000000
-5.35167584,3.89837205,1.33385251,3.03278005,0.00063519,0.15122287,0.30025041,0.20290062,0.44149117,0.00000000
-5.34567284,3.92246269,1.33825943,3.01751052,0.00062343,0.15550364,0.31526202,0.21044003,0.46321363,0.00000000
-5.33966983,3.94665651,1.34371086,3.00401187,0.00061313,0.15944101,0.32997623,0.21752750,0.48460037,0.00000000
-5.33366683,3.97027532,1.34995616,2.99205873,0.00060440,0.16302396,0.34418300,0.22409921,0.50531506,0.00000000
-5.32766383,3.99249675,1.35666619,2.98125988,0.00059731,0.16625002,0.35766874,0.23009990,0.52501435,0.00000000
-5.32166083,4.01238616,1.36344792,2.97107886,0.00059190,0.16912484,0.37022233,0.23548396,0.54335786,0.00000000
-5.31565783,4.02893486,1.36986215,2.96086212,0.00058814,0.17166135,0.38164143,0.24021616,0.56001864,0.00000000
-5.30965483,4.04110292,1.37544314,2.94987274,0.00058601,0.17387856,0.39173859,0.24427198,0.57469357,0.00000000
-5.30365183,4.04786394,1.37971939,2.93732805,0.00058543,0.17580004,0.40034723,0.24763755,0.58711313,0.00000000
-5.29764882,4.04824970,1.38223437,2.92243876,0.00058632,0.17745220,0.40732688,0.25030921,0.59705037,0.00000000
-5.29164582,4.04139219,1.38256626,2.90444770,0.00058854,0.17886242,0.41256781,0.25229269,0.60432844,0.00000000
-5.28564282,4.02656110,1.38034574,2.88266617,0.00059198,0.18005713,0.41599452,0.25360202,0.60882648,0.00000000
-5.27963982,4.00319510,1.37527108,2.85650613,0.00059647,0.18105995,0.41756821,0.25425813,0.61048363,0.00000000
-5.27363682,3.97092570,1.36712002,2.82550687,0.00060183,0.18189004,0.41728800,0.25428742,0.60930097,0.00000000
-5.26763382,3.92959286,1.35575794,2.78935526,0.00060789,0.18256073,0.41519087,0.25372017,0.60534143,0.00000000
-5.26163082,3.87925224,1.34114227,2.74789886,0.00061443,0.18307846,0.41135039,0.25258908,0.59872765,0.00000000
-5.25562781,3.82017426,1.32332317,2.70115189,0.00062123,0.18344224,0.40587441,0.25092791,0.58963799,0.00000000
-5.24962481,3.75283566,1.30244078,2.64929422,0.00062807,0.18364361,0.39890164,0.24877039,0.57830103,0.00000000
-5.24362181,3.67790450,1.27871932,2.59266402,0.00063470,0.18366700,0.39059752,0.24614940,0.56498870,0.00000000
-5.23761881,3.59622000,1.25245874,2.53174488,0.00064086,0.18349078,0.38114947,0.24309657,0.55000854,0.00000000
-5.23161581,3.50876830,1.22402437,2.46714845,0.00064631,0.18308861,0.37076176,0.23964217,0.53369536,0.00000000
-5.22561281,3.41665572,1.19383530,2.39959372,0.00065080,0.18243128,0.35965030,0.23581544,0.51640278,0.00000000
-5.21960980,3.32108075,1.16235202,2.32988405,0.00065409,0.18148882,0.34803740,0.23164521,0.49849484,0.00000000
-5.21360680,3.22330583,1.13006387,2.25888316,0.00065596,0.18023281,0.33614684,0.22716084,0.48033805,0.00000000
-5.20760380,3.12462988,1.09747687,2.18749087,0.00065621,0.17863871,0.32419933,0.22239328,0.46229413,0.00000000
-5.20160080,3.02636219,1.06510216,2.11661959,0.00065470,0.17668810,0.31240841,0.21737624,0.44471343,0.00000000
-5.19559780,2.92979821,1.03344537,2.04717208,0.00065129,0.17437074,0.30097693,0.21214737,0.42792933,0.00000000
-5.18959480,2.83619731,1.00299716,1.98002109,0.00064591,0.17168616,0.29009410,0.20674921,0.41225341,0.00000000
-5.18359180,2.74676261,0.97422478,1.91599115,0.00063853,0.16864493,0.27993309,0.20122998,0.39797151,0.00000000
-5.17758879,2.66262276,0.94756495,1.85584260,0.00062919,0.16526925,0.27064908,0.19564390,0.38534049,0.00000000
-5.17158579,2.58481556,0.92341764,1.80025823,0.00061797,0.16159297,0.26237785,0.19005123,0.37458558,0.00000000
-5.16558279,2.51427328,0.90214107,1.74983215,0.00060501,0.15766108,0.25523467,0.18451779,0.36589828,0.00000000
-5.15957979,2.45180948,0.88404743,1.70506130,0.00059047,0.15352849,0.24931350,0.17911395,0.35943461,0.00000000
-5.15357679,2.39810754,0.86939961,1.66633922,0.00057459,0.14925831,0.24468645,0.17391334,0.35531366,0.00000000
-5.14757379,2.35371086,0.85840869,1.63395228,0.00055763,0.14491975,0.24140351,0.16899103,0.35361639,0.00000000
-5.14157079,2.31901513,0.85123226,1.60807830,0.00053986,0.14058559,0.23949237,0.16442149,0.35438472,0.00000000
-5.13556778,2.29426294,0.84797361,1.58878759,0.00052159,0.13632954,0.23895852,0.16027639,0.35762088,0.00000000
-5.12956478,2.27954129,0.84868192,1.57604643,0.00050310,0.13222353,0.23978559,0.15662229,0.36328714,0.00000000
-5.12356178,2.27478232,0.85335340,1.56972310,0.00048469,0.12833506,0.24193592,0.15351844,0.37130609,0.00000000
-5.11755878,2.27976787,0.86193368,1.56959635,0.00046663,0.12472493,0.24535151,0.15101482,0.38156154,0.00000000
-5.11155578,2.29413815,0.87432132,1.57536623,0.00044917,0.12144517,0.24995532,0.14915047,0.39390011,0.00000000
-5.10555278,2.31740466,0.89037266,1.58666731,0.00043252,0.11853763,0.25565301,0.14795231,0.40813384,0.00000000
-5.09954977,2.34896738,0.90990779,1.60308376,0.00041685,0.11603295,0.26233517,0.14743443,0.42404371,0.00000000
-5.09354677,2.38813592,0.93271767,1.62416611,0.00040230,0.11395026,0.26987994,0.14759799,0.44138417,0.00000000
-5.08754377,2.43415415,0.95857218,1.64944905,0.00038896,0.11229738,0.27815616,0.14843166,0.45988866,0.00000000
-5.08154077,2.48622736,0.98722865,1.67846970,0.00037686,0.11107164,0.28702677,0.14991259,0.47927603,0.00000000
-5.07553777,2.54355091,1.01844073,1.71078554,0.00036602,0.11026114,0.29635254,0.15200795,0.49925771,0.00000000
-5.06953477,2.60533912,1.05196695,1.74599117,0.00035640,0.10984647,0.30599599,0.15467672,0.51954529,0.00000000
-5.06353177,2.67085288,1.08757855,1.78373314,0.00034795,0.10980274,0.31582518,0.15787193,0.53985832,0.00000000
-5.05752876,2.73942454,1.12506614,1.82372181,0.00034059,0.11010167,0.32571745,0.16154289,0.55993202,0.00000000
-5.05152576,2.81047865,1.16424460,1.86573966,0.00033422,0.11071388,0.33556270,0.16563755,0.57952445,0.00000000
-5.04552276,2.88354722,1.20495595,1.90964522,0.00032873,0.11161098,0.34526630,0.17010468,0.59842278,0.00000000
-5.03951976,2.95827848,1.24706985,1.95537236,0.00032403,0.11276753,0.35475121,0.17489580,0.61644857,0.00000000
-5.03351676,3.03443840,1.29048157,2.00292448,0.00032002,0.11416266,0.36395952,0.17996679,0.63346146,0.00000000
-5.02751376,3.11190482,1.33510763,2.05236388,0.00031660,0.11578138,0.37285304,0.18527905,0.64936138,0.00000000
-5.02151076,3.19065425,1.38087917,2.10379653,0.00031371,0.11761543,0.38141320,0.19080022,0.66408899,0.00000000
-5.01550775,3.27074213,1.42773364,2.15735289,0.00031128,0.11966377,0.38964012,0.19650438,0.67762454,0.00000000
-5.00950475,3.35227766,1.47560539,2.21316587,0.00030929,0.12193261,0.39755102,0.20237187,0.68998509,0.00000000
-5.00350175,3.43539481,1.52441585,2.27134698,0.00030773,0.12443511,0.40517819,0.20838869,0.70122042,0.00000000
-4.99749875,3.52022144,1.57406424,2.33196217,0.00030660,0.12719075,0.41256645,0.21454563,0.71140795,0.00000000
-4.99149575,3.60684858,1.62441973,2.39500874,0.00030594,0.13022451,0.41977066,0.22083719,0.72064691,0.00000000
-4.98549275,3.69530214,1.67531574,2.46039511,0.00030580,0.13356585,0.42685313,0.22726050,0.72905232,0.00000000
-4.97948974,3.78551916,1.72654721,2.52792452,0.00030624,0.13724768,0.43388135,0.23381421,0.73674908,0.00000000
-4.97348674,3.87733026,1.77787145,2.59728434,0.00030736,0.14130538,0.44092612,0.24049766,0.74386652,0.00000000
-4.96748374,3.97045006,1.82901263,2.66804158,0.00030926,0.14577575,0.44806019,0.24731020,0.75053385,0.00000000
-4.96148074,4.06447611,1.87967015,2.73964555,0.00031206,0.15069631,0.45535745,0.25425088,0.75687663,0.00000000
-4.95547774,4.15889698,1.92953031,2.81143767,0.00031591,0.15610454,0.46289270,0.26131842,0.76301439,0.00000000
-4.94947474,4.25310890,1.97828086,2.88266829,0.00032093,0.16203741,0.47074185,0.26851153,0.76905947,0.00000000
-4.94347174,4.34644015,2.02562730,2.95251975,0.00032731,0.16853094,0.47898246,0.27582948,0.77511694,0.00000000
-4.93746873,4.43818144,2.07130972,3.02013458,0.00033521,0.17561987,0.48769439,0.28327285,0.78128538,0.00000000
-4.93146573,4.52762035,2.11511908,3.08464744,0.00034482,0.18333737,0.49696028,0.29084426,0.78765820,0.00000000
-4.92546273,4.61407730,2.15691118,3.14521893,0.00035634,0.19171466,0.50686576,0.29854919,0.79432525,0.00000000
-4.91945973,4.69694055,2.19661724,3.20106945,0.00036995,0.20078056,0.51749888,0.30639641,0.80137421,0.00000000
-4.91345673,4.77569773,2.23424980,3.25151131,0.00038587,0.21056084,0.52894884,0.31439831,0.80889149,0.00000000
-4.90745373,4.84996148,2.26990299,3.29597703,0.00040428,0.22107741,0.54130373,0.32257063,0.81696228,0.00000000
-4.90145073,4.91948754,2.30374677,3.33404254,0.00042539,0.23234733,0.55464717,0.33093187,0.82566958,0.00000000
-4.89544772,4.98418376,2.33601492,3.36544387,0.00044935,0.24438153,0.56905398,0.33950213,0.83509202,0.00000000
-4.88944472,5.04410956,2.36698719,3.39008660,0.00047632,0.25718350,0.58458503,0.34830154,0.84530045,0.00000000
-4.88344172,5.09946581,2.39696646,3.40804757,0.00050639,0.27074782,0.60128137,0.35734827,0.85635359,0.00000000
-4.87743872,5.15057601,2.42625230,3.41956922,0.00053964,0.28505875,0.61915813,0.36665626,0.86829279,0.00000000
-4.87143572,5.19786006,2.45511228,3.42504677,0.00057608,0.30008886,0.63819843,0.37623288,0.88113636,0.00000000
-4.86543272,5.24180267,2.48375327,3.42500951,0.00061564,0.31579797,0.65834788,0.38607652,0.89487398,0.00000000
-4.85942971,5.28291858,2.51229446,3.42009719,0.00065820,0.33213235,0.67951007,0.39617451,0.90946147,0.00000000
-4.85342671,5.32171712,2.54074422,3.41103309,0.00070355,0.34902436,0.70154340,0.40650134,0.92481663,0.00000000
-4.84742371,5.35866844,2.56898259,3.39859526,0.00075141,0.36639257,0.72425982,0.41701749,0.94081639,0.00000000
-4.84142071,5.39417371,2.59675082,3.38358739,0.00080140,0.38414239,0.74742555,0.42766880,0.95729579,0.00000000
-4.83541771,5.42854086,2.62364916,3.36681077,0.00085307,0.40216723,0.77076411,0.43838673,0.97404897,0.00000000
-4.82941471,5.46196744,2.64914329,3.34903837,0.00090589,0.42035016,0.79396159,0.44908922,0.99083228,0.00000000
-4.82341171,5.49453097,2.67257942,3.33099195,0.00095924,0.43856592,0.81667417,0.45968233,1.00736953,0.00000000
-4.81740870,5.52618712,2.69320760,3.31332293,0.00101248,0.45668338,0.83853747,0.47006256,1.02335919,0.00000000
-4.81140570,5.55677498,2.71021175,3.29659701,0.00106490,0.47456805,0.85917759,0.48011966,1.03848319,0.00000000
-4.80540270,5.58602850,2.72274521,3.28128285,0.00111574,0.49208481,0.87822303,0.48973974,1.05241701,0.00000000
-4.79939970,5.61359280,2.72996944,3.26774430,0.00116428,0.50910046,0.89531734,0.49880866,1.06484032,0.00000000
-4.79339670,5.63904344,2.73109396,3.25623605,0.00120975,0.52548621,0.91013150,0.50721540,1.07544792,0.00000000
-4.78739370,5.66190725,2.72541509,3.24690203,0.00125145,0.54111978,0.92237568,0.51485519,1.08396009,0.00000000
-4.78139070,5.68168288,2.71235130,3.23977621,0.00128870,0.55588731,0.93180983,0.52163235,1.09013206,0.00000000
-4.77538769,5.69785985,2.69147328,3.23478526,0.00132090,0.56968472,0.93825237,0.52746265,1.09376201,0.00000000
-4.76938469,5.70993498,2.66252700,3.23175287,0.00134751,0.58241890,0.94158696,0.53227513,1.09469719,0.00000000
-4.76338169,5.71742555,2.62544872,3.23040536,0.00136812,0.59400838,0.94176672,0.53601331,1.09283805,0.00000000
-4.75737869,5.71987915,2.58037113,3.23037867,0.00138241,0.60438384,0.93881615,0.53863574,1.08814016,0.00000000
-4.75137569,5.71688024,2.52762066,3.23122671,0.00139016,0.61348846,0.93283040,0.54011614,1.08061392,0.00000000
-4.74537269,5.70805428,2.46770629,3.23243130,0.00139131,0.62127804,0.92397236,0.54044290,1.07032227,0.00000000
-4.73936968,5.69307005,2.40130073,3.23341375,0.00138591,0.62772132,0.91246763,0.53961829,1.05737664,0.00000000
-4.73336668,5.67164130,2.32921538,3.23354859,0.00137414,0.63280023,0.89859771,0.53765738,1.04193143,0.00000000
-4.72736368,5.64352876,2.25237042,3.23217918,0.00135632,0.63651038,0.88269196,0.53458686,1.02417740,0.00000000
-4.72136068,5.60854336,2.17176209,3.22863562,0.00133289,0.63886168,0.86511856,0.53044371,1.00433453,0.00000000
-4.71535768,5.56655131,2.08842860,3.22225449,0.00130439,0.63987915,0.84627502,0.52527410,0.98264452,0.00000000
-4.70935468,5.51748156,2.00341671,3.21240026,0.00127147,0.63960386,0.82657853,0.51913232,0.95936354,0.00000000
-4.70335168,5.46133542,1.91775042,3.19848767,0.00123489,0.63809381,0.80645648,0.51207988,0.93475537,0.00000000
-4.69734867,5.39819810,1.83240297,3.18000450,0.00119547,0.63542481,0.78633747,0.50418492,0.90908530,0.00000000
-4.69134567,5.32825128,1.74827333,3.15653355,0.00115409,0.63169110,0.76664280,0.49552166,0.88261488,0.00000000
-4.68534267,5.25178570,1.66616772,3.12777306,0.00111168,0.62700548,0.74777881,0.48617006,0.85559764,0.00000000
-4.67933967,5.16921241,1.58678636,3.09355422,0.00106920,0.62149898,0.73012971,0.47621555,0.82827576,0.00000000
-4.67333667,5.08107119,1.51071561,3.05385484,0.00102762,0.61531979,0.71405125,0.46574867,0.80087766,0.00000000
-4.66733367,4.98803495,1.43842495,3.00880816,0.00098788,0.60863136,0.69986487,0.45486475,0.77361637,0.00000000
-4.66133067,4.89090855,1.37026836,2.95870589,0.00095090,0.60160964,0.68785236,0.44366329,0.74668845,0.00000000
-4.65532766,4.79062131,1.30648924,2.90399506,0.00091755,0.59443942,0.67825098,0.43224721,0.72027347,0.00000000
-4.64932466,4.68821249,1.24722820,2.84526830,0.00088863,0.58730983,0.67124895,0.42072175,0.69453365,0.00000000
-4.64332166,4.58480961,1.19253273,2.78324769,0.00086486,0.58040909,0.66698124,0.40919313,0.66961369,0.00000000
