energy_ev,total_up,In_p_up,In_d_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-5.80190095,3.31069881,0.27365911,0.00663858,0.76334643,1.82465761,0.09255495,0.43518497
-5.79589795,3.42050964,0.28026014,0.00682559,0.79488711,1.89512899,0.09332756,0.44969175
-5.78989495,3.53832925,0.28816736,0.00703665,0.82688656,1.96993367,0.09422783,0.46566524
-5.78389195,3.66266717,0.29728278,0.00726940,0.85883170,2.04831217,0.09520910,0.48295753
-5.77788894,3.79204665,0.30750362,0.00752135,0.89021259,2.12952399,0.09622586,0.50142508
-5.77188594,3.92507461,0.31872842,0.00778995,0.92054185,2.21288256,0.09723569,0.52093975
-5.76588294,4.06050376,0.33086246,0.00807266,0.94937307,2.29778561,0.09820103,0.54139858
-5.75987994,4.19728357,0.34382213,0.00836706,0.97631693,2.38373913,0.09909063,0.56273149
-5.75387694,4.33459728,0.35753797,0.00867087,1.00105461,2.47037365,0.09988048,0.58490658
-5.74787394,4.47188268,0.37195615,0.00898195,1.02334756,2.55745169,0.10055447,0.60793228
-5.74187094,4.60883573,0.38703842,0.00929839,1.04304333,2.64486609,0.10110450,0.63185631
-5.73586793,4.74539655,0.40276022,0.00961842,1.06007707,2.73262901,0.10153013,0.65676127
-5.72986493,4.88171868,0.41910735,0.00994043,1.07446876,2.82085240,0.10183797,0.68275691
-5.72386193,5.01812330,0.43607125,0.01026291,1.08631634,2.90972087,0.10204054,0.70996940
-5.71785893,5.15504109,0.45364308,0.01058443,1.09578503,2.99945860,0.10215505,0.73852821
-5.71185593,5.29294507,0.47180725,0.01090353,1.10309369,3.09029212,0.10220185,0.76855116
-5.70585293,5.43227838,0.49053451,0.01121872,1.10849879,3.18241136,0.10220288,0.80012850
-5.69984992,5.57338130,0.50977535,0.01152837,1.11227694,3.27593106,0.10218010,0.83330701
-5.69384692,5.71642201,0.52945389,0.01183071,1.11470701,3.37085517,0.10215401,0.86807501
-5.68784392,5.86133512,0.54946303,0.01212374,1.11605282,3.46704633,0.10214237,0.90434935
-5.68184092,6.00777215,0.56966097,0.01240522,1.11654718,3.56420244,0.10215912,0.94196522
-5.67583792,6.15506686,0.58986958,0.01267270,1.11637842,3.66184200,0.10221365,0.98066956
-5.66983492,6.30221809,0.60987473,0.01292346,1.11567979,3.75929922,0.10231030,1.02011877
-5.66383192,6.44789142,0.62942888,0.01315458,1.11452252,3.85572950,0.10244828,1.05988101
-5.65782891,6.59043998,0.64825557,0.01336296,1.11291267,3.95012540,0.10262185,1.09944326
-5.65182591,6.72794396,0.66605602,0.01354542,1.11079201,4.04134225,0.10282078,1.13822302
-5.64582291,6.85826678,0.68251734,0.01369872,1.10804263,4.12813241,0.10303108,1.17558429
-5.63981991,6.97912550,0.69732208,0.01381973,1.10449513,4.20918652,0.10323590,1.21085711
-5.63381691,7.08817198,0.71015868,0.01390546,1.09993966,4.28317972,0.10341656,1.24335990
-5.62781391,7.18308070,0.72073227,0.01395322,1.09413939,4.34882057,0.10355363,1.27242342
-5.62181091,7.26163920,0.72877537,0.01396067,1.08684530,4.40490027,0.10362807,1.29741543
-5.61580790,7.32183649,0.73405790,0.01392599,1.07781183,4.45033992,0.10362224,1.31776464
-5.60980490,7.36194545,0.73639614,0.01384792,1.06681223,4.48423357,0.10352086,1.33298291
-5.60380190,7.38059529,0.73566008,0.01372587,1.05365298,4.50588514,0.10331185,1.34268463
-5.59779890,7.37683108,0.73177891,0.01355996,1.03818662,4.51483773,0.10298697,1.34660228
-5.59179590,7.35015771,0.72474451,0.01335107,1.02032215,4.51089418,0.10254230,1.34459749
-5.58579290,7.30056686,0.71461260,0.01310085,1.00003290,4.49412831,0.10197856,1.33666709
-5.57978989,7.22854626,0.70150177,0.01281170,0.97736126,4.46488661,0.10130128,1.32294397
-5.57378689,7.13507128,0.68559038,0.01248677,0.95242043,4.42378075,0.10052069,1.30369270
-5.56778389,7.02157994,0.66711149,0.01212986,0.92539301,4.37167152,0.09965162,1.27930029
-5.56178089,6.88993285,0.64634622,0.01174536,0.89652679,4.30964517,0.09871315,1.25026254
-5.55577789,6.74236028,0.62361571,0.01133815,0.86612797,4.23898345,0.09772818,1.21716673
-5.54977489,6.58139881,0.59927218,0.01091348,0.83455228,4.16112857,0.09672284,1.18067152
-5.54377189,6.40982037,0.57368943,0.01047685,0.80219438,4.07764450,0.09572591,1.14148503
-5.53776888,6.23055641,0.54725309,0.01003387,0.76947620,3.99017601,0.09476801,1.10034194
-5.53176588,6.04662000,0.52035108,0.00959016,0.73683463,3.90040684,0.09388084,1.05798087
-5.52576288,5.86102836,0.49336453,0.00915117,0.70470913,3.81001798,0.09309623,1.01512265
-5.51975988,5.67672833,0.46665943,0.00872208,0.67352967,3.72064751,0.09244523,0.97245052
-5.51375688,5.49652670,0.44057922,0.00830771,0.64370551,3.63385263,0.09195713,0.93059279
-5.50775388,5.32302736,0.41543851,0.00791241,0.61561506,3.55107507,0.09165842,0.89010862
-5.50175088,5.15857673,0.39151800,0.00753994,0.58959720,3.47361051,0.09157183,0.85147714
-5.49574787,5.00521870,0.36906066,0.00719349,0.56594423,3.40258277,0.09171538,0.81509022
-5.48974487,4.86466017,0.34826917,0.00687554,0.54489655,3.33892352,0.09210154,0.78124896
-5.48374187,4.73824780,0.32930461,0.00658794,0.52663930,3.28335801,0.09273656,0.75016363
-5.47773887,4.62695663,0.31228631,0.00633184,0.51130077,3.23639734,0.09361991,0.72195707
-5.47173587,4.53139063,0.29729286,0.00610773,0.49895275,3.19833780,0.09474404,0.69667104
-5.46573287,4.45179533,0.28436404,0.00591549,0.48961262,3.16926739,0.09609437,0.67427532
-5.45972986,4.38808196,0.27350373,0.00575444,0.48324705,3.14907964,0.09764955,0.65467879
-5.45372686,4.33986259,0.26468348,0.00562342,0.47977722,3.13749455,0.09938211,0.63774238
-5.44772386,4.30649520,0.25784684,0.00552086,0.47908527,3.13408632,0.10125934,0.62329302
-5.44172086,4.28713707,0.25291411,0.00544489,0.48102178,3.13831688,0.10324448,0.61113827
-5.43571786,4.28080501,0.24978746,0.00539342,0.48541401,3.14957442,0.10529822,0.60108100
-5.42971486,4.28644006,0.24835632,0.00536428,0.49207458,3.16721548,0.10738028,0.59293368
-5.42371186,4.30297434,0.24850272,0.00535527,0.50081031,3.19060900,0.10945120,0.58653178
-5.41770885,4.32939755,0.25010663,0.00536431,0.51143084,3.21918057,0.11147415,0.58174581
-5.41170585,4.36482027,0.25305104,0.00538948,0.52375687,3.25245504,0.11341664,0.57849163
-5.40570285,4.40853161,0.25722657,0.00542912,0.53762753,3.29009546,0.11525213,0.57673880
-5.39969985,4.46004841,0.26253562,0.00548191,0.55290671,3.33193660,0.11696140,0.57651650
-5.39369685,4.51915412,0.26889575,0.00554687,0.56948814,3.37801137,0.11853360,0.57791699
-5.38769385,4.58592508,0.27624237,0.00562342,0.58729900,3.42856861,0.11996694,0.58109641
-5.38169085,4.66074314,0.28453049,0.00571138,0.60630188,3.48408132,0.12126895,0.58627295
-5.37568784,4.74429360,0.29373543,0.00581097,0.62649505,3.54524447,0.12245631,0.59372222
-5.36968484,4.83754817,0.30385264,0.00592275,0.64791112,3.61296215,0.12355422,0.60377027
-5.36368184,4.94173328,0.31489642,0.00604762,0.67061391,3.68832423,0.12459539,0.61678406
-5.35767884,5.05828465,0.32689756,0.00618673,0.69469381,3.77257296,0.12561860,0.63315993
-5.35167584,5.18878930,0.33990012,0.00634141,0.72026177,3.86706047,0.12666696,0.65331021
-5.34567284,5.33491706,0.35395716,0.00651310,0.74744191,3.97319843,0.12778595,0.67764841
-5.33966983,5.49834361,0.36912580,0.00670326,0.77636329,4.09240131,0.12902125,0.70657339
-5.33366683,5.68066758,0.38546152,0.00691327,0.80715084,4.22602514,0.13041659,0.74045294
-5.32766383,5.88332453,0.40301200,0.00714433,0.83991587,4.37530350,0.13201150,0.77960720
-5.32166083,6.10750062,0.42181080,0.00739739,0.87474636,4.54128295,0.13383930,0.82429253
-5.31565783,6.35404885,0.44187081,0.00767305,0.91169756,4.72475999,0.13592525,0.87468617
-5.30965483,6.62341103,0.46317813,0.00797145,0.95078293,4.92622162,0.13828496,0.93087226
-5.30365183,6.91554825,0.48568633,0.00829226,0.99196607,5.14579174,0.14092323,0.99282969
-5.29764882,7.22988267,0.50931157,0.00863457,1.03515369,5.38318554,0.14383320,1.06042217
-5.29164582,7.56525339,0.53392878,0.00899686,1.08019022,5.63767375,0.14699603,1.13339102
-5.28564282,7.91988858,0.55936926,0.00937699,1.12685418,5.90805877,0.15038101,1.21135094
-5.27963982,8.29139617,0.58541979,0.00977216,1.17485665,6.19266420,0.15394614,1.29378920
-5.27363682,8.67677448,0.61182363,0.01017893,1.22384212,6.48933930,0.15763922,1.38006832
-5.26763382,9.07244408,0.63828338,0.01059330,1.27339192,6.79547927,0.16139934,1.46943261
-5.26163082,9.47430135,0.66446590,0.01101068,1.32303020,7.10806197,0.16515876,1.56101836
-5.25562781,9.87779336,0.69000908,0.01142603,1.37223271,7.42370121,0.16884522,1.65386791
-5.24962481,10.27801329,0.71453050,0.01183397,1.42043800,7.73871586,0.17238442,1.74694717
-5.24362181,10.66981429,0.73763770,0.01222884,1.46706115,8.04921380,0.17570273,1.83916645
-5.23761881,11.04793918,0.75893961,0.01260491,1.51150946,8.35118861,0.17872998,1.92940413
-5.23161581,11.40716229,0.77805895,0.01295649,1.55319975,8.64062648,0.18140226,2.01653242
-5.22561281,11.74243904,0.79464488,0.01327811,1.59157670,8.91362009,0.18366460,2.09944486
-5.21960980,12.04905820,0.80838560,0.01356471,1.62613157,9.16648558,0.18547334,2.17708433
-5.21360680,12.32279116,0.81902010,0.01381180,1.65642052,9.39587830,0.18679829,2.24847100
-5.20760380,12.56003239,0.82634875,0.01401560,1.68208180,9.59890288,0.18762435,2.31272904
-5.20160080,12.75792517,0.83024210,0.01417324,1.70285102,9.77321280,0.18795268,2.36911119
-5.19559780,12.91446679,0.83064741,0.01428288,1.71857364,9.91709502,0.18780119,2.41702017
-5.18959480,13.02858834,0.82759271,0.01434379,1.72921412,10.02953552,0.18720452,2.45602604
-5.18359180,13.10020457,0.82118805,0.01435642,1.73486112,10.11026222,0.18621325,2.48587865
-5.17758879,13.13023073,0.81162390,0.01432246,1.73572829,10.15976254,0.18489253,2.50651456
-5.17158579,13.12056468,0.79916673,0.01424482,1.73215048,10.17927395,0.18332004,2.51805801
-5.16558279,13.07403361,0.78415191,0.01412756,1.72457527,10.17074701,0.18158344,2.52081562
-5.15957979,12.99430689,0.76697437,0.01397581,1.71355011,10.13678169,0.17977730,2.51526494
-5.15357679,12.88577754,0.74807717,0.01379566,1.69970535,10.08053880,0.17799973,2.50203711
-5.14757379,12.75341676,0.72793875,0.01359391,1.68373390,10.00562990,0.17634876,2.48189429
-5.14157079,12.60260699,0.70705922,0.01337797,1.66636823,9.91598998,0.17491861,2.45570257
-5.13556778,12.43896005,0.68594626,0.01315556,1.64835559,9.81573784,0.17379608,2.42440157
-5.12956478,12.26812779,0.66510124,0.01293449,1.63043260,9.70903017,0.17305711,2.38897181
-5.12356178,12.09561290,0.64500602,0.01272244,1.61330019,9.59991541,0.17276377,2.35040133
-5.11755878,11.92658750,0.62611086,0.01252669,1.59759991,9.49219330,0.17296168,2.30965285
-5.11155578,11.76572682,0.60882379,0.01235392,1.58389275,9.38928622,0.17367804,2.26763293
-5.10555278,11.61706447,0.59350175,0.01220996,1.57264113,9.29412738,0.17492040,2.22516436
-5.09954977,11.48387463,0.58044357,0.01209970,1.56419497,9.20907015,0.17667609,2.18296280
-5.09354677,11.36858531,0.56988493,0.01202685,1.55878226,9.13582194,0.17891248,2.14161880
-5.08754377,11.27272514,0.56199526,0.01199392,1.55650440,9.07540466,0.18157794,2.10158548
-5.08154077,11.19690480,0.55687640,0.01200214,1.55733652,9.02814244,0.18460349,2.06317253
-5.07553777,11.14083243,0.55456297,0.01205142,1.56113248,8.99367623,0.18790520,2.02654628
-5.06953477,11.10336110,0.55502426,0.01214044,1.56763429,8.97100359,0.19138694,1.99173572
-5.06353177,11.08256505,0.55816731,0.01226665,1.57648542,8.95854095,0.19494374,1.95864388
-5.05752876,11.07584038,0.56384116,0.01242644,1.58724724,8.95420480,0.19846532,1.92706377
-5.05152576,11.08002526,0.57184192,0.01261522,1.59941789,8.95550774,0.20183981,1.89669791
-5.04552276,11.09153405,0.58191858,0.01282764,1.61245269,8.95966485,0.20495755,1.86718051
-5.03951976,11.10649984,0.59377947,0.01305770,1.62578521,8.96370585,0.20771472,1.83810096
-5.03351676,11.12091979,0.60709911,0.01329902,1.63884817,8.96458857,0.21001672,1.80902772
-5.02751376,11.13079811,0.62152553,0.01354497,1.65109343,8.95930966,0.21178134,1.77953148
-5.02151076,11.13228205,0.63668785,0.01378889,1.66201021,8.94500873,0.21294135,1.74920658
-5.01550775,11.12178687,0.65220422,0.01402431,1.67114119,8.91906313,0.21344674,1.71769003
-5.00950475,11.09610657,0.66768974,0.01424505,1.67809581,8.87917057,0.21326632,1.68467750
-5.00350175,11.05250770,0.68276467,0.01444547,1.68256055,8.82341815,0.21238884,1.64993575
-4.99749875,10.98880465,0.69706241,0.01462053,1.68430595,8.75033632,0.21082344,1.61331140
-4.99149575,10.90341519,0.71023732,0.01476596,1.68319039,8.65893742,0.20859963,1.57473582
-4.98549275,10.79539588,0.72197222,0.01487830,1.67916053,8.54873855,0.20576666,1.53422647
-4.97948974,10.66445742,0.73198517,0.01495500,1.67224879,8.41976928,0.20239234,1.49188462
-4.97348674,10.51096058,0.74003556,0.01499443,1.66256793,8.27256469,0.19856149,1.44789011
-4.96748374,10.33589378,0.74592905,0.01499588,1.65030331,8.10814500,0.19437379,1.40249333
-4.96148074,10.14083367,0.74952144,0.01495954,1.63570304,7.92798275,0.18994145,1.35600504
-4.95547774,9.92789057,0.75072108,0.01488645,1.61906673,7.73395911,0.18538637,1.30878452
-4.94947474,9.69964082,0.74948978,0.01477844,1.60073310,7.52831083,0.18083711,1.26122654
-4.94347174,9.45904825,0.74584227,0.01463802,1.58106721,7.31356949,0.17642572,1.21374777
-4.93746873,9.20937743,0.73984409,0.01446827,1.56044765,7.09249476,0.17228429,1.16677303
-4.93146573,8.95410126,0.73160809,0.01427277,1.53925429,6.86800365,0.16854154,1.12072192
-4.92546273,8.69680574,0.72128965,0.01405543,1.51785693,6.64309753,0.16531938,1.07599619
-4.91945973,8.44109467,0.70908088,0.01382040,1.49660532,6.42078881,0.16272949,1.03296837
-4.91345673,8.19049696,0.69520400,0.01357195,1.47582076,6.20402924,0.16087013,0.99197177
-4.90745373,7.94837930,0.67990431,0.01331437,1.45578944,5.99564146,0.15982312,0.95329229
-4.90145073,7.71786627,0.66344295,0.01305188,1.43675776,5.79825570,0.15965117,0.91716210
-4.89544772,7.50177024,0.64608969,0.01278853,1.41892942,5.61425292,0.16039554,0.88375534
-4.88944472,7.30253245,0.62811630,0.01252818,1.40246437,5.44571578,0.16207427,0.85318596
-4.88344172,7.12217674,0.60979032,0.01227441,1.38747923,5.29438855,0.16468086,0.82550751
-4.87743872,6.96227643,0.59136978,0.01203052,1.37404909,5.16164663,0.16818358,0.80071494
-4.87143572,6.82393503,0.57309872,0.01179952,1.36221038,5.04847619,0.17252549,0.77874810
-4.86543272,6.70778023,0.55520367,0.01158409,1.35196439,4.95546412,0.17762510,0.75949693
-4.85942971,6.61397095,0.53789112,0.01138661,1.34328127,4.88279829,0.18337777,0.74280781
-4.85342671,6.54221638,0.52134578,0.01120916,1.33610416,4.83027754,0.18965784,0.72849100
-4.84742371,6.49180581,0.50572969,0.01105356,1.33035335,4.79733102,0.19632146,0.71632878
-4.84142071,6.46164787,0.49118192,0.01092131,1.32593017,4.78304591,0.20320998,0.70608389
-4.83541771,6.45031754,0.47781886,0.01081367,1.32272069,4.78620259,0.21015399,0.69750811
-4.82941471,6.45610941,0.46573477,0.01073162,1.32059917,4.80531618,0.21697777,0.69035051
-4.82341171,6.47709525,0.45500277,0.01067583,1.31943129,4.83868315,0.22350405,0.68436524
-4.81740870,6.51118453,0.44567583,0.01064671,1.31907738,4.88443173,0.22955895,0.67931855
-4.81140570,6.55618617,0.43778796,0.01064434,1.31939566,4.94057493,0.23497695,0.67499487
-4.80540270,6.60986998,0.43135547,0.01066847,1.32024574,5.00506467,0.23960569,0.67120191
-4.79939970,6.67002668,0.42637825,0.01071848,1.32149250,5.07584583,0.24331040,0.66777450
-4.79339670,6.73452505,0.42284116,0.01079339,1.32301030,5.15090902,0.24597788,0.66457736
-4.78739370,6.80136527,0.42071553,0.01089181,1.32468773,5.22834082,0.24751984,0.66150675
-4.78139070,6.86872748,0.41996079,0.01101197,1.32643272,5.30637038,0.24787542,0.65849102
-4.77538769,6.93501479,0.42052630,0.01115170,1.32817792,5.38341154,0.24701286,0.65549022
-4.76938469,6.99889001,0.42235329,0.01130846,1.32988610,5.45809940,0.24493034,0.65249496
-4.76338169,7.05930546,0.42537712,0.01147940,1.33155544,5.52932075,0.24165568,0.64952454
-4.75737869,7.11552564,0.42952952,0.01166139,1.33322417,5.59623768,0.23724533,0.64662467
-4.75137569,7.16714196,0.43474105,0.01185109,1.33497448,5.65830377,0.23178235,0.64386479
-4.74537269,7.21407963,0.44094345,0.01204505,1.33693510,5.71527269,0.22537362,0.64133529
-4.73936968,7.25659627,0.44807192,0.01223983,1.33928253,5.76719875,0.21814653,0.63914460
-4.73336668,7.29527205,0.45606714,0.01243203,1.34224043,5.81442938,0.21024499,0.63741636
-4.72736368,7.33099160,0.46487689,0.01261849,1.34607719,5.85758966,0.20182525,0.63628664
-4.72136068,7.36491751,0.47445717,0.01279632,1.35110152,5.89755881,0.19305148,0.63590134
-4.71535768,7.39845577,0.48477277,0.01296304,1.35765616,5.93543922,0.18409140,0.63641363
-4.70935468,7.43321365,0.49579708,0.01311663,1.36610982,5.97251835,0.17511205,0.63798155
-4.70335168,7.47095053,0.50751130,0.01325563,1.37684775,6.01022431,0.16627588,0.64076560
-4.69734867,7.51352262,0.51990286,0.01337916,1.39026104,6.05007594,0.15773728,0.64492623
-4.69134567,7.56282275,0.53296329,0.01348692,1.40673541,6.09362862,0.14963960,0.65062135
-4.68534267,7.62071663,0.54668559,0.01357920,1.42663962,6.14241719,0.14211276,0.65800357
-4.67933967,7.68897728,0.56106120,0.01365685,1.45031419,6.19789753,0.13527141,0.66721721
-4.67333667,7.76921963,0.57607682,0.01372119,1.47806080,6.26138880,0.12921374,0.67839514
-4.66733367,7.86283738,0.59171129,0.01377395,1.51013276,6.33401818,0.12402080,0.69165531
-4.66133067,7.97094445,0.60793269,0.01381713,1.54672683,6.41667036,0.11975629,0.70709710
-4.65532766,8.09432333,0.62469585,0.01385294,1.58797668,6.50994373,0.11646680,0.72479753
-4.64932466,8.23338245,0.64194049,0.01388361,1.63394800,6.61411554,0.11418238,0.74480740
-4.64332166,8.38812471,0.65959014,0.01391132,1.68463540,6.72911753,0.11291730,0.76714748
-4.63731866,8.55812868,0.67755180,0.01393808,1.73996074,6.85452385,0.11267104,0.79180502
-4.63131566,8.74254381,0.69571654,0.01396560,1.79977303,6.98955207,0.11342922,0.81873041
-4.62531266,8.94010026,0.71396085,0.01399521,1.86384939,7.13307792,0.11516469,0.84783456
-4.61930965,9.14913334,0.73214879,0.01402784,1.93189693,7.28366364,0.11783841,0.87898673
-4.61330665,9.36762201,0.75013477,0.01406391,2.00355531,7.43959914,0.12140038,0.91201332
-4.60730365,9.59324011,0.76776671,0.01410339,2.07839960,7.59895469,0.12579038,0.94669741
-4.60130065,9.82341854,0.78488959,0.01414578,2.15594353,7.75964301,0.13093867,0.98277938
-4.59529765,10.05541582,0.80134898,0.01419012,2.23564283,7.91948824,0.13676666,1.01995860
-4.58929465,10.28639438,0.81699452,0.01423510,2.31689874,8.07629900,0.14318750,1.05789619
-4.58329165,10.51349945,0.83168312,0.01427912,2.39906194,8.22794208,0.15010672,1.09621896
-4.57728864,10.73393744,0.84528168,0.01432034,2.48143688,8.37241373,0.15742304,1.13452443
-4.57128564,10.94505056,0.85766937,0.01435683,2.56328693,8.50790521,0.16502917,1.17238693
-4.56528264,11.14438510,0.86873925,0.01438661,2.64384051,8.63285965,0.17281297,1.20936470
-4.55927964,11.32975060,0.87839938,0.01440779,2.72229863,8.74601790,0.18065868,1.24500784
-4.55327664,11.49926809,0.88657329,0.01441864,2.79784392,8.84645128,0.18844852,1.27886704
-4.54727364,11.65140586,0.89319994,0.01441766,2.86965136,8.93358008,0.19606445,1.31050275
-4.54127064,11.78500208,0.89823331,0.01440363,2.93690086,9.00717730,0.20339019,1.33949478
-4.53526763,11.89927399,0.90164161,0.01437566,2.99879139,9.06735778,0.21031341,1.36545193
-4.52926463,11.99381417,0.90340639,0.01433325,3.05455668,9.11455387,0.21672805,1.38802141
-4.52326163,12.06857488,0.90352144,0.01427624,3.10348198,9.14947902,0.22253666,1.40689786
-4.51725863,12.12384206,0.90199184,0.01420484,3.14492143,9.17308176,0.22765268,1.42183155
-4.51125563,12.16020075,0.89883307,0.01411960,3.17831551,9.18649238,0.23200263,1.43263555
-4.50525263,12.17849421,0.89407031,0.01402138,3.20320785,9.19096541,0.23552797,1.43919165
-4.49924962,12.17977902,0.88773799,0.01391129,3.21926090,9.18782086,0.23818672,1.44145467
-4.49324662,12.16527866,0.87987963,0.01379063,3.22626959,9.17838710,0.23995455,1.43945518
-4.48724362,12.13633768,0.87054790,0.01366088,3.22417267,9.16394832,0.24082549,1.43330028
-4.48124062,12.09437893,0.85980495,0.01352357,3.21306105,9.14569889,0.24081211,1.42317263
-4.47523762,12.04086543,0.84772291,0.01338031,3.19318287,9.12470679,0.23994513,1.40932750
-4.46923462,11.97726866,0.83438457,0.01323265,3.16494512,9.10188755,0.23827254,1.39208818
-4.46323162,11.90504429,0.81988412,0.01308213,3.12891161,9.07798965,0.23585822,1.37183970
-4.45722861,11.82561613,0.80432786,0.01293016,3.08579749,9.05359166,0.23278020,1.34902121
-4.45122561,11.74036828,0.78783488,0.01277808,3.03646037,9.02911092,0.22912844,1.32411717
-4.44522261,11.65064532,0.77053746,0.01262708,2.98188829,9.00482261,0.22500248,1.29764782
-4.43921961,11.55775956,0.75258136,0.01247826,2.92318500,8.98088795,0.22050888,1.27015895
-4.43321661,11.46300396,0.73412566,0.01233259,2.86155266,8.95738933,0.21575849,1.24221155
-4.42721361,11.36766900,0.71534219,0.01219096,2.79827246,8.93437008,0.21086394,1.21437140
-4.42121061,11.27306119,0.69641460,0.01205422,2.73468340,8.91187610,0.20593708,1.18719889
-4.41520760,11.18052096,0.67753675,0.01192316,2.67215953,8.88999650,0.20108666,1.16123931
-4.40920460,11.09143725,0.65891067,0.01179859,2.61208589,8.86890037,0.19641626,1.13701365
-4.40320160,11.00725637,0.64074387,0.01168132,2.55583332,8.84886681,0.19202252,1.11500997
-4.39719860,10.92948268,0.62324618,0.01157223,2.50473240,8.83030590,0.18799361,1.09567550
-4.39119560,10.85966942,0.60662597,0.01147223,2.46004671,8.81376834,0.18440810,1.07940927
-4.38519260,10.79939798,0.59108603,0.01138231,2.42294565,8.79994255,0.18133407,1.06655546
-4.37918959,10.75024511,0.57681898,0.01130345,2.39447713,8.78963822,0.17882856,1.05739724
-4.37318659,10.71373815,0.56400249,0.01123669,2.37554068,8.78375651,0.17693723,1.05215121
-4.36718359,10.69129928,0.55279447,0.01118299,2.36686141,8.78324775,0.17569432,1.05096248
-4.36118059,10.68418076,0.54332816,0.01114323,2.36896552,8.78905830,0.17512269,1.05390028
-4.35517759,10.69339391,0.53570765,0.01111812,2.38215829,8.80206918,0.17523414,1.06095444
-4.34917459,10.71963555,0.53000371,0.01110814,2.40650531,8.82302963,0.17602975,1.07203275
-4.34317159,10.76321606,0.52625031,0.01111346,2.44181807,8.85248947,0.17750035,1.08695947
-4.33716858,10.82399361,0.52444189,0.01113386,2.48764480,8.89073421,0.17962709,1.10547516
-4.33116558,10.90131938,0.52453168,0.01116867,2.54326756,8.93772741,0.18238197,1.12723824
-4.32516258,10.99399817,0.52643100,0.01121672,2.60770643,8.99306402,0.18572854,1.15182837
-4.31915958,11.10026851,0.53000990,0.01127632,2.67973137,9.05593868,0.18962251,1.17875192
-4.31315658,11.21780540,0.53509891,0.01134524,2.75788214,9.12513174,0.19401249,1.20744979
-4.30715358,11.34374778,0.54149222,0.01142072,2.84049634,9.19901520,0.19884078,1.23730740
