energy_ev,total_up,C_s_up,C_p_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-5.45372686,2.93568952,0.00382752,0.46471397,2.52316689,0.94241414,0.02670520,1.01845770
-5.44772386,2.87437221,0.00381181,0.45264593,2.46596120,0.92194884,0.02626089,0.99988416
-5.44172086,2.80448230,0.00379760,0.43933685,2.40062929,0.89943965,0.02574921,0.97766948
-5.43571786,2.72721162,0.00378561,0.42496768,2.32828982,0.87529174,0.02517626,0.95222940
-5.42971486,2.64389261,0.00377668,0.40972979,2.25020187,0.84993915,0.02454860,0.92404779
-5.42371186,2.55596830,0.00377175,0.39382195,2.16773778,0.82383465,0.02387323,0.89366458
-5.41770885,2.46495852,0.00377184,0.37744733,2.08235198,0.79743881,0.02315757,0.86166181
-5.41170585,2.37242318,0.00377796,0.36081039,1.99554685,0.77120872,0.02240942,0.82864805
-5.40570285,2.27992343,0.00379102,0.34411375,1.90883635,0.74558637,0.02163688,0.79524191
-5.39969985,2.18898221,0.00381180,0.32755503,1.82370863,0.72098735,0.02084828,0.76205508
-5.39369685,2.10104515,0.00384086,0.31132361,1.74158882,0.69778992,0.02005207,0.72967555
-5.38769385,2.01744329,0.00387845,0.29559746,1.66380308,0.67632503,0.01925665,0.69865159
-5.38169085,1.93935888,0.00392447,0.28054012,1.59154515,0.65686754,0.01847031,0.66947706
-5.37568784,1.86779545,0.00397845,0.26629768,1.52584651,0.63962901,0.01770097,0.64257857
-5.36968484,1.80355342,0.00403946,0.25299622,1.46755114,0.62475239,0.01695609,0.61830497
-5.36368184,1.74721200,0.00410617,0.24073946,1.41729579,0.61230893,0.01624253,0.59691952
-5.35767884,1.69911826,0.00417683,0.22960694,1.37549645,0.60229731,0.01556637,0.57859498
-5.35167584,1.65938396,0.00424931,0.21965273,1.34234150,0.59464536,0.01493287,0.56341187
-5.34567284,1.62789000,0.00432116,0.21090484,1.31779182,0.58921423,0.01434636,0.55135977
-5.33966983,1.60429884,0.00438968,0.20336523,1.30158794,0.58580490,0.01381022,0.54234179
-5.33366683,1.58807408,0.00445205,0.19701070,1.29326384,0.58416699,0.01332692,0.53618183
-5.32766383,1.57850673,0.00450537,0.19179433,1.29216722,0.58400946,0.01289804,0.53263436
-5.32166083,1.57474711,0.00454682,0.18764787,1.29748524,0.58501280,0.01252441,0.53139635
-5.31565783,1.57584115,0.00457375,0.18448454,1.30827496,0.58684237,0.01220618,0.53212094
-5.30965483,1.58076956,0.00458379,0.18220253,1.32349741,0.58916224,0.01194300,0.53443201
-5.30365183,1.58848853,0.00457496,0.18068890,1.34205393,0.59164904,0.01173419,0.53793951
-5.29764882,1.59797013,0.00454571,0.17982365,1.36282359,0.59400525,0.01157889,0.54225444
-5.29164582,1.60824091,0.00449504,0.17948403,1.38470015,0.59597132,0.01147621,0.54700342
-5.28564282,1.61841714,0.00442251,0.17954868,1.40662734,0.59733622,0.01142537,0.55184178
-5.27963982,1.62773536,0.00432829,0.17990159,1.42763119,0.59794587,0.01142582,0.55646515
-5.27363682,1.63557704,0.00421313,0.18043565,1.44684814,0.59770924,0.01147727,0.56061876
-5.26763382,1.64148658,0.00407836,0.18105571,1.46354823,0.59660179,0.01157972,0.56410439
-5.26163082,1.64518202,0.00392584,0.18168101,1.47715242,0.59466618,0.01173346,0.56678467
-5.25562781,1.64655833,0.00375792,0.18224687,1.48724386,0.59201036,0.01193896,0.56858462
-5.24962481,1.64568341,0.00357736,0.18270581,1.49357273,0.58880301,0.01219678,0.56949058
-5.24362181,1.64278726,0.00338722,0.18302778,1.49605503,0.58526680,0.01250742,0.56954663
-5.23761881,1.63824506,0.00319082,0.18319984,1.49476549,0.58166970,0.01287113,0.56884871
-5.23161581,1.63255531,0.00299163,0.18322521,1.48992543,0.57831474,0.01328774,0.56753691
-5.22561281,1.62631406,0.00279318,0.18312174,1.48188624,0.57552888,0.01375644,0.56578634
-5.21960980,1.62018665,0.00259895,0.18292012,1.47110957,0.57365129,0.01427565,0.56379698
-5.21360680,1.61487820,0.00241238,0.18266164,1.45814508,0.57302166,0.01484280,0.56178304
-5.20760380,1.61110431,0.00223669,0.18239584,1.44360692,0.57396891,0.01545425,0.55996236
-5.20160080,1.60956292,0.00207492,0.18217815,1.42814984,0.57680084,0.01610518,0.55854630
-5.19559780,1.61090853,0.00192982,0.18206741,1.41244574,0.58179483,0.01678959,0.55773041
-5.18959480,1.61572957,0.00180384,0.18212362,1.39716145,0.58919004,0.01750030,0.55768640
-5.18359180,1.62452937,0.00169911,0.18240570,1.38293830,0.59918115,0.01822908,0.55855547
-5.17758879,1.63771124,0.00161740,0.18296955,1.37037380,0.61191365,0.01896673,0.56044333
-5.17158579,1.65556764,0.00156010,0.18386620,1.36000576,0.62748081,0.01970331,0.56341684
-5.16558279,1.67827347,0.00152824,0.18514029,1.35229889,0.64592212,0.02042834,0.56750237
-5.15957979,1.70588314,0.00152244,0.18682863,1.34763388,0.66722308,0.02113112,0.57268575
-5.15357679,1.73833119,0.00154295,0.18895904,1.34629896,0.69131622,0.02180098,0.57891365
-5.14757379,1.77543595,0.00158961,0.19154945,1.34848378,0.71808324,0.02242757,0.58609625
-5.14157079,1.81690587,0.00166189,0.19460715,1.35427559,0.74735789,0.02300119,0.59411096
-5.13556778,1.86234815,0.00175885,0.19812833,1.36365770,0.77892976,0.02351305,0.60280697
-5.12956478,1.91127920,0.00187915,0.20209799,1.37651013,0.81254864,0.02395551,0.61201042
-5.12356178,1.96313690,0.00202109,0.20649008,1.39261256,0.84792948,0.02432235,0.62153000
-5.11755878,2.01729406,0.00218261,0.21126808,1.41164977,0.88475793,0.02460889,0.63116272
-5.11155578,2.07307341,0.00236129,0.21638601,1.43321943,0.92269636,0.02481216,0.64069982
-5.10555278,2.12976347,0.00255443,0.22178991,1.45684253,0.96139052,0.02493095,0.64993255
-5.09954977,2.18663564,0.00275905,0.22741970,1.48197635,1.00047656,0.02496584,0.65865783
-5.09354677,2.24296199,0.00297196,0.23321158,1.50802979,1.03958870,0.02491919,0.66668360
-5.08754377,2.29803370,0.00318982,0.23910074,1.53438108,1.07836716,0.02479504,0.67383391
-5.08154077,2.35117977,0.00340922,0.24502441,1.56039709,1.11646638,0.02459904,0.67995352
-5.07553777,2.40178551,0.00362676,0.25092505,1.58545400,1.15356341,0.02433825,0.68491208
-5.06953477,2.44931039,0.00383911,0.25675356,1.60895849,1.18936590,0.02402098,0.68860776
-5.06353177,2.49330433,0.00404315,0.26247226,1.63036847,1.22361985,0.02365661,0.69097023
-5.05752876,2.53342205,0.00423599,0.26805759,1.64921259,1.25611628,0.02325533,0.69196294
-5.05152576,2.56943440,0.00441513,0.27350211,1.66510746,1.28669682,0.02282798,0.69158462
-5.04552276,2.60123612,0.00457847,0.27881579,1.67777157,1.31525774,0.02238576,0.68986987
-5.03951976,2.62884938,0.00472441,0.28402637,1.68703516,1.34175205,0.02194003,0.68688879
-5.03351676,2.65242241,0.00485189,0.28917859,1.69284527,1.36618946,0.02150210,0.68274560
-5.02751376,2.67222322,0.00496044,0.29433245,1.69526563,1.38863412,0.02108301,0.67757618
-5.02151076,2.68862797,0.00505016,0.29956021,1.69447102,1.40919992,0.02069332,0.67154459
-5.01550775,2.70210457,0.00512178,0.30494252,1.69073645,1.42804363,0.02034290,0.66483850
-5.00950475,2.71319164,0.00517656,0.31056356,1.68442144,1.44535589,0.02004078,0.65766377
-5.00350175,2.72247389,0.00521632,0.31650558,1.67595016,1.46135063,0.01979497,0.65023818
-4.99749875,2.73055477,0.00524334,0.32284305,1.66578849,1.47625312,0.01961229,0.64278455
-4.99149575,2.73802766,0.00526033,0.32963677,1.65441913,1.49028741,0.01949822,0.63552349
-4.98549275,2.74544689,0.00527031,0.33692814,1.64231605,1.50366370,0.01945680,0.62866597
-4.97948974,2.75330013,0.00527655,0.34473420,1.62991977,1.51656627,0.01949048,0.62240605
-4.97348674,2.76198342,0.00528247,0.35304338,1.61761471,1.52914262,0.01960009,0.61691407
-4.96748374,2.77178020,0.00529156,0.36181263,1.60570982,1.54149440,0.01978472,0.61233050
-4.96148074,2.78284539,0.00530726,0.37096581,1.59442355,1.55367069,0.02004171,0.60876084
-4.95547774,2.79519543,0.00533286,0.38039369,1.58387395,1.56566382,0.02036667,0.60627167
-4.94947474,2.80870485,0.00537144,0.38995556,1.57407428,1.57740830,0.02075351,0.60488822
-4.94347174,2.82310945,0.00542578,0.39948234,1.56493428,1.58878256,0.02119453,0.60459335
-4.93746873,2.83801617,0.00549825,0.40878120,1.55626694,1.59961376,0.02168056,0.60532823
-4.93146573,2.85291900,0.00559075,0.41764140,1.54780033,1.60968517,0.02220112,0.60699460
-4.92546273,2.86722012,0.00570466,0.42584112,1.53919353,1.61874593,0.02274465,0.60945845
-4.91945973,2.88025538,0.00584076,0.43315491,1.53005589,1.62652260,0.02329878,0.61255518
-4.91345673,2.89132262,0.00599918,0.43936156,1.51996838,1.63273184,0.02385063,0.61609577
-4.90745373,2.89971156,0.00617938,0.44425177,1.50850581,1.63709369,0.02438712,0.61987386
-4.90145073,2.90473366,0.00638009,0.44763554,1.49525881,1.63934463,0.02489531,0.62367331
-4.89544772,2.90575061,0.00659934,0.44934878,1.47985425,1.63924982,0.02536276,0.62727605
-4.88944472,2.90219992,0.00683444,0.44925893,1.46197331,1.63661386,0.02577785,0.63046957
-4.88344172,2.89361660,0.00708201,0.44726935,1.44136619,1.63128949,0.02613012,0.63305411
-4.87743872,2.87964977,0.00733802,0.44332236,1.41786291,1.62318382,0.02641050,0.63484887
-4.87143572,2.86007367,0.00759789,0.43740076,1.39137989,1.61226185,0.02661160,0.63569723
-4.86543272,2.83479264,0.00785655,0.42952803,1.36192206,1.59854696,0.02672783,0.63547066
-4.85942971,2.80383996,0.00810853,0.41976698,1.32958079,1.58211860,0.02675552,0.63407118
-4.85342671,2.76737097,0.00834817,0.40821727,1.29452781,1.56310716,0.02669299,0.63143243
-4.84742371,2.72565091,0.00856971,0.39501169,1.25700587,1.54168648,0.02654047,0.62751924
-4.84142071,2.67903849,0.00876744,0.38031170,1.21731657,1.51806445,0.02630001,0.62232594
-4.83541771,2.62796608,0.00893592,0.36430218,1.17580642,1.49247214,0.02597534,0.61587352
-4.82941471,2.57291802,0.00907011,0.34718582,1.13285173,1.46515242,0.02557160,0.60820587
-4.82341171,2.51440804,0.00916555,0.32917733,1.08884334,1.43634838,0.02509514,0.59938555
-4.81740870,2.45295737,0.00921851,0.31049766,1.04417191,1.40629261,0.02455318,0.58948912
-4.81140570,2.38907473,0.00922609,0.29136850,0.99921448,1.37519778,0.02395358,0.57860263
-4.80540270,2.32323923,0.00918637,0.27200716,0.95432298,1.34324917,0.02330447,0.56681742
-4.79939970,2.25588713,0.00909845,0.25262197,0.90981501,1.31059961,0.02261407,0.55422657
-4.79339670,2.18740318,0.00896251,0.23340845,0.86596729,1.27736718,0.02189038,0.54092208
-4.78739370,2.11811678,0.00877977,0.21454604,0.82301194,1.24363568,0.02114104,0.52699316
-4.78139070,2.04830300,0.00855253,0.19619571,0.78113540,1.20945800,0.02037317,0.51252548
-4.77538769,1.97818824,0.00828403,0.17849826,0.74048005,1.17486202,0.01959326,0.49760147
-4.76938469,1.90795997,0.00797839,0.16157338,0.70114796,1.13985867,0.01880720,0.48230158
-4.76338169,1.83777961,0.00764047,0.14551935,0.66320666,1.10445173,0.01802023,0.46670636
-4.75737869,1.76779766,0.00727574,0.13041345,0.62669618,1.06864846,0.01723703,0.45089906
-4.75137569,1.69816989,0.00689007,0.11631281,0.59163705,1.03247063,0.01646181,0.43496859
-4.74537269,1.62907336,0.00648964,0.10325579,0.55803858,0.99596500,0.01569842,0.41901251
-4.73936968,1.56072123,0.00608069,0.09126372,0.52590706,0.95921254,0.01495049,0.40313980
-4.73336668,1.49337503,0.00566942,0.08034289,0.49525322,0.92233589,0.01422153,0.38747304
-4.72736368,1.42735384,0.00526179,0.07048675,0.46609883,0.88550433,0.01351505,0.37214995
-4.72136068,1.36303935,0.00486343,0.06167820,0.43848180,0.84893606,0.01283464,0.35732392
-4.71535768,1.30087661,0.00447948,0.05389188,0.41245986,0.81289736,0.01218400,0.34316352
-4.70935468,1.24137018,0.00411454,0.04709641,0.38811250,0.77769885,0.01156703,0.32985089
-4.70335168,1.18507579,0.00377259,0.04125649,0.36554117,0.74368877,0.01098771,0.31757897
-4.69734867,1.13258800,0.00345691,0.03633480,0.34486791,0.71124373,0.01045014,0.30654782
-4.69134567,1.08452421,0.00317011,0.03229365,0.32623229,0.68075728,0.00995836,0.29695990
-4.68534267,1.04150611,0.00291412,0.02909635,0.30978714,0.65262704,0.00951631,0.28901471
-4.67933967,1.00413907,0.00269016,0.02670821,0.29569299,0.62724074,0.00912765,0.28290293
-4.67333667,0.97299080,0.00249883,0.02509732,0.28411173,0.60496220,0.00879564,0.27880022
-4.66733367,0.94857002,0.00234012,0.02423478,0.27519955,0.58611759,0.00852295,0.27686112
-4.66133067,0.93130613,0.00221348,0.02409479,0.26909960,0.57098287,0.00831157,0.27721307
-4.65532766,0.92153078,0.00211786,0.02465431,0.26593447,0.55977271,0.00816263,0.27995100
-4.64932466,0.91946206,0.00205178,0.02589237,0.26579891,0.55263160,0.00807635,0.28513251
-4.64332166,0.92519194,0.00201340,0.02778930,0.26875294,0.54962733,0.00805192,0.29277397
-4.63731866,0.93867738,0.00200058,0.03032555,0.27481553,0.55074712,0.00808749,0.30284764
-4.63131566,0.95973552,0.00201093,0.03348058,0.28395926,0.55589655,0.00818013,0.31527990
-4.62531266,0.98804300,0.00204187,0.03723154,0.29610593,0.56490117,0.00832590,0.32995074
-4.61930965,1.02313960,0.00209072,0.04155207,0.31112349,0.57751087,0.00851989,0.34669448
-4.61330665,1.06443592,0.00215468,0.04641114,0.32882441,0.59340664,0.00875633,0.36530187
-4.60730365,1.11122513,0.00223096,0.05177216,0.34896558,0.61220943,0.00902869,0.38552336
-4.60130065,1.16269825,0.00231679,0.05759226,0.37125000,0.63349105,0.00932988,0.40707372
-4.59529765,1.21796273,0.00240947,0.06382196,0.39533023,0.65678630,0.00965241,0.42963774
-4.58929465,1.27606381,0.00250640,0.07040523,0.42081374,0.68160632,0.00998855,0.45287702
-4.58329165,1.33600798,0.00260517,0.07727983,0.44727000,0.70745244,0.01033058,0.47643760
-4.57728864,1.39678812,0.00270355,0.08437827,0.47423942,0.73383028,0.01067095,0.49995839
-4.57128564,1.45740933,0.00279958,0.09162896,0.50124376,0.76026351,0.01100252,0.52307994
-4.56528264,1.51691481,0.00289156,0.09895780,0.52779796,0.78630691,0.01131870,0.54545359
-4.55927964,1.57441102,0.00297813,0.10629007,0.55342275,0.81155824,0.01161369,0.56675046
-4.55327664,1.62909098,0.00305829,0.11355244,0.57765804,0.83566857,0.01188257,0.58667007
-4.54727364,1.68025510,0.00313139,0.12067510,0.60007612,0.85835066,0.01212152,0.60494832
-4.54127064,1.72732854,0.00319723,0.12759377,0.62029455,0.87938501,0.01232784,0.62136437
-4.53526763,1.76987430,0.00325599,0.13425165,0.63798790,0.89862344,0.01250008,0.63574632
-4.52926463,1.80760155,0.00330828,0.14060096,0.65289794,0.91598995,0.01263807,0.64797516
-4.52326163,1.84036845,0.00335512,0.14660411,0.66484165,0.93147869,0.01274289,0.65798702
-4.51725863,1.86817943,0.00339793,0.15223443,0.67371674,0.94514926,0.01281690,0.66577346
-4.51125563,1.89117672,0.00343846,0.15747625,0.67950421,0.95711931,0.01286365,0.67137967
-4.50525263,1.90962648,0.00347878,0.16232450,0.68226787,0.96755477,0.01288773,0.67490080
-4.49924962,1.92390002,0.00352119,0.16678367,0.68215058,0.97665818,0.01289472,0.67647637
-4.49324662,1.93445082,0.00356816,0.17086631,0.67936753,0.98465551,0.01289099,0.67628305
-4.48724362,1.94178862,0.00362224,0.17459111,0.67419660,0.99178220,0.01288351,0.67452618
-4.48124062,1.94645154,0.00368593,0.17798059,0.66696633,0.99826902,0.01287969,0.67143029
-4.47523762,1.94897786,0.00376163,0.18105877,0.65804202,1.00432847,0.01288717,0.66722921
-4.46923462,1.94987875,0.00385148,0.18384871,0.64781053,1.01014253,0.01291359,0.66215618
-4.46323162,1.94961339,0.00395726,0.18637028,0.63666454,1.01585233,0.01296640,0.65643430
-4.45722861,1.94856786,0.00408033,0.18863817,0.62498700,1.02155032,0.01305269,0.65026806
-4.45122561,1.94703885,0.00422147,0.19066042,0.61313644,1.02727552,0.01317897,0.64383608
-4.44522261,1.94522298,0.00438084,0.19243741,0.60143389,1.03301200,0.01335105,0.63728548
-4.43921961,1.94321235,0.00455791,0.19396153,0.59015188,1.03869083,0.01357384,0.63072811
-4.43321661,1.94099647,0.00475142,0.19521745,0.57950607,1.04419535,0.01385126,0.62423880
-4.42721361,1.93847029,0.00495940,0.19618301,0.56964974,1.04936951,0.01418616,0.61785546
-4.42121061,1.93544782,0.00517912,0.19683074,0.56067143,1.05402893,0.01458018,0.61158117
-4.41520760,1.93168052,0.00540724,0.19712974,0.55259555,1.05797382,0.01503372,0.60538787
-4.40920460,1.92687924,0.00563978,0.19704803,0.54538596,1.06100342,0.01554589,0.59922148
-4.40320160,1.92073840,0.00587232,0.19655497,0.53895216,1.06293077,0.01611451,0.59300797
-4.39719860,1.91296112,0.00610010,0.19562383,0.53315770,1.06359724,0.01673606,0.58666021
-4.39119560,1.90328363,0.00631817,0.19423414,0.52783025,1.06288594,0.01740571,0.58008499
-4.38519260,1.89149786,0.00652159,0.19237383,0.52277287,1.06073319,0.01811736,0.57319002
-4.37918959,1.87747082,0.00670560,0.19004091,0.51777582,1.05713753,0.01886369,0.56589032
-4.37318659,1.86115984,0.00686579,0.18724464,0.51262836,1.05216569,0.01963622,0.55811406
-4.36718359,1.84262296,0.00699833,0.18400619,0.50712996,1.04595529,0.02042544,0.54980723
-4.36118059,1.82202401,0.00710008,0.18035858,0.50110050,1.03871397,0.02122090,0.54093731
-4.35517759,1.79963224,0.00716877,0.17634606,0.49438898,1.03071515,0.02201143,0.53149562
-4.34917459,1.77581668,0.00720312,0.17202296,0.48688045,1.02229056,0.02278527,0.52149855
-4.34317159,1.75103565,0.00720291,0.16745198,0.47850105,1.01381984,0.02353036,0.51098752
-4.33716858,1.72582205,0.00716903,0.16270215,0.46922087,1.00571789,0.02423452,0.50002793
-4.33116558,1.70076528,0.00710349,0.15784646,0.45905485,0.99842029,0.02488577,0.48870722
-4.32516258,1.67649073,0.00700939,0.15295938,0.44806168,0.99236777,0.02547261,0.47713211
-4.31915958,1.65363788,0.00689082,0.14811437,0.43634088,0.98799012,0.02598431,0.46542542
-4.31315658,1.63283791,0.00675276,0.14338148,0.42402843,0.98569042,0.02641118,0.45372240
-4.30715358,1.61469202,0.00660096,0.13882516,0.41129106,0.98583019,0.02674487,0.44216698
