energy_ev,total_up,Ge_p_up,Ge_d_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-6.00000000,13.07966731,2.05238547,0.00000000,5.99255500,9.66556477,1.81933526,0.00000000
-5.99399700,12.90517436,2.02290937,0.00000000,5.83528998,9.56288184,1.79844988,0.00000000
-5.98799400,12.72656739,1.99403743,0.00000000,5.67904313,9.45657997,1.77763977,0.00000000
-5.98199100,12.54744747,1.96656905,0.00000000,5.52649272,9.34921106,1.75730747,0.00000000
-5.97598799,12.37155377,1.94129947,0.00000000,5.38022580,9.24344501,1.73787091,0.00000000
-5.96998499,12.20262394,1.91899021,0.00000000,5.24264005,9.14197206,1.71974433,0.00000000
-5.96398199,12.04425106,1.90034009,0.00000000,5.11585370,9.04740139,1.70331879,0.00000000
-5.95797899,11.89974450,1.88595804,0.00000000,5.00162756,8.96216098,1.68894347,0.00000000
-5.95197599,11.77200137,1.87633874,0.00000000,4.90130321,8.88840328,1.67690875,0.00000000
-5.94597299,11.66339481,1.87184221,0.00000000,4.81575998,8.82792140,1.66743238,0.00000000
-5.93996998,11.57568441,1.87267805,0.00000000,4.74539264,8.78207932,1.66064931,0.00000000
-5.93396698,11.50995265,1.87889496,0.00000000,4.69011052,8.75175957,1.65660596,0.00000000
-5.92796398,11.46657029,1.89037598,0.00000000,4.64935772,8.73733046,1.65525920,0.00000000
-5.92196098,11.44519187,1.90683952,0.00000000,4.62215299,8.73863440,1.65648011,0.00000000
-5.91595798,11.44478125,1.92784616,0.00000000,4.60714698,8.75499764,1.66006230,0.00000000
-5.90995498,11.46366573,1.95281090,0.00000000,4.60269379,8.78526107,1.66573432,0.00000000
-5.90395198,11.49961592,1.98102044,0.00000000,4.60693300,8.82783053,1.67317541,0.00000000
-5.89794897,11.54994769,2.01165475,0.00000000,4.61787823,8.88074462,1.68203368,0.00000000
-5.89194597,11.61164127,2.04381222,0.00000000,4.63350795,8.94175692,1.69194578,0.00000000
-5.88594297,11.68147241,2.07653740,0.00000000,4.65185426,9.00842937,1.70255686,0.00000000
-5.87993997,11.75614955,2.10885048,0.00000000,4.67108582,9.07823268,1.71353976,0.00000000
-5.87393697,11.83245140,2.13977729,0.00000000,4.68958139,9.14864974,1.72461243,0.00000000
-5.86793397,11.90735892,2.16837893,0.00000000,4.70599095,9.21727781,1.73555254,0.00000000
-5.86193097,11.97817639,2.19377993,0.00000000,4.71928244,9.28192523,1.74620865,0.00000000
-5.85592796,12.04263670,2.21519406,0.00000000,4.72877229,9.34069875,1.75650722,0.00000000
-5.84992496,12.09898655,2.23194676,0.00000000,4.73413949,9.39207793,1.76645530,0.00000000
-5.84392196,12.14604858,2.24349371,0.00000000,4.73542289,9.43497363,1.77613861,0.00000000
-5.83791896,12.18325788,2.24943461,0.00000000,4.73300292,9.46876814,1.78571528,0.00000000
-5.83191596,12.21067180,2.24952208,0.00000000,4.72756898,9.49333521,1.79540555,0.00000000
-5.82591296,12.22895286,2.24366511,0.00000000,4.72007463,9.50903932,1.80547804,0.00000000
-5.81990995,12.23932561,2.23192726,0.00000000,4.71168295,9.51671382,1.81623324,0.00000000
-5.81390695,12.24350932,2.21451957,0.00000000,4.70370481,9.51761886,1.82798511,0.00000000
-5.80790395,12.24362927,2.19178864,0.00000000,4.69753297,9.51338058,1.84104179,0.00000000
-5.80190095,12.24211024,2.16420026,0.00000000,4.69457472,9.50591383,1.85568622,0.00000000
-5.79589795,12.24155645,2.13231940,0.00000000,4.69618599,9.49733137,1.87215769,0.00000000
-5.78989495,12.24462263,2.09678727,0.00000000,4.70360947,9.48984301,1.89063520,0.00000000
-5.78389195,12.25388153,2.05829641,0.00000000,4.71791896,9.48564873,1.91122343,0.00000000
-5.77788894,12.27169289,2.01756479,0.00000000,4.73997202,9.48683006,1.93394182,0.00000000
-5.77188594,12.30007956,1.97530994,0.00000000,4.77037235,9.49524413,1.95871740,0.00000000
-5.76588294,12.34061558,1.93222418,0.00000000,4.80944324,9.51242496,1.98538168,0.00000000
-5.75987994,12.39433126,1.88895185,0.00000000,4.85721266,9.53949621,2.01367164,0.00000000
-5.75387694,12.46163942,1.84606942,0.00000000,4.91341039,9.57709947,2.04323492,0.00000000
-5.74787394,12.54228626,1.80406931,0.00000000,4.97747712,9.62534151,2.07363893,0.00000000
-5.74187094,12.63532975,1.76334790,0.00000000,5.04858501,9.68376327,2.10438364,0.00000000
-5.73586793,12.73914689,1.72419821,0.00000000,5.12566888,9.75133264,2.13491743,0.00000000
-5.72986493,12.85147052,1.68680734,0.00000000,5.20746676,9.82646193,2.16465557,0.00000000
-5.72386193,12.96945486,1.65125876,0.00000000,5.29256838,9.90705004,2.19300044,0.00000000
