energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,Mn_p_up,Mn_d_up,S_s_up,S_p_up
-5.82591296,4.24039180,0.00558232,0.05148735,0.47629762,0.42162644,1.33367791,1.34538335,0.00462574,2.94709381
-5.81990995,4.35544489,0.00566482,0.05215848,0.48999655,0.43022917,1.36927377,1.38462924,0.00501736,3.02825723
-5.81390695,4.45536720,0.00575913,0.05260632,0.50246049,0.43709690,1.40027880,1.41914829,0.00542621,3.09894013
-5.80790395,4.53899014,0.00586359,0.05282863,0.51353851,0.44217399,1.42631096,1.44849942,0.00585173,3.15830301
-5.80190095,4.60541309,0.00597709,0.05282652,0.52311432,0.44543422,1.44708635,1.47230980,0.00629321,3.20569610
-5.79589795,4.65401456,0.00609898,0.05260434,0.53110598,0.44688038,1.46242168,1.49028184,0.00674970,3.24066766
-5.78989495,4.68445562,0.00622894,0.05216942,0.53746456,0.44654302,1.47223350,1.50219873,0.00722003,3.26296672
-5.78389195,4.69667553,0.00636686,0.05153179,0.54217152,0.44447845,1.47653430,1.50792814,0.00770269,3.27254020
-5.77788894,4.69088023,0.00651274,0.05070373,0.54523534,0.44076607,1.47542581,1.50742415,0.00819583,3.26952480
-5.77188594,4.66752417,0.00666649,0.04969946,0.54668741,0.43550507,1.46908984,1.50072719,0.00869718,3.25423410
-5.76588294,4.62728646,0.00682783,0.04853459,0.54657752,0.42881088,1.45777719,1.48796206,0.00920402,3.22714142
-5.75987994,4.57104240,0.00699612,0.04722578,0.54496910,0.42081118,1.44179512,1.46933396,0.00971311,3.18885942
-5.75387694,4.49983146,0.00717031,0.04579023,0.54193467,0.41164201,1.42149396,1.44512278,0.01022071,3.14011705
-5.74787394,4.41482319,0.00734881,0.04424531,0.53755142,0.40144382,1.39725359,1.41567563,0.01072257,3.08173499
-5.74187094,4.31728224,0.00752948,0.04260826,0.53189746,0.39035781,1.36947012,1.38139800,0.01121391,3.01460050
-5.73586793,4.20853378,0.00770958,0.04089579,0.52504859,0.37852256,1.33854361,1.34274371,0.01168949,2.93964254
-5.72986493,4.08993066,0.00788585,0.03912395,0.51707595,0.36607118,1.30486705,1.30020407,0.01214369,2.85780817
-5.72386193,3.96282325,0.00805448,0.03730788,0.50804448,0.35312889,1.26881709,1.25429657,0.01257054,2.77004101
-5.71785893,3.82853298,0.00821133,0.03546173,0.49801225,0.33981127,1.23074683,1.20555351,0.01296391,2.67726229
-5.71185593,3.68833018,0.00835194,0.03359861,0.48703065,0.32622305,1.19098070,1.15451095,0.01331760,2.58035529
-5.70585293,3.54341686,0.00847174,0.03173057,0.47514529,0.31245749,1.14981159,1.10169827,0.01362548,2.48015310
-5.69984992,3.39491433,0.00856622,0.02986863,0.46239757,0.29859637,1.10750006,1.04762883,0.01388171,2.37743025
-5.69384692,3.24385596,0.00863108,0.02802281,0.44882670,0.28471035,1.06427549,0.99279177,0.01408087,2.27289786
-5.68784392,3.09118450,0.00866241,0.02620229,0.43447202,0.27085991,1.02033893,0.93764537,0.01421816,2.16720221
-5.68184092,2.93775364,0.00865686,0.02441538,0.41937547,0.25709643,0.97586713,0.88261184,0.01428956,2.06092640
-5.67583792,2.78433300,0.00861178,0.02266967,0.40358391,0.24346368,0.93101761,0.82807388,0.01429198,1.95459443
-5.66983492,2.63161584,0.00852534,0.02097210,0.38715125,0.22999924,0.88593409,0.77437262,0.01422340,1.84867722
-5.66383192,2.48022855,0.00839664,0.01932897,0.37014023,0.21673611,0.84075211,0.72180711,0.01408296,1.74359996
-5.65782891,2.33074105,0.00822572,0.01774601,0.35262351,0.20370414,0.79560423,0.67063504,0.01387103,1.63974993
-5.65182591,2.18367725,0.00801362,0.01622842,0.33468436,0.19093141,0.75062470,0.62107455,0.01358928,1.53748444
-5.64582291,2.03952483,0.00776232,0.01478085,0.31641659,0.17844530,0.70595311,0.57330677,0.01324059,1.43713803
-5.63981991,1.89874368,0.00747473,0.01340742,0.29792383,0.16627341,0.66173703,0.52747899,0.01282907,1.33902881
-5.63381691,1.76177259,0.00715453,0.01211171,0.27931822,0.15444418,0.61813346,0.48370817,0.01235995,1.24346331
-5.62781391,1.62903392,0.00680610,0.01089676,0.26071866,0.14298724,0.57530906,0.44208448,0.01183944,1.15073986
-5.62181091,1.50093616,0.00643438,0.00976507,0.24224843,0.13193352,0.53343926,0.40267481,0.01127457,1.06115032
-5.61580790,1.37787442,0.00604468,0.00871861,0.22403274,0.12131509,0.49270643,0.36552610,0.01067302,0.97498036
-5.60980490,1.26022923,0.00564254,0.00775885,0.20619596,0.11116488,0.45329719,0.33066829,0.01004291,0.89250828
-5.60380190,1.14836385,0.00523357,0.00688679,0.18885889,0.10151622,0.41539925,0.29811690,0.00939258,0.81400287
-5.59779890,1.04262064,0.00482330,0.00610304,0.17213618,0.09240233,0.37919789,0.26787535,0.00873040,0.73972048
-5.59179590,0.94331685,0.00441702,0.00540784,0.15613398,0.08385570,0.34487239,0.23993673,0.00806454,0.66990171
-5.58579290,0.85074045,0.00401968,0.00480118,0.14094791,0.07590757,0.31259266,0.21428542,0.00740278,0.60476798
-5.57978989,0.76514622,0.00363579,0.00428288,0.12666153,0.06858737,0.28251617,0.19089831,0.00675237,0.54451845
-5.57378689,0.68675249,0.00326936,0.00385265,0.11334520,0.06192231,0.25478542,0.16974586,0.00611985,0.48932727
-5.56778389,0.61573881,0.00292385,0.00351021,0.10105554,0.05593696,0.22952599,0.15079304,0.00551097,0.43934161
-5.56178089,0.55224450,0.00260213,0.00325534,0.08983528,0.05065301,0.20684514,0.13400000,0.00493056,0.39468030
-5.55577789,0.49636818,0.00230654,0.00308790,0.07971362,0.04608900,0.18683108,0.11932279,0.00438257,0.35543313
-5.54977489,0.44816803,0.00203885,0.00300793,0.07070693,0.04226021,0.16955268,0.10671387,0.00386998,0.32166082
-5.54377189,0.40766270,0.00180038,0.00301555,0.06281973,0.03917847,0.15505952,0.09612257,0.00339483,0.29339528
-5.53776888,0.37483232,0.00159199,0.00311100,0.05604598,0.03685205,0.14338230,0.08749541,0.00295831,0.27064018
-5.53176588,0.34961962,0.00141419,0.00329452,0.05037036,0.03528547,0.13453321,0.08077620,0.00256078,0.25337138
-5.52576288,0.33193056,0.00126718,0.00356628,0.04576963,0.03447922,0.12850632,0.07590604,0.00220187,0.24153716
-5.51975988,0.32163428,0.00115093,0.00392616,0.04221394,0.03442945,0.12527767,0.07282302,0.00188058,0.23505794
-5.51375688,0.31856230,0.00106525,0.00437366,0.03966793,0.03512753,0.12480515,0.07146168,0.00159538,0.23382535
-5.50775388,0.32250661,0.00100980,0.00490765,0.03809171,0.03655948,0.12702796,0.07175226,0.00134432,0.23770069
-5.50175088,0.33321690,0.00098418,0.00552618,0.03744153,0.03870536,0.13186570,0.07361971,0.00112513,0.24651259
-5.49574787,0.35039682,0.00098792,0.00622626,0.03767025,0.04153858,0.13921712,0.07698246,0.00093534,0.26005414
-5.48974487,0.37369982,0.00102048,0.00700365,0.03872750,0.04502519,0.14895863,0.08175115,0.00077233,0.27807963
-5.48374187,0.40272460,0.00108129,0.00785270,0.04055969,0.04912324,0.16094270,0.08782728,0.00063346,0.30030113
-5.47773887,0.43701086,0.00116967,0.00876620,0.04310978,0.05378217,0.17499638,0.09510186,0.00051611,0.32638525
-5.47173587,0.47603584,0.00128483,0.00973525,0.04631688,0.05894244,0.19092000,0.10345436,0.00041775,0.35595060
-5.46573287,0.51921208,0.00142582,0.01074931,0.05011593,0.06453534,0.20848646,0.11275182,0.00033595,0.38856611
-5.45972986,0.56588700,0.00159148,0.01179617,0.05443720,0.07048312,0.22744120,0.12284852,0.00026849,0.42375089
-5.45372686,0.61534486,0.00178037,0.01286207,0.05920603,0.07669945,0.24750307,0.13358597,0.00021330,0.46097569
-5.44772386,0.66681133,0.00199075,0.01393196,0.06434266,0.08309027,0.26836627,0.14479375,0.00016851,0.49966652
-5.44172086,0.71946109,0.00222051,0.01498970,0.06976227,0.08955502,0.28970344,0.15629074,0.00013246,0.53921044
-5.43571786,0.77242846,0.00246713,0.01601848,0.07537532,0.09598836,0.31117005,0.16788730,0.00010370,0.57896365
-5.42971486,0.82482108,0.00272769,0.01700119,0.08108819,0.10228210,0.33240991,0.17938791,0.00008093,0.61826189
-5.42371186,0.87573634,0.00299882,0.01792093,0.08680409,0.10832765,0.35306183,0.19059462,0.00006307,0.65643288
-5.41770885,0.92428020,0.00327677,0.01876147,0.09242443,0.11401862,0.37276726,0.20131091,0.00004918,0.69281053
-5.41170585,0.96958777,0.00355741,0.01950784,0.09785033,0.11925356,0.39117861,0.21134604,0.00003848,0.72675046
-5.40570285,1.01084493,0.00383629,0.02014675,0.10298449,0.12393893,0.40796799,0.22051968,0.00003030,0.75764632
-5.39969985,1.04731022,0.00410875,0.02066716,0.10773323,0.12799181,0.42283612,0.22866658,0.00002413,0.78494625
-5.39369685,1.07833601,0.00437000,0.02106066,0.11200867,0.13134261,0.43552091,0.23564119,0.00001950,0.80816882
-5.38769385,1.10338809,0.00461523,0.02132184,0.11573091,0.13393744,0.44580544,0.24132193,0.00001607,0.82691775
-5.38169085,1.12206280,0.00483975,0.02144856,0.11883018,0.13574005,0.45352500,0.24561499,0.00001355,0.84089481
-5.37568784,1.13410091,0.00503912,0.02144214,0.12124884,0.13673332,0.45857276,0.24845747,0.00001172,0.84991019
-5.36968484,1.13939743,0.00520930,0.02130736,0.12294313,0.13692020,0.46090390,0.24981964,0.00001039,0.85388992
-5.36368184,1.13800706,0.00534675,0.02105245,0.12388452,0.13632399,0.46053789,0.24970635,0.00000942,0.85287991
-5.35767884,1.13014468,0.00544854,0.02068889,0.12406076,0.13498800,0.45755884,0.24815723,0.00000872,0.84704631
-5.35167584,1.11618091,0.00551248,0.02023109,0.12347638,0.13297452,0.45211389,0.24524605,0.00000819,0.83667217
-5.34567284,1.09663272,0.00553719,0.01969607,0.12215272,0.13036326,0.44440945,0.24107880,0.00000778,0.82215037
-5.33966983,1.07214945,0.00552211,0.01910293,0.12012744,0.12724912,0.43470576,0.23579090,0.00000744,0.80397304
-5.33366683,1.04349454,0.00546755,0.01847234,0.11745349,0.12373954,0.42330952,0.22954341,0.00000714,0.78271788
-5.32766383,1.01152387,0.00537467,0.01782594,0.11419769,0.11995143,0.41056527,0.22251851,0.00000686,0.75903177
-5.32166083,0.97716117,0.00524544,0.01718577,0.11043875,0.11600780,0.39684543,0.21491430,0.00000658,0.73361228
-5.31565783,0.94137163,0.00508256,0.01657362,0.10626509,0.11203421,0.38253969,0.20693920,0.00000629,0.70718776
-5.30965483,0.90513448,0.00488939,0.01601046,0.10177223,0.10815527,0.36804385,0.19880608,0.00000600,0.68049665
-5.30365183,0.86941562,0.00466977,0.01551589,0.09706020,0.10449102,0.35374873,0.19072636,0.00000568,0.65426680
-5.29764882,0.83514110,0.00442800,0.01510766,0.09223065,0.10115373,0.34002932,0.18290431,0.00000536,0.62919544
-5.29164582,0.80317249,0.00416859,0.01480121,0.08738423,0.09824481,0.32723476,0.17553167,0.00000502,0.60593053
-5.28564282,0.77428485,0.00389620,0.01460938,0.08261791,0.09585225,0.31567921,0.16878280,0.00000468,0.58505404
-5.27963982,0.74914794,0.00361546,0.01454211,0.07802260,0.09404842,0.30563422,0.16281060,0.00000433,0.56706771
-5.27363682,0.72831142,0.00333085,0.01460634,0.07368111,0.09288853,0.29732250,0.15774310,0.00000399,0.55238177
-5.26763382,0.71219423,0.00304661,0.01480591,0.06966637,0.09240954,0.29091357,0.15368109,0.00000366,0.54130685
-5.26163082,0.70107852,0.00276662,0.01514165,0.06604011,0.09262980,0.28652113,0.15069661,0.00000334,0.53404932
-5.25562781,0.69510821,0.00249432,0.01561148,0.06285201,0.09354918,0.28420244,0.14883244,0.00000304,0.53071013
-5.24962481,0.69429200,0.00223266,0.01621066,0.06013917,0.09514992,0.28395947,0.14810254,0.00000277,0.53128711
-5.24362181,0.69851070,0.00198411,0.01693208,0.05792611,0.09739788,0.28574183,0.14849343,0.00000254,0.53568048
-5.23761881,0.70752840,0.00175056,0.01776661,0.05622516,0.10024439,0.28945136,0.14996631,0.00000234,0.54370141
-5.23161581,0.72100699,0.00153341,0.01870353,0.05503715,0.10362850,0.29494803,0.15245997,0.00000221,0.55508302
-5.22561281,0.73852322,0.00133355,0.01973099,0.05435244,0.10747951,0.30205702,0.15589419,0.00000213,0.56949356
-5.21960980,0.75958787,0.00115142,0.02083642,0.05415220,0.11171976,0.31057652,0.16017364,0.00000214,0.58655099
-5.21360680,0.78366579,0.00098701,0.02200703,0.05440984,0.11626750,0.32028611,0.16519191,0.00000225,0.60583844
-5.20760380,0.81019628,0.00084001,0.02323023,0.05509254,0.12103980,0.33095509,0.17083570,0.00000248,0.62691984
-5.20160080,0.83861284,0.00070977,0.02449404,0.05616280,0.12595527,0.34235072,0.17698886,0.00000287,0.64935513
-5.19559780,0.86836139,0.00059541,0.02578743,0.05757997,0.13093659,0.35424569,0.18353613,0.00000345,0.67271428
-5.18959480,0.89891640,0.00049589,0.02710060,0.05930162,0.13591265,0.36642480,0.19036647,0.00000428,0.69658965
-5.18359180,0.92979409,0.00041004,0.02842518,0.06128481,0.14082033,0.37869044,0.19737585,0.00000540,0.72060622
-5.17758879,0.96056249,0.00033662,0.02975436,0.06348713,0.14560571,0.39086661,0.20446935,0.00000690,0.74442915
-5.17158579,0.99084773,0.00027436,0.03108289,0.06586749,0.15022483,0.40280151,0.21156256,0.00000886,0.76776865
-5.16558279,1.02033676,0.00022201,0.03240708,0.06838674,0.15464383,0.41436856,0.21858225,0.00001139,0.79038187
-5.15957979,1.04877640,0.00017836,0.03372461,0.07100796,0.15883862,0.42546584,0.22546631,0.00001460,0.81207197
-5.15357679,1.07596901,0.00014226,0.03503433,0.07369661,0.16279401,0.43601424,0.23216303,0.00001865,0.83268468
-5.14757379,1.10176541,0.00011265,0.03633604,0.07642050,0.16650245,0.44595428,0.23862978,0.00002370,0.85210249
-5.14157079,1.12605552,0.00008857,0.03763012,0.07914953,0.16996244,0.45524216,0.24483134,0.00002995,0.87023724
-5.13556778,1.14875750,0.00006913,0.03891728,0.08185545,0.17317672,0.46384512,0.25073779,0.00003760,0.88702152
-5.12956478,1.16980641,0.00005357,0.04019816,0.08451155,0.17615035,0.47173660,0.25632247,0.00004691,0.90239965
-5.12356178,1.18914290,0.00004122,0.04147310,0.08709235,0.17888884,0.47889156,0.26155978,0.00005812,0.91631885
-5.11755878,1.20670322,0.00003148,0.04274184,0.08957345,0.18139637,0.48528227,0.26642339,0.00007151,0.92872137
-5.11155578,1.22241087,0.00002388,0.04400331,0.09193148,0.18367438,0.49087499,0.27088466,0.00008740,0.93953805
-5.10555278,1.23617085,0.00001798,0.04525556,0.09414420,0.18572037,0.49562767,0.27491170,0.00010607,0.94868396
-5.09954977,1.24786679,0.00001344,0.04649567,0.09619085,0.18752723,0.49948903,0.27846886,0.00012785,0.95605636
-5.09354677,1.25736131,0.00000997,0.04771983,0.09805271,0.18908303,0.50239899,0.28151700,0.00015304,0.96153522
-5.08754377,1.26449964,0.00000735,0.04892351,0.09971381,0.19037121,0.50429051,0.28401432,0.00018194,0.96498641
-5.08154077,1.26911625,0.00000538,0.05010165,0.10116183,0.19137134,0.50509279,0.28591785,0.00021481,0.96626729
-5.07553777,1.27104428,0.00000390,0.05124905,0.10238917,0.19206024,0.50473563,0.28718543,0.00025189,0.96523446
-5.06953477,1.27012695,0.00000282,0.05236067,0.10339399,0.19241347,0.50315464,0.28777814,0.00029336,0.96175317
-5.06353177,1.26623053,0.00000202,0.05343213,0.10418127,0.19240706,0.50029701,0.28766301,0.00033936,0.95570784
-5.05752876,1.25925771,0.00000143,0.05446012,0.10476384,0.19201942,0.49612756,0.28681579,0.00038994,0.94701301
-5.05152576,1.24916076,0.00000101,0.05544282,0.10516308,0.19123323,0.49063446,0.28522374,0.00044508,0.93562394
-5.04552276,1.23595342,0.00000071,0.05638030,0.10540950,0.19003733,0.48383442,0.28288804,0.00050466,0.92154629
-5.03951976,1.21972080,0.00000049,0.05727486,0.10554292,0.18842825,0.47577695,0.27982588,0.00056846,0.90484408
-5.03351676,1.20062637,0.00000034,0.05813123,0.10561220,0.18641156,0.46654721,0.27607197,0.00063617,0.88564545
-5.02751376,1.17891575,0.00000023,0.05895665,0.10567464,0.18400279,0.45626739,0.27167928,0.00070736,0.86414571
-5.02151076,1.15491656,0.00000016,0.05976089,0.10579477,0.18122780,0.44509638,0.26671913,0.00078151,0.84060738
-5.01550775,1.12903433,0.00000011,0.06055597,0.10604282,0.17812272,0.43322751,0.26128033,0.00085801,0.81535706
-5.00950475,1.10174437,0.00000007,0.06135584,0.10649257,0.17473336,0.42088462,0.25546756,0.00093613,0.78877920
-5.00350175,1.07357993,0.00000005,0.06217586,0.10721896,0.17111407,0.40831634,0.24939898,0.00101511,0.76130681
-4.99749875,1.04511679,0.00000003,0.06303205,0.10829525,0.16732615,0.39578887,0.24320302,0.00109409,0.73340967
-4.99149575,1.01695525,0.00000002,0.06394037,0.10979002,0.16343588,0.38357753,0.23701468,0.00117221,0.70558024
-4.98549275,0.98969989,0.00000002,0.06491575,0.11176399,0.15951223,0.37195745,0.23097129,0.00124854,0.67831809
-4.97948974,0.96393823,0.00000001,0.06597115,0.11426688,0.15562430,0.36119374,0.22520803,0.00132220,0.65211341
-4.97348674,0.94021900,0.00000001,0.06711656,0.11733446,0.15183880,0.35153153,0.21985325,0.00139230,0.62743020
-4.96748374,0.91903117,0.00000001,0.06835808,0.12098578,0.14821743,0.34318645,0.21502392,0.00145800,0.60469010
-4.96148074,0.90078447,0.00000001,0.06969708,0.12522096,0.14481445,0.33633587,0.21082136,0.00151854,0.58425733
-4.95547774,0.88579247,0.00000001,0.07112947,0.13001943,0.14167459,0.33111125,0.20732731,0.00157323,0.56642545
-4.94947474,0.87425893,0.00000002,0.07264523,0.13533901,0.13883123,0.32759210,0.20460072,0.00162147,0.55140665
-4.94347174,0.86626800,0.00000003,0.07422816,0.14111561,0.13630512,0.32580177,0.20267520,0.00166279,0.53932374
-4.93746873,0.86177898,0.00000004,0.07585592,0.14726392,0.13410359,0.32570519,0.20155739,0.00169685,0.53020549
-4.93146573,0.86062571,0.00000006,0.07750039,0.15367890,0.13222036,0.32720887,0.20122626,0.00172344,0.52398528
-4.92546273,0.86252089,0.00000008,0.07912834,0.16023824,0.13063597,0.33016305,0.20163339,0.00174248,0.52050330
-4.91945973,0.86706525,0.00000012,0.08070241,0.16680559,0.12931875,0.33436606,0.20270428,0.00175407,0.51951209
-4.91345673,0.87376114,0.00000017,0.08218249,0.17323460,0.12822644,0.33957061,0.20434068,0.00175847,0.52068524
-4.90745373,0.88203021,0.00000023,0.08352722,0.17937363,0.12730826,0.34549194,0.20642376,0.00175607,0.52362905
-4.90145073,0.89123457,0.00000033,0.08469583,0.18507087,0.12650744,0.35181734,0.20881817,0.00174749,0.52789637
-4.89544772,0.90070037,0.00000046,0.08565011,0.19017986,0.12576406,0.35821687,0.21137670,0.00173348,0.53300242
-4.88944472,0.90974330,0.00000063,0.08635642,0.19456506,0.12501817,0.36435468,0.21394554,0.00171501,0.53844169
-4.88344172,0.91769460,0.00000087,0.08678775,0.19810734,0.12421292,0.36990050,0.21636977,0.00169325,0.54370547
-4.87743872,0.92392693,0.00000120,0.08692571,0.20070920,0.12329778,0.37454103,0.21849899,0.00166959,0.54829914
-4.87143572,0.92787878,0.00000163,0.08676233,0.20229937,0.12223149,0.37799048,0.22019293,0.00164562,0.55175867
-4.86543272,0.92907677,0.00000220,0.08630164,0.20283689,0.12098480,0.38000016,0.22132660,0.00162320,0.55366570
-4.85942971,0.92715470,0.00000295,0.08556095,0.20231419,0.11954278,0.38036645,0.22179505,0.00160442,0.55366063
-4.85342671,0.92186885,0.00000393,0.08457177,0.20075941,0.11790670,0.37893719,0.22151738,0.00159161,0.55145322
-4.84742371,0.91310886,0.00000521,0.08338031,0.19823757,0.11609529,0.37561597,0.22043989,0.00158738,0.54683043
-4.84142071,0.90090392,0.00000686,0.08204758,0.19485085,0.11414540,0.37036443,0.21853828,0.00159457,0.53966126
-4.83541771,0.88542395,0.00000897,0.08064903,0.19073780,0.11211199,0.36320242,0.21581877,0.00161627,0.52989854
-4.82941471,0.86697595,0.00001165,0.07927375,0.18607165,0.11006750,0.35420617,0.21231808,0.00165576,0.51757756
-4.82341171,0.84599570,0.00001504,0.07802325,0.18105774,0.10810053,0.34350452,0.20810244,0.00171648,0.50281201
-4.81740870,0.82303508,0.00001929,0.07700981,0.17593028,0.10631388,0.33127355,0.20326536,0.00180201,0.48578722
-4.81140570,0.79874572,0.00002457,0.07635452,0.17094838,0.10482205,0.31772985,0.19792457,0.00191595,0.46675132
-4.80540270,0.77385949,0.00003108,0.07618491,0.16639171,0.10374825,0.30312273,0.19221810,0.00206187,0.44600463
-4.79939970,0.74916658,0.00003906,0.07663239,0.16255564,0.10322093,0.28772577,0.18629955,0.00224321,0.42388783
-4.79339670,0.72549198,0.00004877,0.07782935,0.15974612,0.10337002,0.27182799,0.18033300,0.00246314,0.40076951
-4.78739370,0.70367103,0.00006047,0.07990614,0.15827438,0.10432295,0.25572514,0.17448747,0.00272447,0.37703347
-4.78139070,0.68452493,0.00007448,0.08298791,0.15845132,0.10620050,0.23971115,0.16893127,0.00302946,0.35306639
-4.77538769,0.66883674,0.00009112,0.08719127,0.16058183,0.10911267,0.22407034,0.16382648,0.00337977,0.32924623
-4.76938469,0.65732870,0.00011072,0.09262102,0.16495886,0.11315462,0.20907027,0.15932354,0.00377624,0.30593177
-4.76338169,0.65064123,0.00013362,0.09936686,0.17185741,0.11840286,0.19495566,0.15555642,0.00421878,0.28345353
-4.75737869,0.64931432,0.00016016,0.10750014,0.18152824,0.12491172,0.18194334,0.15263826,0.00470629,0.26210631
-4.75137569,0.65377153,0.00019066,0.11707082,0.19419153,0.13271030,0.17021826,0.15065780,0.00523654,0.24214346
-4.74537269,0.66430701,0.00022541,0.12810465,0.21003038,0.14179991,0.15993067,0.14967654,0.00580607,0.22377292
-4.73936968,0.68107580,0.00026468,0.14060071,0.22918430,0.15215225,0.15119435,0.14972690,0.00641023,0.20715497
-4.73336668,0.70408760,0.00030866,0.15452931,0.25174278,0.16370818,0.14408581,0.15081127,0.00704312,0.19240162
-4.72736368,0.73320411,0.00035746,0.16983047,0.27773928,0.17637747,0.13864442,0.15290202,0.00769769,0.17957744
-4.72136068,0.76814006,0.00041113,0.18641306,0.30714559,0.19003926,0.13487332,0.15594249,0.00836579,0.16870177
-4.71535768,0.80846794,0.00046961,0.20415458,0.33986716,0.20454360,0.13274110,0.15984890,0.00903839,0.15975195
-4.70935468,0.85362640,0.00053269,0.22290189,0.37573953,0.21971374,0.13218398,0.16451304,0.00970568,0.15266743
-4.70335168,0.90293219,0.00060008,0.24247275,0.41452629,0.23534948,0.13310861,0.16980586,0.01035740,0.14735459
-4.69734867,0.95559551,0.00067133,0.26265839,0.45591886,0.25123130,0.13539520,0.17558152,0.01098302,0.14369202
-4.69134567,1.01073848,0.00074584,0.28322695,0.49953844,0.26712527,0.13890115,0.18168212,0.01157209,0.14153602
-4.68534267,1.06741645,0.00082291,0.30392803,0.54494035,0.28278870,0.14346485,0.18794269,0.01211455,0.14072628
-4.67933967,1.12464160,0.00090168,0.32449799,0.59162097,0.29797621,0.14890980,0.19419646,0.01260099,0.14109149
-4.67333667,1.18140838,0.00098118,0.34466615,0.63902730,0.31244623,0.15504897,0.20028008,0.01302303,0.14245475
-4.66733367,1.23672009,0.00106037,0.36416155,0.68656901,0.32596758,0.16168917,0.20603885,0.01337350,0.14463873
-4.66133067,1.28961592,0.00113811,0.38272022,0.73363285,0.33832602,0.16863560,0.21133151,0.01364676,0.14747049
-4.65532766,1.33919759,0.00121322,0.40009264,0.77959899,0.34933045,0.17569635,0.21603469,0.01383887,0.15078571
-4.64932466,1.38465472,0.00128454,0.41605109,0.82385872,0.35881865,0.18268675,0.22004672,0.01394769,0.15443256
-4.64332166,1.42528809,0.00135091,0.43039677,0.86583290,0.36666217,0.18943361,0.22329074,0.01397301,0.15827485
