energy_ev,total_up,Ag_p_up,Ag_d_up,B_p_up,B_d_up,S_s_up,S_p_up
-5.77788894,4.69831419,0.73744802,3.83402081,0.57990514,0.00000000,0.01860671,0.10049170
-5.77188594,4.81573283,0.75179558,3.93184165,0.59071382,0.00000000,0.01964151,0.10478351
-5.76588294,4.92688349,0.76461392,4.02452070,0.60042461,0.00000000,0.02067851,0.10929352
-5.75987994,5.03097010,0.77581809,4.11140235,0.60897010,0.00000000,0.02170948,0.11398795
-5.75387694,5.12721582,0.78533812,4.19184110,0.61629275,0.00000000,0.02272584,0.11882995
-5.74787394,5.21487613,0.79311975,4.26521285,0.62234556,0.00000000,0.02371883,0.12378023
-5.74187094,5.29325342,0.79912500,4.33092754,0.62709254,0.00000000,0.02467970,0.12879782
-5.73586793,5.36171275,0.80333232,4.38844319,0.63050903,0.00000000,0.02559992,0.13384116
-5.72986493,5.41969842,0.80573650,4.43728063,0.63258184,0.00000000,0.02647135,0.13886921
-5.72386193,5.46675078,0.80634827,4.47703879,0.63330925,0.00000000,0.02728648,0.14384278
-5.71785893,5.50252276,0.80519366,4.50740991,0.63270093,0.00000000,0.02803862,0.14872571
-5.71185593,5.52679561,0.80231314,4.52819417,0.63077777,0.00000000,0.02872209,0.15348604
-5.70585293,5.53949316,0.79776070,4.53931317,0.62757163,0.00000000,0.02933233,0.15809700
-5.69984992,5.54069401,0.79160279,4.54082173,0.62312522,0.00000000,0.02986603,0.16253779
-5.69384692,5.53064108,0.78391727,4.53291728,0.61749189,0.00000000,0.03032124,0.16679405
-5.68784392,5.50974778,0.77479246,4.51594635,0.61073561,0.00000000,0.03069733,0.17085801
-5.68184092,5.47860046,0.76432618,4.49040764,0.60293087,0.00000000,0.03099503,0.17472830
-5.67583792,5.43795634,0.75262494,4.45695103,0.59416275,0.00000000,0.03121631,0.17840946
-5.66983492,5.38873684,0.73980314,4.41637230,0.58452690,0.00000000,0.03136430,0.18191104
-5.66383192,5.33201574,0.72598246,4.36960322,0.57412949,0.00000000,0.03144312,0.18524647
-5.65782891,5.26900232,0.71129104,4.31769686,0.56308708,0.00000000,0.03145768,0.18843173
-5.65182591,5.20101932,0.69586286,4.26180826,0.55152622,0.00000000,0.03141349,0.19148373
-5.64582291,5.12947620,0.67983680,4.20317072,0.53958278,0.00000000,0.03131638,0.19441875
-5.63981991,5.05583809,0.66335564,4.14306812,0.52740097,0.00000000,0.03117230,0.19725082
-5.63381691,4.98159131,0.64656479,4.08280410,0.51513185,0.00000000,0.03098707,0.19999013
-5.62781391,4.90820632,0.62961082,4.02366892,0.50293147,0.00000000,0.03076613,0.20264172
-5.62181091,4.83709935,0.61263956,3.96690509,0.49095846,0.00000000,0.03051437,0.20520435
-5.61580790,4.76959410,0.59579411,3.91367303,0.47937116,0.00000000,0.03023597,0.20766973
-5.60980490,4.70688474,0.57921249,3.86501799,0.46832444,0.00000000,0.02993420,0.21002206
-5.60380190,4.65000197,0.56302512,3.82183969,0.45796604,0.00000000,0.02961145,0.21223803
-5.59779890,4.59978324,0.54735226,3.78486569,0.44843281,0.00000000,0.02926911,0.21428724
-5.59179590,4.55684866,0.53230143,3.75462993,0.43984683,0.00000000,0.02890760,0.21613291
-5.58579290,4.52158352,0.51796491,3.73145724,0.43231158,0.00000000,0.02852649,0.21773315
-5.57978989,4.49412833,0.50441754,3.71545444,0.42590837,0.00000000,0.02812453,0.21904237
-5.57378689,4.47437683,0.49171482,3.70650868,0.42069321,0.00000000,0.02769987,0.22001310
-5.56778389,4.46198203,0.47989154,3.70429295,0.41669413,0.00000000,0.02725021,0.22059785
-5.56178089,4.45637017,0.46896085,3.70827854,0.41390926,0.00000000,0.02677299,0.22075122
-5.55577789,4.45676197,0.45891401,3.71775399,0.41230574,0.00000000,0.02626564,0.22043184
-5.54977489,4.46220013,0.44972075,3.73184959,0.41181940,0.00000000,0.02572578,0.21960434
-5.54377189,4.47158206,0.44133027,3.74956650,0.41235551,0.00000000,0.02515142,0.21824107
-5.53776888,4.48369642,0.43367288,3.76980917,0.41379034,0.00000000,0.02454118,0.21632355
-5.53176588,4.49726195,0.42666214,3.79141977,0.41597373,0.00000000,0.02389443,0.21384363
-5.52576288,4.51096703,0.42019761,3.81321327,0.41873248,0.00000000,0.02321144,0.21080421
-5.51975988,4.52350871,0.41416791,3.83401199,0.42187449,0.00000000,0.02249345,0.20721961
-5.51375688,4.53362961,0.40845409,3.85267827,0.42519355,0.00000000,0.02174272,0.20311541
-5.50775388,4.54015179,0.40293322,3.86814446,0.42847467,0.00000000,0.02096253,0.19852802
-5.50175088,4.54200653,0.39748199,3.87943933,0.43149967,0.00000000,0.02015715,0.19350372
-5.49574787,4.53825946,0.39198030,3.88571036,0.43405302,0.00000000,0.01933174,0.18809745
-5.48974487,4.52813062,0.38631464,3.88624162,0.43592761,0.00000000,0.01849223,0.18237127
-5.48374187,4.51100932,0.38038125,3.88046712,0.43693031,0.00000000,0.01764515,0.17639264
-5.47773887,4.48646392,0.37408888,3.86797967,0.43688727,0.00000000,0.01679751,0.17023249
-5.47173587,4.45424667,0.36736115,3.84853554,0.43564851,0.00000000,0.01595656,0.16396338
-5.46573287,4.41429419,0.36013842,3.82205519,0.43309200,0.00000000,0.01512964,0.15765752
-5.45972986,4.36672380,0.35237913,3.78862054,0.42912684,0.00000000,0.01432397,0.15138503
-5.45372686,4.31182650,0.34406063,3.74846915,0.42369551,0.00000000,0.01354647,0.14521227
-5.44772386,4.25005677,0.33517939,3.70198571,0.41677520,0.00000000,0.01280366,0.13920045
-5.44172086,4.18201991,0.32575078,3.64969132,0.40837807,0.00000000,0.01210144,0.13340450
-5.43571786,4.10845716,0.31580822,3.59223070,0.39855047,0.00000000,0.01144510,0.12787225
-5.42971486,4.03022891,0.30540197,3.53035773,0.38737119,0.00000000,0.01083915,0.12264384
-5.42371186,3.94829640,0.29459745,3.46491947,0.37494877,0.00000000,0.01028734,0.11775154
-5.41770885,3.86370188,0.28347318,3.39683879,0.36141791,0.00000000,0.00979262,0.11321978
-5.41170585,3.77754762,0.27211852,3.32709575,0.34693526,0.00000000,0.00935716,0.10906548
-5.40570285,3.69097378,0.26063111,3.25670788,0.33167460,0.00000000,0.00898238,0.10529851
-5.39969985,3.60513531,0.24911419,3.18670942,0.31582165,0.00000000,0.00866902,0.10192236
-5.39369685,3.52117813,0.23767389,3.11812981,0.29956866,0.00000000,0.00841716,0.09893494
-5.38769385,3.44021484,0.22641647,3.05197159,0.28310909,0.00000000,0.00822627,0.09632929
-5.38169085,3.36330022,0.21544566,2.98918810,0.26663233,0.00000000,0.00809533,0.09409443
-5.37568784,3.29140707,0.20486014,2.93066125,0.25031891,0.00000000,0.00802282,0.09221600
-5.36968484,3.22540274,0.19475113,2.87718007,0.23433611,0.00000000,0.00800676,0.09067689
-5.36368184,3.16602705,0.18520033,2.82942028,0.21883430,0.00000000,0.00804477,0.08945770
-5.35767884,3.11387219,0.17627804,2.78792580,0.20394394,0.00000000,0.00813403,0.08853709
-5.35167584,3.06936527,0.16804161,2.75309253,0.18977347,0.00000000,0.00827133,0.08789192
-5.34567284,3.03275417,0.16053424,2.72515526,0.17640791,0.00000000,0.00845299,0.08749736
-5.33966983,3.00409743,0.15378418,2.70417813,0.16390848,0.00000000,0.00867489,0.08732683
-5.33366683,2.98325859,0.14780423,2.69004924,0.15231277,0.00000000,0.00893243,0.08735197
-5.32766383,2.96990565,0.14259169,2.68247982,0.14163587,0.00000000,0.00922051,0.08754254
-5.32166083,2.96351579,0.13812871,2.68100818,0.13187199,0.00000000,0.00953352,0.08786643
-5.31565783,2.96338564,0.13438302,2.68500869,0.12299667,0.00000000,0.00986539,0.08828970
-5.30965483,2.96864699,0.13130908,2.69370560,0.11496938,0.00000000,0.01020956,0.08877683
-5.30365183,2.97828782,0.12884954,2.70619168,0.10773639,0.00000000,0.01055911,0.08929112
-5.29764882,2.99117806,0.12693711,2.72145107,0.10123384,0.00000000,0.01090681,0.08979529
-5.29164582,3.00609963,0.12549669,2.73838594,0.09539079,0.00000000,0.01124524,0.09025221
-5.28564282,3.02177985,0.12444774,2.75584629,0.09013219,0.00000000,0.01156697,0.09062594
-5.27963982,3.03692735,0.12370681,2.77266185,0.08538169,0.00000000,0.01186474,0.09088279
-5.27363682,3.05026932,0.12319023,2.78767540,0.08106420,0.00000000,0.01213159,0.09099254
-5.26763382,3.06058914,0.12281677,2.79977636,0.07710803,0.00000000,0.01236114,0.09092972
-5.26163082,3.06676298,0.12251022,2.80793372,0.07344679,0.00000000,0.01254775,0.09067478
-5.25562781,3.06779440,0.12220182,2.81122725,0.07002081,0.00000000,0.01268670,0.09021525
-5.24962481,3.06284572,0.12183246,2.80887599,0.06677812,0.00000000,0.01277443,0.08954666
-5.24362181,3.05126519,0.12135452,2.80026323,0.06367516,0.00000000,0.01280861,0.08867324
-5.23761881,3.03260891,0.12073328,2.78495699,0.06067699,0.00000000,0.01278830,0.08760831
-5.23161581,3.00665695,0.11994797,2.76272547,0.05775726,0.00000000,0.01271402,0.08637434
-5.22561281,2.97342284,0.11899217,2.73354683,0.05489782,0.00000000,0.01258769,0.08500262
-5.21960980,2.93315625,0.11787387,2.69761296,0.05208815,0.00000000,0.01241269,0.08353260
-5.21360680,2.88633859,0.11661486,2.65532705,0.04932453,0.00000000,0.01219369,0.08201085
-5.20760380,2.83367164,0.11524976,2.60729487,0.04660917,0.00000000,0.01193657,0.08048969
-5.20160080,2.77605945,0.11382457,2.55431009,0.04394918,0.00000000,0.01164818,0.07902565
-5.19559780,2.71458421,0.11239486,2.49733390,0.04135552,0.00000000,0.01133616,0.07767762
-5.18959480,2.65047658,0.11102371,2.43746958,0.03884197,0.00000000,0.01100868,0.07650503
-5.18359180,2.58508173,0.10977945,2.37593283,0.03642414,0.00000000,0.01067417,0.07556592
-5.17758879,2.51982194,0.10873333,2.31401866,0.03411854,0.00000000,0.01034106,0.07491517
-5.17158579,2.45615726,0.10795723,2.25306612,0.03194176,0.00000000,0.01001755,0.07460291
-5.16558279,2.39554537,0.10752151,2.19442178,0.02990974,0.00000000,0.00971134,0.07467311
-5.15957979,2.33940217,0.10749300,2.13940344,0.02803717,0.00000000,0.00942943,0.07516257
-5.15357679,2.28906431,0.10793339,2.08926513,0.02633699,0.00000000,0.00917799,0.07610027
-5.14757379,2.24575509,0.10889788,2.04516464,0.02482010,0.00000000,0.00896218,0.07750708
-5.14157079,2.21055471,0.11043422,2.00813465,0.02349503,0.00000000,0.00878614,0.07939589
-5.13556778,2.18437585,0.11258210,1.97905841,0.02236784,0.00000000,0.00865291,0.08177208
-5.12956478,2.16794534,0.11537299,1.95865075,0.02144210,0.00000000,0.00856450,0.08463441
-5.12356178,2.16179219,0.11883015,1.94744477,0.02071887,0.00000000,0.00852191,0.08797601
-5.11755878,2.16624230,0.12296905,1.94578470,0.02019682,0.00000000,0.00852527,0.09178569
-5.11155578,2.18141947,0.12779782,1.95382468,0.01987239,0.00000000,0.00857392,0.09604922
-5.10555278,2.20725248,0.13331795,1.97153343,0.01973992,0.00000000,0.00866659,0.10075064
-5.09954977,2.24348739,0.13952490,1.99870408,0.01979192,0.00000000,0.00880152,0.10587341
-5.09354677,2.28970423,0.14640867,2.03496865,0.02001917,0.00000000,0.00897661,0.11140130
-5.08754377,2.34533712,0.15395425,2.07981607,0.02041103,0.00000000,0.00918957,0.11731906
-5.08154077,2.40969644,0.16214189,2.13261306,0.02095556,0.00000000,0.00943797,0.12361264
-5.07553777,2.48199229,0.17094711,2.19262649,0.02163973,0.00000000,0.00971939,0.13026909
-5.06953477,2.56135781,0.18034055,2.25904639,0.02244956,0.00000000,0.01003140,0.13727598
-5.06353177,2.64687152,0.19028757,2.33100863,0.02337030,0.00000000,0.01037163,0.14462056
-5.05752876,2.73757797,0.20074775,2.40761626,0.02438654,0.00000000,0.01073773,0.15228852
-5.05152576,2.83250587,0.21167423,2.48795895,0.02548235,0.00000000,0.01112732,0.16026267
-5.04552276,2.93068352,0.22301316,2.57112989,0.02664140,0.00000000,0.01153796,0.16852136
-5.03951976,3.03115117,0.23470317,2.65623989,0.02784711,0.00000000,0.01196707,0.17703708
-5.03351676,3.13297065,0.24667508,2.74242855,0.02908279,0.00000000,0.01241183,0.18577512
-5.02751376,3.23523228,0.25885185,2.82887251,0.03033178,0.00000000,0.01286915,0.19469254
-5.02151076,3.33705964,0.27114896,2.91479114,0.03157766,0.00000000,0.01333563,0.20373753
-5.01550775,3.43761272,0.28347513,2.99945001,0.03280441,0.00000000,0.01380749,0.21284929
-5.00950475,3.53609001,0.29573354,3.08216268,0.03399665,0.00000000,0.01428059,0.22195836
-5.00350175,3.63173025,0.30782338,3.16229127,0.03513986,0.00000000,0.01475051,0.23098761
-4.99749875,3.72381432,0.31964187,3.23924662,0.03622058,0.00000000,0.01521255,0.23985367
-4.99149575,3.81166780,0.33108649,3.31248830,0.03722668,0.00000000,0.01566189,0.24846891
-4.98549275,3.89466458,0.34205740,3.38152522,0.03814748,0.00000000,0.01609369,0.25674376
-4.97948974,3.97223167,0.35245997,3.44591698,0.03897401,0.00000000,0.01650326,0.26458931
-4.97348674,4.04385518,0.36220715,3.50527625,0.03969908,0.00000000,0.01688619,0.27191998
-4.96748374,4.10908751,0.37122164,3.55927235,0.04031738,0.00000000,0.01723853,0.27865621
-4.96148074,4.16755514,0.37943778,3.60763576,0.04082548,0.00000000,0.01755694,0.28472691
-4.95547774,4.21896688,0.38680282,3.65016336,0.04122182,0.00000000,0.01783881,0.29007156
-4.94947474,4.26312176,0.39327783,3.68672419,0.04150659,0.00000000,0.01808236,0.29464187
-4.94347174,4.29991612,0.39883788,3.71726492,0.04168158,0.00000000,0.01828672,0.29840292
-4.93746873,4.32934930,0.40347178,3.74181489,0.04174998,0.00000000,0.01845193,0.30133360
-4.93146573,4.35152718,0.40718119,3.76048984,0.04171611,0.00000000,0.01857890,0.30342659
-4.92546273,4.36666340,0.40997932,3.77349401,0.04158519,0.00000000,0.01866938,0.30468765
-4.91945973,4.37507768,0.41188929,3.78112015,0.04136310,0.00000000,0.01872584,0.30513448
-4.91345673,4.37719125,0.41294227,3.78374713,0.04105607,0.00000000,0.01875132,0.30479513
-4.90745373,4.37351929,0.41317558,3.78183492,0.04067052,0.00000000,0.01874930,0.30370619
-4.90145073,4.36466076,0.41263087,3.77591717,0.04021287,0.00000000,0.01872348,0.30191078
-4.89544772,4.35128593,0.41135251,3.76659138,0.03968945,0.00000000,0.01867763,0.29945662
-4.88944472,4.33412216,0.40938629,3.75450723,0.03910640,0.00000000,0.01861545,0.29639418
-4.88344172,4.31393872,0.40677863,3.74035342,0.03846973,0.00000000,0.01854034,0.29277505
-4.87743872,4.29153129,0.40357606,3.72484388,0.03778540,0.00000000,0.01845538,0.28865068
-4.87143572,4.26770703,0.39982535,3.70870385,0.03705938,0.00000000,0.01836314,0.28407146
-4.86543272,4.24327082,0.39557384,3.69265672,0.03629790,0.00000000,0.01826572,0.27908622
-4.85942971,4.21901337,0.39087026,3.67741211,0.03550755,0.00000000,0.01816466,0.27374203
-4.85342671,4.19570165,0.38576562,3.66365590,0.03469554,0.00000000,0.01806101,0.26808440
-4.84742371,4.17407185,0.38031432,3.65204258,0.03386980,0.00000000,0.01795534,0.26215763
-4.84142071,4.15482500,0.37457505,3.64318993,0.03303916,0.00000000,0.01784787,0.25600541
-4.83541771,4.13862498,0.36861160,3.63767631,0.03221345,0.00000000,0.01773853,0.24967141
-4.82941471,4.12609859,0.36249331,3.63604004,0.03140346,0.00000000,0.01762705,0.24319983
-4.82341171,4.11783707,0.35629508,3.63878058,0.03062095,0.00000000,0.01751313,0.23663583
-4.81740870,4.11439824,0.35009690,3.64636079,0.02987854,0.00000000,0.01739647,0.23002578
-4.81140570,4.11630863,0.34398290,3.65920965,0.02918948,0.00000000,0.01727689,0.22341721
-4.80540270,4.12406461,0.33803979,3.67772441,0.02856743,0.00000000,0.01715441,0.21685849
-4.79939970,4.13813178,0.33235495,3.70227163,0.02802617,0.00000000,0.01702925,0.21039832
-4.79339670,4.15894209,0.32701408,3.73318622,0.02757922,0.00000000,0.01690189,0.20408484
-4.78739370,4.18688801,0.32209861,3.77076797,0.02723952,0.00000000,0.01677304,0.19796468
-4.78139070,4.22231377,0.31768301,3.81527525,0.02701902,0.00000000,0.01664363,0.19208182
-4.77538769,4.26550359,0.31383212,3.86691573,0.02692837,0.00000000,0.01651477,0.18647644
-4.76938469,4.31666720,0.31059868,3.92583431,0.02697652,0.00000000,0.01638768,0.18118377
-4.76338169,4.37592343,0.30802122,3.99209879,0.02717047,0.00000000,0.01626366,0.17623312
-4.75737869,4.44328253,0.30612233,4.06568383,0.02751499,0.00000000,0.01614403,0.17164709
-4.75137569,4.51862836,0.30490762,4.14645427,0.02801244,0.00000000,0.01603004,0.16744099
-4.74537269,4.60170167,0.30436523,4.23414896,0.02866261,0.00000000,0.01592287,0.16362261
-4.73936968,4.69208556,0.30446600,4.32836606,0.02946264,0.00000000,0.01582358,0.16019224
-4.73336668,4.78919451,0.30516434,4.42855130,0.03040700,0.00000000,0.01573310,0.15714304
-4.72736368,4.89226796,0.30639970,4.53399024,0.03148754,0.00000000,0.01565221,0.15446166
-4.72136068,5.00036943,0.30809859,4.64380547,0.03269356,0.00000000,0.01558155,0.15212908
-4.71535768,5.11239199,0.31017706,4.75695979,0.03401194,0.00000000,0.01552168,0.15012165
-4.70935468,5.22707037,0.31254344,4.87226572,0.03542733,0.00000000,0.01547303,0.14841225
-4.70335168,5.34299997,0.31510138,4.98840181,0.03692239,0.00000000,0.01543600,0.14697145
-4.69734867,5.45866254,0.31775283,5.10393553,0.03847803,0.00000000,0.01541095,0.14576871
-4.69134567,5.57245802,0.32040106,5.21735247,0.04007373,0.00000000,0.01539822,0.14477343
-4.68534267,5.68274177,0.32295338,5.32709115,0.04168784,0.00000000,0.01539817,0.14395589
-4.67933967,5.78786606,0.32532368,5.43158235,0.04329797,0.00000000,0.01541117,0.14328803
-4.67333667,5.88622451,0.32743448,5.52929183,0.04488137,0.00000000,0.01543762,0.14274401
-4.66733367,5.97629799,0.32921866,5.61876488,0.04641535,0.00000000,0.01547793,0.14230056
-4.66133067,6.05670037,0.33062070,5.69867106,0.04787768,0.00000000,0.01553252,0.14193714
-4.65532766,6.12622224,0.33159747,5.76784751,0.04924705,0.00000000,0.01560182,0.14163590
-4.64932466,6.18387124,0.33211857,5.82533891,0.05050348,0.00000000,0.01568622,0.14138152
-4.64332166,6.22890689,0.33216633,5.87043259,0.05162878,0.00000000,0.01578609,0.14116092
-4.63731866,6.26086882,0.33173543,5.90268701,0.05260690,0.00000000,0.01590179,0.14096287
-4.63131566,6.27959671,0.33083223,5.92195228,0.05342431,0.00000000,0.01603365,0.14077760
-4.62531266,6.28524111,0.32947393,5.92838163,0.05407034,0.00000000,0.01618200,0.14059643
-4.61930965,6.27826416,0.32768744,5.92243285,0.05453736,0.00000000,0.01634722,0.14041141
-4.61330665,6.25942987,0.32550829,5.90485940,0.05482101,0.00000000,0.01652976,0.14021501
-4.60730365,6.22978390,0.32297929,5.87669088,0.05492026,0.00000000,0.01673018,0.13999996
-4.60130065,6.19062314,0.32014921,5.83920352,0.05483742,0.00000000,0.01694926,0.13975908
-4.59529765,6.14345599,0.31707141,5.79388119,0.05457803,0.00000000,0.01718797,0.13948526
-4.58929465,6.08995440,0.31380239,5.74236833,0.05415067,0.00000000,0.01744762,0.13917149
-4.58329165,6.03189948,0.31040029,5.68641642,0.05356670,0.00000000,0.01772981,0.13881089
-4.57728864,5.97112235,0.30692336,5.62782584,0.05283988,0.00000000,0.01803649,0.13839685
-4.57128564,5.90944270,0.30342838,5.56838545,0.05198597,0.00000000,0.01836994,0.13792311
-4.56528264,5.84860733,0.29996901,5.50981227,0.05102220,0.00000000,0.01873277,0.13738382
-4.55927964,5.79023117,0.29659415,5.45369382,0.04996683,0.00000000,0.01912779,0.13677362
-4.55327664,5.73574343,0.29334625,5.40143545,0.04883857,0.00000000,0.01955798,0.13608759
-4.54727364,5.68634099,0.29025974,5.35421521,0.04765603,0.00000000,0.02002632,0.13532124
-4.54127064,5.64295139,0.28735957,5.31294799,0.04643731,0.00000000,0.02053563,0.13447038
-4.53526763,5.60620700,0.28465990,5.27826095,0.04519945,0.00000000,0.02108842,0.13353100
-4.52926463,5.57643172,0.28216309,5.25048123,0.04395805,0.00000000,0.02168667,0.13249907
-4.52326163,5.55364097,0.27985909,5.22963660,0.04272700,0.00000000,0.02233164,0.13137045
-4.51725863,5.53755507,0.27772520,5.21546926,0.04151817,0.00000000,0.02302369,0.13014076
-4.51125563,5.52762564,0.27572640,5.20746215,0.04034129,0.00000000,0.02376208,0.12880527
-4.50525263,5.52307377,0.27381614,5.20487661,0.03920390,0.00000000,0.02454487,0.12735899
-4.49924962,5.52293836,0.27193780,5.20679963,0.03811138,0.00000000,0.02536878,0.12579673
-4.49324662,5.52613244,0.27002658,5.21219867,0.03706705,0.00000000,0.02622919,0.12411337
-4.48724362,5.53150474,0.26801204,5.21998118,0.03607244,0.00000000,0.02712014,0.12230415
-4.48124062,5.53790363,0.26582090,5.22905609,0.03512745,0.00000000,0.02803440,0.12036518
-4.47523762,5.54424030,0.26338030,5.23839427,0.03423077,0.00000000,0.02896367,0.11829390
-4.46923462,5.54954814,0.26062110,5.24708489,0.03338015,0.00000000,0.02989875,0.11608975
-4.46323162,5.55303527,0.25748131,5.25438491,0.03257278,0.00000000,0.03082986,0.11375474
-4.45722861,5.55412767,0.25390932,5.25975929,0.03180564,0.00000000,0.03174699,0.11129409
-4.45122561,5.55250070,0.24986678,5.26290968,0.03107580,0.00000000,0.03264024,0.10871685
-4.44522261,5.54809748,0.24533110,5.26379045,0.03038074,0.00000000,0.03350027,0.10603636
-4.43921961,5.54113309,0.24029730,5.26261097,0.02971855,0.00000000,0.03431866,0.10327065
-4.43321661,5.53208450,0.23477912,5.25982414,0.02908807,0.00000000,0.03508839,0.10044267
-4.42721361,5.52166663,0.22880946,5.25610190,0.02848905,0.00000000,0.03580412,0.09758037
-4.42121061,5.51079588,0.22243992,5.25229871,0.02792211,0.00000000,0.03646261,0.09471654
-4.41520760,5.50054293,0.21573961,5.24940512,0.02738874,0.00000000,0.03706291,0.09188852
-4.40920460,5.49207724,0.20879320,5.24849374,0.02689114,0.00000000,0.03760656,0.08913762
-4.40320160,5.48660599,0.20169833,5.25066028,0.02643212,0.00000000,0.03809771,0.08650849
-4.39719860,5.48531061,0.19456249,5.25696276,0.02601485,0.00000000,0.03854306,0.08404819
-4.39119560,5.48928395,0.18749944,5.26836183,0.02564264,0.00000000,0.03895175,0.08180521
-4.38519260,5.49947123,0.18062550,5.28566522,0.02531872,0.00000000,0.03933517,0.07982833
-4.37918959,5.51661740,0.17405562,5.30947892,0.02504594,0.00000000,0.03970662,0.07816546
-4.37318659,5.54122356,0.16789962,5.34016747,0.02482662,0.00000000,0.04008088,0.07686242
-4.36718359,5.57351419,0.16225858,5.37782503,0.02466227,0.00000000,0.04047378,0.07596166
-4.36118059,5.61341655,0.15722155,5.42225863,0.02455346,0.00000000,0.04090158,0.07550117
-4.35517759,5.66055298,0.15286279,5.47298397,0.02449971,0.00000000,0.04138041,0.07551330
-4.34917459,5.71424608,0.14923941,5.52923387,0.02449938,0.00000000,0.04192568,0.07602381
-4.34317159,5.77353635,0.14638971,5.58997866,0.02454968,0.00000000,0.04255140,0.07705097
-4.33716858,5.83721091,0.14433211,5.65395726,0.02464667,0.00000000,0.04326962,0.07860492
-4.33116558,5.90384202,0.14306467,5.71971746,0.02478535,0.00000000,0.04408985,0.08068710
-4.32516258,5.97183317,0.14256532,5.78566315,0.02495975,0.00000000,0.04501860,0.08329002
-4.31915958,6.03947075,0.14279265,5.85010649,0.02516310,0.00000000,0.04605893,0.08639716
-4.31315658,6.10497898,0.14368730,5.91132265,0.02538802,0.00000000,0.04721017,0.08998315
-4.30715358,6.16657573,0.14517382,5.96760477,0.02562671,0.00000000,0.04846772,0.09401420
