energy_ev,total_up,Au_p_up,Au_d_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-3.43671836,1.05019425,0.13587934,0.51596408,0.47844769,0.00000000,0.02397505,0.06968189,0.04008555,0.20603958
-3.43071536,1.14537461,0.14898982,0.56164192,0.52595655,0.00000000,0.02434676,0.07691838,0.04330748,0.22591933
-3.42471236,1.24574034,0.16267247,0.60916110,0.57527093,0.00000000,0.02462373,0.08468462,0.04695856,0.24754778
-3.41870935,1.35019651,0.17678411,0.65800762,0.62592149,0.00000000,0.02480230,0.09289564,0.05099023,0.27067663
-3.41270635,1.45746793,0.19115865,0.70759047,0.67735577,0.00000000,0.02488058,0.10145066,0.05534462,0.29501082
-3.40670335,1.56611472,0.20560920,0.75724921,0.72894432,0.00000000,0.02485844,0.11023425,0.05995517,0.32021188
-3.40070035,1.67455490,0.21993121,0.80626496,0.77999040,0.00000000,0.02473729,0.11911819,0.06474752,0.34590294
-3.39469735,1.78109392,0.23390646,0.85387441,0.82974327,0.00000000,0.02451994,0.12796379,0.06964059,0.37167531
-3.38869435,1.88396072,0.24730797,0.89928683,0.87741483,0.00000000,0.02421039,0.13662489,0.07454809,0.39709659
-3.38269135,1.98134957,0.25990560,0.94170354,0.92219923,0.00000000,0.02381356,0.14495113,0.07938014,0.42172010
-3.37668834,2.07146631,0.27147214,0.98033922,0.96329480,0.00000000,0.02333512,0.15279180,0.08404520,0.44509552
-3.37068534,2.15257767,0.28178988,1.01444441,0.99992746,0.00000000,0.02278124,0.15999980,0.08845222,0.46678032
-3.36468234,2.22306162,0.29065709,1.04332816,1.03137480,0.00000000,0.02215847,0.16643578,0.09251281,0.48635165
-3.35867934,2.28145677,0.29789442,1.06638002,1.05698964,0.00000000,0.02147351,0.17197223,0.09614359,0.50341819
-3.35267634,2.32650877,0.30335080,1.08309026,1.07622214,0.00000000,0.02073320,0.17649732,0.09926839,0.51763161
-3.34667334,2.35721159,0.30690858,1.09306750,1.08863937,0.00000000,0.01994434,0.17991839,0.10182038,0.52869701
-3.34067034,2.37284166,0.30848781,1.09605284,1.09394143,0.00000000,0.01911371,0.18216495,0.10374401,0.53638206
-3.33466733,2.37298348,0.30804925,1.09192976,1.09197320,0.00000000,0.01824802,0.18319095,0.10499659,0.54052426
-3.32866433,2.35754513,0.30559612,1.08072938,1.08273131,0.00000000,0.01735393,0.18297633,0.10554955,0.54103618
-3.32266133,2.32676325,0.30117452,1.06263073,1.06636580,0.00000000,0.01643802,0.18152774,0.10538921,0.53790832
-3.31665833,2.28119690,0.29487239,1.03795592,1.04317653,0.00000000,0.01550680,0.17887844,0.10451714,0.53120949
-3.31065533,2.22171089,0.28681719,1.00716067,1.01360429,0.00000000,0.01456676,0.17508726,0.10294999,0.52108472
-3.30465233,2.14944907,0.27717238,0.97082037,0.97821729,0.00000000,0.01362429,0.17023687,0.10071885,0.50775085
-3.29864932,2.06579913,0.26613283,0.92961248,0.93769356,0.00000000,0.01268570,0.16443127,0.09786813,0.49148989
-3.29264632,1.97235037,0.25391946,0.88429611,0.89280004,0.00000000,0.01175716,0.15779280,0.09445407,0.47264067
-3.28664332,1.87084649,0.24077331,0.83568961,0.84436953,0.00000000,0.01084467,0.15045853,0.09054287,0.45158892
-3.28064032,1.76313543,0.22694938,0.78464730,0.79327638,0.00000000,0.00995395,0.14257659,0.08620857,0.42875641
-3.27463732,1.65111855,0.21271037,0.73203618,0.74041210,0.00000000,0.00909036,0.13430214,0.08153079,0.40458963
-3.26863432,1.53670102,0.19832071,0.67871368,0.68666187,0.00000000,0.00825888,0.12579357,0.07659233,0.37954827
-3.26263132,1.42174551,0.18404103,0.62550726,0.63288276,0.00000000,0.00746395,0.11720876,0.07147686,0.35409419
-3.25662831,1.30803056,0.17012324,0.57319648,0.57988465,0.00000000,0.00670944,0.10870164,0.06626670,0.32868111
-3.25062531,1.19721507,0.15680637,0.52249804,0.52841411,0.00000000,0.00599856,0.10041919,0.06104075,0.30374536
-3.24462231,1.09080946,0.14431318,0.47405416,0.47914183,0.00000000,0.00533387,0.09249890,0.05587272,0.27969799
-3.23861931,0.99015422,0.13284764,0.42842445,0.43265368,0.00000000,0.00471717,0.08506664,0.05082965,0.25691827
-3.23261631,0.89640559,0.12259313,0.38608099,0.38944524,0.00000000,0.00414956,0.07823515,0.04597076,0.23574875
-3.22661331,0.81052812,0.11371144,0.34740664,0.34991981,0.00000000,0.00363145,0.07210293,0.04134661,0.21649175
-3.22061031,0.73329345,0.10634223,0.31269611,0.31438922,0.00000000,0.00316256,0.06675355,0.03699866,0.19940727
-3.21460730,0.66528447,0.10060304,0.28215930,0.28307720,0.00000000,0.00274201,0.06225546,0.03295915,0.18471200
-3.20860430,0.60690360,0.09658957,0.25592646,0.25612467,0.00000000,0.00236837,0.05866192,0.02925120,0.17257943
-3.20260130,0.55838448,0.09437610,0.23405469,0.23359634,0.00000000,0.00203975,0.05601136,0.02588923,0.16314070
-3.19659830,0.51980560,0.09401600,0.21653515,0.21548816,0.00000000,0.00175390,0.05432773,0.02287959,0.15648598
-3.19059530,0.49110517,0.09554214,0.20330065,0.20173503,0.00000000,0.00150829,0.05362109,0.02022130,0.15266624
-3.18459230,0.47209634,0.09896724,0.19423323,0.19221843,0.00000000,0.00130017,0.05388821,0.01790693,0.15169514
-3.17858929,0.46248201,0.10428404,0.18917139,0.18677359,0.00000000,0.00112674,0.05511318,0.01592351,0.15355109
-3.17258629,0.46186901,0.11146535,0.18791683,0.18519605,0.00000000,0.00098514,0.05726810,0.01425353,0.15817917
-3.16658329,0.46978120,0.12046405,0.19024059,0.18724746,0.00000000,0.00087259,0.06031377,0.01287585,0.16549307
-3.16058029,0.48567158,0.13121307,0.19588865,0.19266066,0.00000000,0.00078642,0.06420043,0.01176662,0.17537700
-3.15457729,0.50893357,0.14362553,0.20458689,0.20114407,0.00000000,0.00072415,0.06886856,0.01090010,0.18768765
-3.14857429,0.53891152,0.15759507,0.21604572,0.21238563,0.00000000,0.00068350,0.07424987,0.01024944,0.20225625
-3.14257129,0.57491087,0.17299650,0.22996432,0.22605637,0.00000000,0.00066245,0.08026836,0.00978739,0.21889087
-3.13656828,0.61620818,0.18968694,0.24603483,0.24181395,0.00000000,0.00065923,0.08684158,0.00948688,0.23737901
-3.13056528,0.66206135,0.20750742,0.26394640,0.25930621,0.00000000,0.00067238,0.09388208,0.00932155,0.25749058
-3.12456228,0.71172008,0.22628502,0.28338930,0.27817496,0.00000000,0.00070070,0.10129909,0.00926619,0.27898131
-3.11855928,0.76443669,0.24583552,0.30405910,0.29806020,0.00000000,0.00074329,0.10900027,0.00929716,0.30159653
-3.11255628,0.81947715,0.26596655,0.32566086,0.31860462,0.00000000,0.00079948,0.11689364,0.00939263,0.32507532
-3.10655328,0.87613208,0.28648104,0.34791319,0.33945850,0.00000000,0.00086889,0.12488960,0.00953293,0.34915485
-3.10055028,0.93372737,0.30718091,0.37055222,0.36028485,0.00000000,0.00095132,0.13290281,0.00970063,0.37357485
-3.09454727,0.99163391,0.32787082,0.39333501,0.38076460,0.00000000,0.00104679,0.14085407,0.00988077,0.39808193
-3.08854427,1.04927596,0.34836164,0.41604241,0.40060168,0.00000000,0.00115545,0.14867190,0.01006090,0.42243354
-3.08254127,1.10613758,0.36847372,0.43848116,0.41952772,0.00000000,0.00127761,0.15629382,0.01023111,0.44640146
-3.07653827,1.16176662,0.38803942,0.46048490,0.43730604,0.00000000,0.00141363,0.16366726,0.01038401,0.46977445
-3.07053527,1.21577605,0.40690509,0.48191403,0.45373483,0.00000000,0.00156395,0.17074996,0.01051466,0.49236010
-3.06453227,1.26784220,0.42493214,0.50265449,0.46864923,0.00000000,0.00172902,0.17750988,0.01062044,0.51398560
-3.05852926,1.31770011,0.44199727,0.52261521,0.48192213,0.00000000,0.00190931,0.18392459,0.01070081,0.53449750
-3.05252626,1.36513605,0.45799187,0.54172451,0.49346373,0.00000000,0.00210526,0.18998016,0.01075715,0.55376050
-3.04652326,1.40997770,0.47282067,0.55992565,0.50321977,0.00000000,0.00231727,0.19566958,0.01079244,0.57165540
-3.04052026,1.45208265,0.48639970,0.57717173,0.51116862,0.00000000,0.00254575,0.20099096,0.01081093,0.58807633
-3.03451726,1.49132595,0.49865402,0.59342024,0.51731727,0.00000000,0.00279108,0.20594536,0.01081785,0.60292764
-3.02851426,1.52758774,0.50951512,0.60862785,0.52169665,0.00000000,0.00305367,0.21053469,0.01081902,0.61612074
-3.02251126,1.56074181,0.51891856,0.62274562,0.52435644,0.00000000,0.00333401,0.21475958,0.01082053,0.62757114
-3.01650825,1.59064620,0.52680198,0.63571515,0.52535977,0.00000000,0.00363266,0.21861758,0.01082839,0.63719607
-3.01050525,1.61713653,0.53310365,0.64746595,0.52477809,0.00000000,0.00395038,0.22210172,0.01084825,0.64491303
-3.00450225,1.64002282,0.53776198,0.65791438,0.52268659,0.00000000,0.00428815,0.22519952,0.01088512,0.65063930
-2.99849925,1.65909028,0.54071585,0.66696417,0.51916042,0.00000000,0.00464722,0.22789270,0.01094316,0.65429277
-2.99249625,1.67410407,0.54190603,0.67450876,0.51427183,0.00000000,0.00502917,0.23015739,0.01102559,0.65579400
-2.98649325,1.68481804,0.54127749,0.68043521,0.50808850,0.00000000,0.00543594,0.23196511,0.01113455,0.65506943
-2.98049025,1.69098692,0.53878263,0.68462957,0.50067300,0.00000000,0.00586983,0.23328425,0.01127115,0.65205565
-2.97448724,1.69238120,0.53438506,0.68698331,0.49208326,0.00000000,0.00633348,0.23408209,0.01143551,0.64670442
-2.96848424,1.68880376,0.52806382,0.68740051,0.48237410,0.00000000,0.00682982,0.23432722,0.01162691,0.63898805
-2.96248124,1.68010721,0.51981764,0.68580516,0.47159942,0.00000000,0.00736196,0.23399210,0.01184398,0.62890490
-2.95647824,1.66621051,0.50966892,0.68214826,0.45981494,0.00000000,0.00793306,0.23305575,0.01208494,0.61648439
-2.95047524,1.64711395,0.49766718,0.67641398,0.44708107,0.00000000,0.00854616,0.23150625,0.01234787,0.60179128
-2.94447224,1.62291116,0.48389152,0.66862466,0.43346573,0.00000000,0.00920395,0.22934290,0.01263100,0.58492877
-2.93846923,1.59379741,0.46845209,0.65884416,0.41904676,0.00000000,0.00990853,0.22657796,0.01293303,0.56604028
-2.93246623,1.56007336,0.45149016,0.64717919,0.40391378,0.00000000,0.01066116,0.22323778,0.01325338,0.54530948
-2.92646323,1.52214411,0.43317692,0.63377876,0.38816923,0.00000000,0.01146196,0.21936320,0.01359251,0.52295875
-2.92046023,1.48051328,0.41371078,0.61883144,0.37192855,0.00000000,0.01230969,0.21500931,0.01395213,0.49924590
-2.91445723,1.43577257,0.39331358,0.60256074,0.35531944,0.00000000,0.01320149,0.21024444,0.01433537,0.47445944
-2.90845423,1.38858724,0.37222554,0.58521892,0.33848021,0.00000000,0.01413270,0.20514848,0.01474700,0.44891247
-2.90245123,1.33967848,0.35069954,0.56707935,0.32155744,0.00000000,0.01509671,0.19981071,0.01519345,0.42293569
-2.89644822,1.28980351,0.32899469,0.54842821,0.30470300,0.00000000,0.01608492,0.19432712,0.01568291,0.39686965
-2.89044522,1.23973461,0.30736980,0.52955566,0.28807066,0.00000000,0.01708677,0.18879750,0.01622525,0.37105690
-2.88444222,1.19023826,0.28607689,0.51074728,0.27181253,0.00000000,0.01808987,0.18332239,0.01683203,0.34583413
-2.87843922,1.14205529,0.26535504,0.49227602,0.25607558,0.00000000,0.01908022,0.17800010,0.01751629,0.32152492
-2.87243622,1.09588319,0.24542506,0.47439519,0.24099838,0.00000000,0.02004254,0.17292388,0.01829243,0.29843310
-2.86643322,1.05236112,0.22648484,0.45733279,0.22670830,0.00000000,0.02096066,0.16817950,0.01917592,0.27683722
-2.86043022,1.01205829,0.20870587,0.44128735,0.21331927,0.00000000,0.02181807,0.16384318,0.02018306,0.25698609
-2.85442721,0.97546585,0.19223075,0.42642540,0.20093021,0.00000000,0.02259838,0.15998008,0.02133056,0.23909547
-2.84842421,0.94299228,0.17717189,0.41288060,0.18962418,0.00000000,0.02328600,0.15664319,0.02263520,0.22334593
-2.84242121,0.91496215,0.16361123,0.40075432,0.17946814,0.00000000,0.02386662,0.15387288,0.02411329,0.20988182
-2.83641821,0.89161763,0.15160081,0.39011756,0.17051338,0.00000000,0.02432788,0.15169677,0.02578014,0.19881104
-2.83041521,0.87312230,0.14116433,0.38101380,0.16279650,0.00000000,0.02465983,0.15013003,0.02764949,0.19020568
-2.82441221,0.85956653,0.13229912,0.37346261,0.15634072,0.00000000,0.02485541,0.14917595,0.02973284,0.18410311
-2.81840920,0.85097376,0.12497871,0.36746355,0.15115753,0.00000000,0.02491077,0.14882674,0.03203875,0.18050747
-2.81240620,0.84730706,0.11915554,0.36300013,0.14724845,0.00000000,0.02482556,0.14906435,0.03457213,0.17939135
-2.80640320,0.84847531,0.11476385,0.36004350,0.14460680,0.00000000,0.02460302,0.14986137,0.03733350,0.18069759
-2.80040020,0.85433887,0.11172247,0.35855567,0.14321941,0.00000000,0.02424995,0.15118177,0.04031835,0.18434100
-2.79439720,0.86471418,0.10993748,0.35849207,0.14306809,0.00000000,0.02377659,0.15298163,0.04351646,0.19021014
-2.78839420,0.87937747,0.10930471,0.35980347,0.14413100,0.00000000,0.02319635,0.15520968,0.04691146,0.19816904
-2.78239120,0.89806763,0.10971192,0.36243712,0.14638357,0.00000000,0.02252541,0.15780778,0.05048037,0.20805898
-2.77638819,0.92048842,0.11104082,0.36633730,0.14979935,0.00000000,0.02178228,0.16071130,0.05419352,0.21970040
-2.77038519,0.94631047,0.11316886,0.37144532,0.15435047,0.00000000,0.02098723,0.16384955,0.05801457,0.23289511
-2.76438219,0.97517337,0.11597090,0.37769918,0.16000785,0.00000000,0.02016172,0.16714619,0.06190085,0.24742879
-2.75837919,1.00668833,0.11932076,0.38503303,0.16674134,0.00000000,0.01932776,0.17051994,0.06580393,0.26307389
-2.75237619,1.04044171,0.12309271,0.39337655,0.17451948,0.00000000,0.01850735,0.17388534,0.06967058,0.27959311
-2.74637319,1.07599964,0.12716312,0.40265459,0.18330925,0.00000000,0.01772184,0.17715397,0.07344392,0.29674323
-2.74037019,1.11291395,0.13141198,0.41278687,0.19307563,0.00000000,0.01699144,0.18023584,0.07706488,0.31427951
-2.73436718,1.15072928,0.13572464,0.42368808,0.20378098,0.00000000,0.01633468,0.18304121,0.08047391,0.33196037
-2.72836418,1.18899127,0.13999352,0.43526830,0.21538437,0.00000000,0.01576803,0.18548265,0.08361275,0.34955227
-2.72236118,1.22725547,0.14411993,0.44743368,0.22784072,0.00000000,0.01530558,0.18747741,0.08642643,0.36683471
-2.71635818,1.26509665,0.14801582,0.46008737,0.24109995,0.00000000,0.01495875,0.18894983,0.08886520,0.38360496
-2.71035518,1.30211788,0.15160546,0.47313059,0.25510588,0.00000000,0.01473618,0.18983393,0.09088643,0.39968251
-2.70435218,1.33795910,0.15482693,0.48646380,0.26979526,0.00000000,0.01464362,0.19007581,0.09245627,0.41491290
-2.69834917,1.37230447,0.15763348,0.49998777,0.28509671,0.00000000,0.01468396,0.18963589,0.09355123,0.42917072
-2.69234617,1.40488828,0.15999441,0.51360458,0.30092979,0.00000000,0.01485734,0.18849075,0.09415922,0.44236186
-2.68634317,1.43549913,0.16189569,0.52721849,0.31720425,0.00000000,0.01516130,0.18663451,0.09428042,0.45442460
-2.68034017,1.46398211,0.16334015,0.54073658,0.33381963,0.00000000,0.01559104,0.18407964,0.09392759,0.46532979
-2.67433717,1.49023913,0.16434717,0.55406934,0.35066525,0.00000000,0.01613975,0.18085713,0.09312597,0.47507998
-2.66833417,1.51422745,0.16495194,0.56713108,0.36762077,0.00000000,0.01679895,0.17701595,0.09191273,0.48370764
-2.66233117,1.53595678,0.16520432,0.57984050,0.38455734,0.00000000,0.01755894,0.17262191,0.09033600,0.49127259
-2.65632816,1.55548518,0.16516726,0.59212115,0.40133962,0.00000000,0.01840926,0.16775581,0.08845348,0.49785881
-2.65032516,1.57291427,0.16491498,0.60390230,0.41782837,0.00000000,0.01933919,0.16251111,0.08633072,0.50357087
-2.64432216,1.58838411,0.16453081,0.61511989,0.43388393,0.00000000,0.02033826,0.15699113,0.08403915,0.50853002
-2.63831916,1.60206822,0.16410497,0.62571788,0.44937033,0.00000000,0.02139672,0.15130593,0.08165392,0.51287036
-2.63231616,1.61416887,0.16373215,0.63564982,0.46415990,0.00000000,0.02250607,0.14556910,0.07925159,0.51673502
-2.62631316,1.62491299,0.16350928,0.64488073,0.47813831,0.00000000,0.02365949,0.13989444,0.07690790,0.52027266
-2.62031016,1.63454866,0.16353322,0.65338902,0.49120966,0.00000000,0.02485214,0.13439286,0.07469550,0.52363420
-2.61430715,1.64334224,0.16389880,0.66116849,0.50330153,0.00000000,0.02608152,0.12916954,0.07268192,0.52697007
-2.60830415,1.65157588,0.16469692,0.66823004,0.51436950,0.00000000,0.02734755,0.12432147,0.07092769,0.53042771
-2.60230115,1.65954530,0.16601308,0.67460310,0.52440102,0.00000000,0.02865264,0.11993553,0.06948473,0.53414955
-2.59629815,1.66755750,0.16792617,0.68033647,0.53341834,0.00000000,0.03000152,0.11608707,0.06839509,0.53827130
-2.59029515,1.67592815,0.17050757,0.68549836,0.54148022,0.00000000,0.03140096,0.11283921,0.06768995,0.54292055
-2.58429215,1.68497847,0.17382068,0.69017573,0.54868232,0.00000000,0.03285931,0.11024263,0.06738908,0.54821563
-2.57828914,1.69503149,0.17792074,0.69447263,0.55515619,0.00000000,0.03438593,0.10833604,0.06750053,0.55426468
-2.57228614,1.70640753,0.18285499,0.69850768,0.56106682,0.00000000,0.03599041,0.10714722,0.06802077,0.56116498
-2.56628314,1.71941907,0.18866318,0.70241076,0.56660881,0.00000000,0.03768172,0.10669447,0.06893515,0.56900245
-2.56028014,1.73436509,0.19537829,0.70631896,0.57200138,0.00000000,0.03946735,0.10698853,0.07021863,0.57785142
-2.55427714,1.75152521,0.20302753,0.71037211,0.57748229,0.00000000,0.04135233,0.10803470,0.07183683,0.58777455
-2.54827414,1.77115383,0.21163338,0.71470803,0.58330106,0.00000000,0.04333835,0.10983518,0.07374729,0.59882312
-2.54227114,1.79347477,0.22121482,0.71945784,0.58971163,0.00000000,0.04542289,0.11239134,0.07590103,0.61103745
-2.53626813,1.81867644,0.23178845,0.72474147,0.59696480,0.00000000,0.04759859,0.11570598,0.07824410,0.62444768
-2.53026513,1.84690812,0.24336946,0.73066367,0.60530070,0.00000000,0.04985271,0.11978520,0.08071938,0.63907463
-2.52426213,1.87827721,0.25597241,0.73731082,0.61494155,0.00000000,0.05216688,0.12463995,0.08326835,0.65493078
-2.51825913,1.91284771,0.26961163,0.74474841,0.62608478,0.00000000,0.05451710,0.13028708,0.08583287,0.67202127
-2.51225613,1.95063977,0.28430111,0.75301951,0.63889684,0.00000000,0.05687405,0.13674969,0.08835692,0.69034469
-2.50625313,1.99163009,0.30005396,0.76214412,0.65350769,0.00000000,0.05920367,0.14405691,0.09078817,0.70989357
-2.50025013,2.03575309,0.31688109,0.77211937,0.67000600,0.00000000,0.06146807,0.15224289,0.09307937,0.73065441
-2.49424712,2.08290235,0.33478943,0.78292043,0.68843524,0.00000000,0.06362668,0.16134510,0.09518962,0.75260708
-2.48824412,2.13293207,0.35377943,0.79450210,0.70879055,0.00000000,0.06563767,0.17140198,0.09708524,0.77572354
-2.48224112,2.18565836,0.37384205,0.80680068,0.73101652,0.00000000,0.06745947,0.18244996,0.09874048,0.79996578
-2.47623812,2.24086005,0.39495533,0.81973630,0.75500579,0.00000000,0.06905248,0.19452010,0.10013781,0.82528317
-2.47023512,2.29827894,0.41708068,0.83321525,0.78059869,0.00000000,0.07038072,0.20763431,0.10126799,0.85160909
-2.46423212,2.35761962,0.44015921,0.84713233,0.80758383,0.00000000,0.07141351,0.22180165,0.10212984,0.87885734
-2.45822911,2.41854898,0.46410821,0.86137319,0.83569985,0.00000000,0.07212693,0.23701456,0.10272965,0.90691827
-2.45222611,2.48069569,0.48881817,0.87581647,0.86463835,0.00000000,0.07250513,0.25324562,0.10308045,0.93565533
-2.44622311,2.54365013,0.51415060,0.89033591,0.89404818,0.00000000,0.07254131,0.27044469,0.10320102,0.96490208
-2.44022011,2.60696511,0.53993680,0.90480230,0.92354108,0.00000000,0.07223837,0.28853699,0.10311478,0.99446021
-2.43421711,2.67015790,0.56597800,0.91908535,0.95269879,0.00000000,0.07160919,0.30742201,0.10284861,1.02409890
-2.42821411,2.73271394,0.59204682,0.93305565,0.98108150,0.00000000,0.07067648,0.32697346,0.10243155,1.05355569
-2.42221111,2.79409234,0.61789026,0.94658656,1.00823761,0.00000000,0.06947224,0.34704040,0.10189367,1.08253922
-2.41620810,2.85373353,0.64323420,0.95955615,1.03371459,0.00000000,0.06803684,0.36744939,0.10126486,1.11073371
-2.41020510,2.91106866,0.66778919,0.97184918,1.05707063,0.00000000,0.06641772,0.38800776,0.10057385,1.13780526
-2.40420210,2.96553070,0.69125751,0.98335899,1.07788662,0.00000000,0.06466779,0.40850767,0.09984726,1.16340976
-2.39819910,3.01656650,0.71334103,0.99398925,1.09577823,0.00000000,0.06284366,0.42873101,0.09910895,1.18720195
-2.39219610,3.06364952,0.73374963,1.00365556,1.11040728,0.00000000,0.06100364,0.44845458,0.09837939,1.20884542
-2.38619310,3.10629205,0.75220970,1.01228653,1.12149220,0.00000000,0.05920576,0.46745568,0.09767534,1.22802278
-2.38019010,3.14405664,0.76847234,1.01982450,1.12881677,0.00000000,0.05750578,0.48551743,0.09700964,1.24444564
-2.37418709,3.17656558,0.78232081,1.02622565,1.13223697,0.00000000,0.05595530,0.50243389,0.09639110,1.25786378
-2.36818409,3.20350823,0.79357679,1.03145954,1.13168535,0.00000000,0.05460014,0.51801455,0.09582462,1.26807293
-2.36218109,3.22464551,0.80210529,1.03550798,1.12717286,0.00000000,0.05347893,0.53208801,0.09531136,1.27492089
-2.35617809,3.23981158,0.80781782,1.03836349,1.11878790,0.00000000,0.05262207,0.54450492,0.09484905,1.27831151
-2.35017509,3.24891269,0.81067377,1.04002732,1.10669277,0.00000000,0.05205106,0.55513978,0.09443233,1.27820651
-2.34417209,3.25192365,0.81068007,1.04050731,1.09111764,0.00000000,0.05177825,0.56389196,0.09405318,1.27462504
-2.33816908,3.24888242,0.80788903,1.03981588,1.07235244,0.00000000,0.05180698,0.57068577,0.09370145,1.26764116
-2.33216608,3.23988364,0.80239488,1.03796830,1.05073704,0.00000000,0.05213214,0.57546983,0.09336534,1.25737954
-2.32616308,3.22507188,0.79432895,1.03498159,1.02665045,0.00000000,0.05274107,0.57821592,0.09303199,1.24400969
-2.32016008,3.20463553,0.78385414,1.03087427,1.00049933,0.00000000,0.05361482,0.57891742,0.09268810,1.22773929
-2.31415708,3.17880198,0.77115886,1.02566698,0.97270669,0.00000000,0.05472961,0.57758765,0.09232055,1.20880700
-2.30815408,3.14783477,0.75645090,1.01938427,0.94370104,0.00000000,0.05605853,0.57425824,0.09191701,1.18747530
-2.30215108,3.11203286,0.73995152,1.01205721,0.91390661,0.00000000,0.05757323,0.56897768,0.09146662,1.16402371
-2.29614807,3.07173227,0.72189014,1.00372698,0.88373483,0.00000000,0.05924572,0.56181021,0.09096054,1.13874282
-2.29014507,3.02730942,0.70249961,0.99444885,0.85357741,0.00000000,0.06104995,0.55283504,0.09039255,1.11192921
-2.28414207,2.97918582,0.68201246,0.98429640,0.82380089,0.00000000,0.06296329,0.54214593,0.08975946,1.08388143
-2.27813907,2.92783313,0.66065791,0.97336540,0.79474273,0.00000000,0.06496769,0.52985106,0.08906150,1.05489700
-2.27213607,2.87377745,0.63865966,0.96177694,0.76670870,0.00000000,0.06705047,0.51607303,0.08830246,1.02527018
-2.26613307,2.81760169,0.61623440,0.94967929,0.73997127,0.00000000,0.06920478,0.50094890,0.08748975,0.99529032
-2.26013007,2.75994498,0.59359068,0.93724805,0.71476869,0.00000000,0.07142955,0.48463008,0.08663421,0.96524053
-2.25412706,2.70149810,0.57092814,0.92468431,0.69130451,0.00000000,0.07372912,0.46728185,0.08574967,0.93539612
-2.24812406,2.64299416,0.54843665,0.91221054,0.66974703,0.00000000,0.07611230,0.44908242,0.08485238,0.90602282
-2.24212106,2.58519428,0.52629538,0.90006427,0.65022872,0.00000000,0.07859119,0.43022135,0.08396021,0.87737420
-2.23611806,2.52886827,0.50467154,0.88848961,0.63284521,0.00000000,0.08117959,0.41089729,0.08309165,0.84968838
-2.23011506,2.47477090,0.48371875,0.87772692,0.61765392,0.00000000,0.08389124,0.39131506,0.08226475,0.82318386
-2.22411206,2.42361460,0.46357498,0.86800128,0.60467241,0.00000000,0.08673793,0.37168197,0.08149593,0.79805453
-2.21810905,2.37604003,0.44436025,0.85951008,0.59387657,0.00000000,0.08972752,0.35220370,0.08079885,0.77446420
-2.21210605,2.33258617,0.42617402,0.85241080,0.58519896,0.00000000,0.09286217,0.33307966,0.08018334,0.75254081
-2.20610305,2.29366162,0.40909265,0.84680949,0.57852752,0.00000000,0.09613668,0.31449824,0.07965438,0.73237084
-2.20010005,2.25951928,0.39316704,0.84275093,0.57370519,0.00000000,0.09953724,0.29663205,0.07921144,0.71399433
-2.19409705,2.23023592,0.37842070,0.84021096,0.57053060,0.00000000,0.10304048,0.27963342,0.07884795,0.69740097
-2.18809405,2.20569850,0.36484854,0.83909187,0.56876022,0.00000000,0.10661311,0.26363043,0.07855116,0.68252779
-2.18209105,2.18559836,0.35241646,0.83922105,0.56811221,0.00000000,0.11021195,0.24872358,0.07830225,0.66925871
-2.17608804,2.16943421,0.34106204,0.84035332,0.56827205,0.00000000,0.11378462,0.23498350,0.07807689,0.65742630
-2.17008504,2.15652409,0.33069631,0.84217693,0.56889999,0.00000000,0.11727063,0.22244954,0.07784602,0.64681586
-2.16408204,2.14602635,0.32120660,0.84432301,0.56964017,0.00000000,0.12060305,0.21112954,0.07757695,0.63717187
-2.15807904,2.13696857,0.31246054,0.84637824,0.57013112,0.00000000,0.12371045,0.20100072,0.07723471,0.62820653
-2.15207604,2.12828356,0.30431092,0.84789998,0.57001737,0.00000000,0.12651932,0.19201169,0.07678355,0.61961024
-2.14607304,2.11885050,0.29660126,0.84843328,0.56896162,0.00000000,0.12895651,0.18408535,0.07618854,0.61106345
-2.14007004,2.10753945,0.28917191,0.84752888,0.56665693,0.00000000,0.13095190,0.17712278,0.07541713,0.60224942
-2.13406703,2.09325705,0.28186628,0.84476131,0.56283848,0.00000000,0.13244096,0.17100770,0.07444071,0.59286725
-2.12806403,2.07499126,0.27453693,0.83974631,0.55729431,0.00000000,0.13336715,0.16561148,0.07323591,0.58264455
-2.12206103,2.05185308,0.26705134,0.83215655,0.54987445,0.00000000,0.13368403,0.16079832,0.07178576,0.57134924
-2.11605803,2.02311323,0.25929688,0.82173515,0.54049822,0.00000000,0.13335709,0.15643056,0.07008053,0.55879970
-2.11005503,1.98823234,0.25118498,0.80830623,0.52915918,0.00000000,0.13236504,0.15237368,0.06811824,0.54487305
-2.10405203,1.94688340,0.24265412,0.79178217,0.51592764,0.00000000,0.13070065,0.14850105,0.06590486,0.52951098
-2.09804902,1.89896566,0.23367175,0.77216728,0.50095065,0.00000000,0.12837110,0.14469801,0.06345419,0.51272309
-2.09204602,1.84460963,0.22423493,0.74955792,0.48444945,0.00000000,0.12539777,0.14086539,0.06078737,0.49458751
-2.08604302,1.78417346,0.21436972,0.72413915,0.46671461,0.00000000,0.12181556,0.13692212,0.05793218,0.47524893
-2.08004002,1.71823098,0.20412962,0.69617817,0.44809909,0.00000000,0.11767178,0.13280713,0.05492206,0.45491418
-2.07403702,1.64755251,0.19359291,0.66601505,0.42900947,0.00000000,0.11302467,0.12848029,0.05179499,0.43384562
