energy_ev,total_up,Au_p_up,Au_d_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-2.97448724,2.96756848,0.38352958,0.62613011,0.60660713,1.48533593,0.05106721,0.13276472,0.07662717,0.21077881
-2.96848424,3.01337444,0.38889300,0.64065379,0.61562109,1.49848516,0.05188778,0.13867791,0.07740377,0.21396231
-2.96248124,3.04450968,0.39225280,0.65193286,0.62169893,1.50407849,0.05238930,0.14418483,0.07780092,0.21614826
-2.95647824,3.06100575,0.39357106,0.65986400,0.62481716,1.50234286,0.05256401,0.14921749,0.07783442,0.21731854
-2.95047524,3.06322053,0.39285720,0.66441254,0.62502531,1.49367288,0.05241061,0.15371753,0.07752856,0.21748030
-2.94447224,3.05182569,0.39016737,0.66561406,0.62244394,1.47861692,0.05193429,0.15763827,0.07691540,0.21666553
-2.93846923,3.02778442,0.38560232,0.66357388,0.61726016,1.45785804,0.05114659,0.16094652,0.07603382,0.21492969
-2.93246623,2.99232049,0.37930397,0.65846458,0.60972095,1.43219079,0.05006504,0.16362415,0.07492827,0.21234971
-2.92646323,2.94687966,0.37145091,0.65052167,0.60012463,1.40249469,0.04871258,0.16566926,0.07364748,0.20902134
-2.92046023,2.89308511,0.36225286,0.64003744,0.58881066,1.36970546,0.04711691,0.16709698,0.07224294,0.20505586
-2.91445723,2.83268839,0.35194441,0.62735325,0.57614839,1.33478510,0.04530962,0.16793981,0.07076735,0.20057652
-2.90845423,2.76751762,0.34077834,0.61285067,0.56252491,1.29869188,0.04332521,0.16824743,0.06927313,0.19571459
-2.90245123,2.69942480,0.32901863,0.59694142,0.54833272,1.26235134,0.04120016,0.16808591,0.06781083,0.19060535
-2.89644822,2.63023389,0.31693345,0.58005680,0.53395755,1.22662938,0.03897185,0.16753645,0.06642776,0.18538405
-2.89044522,2.56169128,0.30478834,0.56263666,0.51976675,1.19230807,0.03667762,0.16669347,0.06516670,0.18018202
-2.88444222,2.49542015,0.29283980,0.54511835,0.50609870,1.16006522,0.03435378,0.16566226,0.06406476,0.17512305
-2.87843922,2.43288018,0.28132939,0.52792597,0.49325354,1.13045805,0.03203480,0.16455606,0.06315251,0.17032015
-2.87243622,2.37533343,0.27047849,0.51146021,0.48148563,1.10391157,0.02975258,0.16349287,0.06245328,0.16587278
-2.86643322,2.32381768,0.26048387,0.49608903,0.47099774,1.08071175,0.02753591,0.16259184,0.06198277,0.16186460
-2.86043022,2.27912753,0.25151412,0.48213955,0.46193735,1.06100375,0.02540999,0.16196954,0.06174888,0.15836187
-2.85442721,2.24180385,0.24370689,0.46989119,0.45439500,1.04479491,0.02339625,0.16173620,0.06175180,0.15541240
-2.84842421,2.21213176,0.23716718,0.45957042,0.44840472,1.03196254,0.02151225,0.16199203,0.06198445,0.15304524
-2.84242121,2.19014691,0.23196643,0.45134717,0.44394636,1.02226587,0.01977174,0.16282375,0.06243305,0.15127093
-2.83641821,2.17564983,0.22814256,0.44533296,0.44094994,1.01536181,0.01818493,0.16430151,0.06307802,0.15008243
-2.83041521,2.16822769,0.22570085,0.44158095,0.43930139,1.01082389,0.01675882,0.16647636,0.06389501,0.14945654
-2.82441221,2.16728262,0.22461565,0.44008762,0.43884983,1.00816358,0.01549770,0.16937828,0.06485616,0.14935592
-2.81840920,2.17206569,0.22483280,0.44079631,0.43941581,1.00685336,0.01440366,0.17301493,0.06593144,0.14973140
-2.81240620,2.18171508,0.22627268,0.44360230,0.44080023,1.00635047,0.01347722,0.17737121,0.06709011,0.15052482
-2.80640320,2.19529733,0.22883390,0.44835927,0.44279369,1.00612076,0.01271791,0.18240961,0.06830217,0.15167190
-2.80040020,2.21184990,0.23239736,0.45488695,0.44518576,1.00566154,0.01212493,0.18807129,0.06953976,0.15310541
-2.79439720,2.23042365,0.23683069,0.46297966,0.44777388,1.00452273,0.01169767,0.19427807,0.07077859,0.15475826
-2.78839420,2.25012358,0.24199288,0.47241537,0.45037165,1.00232547,0.01143626,0.20093494,0.07199905,0.15656656
-2.78239120,2.27014625,0.24773900,0.48296499,0.45281600,0.99877758,0.01134198,0.20793332,0.07318731,0.15847243
-2.77638819,2.28981245,0.25392483,0.49440140,0.45497323,0.99368529,0.01141756,0.21515465,0.07433600,0.16042656
-2.77038519,2.30859384,0.26041126,0.50650803,0.45674349,0.98696072,0.01166739,0.22247440,0.07544481,0.16239035
-2.76438219,2.32613244,0.26706836,0.51908637,0.45806379,0.97862504,0.01209755,0.22976611,0.07652056,0.16433756
-2.75837919,2.34225219,0.27377886,0.53196233,0.45890919,0.96880700,0.01271578,0.23690553,0.07757714,0.16625552
-2.75237619,2.35696202,0.28044116,0.54499101,0.45929238,0.95773713,0.01353116,0.24377440,0.07863499,0.16814563
-2.74637319,2.37045044,0.28697141,0.55805969,0.45926161,0.94573764,0.01455385,0.25026403,0.07972033,0.17002333
-2.74037019,2.38307152,0.29330493,0.57108896,0.45889703,0.93320867,0.01579453,0.25627820,0.08086404,0.17191752
-2.73436718,2.39532322,0.29939667,0.58403183,0.45830573,0.92061132,0.01726384,0.26173558,0.08210031,0.17386927
-2.72836418,2.40781865,0.30522086,0.59687105,0.45761557,0.90844818,0.01897167,0.26657137,0.08346509,0.17593009
-2.72236118,2.42125165,0.31076974,0.60961464,0.45696819,0.89724219,0.02092644,0.27073813,0.08499439,0.17815967
-2.71635818,2.43635817,0.31605156,0.62228988,0.45651138,0.88751468,0.02313430,0.27420596,0.08672244,0.18062325
-2.71035518,2.45387509,0.32108787,0.63493633,0.45639121,0.87976336,0.02559837,0.27696183,0.08867999,0.18338868
-2.70435218,2.47449845,0.32591026,0.64759790,0.45674428,0.87444135,0.02831805,0.27900834,0.09089256,0.18652328
-2.69834917,2.49884283,0.33055677,0.66031487,0.45769030,0.87193783,0.03128827,0.28036185,0.09337889,0.19009066
-2.69234617,2.52740391,0.33506806,0.67311599,0.45932537,0.87256120,0.03449902,0.28105026,0.09614971,0.19414755
-2.68634317,2.56052584,0.33948367,0.68601134,0.46171634,0.87652534,0.03793489,0.28111047,0.09920671,0.19874089
-2.68034017,2.59837508,0.34383846,0.69898639,0.46489630,0.88393952,0.04157484,0.28058581,0.10254192,0.20390514
-2.67433717,2.64092180,0.34815948,0.71199756,0.46886155,0.89480210,0.04539215,0.27952342,0.10613747,0.20966006
-2.66833417,2.68793000,0.35246345,0.72496972,0.47357006,0.90899858,0.04935449,0.27797197,0.10996584,0.21600898
-2.66233117,2.73895657,0.35675496,0.73779567,0.47894162,0.92630362,0.05342433,0.27597965,0.11399043,0.22293762
-2.65632816,2.79335970,0.36102548,0.75033789,0.48485947,0.94638715,0.05755942,0.27359263,0.11816664,0.23041363
-2.65032516,2.85031600,0.36525325,0.76243228,0.49117357,0.96882417,0.06171355,0.27085400,0.12244321,0.23838670
-2.64432216,2.90884579,0.36940404,0.77389390,0.49770518,0.99310783,0.06583737,0.26780328,0.12676402,0.24678944
-2.63831916,2.96784532,0.37343277,0.78452430,0.50425267,1.01866522,0.06987951,0.26447641,0.13106996,0.25553882
-2.63231616,3.02612449,0.37728574,0.79412009,0.51059821,1.04487528,0.07378763,0.26090622,0.13530107,0.26453831
-2.62631316,3.08244841,0.38090354,0.80248229,0.51651519,1.07108809,0.07750964,0.25712327,0.13939870,0.27368048
-2.62031016,3.13558084,0.38422430,0.80942587,0.52177594,1.09664482,0.08099491,0.25315692,0.14330759,0.28285003
-2.61430715,3.18432768,0.38718721,0.81478902,0.52615950,1.12089761,0.08419551,0.24903653,0.14697785,0.29192723
-2.60830415,3.22757857,0.38973593,0.81844152,0.52945914,1.14322875,0.08706727,0.24479269,0.15036669,0.30079147
-2.60230115,3.26434483,0.39182189,0.82029191,0.53148930,1.16306835,0.08957090,0.24045822,0.15343981,0.30932486
-2.59629815,3.29379210,0.39340715,0.82029275,0.53209177,1.17991012,0.09167286,0.23606894,0.15617239,0.31741585
-2.59029515,3.31526650,0.39446671,0.81844404,0.53114079,1.19332459,0.09334607,0.23166411,0.15854970,0.32496250
-2.58429215,3.32831323,0.39499007,0.81479430,0.52854700,1.20296955,0.09457053,0.22728633,0.16056716,0.33187545
-2.57828914,3.33268697,0.39498207,0.80943936,0.52426016,1.20859734,0.09533364,0.22298106,0.16223004,0.33808040
-2.57228614,3.32835404,0.39446280,0.80251896,0.51827042,1.21005887,0.09563035,0.21879567,0.16355257,0.34352002
-2.56628314,3.31548620,0.39346674,0.79421126,0.51060837,1.20730444,0.09546312,0.21477799,0.16455679,0.34815516
-2.56028014,3.29444684,0.39204101,0.78472560,0.50134379,1.20038124,0.09484166,0.21097463,0.16527096,0.35196537
-2.55427714,3.26577031,0.39024300,0.77429385,0.49058319,1.18942796,0.09378247,0.20742899,0.16572770,0.35494874
-2.54827414,3.23013548,0.38813735,0.76316082,0.47846644,1.17466670,0.09230831,0.20417918,0.16596205,0.35712092
-2.54227114,3.18833510,0.38579252,0.75157429,0.46516247,1.15639257,0.09044735,0.20125596,0.16600932,0.35851363
-2.53626813,3.14124217,0.38327717,0.73977500,0.45086446,1.13496143,0.08823246,0.19868089,0.16590313,0.35917252
-2.53026513,3.08977528,0.38065652,0.72798726,0.43578457,1.11077640,0.08570017,0.19646476,0.16567344,0.35915459
-2.52426213,3.03486423,0.37798881,0.71641063,0.42014853,1.08427351,0.08288978,0.19460646,0.16534487,0.35852538
-2.51825913,2.97741781,0.37532232,0.70521299,0.40419030,1.05590725,0.07984237,0.19309238,0.16493541,0.35735597
-2.51225613,2.91829483,0.37269281,0.69452534,0.38814706,1.02613643,0.07659984,0.19189643,0.16445539,0.35572004
-2.50625313,2.85827991,0.37012185,0.68443868,0.37225455,0.99541095,0.07320401,0.19098064,0.16390693,0.35369116
-2.50025013,2.79806483,0.36761590,0.67500297,0.35674318,0.96415997,0.06969581,0.19029646,0.16328392,0.35134040
-2.49424712,2.73823605,0.36516646,0.66622820,0.34183478,0.93278178,0.06611452,0.18978658,0.16257234,0.34873445
-2.48824412,2.67926887,0.36275108,0.65808750,0.32774019,0.90163585,0.06249719,0.18938730,0.16175110,0.34593437
-2.48224112,2.62152796,0.36033537,0.65052213,0.31465766,0.87103699,0.05887812,0.18903125,0.16079328,0.34299493
-2.47623812,2.56527392,0.35787583,0.64344790,0.30277206,0.84125202,0.05528850,0.18865045,0.15966765,0.33996461
-2.47023512,2.51067518,0.35532340,0.63676279,0.29225473,0.81249860,0.05175616,0.18817945,0.15834049,0.33688626
-2.46423212,2.45782406,0.35262751,0.63035520,0.28326389,0.78494627,0.04830545,0.18755836,0.15677748,0.33379819
-2.45822911,2.40675581,0.34974039,0.62411251,0.27594544,0.75871935,0.04495724,0.18673577,0.15494579,0.33073575
-2.45222611,2.35746917,0.34662140,0.61792925,0.27043383,0.73390130,0.04172897,0.18567125,0.15281594,0.32773307
-2.44622311,2.30994697,0.34324117,0.61171462,0.26685289,0.71054030,0.03863485,0.18433741,0.15036362,0.32482487
-2.44022011,2.26417531,0.33958512,0.60539876,0.26531631,0.68865535,0.03568603,0.18272126,0.14757121,0.32204810
-2.43421711,2.22015996,0.33565635,0.59893758,0.26592755,0.66824265,0.03289087,0.18082497,0.14442902,0.31944332
-2.42821411,2.17793893,0.33147744,0.59231574,0.26877899,0.64928168,0.03025525,0.17866591,0.14093608,0.31705543
-2.42221111,2.13759036,0.32709129,0.58554773,0.27395028,0.63174068,0.02778280,0.17627589,0.13710061,0.31493399
-2.41620810,2.09923514,0.32256064,0.57867694,0.28150563,0.61558121,0.02547525,0.17369981,0.13293997,0.31313263
-2.41020510,2.06303426,0.31796643,0.57177282,0.29149028,0.60076148,0.02333264,0.17099358,0.12848024,0.31170787
-2.40420210,2.02918115,0.31340498,0.56492636,0.30392603,0.58723854,0.02135357,0.16822161,0.12375545,0.31071718
-2.39819910,1.99788946,0.30898418,0.55824412,0.31880619,0.57496911,0.01953547,0.16545391,0.11880641,0.31021643
-2.39219610,1.96937742,0.30481876,0.55184116,0.33609006,0.56390931,0.01787472,0.16276291,0.11367940,0.31025689
-2.38619310,1.94384978,0.30102500,0.54583341,0.35569750,0.55401336,0.01636686,0.16022027,0.10842457,0.31088194
-2.38019010,1.92147887,0.29771513,0.54032988,0.37750364,0.54523166,0.01500674,0.15789373,0.10309433,0.31212371
-2.37418709,1.90238588,0.29499167,0.53542511,0.40133454,0.53750837,0.01378863,0.15584430,0.09774175,0.31399989
-2.36818409,1.88662412,0.29294214,0.53119244,0.42696394,0.53077898,0.01270639,0.15412373,0.09241905,0.31651089
-2.36218109,1.87416524,0.29163429,0.52767842,0.45411161,0.52496804,0.01175356,0.15277266,0.08717619,0.31963773
-2.35617809,1.86488961,0.29111226,0.52489865,0.48244367,0.51998754,0.01092352,0.15181919,0.08205977,0.32334061
-2.35017509,1.85858161,0.29139382,0.52283535,0.51157506,0.51573591,0.01020961,0.15127832,0.07711214,0.32755852
-2.34417209,1.85493032,0.29246879,0.52143671,0.54107448,0.51209809,0.00960528,0.15115194,0.07237081,0.33220980
-2.33816908,1.85353576,0.29429892,0.52061818,0.57047158,0.50894651,0.00910422,0.15142960,0.06786817,0.33719382
-2.33216608,1.85392043,0.29681906,0.52026542,0.59926659,0.50614314,0.00870055,0.15208987,0.06363144,0.34239370
-2.32616308,1.85554563,0.29993967,0.52023888,0.62694188,0.50354254,0.00838894,0.15310232,0.05968296,0.34767985
-2.32016008,1.85783173,0.30355054,0.52037974,0.65297534,0.50099561,0.00816472,0.15442991,0.05604059,0.35291441
-2.31415708,1.86018142,0.30752561,0.52051684,0.67685482,0.49835406,0.00802405,0.15603176,0.05271833,0.35795622
-2.30815408,1.86200463,0.31172852,0.52047427,0.69809334,0.49547518,0.00796397,0.15786611,0.04972705,0.36266604
-2.30215108,1.86274396,0.31601879,0.52007921,0.71624418,0.49222675,0.00798246,0.15989338,0.04707519,0.36691205
-2.29614807,1.86189930,0.32025830,0.51916975,0.73091538,0.48849172,0.00807841,0.16207913,0.04476956,0.37057501
-2.29014507,1.85905052,0.32431779,0.51760220,0.74178291,0.48417258,0.00825164,0.16439678,0.04281597,0.37355313
-2.28414207,1.85387705,0.32808310,0.51525766,0.74860195,0.47919500,0.00850269,0.16683006,0.04121980,0.37576627
-2.27813907,1.84617368,0.33146094,0.51204755,0.75121580,0.47351069,0.00883273,0.16937500,0.03998644,0.37715934
-2.27213607,1.83586175,0.33438394,0.50791804,0.74956192,0.46709935,0.00924333,0.17204140,0.03912149,0.37770473
-2.26613307,1.82299550,0.33681481,0.50285296,0.74367504,0.45996951,0.00973614,0.17485370,0.03863088,0.37740377
-2.26013007,1.80776332,0.33874952,0.49687549,0.73368704,0.45215845,0.01031258,0.17785132,0.03852074,0.37628705
-2.25412706,1.79048405,0.34021924,0.49004835,0.71982378,0.44373104,0.01097354,0.18108831,0.03879710,0.37441368
-2.24812406,1.77159864,0.34129126,0.48247264,0.70239899,0.43477765,0.01171896,0.18463242,0.03946550,0.37186963
-2.24212106,1.75165747,0.34206853,0.47428545,0.68180559,0.42541133,0.01254751,0.18856361,0.04053038,0.36876508
-2.23611806,1.73130424,0.34268813,0.46565636,0.65850477,0.41576419,0.01345621,0.19297201,0.04199445,0.36523106
-2.23011506,1.71125674,0.34331858,0.45678295,0.63301347,0.40598337,0.01444019,0.19795542,0.04385800,0.36141546
-2.22411206,1.69228550,0.34415600,0.44788548,0.60589064,0.39622662,0.01549242,0.20361644,0.04611819,0.35747862
-2.21810905,1.67519097,0.34541932,0.43920100,0.57772286,0.38665763,0.01660358,0.21005923,0.04876832,0.35358862
-2.21210605,1.66077985,0.34734459,0.43097690,0.54910990,0.37744139,0.01776198,0.21738609,0.05179721,0.34991648
-2.20610305,1.64984132,0.35017845,0.42346422,0.52065061,0.36873958,0.01895366,0.22569383,0.05518867,0.34663142
-2.20010005,1.64312376,0.35417098,0.41691079,0.49292959,0.36070620,0.02016250,0.23507006,0.05892107,0.34389626
-2.19409705,1.64131236,0.35956795,0.41155425,0.46650487,0.35348345,0.02137055,0.24558956,0.06296706,0.34186308
-2.18809405,1.64500820,0.36660280,0.40761527,0.44189700,0.34719803,0.02255837,0.25731059,0.06729343,0.34066933
-2.18209105,1.65470903,0.37548824,0.40529098,0.41957942,0.34195787,0.02370553,0.27027156,0.07186121,0.34043425
-2.17608804,1.67079222,0.38640801,0.40474866,0.39997047,0.33784935,0.02479116,0.28448773,0.07662583,0.34125588
-2.17008504,1.69350001,0.39950874,0.40612001,0.38342680,0.33493499,0.02579456,0.29994847,0.08153757,0.34320842
-2.16408204,1.72292748,0.41489219,0.40949600,0.37023823,0.33325177,0.02669584,0.31661476,0.08654205,0.34634022
-2.15807904,1.75901334,0.43260834,0.41492238,0.36062400,0.33280995,0.02747654,0.33441733,0.09158098,0.35067223
-2.15207604,1.80153391,0.45264924,0.42239618,0.35473025,0.33359246,0.02812027,0.35325538,0.09659300,0.35619691
-2.14607304,1.85010039,0.47494425,0.43186321,0.35262864,0.33555490,0.02861323,0.37299596,0.10151460,0.36287778
-2.14007004,1.90415982,0.49935666,0.44321662,0.35431611,0.33862612,0.02894467,0.39347419,0.10628117,0.37064937
-2.13406703,1.96299977,0.52568210,0.45629695,0.35971566,0.34270935,0.02910729,0.41449432,0.11082816,0.37941780
-2.12806403,2.02575706,0.55364895,0.47089339,0.36867816,0.34768394,0.02909741,0.43583168,0.11509217,0.38906184
-2.12206103,2.09143045,0.58292077,0.48674660,0.38098520,0.35340764,0.02891513,0.45723560,0.11901219,0.39943459
-2.11605803,2.15889748,0.61310106,0.50355307,0.39635305,0.35971943,0.02856424,0.47843328,0.12253077,0.41036568
-2.11005503,2.22693520,0.64374020,0.52097091,0.41443762,0.36644280,0.02805209,0.49913453,0.12559516,0.42166417
-2.10405203,2.29424461,0.67434451,0.53862710,0.43484074,0.37338954,0.02738929,0.51903740,0.12815839,0.43312187
-2.09804902,2.35947836,0.70438743,0.55612597,0.45711740,0.38036382,0.02658927,0.53783452,0.13018032,0.44451734
-2.09204602,2.42127115,0.73332229,0.57305884,0.48078435,0.38716665,0.02566784,0.55521996,0.13162851,0.45562040
-2.08604302,2.47827211,0.76059648,0.58901439,0.50532962,0.39360042,0.02464261,0.57089659,0.13247903,0.46619698
-2.08004002,2.52917827,0.78566652,0.60358957,0.53022312,0.39947367,0.02353240,0.58458344,0.13271702,0.47601446
-2.07403702,2.57276803,0.80801351,0.61640066,0.55492801,0.40460564,0.02235667,0.59602312,0.13233720,0.48484716
-2.06803402,2.60793374,0.82715836,0.62709403,0.57891263,0.40883082,0.02113490,0.60498873,0.13134404,0.49248191
-2.06203102,2.63371198,0.84267624,0.63535627,0.60166268,0.41200307,0.01988608,0.61129032,0.12975184,0.49872363
-2.05602801,2.64931076,0.85420970,0.64092327,0.62269335,0.41399937,0.01862820,0.61478032,0.12758451,0.50340054
-2.05002501,2.65413228,0.86147990,0.64358788,0.64156099,0.41472303,0.01737786,0.61535801,0.12487520,0.50636900
-2.04402201,2.64779054,0.86429539,0.64320588,0.65787386,0.41410618,0.01614995,0.61297260,0.12166560,0.50751773
-2.03801901,2.63012299,0.86255824,0.63969996,0.67130176,0.41211155,0.01495740,0.60762501,0.11800515,0.50677122
-2.03201601,2.60119568,0.85626707,0.63306154,0.68158386,0.40873339,0.01381106,0.59936806,0.11394998,0.50409213
-2.02601301,2.56130161,0.84551701,0.62335051,0.68853476,0.40399752,0.01271962,0.58830521,0.10956169,0.49948276
-2.02001001,2.51095236,0.83049640,0.61069259,0.69204823,0.39796051,0.01168968,0.57458782,0.10490602,0.49298523
-2.01400700,2.45086311,0.81148060,0.59527484,0.69209863,0.39070789,0.01072578,0.55841101,0.10005142,0.48468054
-2.00800400,2.38193171,0.78882297,0.57733913,0.68873978,0.38235159,0.00983064,0.54000845,0.09506751,0.47468640
-2.00200100,2.30521249,0.76294347,0.55717414,0.68210147,0.37302654,0.00900527,0.51964600,0.09002355,0.46315391
-1.99599800,2.22188575,0.73431545,0.53510606,0.67238360,0.36288658,0.00824927,0.49761474,0.08498697,0.45026325
-1.98999500,2.13322411,0.70345104,0.51148848,0.65984810,0.35209982,0.00756100,0.47422347,0.08002193,0.43621838
-1.98399200,2.04055697,0.67088582,0.48669178,0.64480923,0.34084360,0.00693789,0.44979104,0.07518796,0.42124107
-1.97798899,1.94523428,0.63716330,0.46109256,0.62762226,0.32929910,0.00637661,0.42463879,0.07053880,0.40556447
-1.97198599,1.84859102,0.60281993,0.43506338,0.60867130,0.31764602,0.00587333,0.39908324,0.06612142,0.38942631
-1.96598299,1.75191361,0.56837103,0.40896328,0.58835662,0.30605721,0.00542390,0.37342950,0.06197521,0.37306216
-1.95997999,1.65640936,0.53429827,0.38312937,0.56708199,0.29469375,0.00502403,0.34796536,0.05813135,0.35669894
-1.95397699,1.56318003,0.50103904,0.35786968,0.54524254,0.28370042,0.00466938,0.32295637,0.05461258,0.34054893
-1.94797399,1.47320027,0.46897799,0.33345759,0.52321363,0.27320186,0.00435573,0.29864194,0.05143301,0.32480444
-1.94197099,1.38730168,0.43844106,0.31012788,0.50134126,0.26329961,0.00407900,0.27523263,0.04859831,0.30963351
-1.93596798,1.30616268,0.40969202,0.28807441,0.47993409,0.25406997,0.00383537,0.25290851,0.04610607,0.29517664
-1.92996498,1.23030466,0.38293149,0.26744955,0.45925777,0.24556300,0.00362125,0.23181873,0.04394642,0.28154477
-1.92396198,1.16009400,0.35829847,0.24836512,0.43953127,0.23780254,0.00343335,0.21208204,0.04210279,0.26881852
-1.91795898,1.09574989,0.33587403,0.23089480,0.42092573,0.23078734,0.00326867,0.19378841,0.04055291,0.25704875
-1.91195598,1.03735741,0.31568699,0.21507773,0.40356549,0.22449325,0.00312453,0.17700136,0.03926988,0.24625831
-1.90595298,0.98488488,0.29772116,0.20092316,0.38753121,0.21887629,0.00299851,0.16176108,0.03822338,0.23644501
-1.89994997,0.93820498,0.28192392,0.18841579,0.37286493,0.21387662,0.00288851,0.14808796,0.03738093,0.22758546
-1.89394697,0.89711820,0.26821541,0.17752160,0.35957663,0.20942307,0.00279276,0.13598650,0.03670918,0.21963983
-1.88794397,0.86137779,0.25649824,0.16819382,0.34765194,0.20543813,0.00270977,0.12544937,0.03617515,0.21255703
-1.88194097,0.83071479,0.24666698,0.16037878,0.33706046,0.20184309,0.00263839,0.11646136,0.03574743,0.20628020
-1.87593797,0.80486206,0.23861721,0.15402132,0.32776435,0.19856312,0.00257780,0.10900316,0.03539724,0.20075228
-1.86993497,0.78357620,0.23225354,0.14906967,0.31972658,0.19553204,0.00252754,0.10305464,0.03509936,0.19592116
-1.86393197,0.76665613,0.22749648,0.14547931,0.31291841,0.19269647,0.00248750,0.09859766,0.03483284,0.19174443
-1.85792896,0.75395769,0.22428767,0.14321595,0.30732572,0.19001922,0.00245795,0.09561811,0.03458157,0.18819324
-1.85192596,0.74540330,0.22259334,0.14225721,0.30295384,0.18748176,0.00243950,0.09410725,0.03433452,0.18525530
-1.84592296,0.74098637,0.22240587,0.14259321,0.29983063,0.18508550,0.00243317,0.09406207,0.03408585,0.18293667
-1.83991996,0.74077019,0.22374340,0.14422581,0.29800754,0.18285199,0.00244027,0.09548492,0.03383465,0.18126241
-1.83391696,0.74488134,0.22664747,0.14716675,0.29755884,0.18082186,0.00246246,0.09838212,0.03358457,0.18027599
-1.82791396,0.75349799,0.23117894,0.15143466,0.29857888,0.17905269,0.00250166,0.10276186,0.03334317,0.18003750
-1.82191096,0.76683364,0.23741224,0.15705122,0.30117757,0.17761580,0.00256002,0.10863132,0.03312114,0.18062081
-1.81590795,0.78511723,0.24542840,0.16403655,0.30547447,0.17659216,0.00263984,0.11599327,0.03293132,0.18210972
-1.80990495,0.80857058,0.25530708,0.17240428,0.31159173,0.17606770,0.00274354,0.12484220,0.03278769,0.18459347
-1.80390195,0.83738446,0.26711814,0.18215637,0.31964625,0.17612815,0.00287359,0.13516030,0.03270434,0.18816164
-1.79789895,0.87169455,0.28091298,0.19327824,0.32974160,0.17685373,0.00303246,0.14691338,0.03269434,0.19289893
-1.79189595,0.91155862,0.29671637,0.20573421,0.34196006,0.17831397,0.00322255,0.16004714,0.03276885,0.19887985
-1.78589295,0.95693635,0.31451891,0.21946389,0.35635528,0.18056298,0.00344624,0.17448384,0.03293622,0.20616374
-1.77988994,1.00767281,0.33427078,0.23437944,0.37294587,0.18363523,0.00370583,0.19011973,0.03320132,0.21479034
-1.77388694,1.06348683,0.35587694,0.25036423,0.39171027,0.18754233,0.00400360,0.20682336,0.03356506,0.22477605
-1.76788394,1.12396481,0.37919421,0.26727280,0.41258327,0.19227074,0.00434192,0.22443497,0.03402414,0.23611110
-1.76188094,1.18856077,0.40403027,0.28493238,0.43545409,0.19778065,0.00472335,0.24276705,0.03457106,0.24875774
-1.75587794,1.25660257,0.43014484,0.30314584,0.46016631,0.20400609,0.00515076,0.26160614,0.03519438,0.26264956
-1.74987494,1.32730437,0.45725293,0.32169609,0.48651957,0.21085615,0.00562763,0.28071588,0.03587918,0.27769180
-1.74387194,1.39978468,0.48503008,0.34035175,0.51427278,0.21821748,0.00615819,0.29984122,0.03660780,0.29376286
-1.73786893,1.47308951,0.51311938,0.35887382,0.54314879,0.22595765,0.00674775,0.31871363,0.03736070,0.31071661
-1.73186593,1.54621928,0.54114000,0.37702302,0.57284029,0.23392946,0.00740297,0.33705724,0.03811752,0.32838567
-1.72586293,1.61815850,0.56869681,0.39456756,0.60301640,0.24197585,0.00813215,0.35459555,0.03885812,0.34658533
-1.71985993,1.68790675,0.59539074,0.41129093,0.63332999,0.24993519,0.00894545,0.37105844,0.03956377,0.36511789
-1.71385693,1.75450944,0.62082940,0.42699919,0.66342513,0.25764680,0.00985522,0.38618934,0.04021818,0.38377743
-1.70785393,1.81708710,0.64463745,0.44152759,0.69294448,0.26495627,0.01087603,0.39975199,0.04080854,0.40235461
-1.70185093,1.87486166,0.66646639,0.45474605,0.72153650,0.27172049,0.01202485,0.41153682,0.04132635,0.42064141
-1.69584792,1.92717870,0.68600334,0.46656326,0.74886209,0.27781213,0.01332095,0.42136642,0.04176803,0.43843576
-1.68984492,1.97352466,0.70297846,0.47692919,0.77460062,0.28312339,0.01478575,0.42909996,0.04213534,0.45554566
-1.68384192,2.01353828,0.71717080,0.48583585,0.79845537,0.28756878,0.01644246,0.43463655,0.04243549,0.47179301
-1.67783892,2.04701607,0.72841237,0.49331632,0.82015814,0.29108706,0.01831562,0.43791710,0.04268103,0.48701681
-1.67183592,2.07391159,0.73659050,0.49944206,0.83947334,0.29364211,0.02043039,0.43892505,0.04288939,0.50107580
-1.66583292,2.09432892,0.74164830,0.50431866,0.85620133,0.29522278,0.02281176,0.43768564,0.04308217,0.51385059
-1.65982991,2.10851083,0.74358357,0.50808025,0.87018133,0.29584187,0.02548356,0.43426402,0.04328426,0.52524508
-1.65382691,2.11682250,0.74244617,0.51088293,0.88129384,0.29553424,0.02846736,0.42876229,0.04352269,0.53518742
-1.64782391,2.11973174,0.73833412,0.51289746,0.88946265,0.29435426,0.03178128,0.42131564,0.04382540,0.54363038
-1.64182091,2.11778686,0.73138884,0.51430165,0.89465652,0.29237272,0.03543880,0.41208787,0.04421991,0.55055130
-1.63581791,2.11159345,0.72178960,0.51527285,0.89689058,0.28967344,0.03944757,0.40126637,0.04473202,0.55595151
-1.62981491,2.10179118,0.70974767,0.51598090,0.89622725,0.28634964,0.04380830,0.38905704,0.04538451,0.55985548
-1.62381191,2.08903186,0.69550030,0.51658192,0.89277692,0.28250045,0.04851385,0.37567913,0.04619610,0.56230958
-1.61780890,2.07395961,0.67930489,0.51721311,0.88669795,0.27822756,0.05354850,0.36136037,0.04718044,0.56338063
-1.61180590,2.05719420,0.66143347,0.51798901,0.87819624,0.27363216,0.05888756,0.34633238,0.04834552,0.56315420
