energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-6.00000000,1.54861518,-1.54860381,0.02318565,-0.02318545,0.53299551,-0.53299161,0.64420870,-0.64420431,0.43069301,-0.43068937,0.00465797,-0.00465792,0.08380503,-0.08380448
-5.99399700,1.68626395,-1.68625214,0.02548505,-0.02548484,0.58164284,-0.58163879,0.70072239,-0.70071788,0.47126605,-0.47126223,0.00539306,-0.00539300,0.08974844,-0.08974787
-5.98799400,1.82855171,-1.82853952,0.02786569,-0.02786548,0.63192498,-0.63192081,0.75861657,-0.75861197,0.51344292,-0.51343895,0.00620928,-0.00620922,0.09587503,-0.09587444
-5.98199100,1.97455854,-1.97454605,0.03031130,-0.03031109,0.68351180,-0.68350754,0.81745802,-0.81745336,0.55697257,-0.55696847,0.00710793,-0.00710786,0.10214957,-0.10214897
-5.97598799,2.12326153,-2.12324883,0.03280377,-0.03280355,0.73603755,-0.73603323,0.87677804,-0.87677337,0.60157113,-0.60156693,0.00808917,-0.00808909,0.10853184,-0.10853123
-5.96998499,2.27354650,-2.27353369,0.03532349,-0.03532327,0.78910507,-0.78910072,0.93607870,-0.93607406,0.64692533,-0.64692105,0.00915192,-0.00915184,0.11497707,-0.11497645
-5.96398199,2.42422272,-2.42420990,0.03784973,-0.03784951,0.84229098,-0.84228665,0.99483997,-0.99483539,0.69269685,-0.69269252,0.01029372,-0.01029363,0.12143649,-0.12143586
-5.95797899,2.57404024,-2.57402751,0.04036103,-0.04036081,0.89515177,-0.89514747,1.05252765,-1.05252318,0.73852752,-0.73852318,0.01151061,-0.01151051,0.12785815,-0.12785753
-5.95197599,2.72170939,-2.72169687,0.04283565,-0.04283544,0.94723049,-0.94722628,1.10860187,-1.10859756,0.78404515,-0.78404083,0.01279711,-0.01279701,0.13418783,-0.13418722
-5.94597299,2.86592186,-2.86590965,0.04525203,-0.04525183,0.99806409,-0.99806000,1.16252598,-1.16252186,0.82886981,-0.82886554,0.01414617,-0.01414606,0.14037008,-0.14036947
-5.93996998,3.00537266,-3.00536087,0.04758918,-0.04758899,1.04719093,-1.04718699,1.21377548,-1.21377160,0.87262036,-0.87261618,0.01554920,-0.01554909,0.14634930,-0.14634870
-5.93396698,3.13878229,-3.13877103,0.04982715,-0.04982697,1.09415837,-1.09415463,1.26184696,-1.26184335,0.91492089,-0.91491683,0.01699611,-0.01699600,0.15207095,-0.15207038
