energy_ev,total_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.46573287,1.72640033,0.90250782,0.31986867,0.00263698,0.31622784,0.00860166,0.61778562,0.80018686,0.08283242
-5.45972986,1.70892211,0.89304269,0.31839091,0.00226686,0.30850675,0.00822264,0.61117894,0.79758039,0.08260205
-5.45372686,1.68971463,0.88115191,0.31731576,0.00194504,0.30029399,0.00788268,0.60366889,0.79335862,0.08220538
-5.44772386,1.66883824,0.86678529,0.31667203,0.00166891,0.29161275,0.00757830,0.59526869,0.78758055,0.08164122
-5.44172086,1.64644204,0.84996659,0.31649120,0.00143562,0.28250158,0.00730604,0.58603731,0.78034314,0.08091491
-5.43571786,1.62276280,0.83079369,0.31680692,0.00124224,0.27301447,0.00706268,0.57607960,0.77177847,0.08003825
-5.42971486,1.59812014,0.80943596,0.31765431,0.00108587,0.26322033,0.00684535,0.56554451,0.76204983,0.07902903
-5.42371186,1.57290842,0.78612890,0.31906899,0.00096369,0.25320189,0.00665169,0.55462154,0.75134679,0.07791049
-5.41770885,1.54758543,0.76116641,0.32108594,0.00087303,0.24305405,0.00647990,0.54353552,0.73987952,0.07671053
-5.41170585,1.52265850,0.73489092,0.32373816,0.00081142,0.23288172,0.00632877,0.53253994,0.72787248,0.07546082
-5.40570285,1.49866844,0.70768200,0.32705523,0.00077661,0.22279724,0.00619770,0.52190900,0.71555786,0.07419572
-5.39969985,1.47617195,0.67994380,0.33106174,0.00076656,0.21291758,0.00608662,0.51192882,0.70316882,0.07295121
-5.39369685,1.45572319,0.65209190,0.33577570,0.00077942,0.20336124,0.00599599,0.50288794,0.69093303,0.07176372
-5.38769385,1.43785508,0.62454025,0.34120691,0.00081355,0.19424512,0.00592664,0.49506768,0.67906633,0.07066894
-5.38169085,1.42306106,0.59768840,0.34735538,0.00086744,0.18568147,0.00587971,0.48873254,0.66776711,0.06970070
-5.37568784,1.41177783,0.57190983,0.35420989,0.00093969,0.17777485,0.00585648,0.48412107,0.65721122,0.06888992
-5.36968484,1.40436976,0.54754151,0.36174670,0.00102896,0.17061942,0.00585829,0.48143743,0.64754763,0.06826359
-5.36368184,1.40111535,0.52487511,0.36992840,0.00113397,0.16429651,0.00588636,0.48084410,0.63889503,0.06784394
-5.35767884,1.40219630,0.50415013,0.37870326,0.00125337,0.15887247,0.00594170,0.48245590,0.63133921,0.06764770
-5.35167584,1.40768958,0.48554905,0.38800476,0.00138581,0.15439711,0.00602494,0.48633547,0.62493143,0.06768559
-5.34567284,1.41756278,0.46919454,0.39775175,0.00152983,0.15090243,0.00613629,0.49249064,0.61968775,0.06796189
-5.33966983,1.43167311,0.45514880,0.40784907,0.00168391,0.14840200,0.00627537,0.50087359,0.61558928,0.06847428
-5.33366683,1.44977018,0.44341499,0.41818882,0.00184639,0.14689077,0.00644122,0.51138203,0.61258347,0.06921391
-5.32766383,1.47150263,0.43394049,0.42865234,0.00201556,0.14634544,0.00663220,0.52386238,0.61058633,0.07016557
-5.32166083,1.49642872,0.42662196,0.43911283,0.00218958,0.14672538,0.00684601,0.53811492,0.60948565,0.07130817
-5.31565783,1.52403060,0.42131195,0.44943873,0.00236660,0.14797403,0.00707969,0.55390083,0.60914519,0.07261537
-5.30965483,1.55373214,0.41782680,0.45949777,0.00254471,0.15002089,0.00732968,0.57095091,0.60940972,0.07405645
-5.30365183,1.58491966,0.41595557,0.46916154,0.00272203,0.15278383,0.00759191,0.58897577,0.61011094,0.07559733
-5.29764882,1.61696521,0.41546966,0.47831052,0.00289677,0.15617194,0.00786188,0.60767704,0.61107408,0.07720170
-5.29164582,1.64925139,0.41613293,0.48683942,0.00306721,0.16008865,0.00813481,0.62675939,0.61212496,0.07883238
-5.28564282,1.68119687,0.41771180,0.49466245,0.00323180,0.16443503,0.00840581,0.64594264,0.61309749,0.08045259
-5.27963982,1.71228161,0.41998508,0.50171837,0.00338919,0.16911331,0.00867004,0.66497368,0.61384103,0.08202739
-5.27363682,1.74207040,0.42275322,0.50797508,0.00353826,0.17403027,0.00892290,0.68363750,0.61422761,0.08352499
-5.26763382,1.77023386,0.42584648,0.51343329,0.00367815,0.17910059,0.00916019,0.70176681,0.61415844,0.08491796
-5.26163082,1.79656538,0.42913182,0.51812914,0.00380825,0.18424981,0.00937828,0.71924978,0.61356950,0.08618438
-5.25562781,1.82099319,0.43251811,0.52213547,0.00392822,0.18941683,0.00957430,0.73603538,0.61243575,0.08730863
-5.24962481,1.84358650,0.43595954,0.52556152,0.00403798,0.19455589,0.00974620,0.75213596,0.61077379,0.08828204
-5.24362181,1.86455520,0.43945679,0.52855098,0.00413767,0.19963769,0.00989289,0.76762685,0.60864259,0.08910317
-5.23761881,1.88424250,0.44305618,0.53127828,0.00422762,0.20464985,0.01001425,0.78264279,0.60614221,0.08977777
-5.23161581,1.90311081,0.44684642,0.53394324,0.00430827,0.20959635,0.01011111,0.79737123,0.60341041,0.09031844
-5.22561281,1.92172082,0.45095333,0.53676413,0.00438017,0.21449614,0.01018525,0.81204280,0.60061716,0.09074386
-5.21960980,1.94070490,0.45553256,0.53996945,0.00444386,0.21938086,0.01023927,0.82691919,0.59795722,0.09107783
-5.21360680,1.96073546,0.46076057,0.54378877,0.00449986,0.22429173,0.01027643,0.84227895,0.59564114,0.09134792
-5.20760380,1.98249007,0.46682439,0.54844289,0.00454857,0.22927580,0.01030051,0.85840204,0.59388493,0.09158403
-5.20160080,2.00661459,0.47391046,0.55413394,0.00459025,0.23438162,0.01031557,0.87555363,0.59289898,0.09181670
-5.19559780,2.03368646,0.48219323,0.56103585,0.00462499,0.23965470,0.01032572,0.89396813,0.59287669,0.09207546
-5.18959480,2.06417978,0.49182389,0.56928555,0.00465265,0.24513276,0.01033491,0.91383426,0.59398348,0.09238712
-5.18359180,2.09843424,0.50292005,0.57897565,0.00467288,0.25084127,0.01034666,0.93528190,0.59634666,0.09277425
-5.17758879,2.13662949,0.51555671,0.59014875,0.00468513,0.25678934,0.01036392,0.95837155,0.60004677,0.09325380
-5.17158579,2.17876660,0.52975912,0.60279390,0.00468867,0.26296630,0.01038878,0.98308700,0.60511087,0.09383608
-5.16558279,2.22465767,0.54549795,0.61684541,0.00468260,0.26933919,0.01042244,1.00933168,0.61150827,0.09452394
-5.15957979,2.27392452,0.56268702,0.63218420,0.00466594,0.27585126,0.01046505,1.03692894,0.61914875,0.09531244
-5.15357679,2.32600666,0.58118385,0.64864167,0.00463767,0.28242173,0.01051567,1.06562651,0.62788374,0.09618891
-5.14757379,2.38017855,0.60079302,0.66600599,0.00459682,0.28894676,0.01057232,1.09510474,0.63751018,0.09713332
-5.14157079,2.43557534,0.62127215,0.68403067,0.00454249,0.29530175,0.01063205,1.12498860,0.64777711,0.09811916
-5.13556778,2.49122617,0.64234038,0.70244482,0.00447397,0.30134482,0.01069103,1.15486269,0.65839459,0.09911458
-5.12956478,2.54609337,0.66368883,0.72096494,0.00439075,0.30692140,0.01074475,1.18428853,0.66904458,0.10008384
-5.12356178,2.59911574,0.68499251,0.73930744,0.00429262,0.31186967,0.01078826,1.21282350,0.67939323,0.10098899
-5.11755878,2.64925386,0.70592312,0.75720135,0.00417966,0.31602675,0.01081635,1.24004020,0.68910406,0.10179167
-5.11155578,2.69553507,0.72616200,0.77440063,0.00405232,0.31923518,0.01082384,1.26554544,0.69785126,0.10245494
-5.10555278,2.73709587,0.74541262,0.79069541,0.00391137,0.32134950,0.01080587,1.28899785,0.70533252,0.10294506
-5.09954977,2.77321971,0.76341181,0.80592151,0.00375793,0.32224262,0.01075809,1.31012304,0.71128080,0.10323314
-5.09354677,2.80336803,0.77993929,0.81996775,0.00359347,0.32181159,0.01067694,1.32872576,0.71547441,0.10329650
-5.08754377,2.82720313,0.79482487,0.83278076,0.00341973,0.31998258,0.01055984,1.34469821,0.71774502,0.10311988
-5.08154077,2.84460170,0.80795303,0.84436673,0.00323872,0.31671481,0.01040534,1.35802418,0.71798305,0.10269608
-5.07553777,2.85565822,0.81926465,0.85479025,0.00305264,0.31200317,0.01021328,1.36877873,0.71614059,0.10202646
-5.06953477,2.86067836,0.82875586,0.86417015,0.00286387,0.30587960,0.00998479,1.37712353,0.71223132,0.10112081
-5.06353177,2.86016252,0.83647418,0.87267247,0.00267487,0.29841291,0.00972237,1.38329805,0.70632795,0.09999705
-5.05752876,2.85478076,0.84251223,0.88050108,0.00248815,0.28970738,0.00942984,1.38760703,0.69855712,0.09868039
-5.05152576,2.84534025,0.84699943,0.88788626,0.00230621,0.27989995,0.00911223,1.39040510,0.68909217,0.09720229
-5.04552276,2.83274722,0.85009230,0.89507196,0.00213150,0.26915635,0.00877572,1.39207913,0.67814430,0.09559912
-5.03951976,2.81796532,0.85196398,0.90230242,0.00196640,0.25766621,0.00842741,1.39302941,0.66595251,0.09391067
-5.03351676,2.80197262,0.85279359,0.90980869,0.00181312,0.24563756,0.00807522,1.39365053,0.65277301,0.09217852
-5.02751376,2.78571937,0.85275611,0.91779593,0.00167377,0.23329080,0.00772762,1.39431304,0.63886844,0.09044442
-5.02151076,2.77008859,0.85201331,0.92643212,0.00155025,0.22085251,0.00739342,1.39534658,0.62449770,0.08874874
-5.01550775,2.75586128,0.85070623,0.93583858,0.00144430,0.20854929,0.00708158,1.39702549,0.60990659,0.08712899
-5.00950475,2.74368767,0.84894965,0.94608292,0.00135744,0.19660183,0.00680095,1.39955733,0.59531981,0.08561860
-5.00350175,2.73406563,0.84682851,0.95717462,0.00129100,0.18521952,0.00656007,1.40307479,0.58093450,0.08424587
-4.99749875,2.72732668,0.84439663,0.96906341,0.00124609,0.17459549,0.00636694,1.40763132,0.56691558,0.08303320
-4.99149575,2.72362986,0.84167741,0.98164039,0.00122359,0.16490249,0.00622884,1.41320026,0.55339288,0.08199663
-4.98549275,2.72296312,0.83866631,0.99474179,0.00122415,0.15628942,0.00615211,1.41967751,0.54046006,0.08114557
-4.97948974,2.72515143,0.83533484,1.00815495,0.00124818,0.14887858,0.00614205,1.42688731,0.52817514,0.08048286
-4.97348674,2.72987071,0.83163554,1.02162619,0.00129582,0.14276378,0.00620267,1.43459052,0.51656250,0.08000501
-4.96748374,2.73666636,0.82750759,1.03487009,0.00136694,0.13800904,0.00633663,1.44249507,0.50561595,0.07970264
-4.96148074,2.74497497,0.82288247,1.04757958,0.00146111,0.13464795,0.00654513,1.45026760,0.49530283,0.07956109
-4.95547774,2.75414799,0.81768933,1.05943634,0.00157761,0.13268369,0.00682778,1.45754602,0.48556849,0.07956109
-4.94947474,2.76347607,0.81185976,1.07012106,0.00171537,0.13208950,0.00718256,1.46395209,0.47634117,0.07967956
-4.94347174,2.77221297,0.80533160,1.07932309,0.00187303,0.13280972,0.00760581,1.46910360,0.46753686,0.07989038
-4.93746873,2.77959826,0.79805178,1.08674921,0.00204888,0.13476124,0.00809222,1.47262580,0.45906397,0.08016518
-4.93146573,2.78487812,0.78997799,1.09213110,0.00224092,0.13783541,0.00863491,1.47416164,0.45082764,0.08047416
-4.92546273,2.78732406,0.78107948,1.09523169,0.00244685,0.14190040,0.00922548,1.47338071,0.44273357,0.08078675
-4.91945973,2.78624928,0.77133696,1.09585006,0.00266416,0.14680399,0.00985420,1.46998682,0.43469143,0.08107241
-4.91345673,2.78102301,0.76074201,1.09382512,0.00289013,0.15237676,0.01051016,1.46372414,0.42661763,0.08130121
-4.90745373,2.77108283,0.74929607,1.08903815,0.00312193,0.15843575,0.01118157,1.45438227,0.41843766,0.08144445
-4.90145073,2.75594559,0.73700956,1.08141439,0.00335675,0.16478849,0.01185598,1.44180006,0.41008803,0.08147531
-4.89544772,2.73521701,0.72390110,1.07092388,0.00359180,0.17123738,0.01252066,1.42586863,0.40151779,0.08136934
-4.88944472,2.70860041,0.70999726,1.05758158,0.00382454,0.17758430,0.01316292,1.40653366,0.39268974,0.08110501
-4.88344172,2.67590465,0.69533282,1.04144722,0.00405270,0.18363553,0.01377053,1.38379705,0.38358142,0.08066425
-4.87743872,2.63705125,0.67995167,1.02262464,0.00427443,0.18920653,0.01433206,1.35771804,0.37418585,0.08003287
-4.87143572,2.59208063,0.66390821,1.00126087,0.00448842,0.19412678,0.01483730,1.32841384,0.36451201,0.07920102
-4.86543272,2.54115699,0.64726921,0.97754484,0.00469398,0.19824423,0.01527757,1.29605966,0.35458516,0.07816359
-4.85942971,2.48457144,0.63011578,0.95170565,0.00489109,0.20142940,0.01564605,1.26088794,0.34444678,0.07692041
-4.85342671,2.42274275,0.61254534,0.92401025,0.00508049,0.20357876,0.01593799,1.22318681,0.33415420,0.07547653
-4.84742371,2.35621515,0.59467307,0.89476043,0.00526367,0.20461741,0.01615094,1.18329726,0.32377981,0.07384222
-4.84142071,2.28565255,0.57663277,0.86428887,0.00544283,0.20450080,0.01628478,1.14160915,0.31340978,0.07203289
-4.83541771,2.21182878,0.55857674,0.83295419,0.00562087,0.20321547,0.01634173,1.09855564,0.30314221,0.07006885
-4.82941471,2.13561351,0.54067442,0.80113490,0.00580124,0.20077875,0.01632626,1.05460607,0.29308471,0.06797485
-4.82341171,2.05795384,0.52310975,0.76922217,0.00598783,0.19723735,0.01624487,1.01025721,0.28335149,0.06577949
-4.81740870,1.97985170,0.50607729,0.73761160,0.00618479,0.19266498,0.01610581,0.96602299,0.27405975,0.06351446
-4.81140570,1.90233775,0.48977691,0.70669399,0.00639633,0.18715905,0.01591874,0.92242288,0.26532584,0.06121361
-4.80540270,1.82644233,0.47440757,0.67684553,0.00662649,0.18083668,0.01569428,0.87996929,0.25726090,0.05891191
-4.79939970,1.75316476,0.46016021,0.64841758,0.00687893,0.17383002,0.01544356,0.83915425,0.24996650,0.05664437
-4.79339670,1.68344212,0.44721024,0.62172659,0.00715669,0.16628135,0.01517774,0.80043612,0.24353027,0.05444485
-4.78739370,1.61811892,0.43571006,0.59704447,0.00746194,0.15833793,0.01490753,0.76422664,0.23802181,0.05234499
-4.78139070,1.55791919,0.42578200,0.57459004,0.00779586,0.15014709,0.01464273,0.73087907,0.23348909,0.05037311
-4.77538769,1.50342235,0.41751216,0.55452187,0.00815840,0.14185151,0.01439185,0.70067788,0.22995561,0.04855331
-4.76938469,1.45504412,0.41094561,0.53693300,0.00854823,0.13358512,0.01416176,0.67383069,0.22741845,0.04690464
-4.76338169,1.41302375,0.40608326,0.52184798,0.00896269,0.12546967,0.01395743,0.65046268,0.22584741,0.04544062
-4.75737869,1.37741805,0.40288071,0.50922225,0.00939775,0.11761204,0.01378182,0.63061400,0.22518539,0.04416882
-4.75137569,1.34810302,0.40124918,0.49894425,0.00984816,0.11010248,0.01363576,0.61424034,0.22534997,0.04309083
-4.74537269,1.32478286,0.40105871,0.49084005,0.01030755,0.10301380,0.01351807,0.60121658,0.22623628,0.04220239
-4.73936968,1.30700634,0.40214335,0.48468060,0.01076863,0.09640130,0.01342565,0.59134364,0.22772106,0.04149382
-4.73336668,1.29418954,0.40430833,0.48019107,0.01122351,0.09030365,0.01335377,0.58435808,0.22966765,0.04095064
-4.72736368,1.28564426,0.40733873,0.47706211,0.01166397,0.08474436,0.01329633,0.57994416,0.23193193,0.04055442
-4.72136068,1.28061050,0.41100939,0.47496251,0.01208178,0.07973392,0.01324628,0.57774774,0.23436868,0.04028371
-4.71535768,1.27829168,0.41509542,0.47355261,0.01246913,0.07527221,0.01319601,0.57739154,0.23683829,0.04011515
-4.70935468,1.27789084,0.41938291,0.47249799,0.01281891,0.07135128,0.01313775,0.57849095,0.23921332,0.04002458
-4.70335168,1.27864615,0.42367919,0.47148278,0.01312510,0.06795808,0.01306403,0.58066977,0.24138470,0.03998816
-4.69734867,1.27986408,0.42782213,0.47022204,0.01338303,0.06507714,0.01296807,0.58357513,0.24326718,0.03998338
-4.69134567,1.28094862,0.43168805,0.46847255,0.01358963,0.06269295,0.01284406,0.58689099,0.24480374,0.03999009
-4.68534267,1.28142537,0.43519768,0.46604182,0.01374362,0.06079201,0.01268755,0.59034964,0.24596875,0.03999118
-4.67933967,1.28095937,0.43831994,0.46279467,0.01384556,0.05936434,0.01249555,0.59374066,0.24676966,0.03997329
-4.67333667,1.27936587,0.44107332,0.45865740,0.01389790,0.05840443,0.01226673,0.59691708,0.24724711,0.03992712
-4.66733367,1.27661389,0.44352465,0.45361927,0.01390486,0.05791165,0.01200143,0.59979850,0.24747339,0.03984763
-4.66133067,1.27282226,0.44578539,0.44773137,0.01387225,0.05789001,0.01170162,0.60237106,0.24754937,0.03973403
-4.65532766,1.26824873,0.44800548,0.44110307,0.01380724,0.05834739,0.01137075,0.60468436,0.24759992,0.03958944
-4.64932466,1.26327268,0.45036516,0.43389622,0.01371800,0.05929423,0.01101360,0.60684554,0.24776802,0.03942047
-4.64332166,1.25837231,0.45306497,0.42631742,0.01361333,0.06074186,0.01063598,0.60901085,0.24820795,0.03923660
