energy_ev,total_up,Nb_p_up,Nb_d_up,Pb_p_up,Pb_d_up,Se_s_up,Se_p_up
-5.77188594,3.83962092,1.64980516,1.99297311,0.08279415,0.00286729,0.01306459,2.92782085
-5.76588294,3.86223038,1.65986527,1.96082387,0.09230117,0.00298949,0.01475993,2.91821708
-5.75987994,3.88880840,1.67261731,1.92781991,0.10271268,0.00311214,0.01660587,2.90987119
-5.75387694,3.92160519,1.68892599,1.89539151,0.11404361,0.00323556,0.01860196,2.90467452
-5.74787394,3.96268789,1.70950847,1.86491594,0.12629221,0.00336007,0.02074474,2.90440344
-5.74187094,4.01386004,1.73490250,1.83767670,0.13943756,0.00348595,0.02302728,2.91065789
-5.73586793,4.07658928,1.76544161,1.81482699,0.15343743,0.00361340,0.02543894,2.92480620
-5.72986493,4.15194626,1.80123888,1.79735873,0.16822661,0.00374248,0.02796509,2.94793804
-5.72386193,4.24055750,1.84217999,1.78607807,0.18371590,0.00387308,0.03058709,2.98082755
-5.71785893,4.34257444,1.88792613,1.78158829,0.19979179,0.00400490,0.03328226,3.02390812
-5.71185593,4.45766039,1.93792684,1.78428059,0.21631706,0.00413739,0.03602413,3.07725988
-5.70585293,4.58499650,1.99144241,1.79433288,0.23313229,0.00426976,0.03878278,3.14061060
-5.69984992,4.72330692,2.04757499,1.81171659,0.25005836,0.00440100,0.04152539,3.21335014
-5.69384692,4.87090283,2.10530718,1.83621102,0.26689996,0.00452984,0.04421695,3.29455797
-5.68784392,5.02574391,2.16354645,1.86742451,0.28344995,0.00465485,0.04682110,3.38304297
-5.68184092,5.18551519,2.22117358,1.90482142,0.29949471,0.00477443,0.04930110,3.47739371
-5.67583792,5.34771631,2.27709283,1.94775368,0.31482000,0.00488691,0.05162093,3.57603758
-5.66983492,5.50975959,2.33028173,1.99549531,0.32921751,0.00499061,0.05374637,3.67730599
-5.66383192,5.66907281,2.37983809,2.04727840,0.34249149,0.00508390,0.05564622,3.77950298
-5.65782891,5.82320208,2.42502214,2.10232869,0.35446556,0.00516532,0.05729333,3.88097422
-5.65182591,5.96991012,2.46529169,2.15989904,0.36498912,0.00523360,0.05866567,3.98017314
-5.64582291,6.10726525,2.50032882,2.21929912,0.37394328,0.00528783,0.05974716,4.07572113
-5.63981991,6.23371678,2.53005647,2.27991977,0.38124589,0.00532744,0.06052846,4.16645897
-5.63381691,6.34815286,2.55464448,2.34125079,0.38685557,0.00535229,0.06100738,4.25148684
-5.62781391,6.44993784,2.57450432,2.40289119,0.39077429,0.00536269,0.06118917,4.33019097
-5.62181091,6.53892686,2.59027289,2.46455132,0.39304860,0.00535943,0.06108647,4.40225546
-5.61580790,6.61545678,2.60278601,2.52604685,0.39376913,0.00534373,0.06071903,4.46765873
-5.60980490,6.68031349,2.61304267,2.58728489,0.39306859,0.00531725,0.06011314,4.52665462
-5.60380190,6.73467715,2.62216164,2.64824309,0.39111798,0.00528199,0.05930080,4.57973919
-5.59779890,6.78004760,2.63133231,2.70894287,0.38812137,0.00524023,0.05831865,4.62760482
-5.59179590,6.81815387,2.64176186,2.76941859,0.38430931,0.00519443,0.05720677,4.67108415
-5.58579290,6.85085205,2.65462113,2.82968434,0.37993102,0.00514713,0.05600726,4.71108676
-5.57978989,6.88001659,2.67099138,2.88970062,0.37524579,0.00510081,0.05476279,4.74853197
-5.57378689,6.90743078,2.69181427,2.94934285,0.37051384,0.00505781,0.05351510,4.78428142
-5.56778389,6.93468158,2.71784707,3.00837403,0.36598693,0.00502018,0.05230352,4.81907506
-5.56178089,6.96306447,2.74962485,3.06642326,0.36189925,0.00498959,0.05116360,4.85347391
-5.55577789,6.99350290,2.78743124,3.12297178,0.35845876,0.00496727,0.05012588,4.88781276
-5.54977489,7.02648643,2.83127868,3.17734767,0.35583950,0.00495393,0.04921484,4.92216519
-5.54377189,7.06203054,2.88089887,3.22872991,0.35417508,0.00494968,0.04844811,4.95632283
-5.53776888,7.09966009,2.93574373,3.27616199,0.35355365,0.00495409,0.04783592,4.98978977
-5.53176588,7.13841684,2.99499645,3.31857460,0.35401451,0.00496616,0.04738089,5.02179237
-5.52576288,7.17689067,3.05759234,3.35481655,0.35554664,0.00498436,0.04707806,5.05130380
-5.51975988,7.21327248,3.12224817,3.38369250,0.35808897,0.00500670,0.04691521,5.07708184
-5.51375688,7.24542605,3.18749920,3.40400568,0.36153262,0.00503081,0.04687355,5.09771795
-5.50775388,7.27097502,3.25174204,3.41460354,0.36572489,0.00505407,0.04692852,5.11169480
-5.50175088,7.28740069,3.31328202,3.41442416,0.37047479,0.00507367,0.04705094,5.11744945
-5.49574787,7.29214571,3.37038314,3.40254099,0.37556006,0.00508679,0.04720817,5.11343885
-5.48974487,7.28271896,3.42131908,3.37820381,0.38073517,0.00509065,0.04736553,5.09820449
-5.48374187,7.25679670,3.46442331,3.34087393,0.38574016,0.00508270,0.04748769,5.07043334
-5.47773887,7.21231561,3.49813706,3.29025195,0.39030985,0.00506064,0.04754003,5.02901207
-5.47173587,7.14755412,3.52105325,3.22629677,0.39418314,0.00502259,0.04749002,4.97307273
-5.46573287,7.06119878,3.53195558,3.14923515,0.39711198,0.00496709,0.04730842,4.90202793
-5.45972986,6.95239370,3.52985132,3.05956143,0.39886964,0.00489318,0.04697036,4.81559457
-5.45372686,6.82077172,3.51399731,2.95802758,0.39925812,0.00480043,0.04645616,4.71380583
-5.44772386,6.66646712,3.48391837,2.84562426,0.39811432,0.00468890,0.04575201,4.59701131
-5.44172086,6.49011036,3.43941801,2.72355398,0.39531477,0.00455919,0.04485031,4.46586639
-5.43571786,6.29280629,3.38058127,2.59319757,0.39077889,0.00441236,0.04374987,4.32131175
-5.42971486,6.07609773,3.30777004,2.45607580,0.38447061,0.00424987,0.04245577,4.16454471
-5.42371186,5.84191705,3.22161113,2.31380783,0.37639846,0.00407355,0.04097904,3.99698415
-5.41770885,5.59252839,3.12297797,2.16806824,0.36661405,0.00388550,0.03933617,3.82023098
-5.41170585,5.33046369,3.01296655,2.02054466,0.35520931,0.00368802,0.03754841,3.63602599
-5.40570285,5.05845525,2.89286679,1.87289736,0.34231241,0.00348355,0.03564095,3.44620704
-5.39969985,4.77936787,2.76413027,1.72672252,0.32808276,0.00327456,0.03364205,3.25266712
-5.39369685,4.49613283,2.62833568,1.58352018,0.31270532,0.00306352,0.03158211,3.05731485
-5.38769385,4.21168604,2.48715294,1.44466788,0.29638438,0.00285281,0.02949273,2.86203842
-5.38169085,3.92891209,2.34230736,1.31140047,0.27933726,0.00264468,0.02740586,2.66867396
-5.37568784,3.65059529,2.19554491,1.18479645,0.26178793,0.00244122,0.02535290,2.47897875
-5.36968484,3.37937880,2.04859954,1.06577064,0.24396110,0.00224431,0.02336408,2.29460968
-5.36368184,3.11773188,1.90316356,0.95507303,0.22607672,0.00205562,0.02146774,2.11710677
-5.35767884,2.86792564,1.76086171,0.85329308,0.20834515,0.00187657,0.01968992,1.94788182
-5.35167584,2.63201653,1.62322960,0.76086885,0.19096319,0.00170838,0.01805394,1.78821151
-5.34567284,2.41183730,1.49169667,0.67810010,0.17411092,0.00155201,0.01658014,1.63923478
-5.33966983,2.20899440,1.36757411,0.60516426,0.15794953,0.00140825,0.01528578,1.50195358
-5.33366683,2.02487098,1.25204754,0.54213461,0.14261996,0.00127765,0.01418494,1.37723677
-5.32766383,1.86063436,1.14617420,0.48899937,0.12824251,0.00116062,0.01328857,1.26582623
-5.32166083,1.71724706,1.05088445,0.44568115,0.11491707,0.00105738,0.01260453,1.16834475
-5.31565783,1.59548042,0.96698688,0.41205576,0.10272423,0.00096804,0.01213780,1.08530524
-5.30965483,1.49592964,0.89517644,0.38796991,0.09172668,0.00089257,0.01189054,1.01712059
-5.30365183,1.41902974,0.83604484,0.37325699,0.08197123,0.00083084,0.01186232,0.96411384
-5.29764882,1.36507139,0.79009237,0.36775083,0.07349091,0.00078266,0.01205024,0.92652828
-5.29164582,1.33421620,0.75774034,0.37129688,0.06630724,0.00074774,0.01244914,0.90453707
-5.28564282,1.32651072,0.73934318,0.38376075,0.06043245,0.00072573,0.01305174,0.89825210
-5.27963982,1.34189887,0.73519944,0.40503394,0.05587150,0.00071625,0.01384882,0.90773179
-5.27363682,1.38023226,0.74556087,0.43503680,0.05262382,0.00071887,0.01482936,0.93298745
-5.26763382,1.44127821,0.77063883,0.47371862,0.05068470,0.00073312,0.01598070,0.97398808
-5.26163082,1.52472502,0.81060750,0.52105508,0.05004616,0.00075850,0.01728876,1.03066315
-5.25562781,1.63018446,0.86560338,0.57704296,0.05069747,0.00079449,0.01873817,1.10290322
-5.24962481,1.75719120,0.93572078,0.64169235,0.05262506,0.00084054,0.02031253,1.19055808
-5.24362181,1.90519908,1.02100323,0.71501656,0.05581204,0.00089608,0.02199460,1.29343231
-5.23761881,2.07357430,1.12143090,0.79701976,0.06023733,0.00096052,0.02376656,1.41127800
-5.23161581,2.26158558,1.23690426,0.88768265,0.06587442,0.00103326,0.02561027,1.54378473
-5.22561281,2.46839147,1.36722470,0.98694662,0.07268991,0.00111365,0.02750754,1.69056685
-5.21960980,2.69302538,1.51207274,1.09469645,0.08064194,0.00120104,0.02944036,1.85114830
-5.21360680,2.93437883,1.67098502,1.21074238,0.08967866,0.00129476,0.03139121,2.02494555
-5.20760380,3.19118373,1.84333104,1.33480188,0.09973685,0.00139408,0.03334324,2.21124911
-5.20160080,3.46199475,2.02829122,1.46648184,0.11074078,0.00149826,0.03528048,2.40920460
-5.19559780,3.74517296,2.22483770,1.60526212,0.12260150,0.00160654,0.03718797,2.61779441
-5.18959480,4.03887206,2.43171926,1.75048109,0.13521666,0.00171809,0.03905190,2.83582105
-5.18359180,4.34102870,2.64745207,1.90132420,0.14847085,0.00183205,0.04085962,3.06189362
-5.17758879,4.64935833,2.87031734,2.05681645,0.16223659,0.00194752,0.04259963,3.29441863
-5.17158579,4.96135800,3.09836726,2.21581961,0.17637592,0.00206355,0.04426155,3.53159661
-5.16558279,5.27431730,3.32943988,2.37703500,0.19074264,0.00217915,0.04583599,3.77142572
-5.15957979,5.58533851,3.56118355,2.53901235,0.20518497,0.00229330,0.04731443,4.01171323
-5.15357679,5.89136651,3.79109083,2.70016525,0.21954873,0.00240495,0.04868908,4.25009579
-5.14757379,6.18922864,4.01654163,2.85879320,0.23368079,0.00251301,0.04995274,4.48406870
-5.14157079,6.47568418,4.23485451,3.01311017,0.24743259,0.00261643,0.05109867,4.71102412
-5.13556778,6.74748271,4.44334490,3.16127910,0.26066371,0.00271414,0.05212050,4.92829780
-5.12956478,7.00142973,4.63938852,3.30145166,0.27324520,0.00280514,0.05301217,5.13322307
-5.12356178,7.23445797,4.82048770,3.43181195,0.28506258,0.00288848,0.05376799,5.32319091
-5.11755878,7.44370185,4.98433857,3.55062292,0.29601833,0.00296331,0.05438268,5.49571394
-5.11155578,7.62657258,5.12889630,3.65627380,0.30603377,0.00302891,0.05485150,5.64849239
-5.10555278,7.78083109,5.25243625,3.74732679,0.31505025,0.00308470,0.05517050,5.77947944
-5.09954977,7.90465593,5.35360835,3.82256128,0.32302964,0.00313028,0.05533673,5.88694345
-5.09354677,7.99670326,5.43148291,3.88101372,0.32995408,0.00316544,0.05534852,5.96952473
-5.08754377,8.05615658,5.48558580,3.92201162,0.33582502,0.00319020,0.05520584,6.02628419
-5.08154077,8.08276388,5.51592183,3.94520004,0.34066166,0.00320477,0.05491055,6.05674217
-5.07553777,8.07686050,5.52298537,3.95055962,0.34449895,0.00320963,0.05446667,6.06090543
-5.06953477,8.03937671,5.50775778,3.93841515,0.34738506,0.00320544,0.05388068,6.03928121
-5.06353177,7.97182926,5.47169187,3.90943435,0.34937876,0.00319309,0.05316159,5.99287756
-5.05752876,7.87629707,5.41668372,3.86461661,0.35054657,0.00317364,0.05232113,5.92318977
-5.05152576,7.75538170,5.34503305,3.80527227,0.35096001,0.00314833,0.05137363,5.83217307
-5.04552276,7.61215365,5.25939322,3.73299281,0.35069298,0.00311848,0.05033600,5.72220249
-5.03951976,7.45008621,5.16271242,3.64961317,0.34981935,0.00308552,0.04922745,5.59602105
-5.03351676,7.27297887,5.05816779,3.55716737,0.34841098,0.00305088,0.04806919,5.45667790
-5.02751376,7.08487244,4.94909409,3.45783880,0.34653597,0.00301602,0.04688400,5.30745810
-5.02151076,6.88995840,4.83890876,3.35390695,0.34425753,0.00298229,0.04569573,5.15180636
-5.01550775,6.69248495,4.73103522,3.24769199,0.34163308,0.00295099,0.04452876,4.99324659
-5.00950475,6.49666223,4.62882574,3.14149902,0.33871386,0.00292325,0.04340736,4.83529972
-5.00350175,6.30656918,4.53548592,3.03756348,0.33554496,0.00290004,0.04235505,4.68140180
-4.99749875,6.12606422,4.45400184,2.93799917,0.33216558,0.00288215,0.04139403,4.53482448
-4.99149575,5.95870191,4.38707158,2.84475031,0.32860966,0.00287017,0.04054450,4.39859994
-4.98549275,5.80765749,4.33704231,2.75954862,0.32490666,0.00286446,0.03982417,4.27545185
-4.97948974,5.67566073,4.30585421,2.68387660,0.32108264,0.00286521,0.03924773,4.16773420
-4.97348674,5.56494078,4.29499248,2.61893755,0.31716124,0.00287238,0.03882645,4.07737923
-4.96748374,5.47718290,4.30544858,2.56563302,0.31316491,0.00288580,0.03856790,4.00585576
-4.96148074,5.41349805,4.33769167,2.52454814,0.30911599,0.00290510,0.03847571,3.95413880
-4.95547774,5.37440586,4.39165135,2.49594474,0.30503777,0.00292982,0.03854952,3.92269121
-4.94947474,5.35983130,4.46671234,2.47976251,0.30095549,0.00295937,0.03878500,3.91145780
-4.94347174,5.36911514,4.56172187,2.47562788,0.29689713,0.00299310,0.03917398,3.91987203
-4.93746873,5.40103766,4.67500992,2.48287026,0.29289409,0.00303031,0.03970472,3.94687523
-4.93146573,5.45385528,4.80442253,2.50054512,0.28898166,0.00307025,0.04036224,3.99094786
-4.92546273,5.52534899,4.94736766,2.52746329,0.28519932,0.00311216,0.04112878,4.05015198
-4.91945973,5.61288341,5.10087301,2.56222550,0.28159080,0.00315525,0.04198428,4.12218391
-4.91345673,5.71347492,5.26165445,2.60326144,0.27820402,0.00319876,0.04290697,4.20443570
-4.90745373,5.82386717,5.42619366,2.64887198,0.27509082,0.00324189,0.04387396,4.29406366
-4.90145073,5.94061188,5.59082280,2.69727371,0.27230653,0.00328385,0.04486185,4.38806208
-4.89544772,6.06015277,5.75181403,2.74664440,0.26990945,0.00332385,0.04584741,4.48334006
-4.88944472,6.17891047,5.90547123,2.79516818,0.26796019,0.00336107,0.04680812,4.57679921
-4.88344172,6.29336601,6.04822109,2.84107930,0.26652095,0.00339468,0.04772286,4.66541004
-4.87743872,6.40014082,6.17670098,2.88270333,0.26565471,0.00342384,0.04857236,4.74628477
-4.87143572,6.49607099,6.28784064,2.91849462,0.26542439,0.00344770,0.04933975,4.81674457
-4.86543272,6.57827423,6.37893523,2.94706927,0.26589186,0.00346541,0.05001099,4.87437949
-4.85942971,6.64420764,6.44770767,2.96723273,0.26711699,0.00347612,0.05057525,4.91709933
-4.85342671,6.69171534,6.49235817,2.97800155,0.26915652,0.00347903,0.05102516,4.94317451
-4.84742371,6.71906494,6.51159992,2.97861885,0.27206287,0.00347340,0.05135707,4.95126600
-4.84142071,6.72497248,6.50467989,2.96856352,0.27588277,0.00345855,0.05157120,4.94044403
-4.83541771,6.70861568,6.47138473,2.94755300,0.28065579,0.00343393,0.05167169,4.91019547
-4.82941471,6.66963580,6.41203201,2.91554016,0.28641270,0.00339912,0.05166659,4.86042038
-4.82341171,6.60812874,6.32744754,2.87270456,0.29317373,0.00335388,0.05156781,4.79141847
-4.81740870,6.52462611,6.21893025,2.81943868,0.30094663,0.00329815,0.05139092,4.70386642
-4.81140570,6.42006748,6.08820619,2.75632997,0.30972485,0.00323209,0.05115494,4.59878722
-4.80540270,6.29576492,5.93737355,2.68413926,0.31948557,0.00315608,0.05088200,4.47751309
-4.79939970,6.15336112,5.76884090,2.60377655,0.33018805,0.00307073,0.05059694,4.34164315
-4.79339670,5.99478245,5.58526078,2.51627482,0.34177210,0.00297687,0.05032681,4.19299746
-4.78739370,5.82218823,5.38946076,2.42276267,0.35415702,0.00287556,0.05010029,4.03356871
-4.78139070,5.63791752,5.18437413,2.32443657,0.36724103,0.00276803,0.04994695,3.86547287
-4.77538769,5.44443454,4.97297194,2.22253327,0.38090139,0.00265570,0.04989654,3.69090002
-4.76938469,5.24427400,4.75819814,2.11830307,0.39499526,0.00254011,0.04997809,3.51206629
-4.76338169,5.03998717,4.54290928,2.01298427,0.40936135,0.00242289,0.05021899,3.33116800
-4.75737869,4.83408992,4.32981966,1.90777945,0.42382252,0.00230572,0.05064403,3.15033860
-4.75137569,4.62901348,4.12145318,1.80383377,0.43818912,0.00219028,0.05127438,2.97160926
-4.74537269,4.42705887,3.92010216,1.70221570,0.45226326,0.00207822,0.05212667,2.79687358
-4.73936968,4.23035588,3.72779381,1.60390041,0.46584358,0.00197109,0.05321203,2.62785702
-4.73336668,4.04082735,3.54626446,1.50975607,0.47873070,0.00187029,0.05453537,2.46609151
-4.72736368,3.86015961,3.37694171,1.42053329,0.49073284,0.00177709,0.05609465,2.31289558
-4.72136068,3.68977963,3.22093446,1.33685777,0.50167157,0.00169253,0.05788056,2.16936037
-4.71535768,3.53083966,3.07903057,1.25922638,0.51138746,0.00161743,0.05987627,2.03634187
-4.70935468,3.38420983,2.95170220,1.18800681,0.51974520,0.00155238,0.06205762,1.91445946
-4.70335168,3.25047897,2.83911828,1.12344068,0.52663828,0.00149770,0.06439354,1.80410090
-4.69734867,3.12996400,2.74116393,1.06565019,0.53199273,0.00145348,0.06684684,1.70543377
-4.69134567,3.02272771,2.65746637,1.01464819,0.53577005,0.00141955,0.06937530,1.61842298
-4.68534267,2.92860469,2.58742684,0.97035149,0.53796912,0.00139550,0.07193310,1.54285418
-4.67933967,2.84723490,2.53025784,0.93259707,0.53862706,0.00138072,0.07447251,1.47836236
-4.67333667,2.77810389,2.48502509,0.90116082,0.53781920,0.00137443,0.07694574,1.42446494
-4.66733367,2.72058867,2.45069327,0.87577830,0.53565814,0.00137568,0.07930693,1.38059838
-4.66133067,2.67400776,2.42617449,0.85616690,0.53229199,0.00138341,0.08151422,1.34615710
-4.65532766,2.63767365,2.41037846,0.84204865,0.52790214,0.00139652,0.08353171,1.32053352
-4.64932466,2.61094589,2.40226286,0.83317294,0.52270043,0.00141383,0.08533125,1.30315770
-4.64332166,2.59328266,2.40088256,0.82933816,0.51692615,0.00143422,0.08689397,1.29353517
-4.63731866,2.58428869,2.40543613,0.83041148,0.51084273,0.00145660,0.08821148,1.29128126
-4.63131566,2.58375728,2.41530782,0.83634578,0.50473438,0.00147998,0.08928664,1.29615063
-4.62531266,2.59170439,2.43010353,0.84719281,0.49890260,0.00150352,0.09013372,1.30806040
-4.61930965,2.60839271,2.44967900,0.86311186,0.49366259,0.00152651,0.09077823,1.32710572
-4.61330665,2.63434417,2.47415876,0.88437312,0.48933951,0.00154846,0.09125600,1.35356677
-4.60730365,2.67033934,2.50394451,0.91135523,0.48626434,0.00156907,0.09161191,1.38790637
-4.60130065,2.71740311,2.53971186,0.94453677,0.48476950,0.00158825,0.09189805,1.43075772
-4.59529765,2.77677611,2.58239490,0.98448129,0.48518377,0.00160616,0.09217149,1.48290248
-4.58929465,2.84987223,2.63315819,1.03181642,0.48782672,0.00162315,0.09249179,1.54523921
-4.58329165,2.93822318,2.69335663,1.08720717,0.49300235,0.00163979,0.09291828,1.61874330
-4.57728864,3.04341179,2.76448392,1.15132438,0.50099205,0.00165684,0.09350728,1.70441948
-4.57128564,3.16699623,2.84811112,1.22480931,0.51204698,0.00167520,0.09430944,1.80324855
-4.56528264,3.31042807,2.94581712,1.30823566,0.52637989,0.00169594,0.09536722,1.91613053
-4.55927964,3.47496772,3.05911352,1.40207074,0.54415680,0.00172017,0.09671276,2.04382642
-4.55327664,3.66160087,3.18936687,1.50663734,0.56548869,0.00174909,0.09836623,2.18690133
-4.54727364,3.87096021,3.33772122,1.62207846,0.59042369,0.00178389,0.10033460,2.34567160
-4.54127064,4.10325625,3.50502461,1.74832649,0.61894013,0.00182574,0.10261121,2.52015870
-4.53526763,4.35822133,3.69176262,1.88507900,0.65094092,0.00187574,0.10517581,2.71005243
-4.52926463,4.63507010,3.89800238,2.03178243,0.68624969,0.00193485,0.10799543,2.91468581
-4.52326163,4.93247950,4.12334988,2.18762535,0.72460898,0.00200391,0.11102573,3.13302348
-4.51725863,5.24859002,4.36692294,2.35154207,0.76568097,0.00208356,0.11421307,3.36366492
-4.51125563,5.58102941,4.62734168,2.52222702,0.80905062,0.00217425,0.11749697,3.60486311
-4.50525263,5.92695855,4.90273749,2.69816002,0.85423167,0.00227621,0.12081298,3.85455864
-4.49924962,6.28313825,5.19078061,2.87764164,0.90067513,0.00238942,0.12409578,4.11042804
-4.49324662,6.64601438,5.48872574,3.05883741,0.94778019,0.00251363,0.12728235,4.36994493
-4.48724362,7.01181789,5.79347399,3.23982923,0.99490720,0.00264835,0.13031507,4.63045130
-4.48124062,7.37667498,6.10164891,3.41867155,1.04139225,0.00279287,0.13314461,4.88923576
-4.47523762,7.73672250,6.40968352,3.59344991,1.08656283,0.00294626,0.13573235,5.14361526
-4.46923462,8.08822264,6.71391479,3.76233877,1.12975392,0.00310739,0.13805237,5.39101616
-4.46323162,8.42767148,7.01068160,3.92365599,1.17032398,0.00327497,0.14009270,5.62905069
-4.45722861,8.75189570,7.29642225,4.07591094,1.20767013,0.00344755,0.14185599,5.85558492
-4.45122561,9.05813278,7.56776732,4.21784388,1.24124201,0.00362358,0.14335927,6.06879463
-4.44522261,9.34409058,7.82162445,4.34845456,1.27055387,0.00380141,0.14463306,6.26720623
-4.43921961,9.60798358,8.05525154,4.46701852,1.29519443,0.00397936,0.14571968,6.44972076
-4.43321661,9.84854421,8.26631597,4.57309034,1.31483425,0.00415571,0.14667093,6.61561965
-4.42721361,10.06500943,8.45293775,4.66649391,1.32923060,0.00432876,0.14754519,6.76455226
-4.42121061,10.25708380,8.61371580,4.74730035,1.33822963,0.00449682,0.14840414,6.89650624
-4.41520760,10.42488204,8.74773685,4.81579514,1.34176607,0.00465830,0.14930917,7.01176260
-4.40920460,10.56885499,8.85456766,4.87243656,1.33986061,0.00481167,0.15031776,7.11083840
-4.40320160,10.68970388,8.93423186,4.91780798,1.33261527,0.00495553,0.15147995,7.19442084
-4.39719860,10.78828858,8.98717316,4.95256705,1.32020707,0.00508856,0.15283506,7.26329655
-4.39119560,10.86553556,9.01420751,4.97739478,1.30288037,0.00520962,0.15440893,7.31828076
-4.38519260,10.92235118,9.01646675,4.99294760,1.28093834,0.00531771,0.15621172,7.36015027
-4.37918959,10.95954567,8.99533668,4.99981512,1.25473375,0.00541195,0.15823644,7.38958446
-4.37318659,10.97777213,8.95239253,4.99848601,1.22465963,0.00549165,0.16045829,7.40711758
-4.36718359,10.97748383,8.88933448,4.98932381,1.19113993,0.00555627,0.16283489,7.41310490
-4.36118059,10.95891212,8.80792599,4.97255365,1.15462053,0.00560541,0.16530728,7.40770457
-4.35517759,10.92206552,8.70993690,4.94826057,1.11556077,0.00563882,0.16780184,7.39087562
-4.34917459,10.86674951,8.59709346,4.91639881,1.07442559,0.00565641,0.17023286,7.36239204
-4.34317159,10.79260518,8.47103650,4.87681136,1.03167853,0.00565820,0.17250578,7.32187139
-4.33716858,10.69916377,8.33328876,4.82925809,0.98777546,0.00564435,0.17452086,7.26881594
-4.33116558,10.58591324,8.18523200,4.77345035,0.94315917,0.00561512,0.17617719,7.20266346
-4.32516258,10.45237246,8.02809382,4.70908982,0.89825487,0.00557089,0.17737673,7.12284430
-4.31915958,10.29816821,7.86294413,4.63590903,0.85346636,0.00551214,0.17802839,7.02884120
-4.31315658,10.12311016,7.69070040,4.55371100,0.80917307,0.00543942,0.17805175,6.92024830
-4.30715358,9.92725941,7.51214087,4.46240574,0.76572767,0.00535339,0.17738038,6.79682579
