energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-5.68184092,2.59271323,0.07083962,0.01041610,1.96278773,0.00000000,0.01863067,1.97816306,0.98500365,0.18709282
-5.67583792,2.57504487,0.07047952,0.00995320,1.94897227,0.00000000,0.01838255,1.96606239,0.97660925,0.18518334
-5.66983492,2.55096028,0.06994612,0.00954085,1.93001215,0.00000000,0.01814629,1.94908056,0.96620625,0.18299267
-5.66383192,2.51952720,0.06922402,0.00916910,1.90524250,0.00000000,0.01791167,1.92647440,0.95346666,0.18043159
-5.65782891,2.48002473,0.06830048,0.00882846,1.87415598,0.00000000,0.01766830,1.89766429,0.93812118,0.17742530
-5.65182591,2.43197161,0.06716618,0.00851020,1.83642410,0.00000000,0.01740614,1.86225658,0.91997157,0.17391609
-5.64582291,2.37514510,0.06581593,0.00820661,1.79191136,0.00000000,0.01711594,1.82005876,0.89890011,0.16986545
-5.63981991,2.30959006,0.06424925,0.00791118,1.74068188,0.00000000,0.01678968,1.77108697,0.87487584,0.16525531
-5.63381691,2.23561800,0.06247067,0.00761875,1.68299823,0.00000000,0.01642088,1.71556588,0.84795731,0.16008845
-5.62781391,2.15379665,0.06048997,0.00732560,1.61931295,0.00000000,0.01600486,1.65392091,0.81829199,0.15438813
-5.62181091,2.06493064,0.05832204,0.00702947,1.55025327,0.00000000,0.01553894,1.58676377,0.78611241,0.14819704
-5.61580790,1.97003465,0.05598679,0.00672952,1.47660000,0.00000000,0.01502251,1.51487186,0.75172928,0.14157546
-5.60980490,1.87030035,0.05350865,0.00642627,1.39926176,0.00000000,0.01445698,1.43916290,0.71552224,0.13459898
-5.60380190,1.76705882,0.05091610,0.00612145,1.31924578,0.00000000,0.01384572,1.36066585,0.67792839,0.12735568
-5.59779890,1.66174012,0.04824101,0.00581788,1.23762669,0.00000000,0.01319388,1.28048956,0.63942954,0.11994312
-5.59179590,1.55583162,0.04551781,0.00551928,1.15551466,0.00000000,0.01250815,1.19979032,0.60053841,0.11246509
-5.58579290,1.45083685,0.04278279,0.00523003,1.07402411,0.00000000,0.01179647,1.11973970,0.56178458,0.10502836
-5.57978989,1.34823606,0.04007315,0.00495504,0.99424412,0.00000000,0.01106773,1.04149362,0.52370061,0.09773950
-5.57378689,1.24944976,0.03742621,0.00469947,0.91721145,0.00000000,0.01033145,0.96616367,0.48680871,0.09070192
-5.56778389,1.15580618,0.03487855,0.00446854,0.84388693,0.00000000,0.00959742,0.89479131,0.45160857,0.08401320
-5.56178089,1.06851316,0.03246526,0.00426737,0.77513563,0.00000000,0.00887542,0.82832554,0.41856630,0.07776263
-5.55577789,0.98863495,0.03021921,0.00410075,0.71171112,0.00000000,0.00817493,0.76760433,0.38810504,0.07202933
-5.54977489,0.91707399,0.02817043,0.00397299,0.65424377,0.00000000,0.00750487,0.71333977,0.36059698,0.06688057
-5.54377189,0.85455753,0.02634552,0.00388775,0.60323308,0.00000000,0.00687339,0.66610719,0.33635720,0.06237059
-5.53776888,0.80162897,0.02476727,0.00384796,0.55904363,0.00000000,0.00628771,0.62633775,0.31563891,0.05853981
-5.53176588,0.75864348,0.02345422,0.00385566,0.52190446,0.00000000,0.00575403,0.59431454,0.29863039,0.05541433
-5.52576288,0.72576757,0.02242042,0.00391195,0.49191121,0.00000000,0.00527741,0.57017175,0.28545318,0.05300585
-5.51975988,0.70298216,0.02167526,0.00401690,0.46903090,0.00000000,0.00486180,0.55389665,0.27616162,0.05131183
-5.51375688,0.69008887,0.02122332,0.00416957,0.45310868,0.00000000,0.00451002,0.54533415,0.27074357,0.05031600
-5.50775388,0.68671913,0.02106442,0.00436794,0.44387639,0.00000000,0.00422378,0.54419371,0.26912216,0.04998903
-5.50175088,0.69234596,0.02119360,0.00460898,0.44096248,0.00000000,0.00400381,0.55005845,0.27115847,0.05028953
-5.49574787,0.70629819,0.02160131,0.00488868,0.44390321,0.00000000,0.00384991,0.56239627,0.27665519,0.05116519
-5.48974487,0.72777708,0.02227356,0.00520212,0.45215487,0.00000000,0.00376105,0.58057298,0.28536115,0.05255418
-5.48374187,0.75587509,0.02319226,0.00554362,0.46510696,0.00000000,0.00373550,0.60386735,0.29697667,0.05438662
-5.47773887,0.78959692,0.02433551,0.00590682,0.48209618,0.00000000,0.00377095,0.63148787,0.31115982,0.05658641
-5.47173587,0.82788242,0.02567809,0.00628489,0.50242126,0.00000000,0.00386458,0.66259134,0.32753352,0.05907296
-5.46573287,0.86963136,0.02719194,0.00667071,0.52535840,0.00000000,0.00401325,0.69630282,0.34569345,0.06176328
-5.45972986,0.91372962,0.02884674,0.00705706,0.55017724,0.00000000,0.00421355,0.73173685,0.36521681,0.06457396
-5.45372686,0.95907625,0.03061063,0.00743682,0.57615719,0.00000000,0.00446191,0.76801939,0.38567165,0.06742334
-5.44772386,1.00461105,0.03245089,0.00780324,0.60260373,0.00000000,0.00475470,0.80431015,0.40662690,0.07023357
-5.44172086,1.04934159,0.03433477,0.00815011,0.62886448,0.00000000,0.00508829,0.83982448,0.42766264,0.07293263
-5.43571786,1.09236915,0.03623030,0.00847198,0.65434442,0.00000000,0.00545917,0.87385427,0.44838055,0.07545626
-5.42971486,1.13291245,0.03810718,0.00876434,0.67852006,0.00000000,0.00586394,0.90578711,0.46841412,0.07774958
-5.42371186,1.17032827,0.03993759,0.00902374,0.70095170,0.00000000,0.00629937,0.93512279,0.48743837,0.07976859
-5.41770885,1.20412808,0.04169704,0.00924796,0.72129366,0.00000000,0.00676245,0.96148653,0.50517865,0.08148114
-5.41170585,1.23398976,0.04336509,0.00943599,0.73930165,0.00000000,0.00725036,0.98463815,0.52141812,0.08286770
-5.40570285,1.25976377,0.04492599,0.00958810,0.75483710,0.00000000,0.00776050,1.00447673,0.53600370,0.08392154
-5.39969985,1.28147317,0.04636918,0.00970578,0.76786804,0.00000000,0.00829040,1.02104024,0.54884985,0.08464859
-5.39369685,1.29930739,0.04768961,0.00979165,0.77846633,0.00000000,0.00883773,1.03450005,0.55994025,0.08506672
-5.38769385,1.31360956,0.04888789,0.00984930,0.78680121,0.00000000,0.00940020,1.04515028,0.56932690,0.08520467
-5.38169085,1.32485788,0.04997013,0.00988317,0.79312929,0.00000000,0.00997549,1.05339237,0.57712669,0.08510055
-5.37568784,1.33364153,0.05094766,0.00989829,0.79778121,0.00000000,0.01056119,1.05971522,0.58351534,0.08480001
-5.36968484,1.34063211,0.05183642,0.00990007,0.80114555,0.00000000,0.01115466,1.06467182,0.58871888,0.08435413
-5.36368184,1.34655165,0.05265616,0.00989405,0.80365039,0.00000000,0.01175299,1.06885325,0.59300294,0.08381715
-5.35767884,1.35213855,0.05342943,0.00988572,0.80574340,0.00000000,0.01235290,1.07286107,0.59666011,0.08324416
-5.35167584,1.35811299,0.05418040,0.00988025,0.80787118,0.00000000,0.01295066,1.07727941,0.59999594,0.08268881
-5.34567284,1.36514321,0.05493354,0.00988233,0.81045878,0.00000000,0.01354212,1.08264790,0.60331402,0.08220112
-5.33966983,1.37381429,0.05571223,0.00989603,0.81389018,0.00000000,0.01412261,1.08943672,0.60690097,0.08182561
-5.33366683,1.38460079,0.05653735,0.00992473,0.81849071,0.00000000,0.01468708,1.09802489,0.61101172,0.08159968
-5.32766383,1.39784449,0.05742599,0.00997102,0.82451204,0.00000000,0.01523007,1.10868278,0.61585607,0.08155239
-5.32166083,1.41373827,0.05839019,0.01003674,0.83212056,0.00000000,0.01574591,1.12155958,0.62158686,0.08170365
-5.31565783,1.43231683,0.05943597,0.01012306,0.84138941,0.00000000,0.01622882,1.13667639,0.62829070,0.08206391
-5.30965483,1.45345468,0.06056253,0.01023049,0.85229484,0.00000000,0.01667313,1.15392508,0.63598140,0.08263422
-5.30365183,1.47687136,0.06176183,0.01035913,0.86471668,0.00000000,0.01707346,1.17307306,0.64459672,0.08340675
-5.29764882,1.50214364,0.06301844,0.01050871,0.87844314,0.00000000,0.01742499,1.19377356,0.65399856,0.08436567
-5.29164582,1.52872403,0.06430983,0.01067882,0.89317945,0.00000000,0.01772371,1.21558085,0.66397671,0.08548829
-5.28564282,1.55596455,0.06560691,0.01086906,0.90856007,0.00000000,0.01796659,1.23796967,0.67425594,0.08674654
-5.27963982,1.58314471,0.06687501,0.01107913,0.92416376,0.00000000,0.01815183,1.26035791,0.68450628,0.08810841
-5.27363682,1.60950201,0.06807513,0.01130902,0.93953077,0.00000000,0.01827903,1.28213115,0.69435594,0.08953962
-5.26763382,1.63426373,0.06916537,0.01155900,0.95418128,0.00000000,0.01834926,1.30266816,0.70340630,0.09100511
-5.26163082,1.65667826,0.07010269,0.01182967,0.96763435,0.00000000,0.01836514,1.32136582,0.71124827,0.09247049
-5.25562781,1.67604443,0.07084459,0.01212194,0.97942624,0.00000000,0.01833082,1.33766247,0.71747930,0.09390325
-5.24962481,1.69173764,0.07135095,0.01243693,0.98912760,0.00000000,0.01825185,1.35105847,0.72172011,0.09527377
-5.24362181,1.70323150,0.07158570,0.01277583,0.99635842,0.00000000,0.01813503,1.36113318,0.72363041,0.09655596
-5.23761881,1.71011413,0.07151841,0.01313975,1.00080043,0.00000000,0.01798816,1.36755759,0.72292290,0.09772778
-5.23161581,1.71209854,0.07112554,0.01352948,1.00220639,0.00000000,0.01781970,1.37010222,0.71937487,0.09877124
-5.22561281,1.70902697,0.07039152,0.01394531,1.00040593,0.00000000,0.01763845,1.36864020,0.71283679,0.09967238
-5.21960980,1.70086918,0.06930939,0.01438678,0.99530807,0.00000000,0.01745314,1.36314557,0.70323782,0.10042082
-5.21360680,1.68771530,0.06788110,0.01485248,0.98690038,0.00000000,0.01727202,1.35368733,0.69058769,0.10100933
-5.20760380,1.66976397,0.06611750,0.01533990,0.97524515,0.00000000,0.01710249,1.34041979,0.67497540,0.10143312
-5.20160080,1.64730681,0.06403782,0.01584529,0.96047305,0.00000000,0.01695073,1.32357009,0.65656452,0.10168931
-5.19559780,1.62071041,0.06166901,0.01636362,0.94277481,0.00000000,0.01682136,1.30342393,0.63558582,0.10177625
-5.18959480,1.59039707,0.05904465,0.01688857,0.92239160,0.00000000,0.01671724,1.28031039,0.61232743,0.10169307
-5.18359180,1.55682575,0.05620371,0.01741267,0.89960482,0.00000000,0.01663931,1.25458704,0.58712339,0.10143935
-5.17758879,1.52047426,0.05318916,0.01792742,0.87472587,0.00000000,0.01658649,1.22662616,0.56034106,0.10101501
-5.17158579,1.48182384,0.05004652,0.01842357,0.84808656,0.00000000,0.01655574,1.19680299,0.53236817,0.10042036
-5.16558279,1.44134699,0.04682235,0.01889146,0.82003076,0.00000000,0.01654220,1.16548661,0.50360017,0.09965648
-5.15957979,1.39949901,0.04356290,0.01932135,0.79090752,0.00000000,0.01653940,1.13303386,0.47442840,0.09872572
-5.15357679,1.35671364,0.04031281,0.01970385,0.76106593,0.00000000,0.01653960,1.09978653,0.44522968,0.09763242
-5.14757379,1.31340258,0.03711405,0.02003038,0.73085195,0.00000000,0.01653412,1.06607167,0.41635766,0.09638373
-5.14157079,1.26995876,0.03400501,0.02029354,0.70060689,0.00000000,0.01651382,1.03220479,0.38813618,0.09499056
-5.13556778,1.22676255,0.03101990,0.02048757,0.67066765,0.00000000,0.01646950,0.99849533,0.36085470,0.09346842
-5.12956478,1.18419019,0.02818833,0.02060866,0.64136800,0.00000000,0.01639241,0.96525387,0.33476591,0.09183832
-5.12356178,1.14262349,0.02553511,0.02065525,0.61304093,0.00000000,0.01627464,0.93280012,0.31008525,0.09012737
-5.11755878,1.10245966,0.02308035,0.02062826,0.58602118,0.00000000,0.01610953,0.90147090,0.28699207,0.08836929
-5.11155578,1.06412027,0.02083960,0.02053112,0.56064776,0.00000000,0.01589202,0.87162729,0.26563223,0.08660456
-5.10555278,1.02805845,0.01882427,0.02036985,0.53726585,0.00000000,0.01561888,0.84366011,0.24612166,0.08488035
-5.09954977,0.99476319,0.01704203,0.02015289,0.51622760,0.00000000,0.01528889,0.81799295,0.22855046,0.08325001
-5.09354677,0.96476042,0.01549736,0.01989091,0.49789163,0.00000000,0.01490290,0.79508249,0.21298723,0.08177227
-5.08754377,0.93861016,0.01419205,0.01959648,0.48262077,0.00000000,0.01446385,0.77541538,0.19948317,0.08051014
-5.08154077,0.91689966,0.01312569,0.01928367,0.47077808,0.00000000,0.01397660,0.75950189,0.18807570,0.07952945
-5.07553777,0.90023251,0.01229617,0.01896760,0.46272095,0.00000000,0.01344774,0.74786614,0.17879137,0.07889714
-5.06953477,0.88921416,0.01169995,0.01866390,0.45879349,0.00000000,0.01288536,0.74103337,0.17164775,0.07867941
-5.06353177,0.88443427,0.01133243,0.01838816,0.45931739,0.00000000,0.01229865,0.73951458,0.16665450,0.07893967
-5.05752876,0.88644664,0.01118804,0.01815542,0.46458157,0.00000000,0.01169758,0.74378925,0.16381327,0.07973654
-5.05152576,0.89574780,0.01126035,0.01797960,0.47483102,0.00000000,0.01109249,0.75428688,0.16311687,0.08112179
-5.04552276,0.91275498,0.01154203,0.01787305,0.49025535,0.00000000,0.01049366,0.77136823,0.16454755,0.08313847
-5.03951976,0.93778488,0.01202473,0.01784612,0.51097763,0.00000000,0.00991099,0.79530711,0.16807482,0.08581922
-5.03351676,0.97103405,0.01269899,0.01790681,0.53704409,0.00000000,0.00935359,0.82627372,0.17365292,0.08918481
-5.02751376,1.01256212,0.01355397,0.01806052,0.56841509,0.00000000,0.00882951,0.86432033,0.18121835,0.09324308
-5.02151076,1.06227865,0.01457736,0.01830988,0.60495832,0.00000000,0.00834548,0.90937014,0.19068752,0.09798817
-5.01550775,1.11993464,0.01575521,0.01865473,0.64644419,0.00000000,0.00790669,0.96121004,0.20195507,0.10340023
-5.00950475,1.18511910,0.01707181,0.01909211,0.69254438,0.00000000,0.00751676,1.01948772,0.21489281,0.10944549
-5.00350175,1.25726124,0.01850977,0.01961645,0.74283341,0.00000000,0.00717760,1.08371351,0.22934972,0.11607680
-4.99749875,1.33563840,0.02005008,0.02021974,0.79679372,0.00000000,0.00688948,1.15326716,0.24515298,0.12323452
-4.99149575,1.41938968,0.02167232,0.02089188,0.85382416,0.00000000,0.00665115,1.22740943,0.26211015,0.13084789
-4.98549275,1.50753492,0.02335508,0.02162100,0.91325182,0.00000000,0.00645990,1.30529824,0.28001259,0.13883658
-4.97948974,1.59899847,0.02507636,0.02239385,0.97434687,0.00000000,0.00631183,1.38600892,0.29863989,0.14711271
-4.97348674,1.69263688,0.02681414,0.02319627,1.03634007,0.00000000,0.00620207,1.46855784,0.31776524,0.15558288
-4.96748374,1.78726957,0.02854709,0.02401355,1.09844223,0.00000000,0.00612500,1.55192858,0.33716159,0.16415051
-4.96148074,1.88171124,0.03025520,0.02483094,1.15986506,0.00000000,0.00607459,1.63509958,0.35660815,0.17271813
-4.95547774,1.97480472,0.03192056,0.02563397,1.21984241,0.00000000,0.00604461,1.71707228,0.37589710,0.18118971
-4.94947474,2.06545294,0.03352800,0.02640887,1.27765119,0.00000000,0.00602895,1.79689851,0.39484000,0.18947285
-4.94347174,2.15264854,0.03506577,0.02714289,1.33263088,0.00000000,0.00602185,1.87370591,0.41327366,0.19748083
-4.93746873,2.23550000,0.03652600,0.02782451,1.38420101,0.00000000,0.00601813,1.94672046,0.43106503,0.20513440
-4.93146573,2.31325298,0.03790510,0.02844371,1.43187545,0.00000000,0.00601338,2.01528497,0.44811483,0.21236325
-4.92546273,2.38530597,0.03920391,0.02899207,1.47527322,0.00000000,0.00600408,2.07887273,0.46435972,0.21910715
-4.91945973,2.45121961,0.04042768,0.02946284,1.51412491,0.00000000,0.00598773,2.13709584,0.47977270,0.22531669
-4.91345673,2.51071909,0.04158579,0.02985099,1.54827471,0.00000000,0.00596286,2.18970765,0.49436176,0.23095364
-4.90745373,2.56368984,0.04269130,0.03015311,1.57767772,0.00000000,0.00592905,2.23659949,0.50816670,0.23599090
-4.90145073,2.61016647,0.04376018,0.03036734,1.60239284,0.00000000,0.00588689,2.27779166,0.52125424,0.24041202
-4.89544772,2.65031584,0.04481046,0.03049324,1.62257146,0.00000000,0.00583783,2.31341939,0.53371165,0.24421051
-4.88944472,2.68441495,0.04586112,0.03053161,1.63844266,0.00000000,0.00578409,2.34371436,0.54563917,0.24738868
-4.88344172,2.71282501,0.04693098,0.03048428,1.65029570,0.00000000,0.00572847,2.36898290,0.55714159,0.24995640
-4.87743872,2.73596299,0.04803742,0.03035394,1.65846062,0.00000000,0.00567417,2.38958204,0.56831940,0.25192963
-4.87143572,2.75427220,0.04919521,0.03014390,1.66328815,0.00000000,0.00562456,2.40589456,0.57926009,0.25332891
-4.86543272,2.76819345,0.05041532,0.02985796,1.66512985,0.00000000,0.00558298,2.41830452,0.59002995,0.25417787
-4.85942971,2.77813831,0.05170397,0.02950017,1.66431966,0.00000000,0.00555255,2.42717452,0.60066688,0.25450181
-4.85342671,2.78446594,0.05306178,0.02907477,1.66115762,0.00000000,0.00553592,2.43282574,0.61117469,0.25432645
-4.84742371,2.78746455,0.05448323,0.02858599,1.65589689,0.00000000,0.00553517,2.43552198,0.62151912,0.25367698
-4.84142071,2.78733844,0.05595636,0.02803808,1.64873429,0.00000000,0.00555162,2.43545830,0.63162597,0.25257725
-4.83541771,2.78420119,0.05746283,0.02743522,1.63980513,0.00000000,0.00558575,2.43275474,0.64138137,0.25104941
-4.82941471,2.77807519,0.05897822,0.02678150,1.62918218,0.00000000,0.00563712,2.42745543,0.65063426,0.24911372
-4.82341171,2.76889728,0.06047271,0.02608102,1.61687882,0.00000000,0.00570438,2.41953274,0.65920103,0.24678869
-4.81740870,2.75653002,0.06191200,0.02533788,1.60285593,0.00000000,0.00578526,2.40889623,0.66687207,0.24409151
-4.81140570,2.74077767,0.06325848,0.02455628,1.58703205,0.00000000,0.00587669,2.39540554,0.67341988,0.24103862
-4.80540270,2.72140587,0.06447263,0.02374058,1.56929584,0.00000000,0.00597485,2.37888639,0.67860840,0.23764638
-4.79939970,2.69816355,0.06551447,0.02289536,1.54952024,0.00000000,0.00607536,2.35914850,0.68220311,0.23393187
-4.79339670,2.67080590,0.06634515,0.02202552,1.52757717,0.00000000,0.00617343,2.33600440,0.68398129,0.22991360
-4.78739370,2.63911678,0.06692844,0.02113622,1.50335197,0.00000000,0.00626403,2.30928791,0.68374208,0.22561219
-4.78139070,2.60292946,0.06723225,0.02023301,1.47675661,0.00000000,0.00634213,2.27887117,0.68131572,0.22105079
-4.77538769,2.56214435,0.06722987,0.01932169,1.44774103,0.00000000,0.00640286,2.24467930,0.67657160,0.21625542
-4.76938469,2.51674301,0.06690110,0.01840835,1.41630188,0.00000000,0.00644172,2.20670194,0.66942473,0.21125503
-4.76338169,2.46679761,0.06623305,0.01749921,1.38248838,0.00000000,0.00645477,2.16500119,0.65984035,0.20608127
-4.75737869,2.41247560,0.06522066,0.01660056,1.34640499,0.00000000,0.00643872,2.11971551,0.64783653,0.20076813
-4.75137569,2.35403957,0.06386698,0.01571861,1.30821096,0.00000000,0.00639112,2.07105975,0.63348460,0.19535131
-4.74537269,2.29184244,0.06218303,0.01485935,1.26811697,0.00000000,0.00631040,2.01932145,0.61690754,0.18986748
-4.73936968,2.22631870,0.06018741,0.01402841,1.22637921,0.00000000,0.00619593,1.96485375,0.59827644,0.18435338
-4.73336668,2.15797211,0.05790566,0.01323091,1.18329133,0.00000000,0.00604801,1.90806567,0.57780520,0.17884498
-4.72736368,2.08736098,0.05536933,0.01247135,1.13917503,0.00000000,0.00586789,1.84941024,0.55574384,0.17337658
-4.72136068,2.01508175,0.05261487,0.01175350,1.09436972,0.00000000,0.00565763,1.78937139,0.53237072,0.16798002
-4.71535768,1.94175188,0.04968245,0.01108033,1.04922199,0.00000000,0.00542007,1.72845025,0.50798405,0.16268405
-4.70935468,1.86799289,0.04661458,0.01045400,1.00407541,0.00000000,0.00515867,1.66715159,0.48289304,0.15751386
-4.70335168,1.79441426,0.04345489,0.00987582,0.95926123,0.00000000,0.00487739,1.60597093,0.45740917,0.15249075
-4.69734867,1.72159885,0.04024673,0.00934634,0.91509027,0.00000000,0.00458054,1.54538293,0.43183771,0.14763206
-4.69134567,1.65009037,0.03703208,0.00886538,0.87184636,0.00000000,0.00427261,1.48583122,0.40647008,0.14295126
-4.68534267,1.58038299,0.03385042,0.00843217,0.82978144,0.00000000,0.00395814,1.42772014,0.38157693,0.13845822
-4.67933967,1.51291347,0.03073786,0.00804547,0.78911231,0.00000000,0.00364158,1.37140823,0.35740249,0.13415958
-4.67333667,1.44805560,0.02772640,0.00770372,0.75001908,0.00000000,0.00332714,1.31720361,0.33416001,0.13005926
-4.66733367,1.38611703,0.02484349,0.00740520,0.71264500,0.00000000,0.00301869,1.26536112,0.31202851,0.12615896
-4.66133067,1.32733809,0.02211161,0.00714819,0.67709766,0.00000000,0.00271971,1.21608110,0.29115080,0.12245875
-4.65532766,1.27189255,0.01954824,0.00693114,0.64345104,0.00000000,0.00243316,1.16950957,0.27163271,0.11895759
-4.64932466,1.21989000,0.01716590,0.00675281,0.61174850,0.00000000,0.00216150,1.12573965,0.25354349,0.11565380
-4.64332166,1.17137950,0.01497233,0.00661240,0.58200607,0.00000000,0.00190665,1.08481415,0.23691719,0.11254547
