energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-6.00000000,2.63912847,0.01838148,0.19286812,0.87437724,0.36780672,0.46413817,0.23595724,1.40220930,0.00000000
-5.99399700,2.65477889,0.01834868,0.19616215,0.88167598,0.37168954,0.46736837,0.24049792,1.40568449,0.00000000
-5.98799400,2.66889255,0.01828394,0.19946021,0.88757909,0.37509871,0.47100826,0.24529341,1.40847857,0.00000000
-5.98199100,2.68150515,0.01819005,0.20277817,0.89186374,0.37810989,0.47508237,0.25035134,1.41056521,0.00000000
-5.97598799,2.69279628,0.01807137,0.20612799,0.89439110,0.38082827,0.47961975,0.25567505,1.41201487,0.00000000
-5.96998499,2.70308393,0.01793370,0.20951661,0.89510903,0.38338712,0.48465100,0.26126226,1.41299303,0.00000000
-5.96398199,2.71281206,0.01778413,0.21294483,0.89405140,0.38594490,0.49020491,0.26710392,1.41375388,0.00000000
-5.95797899,2.72253154,0.01763077,0.21640645,0.89133447,0.38868107,0.49630512,0.27318296,1.41462975,0.00000000
-5.95197599,2.73287571,0.01748239,0.21988752,0.88715052,0.39179049,0.50296692,0.27947342,1.41601694,0.00000000
-5.94597299,2.74453139,0.01734815,0.22336595,0.88175912,0.39547685,0.51019457,0.28593973,1.41835838,0.00000000
-5.93996998,2.75820728,0.01723711,0.22681146,0.87547663,0.39994516,0.51797918,0.29253637,1.42212418,0.00000000
-5.93396698,2.77460093,0.01715790,0.23018592,0.86866440,0.40539381,0.52629760,0.29920809,1.42779093,0.00000000
-5.92796398,2.79436637,0.01711826,0.23344414,0.86171621,0.41200633,0.53511227,0.30589053,1.43582076,0.00000000
-5.92196098,2.81808374,0.01712472,0.23653514,0.85504556,0.41994349,0.54437216,0.31251140,1.44664109,0.00000000
-5.91595798,2.84623266,0.01718222,0.23940379,0.84907327,0.42933582,0.55401482,0.31899230,1.46062613,0.00000000
-5.90995498,2.87917057,0.01729392,0.24199289,0.84421573,0.44027722,0.56396949,0.32525093,1.47808084,0.00000000
-5.90395198,2.91711691,0.01746092,0.24424552,0.84087431,0.45281974,0.57416103,0.33120387,1.49922805,0.00000000
-5.89794897,2.96014411,0.01768227,0.24610767,0.83942600,0.46696990,0.58451450,0.33676965,1.52419929,0.00000000
-5.89194597,3.00817535,0.01795489,0.24753093,0.84021540,0.48268684,0.59496020,0.34187212,1.55302955,0.00000000
-5.88594297,3.06098924,0.01827374,0.24847514,0.84354825,0.49988224,0.60543868,0.34644385,1.58565608,0.00000000
-5.87993997,3.11823084,0.01863195,0.24891099,0.84968628,0.51842214,0.61590555,0.35042952,1.62192120,0.00000000
-5.87393697,3.17942833,0.01902118,0.24882221,0.85884332,0.53813068,0.62633565,0.35378903,1.66157858,0.00000000
-5.86793397,3.24401410,0.01943191,0.24820746,0.87118247,0.55879536,0.63672643,0.35650023,1.70430276,0.00000000
-5.86193097,3.31134913,0.01985387,0.24708157,0.88681422,0.58017383,0.64710001,0.35856113,1.74970115,0.00000000
-5.85592796,3.38074916,0.02027652,0.24547633,0.90579515,0.60200178,0.65750404,0.35999127,1.79732773,0.00000000
-5.84992496,3.45151114,0.02068945,0.24344048,0.92812724,0.62400149,0.66801094,0.36083247,1.84669790,0.00000000
-5.84392196,3.52293853,0.02108289,0.24103907,0.95375753,0.64589082,0.67871567,0.36114850,1.89730340,0.00000000
-5.83791896,3.59436412,0.02144806,0.23835205,0.98257801,0.66739200,0.68973194,0.36102398,1.94862688,0.00000000
-5.83191596,3.66516915,0.02177756,0.23547227,1.01442595,0.68824001,0.70118709,0.36056220,2.00015511,0.00000000
-5.82591296,3.73479798,0.02206566,0.23250277,1.04908442,0.70819006,0.71321571,0.35988214,2.05139063,0.00000000
-5.81990995,3.80276754,0.02230847,0.22955360,1.08628334,0.72702384,0.72595242,0.35911464,2.10186117,0.00000000
-5.81390695,3.86867143,0.02250406,0.22673821,1.12570117,0.74455445,0.73952409,0.35839792,2.15112675,0.00000000
