energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-5.80190095,7.60511023,0.02809785,0.92250099,0.63749052,0.27897797,3.14125166,3.59975054,0.05492627,3.46774575
-5.79589795,7.46624695,0.02695904,0.89656896,0.62090902,0.27404197,3.07034169,3.55258856,0.05360550,3.40778976
-5.78989495,7.31614365,0.02582660,0.86924286,0.60455388,0.26910607,2.99668475,3.49804034,0.05217785,3.34294158
-5.78389195,7.15784549,0.02472239,0.84102219,0.58868749,0.26431368,2.92156471,3.43739233,0.05067584,3.27440995
-5.77788894,6.99449839,0.02366776,0.81239580,0.57356203,0.25980562,2.84623952,3.37202216,0.04913357,3.20347255
-5.77188594,6.82926085,0.02268310,0.78382945,0.55941353,0.25571660,2.77190944,3.30335644,0.04758581,3.13143987
-5.76588294,6.66521903,0.02178751,0.75575487,0.54645680,0.25217202,2.69968889,3.23282845,0.04606712,3.05961904
-5.75987994,6.50530802,0.02099844,0.72856101,0.53488114,0.24928520,2.63058260,3.16183730,0.04461107,2.98927901
-5.75387694,6.35224166,0.02033156,0.70258733,0.52484708,0.24715508,2.56546679,3.09170983,0.04324953,2.92161819
-5.74787394,6.20845286,0.01980054,0.67811948,0.51648414,0.24586442,2.50507574,3.02366649,0.04201200,2.85773557
-5.74187094,6.07604600,0.01941705,0.65538715,0.50988959,0.24547860,2.44999376,2.95879238,0.04092514,2.79860611
-5.73586793,5.95676215,0.01919070,0.63456412,0.50512819,0.24604489,2.40065263,2.89801396,0.04001240,2.74506112
-5.72986493,5.85195757,0.01912914,0.61577016,0.50223287,0.24759230,2.35733398,2.84208225,0.03929367,2.69777401
-5.72386193,5.76259541,0.01923804,0.59907467,0.50120614,0.25013189,2.32017630,2.79156258,0.03878513,2.65725171
-5.71785893,5.68924974,0.01952129,0.58450149,0.50202226,0.25365749,2.28918575,2.74683107,0.03849920,2.62383158
-5.71185593,5.63212127,0.01998097,0.57203483,0.50462986,0.25814682,2.26425010,2.70807759,0.03844447,2.59768382
-5.70585293,5.59106305,0.02061754,0.56162576,0.50895509,0.26356294,2.24515499,2.67531469,0.03862582,2.57881883
-5.69984992,5.56561471,0.02142979,0.55319896,0.51490498,0.26985598,2.23160158,2.64839197,0.03904452,2.56709894
-5.69384692,5.55504348,0.02241494,0.54665949,0.52237093,0.27696500,2.22322485,2.62701500,0.03969839,2.56225395
-5.68784392,5.55838993,0.02356858,0.54189928,0.53123236,0.28482015,2.21961171,2.61076799,0.04058200,2.56389949
-5.68184092,5.57451668,0.02488466,0.53880308,0.54136017,0.29334481,2.22031829,2.59913895,0.04168690,2.57155750
-5.67583792,5.60215805,0.02635539,0.53725370,0.55262017,0.30245783,2.22488576,2.59154654,0.04300189,2.58467782
-5.66983492,5.63996906,0.02797116,0.53713649,0.56487624,0.31207585,2.23285426,2.58736735,0.04451323,2.60266012
-5.66383192,5.68657201,0.02972048,0.53834287,0.57799327,0.32211554,2.24377463,2.58596254,0.04620499,2.62487532
-5.65782891,5.74059942,0.03158984,0.54077303,0.59183973,0.33249575,2.25721775,2.58670310,0.04805929,2.65068572
-5.65182591,5.80073213,0.03356370,0.54433763,0.60628999,0.34313967,2.27278140,2.58899252,0.05005665,2.67946339
-5.64582291,5.86573171,0.03562447,0.54895871,0.62122621,0.35397673,2.29009478,2.59228648,0.05217634,2.71060607
-5.63981991,5.93446671,0.03775259,0.55456987,0.63653984,0.36494433,2.30882095,2.59610880,0.05439666,2.74355062
-5.63381691,6.00593233,0.03992663,0.56111567,0.65213285,0.37598942,2.32865727,2.60006339,0.05669541,2.77778338
-5.62781391,6.07926360,0.04212352,0.56855056,0.66791843,0.38706963,2.34933439,2.60384186,0.05905017,2.81284778
-5.62181091,6.15374225,0.04431888,0.57683738,0.68382140,0.39815423,2.37061417,2.60722705,0.06143872,2.84834898
-5.61580790,6.22879761,0.04648743,0.58594545,0.69977827,0.40922459,2.39228673,2.61009238,0.06383945,2.88395584
-5.60980490,6.30400224,0.04860348,0.59584864,0.71573685,0.42027426,2.41416730,2.61239748,0.06623166,2.91940046
-5.60380190,6.37906267,0.05064145,0.60652314,0.73165564,0.43130864,2.43609291,2.61418051,0.06859593,2.95447544
-5.59779890,6.45380631,0.05257658,0.61794542,0.74750277,0.44234411,2.45791937,2.61554776,0.07091441,2.98902940
-5.59179590,6.52816485,0.05438550,0.63009016,0.76325473,0.45340675,2.47951866,2.61666098,0.07317106,3.02296083
-5.58579290,6.60215508,0.05604690,0.64292832,0.77889477,0.46453052,2.50077682,2.61772327,0.07535182,3.05621076
-5.57978989,6.67585774,0.05754213,0.65642544,0.79441109,0.47575507,2.52159221,2.61896392,0.07744472,3.08875438
-5.57378689,6.74939476,0.05885579,0.67054006,0.80979476,0.48712305,2.54187428,2.62062301,0.07943990,3.12059201
-5.56778389,6.82290563,0.05997612,0.68522236,0.82503751,0.49867717,2.56154252,2.62293613,0.08132952,3.15173940
-5.56178089,6.89652327,0.06089536,0.70041299,0.84012936,0.51045691,2.58052535,2.62611979,0.08310762,3.18221783
-5.55577789,6.97034978,0.06160993,0.71604208,0.85505613,0.52249512,2.59875893,2.63035796,0.08476985,3.21204393
-5.54977489,7.04443261,0.06212043,0.73202838,0.86979702,0.53481449,2.61618546,2.63578992,0.08631319,3.24121962
-5.54377189,7.11874168,0.06243151,0.74827861,0.88432218,0.54742418,2.63275105,2.64249996,0.08773552,3.26972224
-5.53776888,7.19314786,0.06255155,0.76468697,0.89859043,0.56031654,2.64840280,2.65050889,0.08903521,3.29749526
-5.53176588,7.26740370,0.06249217,0.78113484,0.91254724,0.57346428,2.66308544,2.65976767,0.09021072,3.32443971
-5.52576288,7.34112695,0.06226769,0.79749071,0.92612306,0.58681807,2.67673731,2.67015340,0.09126010,3.35040683
-5.51975988,7.41378785,0.06189438,0.81361046,0.93923200,0.60030483,2.68928621,2.68146752,0.09218063,3.37519226
-5.51375688,7.48470104,0.06138976,0.82933794,0.95177123,0.61382676,2.70064519,2.69343666,0.09296849,3.39853210
-5.50775388,7.55302304,0.06077172,0.84450610,0.96362089,0.62726125,2.71070893,2.70571584,0.09361844,3.42010142
-5.50175088,7.61775602,0.06005788,0.85893856,0.97464479,0.64046185,2.71935095,2.71789442,0.09412375,3.43951544
-5.49574787,7.67775880,0.05926476,0.87245191,0.98469198,0.65326016,2.72642228,2.72950455,0.09447612,3.45633373
-5.48974487,7.73176534,0.05840724,0.88485859,0.99359907,0.66546891,2.73175192,2.74003210,0.09466581,3.47006775
-5.48374187,7.77841122,0.05749807,0.89597058,1.00119353,0.67688596,2.73514958,2.74893007,0.09468190,3.48019156
-5.47773887,7.81626777,0.05654750,0.90560374,1.00729775,0.68729936,2.73641074,2.75563414,0.09451264,3.48615595
-5.47173587,7.84388348,0.05556315,0.91358286,1.01173389,0.69649323,2.73532442,2.75958009,0.09414599,3.48740543
-5.46573287,7.85983169,0.05454998,0.91974725,1.01432940,0.70425432,2.73168323,2.76022272,0.09357019,3.48339781
-5.45972986,7.86276310,0.05351050,0.92395679,1.01492302,0.71037901,2.72529579,2.75705567,0.09277444,3.47362565
-5.45372686,7.85146137,0.05244507,0.92609812,1.01337102,0.71468063,2.71600072,2.74963164,0.09174962,3.45763883
-5.44772386,7.82489969,0.05135234,0.92609091,1.00955361,0.71699659,2.70368181,2.73758213,0.09048900,3.43506725
-5.44172086,7.78229572,0.05022981,0.92389375,1.00338102,0.71719531,2.68828337,2.72063618,0.08898890,3.40564270
-5.43571786,7.72316244,0.04907443,0.91950941,0.99479915,0.71518240,2.66982499,2.69863700,0.08724932,3.36921869
-5.42971486,7.64735224,0.04788322,0.91298921,0.98379449,0.71090593,2.64841466,2.67155596,0.08527439,3.32578733
-5.42371186,7.55509175,0.04665388,0.90443616,0.97039792,0.70436056,2.62425930,2.63950299,0.08307278,3.27549212
-5.41770885,7.44700506,0.04538535,0.89400654,0.95468735,0.69559015,2.59767172,2.60273279,0.08065782,3.21863589
-5.41170585,7.32412358,0.04407824,0.88190979,0.93678881,0.68468891,2.56907336,2.56164626,0.07804757,3.15568314
-5.40570285,7.18788116,0.04273524,0.86840647,0.91687592,0.67180073,2.53899205,2.51678671,0.07526460,3.08725638
-5.39969985,7.04009359,0.04136129,0.85380419,0.89516776,0.65711687,2.50805440,2.46883075,0.07233565,3.01412622
-5.39369685,6.88292271,0.03996365,0.83845166,0.87192490,0.64087185,2.47697287,2.41857376,0.06929111,2.93719546
-5.38769385,6.71882551,0.03855187,0.82273066,0.84744391,0.62333786,2.44652746,2.36691023,0.06616429,2.85747740
-5.38169085,6.55048995,0.03713757,0.80704640,0.82205027,0.60481765,2.41754264,2.31480947,0.06299066,2.77606919
-5.37568784,6.38075929,0.03573405,0.79181642,0.79609012,0.58563630,2.39086022,2.26328748,0.05980694,2.69412114
-5.36968484,6.21254790,0.03435595,0.77745838,0.76992087,0.56613209,2.36730917,2.21337572,0.05665015,2.61280309
-5.36368184,6.04875162,0.03301863,0.76437718,0.74390132,0.54664683,2.34767365,2.16608817,0.05355664,2.53326928
-5.35767884,5.89215633,0.03173769,0.75295195,0.71838142,0.52751603,2.33266062,2.12238773,0.05056117,2.45662308
-5.35167584,5.74534842,0.03052836,0.74352338,0.69369217,0.50905921,2.32286859,2.08315343,0.04769602,2.38388308
-5.34567284,5.61063113,0.02940493,0.73638189,0.67013614,0.49157082,2.31875897,2.04914982,0.04499024,2.31595196
-5.33966983,5.48995023,0.02838023,0.73175726,0.64797891,0.47531204,2.32063162,2.02099982,0.04246895,2.25358962
-5.33366683,5.38483249,0.02746521,0.72981009,0.62744182,0.46050379,2.32860576,1.99916240,0.04015292,2.19739150
-5.32766383,5.29633968,0.02666856,0.73062553,0.60869641,0.44732124,2.34260761,1.98391609,0.03805817,2.14777326
-5.32166083,5.22504029,0.02599648,0.73420968,0.59186070,0.43588992,2.36236549,1.97534921,0.03619586,2.10496242
-5.31565783,5.17100037,0.02545255,0.74048884,0.57699758,0.42628367,2.38741288,1.97335736,0.03457227,2.06899727
-5.30965483,5.13379402,0.02503775,0.74931160,0.56411520,0.41852450,2.41709985,1.97764858,0.03318900,2.03973313
-5.30365183,5.11253310,0.02475054,0.76045400,0.55316962,0.41258414,2.45061233,1.98775592,0.03204332,2.01685566
-5.29764882,5.10591504,0.02458713,0.77362738,0.54406923,0.40838744,2.48699887,2.00305707,0.03112861,1.99990059
-5.29164582,5.11228647,0.02454180,0.78848874,0.53668110,0.40581732,2.52520370,2.02280032,0.03043498,1.98827887
-5.28564282,5.12971994,0.02460727,0.80465314,0.53083864,0.40472100,2.56410493,2.04613572,0.02994990,1.98130614
-5.27963982,5.15610002,0.02477518,0.82170780,0.52635037,0.40491740,2.60255607,2.07214993,0.02965892,1.97823508
-5.27363682,5.18921496,0.02503654,0.83922698,0.52300932,0.40620514,2.63942925,2.09990342,0.02954636,1.97828911
-5.26763382,5.22684958,0.02538221,0.85678738,0.52060267,0.40837103,2.67365802,2.12846812,0.02959604,1.98069590
-5.26163082,5.26687492,0.02580332,0.87398310,0.51892102,0.41119855,2.70427786,2.15696372,0.02979188,1.98471905
-5.25562781,5.30733067,0.02629166,0.89043966,0.51776699,0.41447600,2.73046246,2.18459105,0.03011848,1.98968657
-5.24962481,5.34649650,0.02683995,0.90582636,0.51696273,0.41800394,2.75155404,2.21066076,0.03056155,1.99501477
-5.24362181,5.38294899,0.02744207,0.91986655,0.51635589,0.42160174,2.76708638,2.23461610,0.03110824,2.00022648
-5.23761881,5.41560176,0.02809310,0.93234534,0.51582390,0.42511284,2.77679933,2.25604855,0.03174732,2.00496305
-5.23161581,5.44372727,0.02878933,0.94311444,0.51527635,0.42840865,2.78064423,2.27470581,0.03246921,2.00898936
-5.22561281,5.46695954,0.02952809,0.95209394,0.51465540,0.43139093,2.77877996,2.29049173,0.03326589,2.01219209
-5.21960980,5.48527832,0.03030750,0.95927117,0.51393430,0.43399255,2.77156005,2.30345838,0.03413067,2.01457131
-5.21360680,5.49897597,0.03112614,0.96469665,0.51311413,0.43617679,2.75951127,2.31379083,0.03505788,2.01622617
-5.20760380,5.50860937,0.03198264,0.96847752,0.51221900,0.43793518,2.74330511,2.32178569,0.03604242,2.01733557
-5.20160080,5.51493997,0.03287524,0.97076877,0.51129010,0.43928414,2.72372350,2.32782455,0.03707936,2.01813498
-5.19559780,5.51886535,0.03380132,0.97176293,0.51037890,0.44026053,2.70162053,2.33234410,0.03816340,2.01889082
-5.18959480,5.52134655,0.03475698,0.97167865,0.50953999,0.44091655,2.67788217,2.33580451,0.03928846,2.01987394
-5.18359180,5.52333512,0.03573666,0.97074883,0.50882396,0.44131418,2.65338580,2.33865793,0.04044724,2.02133358
-5.17758879,5.52570384,0.03673282,0.96920898,0.50827078,0.44151945,2.62896177,2.34131891,0.04163093,2.02347338
-5.17158579,5.52918498,0.03773580,0.96728616,0.50790404,0.44159703,2.60535846,2.34413816,0.04282897,2.02643066
-5.16558279,5.53431907,0.03873371,0.96518925,0.50772634,0.44160512,2.58321263,2.34738131,0.04402898,2.03026017
-5.15957979,5.54141668,0.03971255,0.96310070,0.50771625,0.44159123,2.56302608,2.35121335,0.04521681,2.03492288
-5.15357679,5.55053487,0.04065639,0.96117022,0.50782677,0.44158875,2.54514964,2.35568975,0.04637674,2.04028071
-5.14757379,5.56146898,0.04154776,0.95951050,0.50798551,0.44161466,2.52977477,2.36075428,0.04749178,2.04609697
-5.14157079,5.57375971,0.04236815,0.95819495,0.50809654,0.44166831,2.51693285,2.36624351,0.04854416,2.05204262
-5.13556778,5.58671448,0.04309853,0.95725755,0.50804372,0.44173137,2.50650184,2.37189748,0.04951580,2.05770784
-5.12956478,5.59944137,0.04372007,0.95669454,0.50769535,0.44176892,2.49821954,2.37737560,0.05038900,2.06261808
-5.12356178,5.61089336,0.04421481,0.95646769,0.50690986,0.44173144,2.49170246,2.38227681,0.05114698,2.06625375
-5.11755878,5.61992014,0.04456635,0.95650901,0.50554218,0.44155773,2.48646915,2.38616264,0.05177459,2.06807248
-5.11155578,5.62532455,0.04476055,0.95672646,0.50345051,0.44117845,2.48196661,2.38858175,0.05225884,2.06753255
-5.10555278,5.62592062,0.04478611,0.95701031,0.50050302,0.44052016,2.47759844,2.38909464,0.05258944,2.06411662
-5.09954977,5.62059039,0.04463508,0.95724006,0.49658426,0.43950956,2.47275335,2.38729732,0.05275922,2.05735428
-5.09354677,5.60833674,0.04430325,0.95729130,0.49160087,0.43807785,2.46683282,2.38284256,0.05276439,2.04684267
-5.08754377,5.58833024,0.04379035,0.95704258,0.48548645,0.43616481,2.45927687,2.37545804,0.05260473,2.03226409
-5.08154077,5.55994806,0.04310021,0.95638191,0.47820524,0.43372270,2.44958686,2.36496060,0.05228362,2.01340010
-5.07553777,5.52280390,0.04224064,0.95521269,0.46975460,0.43071951,2.43734491,2.35126618,0.05180784,1.99014147
-5.06953477,5.47676809,0.04122323,0.95345910,0.46016626,0.42714169,2.42222931,2.33439532,0.05118742,1.96249393
-5.06353177,5.42197786,0.04006301,0.95107075,0.44950614,0.42299614,2.40402569,2.31447426,0.05043519,1.93057953
-5.05752876,5.35883772,0.03877799,0.94802648,0.43787307,0.41831143,2.38263396,2.29173199,0.04956639,1.89463387
-5.05152576,5.28801086,0.03738861,0.94433735,0.42539633,0.41313819,2.35807119,2.26649354,0.04859812,1.85499947
-5.04552276,5.21040220,0.03591713,0.94004866,0.41223222,0.40754872,2.33047046,2.23917028,0.04754880,1.81211580
-5.03951976,5.12713418,0.03438698,0.93524105,0.39855985,0.40163577,2.30007631,2.21024750,0.04643761,1.76650641
-5.03351676,5.03951642,0.03282211,0.93003050,0.38457628,0.39551057,2.26723689,2.18027017,0.04528396,1.71876383
-5.02751376,4.94901038,0.03124634,0.92456727,0.37049132,0.38930014,2.23239351,2.14982725,0.04410693,1.66953278
-5.02151076,4.85719007,0.02968279,0.91903369,0.35652196,0.38314397,2.19606772,2.11953510,0.04292485,1.61949236
-5.01550775,4.76569999,0.02815334,0.91364076,0.34288680,0.37719012,2.15884659,2.09002044,0.04175491,1.56933776
-5.00950475,4.67621111,0.02667811,0.90862349,0.32980051,0.37159090,2.12136643,2.06190324,0.04061277,1.51976191
-5.00350175,4.59037595,0.02527513,0.90423512,0.31746848,0.36649813,2.08429530,2.03577977,0.03951238,1.47143771
-4.99749875,4.50978358,0.02396002,0.90074014,0.30608180,0.36205826,2.04831484,2.01220616,0.03846572,1.42500110
-4.99149575,4.43591545,0.02274572,0.89840628,0.29581255,0.35840733,2.01410149,1.99168265,0.03748270,1.38103538
-4.98549275,4.37010288,0.02164238,0.89749570,0.28680965,0.35566606,1.98230778,1.97463868,0.03657106,1.34005712
-4.97948974,4.31348726,0.02065729,0.89825545,0.27919524,0.35393508,1.95354378,1.96141932,0.03573636,1.30250382
-4.97348674,4.26698391,0.01979485,0.90090768,0.27306160,0.35329066,1.92835927,1.95227303,0.03498197,1.26872370
-4.96748374,4.23125061,0.01905661,0.90563980,0.26846886,0.35378090,1.90722702,1.94734133,0.03430911,1.23896772
-4.96148074,4.20666192,0.01844145,0.91259499,0.26544335,0.35542274,1.89052761,1.94665053,0.03371691,1.21338406
-4.95547774,4.19329046,0.01794564,0.92186361,0.26397681,0.35819984,1.87853632,1.95010615,0.03320249,1.19201515
-4.94947474,4.19089596,0.01756311,0.93347570,0.26402644,0.36206144,1.87141242,1.95749018,0.03276111,1.17479754
-4.94347174,4.19892315,0.01728567,0.94739513,0.26551576,0.36692246,1.86919149,1.96846166,0.03238626,1.16156441
-4.93746873,4.21650908,0.01710327,0.96351573,0.26833651,0.37266478,1.87178106,1.98256095,0.03206984,1.15205105
-4.93146573,4.24250031,0.01700431,0.98165969,0.27235136,0.37913974,1.87895996,1.99921760,0.03180239,1.14590299
-4.92546273,4.27547997,0.01697596,1.00157836,0.27739758,0.38617199,1.89038154,2.01776220,0.03157329,1.14268690
-4.91945973,4.31380450,0.01700453,1.02295581,0.28329145,0.39356444,1.90558103,2.03744190,0.03137103,1.14190383
-4.91345673,4.35564923,0.01707582,1.04541490,0.28983355,0.40110425,1.92398688,2.05743933,0.03118354,1.14300473
-4.90745373,4.39906166,0.01717550,1.06852596,0.29681454,0.40856984,1.94493598,2.07689457,0.03099848,1.14540759
-4.90145073,4.44202094,0.01728949,1.09181773,0.30402145,0.41573837,1.96769245,2.09492940,0.03080362,1.14851601
-4.89544772,4.48250165,0.01740432,1.11479043,0.31124427,0.42239380,1.99146940,2.11067312,0.03058721,1.15173845
-4.88944472,4.51853958,0.01750748,1.13693024,0.31828255,0.42833497,2.01545313,2.12328910,0.03033834,1.15450759
-4.88344172,4.54829737,0.01758777,1.15772505,0.32495182,0.43338348,2.03882897,2.13200096,0.03004734,1.15629926
-4.87743872,4.57012734,0.01763556,1.17668064,0.33108967,0.43739110,2.06080789,2.13611744,0.02970611,1.15665017
-4.87143572,4.58262936,0.01764307,1.19333679,0.33656106,0.44024632,2.08065282,2.13505513,0.02930839,1.15517385
-4.86543272,4.58470124,0.01760450,1.20728276,0.34126296,0.44187986,2.09770399,2.12835791,0.02885009,1.15157424
-4.85942971,4.57557998,0.01751622,1.21817147,0.34512780,0.44226879,2.11140201,2.11571264,0.02832944,1.14565639
-4.85342671,4.55487191,0.01737681,1.22573181,0.34812580,0.44143914,2.12130799,2.09696024,0.02774713,1.13733383
-4.84742371,4.52257082,0.01718708,1.22977871,0.35026602,0.43946689,2.12711979,2.07210192,0.02710640,1.12663238
-4.84142071,4.47906312,0.01695000,1.23022035,0.35159605,0.43647710,2.12868377,2.04130037,0.02641293,1.11369011
-4.83541771,4.42511997,0.01667058,1.22706244,0.35220035,0.43264144,2.12600142,2.00487579,0.02567484,1.09875360
-4.82941471,4.36187653,0.01635573,1.22040918,0.35219733,0.42817393,2.11923065,1.96329710,0.02490244,1.08217044
-4.82341171,4.29079911,0.01601402,1.21046090,0.35173519,0.42332510,2.10868143,1.91716865,0.02410801,1.06437829
-4.81740870,4.21364142,0.01565546,1.19750841,0.35098673,0.41837485,2.09480598,1.86721305,0.02330549,1.04589087
-4.81140570,4.13239147,0.01529120,1.18192429,0.35014333,0.41362403,2.07818378,1.81425075,0.02251014,1.02728136
-4.80540270,4.04921094,0.01493326,1.16415129,0.34940824,0.40938526,2.05950171,1.75917713,0.02173814,1.00916380
-4.79939970,3.96636909,0.01459424,1.14468826,0.34898947,0.40597305,2.03953026,1.70293787,0.02100620,0.99217295
-4.79339670,3.88617351,0.01428702,1.12407422,0.34909255,0.40369373,2.01909637,1.64650362,0.02033111,0.97694362
-4.78739370,3.81089990,0.01402448,1.10287092,0.34991337,0.40283548,1.99905405,1.59084442,0.01972935,0.96408981
-4.78139070,3.74272319,0.01381924,1.08164463,0.35163135,0.40365874,1.98025374,1.53690497,0.01921668,0.95418456
-4.77538769,3.68365215,0.01368342,1.06094782,0.35440317,0.40638738,1.96351160,1.48558127,0.01880775,0.94774114
-4.76938469,3.63546965,0.01362838,1.04130125,0.35835738,0.41120101,1.94957987,1.43769920,0.01851576,0.94519610
-4.76338169,3.59968020,0.01366456,1.02317732,0.36358987,0.41822855,1.93911932,1.39399567,0.01835213,0.94689482
-4.75737869,3.57746654,0.01380131,1.00698500,0.37016052,0.42754338,1.93267497,1.35510261,0.01832624,0.95308001
-4.75137569,3.56965641,0.01404669,0.99305725,0.37809111,0.43916033,1.93065601,1.32153430,0.01844521,0.96388345
-4.74537269,3.57670061,0.01440737,0.98164098,0.38736448,0.45303447,1.93332053,1.29367800,0.01871371,0.97932130
-4.73936968,3.59866285,0.01488854,0.97289028,0.39792511,0.46906196,1.94076595,1.27178823,0.01913384,0.99929312
-4.73336668,3.63522155,0.01549376,0.96686288,0.40968097,0.48708271,1.95292530,1.25598455,0.01970504,1.02358454
-4.72736368,3.68568365,0.01622494,0.96352020,0.42250665,0.50688507,1.96956960,1.24625289,0.02042411,1.05187360
-4.72136068,3.74900965,0.01708226,0.96273077,0.43624766,0.52821209,1.99031639,1.24245020,0.02128518,1.08374034
-4.71535768,3.82384909,0.01806412,0.96427696,0.45072574,0.55076939,2.01464381,1.24431229,0.02227986,1.11867954
-4.70935468,3.90858518,0.01916710,0.96786483,0.46574501,0.57423416,2.04190997,1.25146446,0.02339731,1.15611592
-4.70335168,4.00138690,0.02038599,0.97313651,0.48109866,0.59826508,2.07137670,1.26343467,0.02462447,1.19542138
-4.69734867,4.10026679,0.02171373,0.97968480,0.49657608,0.62251270,2.10223672,1.27966872,0.02594624,1.23593362
-4.69134567,4.20314238,0.02314148,0.98706923,0.51196995,0.64662994,2.13364320,1.29954711,0.02734581,1.27697540
-4.68534267,4.30789887,0.02465861,0.99483314,0.52708317,0.67028219,2.16474052,1.32240290,0.02880490,1.31787384
-4.67933967,4.41245092,0.02625277,1.00252084,0.54173530,0.69315674,2.19469488,1.34754018,0.03030416,1.35797891
-4.67333667,4.51480130,0.02790997,1.00969439,0.55576818,0.71497102,2.22272365,1.37425247,0.03182348,1.39668049
-4.66733367,4.61309420,0.02961468,1.01594920,0.56905050,0.73547945,2.24812212,1.40184063,0.03334240,1.43342336
-4.66133067,4.70566123,0.03134992,1.02092787,0.58148118,0.75447854,2.27028670,1.42962948,0.03484049,1.46771958
-4.65532766,4.79105873,0.03309744,1.02433173,0.59299126,0.77181008,2.28873342,1.45698298,0.03629774,1.49915783
-4.64932466,4.86809478,0.03483788,1.02592964,0.60354436,0.78736238,2.30311129,1.48331716,0.03769491,1.52740936
-4.64332166,4.93584545,0.03655102,1.02556372,0.61313551,0.80106947,2.31320960,1.50811064,0.03901391,1.55223052
