energy_ev,total_up,total_down,Ca_p_up,Ca_p_down,Ca_d_up,Ca_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.93996998,1.46992195,-1.47052601,0.00654638,-0.00654810,0.00000000,-0.00000000,0.01793159,-0.01793548,0.21598999,-0.21609472,0.35490904,-0.35500285,0.69069721,-0.69107664,0.63182339,-0.63203710,0.00000000,-0.00000000
-5.93396698,1.37775282,-1.37830221,0.00619932,-0.00620102,0.00000000,-0.00000000,0.01695635,-0.01696041,0.20422800,-0.20431219,0.34290393,-0.34297487,0.63956997,-0.63991066,0.59222992,-0.59243890,0.00000000,-0.00000000
-5.92796398,1.29106914,-1.29155963,0.00584849,-0.00585015,0.00000000,-0.00000000,0.01593144,-0.01593560,0.19464926,-0.19471277,0.33334523,-0.33339265,0.59274283,-0.59304301,0.55285574,-0.55305750,0.00000000,-0.00000000
-5.92196098,1.21075143,-1.21118027,0.00549994,-0.00550154,0.00000000,-0.00000000,0.01487239,-0.01487659,0.18726530,-0.18730846,0.32640054,-0.32642431,0.55050804,-0.55076692,0.51425844,-0.51445074,0.00000000,-0.00000000
-5.91595798,1.13750579,-1.13787165,0.00515958,-0.00516109,0.00000000,-0.00000000,0.01379440,-0.01379859,0.18203731,-0.18206089,0.32218414,-0.32218461,0.51304195,-0.51325969,0.47696015,-0.47714101,0.00000000,-0.00000000
-5.90995498,1.07185844,-1.07216139,0.00483302,-0.00483442,0.00000000,-0.00000000,0.01271204,-0.01271617,0.17887913,-0.17888432,0.32075478,-0.32073279,0.48040978,-0.48058738,0.44143846,-0.44160620,0.00000000,-0.00000000
-5.90395198,1.01415474,-1.01439615,0.00452546,-0.00452674,0.00000000,-0.00000000,0.01163886,-0.01164288,0.17766108,-0.17764943,0.32211448,-0.32207132,0.45257267,-0.45271193,0.40811897,-0.40827219,0.00000000,-0.00000000
-5.89794897,0.96456240,-0.96474482,0.00424161,-0.00424275,0.00000000,-0.00000000,0.01058723,-0.01059110,0.17821451,-0.17818789,0.32620826,-0.32614564,0.42939703,-0.42950042,0.37736948,-0.37750708,0.00000000,-0.00000000
-5.89194597,0.92307867,-0.92320570,0.00398557,-0.00398656,0.00000000,-0.00000000,0.00956805,-0.00957175,0.18033695,-0.18029752,0.33292485,-0.33284488,0.41066546,-0.41073603,0.34949574,-0.34961691,0.00000000,-0.00000000
-5.88594297,0.88954112,-0.88961726,0.00376080,-0.00376162,0.00000000,-0.00000000,0.00859068,-0.00859418,0.18379784,-0.18374795,0.34209857,-0.34200368,0.39608919,-0.39613044,0.32473893,-0.32484313,0.00000000,-0.00000000
-5.87993997,0.86364173,-0.86367221,0.00357003,-0.00357068,0.00000000,-0.00000000,0.00766281,-0.00766609,0.18834472,-0.18828689,0.35351224,-0.35340516,0.38532151,-0.38533726,0.30327457,-0.30336156,0.00000000,-0.00000000
-5.87393697,0.84494377,-0.84493437,0.00341527,-0.00341575,0.00000000,-0.00000000,0.00679047,-0.00679351,0.19370977,-0.19364662,0.36690127,-0.36678495,0.37797179,-0.37796607,0.28521301,-0.28528276,0.00000000,-0.00000000
-5.86793397,0.83290107,-0.83285794,0.00329781,-0.00329811,0.00000000,-0.00000000,0.00597803,-0.00598082,0.19961672,-0.19955088,0.38195892,-0.38183648,0.37361999,-0.37359691,0.27060107,-0.27065381,0.00000000,-0.00000000
-5.86193097,0.82687916,-0.82680864,0.00321818,-0.00321830,0.00000000,-0.00000000,0.00522829,-0.00523083,0.20578782,-0.20572188,0.39834261,-0.39821724,0.37183102,-0.37179463,0.25942505,-0.25946118,0.00000000,-0.00000000
-5.85592796,0.82617768,-0.82608608,0.00317624,-0.00317618,0.00000000,-0.00000000,0.00454259,-0.00454489,0.21195086,-0.21188732,0.41568122,-0.41555612,0.37216885,-0.37212306,0.25161470,-0.25163479,0.00000000,-0.00000000
-5.84992496,0.83005356,-0.82994700,0.00317117,-0.00317094,0.00000000,-0.00000000,0.00392095,-0.00392301,0.21784613,-0.21778731,0.43358329,-0.43346161,0.37420992,-0.37415837,0.24704814,-0.24705294,0.00000000,-0.00000000
-5.84392196,0.83774430,-0.83762858,0.00320158,-0.00320119,0.00000000,-0.00000000,0.00336225,-0.00336408,0.22323292,-0.22318093,0.45164588,-0.45153063,0.37755562,-0.37750158,0.24555765,-0.24554801,0.00000000,-0.00000000
-5.83791896,0.84849090,-0.84837125,0.00326554,-0.00326499,0.00000000,-0.00000000,0.00286440,-0.00286601,0.22789571,-0.22785237,0.46946392,-0.46935789,0.38184350,-0.38178978,0.24693604,-0.24691290,0.00000000,-0.00000000
-5.83191596,0.86155959,-0.86144063,0.00336070,-0.00336000,0.00000000,-0.00000000,0.00242450,-0.00242591,0.23164952,-0.23161633,0.48663973,-0.48654546,0.38675692,-0.38670582,0.25094363,-0.25090800,0.00000000,-0.00000000
-5.82591296,0.87626210,-0.87614766,0.00348437,-0.00348352,0.00000000,-0.00000000,0.00203907,-0.00204028,0.23434449,-0.23432259,0.50279253,-0.50271218,0.39203309,-0.39198631,0.25731559,-0.25726851,0.00000000,-0.00000000
-5.81990995,0.89197372,-0.89186678,0.00363360,-0.00363262,0.00000000,-0.00000000,0.00170418,-0.00170522,0.23586943,-0.23585958,0.51756749,-0.51750287,0.39746898,-0.39742762,0.26576958,-0.26571211,0.00000000,-0.00000000
-5.81390695,0.90814877,-0.90805137,0.00380531,-0.00380420,0.00000000,-0.00000000,0.00141564,-0.00141653,0.23615422,-0.23615677,0.53064421,-0.53059669,0.40292534,-0.40288986,0.27601349,-0.27594665,0.00000000,-0.00000000
-5.80790395,0.92433308,-0.92424631,0.00399640,-0.00399517,0.00000000,-0.00000000,0.00116912,-0.00116988,0.23517092,-0.23518584,0.54174422,-0.54171472,0.40832845,-0.40829867,0.28775308,-0.28767788,0.00000000,-0.00000000
-5.80190095,0.94017313,-0.94009714,0.00420382,-0.00420247,0.00000000,-0.00000000,0.00096031,-0.00096094,0.23293366,-0.23296052,0.55063727,-0.55062628,0.41366972,-0.41364486,0.30069949,-0.30061685,0.00000000,-0.00000000
-5.79589795,0.95542174,-0.95535571,0.00442468,-0.00442322,0.00000000,-0.00000000,0.00078496,-0.00078549,0.22949719,-0.22953518,0.55714626,-0.55715378,0.41900317,-0.41898187,0.31457622,-0.31448700,0.00000000,-0.00000000
-5.78989495,0.96993993,-0.96988219,0.00465634,-0.00465478,0.00000000,-0.00000000,0.00063904,-0.00063947,0.22495418,-0.22500215,0.56115056,-0.56117617,0.42444081,-0.42442120,0.32912560,-0.32903053,0.00000000,-0.00000000
-5.78389195,0.98369532,-0.98364342,0.00489648,-0.00489482,0.00000000,-0.00000000,0.00051873,-0.00051907,0.21943136,-0.21948789,0.56258763,-0.56263050,0.43014619,-0.43012598,0.34411436,-0.34401408,0.00000000,-0.00000000
-5.77788894,0.99675681,-0.99670761,0.00514317,-0.00514141,0.00000000,-0.00000000,0.00042051,-0.00042079,0.21308472,-0.21314814,0.56145299,-0.56151193,0.43632628,-0.43630282,0.35933832,-0.35923335,0.00000000,-0.00000000
-5.77188594,1.00928595,-1.00923576,0.00539488,-0.00539301,0.00000000,-0.00000000,0.00034117,-0.00034139,0.20609381,-0.20616228,0.55779845,-0.55787193,0.44322190,-0.44319229,0.37462589,-0.37451660,0.00000000,-0.00000000
-5.76588294,1.02152523,-1.02146997,0.00565050,-0.00564853,0.00000000,-0.00000000,0.00027784,-0.00027801,0.19865551,-0.19872705,0.55172872,-0.55181497,0.45109707,-0.45105827,0.38984026,-0.38972692,0.00000000,-0.00000000
-5.75987994,1.03378374,-1.03371911,0.00590938,-0.00590730,0.00000000,-0.00000000,0.00022796,-0.00022809,0.19097731,-0.19104990,0.54339660,-0.54349366,0.46022760,-0.46017654,0.40488034,-0.40476309,0.00000000,-0.00000000
-5.75387694,1.04642068,-1.04634231,0.00617126,-0.00616907,0.00000000,-0.00000000,0.00018927,-0.00018936,0.18327060,-0.18334222,0.53299695,-0.53310273,0.47088922,-0.47082293,0.41968021,-0.41955910,0.00000000,-0.00000000
-5.74787394,1.05982718,-1.05973081,0.00643623,-0.00643393,0.00000000,-0.00000000,0.00015983,-0.00015990,0.17574393,-0.17581265,0.52075966,-0.52087199,0.48334568,-0.48326140,0.43420727,-0.43408228,0.00000000,-0.00000000
-5.74187094,1.07440731,-1.07428896,0.00670472,-0.00670229,0.00000000,-0.00000000,0.00013797,-0.00013801,0.16859668,-0.16866068,0.50694187,-0.50705861,0.49783713,-0.49773239,0.44845913,-0.44833017,0.00000000,-0.00000000
-5.73586793,1.09055864,-1.09041478,0.00697733,-0.00697479,0.00000000,-0.00000000,0.00012227,-0.00012230,0.16201319,-0.16207084,0.49181990,-0.49193896,0.51456917,-0.51444193,0.46245932,-0.46232629,0.00000000,-0.00000000
-5.72986493,1.10865331,-1.10848100,0.00725485,-0.00725218,0.00000000,-0.00000000,0.00011154,-0.00011154,0.15615766,-0.15620753,0.47568109,-0.47580049,0.53370290,-0.53355162,0.47625215,-0.47611494,0.00000000,-0.00000000
-5.72386193,1.12902014,-1.12881714,0.00753806,-0.00753527,0.00000000,-0.00000000,0.00010476,-0.00010475,0.15116979,-0.15121074,0.45881582,-0.45893376,0.55534631,-0.55517000,0.48989688,-0.48975544,0.00000000,-0.00000000
-5.71785893,1.15192850,-1.15169341,0.00782772,-0.00782481,0.00000000,-0.00000000,0.00010111,-0.00010110,0.14716152,-0.14719267,0.44151017,-0.44162501,0.57954723,-0.57934555,0.50346157,-0.50331592,0.00000000,-0.00000000
-5.71185593,1.17757453,-1.17730683,0.00812443,-0.00812139,0.00000000,-0.00000000,0.00009992,-0.00009989,0.14421461,-0.14423537,0.42403926,-0.42414960,0.60628817,-0.60606144,0.51701685,-0.51686709,0.00000000,-0.00000000
-5.70585293,1.20607026,-1.20577039,0.00842854,-0.00842539,0.00000000,-0.00000000,0.00010062,-0.00010059,0.14237935,-0.14238944,0.40666166,-0.40676635,0.63548316,-0.63523238,0.53062996,-0.53047636,0.00000000,-0.00000000
-5.69984992,1.23743604,-1.23710539,0.00874012,-0.00873688,0.00000000,-0.00000000,0.00010278,-0.00010274,0.14167432,-0.14167376,0.38961490,-0.38971302,0.66697680,-0.66670366,0.54435940,-0.54420236,0.00000000,-0.00000000
-5.69384692,1.27159654,-1.27123745,0.00905888,-0.00905555,0.00000000,-0.00000000,0.00010604,-0.00010600,0.14208706,-0.14207614,0.37311226,-0.37320311,0.70054546,-0.70025230,0.55825033,-0.55809042,0.00000000,-0.00000000
-5.68784392,1.30838045,-1.30799618,0.00938414,-0.00938075,0.00000000,-0.00000000,0.00011013,-0.00011009,0.14357567,-0.14355496,0.35734070,-0.35742384,0.73590076,-0.73559053,0.57233106,-0.57216902,0.00000000,-0.00000000
-5.68184092,1.34752394,-1.34711855,0.00971482,-0.00971139,0.00000000,-0.00000000,0.00011487,-0.00011482,0.14607128,-0.14604156,0.34246017,-0.34253535,0.77269507,-0.77237127,0.58661064,-0.58644737,0.00000000,-0.00000000
-5.67583792,1.38867747,-1.38825576,0.01004945,-0.01004600,0.00000000,-0.00000000,0.00012011,-0.00012007,0.14948108,-0.14944336,0.32860389,-0.32867105,0.81052895,-0.81019555,0.60107765,-0.60091424,0.00000000,-0.00000000
-5.66983492,1.43141586,-1.43098322,0.01038620,-0.01038276,0.00000000,-0.00000000,0.00012582,-0.00012577,0.15369205,-0.15364748,0.31587967,-0.31593892,0.84896029,-0.84862162,0.61570031,-0.61553796,0.00000000,-0.00000000
-5.66383192,1.47525086,-1.47481316,0.01072292,-0.01071953,0.00000000,-0.00000000,0.00013198,-0.00013193,0.15857491,-0.15852479,0.30437200,-0.30442357,0.88751468,-0.88717535,0.63042751,-0.63026756,0.00000000,-0.00000000
-5.65782891,1.51964578,-1.51920916,0.01105723,-0.01105392,0.00000000,-0.00000000,0.00013867,-0.00013863,0.16398848,-0.16393417,0.29414463,-0.29418885,0.92569676,-0.92536153,0.64519090,-0.64503477,0.00000000,-0.00000000
-5.65182591,1.56403133,-1.56360209,0.01138654,-0.01138333,0.00000000,-0.00000000,0.00014606,-0.00014601,0.16978397,-0.16972689,0.28524348,-0.28528075,0.96300206,-0.96267573,0.65990770,-0.65975688,0.00000000,-0.00000000
-5.64582291,1.60782198,-1.60740643,0.01170815,-0.01170508,0.00000000,-0.00000000,0.00015438,-0.00015433,0.17580926,-0.17575084,0.27769958,-0.27773036,0.99892892,-0.99861621,0.67448396,-0.67433994,0.00000000,-0.00000000
-5.63981991,1.65043217,-1.65003643,0.01201934,-0.01201643,0.00000000,-0.00000000,0.00016397,-0.00016391,0.18191303,-0.18185464,0.27153188,-0.27155663,1.03298994,-1.03269540,0.68881805,-0.68868234,0.00000000,-0.00000000
-5.63381691,1.69129149,-1.69092140,0.01231739,-0.01231468,0.00000000,-0.00000000,0.00017528,-0.00017522,0.18794838,-0.18789136,0.26674955,-0.26676875,1.06472277,-1.06445066,0.70280418,-0.70267823,0.00000000,-0.00000000
-5.62781391,1.72985841,-1.72951938,0.01259968,-0.01259720,0.00000000,-0.00000000,0.00018890,-0.00018883,0.19377620,-0.19372177,0.26335389,-0.26336800,1.09369968,-1.09345389,0.71633567,-0.71622085,0.00000000,-0.00000000
-5.62181091,1.76563198,-1.76532890,0.01286374,-0.01286151,0.00000000,-0.00000000,0.00020555,-0.00020547,0.19926788,-0.19921717,0.26133940,-0.26134886,1.11953573,-1.11931973,0.72930780,-0.72920539,0.00000000,-0.00000000
-5.61580790,1.79816129,-1.79789845,0.01310724,-0.01310528,0.00000000,-0.00000000,0.00022613,-0.00022605,0.20430752,-0.20426151,0.26069424,-0.26069947,1.14189546,-1.14171220,0.74162017,-0.74153133,0.00000000,-0.00000000
-5.60980490,1.82705242,-1.82683346,0.01332805,-0.01332639,0.00000000,-0.00000000,0.00025175,-0.00025165,0.20879354,-0.20875307,0.26139991,-0.26140129,1.16049775,-1.16034967,0.75317849,-0.75310426,0.00000000,-0.00000000
-5.60380190,1.85197311,-1.85180099,0.01352423,-0.01352288,0.00000000,-0.00000000,0.00028371,-0.00028359,0.21263967,-0.21260543,0.26343025,-0.26342816,1.17511922,-1.17500820,0.76389587,-0.76383712,0.00000000,-0.00000000
-5.59779890,1.87265518,-1.87253213,0.01369403,-0.01369300,0.00000000,-0.00000000,0.00032355,-0.00032341,0.21577545,-0.21574797,0.26674993,-0.26674473,1.18559593,-1.18552330,0.77369357,-0.77365102,0.00000000,-0.00000000
-5.59179590,1.88889502,-1.88882260,0.01383589,-0.01383520,0.00000000,-0.00000000,0.00037309,-0.00037291,0.21814616,-0.21812583,0.27131255,-0.27130460,1.19182384,-1.19179034,0.78250148,-0.78247571,0.00000000,-0.00000000
-5.58579290,1.90055276,-1.90053183,0.01394842,-0.01394808,0.00000000,-0.00000000,0.00043439,-0.00043418,0.21971241,-0.21969945,0.27705847,-0.27704814,1.19375802,-1.19376387,0.79025837,-0.79024979,0.00000000,-0.00000000
-5.57978989,1.90755032,-1.90758107,0.01403039,-0.01403040,0.00000000,-0.00000000,0.00050985,-0.00050959,0.22044931,-0.22044385,0.28391282,-0.28390050,1.19141105,-1.19145595,0.79691210,-0.79692095,0.00000000,-0.00000000
-5.57378689,1.90986891,-1.90995095,0.01408072,-0.01408108,0.00000000,-0.00000000,0.00060212,-0.00060181,0.22034552,-0.22034753,0.29178366,-0.29176976,1.18485073,-1.18493391,0.80241996,-0.80244633,0.00000000,-0.00000000
-5.56778389,1.90754645,-1.90767876,0.01409848,-0.01409920,0.00000000,-0.00000000,0.00071419,-0.00071381,0.21940200,-0.21941134,0.30056068,-0.30054565,1.17419740,-1.17431762,0.80674925,-0.80679305,0.00000000,-0.00000000
-5.56178089,1.90067500,-1.90085603,0.01408290,-0.01408397,0.00000000,-0.00000000,0.00084931,-0.00084886,0.21763081,-0.21764726,0.31011459,-0.31009894,1.15962097,-1.15977657,0.80987811,-0.80993910,0.00000000,-0.00000000
-5.55577789,1.88939862,-1.88962629,0.01403340,-0.01403481,0.00000000,-0.00000000,0.00101102,-0.00101048,0.21505385,-0.21507709,0.32029735,-0.32028159,1.14133780,-1.14152677,0.81179677,-0.81187454,0.00000000,-0.00000000
-5.54977489,1.87391151,-1.87418328,0.01394958,-0.01395132,0.00000000,-0.00000000,0.00120309,-0.00120244,0.21170170,-0.21173135,0.33094329,-0.33092799,1.11960748,-1.11982746,0.81250894,-0.81260289,0.00000000,-0.00000000
-5.54377189,1.85445648,-1.85476935,0.01383129,-0.01383336,0.00000000,-0.00000000,0.00142946,-0.00142870,0.20761256,-0.20764816,0.34187133,-0.34185708,1.09472947,-1.09497780,0.81203346,-0.81214284,0.00000000,-0.00000000
-5.53776888,1.83132343,-1.83167397,0.01367869,-0.01368106,0.00000000,-0.00000000,0.00169420,-0.00169332,0.20283122,-0.20287228,0.35288805,-0.35287546,1.06703944,-1.06731318,0.81040592,-0.81052976,0.00000000,-0.00000000
-5.53176588,1.80484758,-1.80523200,0.01349222,-0.01349488,0.00000000,-0.00000000,0.00200143,-0.00200040,0.19740831,-0.19745428,0.36379171,-0.36378139,1.03690529,-1.03720129,0.80768000,-0.80781718,0.00000000,-0.00000000
-5.52576288,1.77540707,-1.77582123,0.01327271,-0.01327565,0.00000000,-0.00000000,0.00235518,-0.00235400,0.19139945,-0.19144977,0.37437697,-0.37436951,1.00472257,-1.00503747,0.80392850,-0.80407772,0.00000000,-0.00000000
-5.51975988,1.74341956,-1.74385900,0.01302140,-0.01302458,0.00000000,-0.00000000,0.00275935,-0.00275800,0.18486468,-0.18491875,0.38444016,-0.38443612,0.97090928,-0.97123959,0.79924364,-0.79940343,0.00000000,-0.00000000
-5.51375688,1.70933742,-1.70979747,0.01273993,-0.01274333,0.00000000,-0.00000000,0.00321752,-0.00321598,0.17786774,-0.17792496,0.39378475,-0.39378464,0.93589981,-0.93624194,0.79373652,-0.79390527,0.00000000,-0.00000000
-5.50775388,1.67364135,-1.67411713,0.01243038,-0.01243397,0.00000000,-0.00000000,0.00373284,-0.00373110,0.17047553,-0.17053527,0.40222696,-0.40223120,0.90013812,-0.90048841,0.78753561,-0.78771156,0.00000000,-0.00000000
-5.50175088,1.63683222,-1.63731873,0.01209527,-0.01209901,0.00000000,-0.00000000,0.00430792,-0.00430597,0.16275738,-0.16281902,0.40960094,-0.40960989,0.86406991,-0.86442473,0.78078410,-0.78096541,0.00000000,-0.00000000
-5.49574787,1.59942104,-1.59991327,0.01173750,-0.01174136,0.00000000,-0.00000000,0.00494465,-0.00494248,0.15478439,-0.15484732,0.41576355,-0.41577745,0.82813427,-0.82849003,0.77363624,-0.77382099,0.00000000,-0.00000000
-5.48974487,1.56191750,-1.56241048,0.01136033,-0.01136427,0.00000000,-0.00000000,0.00564411,-0.00564171,0.14662864,-0.14669225,0.42059826,-0.42061726,0.79275461,-0.79310783,0.76625255,-0.76643880,0.00000000,-0.00000000
-5.48374187,1.52481710,-1.52530601,0.01096730,-0.01097129,0.00000000,-0.00000000,0.00640640,-0.00640375,0.13836230,-0.13842600,0.42401813,-0.42404226,0.75832940,-0.75867679,0.75879431,-0.75898014,0.00000000,-0.00000000
-5.47773887,1.48858758,-1.48906783,0.01056218,-0.01056618,0.00000000,-0.00000000,0.00723057,-0.00722769,0.13005673,-0.13011997,0.42596768,-0.42599683,0.72522296,-0.72556147,0.75141733,-0.75160085,0.00000000,-0.00000000
-5.47173587,1.45365513,-1.45412246,0.01014885,-0.01015282,0.00000000,-0.00000000,0.00811455,-0.00811142,0.12178147,-0.12184372,0.42642348,-0.42645746,0.69375675,-0.69408361,0.74426544,-0.74444491,0.00000000,-0.00000000
-5.46573287,1.42039118,-1.42084175,0.00973121,-0.00973512,0.00000000,-0.00000000,0.00905504,-0.00905166,0.11360321,-0.11366399,0.42539371,-0.42543221,0.66420149,-0.66451427,0.73746416,-0.73763796,0.00000000,-0.00000000
-5.45972986,1.38910044,-1.38953091,0.00931307,-0.00931690,0.00000000,-0.00000000,0.01004754,-0.01004392,0.10558481,-0.10564367,0.42291648,-0.42295909,0.63677061,-0.63706727,0.73111463,-0.73128133,0.00000000,-0.00000000
-5.45372686,1.36001094,-1.36041851,0.00889809,-0.00890180,0.00000000,-0.00000000,0.01108634,-0.01108247,0.09778431,-0.09784087,0.41905721,-0.41910345,0.61161539,-0.61189429,0.72528856,-0.72544695,0.00000000,-0.00000000
-5.44772386,1.33326672,-1.33364918,0.00848964,-0.00849320,0.00000000,-0.00000000,0.01216453,-0.01216043,0.09025408,-0.09030800,0.41390524,-0.41395456,0.58882203,-0.58908196,0.72002425,-0.72017335,0.00000000,-0.00000000
-5.44172086,1.30892374,-1.30927950,0.00809074,-0.00809414,0.00000000,-0.00000000,0.01327415,-0.01326982,0.08304009,-0.08309109,0.40756989,-0.40762169,0.56841095,-0.56865113,0.71532419,-0.71546329,0.00000000,-0.00000000
-5.43571786,1.28694941,-1.28727750,0.00770401,-0.00770723,0.00000000,-0.00000000,0.01440622,-0.01440169,0.07618131,-0.07622919,0.40017618,-0.40022982,0.55033847,-0.55055855,0.71115435,-0.71128300,0.00000000,-0.00000000
-5.42971486,1.26722590,-1.26752593,0.00733160,-0.00733463,0.00000000,-0.00000000,0.01555096,-0.01554624,0.06970941,-0.06975400,0.39186058,-0.39191541,0.53450078,-0.53470080,0.70744539,-0.70756337,0.00000000,-0.00000000
-5.42371186,1.24955733,-1.24982949,0.00697520,-0.00697803,0.00000000,-0.00000000,0.01669788,-0.01669298,0.06364852,-0.06368973,0.38276690,-0.38282226,0.52074014,-0.52092052,0.70409574,-0.70420308,0.00000000,-0.00000000
-5.41770885,1.23368056,-1.23392551,0.00663601,-0.00663863,0.00000000,-0.00000000,0.01783601,-0.01783097,0.05801534,-0.05805312,0.37304272,-0.37309796,0.50885317,-0.50901461,0.70097656,-0.70107350,0.00000000,-0.00000000
-5.41170585,1.21927920,-1.21949801,0.00631477,-0.00631718,0.00000000,-0.00000000,0.01895409,-0.01894892,0.05281942,-0.05285378,0.36283636,-0.36289083,0.49860071,-0.49874420,0.69793835,-0.69802530,0.00000000,-0.00000000
-5.40570285,1.20600025,-1.20619434,0.00601181,-0.00601401,0.00000000,-0.00000000,0.02004074,-0.02003549,0.04806365,-0.04809463,0.35229459,-0.35234767,0.48971903,-0.48984575,0.69481892,-0.69489644,0.00000000,-0.00000000
-5.39969985,1.19347264,-1.19364366,0.00572710,-0.00572910,0.00000000,-0.00000000,0.02108470,-0.02107939,0.04374486,-0.04377255,0.34156113,-0.34161222,0.48193183,-0.48204311,0.69145243,-0.69152114,0.00000000,-0.00000000
-5.39369685,1.18132679,-1.18147652,0.00546033,-0.00546214,0.00000000,-0.00000000,0.02207498,-0.02206965,0.03985472,-0.03987923,0.33077598,-0.33082449,0.47496253,-0.47505975,0.68767889,-0.68773948,0.00000000,-0.00000000
-5.38769385,1.16921427,-1.16934450,0.00521097,-0.00521259,0.00000000,-0.00000000,0.02300107,-0.02299576,0.03638055,-0.03640203,0.32007536,-0.32012071,0.46854621,-0.46863078,0.68335388,-0.68340702,0.00000000,-0.00000000
-5.38169085,1.15682653,-1.15693901,0.00497838,-0.00497981,0.00000000,-0.00000000,0.02385306,-0.02384782,0.03330634,-0.03332494,0.30959226,-0.30963391,0.46244090,-0.46251416,0.67835775,-0.67840409,0.00000000,-0.00000000
-5.37568784,1.14391196,-1.14400829,0.00476185,-0.00476312,0.00000000,-0.00000000,0.02462181,-0.02461670,0.03061374,-0.03062963,0.29945739,-0.29949477,0.45643754,-0.45650073,0.67260401,-0.67264410,0.00000000,-0.00000000
-5.36968484,1.13029016,-1.13037173,0.00456076,-0.00456186,0.00000000,-0.00000000,0.02529907,-0.02529412,0.02828297,-0.02829630,0.28980024,-0.28983281,0.45036825,-0.45042247,0.66604625,-0.66608054,0.00000000,-0.00000000
-5.36368184,1.11586293,-1.11593085,0.00437453,-0.00437549,0.00000000,-0.00000000,0.02587754,-0.02587282,0.02629373,-0.02630468,0.28075016,-0.28077736,0.44411258,-0.44415875,0.65868338,-0.65871218,0.00000000,-0.00000000
-5.35767884,1.10062121,-1.10067632,0.00420281,-0.00420362,0.00000000,-0.00000000,0.02635098,-0.02634655,0.02462596,-0.02463468,0.27243704,-0.27245832,0.43760144,-0.43764027,0.65056273,-0.65058619,0.00000000,-0.00000000
-5.35167584,1.08464769,-1.08469049,0.00404539,-0.00404606,0.00000000,-0.00000000,0.02671427,-0.02671019,0.02326048,-0.02326713,0.26499162,-0.26500642,0.43081862,-0.43085063,0.64178079,-0.64179891,0.00000000,-0.00000000
-5.34567284,1.06811482,-1.06814551,0.00390231,-0.00390285,0.00000000,-0.00000000,0.02696344,-0.02695976,0.02217946,-0.02218416,0.25854502,-0.25855278,0.42379977,-0.42382527,0.63248159,-0.63249424,0.00000000,-0.00000000
